ngram,Zerg,Zerg,Zerg,Zerg
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,5.786566781296187e-10,5.786566781296187e-10,5.786566781296187e-10,5.786566781296187e-10
1799,5.786566781296187e-10,5.786566781296187e-10,5.786566781296187e-10,5.786566781296187e-10
1800,5.786566781296187e-10,5.786566781296187e-10,5.786566781296187e-10,5.786566781296187e-10
1801,5.786566781296187e-10,5.786566781296187e-10,5.786566781296187e-10,5.786566781296187e-10
1802,5.786566781296187e-10,5.786566781296187e-10,5.786566781296187e-10,5.786566781296187e-10
1803,5.786566781296187e-10,5.786566781296187e-10,5.786566781296187e-10,5.786566781296187e-10
1804,5.786566781296187e-10,5.786566781296187e-10,5.786566781296187e-10,5.786566781296187e-10
1805,0.0,0.0,0.0,0.0
1806,2.5855010196299387e-10,2.5855010196299387e-10,2.5855010196299387e-10,2.5855010196299387e-10
1807,2.5855010196299387e-10,2.5855010196299387e-10,2.5855010196299387e-10,2.5855010196299387e-10
1808,2.5855010196299387e-10,2.5855010196299387e-10,2.5855010196299387e-10,2.5855010196299387e-10
1809,2.5855010196299387e-10,2.5855010196299387e-10,2.5855010196299387e-10,2.5855010196299387e-10
1810,2.5855010196299387e-10,2.5855010196299387e-10,2.5855010196299387e-10,2.5855010196299387e-10
1811,2.5855010196299387e-10,2.5855010196299387e-10,2.5855010196299387e-10,2.5855010196299387e-10
1812,2.5855010196299387e-10,2.5855010196299387e-10,2.5855010196299387e-10,2.5855010196299387e-10
1813,0.0,0.0,0.0,0.0
1814,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,0.0
1816,0.0,0.0,0.0,0.0
1817,0.0,0.0,0.0,0.0
1818,1.790348662973023e-10,1.790348662973023e-10,1.790348662973023e-10,1.790348662973023e-10
1819,1.790348662973023e-10,1.790348662973023e-10,1.790348662973023e-10,1.790348662973023e-10
1820,1.790348662973023e-10,1.790348662973023e-10,1.790348662973023e-10,1.790348662973023e-10
1821,1.790348662973023e-10,1.790348662973023e-10,1.790348662973023e-10,1.790348662973023e-10
1822,1.790348662973023e-10,1.790348662973023e-10,1.790348662973023e-10,1.790348662973023e-10
1823,1.790348662973023e-10,1.790348662973023e-10,1.790348662973023e-10,1.790348662973023e-10
1824,1.790348662973023e-10,1.790348662973023e-10,1.790348662973023e-10,1.790348662973023e-10
1825,0.0,0.0,0.0,0.0
1826,0.0,0.0,0.0,0.0
1827,0.0,0.0,0.0,0.0
1828,0.0,0.0,0.0,0.0
1829,0.0,0.0,0.0,0.0
1830,0.0,0.0,0.0,0.0
1831,0.0,0.0,0.0,0.0
1832,2.55448376737125e-10,2.55448376737125e-10,2.55448376737125e-10,2.55448376737125e-10
1833,2.55448376737125e-10,2.55448376737125e-10,2.55448376737125e-10,2.55448376737125e-10
1834,2.55448376737125e-10,2.55448376737125e-10,2.55448376737125e-10,2.55448376737125e-10
1835,2.55448376737125e-10,2.55448376737125e-10,2.55448376737125e-10,2.55448376737125e-10
1836,2.55448376737125e-10,2.55448376737125e-10,2.55448376737125e-10,2.55448376737125e-10
1837,3.3288978716429693e-10,3.3288978716429693e-10,3.3288978716429693e-10,3.3288978716429693e-10
1838,4.0921553447402307e-10,4.0921553447402307e-10,4.0921553447402307e-10,4.0921553447402307e-10
1839,1.5376715773689805e-10,1.5376715773689805e-10,1.5376715773689805e-10,1.5376715773689805e-10
1840,1.5376715773689805e-10,1.5376715773689805e-10,1.5376715773689805e-10,1.5376715773689805e-10
1841,1.5376715773689805e-10,1.5376715773689805e-10,1.5376715773689805e-10,1.5376715773689805e-10
1842,1.5376715773689805e-10,1.5376715773689805e-10,1.5376715773689805e-10,1.5376715773689805e-10
1843,1.5376715773689805e-10,1.5376715773689805e-10,1.5376715773689805e-10,1.5376715773689805e-10
1844,7.632574730972611e-11,7.632574730972611e-11,7.632574730972611e-11,7.632574730972611e-11
1845,0.0,0.0,0.0,0.0
1846,0.0,0.0,0.0,0.0
1847,0.0,0.0,0.0,0.0
1848,0.0,0.0,0.0,0.0
1849,5.3739536630205616e-11,5.3739536630205616e-11,5.3739536630205616e-11,5.3739536630205616e-11
1850,5.3739536630205616e-11,5.3739536630205616e-11,5.3739536630205616e-11,5.3739536630205616e-11
1851,5.3739536630205616e-11,5.3739536630205616e-11,5.3739536630205616e-11,5.3739536630205616e-11
1852,1.043011074334085e-10,1.043011074334085e-10,1.043011074334085e-10,1.043011074334085e-10
1853,1.043011074334085e-10,1.043011074334085e-10,1.043011074334085e-10,1.043011074334085e-10
1854,1.043011074334085e-10,1.043011074334085e-10,1.043011074334085e-10,1.043011074334085e-10
1855,1.043011074334085e-10,1.043011074334085e-10,1.043011074334085e-10,1.043011074334085e-10
1856,5.0561570803202876e-11,5.0561570803202876e-11,5.0561570803202876e-11,5.0561570803202876e-11
1857,1.9496425109265048e-10,1.9496425109265048e-10,1.9496425109265048e-10,1.9496425109265048e-10
1858,3.6777479474535216e-10,3.6777479474535216e-10,3.6777479474535216e-10,3.6777479474535216e-10
1859,5.609307780168088e-10,5.609307780168088e-10,5.609307780168088e-10,5.609307780168088e-10
1860,7.439164046678976e-10,7.439164046678976e-10,7.439164046678976e-10,7.439164046678976e-10
1861,7.439164046678976e-10,7.439164046678976e-10,7.439164046678976e-10,7.439164046678976e-10
1862,8.553529472012298e-10,8.553529472012298e-10,8.553529472012298e-10,8.553529472012298e-10
1863,8.553529472012298e-10,8.553529472012298e-10,8.553529472012298e-10,8.553529472012298e-10
1864,7.58045388365198e-10,7.58045388365198e-10,7.58045388365198e-10,7.58045388365198e-10
1865,6.29461395705379e-10,6.29461395705379e-10,6.29461395705379e-10,6.29461395705379e-10
1866,4.2998346153463475e-10,4.2998346153463475e-10,4.2998346153463475e-10,4.2998346153463475e-10
1867,5.062725794147127e-10,5.062725794147127e-10,5.062725794147127e-10,5.062725794147127e-10
1868,5.510842774178063e-10,5.510842774178063e-10,5.510842774178063e-10,5.510842774178063e-10
1869,5.979912795098638e-10,5.979912795098638e-10,5.979912795098638e-10,5.979912795098638e-10
1870,7.669371209535164e-10,7.669371209535164e-10,7.669371209535164e-10,7.669371209535164e-10
1871,7.198419995001006e-10,7.198419995001006e-10,7.198419995001006e-10,7.198419995001006e-10
1872,6.756154485072179e-10,6.756154485072179e-10,6.756154485072179e-10,6.756154485072179e-10
1873,6.313758286033025e-10,6.313758286033025e-10,6.313758286033025e-10,6.313758286033025e-10
1874,4.913232241689412e-10,4.913232241689412e-10,4.913232241689412e-10,4.913232241689412e-10
1875,5.66856617201239e-10,5.66856617201239e-10,5.66856617201239e-10,5.66856617201239e-10
1876,4.85177041399863e-10,4.85177041399863e-10,4.85177041399863e-10,4.85177041399863e-10
1877,3.861345449734139e-10,3.861345449734139e-10,3.861345449734139e-10,3.861345449734139e-10
1878,5.31275983523776e-10,5.31275983523776e-10,5.31275983523776e-10,5.31275983523776e-10
1879,5.31275983523776e-10,5.31275983523776e-10,5.31275983523776e-10,5.31275983523776e-10
1880,5.641626669796094e-10,5.641626669796094e-10,5.641626669796094e-10,5.641626669796094e-10
1881,5.71202908385336e-10,5.71202908385336e-10,5.71202908385336e-10,5.71202908385336e-10
1882,5.480865503512281e-10,5.480865503512281e-10,5.480865503512281e-10,5.480865503512281e-10
1883,4.714225815272144e-10,4.714225815272144e-10,4.714225815272144e-10,4.714225815272144e-10
1884,4.0151923651001095e-10,4.0151923651001095e-10,4.0151923651001095e-10,4.0151923651001095e-10
1885,3.4344763342821135e-10,3.4344763342821135e-10,3.4344763342821135e-10,3.4344763342821135e-10
1886,3.710362493438067e-10,3.710362493438067e-10,3.710362493438067e-10,3.710362493438067e-10
1887,3.934175029402758e-10,3.934175029402758e-10,3.934175029402758e-10,3.934175029402758e-10
1888,2.941579638601358e-10,2.941579638601358e-10,2.941579638601358e-10,2.941579638601358e-10
1889,1.9692923085885232e-10,1.9692923085885232e-10,1.9692923085885232e-10,1.9692923085885232e-10
1890,2.4752061115026637e-10,2.4752061115026637e-10,2.4752061115026637e-10,2.4752061115026637e-10
1891,2.731256629592441e-10,2.731256629592441e-10,2.731256629592441e-10,2.731256629592441e-10
1892,1.8605582749068158e-10,1.8605582749068158e-10,1.8605582749068158e-10,1.8605582749068158e-10
1893,1.8152888517760805e-10,1.8152888517760805e-10,1.8152888517760805e-10,1.8152888517760805e-10
1894,1.483527209808092e-10,1.483527209808092e-10,1.483527209808092e-10,1.483527209808092e-10
1895,1.6369229384670192e-10,1.6369229384670192e-10,1.6369229384670192e-10,1.6369229384670192e-10
1896,2.0245314551787478e-10,2.0245314551787478e-10,2.0245314551787478e-10,2.0245314551787478e-10
1897,2.0759203086687502e-10,2.0759203086687502e-10,2.0759203086687502e-10,2.0759203086687502e-10
1898,2.1806331542060875e-10,2.1806331542060875e-10,2.1806331542060875e-10,2.1806331542060875e-10
1899,2.3627722199405707e-10,2.3627722199405707e-10,2.3627722199405707e-10,2.3627722199405707e-10
1900,2.3128615292808012e-10,2.3128615292808012e-10,2.3128615292808012e-10,2.3128615292808012e-10
1901,2.263310669833477e-10,2.263310669833477e-10,2.263310669833477e-10,2.263310669833477e-10
1902,2.1842523226630765e-10,2.1842523226630765e-10,2.1842523226630765e-10,2.1842523226630765e-10
1903,2.2748181314837168e-10,2.2748181314837168e-10,2.2748181314837168e-10,2.2748181314837168e-10
1904,1.7175154750795737e-10,1.7175154750795737e-10,1.7175154750795737e-10,1.7175154750795737e-10
1905,2.424032502501561e-10,2.424032502501561e-10,2.424032502501561e-10,2.424032502501561e-10
1906,2.397043297979502e-10,2.397043297979502e-10,2.397043297979502e-10,2.397043297979502e-10
1907,2.362838991925338e-10,2.362838991925338e-10,2.362838991925338e-10,2.362838991925338e-10
1908,2.603205746203636e-10,2.603205746203636e-10,2.603205746203636e-10,2.603205746203636e-10
1909,2.9478904238290834e-10,2.9478904238290834e-10,2.9478904238290834e-10,2.9478904238290834e-10
1910,2.6074549959652163e-10,2.6074549959652163e-10,2.6074549959652163e-10,2.6074549959652163e-10
1911,2.6074549959652163e-10,2.6074549959652163e-10,2.6074549959652163e-10,2.6074549959652163e-10
1912,1.6843156829577614e-10,1.6843156829577614e-10,1.6843156829577614e-10,1.6843156829577614e-10
1913,1.672145011740892e-10,1.672145011740892e-10,1.672145011740892e-10,1.672145011740892e-10
1914,1.6718081680926796e-10,1.6718081680926796e-10,1.6718081680926796e-10,1.6718081680926796e-10
1915,1.5788489959867036e-10,1.5788489959867036e-10,1.5788489959867036e-10,1.5788489959867036e-10
1916,1.0403171379902432e-10,1.0403171379902432e-10,1.0403171379902432e-10,1.0403171379902432e-10
1917,1.0422355835513843e-10,1.0422355835513843e-10,1.0422355835513843e-10,1.0422355835513843e-10
1918,1.7612475763531928e-10,1.7612475763531928e-10,1.7612475763531928e-10,1.7612475763531928e-10
1919,1.9012214322719093e-10,1.9012214322719093e-10,1.9012214322719093e-10,1.9012214322719093e-10
1920,1.9902587911069247e-10,1.9902587911069247e-10,1.9902587911069247e-10,1.9902587911069247e-10
1921,1.844093895443853e-10,1.844093895443853e-10,1.844093895443853e-10,1.844093895443853e-10
1922,1.766832404587986e-10,1.766832404587986e-10,1.766832404587986e-10,1.766832404587986e-10
1923,1.8618482251962576e-10,1.8618482251962576e-10,1.8618482251962576e-10,1.8618482251962576e-10
1924,7.339142864865827e-10,7.339142864865827e-10,7.339142864865827e-10,7.339142864865827e-10
1925,7.080234374980319e-10,7.080234374980319e-10,7.080234374980319e-10,7.080234374980319e-10
1926,6.796119441019956e-10,6.796119441019956e-10,6.796119441019956e-10,6.796119441019956e-10
1927,6.791486678592307e-10,6.791486678592307e-10,6.791486678592307e-10,6.791486678592307e-10
1928,6.791486678592307e-10,6.791486678592307e-10,6.791486678592307e-10,6.791486678592307e-10
1929,6.80283169082355e-10,6.80283169082355e-10,6.80283169082355e-10,6.80283169082355e-10
1930,7.918666833361954e-10,7.918666833361954e-10,7.918666833361954e-10,7.918666833361954e-10
1931,2.5640449485830885e-10,2.5640449485830885e-10,2.5640449485830885e-10,2.5640449485830885e-10
1932,2.57680636748882e-10,2.57680636748882e-10,2.57680636748882e-10,2.57680636748882e-10
1933,2.80847795416531e-10,2.80847795416531e-10,2.80847795416531e-10,2.80847795416531e-10
1934,5.726596756318512e-10,5.726596756318512e-10,5.726596756318512e-10,5.726596756318512e-10
1935,6.393266729512856e-10,6.393266729512856e-10,6.393266729512856e-10,6.393266729512856e-10
1936,6.140408756857444e-10,6.140408756857444e-10,6.140408756857444e-10,6.140408756857444e-10
1937,5.003463338093539e-10,5.003463338093539e-10,5.003463338093539e-10,5.003463338093539e-10
1938,4.741133239973192e-10,4.741133239973192e-10,4.741133239973192e-10,4.741133239973192e-10
1939,5.015089097972134e-10,5.015089097972134e-10,5.015089097972134e-10,5.015089097972134e-10
1940,4.783417511295645e-10,4.783417511295645e-10,4.783417511295645e-10,4.783417511295645e-10
1941,1.6379149227395218e-10,1.6379149227395218e-10,1.6379149227395218e-10,1.6379149227395218e-10
1942,1.4694058668242504e-10,1.4694058668242504e-10,1.4694058668242504e-10,1.4694058668242504e-10
1943,1.6839391190983021e-10,1.6839391190983021e-10,1.6839391190983021e-10,1.6839391190983021e-10
1944,1.8389413999500955e-10,1.8389413999500955e-10,1.8389413999500955e-10,1.8389413999500955e-10
1945,2.0266356053661687e-10,2.0266356053661687e-10,2.0266356053661687e-10,2.0266356053661687e-10
1946,1.279814825545194e-10,1.279814825545194e-10,1.279814825545194e-10,1.279814825545194e-10
1947,2.769942687917494e-10,2.769942687917494e-10,2.769942687917494e-10,2.769942687917494e-10
1948,2.769942687917494e-10,2.769942687917494e-10,2.769942687917494e-10,2.769942687917494e-10
1949,2.952028264692684e-10,2.952028264692684e-10,2.952028264692684e-10,2.952028264692684e-10
1950,2.737495012418632e-10,2.737495012418632e-10,2.737495012418632e-10,2.737495012418632e-10
1951,2.523559545854402e-10,2.523559545854402e-10,2.523559545854402e-10,2.523559545854402e-10
1952,2.9632233076012527e-10,2.9632233076012527e-10,2.9632233076012527e-10,2.9632233076012527e-10
1953,3.120115673763532e-10,3.120115673763532e-10,3.120115673763532e-10,3.120115673763532e-10
1954,2.210626047295859e-10,2.210626047295859e-10,2.210626047295859e-10,2.210626047295859e-10
1955,2.210626047295859e-10,2.210626047295859e-10,2.210626047295859e-10,2.210626047295859e-10
1956,1.799739662855515e-10,1.799739662855515e-10,1.799739662855515e-10,1.799739662855515e-10
1957,2.182051424469224e-10,2.182051424469224e-10,2.182051424469224e-10,2.182051424469224e-10
1958,2.611650845981853e-10,2.611650845981853e-10,2.611650845981853e-10,2.611650845981853e-10
1959,1.9842928788189289e-10,1.9842928788189289e-10,1.9842928788189289e-10,1.9842928788189289e-10
1960,2.2509149504618923e-10,2.2509149504618923e-10,2.2509149504618923e-10,2.2509149504618923e-10
1961,1.670276714557265e-10,1.670276714557265e-10,1.670276714557265e-10,1.670276714557265e-10
1962,5.444926513632962e-10,5.444926513632962e-10,5.444926513632962e-10,5.444926513632962e-10
1963,5.472682109074003e-10,5.472682109074003e-10,5.472682109074003e-10,5.472682109074003e-10
1964,7.788363287630773e-10,7.788363287630773e-10,7.788363287630773e-10,7.788363287630773e-10
1965,8.162931838410056e-10,8.162931838410056e-10,8.162931838410056e-10,8.162931838410056e-10
1966,9.65775404093705e-10,9.65775404093705e-10,9.65775404093705e-10,9.65775404093705e-10
1967,1.0030260709305493e-09,1.0030260709305493e-09,1.0030260709305493e-09,1.0030260709305493e-09
1968,1.0473087793830667e-09,1.0473087793830667e-09,1.0473087793830667e-09,1.0473087793830667e-09
1969,2.725550642322462e-09,2.725550642322462e-09,2.725550642322462e-09,2.725550642322462e-09
1970,2.801073178959612e-09,2.801073178959612e-09,2.801073178959612e-09,2.801073178959612e-09
1971,2.6297337918368413e-09,2.6297337918368413e-09,2.6297337918368413e-09,2.6297337918368413e-09
1972,2.6284177969047663e-09,2.6284177969047663e-09,2.6284177969047663e-09,2.6284177969047663e-09
1973,2.5862388381663645e-09,2.5862388381663645e-09,2.5862388381663645e-09,2.5862388381663645e-09
1974,2.5473742440837046e-09,2.5473742440837046e-09,2.5473742440837046e-09,2.5473742440837046e-09
1975,2.5679675370276253e-09,2.5679675370276253e-09,2.5679675370276253e-09,2.5679675370276253e-09
1976,5.604792820333517e-10,5.604792820333517e-10,5.604792820333517e-10,5.604792820333517e-10
1977,5.916941539904233e-10,5.916941539904233e-10,5.916941539904233e-10,5.916941539904233e-10
1978,5.42193817620884e-10,5.42193817620884e-10,5.42193817620884e-10,5.42193817620884e-10
