ngram,Zoning,Zoning,Zonig,Zonig
1590,0.0,0.0,0.0,0.0
1591,0.0,0.0,0.0,0.0
1592,0.0,0.0,0.0,0.0
1593,0.0,0.0,0.0,0.0
1594,0.0,0.0,0.0,0.0
1595,0.0,0.0,0.0,0.0
1596,0.0,0.0,0.0,0.0
1597,0.0,0.0,0.0,0.0
1598,4.423391633931065e-08,4.423391633931065e-08,0.0,0.0
1599,2.800562128868478e-07,2.800562128868478e-07,0.0,0.0
1600,2.800562128868478e-07,2.800562128868478e-07,0.0,0.0
1601,2.800562128868478e-07,2.800562128868478e-07,0.0,0.0
1602,2.800562128868478e-07,2.800562128868478e-07,0.0,0.0
1603,2.800562128868478e-07,2.800562128868478e-07,0.0,0.0
1604,2.800562128868478e-07,2.800562128868478e-07,0.0,0.0
1605,2.3582229654753713e-07,2.3582229654753713e-07,0.0,0.0
1606,0.0,0.0,0.0,0.0
1607,0.0,0.0,0.0,0.0
1608,0.0,0.0,0.0,0.0
1609,0.0,0.0,0.0,0.0
1610,0.0,0.0,0.0,0.0
1611,1.0241227853059951e-07,1.0241227853059951e-07,0.0,0.0
1612,1.0241227853059951e-07,1.0241227853059951e-07,0.0,0.0
1613,2.6222275956960015e-07,2.6222275956960015e-07,0.0,0.0
1614,2.6222275956960015e-07,2.6222275956960015e-07,0.0,0.0
1615,2.6222275956960015e-07,2.6222275956960015e-07,0.0,0.0
1616,2.6222275956960015e-07,2.6222275956960015e-07,0.0,0.0
1617,2.6222275956960015e-07,2.6222275956960015e-07,0.0,0.0
1618,1.598104810390006e-07,1.598104810390006e-07,0.0,0.0
1619,1.598104810390006e-07,1.598104810390006e-07,0.0,0.0
1620,0.0,0.0,0.0,0.0
1621,0.0,0.0,0.0,0.0
1622,0.0,0.0,0.0,0.0
1623,0.0,0.0,0.0,0.0
1624,0.0,0.0,0.0,0.0
1625,0.0,0.0,0.0,0.0
1626,0.0,0.0,0.0,0.0
1627,0.0,0.0,0.0,0.0
1628,6.55116260921724e-08,6.55116260921724e-08,0.0,0.0
1629,6.55116260921724e-08,6.55116260921724e-08,0.0,0.0
1630,6.55116260921724e-08,6.55116260921724e-08,0.0,0.0
1631,6.55116260921724e-08,6.55116260921724e-08,0.0,0.0
1632,6.55116260921724e-08,6.55116260921724e-08,0.0,0.0
1633,6.55116260921724e-08,6.55116260921724e-08,0.0,0.0
1634,6.55116260921724e-08,6.55116260921724e-08,0.0,0.0
1635,0.0,0.0,0.0,0.0
1636,0.0,0.0,0.0,0.0
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,3.673537613784512e-08,3.673537613784512e-08,0.0,0.0
1698,3.673537613784512e-08,3.673537613784512e-08,0.0,0.0
1699,3.673537613784512e-08,3.673537613784512e-08,0.0,0.0
1700,3.673537613784512e-08,3.673537613784512e-08,0.0,0.0
1701,4.6402135467360495e-08,4.6402135467360495e-08,0.0,0.0
1702,4.6402135467360495e-08,4.6402135467360495e-08,0.0,0.0
1703,4.6402135467360495e-08,4.6402135467360495e-08,0.0,0.0
1704,9.666759329515377e-09,9.666759329515377e-09,0.0,0.0
1705,9.666759329515377e-09,9.666759329515377e-09,0.0,0.0
1706,9.666759329515377e-09,9.666759329515377e-09,0.0,0.0
1707,9.666759329515377e-09,9.666759329515377e-09,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,8.854958163543155e-09,8.854958163543155e-09,0.0,0.0
1717,8.854958163543155e-09,8.854958163543155e-09,0.0,0.0
1718,8.854958163543155e-09,8.854958163543155e-09,0.0,0.0
1719,1.543982922466317e-08,1.543982922466317e-08,0.0,0.0
1720,1.543982922466317e-08,1.543982922466317e-08,0.0,0.0
1721,1.543982922466317e-08,1.543982922466317e-08,0.0,0.0
1722,1.543982922466317e-08,1.543982922466317e-08,0.0,0.0
1723,6.584871061120014e-09,6.584871061120014e-09,0.0,0.0
1724,6.584871061120014e-09,6.584871061120014e-09,0.0,0.0
1725,6.584871061120014e-09,6.584871061120014e-09,0.0,0.0
1726,1.2774996045144299e-08,1.2774996045144299e-08,0.0,0.0
1727,1.2774996045144299e-08,1.2774996045144299e-08,0.0,0.0
1728,1.2774996045144299e-08,1.2774996045144299e-08,0.0,0.0
1729,1.2774996045144299e-08,1.2774996045144299e-08,0.0,0.0
1730,1.2774996045144299e-08,1.2774996045144299e-08,0.0,0.0
1731,1.2774996045144299e-08,1.2774996045144299e-08,0.0,0.0
1732,1.2774996045144299e-08,1.2774996045144299e-08,0.0,0.0
1733,7.024769591420668e-09,7.024769591420668e-09,0.0,0.0
1734,7.024769591420668e-09,7.024769591420668e-09,0.0,0.0
1735,7.024769591420668e-09,7.024769591420668e-09,0.0,0.0
1736,7.024769591420668e-09,7.024769591420668e-09,0.0,0.0
1737,1.3946397814379452e-08,1.3946397814379452e-08,0.0,0.0
1738,1.3946397814379452e-08,1.3946397814379452e-08,0.0,0.0
1739,1.3946397814379452e-08,1.3946397814379452e-08,0.0,0.0
1740,6.921628222958784e-09,6.921628222958784e-09,0.0,0.0
1741,6.921628222958784e-09,6.921628222958784e-09,0.0,0.0
1742,6.921628222958784e-09,6.921628222958784e-09,0.0,0.0
1743,6.921628222958784e-09,6.921628222958784e-09,0.0,0.0
1744,8.92812071892227e-09,8.92812071892227e-09,0.0,0.0
1745,8.92812071892227e-09,8.92812071892227e-09,0.0,0.0
1746,8.92812071892227e-09,8.92812071892227e-09,0.0,0.0
1747,8.92812071892227e-09,8.92812071892227e-09,0.0,0.0
1748,2.7126780821618013e-08,2.7126780821618013e-08,0.0,0.0
1749,2.7126780821618013e-08,2.7126780821618013e-08,0.0,0.0
1750,2.7126780821618013e-08,2.7126780821618013e-08,0.0,0.0
1751,3.247521464442928e-08,3.247521464442928e-08,0.0,0.0
1752,3.63738047935515e-08,3.63738047935515e-08,0.0,0.0
1753,3.63738047935515e-08,3.63738047935515e-08,0.0,0.0
1754,3.63738047935515e-08,3.63738047935515e-08,0.0,0.0
1755,2.202845245895852e-08,2.202845245895852e-08,0.0,0.0
1756,2.506392300054878e-08,2.506392300054878e-08,0.0,0.0
1757,2.506392300054878e-08,2.506392300054878e-08,0.0,0.0
1758,1.0787368458815244e-08,1.0787368458815244e-08,0.0,0.0
1759,1.0367573212631344e-08,1.0367573212631344e-08,0.0,0.0
1760,1.0367573212631344e-08,1.0367573212631344e-08,0.0,0.0
1761,2.9796546182784108e-08,2.9796546182784108e-08,0.0,0.0
1762,3.9356148562319504e-08,3.9356148562319504e-08,0.0,0.0
1763,3.632067802072925e-08,3.632067802072925e-08,0.0,0.0
1764,3.632067802072925e-08,3.632067802072925e-08,0.0,0.0
1765,3.632067802072925e-08,3.632067802072925e-08,0.0,0.0
1766,3.284188311779092e-08,3.284188311779092e-08,0.0,0.0
1767,3.284188311779092e-08,3.284188311779092e-08,0.0,0.0
1768,1.3412910147638156e-08,1.3412910147638156e-08,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,2.8829215839972935e-09,2.8829215839972935e-09,0.0,0.0
1771,2.8829215839972935e-09,2.8829215839972935e-09,0.0,0.0
1772,5.5190034130094185e-09,5.5190034130094185e-09,0.0,0.0
1773,5.5190034130094185e-09,5.5190034130094185e-09,0.0,0.0
1774,8.191466552684038e-09,8.191466552684038e-09,0.0,0.0
1775,8.191466552684038e-09,8.191466552684038e-09,0.0,0.0
1776,1.0903836056286309e-08,1.0903836056286309e-08,0.0,0.0
1777,1.0938964781611763e-08,1.0938964781611763e-08,0.0,0.0
1778,1.0938964781611763e-08,1.0938964781611763e-08,0.0,0.0
1779,8.302882952599638e-09,8.302882952599638e-09,0.0,0.0
1780,8.302882952599638e-09,8.302882952599638e-09,0.0,0.0
1781,5.6304198129250185e-09,5.6304198129250185e-09,0.0,0.0
1782,5.6304198129250185e-09,5.6304198129250185e-09,0.0,0.0
1783,2.9180503093227473e-09,2.9180503093227473e-09,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,1.6181223979775235e-09,1.6181223979775235e-09
1786,5.3603932721151585e-09,5.3603932721151585e-09,1.6181223979775235e-09,1.6181223979775235e-09
1787,6.649534890966282e-09,6.649534890966282e-09,1.6181223979775235e-09,1.6181223979775235e-09
1788,7.95608696384826e-09,7.95608696384826e-09,1.6181223979775235e-09,1.6181223979775235e-09
1789,7.95608696384826e-09,7.95608696384826e-09,1.6181223979775235e-09,1.6181223979775235e-09
1790,7.95608696384826e-09,7.95608696384826e-09,1.6181223979775235e-09,1.6181223979775235e-09
1791,9.042053201418249e-09,9.042053201418249e-09,1.6181223979775235e-09,1.6181223979775235e-09
1792,1.0130315253320532e-08,1.0130315253320532e-08,0.0,0.0
1793,5.7559441023004504e-09,5.7559441023004504e-09,0.0,0.0
1794,4.466802483449328e-09,4.466802483449328e-09,0.0,0.0
1795,4.986794659751175e-09,4.986794659751175e-09,0.0,0.0
1796,4.986794659751175e-09,4.986794659751175e-09,0.0,0.0
1797,4.986794659751175e-09,4.986794659751175e-09,0.0,0.0
1798,2.820440877674254e-08,2.820440877674254e-08,0.0,0.0
1799,2.711614672484026e-08,2.711614672484026e-08,0.0,0.0
1800,2.6130124603745182e-08,2.6130124603745182e-08,0.0,0.0
1801,2.6130124603745182e-08,2.6130124603745182e-08,0.0,0.0
1802,2.517183395056577e-08,2.517183395056577e-08,0.0,0.0
1803,2.5522833909822192e-08,2.5522833909822192e-08,0.0,0.0
1804,2.613298901086937e-08,2.613298901086937e-08,0.0,0.0
1805,2.608441177339874e-09,2.608441177339874e-09,0.0,0.0
1806,2.8669912793028676e-09,2.8669912793028676e-09,0.0,0.0
1807,2.8669912793028676e-09,2.8669912793028676e-09,0.0,0.0
1808,3.33771765781421e-09,3.33771765781421e-09,0.0,0.0
1809,2.6503888766222464e-09,2.6503888766222464e-09,0.0,0.0
1810,2.2993889173658235e-09,2.2993889173658235e-09,0.0,0.0
1811,1.9236177571459378e-09,1.9236177571459378e-09,0.0,0.0
1812,1.8607100463593644e-09,1.8607100463593644e-09,0.0,0.0
1813,1.6021599443963704e-09,1.6021599443963704e-09,0.0,0.0
1814,2.229034369781248e-09,2.229034369781248e-09,0.0,0.0
1815,2.1445894108193133e-09,2.1445894108193133e-09,0.0,0.0
1816,3.485046346745386e-09,3.485046346745386e-09,0.0,0.0
1817,3.656393917797881e-09,3.656393917797881e-09,0.0,0.0
1818,3.959114560002166e-09,3.959114560002166e-09,0.0,0.0
1819,3.6938820890952684e-09,3.6938820890952684e-09,0.0,0.0
1820,3.8412790250218015e-09,3.8412790250218015e-09,0.0,0.0
1821,3.3429588541800115e-09,3.3429588541800115e-09,0.0,0.0
1822,3.330984147239694e-09,3.330984147239694e-09,0.0,0.0
1823,3.0737672962466434e-09,3.0737672962466434e-09,0.0,0.0
1824,3.0365397418741225e-09,3.0365397418741225e-09,0.0,0.0
1825,3.3857527813120824e-09,3.3857527813120824e-09,0.0,0.0
1826,2.9348604419736954e-09,2.9348604419736954e-09,0.0,0.0
1827,3.2057459306170497e-09,3.2057459306170497e-09,0.0,0.0
1828,5.945753698912069e-09,5.945753698912069e-09,0.0,0.0
1829,1.441523240457749e-07,1.441523240457749e-07,0.0,0.0
1830,1.4298346368806542e-07,1.4298346368806542e-07,0.0,0.0
1831,1.431280276679e-07,1.431280276679e-07,0.0,0.0
1832,1.5705771573758044e-07,1.5705771573758044e-07,0.0,0.0
1833,1.5705771573758044e-07,1.5705771573758044e-07,0.0,0.0
1834,1.567224935066542e-07,1.567224935066542e-07,0.0,0.0
1835,1.548593323257614e-07,1.548593323257614e-07,0.0,0.0
1836,1.6728822343254583e-08,1.6728822343254583e-08,0.0,0.0
1837,1.6865842024569944e-08,1.6865842024569944e-08,0.0,0.0
1838,1.6816135277914716e-08,1.6816135277914716e-08,0.0,0.0
1839,2.2274738878788216e-09,2.2274738878788216e-09,0.0,0.0
1840,2.6809896842243982e-09,2.6809896842243982e-09,0.0,0.0
1841,2.737884712595522e-09,2.737884712595522e-09,0.0,0.0
1842,1.7932993106357336e-09,1.7932993106357336e-09,0.0,0.0
1843,1.6052303534027805e-09,1.6052303534027805e-09,0.0,0.0
1844,1.5064718440958659e-09,1.5064718440958659e-09,0.0,0.0
1845,1.4777108822297942e-09,1.4777108822297942e-09,0.0,0.0
1846,1.315587079751625e-09,1.315587079751625e-09,0.0,0.0
1847,1.4075204930146563e-09,1.4075204930146563e-09,0.0,0.0
1848,1.7050666711870832e-09,1.7050666711870832e-09,0.0,0.0
1849,1.7517303044619785e-09,1.7517303044619785e-09,0.0,0.0
1850,1.86919145637811e-09,1.86919145637811e-09,0.0,0.0
1851,2.4784832638616703e-09,2.4784832638616703e-09,0.0,0.0
1852,2.429951688278008e-09,2.429951688278008e-09,0.0,0.0
1853,2.5577685525135507e-09,2.5577685525135507e-09,0.0,0.0
1854,2.315330514614443e-09,2.315330514614443e-09,0.0,0.0
1855,2.5078501021878553e-09,2.5078501021878553e-09,0.0,0.0
1856,2.599166247309524e-09,2.599166247309524e-09,0.0,0.0
1857,2.411943882713834e-09,2.411943882713834e-09,0.0,0.0
1858,2.6483460821172653e-09,2.6483460821172653e-09,0.0,0.0
1859,2.618520146744986e-09,2.618520146744986e-09,0.0,0.0
1860,2.608468409524635e-09,2.608468409524635e-09,0.0,0.0
1861,2.361943918227638e-09,2.361943918227638e-09,0.0,0.0
1862,2.0105143026606852e-09,2.0105143026606852e-09,0.0,0.0
1863,1.954932731569008e-09,1.954932731569008e-09,0.0,0.0
1864,2.233347039050569e-09,2.233347039050569e-09,0.0,0.0
1865,1.3867669710977891e-09,1.3867669710977891e-09,0.0,0.0
1866,1.5303459134839515e-09,1.5303459134839515e-09,0.0,0.0
1867,1.563422566012004e-09,1.563422566012004e-09,0.0,0.0
1868,6.481034478930273e-09,6.481034478930273e-09,0.0,0.0
1869,6.5587160861088225e-09,6.5587160861088225e-09,0.0,0.0
1870,7.55588686063291e-09,7.55588686063291e-09,0.0,0.0
1871,7.815304744632608e-09,7.815304744632608e-09,0.0,0.0
1872,7.928335353314862e-09,7.928335353314862e-09,0.0,0.0
1873,7.896950157285484e-09,7.896950157285484e-09,0.0,0.0
1874,8.594924343669724e-09,8.594924343669724e-09,0.0,0.0
1875,4.021976037929928e-09,4.021976037929928e-09,0.0,0.0
1876,4.16401885987889e-09,4.16401885987889e-09,0.0,0.0
1877,4.666363057863927e-09,4.666363057863927e-09,0.0,0.0
1878,4.371418290841486e-09,4.371418290841486e-09,0.0,0.0
1879,4.230449466925888e-09,4.230449466925888e-09,0.0,0.0
1880,5.081657459905995e-09,5.081657459905995e-09,0.0,0.0
1881,4.609539337531641e-09,4.609539337531641e-09,4.4191834318902627e-10,4.4191834318902627e-10
1882,4.564894414852258e-09,4.564894414852258e-09,4.4191834318902627e-10,4.4191834318902627e-10
1883,5.158748016066892e-09,5.158748016066892e-09,4.4191834318902627e-10,4.4191834318902627e-10
1884,3.821128477124855e-09,3.821128477124855e-09,4.724292504817587e-10,4.724292504817587e-10
1885,3.879099882578682e-09,3.879099882578682e-09,4.724292504817587e-10,4.724292504817587e-10
1886,4.18818766968952e-09,4.18818766968952e-09,4.724292504817587e-10,4.724292504817587e-10
1887,1.2830083630431334e-08,1.2830083630431334e-08,4.724292504817587e-10,4.724292504817587e-10
1888,1.6762625700193568e-08,1.6762625700193568e-08,3.051090729273247e-11,3.051090729273247e-11
1889,2.0143433962108555e-07,2.0143433962108555e-07,3.051090729273247e-11,3.051090729273247e-11
1890,2.0107574526053084e-07,2.0107574526053084e-07,3.051090729273247e-11,3.051090729273247e-11
1891,2.04918654489461e-07,2.04918654489461e-07,0.0,0.0
1892,2.0642522960808867e-07,2.0642522960808867e-07,0.0,0.0
1893,2.0628814047439293e-07,2.0628814047439293e-07,2.3061673602521792e-11,2.3061673602521792e-11
1894,1.9698072766567115e-07,1.9698072766567115e-07,2.3061673602521792e-11,2.3061673602521792e-11
1895,1.94215279097116e-07,1.94215279097116e-07,4.4232881246664135e-11,4.4232881246664135e-11
1896,1.1008819823997231e-08,1.1008819823997231e-08,4.4232881246664135e-11,4.4232881246664135e-11
1897,1.2485878743616143e-08,1.2485878743616143e-08,3.7861448301931434e-10,3.7861448301931434e-10
1898,8.608432950601191e-09,8.608432950601191e-09,3.7861448301931434e-10,3.7861448301931434e-10
1899,7.082023665917956e-09,7.082023665917956e-09,3.7861448301931434e-10,3.7861448301931434e-10
1900,7.600390158505173e-09,7.600390158505173e-09,3.5555280941679257e-10,3.5555280941679257e-10
1901,9.991063024524952e-09,9.991063024524952e-09,3.5555280941679257e-10,3.5555280941679257e-10
1902,9.862824144692337e-09,9.862824144692337e-09,3.343816017726502e-10,3.343816017726502e-10
1903,8.710508187752858e-09,8.710508187752858e-09,4.778338994323608e-10,4.778338994323608e-10
1904,8.893788879963234e-09,8.893788879963234e-09,1.4345229765971064e-10,1.4345229765971064e-10
1905,9.827718512005795e-09,9.827718512005795e-09,1.4345229765971064e-10,1.4345229765971064e-10
1906,1.090565555322038e-08,1.090565555322038e-08,1.4345229765971064e-10,1.4345229765971064e-10
1907,1.6834978744384443e-08,1.6834978744384443e-08,1.7275264552196745e-10,1.7275264552196745e-10
1908,1.53970076053968e-08,1.53970076053968e-08,4.472417119189791e-10,4.472417119189791e-10
1909,1.6865370687315006e-08,1.6865370687315006e-08,4.6102272099097467e-10,4.6102272099097467e-10
1910,1.8633905085607694e-08,1.8633905085607694e-08,4.139876546730267e-10,4.139876546730267e-10
1911,2.0950553292209406e-08,2.0950553292209406e-08,4.419435184873802e-10,4.419435184873802e-10
1912,2.7140488206051875e-08,2.7140488206051875e-08,4.419435184873802e-10,4.419435184873802e-10
1913,4.270359900613942e-08,4.270359900613942e-08,4.419435184873802e-10,4.419435184873802e-10
1914,6.603067083586569e-08,6.603067083586569e-08,4.126431706251234e-10,4.126431706251234e-10
1915,1.1395669550852614e-07,1.1395669550852614e-07,1.381541042281117e-10,1.381541042281117e-10
1916,1.6277091446121566e-07,1.6277091446121566e-07,1.544768202244029e-10,1.544768202244029e-10
1917,2.42172135805114e-07,2.42172135805114e-07,7.202532320560451e-11,7.202532320560451e-11
1918,3.6711381058905447e-07,3.6711381058905447e-07,4.406945939125098e-11,4.406945939125098e-11
1919,5.785020757035195e-07,5.785020757035195e-07,4.406945939125098e-11,4.406945939125098e-11
1920,7.595295922361142e-07,7.595295922361142e-07,4.406945939125098e-11,4.406945939125098e-11
1921,9.079024688877066e-07,9.079024688877066e-07,4.406945939125098e-11,4.406945939125098e-11
1922,1.093137232796185e-06,1.093137232796185e-06,4.406945939125098e-11,4.406945939125098e-11
1923,1.2215224955980375e-06,1.2215224955980375e-06,1.396573432296425e-11,1.396573432296425e-11
1924,1.3587932699010707e-06,1.3587932699010707e-06,0.0,0.0
1925,1.4123772546424464e-06,1.4123772546424464e-06,2.3005175145815062e-11,2.3005175145815062e-11
1926,1.36691507382888e-06,1.36691507382888e-06,6.885110140749821e-11,6.885110140749821e-11
1927,1.3500432974719194e-06,1.3500432974719194e-06,6.885110140749821e-11,6.885110140749821e-11
1928,1.384203333795345e-06,1.384203333795345e-06,6.885110140749821e-11,6.885110140749821e-11
1929,1.3626017952057218e-06,1.3626017952057218e-06,9.413689867303937e-11,9.413689867303937e-11
1930,1.317827777061861e-06,1.317827777061861e-06,9.413689867303937e-11,9.413689867303937e-11
1931,1.2229835744749704e-06,1.2229835744749704e-06,1.4660291829710863e-10,1.4660291829710863e-10
1932,1.2157240364883494e-06,1.2157240364883494e-06,1.2359774315129357e-10,1.2359774315129357e-10
1933,1.2579739307381845e-06,1.2579739307381845e-06,7.775181688961043e-11,7.775181688961043e-11
1934,1.2657932139908162e-06,1.2657932139908162e-06,7.775181688961043e-11,7.775181688961043e-11
1935,1.3527214183081275e-06,1.3527214183081275e-06,7.775181688961043e-11,7.775181688961043e-11
1936,1.409652294829097e-06,1.409652294829097e-06,5.2466019624069253e-11,5.2466019624069253e-11
1937,1.6103304330629596e-06,1.6103304330629596e-06,5.2466019624069253e-11,5.2466019624069253e-11
1938,1.751485618634823e-06,1.751485618634823e-06,0.0,0.0
1939,1.8411530748250828e-06,1.8411530748250828e-06,0.0,0.0
1940,1.9188778423995245e-06,1.9188778423995245e-06,2.5793262367227296e-11,2.5793262367227296e-11
1941,1.9710731261771538e-06,1.9710731261771538e-06,5.3371832746990884e-11,5.3371832746990884e-11
1942,1.9114000744074085e-06,1.9114000744074085e-06,5.3371832746990884e-11,5.3371832746990884e-11
1943,1.885976692912144e-06,1.885976692912144e-06,9.627848320180123e-11,9.627848320180123e-11
1944,1.8051641258612757e-06,1.8051641258612757e-06,1.531924488056597e-10,1.531924488056597e-10
1945,1.8496263010092662e-06,1.8496263010092662e-06,1.531924488056597e-10,1.531924488056597e-10
1946,2.1886664041760795e-06,2.1886664041760795e-06,1.6974055296246704e-10,1.6974055296246704e-10
1947,2.1627663824931787e-06,2.1627663824931787e-06,1.4394729059523977e-10,1.4394729059523977e-10
1948,2.2351638498158925e-06,2.2351638498158925e-06,1.1636872021547617e-10,1.1636872021547617e-10
1949,2.3748167937550794e-06,2.3748167937550794e-06,1.1636872021547617e-10,1.1636872021547617e-10
1950,2.453870609185417e-06,2.453870609185417e-06,9.038204510211249e-11,9.038204510211249e-11
1951,2.525425494630846e-06,2.525425494630846e-06,5.001717789943072e-11,5.001717789943072e-11
1952,2.691393368487687e-06,2.691393368487687e-06,5.001717789943072e-11,5.001717789943072e-11
1953,2.4208898626706547e-06,2.4208898626706547e-06,3.3469073742623376e-11,3.3469073742623376e-11
1954,2.6211407332864056e-06,2.6211407332864056e-06,4.798502964023907e-11,4.798502964023907e-11
1955,2.73725640909106e-06,2.73725640909106e-06,7.697353369774871e-11,7.697353369774871e-11
