ngram,Webby,Weby,Weby,Weby
1641,0.0,7.316012735308114e-08,7.316012735308114e-08,7.316012735308114e-08
1642,0.0,7.316012735308114e-08,7.316012735308114e-08,7.316012735308114e-08
1643,0.0,7.316012735308114e-08,7.316012735308114e-08,7.316012735308114e-08
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,2.995409228593157e-08,2.995409228593157e-08,2.995409228593157e-08
1670,0.0,2.995409228593157e-08,2.995409228593157e-08,2.995409228593157e-08
1671,0.0,2.995409228593157e-08,2.995409228593157e-08,2.995409228593157e-08
1672,0.0,2.995409228593157e-08,2.995409228593157e-08,2.995409228593157e-08
1673,0.0,2.995409228593157e-08,2.995409228593157e-08,2.995409228593157e-08
1674,0.0,2.995409228593157e-08,2.995409228593157e-08,2.995409228593157e-08
1675,0.0,2.995409228593157e-08,2.995409228593157e-08,2.995409228593157e-08
1676,0.0,0.0,0.0,0.0
1677,0.0,3.35861979497817e-08,3.35861979497817e-08,3.35861979497817e-08
1678,0.0,3.35861979497817e-08,3.35861979497817e-08,3.35861979497817e-08
1679,0.0,3.35861979497817e-08,3.35861979497817e-08,3.35861979497817e-08
1680,0.0,3.35861979497817e-08,3.35861979497817e-08,3.35861979497817e-08
1681,0.0,3.35861979497817e-08,3.35861979497817e-08,3.35861979497817e-08
1682,0.0,3.35861979497817e-08,3.35861979497817e-08,3.35861979497817e-08
1683,0.0,3.35861979497817e-08,3.35861979497817e-08,3.35861979497817e-08
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,1.2152453012147037e-08,0.0,0.0,0.0
1708,1.2152453012147037e-08,0.0,0.0,0.0
1709,1.2152453012147037e-08,0.0,0.0,0.0
1710,1.2152453012147037e-08,0.0,0.0,0.0
1711,1.2152453012147037e-08,0.0,0.0,0.0
1712,1.2152453012147037e-08,0.0,0.0,0.0
1713,1.2152453012147037e-08,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,8.760058075755036e-09,8.760058075755036e-09,8.760058075755036e-09
1722,0.0,8.760058075755036e-09,8.760058075755036e-09,8.760058075755036e-09
1723,6.175176179924944e-09,8.760058075755036e-09,8.760058075755036e-09,8.760058075755036e-09
1724,6.175176179924944e-09,8.760058075755036e-09,8.760058075755036e-09,8.760058075755036e-09
1725,6.175176179924944e-09,8.760058075755036e-09,8.760058075755036e-09,8.760058075755036e-09
1726,6.175176179924944e-09,8.760058075755036e-09,8.760058075755036e-09,8.760058075755036e-09
1727,6.175176179924944e-09,8.760058075755036e-09,8.760058075755036e-09,8.760058075755036e-09
1728,6.175176179924944e-09,0.0,0.0,0.0
1729,6.175176179924944e-09,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,4.977977141606971e-09,0.0,0.0,0.0
1747,4.977977141606971e-09,0.0,0.0,0.0
1748,4.977977141606971e-09,0.0,0.0,0.0
1749,4.977977141606971e-09,0.0,0.0,0.0
1750,4.977977141606971e-09,0.0,0.0,0.0
1751,8.547115777040354e-09,0.0,0.0,0.0
1752,8.547115777040354e-09,0.0,0.0,0.0
1753,3.569138635433384e-09,0.0,0.0,0.0
1754,7.753207345980887e-09,0.0,0.0,0.0
1755,7.753207345980887e-09,3.85330776810276e-09,3.85330776810276e-09,3.85330776810276e-09
1756,1.6859618463221134e-08,3.85330776810276e-09,3.85330776810276e-09,3.85330776810276e-09
1757,1.6859618463221134e-08,6.8984310327583185e-09,6.8984310327583185e-09,6.8984310327583185e-09
1758,1.3290479827787749e-08,6.8984310327583185e-09,6.8984310327583185e-09,6.8984310327583185e-09
1759,1.3290479827787749e-08,6.8984310327583185e-09,6.8984310327583185e-09,6.8984310327583185e-09
1760,1.8613213827377095e-08,6.8984310327583185e-09,6.8984310327583185e-09,6.8984310327583185e-09
1761,1.9980280033645873e-08,6.8984310327583185e-09,6.8984310327583185e-09,6.8984310327583185e-09
1762,1.9980280033645873e-08,3.045123264655558e-09,3.045123264655558e-09,3.045123264655558e-09
1763,1.3712543481655563e-08,3.045123264655558e-09,3.045123264655558e-09,3.045123264655558e-09
1764,1.3712543481655563e-08,0.0,0.0,0.0
1765,1.3712543481655563e-08,0.0,0.0,0.0
1766,1.3712543481655563e-08,0.0,0.0,0.0
1767,8.389809482066215e-09,0.0,0.0,0.0
1768,2.8386745652499356e-09,0.0,0.0,0.0
1769,5.884934190752184e-09,0.0,0.0,0.0
1770,5.929181209499543e-09,2.8829215839972935e-09,2.8829215839972935e-09,2.8829215839972935e-09
1771,5.929181209499543e-09,2.8829215839972935e-09,2.8829215839972935e-09,2.8829215839972935e-09
1772,5.929181209499543e-09,2.8829215839972935e-09,2.8829215839972935e-09,2.8829215839972935e-09
1773,5.929181209499543e-09,2.8829215839972935e-09,2.8829215839972935e-09,2.8829215839972935e-09
1774,5.929181209499543e-09,2.8829215839972935e-09,2.8829215839972935e-09,2.8829215839972935e-09
1775,5.929181209499543e-09,2.8829215839972935e-09,2.8829215839972935e-09,2.8829215839972935e-09
1776,2.8829215839972935e-09,2.8829215839972935e-09,2.8829215839972935e-09,2.8829215839972935e-09
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,2.5616857206906776e-09,0.0,0.0,0.0
1780,2.5616857206906776e-09,0.0,0.0,0.0
1781,2.5616857206906776e-09,0.0,0.0,0.0
1782,2.5616857206906776e-09,0.0,0.0,0.0
1783,2.5616857206906776e-09,0.0,0.0,0.0
1784,2.5616857206906776e-09,0.0,0.0,0.0
1785,4.179808118668202e-09,0.0,0.0,0.0
1786,2.9582207160063133e-09,0.0,0.0,0.0
1787,4.247362334857436e-09,0.0,0.0,0.0
1788,5.553914407739415e-09,0.0,0.0,0.0
1789,7.880684041846767e-09,0.0,0.0,0.0
1790,8.985532445089056e-09,0.0,0.0,0.0
1791,1.0071498682659045e-08,0.0,0.0,0.0
1792,8.45337628468152e-09,0.0,0.0,0.0
1793,7.113277966652731e-09,9.860221210950775e-10,9.860221210950775e-10,9.860221210950775e-10
1794,5.824136347801609e-09,9.860221210950775e-10,9.860221210950775e-10,9.860221210950775e-10
1795,5.430856399511543e-09,9.860221210950775e-10,9.860221210950775e-10,9.860221210950775e-10
1796,4.05224837812008e-09,9.860221210950775e-10,9.860221210950775e-10,9.860221210950775e-10
1797,2.947399974877791e-09,9.860221210950775e-10,9.860221210950775e-10,9.860221210950775e-10
1798,2.4400904154374204e-09,9.860221210950775e-10,9.860221210950775e-10,9.860221210950775e-10
1799,3.0408600082409976e-09,9.860221210950775e-10,9.860221210950775e-10,9.860221210950775e-10
1800,3.0408600082409976e-09,0.0,0.0,0.0
1801,3.0408600082409976e-09,4.643404708356716e-10,4.643404708356716e-10,4.643404708356716e-10
1802,2.1275878836490847e-09,4.643404708356716e-10,4.643404708356716e-10,4.643404708356716e-10
1803,1.8814261894460417e-09,4.643404708356716e-10,4.643404708356716e-10,4.643404708356716e-10
1804,2.1865037399696317e-09,4.643404708356716e-10,4.643404708356716e-10,4.643404708356716e-10
1805,1.8675245635638558e-09,4.643404708356716e-10,4.643404708356716e-10,4.643404708356716e-10
1806,1.2667549707602787e-09,4.643404708356716e-10,4.643404708356716e-10,4.643404708356716e-10
1807,1.685197426049001e-09,6.735616984800328e-10,6.735616984800328e-10,6.735616984800328e-10
1808,2.862013404048014e-09,4.445844169000322e-10,4.445844169000322e-10,4.445844169000322e-10
1809,3.0429382188604646e-09,4.445844169000322e-10,4.445844169000322e-10,4.445844169000322e-10
1810,2.5588759523996275e-09,4.445844169000322e-10,4.445844169000322e-10,4.445844169000322e-10
1811,2.7225662835306252e-09,4.445844169000322e-10,4.445844169000322e-10,4.445844169000322e-10
1812,2.4628887818067824e-09,4.445844169000322e-10,4.445844169000322e-10,4.445844169000322e-10
1813,2.6568681857749456e-09,4.445844169000322e-10,4.445844169000322e-10,4.445844169000322e-10
1814,2.656342003502589e-09,2.35363189255671e-10,2.35363189255671e-10,2.35363189255671e-10
1815,1.67266673527828e-09,3.862814195494073e-10,3.862814195494073e-10,3.862814195494073e-10
1816,1.6819146393081447e-09,5.764541383917227e-10,5.764541383917227e-10,5.764541383917227e-10
1817,1.4639769872561358e-09,5.764541383917227e-10,5.764541383917227e-10,5.764541383917227e-10
1818,1.1742439718988506e-09,1.1135587214233006e-09,1.1135587214233006e-09,1.1135587214233006e-09
1819,1.6251363112372376e-09,1.414153603742006e-09,1.414153603742006e-09,1.414153603742006e-09
1820,1.8733476991883435e-09,1.5615505396685388e-09,1.5615505396685388e-09,1.5615505396685388e-09
1821,1.9696484443443296e-09,1.5615505396685388e-09,1.5615505396685388e-09,1.5615505396685388e-09
1822,2.2755833408081928e-09,1.4248069232384149e-09,1.4248069232384149e-09,1.4248069232384149e-09
1823,2.50679894302814e-09,1.2346342043960995e-09,1.2346342043960995e-09,1.2346342043960995e-09
1824,2.6409189597081148e-09,1.368754221076074e-09,1.368754221076074e-09,1.368754221076074e-09
1825,2.7151177020964414e-09,9.582664423873106e-10,9.582664423873106e-10,9.582664423873106e-10
1826,2.2642253627580544e-09,1.0131663048212098e-09,1.0131663048212098e-09,1.0131663048212098e-09
1827,2.5540288455567453e-09,1.0749105811796206e-09,1.0749105811796206e-09,1.0749105811796206e-09
1828,2.2604704457458117e-09,1.1852398903603297e-09,1.1852398903603297e-09,1.1852398903603297e-09
1829,1.8316691179671401e-09,1.2167992010806268e-09,1.2167992010806268e-09,1.2167992010806268e-09
1830,1.5055853389408673e-09,1.2167992010806268e-09,1.2167992010806268e-09,1.2167992010806268e-09
1831,1.371465322260893e-09,1.0826791844006527e-09,1.0826791844006527e-09,1.0826791844006527e-09
1832,1.2033811724876387e-09,1.126361297882588e-09,1.126361297882588e-09,1.126361297882588e-09
1833,1.2858594348027656e-09,7.708665531299833e-10,7.708665531299833e-10,7.708665531299833e-10
1834,8.861059346593996e-10,6.447855344886883e-10,6.447855344886883e-10,6.447855344886883e-10
1835,1.000580919706197e-09,6.182396261600331e-10,6.182396261600331e-10,6.182396261600331e-10
1836,1.1554901797288559e-09,3.3714251232045255e-10,3.3714251232045255e-10,3.3714251232045255e-10
1837,1.2925098610442172e-09,4.1458392274762446e-10,4.1458392274762446e-10,4.1458392274762446e-10
1838,1.8267901001424646e-09,4.909096700573506e-10,4.909096700573506e-10,4.909096700573506e-10
1839,2.0447663879557307e-09,3.963921889140108e-10,3.963921889140108e-10,3.963921889140108e-10
1840,2.793733768134489e-09,4.719781549716068e-10,4.719781549716068e-10,4.719781549716068e-10
1841,2.6714258265820537e-09,4.517597074205071e-09,4.517597074205071e-09,4.517597074205071e-09
1842,2.822815743057967e-09,6.136645961226808e-09,6.136645961226808e-09,6.136645961226808e-09
1843,3.5156756236379547e-09,6.3989440809589635e-09,6.3989440809589635e-09,6.3989440809589635e-09
1844,4.485442779105548e-09,6.521851233668283e-09,6.521851233668283e-09,6.521851233668283e-09
1845,4.218117601238549e-09,6.845958062345099e-09,6.845958062345099e-09,6.845958062345099e-09
1846,4.958519848687258e-09,6.900617624935482e-09,6.900617624935482e-09,6.900617624935482e-09
1847,4.67252341580198e-09,6.885637123968788e-09,6.885637123968788e-09,6.885637123968788e-09
1848,5.829782402853669e-09,2.811645686115075e-09,2.811645686115075e-09,2.811645686115075e-09
1849,6.686747251143694e-09,1.1088133982412834e-09,1.1088133982412834e-09,1.1088133982412834e-09
1850,6.528222375377725e-09,8.939851874651644e-10,8.939851874651644e-10,8.939851874651644e-10
1851,6.533274461111611e-09,7.400652194241733e-10,7.400652194241733e-10,7.400652194241733e-10
1852,6.771935107912392e-09,4.913173558472397e-10,4.913173558472397e-10,4.913173558472397e-10
1853,6.5970752352991926e-09,5.056543874091903e-10,5.056543874091903e-10,5.056543874091903e-10
1854,7.011161397483891e-09,5.460526435780671e-10,5.460526435780671e-10,5.460526435780671e-10
1855,6.536499310070911e-09,5.438667175347181e-10,5.438667175347181e-10,5.438667175347181e-10
1856,6.0378906001951856e-09,6.432643267257581e-10,6.432643267257581e-10,6.432643267257581e-10
1857,6.241056592161596e-09,5.957944177697222e-10,5.957944177697222e-10,5.957944177697222e-10
1858,5.840362320747821e-09,7.797798755910484e-10,7.797798755910484e-10,7.797798755910484e-10
1859,7.771922153462389e-09,6.280951631814397e-10,6.280951631814397e-10,6.280951631814397e-10
1860,9.343062387249087e-09,5.443123412313916e-10,5.443123412313916e-10,5.443123412313916e-10
1861,9.965154035285195e-09,7.822286865862996e-10,7.822286865862996e-10,7.822286865862996e-10
1862,1.0131271440830654e-08,8.968817514062469e-10,8.968817514062469e-10,8.968817514062469e-10
1863,1.0193411511697344e-08,8.929599044320874e-10,8.929599044320874e-10,8.929599044320874e-10
1864,9.560392826608272e-09,9.400550258855033e-10,9.400550258855033e-10,9.400550258855033e-10
1865,8.84239673545498e-09,1.0192268219886914e-09,1.0192268219886914e-09,1.0192268219886914e-09
1866,6.714898526105628e-09,1.1077060617965223e-09,1.1077060617965223e-09,1.1077060617965223e-09
1867,5.657888808257334e-09,1.3491980627960182e-09,1.3491980627960182e-09,1.3491980627960182e-09
1868,5.196554218679848e-09,1.0102779961813318e-09,1.0102779961813318e-09,1.0102779961813318e-09
1869,4.4545941697243e-09,1.001466727006723e-09,1.001466727006723e-09,1.001466727006723e-09
1870,3.927702591737565e-09,9.059909647898426e-10,9.059909647898426e-10,9.059909647898426e-10
1871,3.8009170572855e-09,1.021200092741838e-09,1.021200092741838e-09,1.021200092741838e-09
1872,4.4905464426290925e-09,8.344693745522745e-10,8.344693745522745e-10,8.344693745522745e-10
1873,4.5319478963230205e-09,7.849988873217687e-10,7.849988873217687e-10,7.849988873217687e-10
1874,3.4273342576694533e-09,5.619931068131681e-10,5.619931068131681e-10,5.619931068131681e-10
1875,2.547732009488308e-09,6.422231675034291e-10,6.422231675034291e-10,6.422231675034291e-10
1876,2.7293607215587e-09,6.755395489031559e-10,6.755395489031559e-10,6.755395489031559e-10
1877,2.733700964009854e-09,8.153462389375627e-10,8.153462389375627e-10,8.153462389375627e-10
1878,2.7848181697162235e-09,6.893273491697422e-10,6.893273491697422e-10,6.893273491697422e-10
1879,2.320960011483107e-09,6.712136560845952e-10,6.712136560845952e-10,6.712136560845952e-10
1880,2.4960681616852706e-09,7.308649518922294e-10,7.308649518922294e-10,7.308649518922294e-10
1881,2.4704079258443456e-09,7.460803126096189e-10,7.460803126096189e-10,7.460803126096189e-10
1882,2.845499772316121e-09,6.65850251919358e-10,6.65850251919358e-10,6.65850251919358e-10
1883,2.700532876685559e-09,5.063129538645278e-10,5.063129538645278e-10,5.063129538645278e-10
1884,2.6211735639135115e-09,3.970171711228535e-10,3.970171711228535e-10,3.970171711228535e-10
1885,2.628385540960819e-09,4.478016469538255e-10,4.478016469538255e-10,4.478016469538255e-10
1886,2.9486993481851543e-09,3.982374410397124e-10,3.982374410397124e-10,3.982374410397124e-10
1887,2.615950186627255e-09,3.5484532970705574e-10,3.5484532970705574e-10,3.5484532970705574e-10
1888,2.5524453185963937e-09,2.601485396150746e-10,2.601485396150746e-10,2.601485396150746e-10
1889,2.1983722302871503e-09,3.386612280292007e-10,3.386612280292007e-10,3.386612280292007e-10
1890,2.0726845319428223e-09,3.8242567446111764e-10,3.8242567446111764e-10,3.8242567446111764e-10
1891,2.100441122619502e-09,3.775198189773629e-10,3.775198189773629e-10,3.775198189773629e-10
1892,2.0414758613743598e-09,2.9044998350880036e-10,2.9044998350880036e-10,2.9044998350880036e-10
1893,1.6836778162142097e-09,2.813960988826533e-10,2.813960988826533e-10,2.813960988826533e-10
1894,2.042534379726695e-09,2.924034803968618e-10,2.924034803968618e-10,2.924034803968618e-10
1895,2.298109829419153e-09,3.347458956851465e-10,3.347458956851465e-10,3.347458956851465e-10
1896,3.024802630591239e-09,3.1437448477777963e-10,3.1437448477777963e-10,3.1437448477777963e-10
1897,3.0943695066605007e-09,2.5706416558904776e-10,2.5706416558904776e-10,2.5706416558904776e-10
1898,3.104229016694303e-09,3.2164995270430753e-10,3.2164995270430753e-10,3.2164995270430753e-10
1899,3.0112682189046123e-09,4.3093339214499744e-10,4.3093339214499744e-10,4.3093339214499744e-10
1900,3.5477053358537856e-09,4.028806494764987e-10,4.028806494764987e-10,4.028806494764987e-10
1901,3.6808784908970438e-09,3.537420178207589e-10,3.537420178207589e-10,3.537420178207589e-10
1902,3.58064895194283e-09,4.663642151030751e-10,4.663642151030751e-10,4.663642151030751e-10
1903,3.118239000343692e-09,4.560403701495527e-10,4.560403701495527e-10,4.560403701495527e-10
1904,3.0112558002670653e-09,4.850248357708103e-10,4.850248357708103e-10,4.850248357708103e-10
1905,4.2389574548908266e-09,4.863151686906875e-10,4.863151686906875e-10,4.863151686906875e-10
1906,4.781303432542318e-09,3.770317292499976e-10,3.770317292499976e-10,3.770317292499976e-10
1907,4.246479533089241e-09,3.736112986445812e-10,3.736112986445812e-10,3.736112986445812e-10
1908,3.7119810400046813e-09,4.2509687833306286e-10,4.2509687833306286e-10,4.2509687833306286e-10
1909,3.5881113794441635e-09,2.7013226576246193e-10,2.7013226576246193e-10,2.7013226576246193e-10
1910,3.4064668387655063e-09,2.2231483320922507e-10,2.2231483320922507e-10,2.2231483320922507e-10
1911,3.649537846531611e-09,2.1668741007856747e-10,2.1668741007856747e-10,2.1668741007856747e-10
1912,2.2953226303761606e-09,1.3962034603861743e-10,1.3962034603861743e-10,1.3962034603861743e-10
1913,1.772374485271249e-09,1.5391826503817286e-10,1.5391826503817286e-10,1.5391826503817286e-10
1914,1.684035545933073e-09,1.9773404937227313e-10,1.9773404937227313e-10,1.9773404937227313e-10
1915,1.6765150537675515e-09,1.9286667302902723e-10,1.9286667302902723e-10,1.9286667302902723e-10
1916,1.651693115611863e-09,1.9286667302902723e-10,1.9286667302902723e-10,1.9286667302902723e-10
1917,1.5307976156516849e-09,2.207981416749557e-10,2.207981416749557e-10,2.207981416749557e-10
1918,1.5288888885070913e-09,2.220050611599435e-10,2.220050611599435e-10,2.220050611599435e-10
1919,2.1508163504181864e-09,2.644139401478515e-10,2.644139401478515e-10,2.644139401478515e-10
1920,2.1845466546821513e-09,4.357292602127519e-10,4.357292602127519e-10,4.357292602127519e-10
1921,2.5286528426704535e-09,4.334865185061178e-10,4.334865185061178e-10,4.334865185061178e-10
1922,2.916532840632361e-09,4.180342203349444e-10,4.180342203349444e-10,4.180342203349444e-10
1923,4.169511894477498e-09,5.899083384473615e-10,5.899083384473615e-10,5.899083384473615e-10
1924,4.190275444087328e-09,5.863984000756669e-10,5.863984000756669e-10,5.863984000756669e-10
1925,7.1406289294172e-09,6.122732063415118e-10,6.122732063415118e-10,6.122732063415118e-10
1926,6.646334292449905e-09,6.242191069594227e-10,6.242191069594227e-10,6.242191069594227e-10
1927,6.802260009232595e-09,5.522977650615094e-10,5.522977650615094e-10,5.522977650615094e-10
1928,6.473424827925709e-09,6.329314711228662e-10,6.329314711228662e-10,6.329314711228662e-10
1929,6.220240084913493e-09,6.099146763035737e-10,6.099146763035737e-10,6.099146763035737e-10
1930,4.907723782920925e-09,4.6526795115044347e-10,4.6526795115044347e-10,4.6526795115044347e-10
1931,5.004537625577907e-09,5.195454522948545e-10,5.195454522948545e-10,5.195454522948545e-10
1932,4.885545063742265e-09,5.214596671132554e-10,5.214596671132554e-10,5.214596671132554e-10
1933,4.81970652277397e-09,4.990250970385698e-10,4.990250970385698e-10,4.990250970385698e-10
1934,7.69180736564274e-09,4.0780107465491055e-10,4.0780107465491055e-10,4.0780107465491055e-10
1935,7.864301638476384e-09,3.376111493543935e-10,3.376111493543935e-10,3.376111493543935e-10
1936,1.202489347778319e-08,3.1232535208885233e-10,3.1232535208885233e-10,3.1232535208885233e-10
1937,1.211318068072842e-08,3.74867627019247e-10,3.74867627019247e-10,3.74867627019247e-10
