ngram,Facebook,Facebok,Facebok,Facebok
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,3.9948397605777634e-08,0.0,0.0,0.0
1667,3.9948397605777634e-08,0.0,0.0,0.0
1668,3.9948397605777634e-08,0.0,0.0,0.0
1669,3.9948397605777634e-08,0.0,0.0,0.0
1670,3.9948397605777634e-08,0.0,0.0,0.0
1671,3.9948397605777634e-08,0.0,0.0,0.0
1672,3.9948397605777634e-08,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,4.2946510347974254e-08,0.0,0.0,0.0
1677,7.653270829775596e-08,0.0,0.0,0.0
1678,7.653270829775596e-08,0.0,0.0,0.0
1679,7.653270829775596e-08,0.0,0.0,0.0
1680,7.653270829775596e-08,0.0,0.0,0.0
1681,7.653270829775596e-08,0.0,0.0,0.0
1682,9.669374126782973e-08,0.0,0.0,0.0
1683,5.374723091985548e-08,0.0,0.0,0.0
1684,2.016103297007378e-08,0.0,0.0,0.0
1685,2.016103297007378e-08,0.0,0.0,0.0
1686,2.016103297007378e-08,0.0,0.0,0.0
1687,2.016103297007378e-08,0.0,0.0,0.0
1688,2.016103297007378e-08,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,3.135119389493671e-08,0.0,0.0,0.0
1694,3.135119389493671e-08,0.0,0.0,0.0
1695,3.135119389493671e-08,0.0,0.0,0.0
1696,3.135119389493671e-08,0.0,0.0,0.0
1697,3.8698268716481314e-08,0.0,0.0,0.0
1698,3.8698268716481314e-08,0.0,0.0,0.0
1699,3.8698268716481314e-08,0.0,0.0,0.0
1700,7.347074821544603e-09,0.0,0.0,0.0
1701,7.347074821544603e-09,0.0,0.0,0.0
1702,7.347074821544603e-09,0.0,0.0,0.0
1703,7.347074821544603e-09,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,1.1075382896511395e-08,0.0,0.0,0.0
1707,1.1075382896511395e-08,0.0,0.0,0.0
1708,1.1075382896511395e-08,0.0,0.0,0.0
1709,1.1075382896511395e-08,0.0,0.0,0.0
1710,1.1075382896511395e-08,0.0,0.0,0.0
1711,2.0767711613903624e-08,0.0,0.0,0.0
1712,2.0767711613903624e-08,0.0,0.0,0.0
1713,9.692328717392229e-09,0.0,0.0,0.0
1714,9.692328717392229e-09,0.0,0.0,0.0
1715,9.692328717392229e-09,0.0,0.0,0.0
1716,9.692328717392229e-09,0.0,0.0,0.0
1717,9.692328717392229e-09,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,6.311576023725658e-09,0.0,0.0,0.0
1746,6.311576023725658e-09,0.0,0.0,0.0
1747,6.311576023725658e-09,0.0,0.0,0.0
1748,6.311576023725658e-09,0.0,0.0,0.0
1749,6.311576023725658e-09,0.0,0.0,0.0
1750,6.311576023725658e-09,0.0,0.0,0.0
1751,6.311576023725658e-09,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,2.672463139674619e-09,0.0,0.0,0.0
1775,2.672463139674619e-09,0.0,0.0,0.0
1776,2.672463139674619e-09,0.0,0.0,0.0
1777,2.672463139674619e-09,0.0,0.0,0.0
1778,2.672463139674619e-09,0.0,0.0,0.0
1779,2.672463139674619e-09,0.0,0.0,0.0
1780,2.672463139674619e-09,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,1.3400983180287896e-09,0.0,0.0,0.0
1787,1.3400983180287896e-09,0.0,0.0,0.0
1788,1.3400983180287896e-09,0.0,0.0,0.0
1789,1.3400983180287896e-09,0.0,0.0,0.0
1790,1.3400983180287896e-09,0.0,0.0,0.0
1791,1.3400983180287896e-09,0.0,0.0,0.0
1792,1.3400983180287896e-09,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,5.66923650881433e-10,0.0,0.0,0.0
1798,5.66923650881433e-10,0.0,0.0,0.0
1799,5.66923650881433e-10,0.0,0.0,0.0
1800,5.66923650881433e-10,0.0,0.0,0.0
1801,5.66923650881433e-10,0.0,0.0,0.0
1802,5.66923650881433e-10,0.0,0.0,0.0
1803,5.66923650881433e-10,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0
1805,2.5967750172384285e-10,0.0,0.0,0.0
1806,2.5967750172384285e-10,0.0,0.0,0.0
1807,2.5967750172384285e-10,0.0,0.0,0.0
1808,2.5967750172384285e-10,0.0,0.0,0.0
1809,2.5967750172384285e-10,0.0,0.0,0.0
1810,2.5967750172384285e-10,0.0,0.0,0.0
1811,2.5967750172384285e-10,0.0,0.0,0.0
1812,0.0,0.0,0.0,0.0
1813,0.0,0.0,0.0,0.0
1814,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,0.0
1816,0.0,0.0,0.0,0.0
1817,0.0,0.0,0.0,0.0
1818,0.0,0.0,0.0,0.0
1819,0.0,0.0,0.0,0.0
1820,0.0,0.0,0.0,0.0
1821,0.0,0.0,0.0,0.0
1822,1.2476890155964171e-10,0.0,0.0,0.0
1823,1.2476890155964171e-10,0.0,0.0,0.0
1824,1.2476890155964171e-10,0.0,0.0,0.0
1825,1.2476890155964171e-10,0.0,0.0,0.0
1826,1.2476890155964171e-10,0.0,0.0,0.0
1827,1.2476890155964171e-10,0.0,0.0,0.0
1828,1.2476890155964171e-10,0.0,0.0,0.0
1829,2.1082283537968546e-10,0.0,0.0,0.0
1830,2.1082283537968546e-10,0.0,0.0,0.0
1831,2.1082283537968546e-10,0.0,0.0,0.0
1832,2.1082283537968546e-10,0.0,0.0,0.0
1833,2.1082283537968546e-10,0.0,0.0,0.0
1834,2.1082283537968546e-10,0.0,0.0,0.0
1835,2.1082283537968546e-10,0.0,0.0,0.0
1836,1.5012235898836934e-10,0.0,0.0,0.0
1837,1.5012235898836934e-10,0.0,0.0,0.0
1838,1.5012235898836934e-10,0.0,0.0,0.0
1839,1.5012235898836934e-10,0.0,0.0,0.0
1840,1.5012235898836934e-10,0.0,0.0,0.0
1841,1.5012235898836934e-10,0.0,0.0,0.0
1842,1.5012235898836934e-10,0.0,0.0,0.0
1843,0.0,0.0,0.0,0.0
1844,0.0,0.0,0.0,0.0
1845,0.0,0.0,0.0,0.0
1846,6.52204996358969e-11,0.0,0.0,0.0
1847,1.258259647267985e-10,0.0,0.0,0.0
1848,1.8051363975019845e-10,0.0,0.0,0.0
1849,2.342531763804041e-10,0.0,0.0,0.0
1850,2.342531763804041e-10,0.0,0.0,0.0
1851,3.271103665714037e-10,0.0,0.0,0.0
1852,4.2823350817780946e-10,0.0,0.0,0.0
1853,3.6301300854191254e-10,0.0,0.0,0.0
1854,3.0240754345101095e-10,0.0,0.0,0.0
1855,2.4771986842761097e-10,0.0,0.0,0.0
1856,2.4367913639292537e-10,0.0,0.0,0.0
1857,2.4367913639292537e-10,0.0,0.0,0.0
1858,1.5082194620192572e-10,0.0,0.0,0.0
1859,2.3248697015151468e-10,0.0,0.0,0.0
1860,2.3248697015151468e-10,0.0,0.0,0.0
1861,2.3248697015151468e-10,0.0,0.0,0.0
1862,2.882052414181808e-10,0.0,0.0,0.0
1863,2.385064368226608e-10,0.0,0.0,0.0
1864,2.385064368226608e-10,0.0,0.0,0.0
1865,2.827329878155435e-10,0.0,0.0,0.0
1866,9.994482225954876e-11,0.0,0.0,0.0
1867,2.7279465194699325e-10,0.0,0.0,0.0
1868,3.176063499500868e-10,0.0,0.0,0.0
1869,2.618880786834207e-10,0.0,0.0,0.0
1870,3.46360999405247e-10,0.0,0.0,0.0
1871,6.709694982160691e-10,0.0,0.0,0.0
1872,6.267429472231864e-10,0.0,0.0,0.0
1873,6.267429472231864e-10,0.0,0.0,0.0
1874,4.538931175357419e-10,0.0,0.0,0.0
1875,4.0908141953264835e-10,0.0,0.0,0.0
1876,6.77405322311943e-10,0.0,0.0,0.0
1877,7.676907680982075e-10,0.0,0.0,0.0
1878,4.4308226928738547e-10,0.0,0.0,0.0
1879,4.4308226928738547e-10,0.0,0.0,0.0
1880,5.746290031107191e-10,0.0,0.0,0.0
1881,5.746290031107191e-10,0.0,0.0,0.0
1882,5.746290031107191e-10,0.0,0.0,0.0
1883,1.1736160852672738e-09,0.0,0.0,0.0
1884,1.0293686260519154e-09,0.0,0.0,0.0
1885,1.0293686260519154e-09,0.0,0.0,0.0
1886,1.0293686260519154e-09,0.0,0.0,0.0
1887,9.530898292808843e-10,0.0,0.0,0.0
1888,9.530898292808843e-10,0.0,0.0,0.0
1889,9.530898292808843e-10,0.0,0.0,0.0
1890,8.5778844345035e-11,0.0,0.0,0.0
1891,5.526793705230253e-11,0.0,0.0,0.0
1892,7.77395191870716e-11,0.0,0.0,0.0
1893,7.77395191870716e-11,0.0,0.0,0.0
1894,4.4563354990272734e-11,0.0,0.0,0.0
1895,4.4563354990272734e-11,0.0,0.0,0.0
1896,6.394378082585916e-11,0.0,0.0,0.0
1897,7.234571047390734e-09,0.0,0.0,0.0
1898,7.360838226642765e-09,0.0,0.0,0.0
1899,7.374794457654892e-09,0.0,0.0,0.0
1900,7.447076875801071e-09,0.0,0.0,0.0
1901,7.442121789856339e-09,0.0,0.0,0.0
1902,7.442121789856339e-09,0.0,0.0,0.0
1903,7.47055879657399e-09,0.0,0.0,0.0
1904,2.999315300091153e-10,0.0,0.0,0.0
1905,1.7366435075708405e-10,0.0,0.0,0.0
1906,2.1481146821639944e-10,0.0,0.0,0.0
1907,1.5717922400134857e-10,0.0,0.0,0.0
1908,1.6749144531631137e-10,0.0,0.0,0.0
1909,1.9505346346030247e-10,0.0,0.0,0.0
1910,3.262965909372235e-10,0.0,0.0,0.0
1911,3.682303886412949e-10,0.0,0.0,0.0
1912,4.403009286533889e-10,0.0,0.0,0.0
1913,5.91492702040064e-10,0.0,0.0,0.0
1914,6.060755072415499e-10,0.0,0.0,0.0
1915,6.583202158009069e-10,0.0,0.0,0.0
1916,6.458100601910591e-10,0.0,0.0,0.0
1917,5.226124374527582e-10,0.0,0.0,0.0
1918,5.094391178747263e-10,0.0,0.0,0.0
1919,4.515743245606504e-10,0.0,0.0,0.0
1920,2.228076205677633e-10,0.0,0.0,0.0
1921,3.6224429111093263e-10,0.0,0.0,0.0
1922,3.0670197036825845e-10,0.0,0.0,0.0
1923,3.162035524290856e-10,0.0,0.0,0.0
1924,2.6034061513722865e-10,0.0,0.0,0.0
1925,2.5458531215700424e-10,0.0,0.0,0.0
1926,2.4037956545898606e-10,0.0,0.0,0.0
1927,2.6311794409927813e-10,0.0,0.0,0.0
1928,9.444829442349447e-11,0.0,0.0,0.0
1929,7.029699838107767e-11,0.0,0.0,0.0
1930,1.001983397046808e-10,0.0,0.0,0.0
1931,1.001983397046808e-10,0.0,0.0,0.0
1932,7.719316455886575e-11,0.0,0.0,0.0
1933,1.698617992294617e-10,0.0,0.0,0.0
1934,1.695912953720529e-10,0.0,0.0,0.0
1935,1.9181362847271137e-10,0.0,0.0,0.0
1936,1.9181362847271137e-10,0.0,0.0,0.0
1937,4.291102592305204e-10,0.0,0.0,0.0
1938,6.248805163787199e-10,0.0,0.0,0.0
1939,6.497745417119053e-10,0.0,0.0,0.0
1940,5.571059070413093e-10,0.0,0.0,0.0
1941,5.34638032258426e-10,0.0,0.0,0.0
1942,6.369559264949944e-10,0.0,0.0,0.0
1943,6.369559264949944e-10,0.0,0.0,0.0
1944,4.780037655376696e-10,0.0,0.0,0.0
1945,3.0100292893107753e-10,0.0,0.0,0.0
1946,7.229077237618548e-10,0.0,0.0,0.0
1947,9.050344660207646e-10,0.0,0.0,0.0
1948,9.39234465995626e-10,0.0,0.0,0.0
1949,8.487065633611124e-10,0.0,0.0,0.0
1950,8.825465140440057e-10,0.0,0.0,0.0
1951,8.821400455343615e-10,0.0,0.0,0.0
1952,8.633706249927542e-10,0.0,0.0,0.0
1953,4.165718048287914e-10,0.0,0.0,0.0
1954,2.9250888616034436e-10,0.0,0.0,0.0
1955,3.3078014533798646e-10,0.0,0.0,0.0
1956,3.2370383159666515e-10,0.0,0.0,0.0
1957,3.408387837839604e-10,0.0,0.0,0.0
1958,3.0366045987241716e-10,0.0,0.0,0.0
1959,3.0366045987241716e-10,0.0,0.0,0.0
1960,3.565997636068019e-10,0.0,0.0,0.0
1961,3.7732492329047215e-10,0.0,0.0,0.0
1962,3.4566068856418346e-10,0.0,0.0,0.0
1963,4.672825261651883e-10,0.0,0.0,0.0
1964,4.253009333599067e-10,0.0,0.0,0.0
1965,3.3890155166320975e-10,0.0,0.0,0.0
1966,4.795906945385755e-10,0.0,0.0,0.0
1967,6.477683568111609e-10,0.0,0.0,0.0
1968,6.221186205079832e-10,0.0,0.0,0.0
1969,6.531266817060605e-10,0.0,0.0,0.0
1970,6.273419581434173e-10,0.0,0.0,0.0
1971,6.720540532808731e-10,0.0,0.0,0.0
1972,1.106706678680577e-09,0.0,0.0,0.0
1973,1.0403044061112e-09,0.0,0.0,0.0
1974,8.9251496669464e-10,0.0,0.0,0.0
1975,1.4719167234262492e-09,0.0,0.0,0.0
1976,1.5929759892127242e-09,0.0,0.0,0.0
1977,1.678889551191633e-09,0.0,0.0,0.0
1978,1.7394231452020188e-09,0.0,0.0,0.0
1979,1.5641695557836295e-09,0.0,0.0,0.0
1980,1.928745028769084e-09,0.0,0.0,0.0
1981,1.93934528753508e-09,0.0,0.0,0.0
1982,1.4031537201982962e-09,0.0,0.0,0.0
1983,1.6618322273842523e-09,0.0,0.0,0.0
1984,1.8500775831954896e-09,0.0,0.0,0.0
1985,1.9528608254302883e-09,0.0,0.0,0.0
1986,1.878086257940075e-09,0.0,0.0,0.0
1987,1.7735973007709e-09,0.0,0.0,0.0
1988,2.0085143706946187e-09,0.0,0.0,0.0
1989,2.2580695408740733e-09,0.0,0.0,0.0
1990,2.205964426999734e-09,0.0,0.0,0.0
1991,2.1506343372834635e-09,0.0,0.0,0.0
1992,2.289903473189676e-09,0.0,0.0,0.0
1993,2.6955103228841283e-09,0.0,0.0,0.0
1994,3.843850571172425e-09,0.0,0.0,0.0
1995,4.023201962054048e-09,0.0,0.0,0.0
1996,4.71083181986996e-09,0.0,0.0,0.0
1997,6.738949271627754e-09,0.0,0.0,0.0
1998,7.708905038126903e-09,0.0,0.0,0.0
1999,8.458955472586841e-09,0.0,0.0,0.0
2000,1.0087461310703816e-08,0.0,0.0,0.0
2001,1.1591407738415732e-08,0.0,0.0,0.0
2002,1.7041569235130638e-08,0.0,0.0,0.0
2003,3.660963468884607e-08,0.0,0.0,0.0
2004,1.0657982103217429e-07,0.0,0.0,0.0
2005,3.589447691457589e-07,4.968593492986934e-12,4.968593492986934e-12,4.968593492986934e-12
2006,8.3177595401805e-07,4.968593492986934e-12,4.968593492986934e-12,4.968593492986934e-12
2007,1.8116422838078603e-06,2.1070076734939848e-11,2.1070076734939848e-11,2.1070076734939848e-11
2008,3.306110455879109e-06,4.752547413151247e-11,4.752547413151247e-11,4.752547413151247e-11
2009,4.8541494318702206e-06,9.316094572363122e-11,9.316094572363122e-11,9.316094572363122e-11
2010,6.3777940876467e-06,1.1363042699235365e-10,1.1363042699235365e-10,1.1363042699235365e-10
2011,8.17436507207146e-06,1.693391899918303e-10,1.693391899918303e-10,1.693391899918303e-10
2012,9.847458678840277e-06,2.4980831688939785e-10,2.4980831688939785e-10,2.4980831688939785e-10
2013,1.1485612633675504e-05,2.765634308867147e-10,2.765634308867147e-10,2.765634308867147e-10
2014,1.2442510394196557e-05,3.0722369687945823e-10,3.0722369687945823e-10,3.0722369687945823e-10
2015,1.2957124714115967e-05,3.3507501337063216e-10,3.3507501337063216e-10,3.3507501337063216e-10
2016,1.3535685086805773e-05,3.395074281233233e-10,3.395074281233233e-10,3.395074281233233e-10
2017,1.3990011969629753e-05,3.7221093799703436e-10,3.7221093799703436e-10,3.7221093799703436e-10
2018,1.4171458133205306e-05,3.686608573971739e-10,3.686608573971739e-10,3.686608573971739e-10
2019,1.4342474969453178e-05,3.113100610629971e-10,3.113100610629971e-10,3.113100610629971e-10
