ngram,Unix,Uix,Unx,Uix
1643,7.316012735308114e-08,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,2.995409228593157e-08,0.0,2.995409228593157e-08
1670,0.0,2.995409228593157e-08,0.0,2.995409228593157e-08
1671,0.0,2.995409228593157e-08,0.0,2.995409228593157e-08
1672,0.0,2.995409228593157e-08,0.0,2.995409228593157e-08
1673,0.0,2.995409228593157e-08,0.0,2.995409228593157e-08
1674,0.0,2.995409228593157e-08,0.0,2.995409228593157e-08
1675,0.0,2.995409228593157e-08,0.0,2.995409228593157e-08
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,2.0770290884034433e-08,0.0,0.0,0.0
1691,2.0770290884034433e-08,0.0,0.0,0.0
1692,2.0770290884034433e-08,0.0,0.0,0.0
1693,2.0770290884034433e-08,0.0,0.0,0.0
1694,2.0770290884034433e-08,0.0,0.0,0.0
1695,2.0770290884034433e-08,0.0,0.0,0.0
1696,2.0770290884034433e-08,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,9.666759329515377e-09,0.0,0.0,0.0
1702,9.666759329515377e-09,0.0,0.0,0.0
1703,3.1749179031846456e-08,1.104120985116554e-08,0.0,1.104120985116554e-08
1704,3.1749179031846456e-08,1.104120985116554e-08,0.0,1.104120985116554e-08
1705,3.1749179031846456e-08,1.104120985116554e-08,0.0,1.104120985116554e-08
1706,3.1749179031846456e-08,1.104120985116554e-08,0.0,1.104120985116554e-08
1707,3.1749179031846456e-08,1.104120985116554e-08,0.0,1.104120985116554e-08
1708,2.208241970233108e-08,1.104120985116554e-08,0.0,1.104120985116554e-08
1709,2.208241970233108e-08,1.104120985116554e-08,0.0,1.104120985116554e-08
1710,0.0,0.0,0.0,0.0
1711,9.692328717392229e-09,0.0,0.0,0.0
1712,9.692328717392229e-09,0.0,0.0,0.0
1713,9.692328717392229e-09,0.0,0.0,0.0
1714,4.7978770924471196e-08,0.0,0.0,0.0
1715,4.7978770924471196e-08,0.0,0.0,0.0
1716,4.7978770924471196e-08,0.0,0.0,0.0
1717,4.7978770924471196e-08,0.0,0.0,0.0
1718,3.828644220707897e-08,0.0,0.0,0.0
1719,3.828644220707897e-08,0.0,0.0,0.0
1720,3.828644220707897e-08,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,6.3874980225721495e-09,0.0,0.0,0.0
1727,6.3874980225721495e-09,0.0,0.0,0.0
1728,6.3874980225721495e-09,0.0,0.0,0.0
1729,1.2759474746612146e-08,0.0,0.0,0.0
1730,1.2759474746612146e-08,0.0,0.0,0.0
1731,1.2759474746612146e-08,0.0,0.0,0.0
1732,1.9017998604502802e-08,0.0,0.0,0.0
1733,1.965527017335132e-08,0.0,0.0,0.0
1734,1.965527017335132e-08,5.161731613562941e-09,0.0,5.161731613562941e-09
1735,1.965527017335132e-08,1.1628657655852034e-08,0.0,1.1628657655852034e-08
1736,1.3283293449311323e-08,1.1628657655852034e-08,0.0,1.1628657655852034e-08
1737,1.3283293449311323e-08,1.1628657655852034e-08,0.0,1.1628657655852034e-08
1738,1.3283293449311323e-08,1.1628657655852034e-08,0.0,1.1628657655852034e-08
1739,1.0255686078153303e-08,1.1628657655852034e-08,0.0,1.1628657655852034e-08
1740,3.2309164867326346e-09,1.1628657655852034e-08,0.0,1.1628657655852034e-08
1741,9.172267263173645e-09,6.466926042289092e-09,0.0,6.466926042289092e-09
1742,9.172267263173645e-09,0.0,0.0,0.0
1743,9.172267263173645e-09,0.0,0.0,0.0
1744,1.363632762263478e-08,0.0,0.0,0.0
1745,1.994790364636044e-08,6.311576023725658e-09,0.0,6.311576023725658e-09
1746,1.6716987159627805e-08,6.311576023725658e-09,0.0,6.311576023725658e-09
1747,2.087613891278904e-08,6.311576023725658e-09,0.0,6.311576023725658e-09
1748,1.4934788136348028e-08,6.311576023725658e-09,0.0,6.311576023725658e-09
1749,1.4934788136348028e-08,6.311576023725658e-09,0.0,6.311576023725658e-09
1750,1.8233519583077396e-08,6.311576023725658e-09,0.0,6.311576023725658e-09
1751,1.376945922361626e-08,6.311576023725658e-09,0.0,6.311576023725658e-09
1752,7.457883199890603e-09,0.0,0.0,0.0
1753,1.2487235626476182e-08,0.0,0.0,0.0
1754,1.251215258386245e-08,0.0,0.0,0.0
1755,1.251215258386245e-08,0.0,0.0,0.0
1756,1.251215258386245e-08,0.0,0.0,0.0
1757,9.213421137133082e-09,0.0,0.0,0.0
1758,9.213421137133082e-09,0.0,0.0,0.0
1759,9.213421137133082e-09,0.0,0.0,0.0
1760,4.184068710547503e-09,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,2.8386745652499356e-09,0.0,2.8386745652499356e-09
1764,0.0,2.8386745652499356e-09,0.0,2.8386745652499356e-09
1765,2.9474084125727782e-09,2.8386745652499356e-09,0.0,2.8386745652499356e-09
1766,2.9474084125727782e-09,2.8386745652499356e-09,0.0,2.8386745652499356e-09
1767,5.891910705356298e-09,2.8386745652499356e-09,0.0,2.8386745652499356e-09
1768,5.891910705356298e-09,2.8386745652499356e-09,0.0,2.8386745652499356e-09
1769,5.891910705356298e-09,2.8386745652499356e-09,0.0,2.8386745652499356e-09
1770,5.891910705356298e-09,2.8829215839972935e-09,0.0,2.8829215839972935e-09
1771,5.891910705356298e-09,2.8829215839972935e-09,0.0,2.8829215839972935e-09
1772,5.5805841217956444e-09,5.5190034130094185e-09,0.0,5.5190034130094185e-09
1773,5.5805841217956444e-09,5.5190034130094185e-09,0.0,5.5190034130094185e-09
1774,2.6360818290121254e-09,5.5190034130094185e-09,0.0,5.5190034130094185e-09
1775,2.6360818290121254e-09,5.5190034130094185e-09,0.0,5.5190034130094185e-09
1776,2.6360818290121254e-09,5.5190034130094185e-09,0.0,5.5190034130094185e-09
1777,5.554132138334873e-09,2.6360818290121254e-09,8.754150420437717e-09,2.6360818290121254e-09
1778,5.554132138334873e-09,2.6360818290121254e-09,8.754150420437717e-09,2.6360818290121254e-09
1779,2.9180503093227473e-09,0.0,8.754150420437717e-09,0.0
1780,5.267190620169718e-09,2.349140310846971e-09,8.754150420437717e-09,2.349140310846971e-09
1781,7.179707495197363e-09,2.349140310846971e-09,8.754150420437717e-09,2.349140310846971e-09
1782,7.179707495197363e-09,2.349140310846971e-09,8.754150420437717e-09,2.349140310846971e-09
1783,7.179707495197363e-09,2.349140310846971e-09,8.754150420437717e-09,2.349140310846971e-09
1784,4.261657185874615e-09,2.349140310846971e-09,0.0,2.349140310846971e-09
1785,4.261657185874615e-09,3.9672627088244945e-09,0.0,3.9672627088244945e-09
1786,4.261657185874615e-09,3.9672627088244945e-09,0.0,3.9672627088244945e-09
1787,4.49080011272989e-09,1.6181223979775235e-09,0.0,1.6181223979775235e-09
1788,2.5782832377022456e-09,1.6181223979775235e-09,0.0,1.6181223979775235e-09
1789,4.905052871809598e-09,1.6181223979775235e-09,0.0,1.6181223979775235e-09
1790,6.009901275051886e-09,3.8278192044621e-09,0.0,3.8278192044621e-09
1791,7.095867512621876e-09,3.8278192044621e-09,0.0,3.8278192044621e-09
1792,7.095867512621876e-09,4.386220910289142e-09,0.0,4.386220910289142e-09
1793,7.095867512621876e-09,4.386220910289142e-09,0.0,4.386220910289142e-09
1794,4.51758427491963e-09,5.384206477491002e-09,0.0,5.384206477491002e-09
1795,5.430856399511543e-09,6.297478602082915e-09,0.0,6.297478602082915e-09
1796,4.05224837812008e-09,7.245640214798803e-09,0.0,7.245640214798803e-09
1797,2.947399974877791e-09,5.035943408314227e-09,0.0,5.035943408314227e-09
1798,5.333373932968146e-09,5.614600086443846e-09,0.0,5.614600086443846e-09
1799,6.5349131185753e-09,3.4380759826392803e-09,0.0,3.4380759826392803e-09
1800,6.946577027885528e-09,3.4380759826392803e-09,0.0,3.4380759826392803e-09
1801,6.946577027885528e-09,2.4400904154374204e-09,0.0,2.4400904154374204e-09
1802,6.90155849929803e-09,2.3950718868499213e-09,0.0,2.3950718868499213e-09
1803,6.304396845838564e-09,2.1489101926468787e-09,0.0,2.1489101926468787e-09
1804,6.914551946885743e-09,3.064142844217648e-09,0.0,3.064142844217648e-09
1805,3.7022892529492424e-09,3.004841169535715e-09,0.0,3.004841169535715e-09
1806,3.0178502712680758e-09,3.5219413734617025e-09,0.0,3.5219413734617025e-09
1807,3.443071272535292e-09,3.731162601106064e-09,0.0,3.731162601106064e-09
1808,4.384524029557976e-09,3.731162601106064e-09,0.0,3.731162601106064e-09
1809,4.059044893851243e-09,3.0438338199141005e-09,1.809248148124506e-10,3.0438338199141005e-09
1810,3.9259825866468285e-09,2.559771553453264e-09,1.809248148124506e-10,2.559771553453264e-09
1811,4.01897930808153e-09,1.6445389018824942e-09,1.809248148124506e-10,1.6445389018824942e-09
1812,4.236718325374105e-09,1.3638921579430173e-09,1.809248148124506e-10,1.3638921579430173e-09
1813,4.495535737320771e-09,1.040771357985193e-09,1.809248148124506e-10,1.040771357985193e-09
1814,3.867608963251509e-09,1.0405082668490146e-09,1.809248148124506e-10,1.0405082668490146e-09
1815,3.312437625778232e-09,1.2336489766237184e-09,3.7406552458715426e-10,1.2336489766237184e-09
1816,2.7696631654805515e-09,1.4330695994958985e-09,1.9314070977470366e-10,1.4330695994958985e-09
1817,3.4084633686910185e-09,1.3864795184963847e-09,1.9314070977470366e-10,1.3864795184963847e-09
1818,3.4214510113983465e-09,1.565514384793687e-09,1.9314070977470366e-10,1.565514384793687e-09
1819,3.6955216823183636e-09,1.3268061252854783e-09,3.434381509340564e-10,1.3268061252854783e-09
1820,3.656588761938703e-09,1.1328267213173149e-09,3.434381509340564e-10,1.1328267213173149e-09
1821,3.576184879973608e-09,9.238685848091319e-10,3.434381509340564e-10,9.238685848091319e-10
1822,4.063285779271857e-09,8.5549677659407e-10,1.5029744115935273e-10,8.5549677659407e-10
1823,4.9060624213963826e-09,4.751513389094392e-10,2.9076020955999734e-10,4.751513389094392e-10
1824,4.45168461617383e-09,4.3792378453691837e-10,2.9076020955999734e-10,4.3792378453691837e-10
1825,4.242012368355879e-09,5.121225269252453e-10,4.1737701390281197e-10,5.121225269252453e-10
1826,3.846019923172049e-09,7.491190128534291e-10,3.8557781570755113e-10,7.491190128534291e-10
1827,3.5273176522489435e-09,8.536896189959009e-10,3.8557781570755113e-10,8.536896189959009e-10
1828,4.060739268650439e-09,9.6401892817661e-10,3.8557781570755113e-10,9.6401892817661e-10
1829,3.538728326241929e-09,1.3311699916965632e-09,5.261263726273415e-10,1.3311699916965632e-09
1830,3.0771698522613633e-09,1.426474533732553e-09,4.809681462626867e-10,1.426474533732553e-09
1831,3.2321777952505825e-09,1.292354517052579e-09,5.738628064807675e-10,1.292354517052579e-09
1832,3.151457888301528e-09,1.2094198261916996e-09,4.472460021379529e-10,1.2094198261916996e-09
1833,3.2083544709848866e-09,1.4672929141542772e-09,3.2874775917386094e-10,1.4672929141542772e-09
1834,3.4545535955641883e-09,1.7780232762300484e-09,3.2874775917386094e-10,1.7780232762300484e-09
1835,3.5466283243579255e-09,1.9190441775356656e-09,3.2874775917386094e-10,1.9190441775356656e-09
1836,3.7206852202384e-09,1.5772465714444399e-09,2.632603817482553e-10,1.5772465714444399e-09
1837,3.6492326938031283e-09,1.7142662527598012e-09,1.679558397122654e-10,1.7142662527598012e-09
1838,3.702470679251795e-09,1.7905920000695274e-09,7.506117949418467e-11,1.7905920000695274e-09
1839,3.504067670943657e-09,1.6202930822447774e-09,7.506117949418467e-11,1.6202930822447774e-09
1840,3.4696061579353454e-09,1.4277673725844003e-09,7.506117949418467e-11,1.4277673725844003e-09
1841,2.9450798308009294e-09,1.15242162638093e-09,7.506117949418467e-11,1.15242162638093e-09
1842,2.555921855115376e-09,1.0835177279209874e-09,7.506117949418467e-11,1.0835177279209874e-09
1843,2.358366232460948e-09,9.33395368932618e-10,0.0,9.33395368932618e-10
1844,2.6496462801617326e-09,9.014197087177576e-10,0.0,9.014197087177576e-10
1845,2.3727341361531475e-09,8.918327267158434e-10,0.0,8.918327267158434e-10
1846,2.406271832582669e-09,1.0222737259876373e-09,0.0,1.0222737259876373e-09
1847,2.7556076309664945e-09,1.1441681253237285e-09,6.060546509090159e-11,1.1441681253237285e-09
1848,3.4359675263725566e-09,1.2229636034025555e-09,1.1529314011430155e-10,1.2229636034025555e-09
1849,3.82342838342201e-09,1.2017359012667888e-09,2.227722133747128e-10,1.2017359012667888e-09
1850,4.302544178079261e-09,1.9137845435374904e-09,2.227722133747128e-10,1.9137845435374904e-09
1851,4.305070220946204e-09,1.8527217696525815e-09,2.227722133747128e-10,1.8527217696525815e-09
1852,4.3758689529026034e-09,1.937667716754378e-09,3.2389535498111854e-10,1.937667716754378e-09
1853,4.742358379011031e-09,2.0967827791500734e-09,3.7215469594897854e-10,2.0967827791500734e-09
1854,4.772620647892316e-09,2.0260575439579043e-09,3.1154923085807695e-10,2.0260575439579043e-09
1855,4.792333514152298e-09,1.9123103418244067e-09,2.5686155583467697e-10,1.9123103418244067e-09
1856,4.835160906578397e-09,2.049284567437074e-09,1.4938248257426575e-10,2.049284567437074e-09
1857,4.702051636940041e-09,1.7223097392715658e-09,1.4938248257426575e-10,1.7223097392715658e-09
1858,5.020136116330929e-09,1.755834493672686e-09,2.0698599580347222e-10,1.755834493672686e-09
1859,5.285866791889962e-09,1.726008558300407e-09,2.2772163123439626e-10,1.726008558300407e-09
1860,5.573423500493391e-09,2.0464045854698807e-09,2.4045749915023254e-10,2.0464045854698807e-09
1861,5.663195817058002e-09,2.0882983120529275e-09,2.969441795627351e-10,2.0882983120529275e-09
1862,5.49178708857718e-09,2.3733226970991593e-09,2.969441795627351e-10,2.3733226970991593e-09
1863,5.412674435640546e-09,2.600246541893471e-09,3.4468206067117535e-10,2.600246541893471e-09
1864,5.162651354037198e-09,2.5919336994156036e-09,3.917771821245911e-10,2.5919336994156036e-09
1865,4.594807550312956e-09,2.7287090047829157e-09,3.341736688953846e-10,2.7287090047829157e-09
1866,5.207533293472011e-09,3.049246442645069e-09,2.565545117619702e-10,3.049246442645069e-09
1867,4.984004478966345e-09,2.7849940131829953e-09,1.9555930287827395e-10,2.7849940131829953e-09
1868,4.853691448758468e-09,2.972139360021434e-09,2.7350772044013437e-10,2.972139360021434e-09
1869,5.016375790946524e-09,2.70086913151906e-09,3.922653749440944e-10,2.70086913151906e-09
1870,4.764908626394718e-09,2.5981170706909242e-09,3.867639541965673e-10,2.5981170706909242e-09
1871,4.909117430023408e-09,2.5865406483305264e-09,4.20820957445857e-10,2.5865406483305264e-09
1872,5.29243582292338e-09,2.6045684815250478e-09,4.20820957445857e-10,2.6045684815250478e-09
1873,4.594618146264955e-09,2.6302773134137934e-09,5.326163478512415e-10,2.6302773134137934e-09
1874,4.77751457442618e-09,2.5627626528848933e-09,6.518384879480469e-10,2.5627626528848933e-09
1875,4.8628279815586345e-09,2.3412458162651107e-09,5.174033899736839e-10,2.3412458162651107e-09
1876,4.606504130525277e-09,2.4141480877862674e-09,3.9864573546972386e-10,2.4141480877862674e-09
1877,5.435114961268742e-09,2.3063485089989756e-09,3.5640927510881074e-10,2.3063485089989756e-09
1878,5.7378987275821405e-09,2.4491590025884793e-09,2.752571504061052e-10,2.4491590025884793e-09
1879,5.629216584931587e-09,2.4357696494701843e-09,2.752571504061052e-10,2.4357696494701843e-09
1880,5.997799082787683e-09,2.2965314412053725e-09,1.5210882355263878e-10,2.2965314412053725e-09
1881,5.849512049341651e-09,2.3971336027273082e-09,3.801082365528785e-10,2.3971336027273082e-09
1882,6.181546766522875e-09,2.1981462364603235e-09,3.801082365528785e-10,2.1981462364603235e-09
1883,6.602368493194685e-09,2.2313447121748352e-09,4.764761184811966e-10,2.2313447121748352e-09
1884,5.8888638727288316e-09,2.191377825232012e-09,4.764761184811966e-10,2.191377825232012e-09
1885,5.830666996839032e-09,1.857522453312705e-09,5.054993963098703e-10,1.857522453312705e-09
1886,6.002288190286111e-09,1.8467728933403903e-09,6.158538599722516e-10,1.8467728933403903e-09
1887,5.7946915202730256e-09,1.960049551235394e-09,6.382351135687208e-10,1.960049551235394e-09
1888,5.959776608729531e-09,2.0673135584356064e-09,3.4501924531645956e-10,2.0673135584356064e-09
1889,5.4012010102561754e-09,2.481025353416401e-09,3.973610349491555e-10,2.481025353416401e-09
1890,5.1642702178103914e-09,2.5597152492855865e-09,4.780629880058689e-10,2.5597152492855865e-09
1891,5.583159966095406e-09,2.6947979244898843e-09,5.548781454153432e-10,2.6947979244898843e-09
1892,5.512070419147871e-09,2.8577319875568362e-09,6.382127762779735e-10,2.8577319875568362e-09
1893,5.4269124432388645e-09,3.084675721203618e-09,7.123517014357666e-10,3.084675721203618e-09
1894,5.255181432874321e-09,2.9739088017574235e-09,7.233590829499751e-10,2.9739088017574235e-09
1895,4.872196614412263e-09,2.9112817870721332e-09,6.905246057493336e-10,2.9112817870721332e-09
1896,5.013512652648647e-09,2.5487067694435997e-09,6.963240936233969e-10,2.5487067694435997e-09
1897,7.579881230615878e-09,2.5238097960717757e-09,5.378310138518369e-10,2.5238097960717757e-09
1898,7.483192605255745e-09,2.7454648395977952e-09,4.97092192805074e-10,2.7454648395977952e-09
1899,7.579470067448873e-09,2.699813610768891e-09,4.393760038341148e-10,2.699813610768891e-09
1900,7.731947209472473e-09,2.53080721458941e-09,2.9102382408703013e-10,2.53080721458941e-09
1901,7.757345115473008e-09,2.4736176281895237e-09,3.6184200080668916e-10,2.4736176281895237e-09
1902,7.903531162867239e-09,2.4462141518759903e-09,3.406707931625468e-10,2.4462141518759903e-09
1903,7.983412661108754e-09,2.440238360585616e-09,3.3034694820902443e-10,2.440238360585616e-09
1904,5.1813468119174135e-09,2.351831919687543e-09,3.434776728911919e-10,2.351831919687543e-09
1905,4.904559774183375e-09,2.010186445871349e-09,3.6838878574625104e-10,2.010186445871349e-09
1906,4.547684641563267e-09,2.0135486769997814e-09,4.068369827533605e-10,2.0135486769997814e-09
1907,4.3688537866769045e-09,1.8572390133745183e-09,3.999961215425277e-10,1.8572390133745183e-09
1908,4.523914703164727e-09,1.775194388312481e-09,3.0407598859495874e-10,1.775194388312481e-09
1909,4.379517003018561e-09,1.6547939050783255e-09,4.5566709334326257e-10,1.6547939050783255e-09
1910,4.243706465599319e-09,1.599097806551494e-09,4.216235505568758e-10,1.599097806551494e-09
1911,4.181804807197003e-09,1.562610168243899e-09,4.3184986836530825e-10,1.562610168243899e-09
1912,4.378287573761749e-09,1.5756160186088307e-09,5.294176040020788e-10,1.5756160186088307e-09
1913,4.79809192377445e-09,1.4810021463164601e-09,4.792214432820202e-10,1.4810021463164601e-09
1914,5.0157560961748365e-09,1.4951470537839994e-09,4.791540745523776e-10,1.4951470537839994e-09
1915,5.073785994521732e-09,1.5102080855708015e-09,8.364487644185736e-10,1.5102080855708015e-09
1916,5.120807555769602e-09,1.5807807443987291e-09,7.450651098068433e-10,1.5807807443987291e-09
1917,5.241741992837287e-09,1.6527197071220761e-09,9.547429692074211e-10,1.6527197071220761e-09
1918,5.614524083747645e-09,1.6140043745949129e-09,9.55949888692409e-10,1.6140043745949129e-09
1919,5.574236056864785e-09,1.4107483514713692e-09,8.826291820434357e-10,1.4107483514713692e-09
1920,5.3463151366323865e-09,1.349787416758476e-09,8.397354260360399e-10,1.349787416758476e-09
1921,5.28344104974313e-09,1.2429864994421636e-09,8.105024469034256e-10,1.2429864994421636e-09
1922,5.629828349538814e-09,1.2048421704768941e-09,4.1203439469862854e-10,1.2048421704768941e-09
1923,5.907726561917213e-09,9.814165432712026e-10,4.254872763644256e-10,9.814165432712026e-10
1924,5.687340630190972e-09,9.53337036297646e-10,2.508785877454654e-10,9.53337036297646e-10
1925,5.543442022875362e-09,1.0223365249600086e-09,2.307430457022213e-10,1.0223365249600086e-09
1926,5.335200027799049e-09,1.220894813818469e-09,1.9135449375833653e-10,1.220894813818469e-09
1927,5.026166086504905e-09,1.1726383990812955e-09,3.2778475766992443e-10,1.1726383990812955e-09
1928,4.935530904605554e-09,1.4935722182838974e-09,3.9621321897990013e-10,1.4935722182838974e-09
1929,4.332556281992441e-09,1.6785142958093096e-09,4.214990162454413e-10,1.6785142958093096e-09
1930,4.232878809367386e-09,1.7735662145262105e-09,4.0229347036164446e-10,1.7735662145262105e-09
1931,5.612426333202945e-09,1.7880580508286163e-09,3.5345040981317663e-10,1.7880580508286163e-09
1932,5.72614146575136e-09,1.8168058644820105e-09,3.540884807584632e-10,1.8168058644820105e-09
1933,6.404093953550825e-09,1.6346431430669384e-09,3.7774403049972705e-10,1.6346431430669384e-09
