ngram,Graffiti,Grafiti,Grafiti,Grafiti
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,2.0770290884034433e-08,0.0,0.0,0.0
1691,2.0770290884034433e-08,0.0,0.0,0.0
1692,2.0770290884034433e-08,0.0,0.0,0.0
1693,2.0770290884034433e-08,0.0,0.0,0.0
1694,2.0770290884034433e-08,0.0,0.0,0.0
1695,2.0770290884034433e-08,0.0,0.0,0.0
1696,2.0770290884034433e-08,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,1.2025016157427411e-08,0.0,0.0,0.0
1710,1.2025016157427411e-08,0.0,0.0,0.0
1711,1.2025016157427411e-08,0.0,0.0,0.0
1712,1.2025016157427411e-08,0.0,0.0,0.0
1713,1.2025016157427411e-08,0.0,0.0,0.0
1714,1.2025016157427411e-08,0.0,0.0,0.0
1715,1.2025016157427411e-08,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,1.1741839500700735e-08,0.0,0.0,0.0
1725,1.1741839500700735e-08,0.0,0.0,0.0
1726,1.1741839500700735e-08,0.0,0.0,0.0
1727,1.1741839500700735e-08,0.0,0.0,0.0
1728,1.1741839500700735e-08,0.0,0.0,0.0
1729,1.1741839500700735e-08,0.0,0.0,0.0
1730,1.1741839500700735e-08,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,2.6360818290121254e-09,0.0,0.0,0.0
1773,2.6360818290121254e-09,0.0,0.0,0.0
1774,2.6360818290121254e-09,0.0,0.0,0.0
1775,2.6360818290121254e-09,0.0,0.0,0.0
1776,2.6360818290121254e-09,0.0,0.0,0.0
1777,2.6360818290121254e-09,0.0,0.0,0.0
1778,2.6360818290121254e-09,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,1.3400983180287896e-09,0.0,0.0,0.0
1787,1.3400983180287896e-09,0.0,0.0,0.0
1788,2.6466503909107685e-09,0.0,0.0,0.0
1789,2.6466503909107685e-09,0.0,0.0,0.0
1790,2.6466503909107685e-09,0.0,0.0,0.0
1791,2.6466503909107685e-09,0.0,0.0,0.0
1792,2.6466503909107685e-09,0.0,0.0,0.0
1793,1.3065520728819786e-09,0.0,0.0,0.0
1794,1.3065520728819786e-09,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,3.5099995925642295e-10,0.0,0.0,0.0
1804,3.5099995925642295e-10,0.0,0.0,0.0
1805,3.5099995925642295e-10,0.0,0.0,0.0
1806,3.5099995925642295e-10,0.0,0.0,0.0
1807,3.5099995925642295e-10,0.0,0.0,0.0
1808,3.5099995925642295e-10,0.0,0.0,0.0
1809,3.5099995925642295e-10,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0
1811,2.343839408272938e-10,0.0,0.0,0.0
1812,2.343839408272938e-10,0.0,0.0,0.0
1813,4.283633447954571e-10,0.0,0.0,0.0
1814,4.283633447954571e-10,0.0,0.0,0.0
1815,4.283633447954571e-10,0.0,0.0,0.0
1816,4.283633447954571e-10,0.0,0.0,0.0
1817,4.283633447954571e-10,0.0,0.0,0.0
1818,1.9397940396816337e-10,0.0,0.0,0.0
1819,1.9397940396816337e-10,0.0,0.0,0.0
1820,0.0,0.0,0.0,0.0
1821,0.0,0.0,0.0,0.0
1822,0.0,0.0,0.0,0.0
1823,0.0,0.0,0.0,0.0
1824,0.0,0.0,0.0,0.0
1825,1.266168043428146e-10,0.0,0.0,0.0
1826,1.266168043428146e-10,0.0,0.0,0.0
1827,2.311874104852864e-10,0.0,0.0,0.0
1828,3.415167196659955e-10,0.0,0.0,0.0
1829,4.1179099812589064e-10,0.0,0.0,0.0
1830,4.1179099812589064e-10,0.0,0.0,0.0
1831,4.1179099812589064e-10,0.0,0.0,0.0
1832,3.7032365269545105e-10,0.0,0.0,0.0
1833,3.7032365269545105e-10,0.0,0.0,0.0
1834,2.6575304655297924e-10,0.0,0.0,0.0
1835,1.5542373737227015e-10,0.0,0.0,0.0
1836,1.6021063840655969e-10,0.0,0.0,0.0
1837,1.6021063840655969e-10,0.0,0.0,0.0
1838,1.6021063840655969e-10,0.0,0.0,0.0
1839,7.506117949418467e-11,0.0,0.0,0.0
1840,7.506117949418467e-11,0.0,0.0,0.0
1841,7.506117949418467e-11,0.0,0.0,0.0
1842,2.575074915205684e-10,0.0,0.0,0.0
1843,1.824463120263837e-10,0.0,0.0,0.0
1844,1.824463120263837e-10,0.0,0.0,0.0
1845,1.824463120263837e-10,0.0,0.0,0.0
1846,3.7810781489915664e-10,0.0,0.0,0.0
1847,3.7810781489915664e-10,0.0,0.0,0.0
1848,3.7810781489915664e-10,0.0,0.0,0.0
1849,1.9566150287277295e-10,0.0,0.0,0.0
1850,1.9566150287277295e-10,0.0,0.0,0.0
1851,1.9566150287277295e-10,0.0,0.0,0.0
1852,2.4622307367597584e-10,0.0,0.0,0.0
1853,3.883769655083873e-10,0.0,0.0,0.0
1854,1.4994178755754562e-09,5.05018606298892e-11,5.05018606298892e-11,5.05018606298892e-11
1855,1.6044213735355584e-09,5.05018606298892e-11,5.05018606298892e-11,5.05018606298892e-11
1856,8.462856463228467e-09,1.0020066522540918e-10,1.0020066522540918e-10,1.0020066522540918e-10
1857,1.1591581171112506e-08,1.0020066522540918e-10,1.0020066522540918e-10,1.0020066522540918e-10
1858,1.1764391714765208e-08,1.0020066522540918e-10,1.0020066522540918e-10,1.0020066522540918e-10
1859,1.3724499996798606e-08,1.0020066522540918e-10,1.0020066522540918e-10,1.0020066522540918e-10
1860,1.4301612735348864e-08,1.0020066522540918e-10,1.0020066522540918e-10,1.0020066522540918e-10
1861,1.33035451861068e-08,2.7564552624553025e-10,2.7564552624553025e-10,2.7564552624553025e-10
1862,1.4981526368680013e-08,2.7564552624553025e-10,2.7564552624553025e-10,2.7564552624553025e-10
1863,8.409518573567913e-09,2.2594672165001028e-10,2.2594672165001028e-10,2.2594672165001028e-10
1864,8.436166971342068e-09,2.2594672165001028e-10,2.2594672165001028e-10,2.2594672165001028e-10
1865,1.1403441445091898e-08,3.586263746286582e-10,3.586263746286582e-10,3.586263746286582e-10
1866,1.5409359708863845e-08,4.4710561443648903e-10,4.4710561443648903e-10,4.4710561443648903e-10
1867,1.6698266912053483e-08,4.4710561443648903e-10,4.4710561443648903e-10,4.4710561443648903e-10
1868,1.752633920532836e-08,2.2115889278647875e-10,2.2115889278647875e-10,2.2115889278647875e-10
1869,1.6297556923053743e-08,2.2115889278647875e-10,2.2115889278647875e-10,2.2115889278647875e-10
1870,1.7320459923451737e-08,3.901047342301313e-10,3.901047342301313e-10,3.901047342301313e-10
1871,1.5585248964405148e-08,3.901047342301313e-10,3.901047342301313e-10,3.901047342301313e-10
1872,1.5229880150664192e-08,2.5742508125148333e-10,2.5742508125148333e-10,2.5742508125148333e-10
1873,1.104670342501533e-08,1.6894584144365255e-10,1.6894584144365255e-10,1.6894584144365255e-10
1874,1.0909385204728648e-08,1.6894584144365255e-10,1.6894584144365255e-10,1.6894584144365255e-10
1875,1.1572940700992668e-08,2.0906087178878304e-10,2.0906087178878304e-10,2.0906087178878304e-10
1876,1.3663645326289497e-08,2.0906087178878304e-10,2.0906087178878304e-10,2.0906087178878304e-10
1877,1.4101898696391605e-08,7.506670285373218e-11,7.506670285373218e-11,7.506670285373218e-11
1878,1.598370426490549e-08,1.4763742212891325e-10,1.4763742212891325e-10,1.4763742212891325e-10
1879,1.4874851065168774e-08,2.872926777427612e-10,2.872926777427612e-10,2.872926777427612e-10
1880,1.6067014639377575e-08,2.872926777427612e-10,2.872926777427612e-10,2.872926777427612e-10
1881,1.5989130019988806e-08,2.872926777427612e-10,2.872926777427612e-10,2.872926777427612e-10
1882,1.6069826992902237e-08,2.4717764739763075e-10,2.4717764739763075e-10,2.4717764739763075e-10
1883,1.4709825104018494e-08,2.4717764739763075e-10,2.4717764739763075e-10,2.4717764739763075e-10
1884,1.4060634053894968e-08,2.73247789474494e-10,2.73247789474494e-10,2.73247789474494e-10
1885,1.2558109599832993e-08,2.8774690566787543e-10,2.8774690566787543e-10,2.8774690566787543e-10
1886,1.2454797701114525e-08,1.756802659696228e-10,1.756802659696228e-10,1.756802659696228e-10
1887,1.0976724925829525e-08,2.0331423449577406e-10,2.0331423449577406e-10,2.0331423449577406e-10
1888,1.0932297099332442e-08,2.0331423449577406e-10,2.0331423449577406e-10,2.0331423449577406e-10
1889,1.0712569117491252e-08,2.818269229099002e-10,2.818269229099002e-10,2.818269229099002e-10
1890,1.1097179556226625e-08,4.841924440755565e-10,4.841924440755565e-10,4.841924440755565e-10
1891,1.2047191054266802e-08,4.231706294900915e-10,4.231706294900915e-10,4.231706294900915e-10
1892,1.2023002783832583e-08,3.58572376156298e-10,3.58572376156298e-10,3.58572376156298e-10
1893,1.1534350363717749e-08,3.540454338432245e-10,3.540454338432245e-10,3.540454338432245e-10
1894,1.341107288713569e-08,3.485032381725769e-10,3.485032381725769e-10,3.485032381725769e-10
1895,1.2610113461367486e-08,3.485032381725769e-10,3.485032381725769e-10,3.485032381725769e-10
1896,1.3160107670273646e-08,2.8937097559403723e-10,2.8937097559403723e-10,2.8937097559403723e-10
1897,1.407276098827229e-08,8.700545442838096e-11,8.700545442838096e-11,8.700545442838096e-11
1898,1.3341143174321651e-08,8.700545442838096e-11,8.700545442838096e-11,8.700545442838096e-11
1899,1.32415675884496e-08,8.274777886706021e-11,8.274777886706021e-11,8.274777886706021e-11
1900,1.4217717796733659e-08,7.775670980108324e-11,7.775670980108324e-11,7.775670980108324e-11
1901,1.2352931629980698e-08,5.5664936945579566e-11,5.5664936945579566e-11,5.5664936945579566e-11
1902,1.3448063995724624e-08,5.5664936945579566e-11,5.5664936945579566e-11,5.5664936945579566e-11
1903,1.372773640793769e-08,3.6284511109993136e-11,3.6284511109993136e-11,3.6284511109993136e-11
1904,1.2382159171003032e-08,5.213825105781262e-11,5.213825105781262e-11,5.213825105781262e-11
1905,1.2590059153946446e-08,5.213825105781262e-11,5.213825105781262e-11,5.213825105781262e-11
1906,1.2341758472343502e-08,3.3924344484364304e-11,3.3924344484364304e-11,3.3924344484364304e-11
1907,1.1922529122695583e-08,3.050391387894789e-11,3.050391387894789e-11,3.050391387894789e-11
1908,1.1612015856802112e-08,7.167727621754899e-11,7.167727621754899e-11,7.167727621754899e-11
1909,1.0834425166552007e-08,8.545828528954452e-11,8.545828528954452e-11,8.545828528954452e-11
1910,9.517134572486644e-09,8.545828528954452e-11,8.545828528954452e-11,8.545828528954452e-11
1911,9.370821642461026e-09,9.756040915607857e-11,9.756040915607857e-11,9.756040915607857e-11
1912,9.359616637283352e-09,9.756040915607857e-11,9.756040915607857e-11,9.756040915607857e-11
1913,8.632835969889032e-09,1.1185832815563401e-10,1.1185832815563401e-10,1.1185832815563401e-10
1914,7.91285525991725e-09,9.720815422450561e-11,9.720815422450561e-11,9.720815422450561e-11
1915,7.1580303906415566e-09,3.429318059681005e-10,3.429318059681005e-10,3.429318059681005e-10
1916,6.314369820665482e-09,7.204992108885858e-10,7.204992108885858e-10,7.204992108885858e-10
1917,6.132470499663003e-09,9.299852267243201e-10,9.299852267243201e-10,9.299852267243201e-10
1918,6.66715872986247e-09,9.30789841036006e-10,9.30789841036006e-10,9.30789841036006e-10
1919,6.13387394844876e-09,9.30789841036006e-10,9.30789841036006e-10,9.30789841036006e-10
1920,6.8485767850441044e-09,1.3805250196975904e-09,1.3805250196975904e-09,1.3805250196975904e-09
1921,7.220871932135862e-09,1.6897527107698603e-09,1.6897527107698603e-09,1.6897527107698603e-09
1922,8.51396743582557e-09,1.451158288772498e-09,1.451158288772498e-09,1.451158288772498e-09
1923,1.0008437317005864e-08,1.0598098747800172e-09,1.0598098747800172e-09,1.0598098747800172e-09
1924,1.0995162240996187e-08,8.747453892185167e-10,8.747453892185167e-10,8.747453892185167e-10
1925,1.1762733517376286e-08,8.689900862382924e-10,8.689900862382924e-10,8.689900862382924e-10
1926,1.254760524054583e-08,8.919130493691339e-10,8.919130493691339e-10,8.919130493691339e-10
1927,1.3383403718592035e-08,4.5061833034828625e-10,4.5061833034828625e-10,4.5061833034828625e-10
1928,1.423436137214042e-08,1.4139063927601621e-10,1.4139063927601621e-10,1.4139063927601621e-10
1929,1.4267742923631691e-08,9.308804719118261e-11,9.308804719118261e-11,9.308804719118261e-11
1930,1.3762562898835183e-08,9.308804719118261e-11,9.308804719118261e-11,9.308804719118261e-11
1931,1.4078431880599446e-08,6.86665169169487e-11,6.86665169169487e-11,6.86665169169487e-11
1932,1.2678909985400618e-08,4.566134177113363e-11,4.566134177113363e-11,4.566134177113363e-11
1933,1.2581877127461536e-08,2.273837864029206e-11,2.273837864029206e-11,2.273837864029206e-11
1934,1.2555097279281263e-08,2.2467874782883257e-11,2.2467874782883257e-11,2.2467874782883257e-11
1935,1.234434865438061e-08,4.469020788354174e-11,4.469020788354174e-11,4.469020788354174e-11
1936,1.2303452986576043e-08,4.469020788354174e-11,4.469020788354174e-11,4.469020788354174e-11
1937,1.2268005912728443e-08,4.469020788354174e-11,4.469020788354174e-11,4.469020788354174e-11
1938,1.1996554226202858e-08,4.469020788354174e-11,4.469020788354174e-11,4.469020788354174e-11
1939,1.2920377783538178e-08,4.469020788354174e-11,4.469020788354174e-11,4.469020788354174e-11
1940,1.2774144916452964e-08,4.469020788354174e-11,4.469020788354174e-11,4.469020788354174e-11
1941,1.1294446774659913e-08,2.222233310065848e-11,2.222233310065848e-11,2.222233310065848e-11
1942,1.0008712969522549e-08,0.0,0.0,0.0
1943,9.752217319406294e-09,0.0,0.0,0.0
1944,9.31952749892519e-09,0.0,0.0,0.0
1945,9.819746539717146e-09,3.753884108321464e-11,3.753884108321464e-11,3.753884108321464e-11
1946,9.160562594193574e-09,3.753884108321464e-11,3.753884108321464e-11,3.753884108321464e-11
1947,9.277900733398577e-09,3.753884108321464e-11,3.753884108321464e-11,3.753884108321464e-11
1948,1.0020979347911764e-08,3.753884108321464e-11,3.753884108321464e-11,3.753884108321464e-11
1949,1.2264417798795485e-08,3.753884108321464e-11,3.753884108321464e-11,3.753884108321464e-11
1950,1.2974668450738136e-08,3.753884108321464e-11,3.753884108321464e-11,3.753884108321464e-11
1951,1.4004321004433353e-08,3.753884108321464e-11,3.753884108321464e-11,3.753884108321464e-11
1952,1.40608731007725e-08,1.5683949179073106e-11,1.5683949179073106e-11,1.5683949179073106e-11
1953,1.5235048904977637e-08,1.5683949179073106e-11,1.5683949179073106e-11,1.5683949179073106e-11
1954,1.6412003819458017e-08,5.923181687192018e-11,5.923181687192018e-11,5.923181687192018e-11
1955,1.775068295525476e-08,7.3726068900675e-11,7.3726068900675e-11,7.3726068900675e-11
1956,1.7930340640808547e-08,1.0066207986206673e-10,1.0066207986206673e-10,1.0066207986206673e-10
1957,1.8946553786187385e-08,1.1340580557961388e-10,1.1340580557961388e-10,1.1340580557961388e-10
1958,1.9468430423330574e-08,1.1340580557961388e-10,1.1340580557961388e-10,1.1340580557961388e-10
1959,1.9941836880223362e-08,1.0901579539884005e-10,1.0901579539884005e-10,1.0901579539884005e-10
1960,1.9542874493286685e-08,1.0901579539884005e-10,1.0901579539884005e-10,1.0901579539884005e-10
1961,1.976578266140093e-08,8.797906550109654e-11,8.797906550109654e-11,8.797906550109654e-11
1962,1.9540851222846608e-08,8.368656957889544e-11,8.368656957889544e-11,8.368656957889544e-11
1963,2.0075149669602458e-08,6.665441512224542e-11,6.665441512224542e-11,6.665441512224542e-11
1964,2.1520007363408566e-08,8.98839296643266e-11,8.98839296643266e-11,8.98839296643266e-11
1965,2.3713754008066904e-08,9.869901126550015e-11,9.869901126550015e-11,9.869901126550015e-11
1966,2.59651617032627e-08,8.740507226720088e-11,8.740507226720088e-11,8.740507226720088e-11
1967,3.0318150529800343e-08,8.740507226720088e-11,8.740507226720088e-11,8.740507226720088e-11
1968,3.550687388553797e-08,9.146355795757494e-11,9.146355795757494e-11,9.146355795757494e-11
1969,4.147835167397521e-08,9.921557325709429e-11,9.921557325709429e-11,9.921557325709429e-11
1970,5.281659148132738e-08,1.1562024353801398e-10,1.1562024353801398e-10,1.1562024353801398e-10
1971,6.767980106506652e-08,7.964700327838564e-11,7.964700327838564e-11,7.964700327838564e-11
1972,8.010018248683082e-08,1.0561370230747055e-10,1.0561370230747055e-10,1.0561370230747055e-10
1973,9.047609341093579e-08,3.4498251279467343e-10,3.4498251279467343e-10,3.4498251279467343e-10
1974,1.0222657666401704e-07,3.6127751881379465e-10,3.6127751881379465e-10,3.6127751881379465e-10
1975,1.1146671243165787e-07,3.8336489439310435e-10,3.8336489439310435e-10,3.8336489439310435e-10
1976,1.239170899225428e-07,4.136297108397231e-10,4.136297108397231e-10,4.136297108397231e-10
1977,1.264633949306569e-07,4.354796493648878e-10,4.354796493648878e-10,4.354796493648878e-10
1978,1.2546135508273437e-07,4.5995943462725665e-10,4.5995943462725665e-10,4.5995943462725665e-10
1979,1.2954952767683737e-07,5.552208682892332e-10,5.552208682892332e-10,5.552208682892332e-10
1980,1.438761338639389e-07,4.1773081719899604e-10,4.1773081719899604e-10,4.1773081719899604e-10
1981,1.5160480870690662e-07,6.074403737946607e-10,6.074403737946607e-10,6.074403737946607e-10
1982,1.5522264870274478e-07,7.144247633959568e-10,7.144247633959568e-10,7.144247633959568e-10
1983,1.5515583941448442e-07,9.400988935727638e-10,9.400988935727638e-10,9.400988935727638e-10
1984,1.601517567451083e-07,1.0830558533347912e-09,1.0830558533347912e-09,1.0830558533347912e-09
1985,1.6516469461943677e-07,1.4202798143918877e-09,1.4202798143918877e-09,1.4202798143918877e-09
1986,1.7177295928507063e-07,1.5596702500937048e-09,1.5596702500937048e-09,1.5596702500937048e-09
1987,1.759607520008493e-07,1.8122272730077986e-09,1.8122272730077986e-09,1.8122272730077986e-09
1988,1.7729458688466237e-07,1.9943816756803503e-09,1.9943816756803503e-09,1.9943816756803503e-09
