ngram,Firmware,Firmare,Firmare
1831,0.0,6.23758084865906e-10,6.23758084865906e-10
1832,0.0,1.04950539528811e-09,1.04950539528811e-09
1833,0.0,1.1784419392693986e-09,1.1784419392693986e-09
1834,0.0,9.69300726984455e-10,9.69300726984455e-10
1835,0.0,9.427548186558e-10,9.427548186558e-10
1836,0.0,1.0178159981499846e-09,1.0178159981499846e-09
1837,0.0,1.1726988190043285e-09,1.1726988190043285e-09
1838,0.0,1.0632352458778931e-09,1.0632352458778931e-09
1839,0.0,6.374879354556892e-10,6.374879354556892e-10
1840,0.0,6.168110466830967e-10,6.168110466830967e-10
1841,0.0,6.168110466830967e-10,6.168110466830967e-10
1842,0.0,5.330276458310428e-10,5.330276458310428e-10
1843,0.0,5.891155262029355e-10,5.891155262029355e-10
1844,6.678285702221842e-11,4.342327053485917e-10,4.342327053485917e-10
1845,6.678285702221842e-11,3.579069580388656e-10,3.579069580388656e-10
1846,6.678285702221842e-11,3.579069580388656e-10,3.579069580388656e-10
1847,1.2738832211312e-10,1.3114905986607742e-10,1.3114905986607742e-10
1848,1.8207599713651997e-10,1.3114905986607742e-10,1.3114905986607742e-10
1849,1.8207599713651997e-10,1.8488859649628305e-10,1.8488859649628305e-10
1850,1.8207599713651997e-10,1.4867935454227725e-10,1.4867935454227725e-10
1851,1.1529314011430155e-10,1.9510794963777707e-10,1.9510794963777707e-10
1852,1.1529314011430155e-10,1.9510794963777707e-10,1.9510794963777707e-10
1853,1.1529314011430155e-10,2.9162663157349707e-10,2.9162663157349707e-10
1854,1.5569139628317837e-10,4.936340740930539e-10,4.936340740930539e-10
1855,1.5350547023982942e-10,5.986375720531559e-10,5.986375720531559e-10
1856,2.0320427483534941e-10,5.448980354229503e-10,5.448980354229503e-10
1857,2.0320427483534941e-10,5.943608978003262e-10,5.943608978003262e-10
1858,2.0320427483534941e-10,6.631393291632395e-10,6.631393291632395e-10
1859,2.0320427483534941e-10,6.631393291632395e-10,6.631393291632395e-10
1860,2.0320427483534941e-10,5.666206472275195e-10,5.666206472275195e-10
1861,1.5868723398807357e-10,4.210998851204652e-10,4.210998851204652e-10
1862,1.0618548500802255e-10,3.160963871603631e-10,3.160963871603631e-10
1863,5.648668041250257e-11,3.160963871603631e-10,3.160963871603631e-10
1864,1.9777204477274982e-10,1.7169370687091552e-10,1.7169370687091552e-10
1865,2.4199859576563247e-10,1.0071323140538522e-10,1.0071323140538522e-10
1866,4.6319670321537387e-10,2.776717110210468e-10,2.776717110210468e-10
1867,5.06409160637235e-10,3.2088416844290787e-10,3.2088416844290787e-10
1868,4.4992248022473243e-10,2.6439748803040533e-10,2.6439748803040533e-10
1869,4.895083663810798e-10,3.8315514253436534e-10,3.8315514253436534e-10
1870,4.895083663810798e-10,4.253916028952785e-10,4.253916028952785e-10
1871,3.8879906437218534e-10,6.282719186171245e-10,6.282719186171245e-10
1872,3.855242236561196e-10,7.478522087315095e-10,7.478522087315095e-10
1873,1.643261162063782e-10,8.43954985261876e-10,8.43954985261876e-10
1874,1.6085437347181297e-10,9.994461052415765e-10,9.994461052415765e-10
1875,2.0096940381694343e-10,9.994461052415765e-10,9.994461052415765e-10
1876,1.61383517660596e-10,9.190204351496232e-10,9.190204351496232e-10
1877,1.61383517660596e-10,9.117356472973118e-10,9.117356472973118e-10
1878,1.933781745844243e-10,7.088553315754658e-10,7.088553315754658e-10
1879,2.5716790205291117e-10,5.450484904681982e-10,5.450484904681982e-10
1880,2.5716790205291117e-10,2.719872343221701e-10,2.719872343221701e-10
1881,2.489927827412483e-10,7.328365692060856e-11,7.328365692060856e-11
1882,2.7369691037369495e-10,7.328365692060856e-11,7.328365692060856e-11
1883,2.7369691037369495e-10,6.707430047888811e-11,6.707430047888811e-11
1884,3.347187249591599e-10,3.212262797028639e-11,3.212262797028639e-11
1885,2.911712835126526e-10,3.212262797028639e-11,3.212262797028639e-11
1886,1.8642984576734888e-10,8.729985980147705e-11,8.729985980147705e-11
1887,2.1406381429350015e-10,1.1493382832762831e-10,1.1493382832762831e-10
1888,2.3650390376265106e-10,1.1493382832762831e-10,1.1493382832762831e-10
1889,1.9785564060142187e-10,1.1493382832762831e-10,1.1493382832762831e-10
1890,1.9785564060142187e-10,2.5988103534237336e-10,2.5988103534237336e-10
1891,1.3683382601595691e-10,2.5988103534237336e-10,2.5988103534237336e-10
1892,1.0781054818728312e-10,2.5988103534237336e-10,2.5988103534237336e-10
1893,2.0005724259737027e-10,2.277654771137045e-10,2.277654771137045e-10
1894,2.1660681978222637e-10,2.0013150858755324e-10,2.0013150858755324e-10
1895,1.8377234258158482e-10,2.0013150858755324e-10,2.0013150858755324e-10
1896,1.769818736008233e-10,2.1951193442313966e-10,2.1951193442313966e-10
1897,3.813261769839268e-10,4.244209943810822e-11,4.244209943810822e-11
1898,3.9936434516528255e-10,4.244209943810822e-11,4.244209943810822e-11
1899,4.1757825173873084e-10,6.065600601155654e-11,6.065600601155654e-11
1900,3.434021618651885e-10,3.759433240903474e-11,3.759433240903474e-11
1901,3.3349198997572367e-10,3.759433240903474e-11,3.759433240903474e-11
1902,3.123207823315813e-10,3.759433240903474e-11,3.759433240903474e-11
1903,3.2481864618651354e-10,3.415305141870764e-11,3.415305141870764e-11
1904,1.8388930259468798e-10,3.415305141870764e-11,3.415305141870764e-11
1905,1.9634485902221754e-10,3.415305141870764e-11,3.415305141870764e-11
1906,1.9364593857001163e-10,3.1454130966501737e-11,3.1454130966501737e-11
1907,1.902255079645952e-10,3.1454130966501737e-11,3.1454130966501737e-11
1908,1.8340104236878674e-10,4.5178585079368765e-11,4.5178585079368765e-11
1909,2.1096306051277784e-10,5.895959415136431e-11,5.895959415136431e-11
1910,1.9285866058910932e-10,4.302044930610498e-11,4.302044930610498e-11
1911,1.294437007978314e-10,4.302044930610498e-11,4.302044930610498e-11
1912,1.277781917972755e-10,4.302044930610498e-11,4.302044930610498e-11
1913,1.6945488167425486e-10,9.899505520882812e-11,9.899505520882812e-11
1914,1.6942119730943362e-10,9.899505520882812e-11,9.899505520882812e-11
1915,1.4197228908369956e-10,8.527060109596109e-11,8.527060109596109e-11
1916,1.1441027093970848e-10,2.0695635681379698e-10,2.0695635681379698e-10
1917,1.1460211549582259e-10,2.0695635681379698e-10,2.0695635681379698e-10
1918,1.2898235455884232e-10,2.5009707400285615e-10,2.5009707400285615e-10
1919,1.1435988564853109e-10,2.785085673988925e-10,2.785085673988925e-10
1920,8.03698645333663e-11,2.0701897537492694e-10,2.0701897537492694e-10
1921,6.575337496705913e-11,2.0701897537492694e-10,2.0701897537492694e-10
1922,6.575337496705913e-11,2.3117027141734374e-10,2.3117027141734374e-10
1923,6.575337496705913e-11,1.2025695122248285e-10,1.2025695122248285e-10
1924,1.2505223344933773e-10,2.1794307231941852e-10,2.1794307231941852e-10
1925,1.1067199438631801e-10,1.7480235513035935e-10,1.7480235513035935e-10
1926,9.646624768829985e-11,1.6931382486516456e-10,1.6931382486516456e-10
1927,7.326459280524285e-11,1.6931382486516456e-10,1.6931382486516456e-10
1928,7.326459280524285e-11,1.6931382486516456e-10,1.6931382486516456e-10
1929,7.326459280524285e-11,1.4516252882274776e-10,1.4516252882274776e-10
1930,7.326459280524285e-11,1.2060908422777723e-10,1.2060908422777723e-10
1931,2.6233009812034627e-11,2.292296313084157e-11,2.292296313084157e-11
1932,2.6233009812034627e-11,2.292296313084157e-11,2.292296313084157e-11
1933,2.6233009812034627e-11,2.316715866764899e-11,2.316715866764899e-11
1934,2.6233009812034627e-11,4.563503345053224e-11,4.563503345053224e-11
1935,2.6233009812034627e-11,4.563503345053224e-11,4.563503345053224e-11
1936,2.6233009812034627e-11,6.657246579396973e-11,6.657246579396973e-11
1937,2.6233009812034627e-11,8.90148827663901e-11,8.90148827663901e-11
1938,1.087612539712219e-10,8.90148827663901e-11,8.90148827663901e-11
1939,1.087612539712219e-10,8.90148827663901e-11,8.90148827663901e-11
1940,1.087612539712219e-10,6.584772409874112e-11,6.584772409874112e-11
1941,1.087612539712219e-10,4.337984931585786e-11,4.337984931585786e-11
1942,1.087612539712219e-10,1.181039888902597e-10,1.181039888902597e-10
1943,1.5166790442603225e-10,9.716655654682223e-11,9.716655654682223e-11
1944,1.5166790442603225e-10,7.472413957440186e-11,7.472413957440186e-11
1945,4.2906650454810347e-11,7.472413957440186e-11,7.472413957440186e-11
1946,7.600285876842503e-11,7.472413957440186e-11,7.472413957440186e-11
1947,7.600285876842503e-11,9.128111560270063e-11,9.128111560270063e-11
1948,1.2730285873071726e-10,1.0838111559013136e-10,1.0838111559013136e-10
1949,1.2730285873071726e-10,3.365697601572951e-11,3.365697601572951e-11
1950,8.439620827590692e-11,6.749692669862282e-11,6.749692669862282e-11
1951,8.439620827590692e-11,6.749692669862282e-11,6.749692669862282e-11
1952,1.0008015745498002e-10,8.318087587769592e-11,8.318087587769592e-11
1953,9.836242237382109e-11,8.318087587769592e-11,8.318087587769592e-11
1954,1.1287837827143678e-10,8.113985574701284e-11,8.113985574701284e-11
1955,9.05668823666542e-11,6.40398557595821e-11,6.40398557595821e-11
1956,1.1750289332804594e-10,9.097586672097385e-11,9.097586672097385e-11
1957,1.302466190455931e-10,6.987964175562768e-11,6.987964175562768e-11
1958,2.1355927740504147e-10,6.987964175562768e-11,6.987964175562768e-11
1959,2.3175714621213673e-10,6.548963157485384e-11,6.548963157485384e-11
1960,2.744936966217867e-10,6.548963157485384e-11,6.548963157485384e-11
1961,3.5002229190458524e-10,8.474038336116406e-11,8.474038336116406e-11
1962,5.14867149906514e-10,8.474038336116406e-11,8.474038336116406e-11
1963,4.97834995449864e-10,5.780437239977232e-11,5.780437239977232e-11
1964,7.458972655797044e-10,7.204057687694641e-11,7.204057687694641e-11
1965,9.711124771391182e-10,7.204057687694641e-11,7.204057687694641e-11
1966,1.8253308557108256e-09,6.074663787864714e-11,6.074663787864714e-11
1967,2.9717815757826902e-09,6.074663787864714e-11,6.074663787864714e-11
1968,4.6353322618756086e-09,4.469301317922003e-11,4.469301317922003e-11
1969,5.644401566180195e-09,4.469301317922003e-11,4.469301317922003e-11
1970,6.835920417026995e-09,4.469301317922003e-11,4.469301317922003e-11
1971,8.320540066465907e-09,1.7713082984498792e-11,1.7713082984498792e-11
1972,9.725014888622191e-09,1.7713082984498792e-11,1.7713082984498792e-11
1973,1.2807135161909043e-08,1.7713082984498792e-11,1.7713082984498792e-11
1974,1.6670611304091054e-08,1.7713082984498792e-11,1.7713082984498792e-11
1975,1.9085299055429265e-08,8.109500174554744e-12,8.109500174554744e-12
1976,2.5701844081587362e-08,8.109500174554744e-12,8.109500174554744e-12
1977,3.6572143535806845e-08,8.109500174554744e-12,8.109500174554744e-12
1978,4.9098432621162506e-08,1.6269428760556134e-11,1.6269428760556134e-11
1979,6.254359240033733e-08,1.6269428760556134e-11,1.6269428760556134e-11
1980,7.132388977838997e-08,1.6269428760556134e-11,1.6269428760556134e-11
1981,7.856197241957424e-08,3.152902591785356e-11,3.152902591785356e-11
1982,8.634843088170133e-08,2.3419525743298817e-11,2.3419525743298817e-11
1983,8.831509542720336e-08,6.04320537064432e-11,6.04320537064432e-11
1984,8.604906501627088e-08,6.04320537064432e-11,6.04320537064432e-11
1985,7.940929945350814e-08,5.950620006665654e-11,5.950620006665654e-11
1986,7.191272441023752e-08,6.641475514387477e-11,6.641475514387477e-11
1987,6.724066738326786e-08,6.641475514387477e-11,6.641475514387477e-11
1988,6.158655909059365e-08,5.1155157986577344e-11,5.1155157986577344e-11
1989,5.70355069839934e-08,5.1155157986577344e-11,5.1155157986577344e-11
1990,5.531823887849896e-08,2.0800092303303278e-11,2.0800092303303278e-11
1991,5.198327660390792e-08,4.707716607416883e-11,4.707716607416883e-11
1992,5.350038126802506e-08,4.6205437293738476e-11,4.6205437293738476e-11
1993,5.208691230710169e-08,7.794503832052918e-11,7.794503832052918e-11
1994,5.223491074600263e-08,7.794503832052918e-11,7.794503832052918e-11
1995,5.164105638349221e-08,9.071930111887688e-11,9.071930111887688e-11
1996,5.1446900073415236e-08,1.0332337961406677e-10,1.0332337961406677e-10
1997,5.096563577516073e-08,9.666591733419644e-11,9.666591733419644e-11
1998,5.1948251922340205e-08,7.03888435633309e-11,7.03888435633309e-11
1999,5.137877019072741e-08,8.029622998252859e-11,8.029622998252859e-11
2000,5.8132494627573447e-08,5.722536135431357e-11,5.722536135431357e-11
2001,6.08081047102717e-08,5.722536135431357e-11,5.722536135431357e-11
2002,6.544420725975084e-08,4.445109855596588e-11,4.445109855596588e-11
2003,7.092885009488522e-08,4.2163294681049226e-11,4.2163294681049226e-11
2004,7.051241216312779e-08,4.2163294681049226e-11,4.2163294681049226e-11
2005,7.743320702096363e-08,5.21004816670231e-11,5.21004816670231e-11
2006,8.387133222851975e-08,3.583074908204103e-11,3.583074908204103e-11
2007,8.228544144474523e-08,4.708926700950197e-11,4.708926700950197e-11
2008,8.531478457030062e-08,4.708926700950197e-11,4.708926700950197e-11
2009,8.843206751001681e-08,6.368398368174409e-11,6.368398368174409e-11
2010,8.747509129745725e-08,5.336770906147084e-11,5.336770906147084e-11
2011,9.30334026959047e-08,7.19372973888101e-11,7.19372973888101e-11
2012,9.283658438822126e-08,6.200011040283623e-11,6.200011040283623e-11
2013,9.032422708189967e-08,6.735113310317255e-11,6.735113310317255e-11
2014,9.138846682584959e-08,4.0515327699917696e-11,4.0515327699917696e-11
2015,8.75472413294379e-08,6.766868464379096e-11,6.766868464379096e-11
2016,8.592374151865962e-08,5.733245376465008e-11,5.733245376465008e-11
2017,8.655096550569397e-08,6.688786272542509e-11,6.688786272542509e-11
2018,8.603992398548144e-08,5.426801161223516e-11,5.426801161223516e-11
2019,8.273959117843788e-08,6.783501451529395e-11,6.783501451529395e-11
