ngram,Modem,Mdem,Modm,Mdem
1635,0.0,0.0,0.0,0.0
1636,0.0,0.0,0.0,0.0
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,9.823366196672265e-08,0.0,0.0,0.0
1646,9.823366196672265e-08,0.0,0.0,0.0
1647,9.823366196672265e-08,0.0,0.0,0.0
1648,1.8993213351287913e-07,0.0,0.0,0.0
1649,1.8993213351287913e-07,0.0,0.0,0.0
1650,1.8993213351287913e-07,0.0,0.0,0.0
1651,2.329322147228855e-07,0.0,0.0,0.0
1652,1.3469855275616283e-07,0.0,0.0,0.0
1653,1.3469855275616283e-07,0.0,0.0,0.0
1654,2.5914810716390744e-07,0.0,0.0,0.0
1655,1.6744963561775096e-07,0.0,0.0,0.0
1656,1.6744963561775096e-07,0.0,0.0,0.0
1657,1.9525406815189073e-07,0.0,0.0,0.0
1658,2.058696212868329e-07,0.0,0.0,0.0
1659,2.702039917526885e-07,0.0,0.0,0.0
1660,2.702039917526885e-07,0.0,0.0,0.0
1661,1.4575443734494392e-07,0.0,0.0,0.0
1662,2.2695415680118458e-07,0.0,0.0,0.0
1663,2.2695415680118458e-07,0.0,0.0,0.0
1664,3.9566463426256503e-07,0.0,0.0,0.0
1665,3.420489999176165e-07,0.0,0.0,0.0
1666,2.7771462945176087e-07,0.0,0.0,0.0
1667,3.1016694533393873e-07,0.0,0.0,0.0
1668,3.1016694533393873e-07,0.0,0.0,0.0
1669,3.1882950070537065e-07,0.0,0.0,0.0
1670,5.120753456822058e-07,0.0,0.0,0.0
1671,3.155604356866856e-07,0.0,0.0,0.0
1672,3.8936224403382115e-07,0.0,0.0,0.0
1673,5.378194702286367e-07,0.0,0.0,0.0
1674,5.053671543464588e-07,0.0,0.0,0.0
1675,5.053671543464588e-07,0.0,0.0,0.0
1676,4.1550487951878624e-07,0.0,0.0,0.0
1677,2.5584523249173277e-07,0.0,3.35861979497817e-08,0.0
1678,2.5584523249173277e-07,0.0,5.350476937694891e-08,0.0
1679,2.0511519340159013e-07,0.0,5.350476937694891e-08,0.0
1680,9.286182489631756e-08,0.0,5.350476937694891e-08,0.0
1681,1.1523767235693022e-07,0.0,5.350476937694891e-08,0.0
1682,1.1523767235693022e-07,0.0,5.350476937694891e-08,0.0
1683,2.476410421487734e-07,0.0,9.763922597422997e-08,0.0
1684,3.017195849354591e-07,0.0,6.405302802444826e-08,0.0
1685,3.219254166099615e-07,0.0,6.434028827178346e-08,0.0
1686,3.5411206056323863e-07,0.0,6.434028827178346e-08,0.0
1687,3.179082028736957e-07,0.0,1.0554037796087609e-07,0.0
1688,5.284902471203168e-07,0.0,1.0554037796087609e-07,0.0
1689,6.232037585667578e-07,0.0,1.0554037796087609e-07,0.0
1690,5.323409705429835e-07,0.0,6.140592136359504e-08,0.0
1691,4.936083359195566e-07,0.0,6.140592136359504e-08,0.0
1692,5.207385933252746e-07,0.0,8.853617876931302e-08,0.0
1693,4.968313740099412e-07,0.0,8.853617876931302e-08,0.0
1694,5.212169246046219e-07,0.0,4.7336089080220386e-08,0.0
1695,3.657930501991099e-07,0.0,4.7336089080220386e-08,0.0
1696,3.655552173345963e-07,0.0,4.7336089080220386e-08,0.0
1697,3.9748538784221766e-07,0.0,4.7336089080220386e-08,0.0
1698,4.3152344630925654e-07,0.0,4.7336089080220386e-08,0.0
1699,6.847867898126683e-07,0.0,0.0,0.0
1700,7.054270067133725e-07,0.0,0.0,0.0
1701,8.743766427089992e-07,0.0,9.666759329515377e-09,0.0
1702,1.072501309603727e-06,1.1985159785256525e-08,3.363707890002843e-08,1.1985159785256525e-08
1703,1.1767674063126573e-06,2.3026369636422065e-08,3.363707890002843e-08,2.3026369636422065e-08
1704,1.2245613853727782e-06,2.3026369636422065e-08,5.096061223801891e-08,2.3026369636422065e-08
1705,1.2514848809327565e-06,2.3026369636422065e-08,5.096061223801891e-08,2.3026369636422065e-08
1706,1.1391669626651231e-06,2.3026369636422065e-08,5.096061223801891e-08,2.3026369636422065e-08
1707,1.4517491341134052e-06,2.3026369636422065e-08,5.096061223801891e-08,2.3026369636422065e-08
1708,1.3741643556386407e-06,2.3026369636422065e-08,5.0939720251465456e-08,2.3026369636422065e-08
1709,1.158630750199206e-06,1.104120985116554e-08,2.6969400680952405e-08,1.104120985116554e-08
1710,1.1320392039643984e-06,0.0,2.6969400680952405e-08,0.0
1711,1.1270824172372938e-06,0.0,9.645867342961928e-09,0.0
1712,1.2018669021277413e-06,0.0,9.645867342961928e-09,0.0
1713,1.1542195790882812e-06,0.0,2.0463882525031555e-08,0.0
1714,9.523633691190168e-07,0.0,2.0463882525031555e-08,0.0
1715,1.0290929627184856e-06,0.0,1.0818015182069627e-08,0.0
1716,1.1372120931290347e-06,0.0,1.9672973345612784e-08,0.0
1717,1.064400131716476e-06,0.0,2.731437882224392e-08,0.0
1718,1.0487350193346044e-06,0.0,2.731437882224392e-08,0.0
1719,1.1076971061031924e-06,0.0,2.731437882224392e-08,0.0
1720,1.0395519406561756e-06,0.0,1.6496363640174294e-08,0.0
1721,9.90715323366333e-07,8.760058075755036e-09,1.6496363640174294e-08,8.760058075755036e-09
1722,8.446008418364467e-07,8.760058075755036e-09,1.6496363640174294e-08,8.760058075755036e-09
1723,7.689842748602262e-07,8.760058075755036e-09,7.641405476631137e-09,8.760058075755036e-09
1724,7.400970421908173e-07,8.760058075755036e-09,5.870919750350367e-09,8.760058075755036e-09
1725,6.688660221243481e-07,8.760058075755036e-09,5.870919750350367e-09,8.760058075755036e-09
1726,5.274257586864093e-07,8.760058075755036e-09,5.870919750350367e-09,8.760058075755036e-09
1727,5.096784596909336e-07,8.760058075755036e-09,1.271363560460616e-08,8.760058075755036e-09
1728,5.448275877435143e-07,0.0,1.271363560460616e-08,0.0
1729,6.832494006760368e-07,0.0,1.271363560460616e-08,0.0
1730,6.642709016497455e-07,0.0,1.271363560460616e-08,0.0
1731,6.774207414699569e-07,0.0,6.842715854255792e-09,0.0
1732,6.980771201727163e-07,0.0,6.842715854255792e-09,0.0
1733,6.310010007837263e-07,0.0,6.842715854255792e-09,0.0
1734,6.382000533124353e-07,0.0,0.0,0.0
1735,5.409055786133519e-07,0.0,0.0,0.0
1736,4.167538228167749e-07,0.0,0.0,0.0
1737,3.9847770543539287e-07,0.0,0.0,0.0
1738,3.7528680861344454e-07,0.0,5.491816271582398e-09,0.0
1739,3.6722053258537404e-07,0.0,5.491816271582398e-09,0.0
1740,5.117913661121878e-07,0.0,5.491816271582398e-09,0.0
1741,5.449121991724886e-07,0.0,1.1433167048023409e-08,0.0
1742,5.441957690826322e-07,0.0,1.1433167048023409e-08,0.0
1743,5.606113404610369e-07,0.0,1.1433167048023409e-08,0.0
1744,5.677351607248835e-07,0.0,1.1433167048023409e-08,0.0
1745,5.451946378798311e-07,0.0,5.9413507764410105e-09,0.0
1746,5.97774292795553e-07,0.0,5.9413507764410105e-09,0.0
1747,4.5551197607502605e-07,4.159151753161236e-09,5.9413507764410105e-09,4.159151753161236e-09
1748,3.8592848535959743e-07,4.159151753161236e-09,0.0,4.159151753161236e-09
1749,3.4482006786415044e-07,4.159151753161236e-09,0.0,4.159151753161236e-09
1750,3.1065242670332995e-07,4.159151753161236e-09,0.0,4.159151753161236e-09
1751,2.9455438266268175e-07,4.159151753161236e-09,0.0,4.159151753161236e-09
1752,3.190623699213445e-07,4.159151753161236e-09,0.0,4.159151753161236e-09
1753,2.898623807011193e-07,4.159151753161236e-09,0.0,4.159151753161236e-09
1754,3.277432491748706e-07,0.0,0.0,0.0
1755,3.176783585396541e-07,0.0,0.0,0.0
1756,3.624062685503304e-07,0.0,0.0,0.0
1757,3.682447332461639e-07,0.0,0.0,0.0
1758,3.964279642332258e-07,0.0,0.0,0.0
1759,4.801599037104356e-07,0.0,0.0,0.0
1760,4.57360195176599e-07,0.0,0.0,0.0
1761,4.042515005916617e-07,0.0,0.0,0.0
1762,4.2102925387358224e-07,0.0,0.0,0.0
1763,4.118095761538955e-07,0.0,0.0,0.0
1764,3.940050804983132e-07,0.0,2.810679688991513e-09,0.0
1765,3.488971316301104e-07,0.0,2.810679688991513e-09,0.0
1766,2.2999616687359647e-07,0.0,2.810679688991513e-09,0.0
1767,2.1391481449687229e-07,0.0,2.810679688991513e-09,0.0
1768,2.265790389596337e-07,0.0,2.810679688991513e-09,0.0
1769,2.1266561337337668e-07,0.0,2.810679688991513e-09,0.0
1770,2.0760772250533982e-07,0.0,2.810679688991513e-09,0.0
1771,2.0564932867728203e-07,0.0,0.0,0.0
1772,2.1044430655235503e-07,0.0,0.0,0.0
1773,1.9621184321749752e-07,0.0,0.0,0.0
1774,2.5255768321130745e-07,0.0,0.0,0.0
1775,2.43687121529287e-07,0.0,0.0,0.0
1776,2.471085187900306e-07,0.0,0.0,0.0
1777,2.621905719836702e-07,0.0,0.0,0.0
1778,2.610429256882136e-07,0.0,0.0,0.0
1779,2.498290346660984e-07,0.0,0.0,0.0
1780,2.744393258678558e-07,0.0,0.0,0.0
1781,2.202807191257047e-07,0.0,0.0,0.0
1782,2.1154758452926865e-07,0.0,0.0,0.0
1783,2.159438180017657e-07,0.0,0.0,0.0
1784,1.9711925095374942e-07,0.0,0.0,0.0
1785,2.372689534370563e-07,0.0,0.0,0.0
1786,2.2493456900260105e-07,1.3400983180287896e-09,0.0,1.3400983180287896e-09
1787,2.1055287342213497e-07,1.3400983180287896e-09,0.0,1.3400983180287896e-09
1788,2.1191581822677108e-07,1.3400983180287896e-09,0.0,1.3400983180287896e-09
1789,2.0512121372868413e-07,1.3400983180287896e-09,0.0,1.3400983180287896e-09
1790,1.9559875040288587e-07,1.3400983180287896e-09,0.0,1.3400983180287896e-09
1791,1.9047338233641703e-07,1.3400983180287896e-09,1.0859662375699892e-09,1.3400983180287896e-09
1792,1.5080705598588144e-07,1.3400983180287896e-09,1.0859662375699892e-09,1.3400983180287896e-09
1793,1.5487660119463597e-07,0.0,1.0859662375699892e-09,0.0
1794,1.6660154500414137e-07,0.0,2.083951804771849e-09,0.0
1795,1.5572956105610762e-07,0.0,2.083951804771849e-09,0.0
1796,1.6896313833772831e-07,0.0,2.083951804771849e-09,0.0
1797,1.8583890692980276e-07,0.0,2.083951804771849e-09,0.0
1798,1.8212140823996898e-07,0.0,9.979855672018596e-10,0.0
1799,1.7425276256842282e-07,0.0,9.979855672018596e-10,0.0
1800,1.763406507799508e-07,0.0,9.979855672018596e-10,0.0
1801,1.8830954421186368e-07,0.0,0.0,0.0
1802,1.9517843798309643e-07,0.0,4.341267980022069e-10,0.0
1803,1.9288539476747246e-07,0.0,4.341267980022069e-10,0.0
1804,1.8292787119987353e-07,0.0,4.341267980022069e-10,0.0
1805,1.7774429141224702e-07,0.0,4.341267980022069e-10,0.0
1806,1.7464098180296007e-07,0.0,4.341267980022069e-10,0.0
1807,1.7136214174635305e-07,0.0,4.341267980022069e-10,0.0
1808,1.454110787335594e-07,0.0,4.341267980022069e-10,0.0
1809,1.3401838166211227e-07,0.0,0.0,0.0
1810,1.3047827098132204e-07,0.0,0.0,0.0
1811,1.2714431920000736e-07,2.343839408272938e-10,0.0,2.343839408272938e-10
1812,1.1768133134637537e-07,2.343839408272938e-10,0.0,2.343839408272938e-10
1813,1.2053233129043811e-07,2.343839408272938e-10,0.0,2.343839408272938e-10
1814,1.2469439220857176e-07,2.343839408272938e-10,0.0,2.343839408272938e-10
1815,1.2383370164213504e-07,6.206653603767012e-10,3.862814195494073e-10,6.206653603767012e-10
1816,1.2838623523033936e-07,6.206653603767012e-10,5.764541383917227e-10,6.206653603767012e-10
1817,1.3073436174896154e-07,6.206653603767012e-10,5.764541383917227e-10,6.206653603767012e-10
1818,1.3510511921919844e-07,3.862814195494073e-10,5.764541383917227e-10,3.862814195494073e-10
1819,1.362544220942904e-07,3.862814195494073e-10,5.764541383917227e-10,3.862814195494073e-10
1820,1.349473726414934e-07,5.336783554759401e-10,5.764541383917227e-10,5.336783554759401e-10
1821,1.4289678266063026e-07,5.336783554759401e-10,5.764541383917227e-10,5.336783554759401e-10
1822,1.4090163956227896e-07,1.4739693592653273e-10,3.1494162040195713e-10,1.4739693592653273e-10
1823,1.3883065313231263e-07,1.4739693592653273e-10,1.2476890155964171e-10,1.4739693592653273e-10
1824,1.3577900201003752e-07,2.815169526065071e-10,1.2476890155964171e-10,2.815169526065071e-10
1825,1.274581760770031e-07,2.815169526065071e-10,2.513857059024563e-10,2.815169526065071e-10
1826,1.2775520324177186e-07,2.815169526065071e-10,2.513857059024563e-10,2.815169526065071e-10
1827,1.2164600958288118e-07,2.3869062282244613e-10,2.513857059024563e-10,2.3869062282244613e-10
1828,1.1358784795285309e-07,5.696785582947378e-10,2.513857059024563e-10,5.696785582947378e-10
1829,1.0364817423383751e-07,5.696785582947378e-10,1.266168043428146e-10,5.696785582947378e-10
1830,9.994965718565904e-08,5.696785582947378e-10,1.266168043428146e-10,5.696785582947378e-10
1831,9.420833789265868e-08,5.284532018328442e-10,2.1951146456089532e-10,5.284532018328442e-10
1832,9.205104792694588e-08,5.284532018328442e-10,1.780441191304557e-10,5.284532018328442e-10
1833,8.94351117608494e-08,6.93409726463098e-10,1.780441191304557e-10,6.93409726463098e-10
1834,8.880428582967528e-08,5.888391203206262e-10,1.780441191304557e-10,5.888391203206262e-10
1835,8.162452149105905e-08,2.5785118484833447e-10,1.780441191304557e-10,2.5785118484833447e-10
1836,8.488200466315123e-08,4.079735438367038e-10,2.531052986246404e-10,4.079735438367038e-10
1837,8.530607686907388e-08,4.079735438367038e-10,2.531052986246404e-10,4.079735438367038e-10
1838,8.79239710879379e-08,4.677303782380753e-10,2.365363857162858e-10,4.677303782380753e-10
1839,8.751496847837967e-08,4.677303782380753e-10,2.2716836348532103e-10,4.677303782380753e-10
1840,8.923668052115577e-08,3.0277385360782157e-10,3.0275432954291707e-10,3.0277385360782157e-10
1841,9.390451895439713e-08,4.4272907562259434e-10,3.0275432954291707e-10,4.4272907562259434e-10
1842,1.0289253538076082e-07,5.035445156081104e-10,3.6356976952843315e-10,5.035445156081104e-10
1843,1.0663095244873538e-07,4.1899668655277974e-10,2.885085900342485e-10,4.1899668655277974e-10
1844,1.0826256259731184e-07,4.857795435749982e-10,2.885085900342485e-10,4.857795435749982e-10
1845,1.0569769313763442e-07,3.9986681426335784e-10,2.1218284272452236e-10,3.9986681426335784e-10
1846,1.0947090852856231e-07,3.9986681426335784e-10,2.0162190567900902e-10,3.9986681426335784e-10
1847,1.304561731022399e-07,5.210777444451611e-10,3.0785234282428217e-10,5.210777444451611e-10
1848,1.4674758931830313e-07,3.8112252243038824e-10,5.26603042917882e-10,3.8112252243038824e-10
1849,1.6039020270649677e-07,4.815256923354891e-10,4.65787602932366e-10,4.815256923354891e-10
1850,1.7980058077325468e-07,5.10890980314522e-10,5.132575118884018e-10,5.10890980314522e-10
1851,2.033069758259184e-07,5.369653134833032e-10,8.382576656616538e-10,5.369653134833032e-10
1852,2.2878841678318297e-07,5.71349689781897e-10,8.382576656616538e-10,5.71349689781897e-10
1853,2.4785860627421895e-07,5.71349689781897e-10,7.730371660257568e-10,5.71349689781897e-10
1854,2.489476003120217e-07,6.521462021196506e-10,6.92224484082666e-10,6.521462021196506e-10
1855,2.441074989129837e-07,7.571497000797527e-10,5.259755329691172e-10,7.571497000797527e-10
1856,2.4976901207602556e-07,6.456298947846559e-10,6.253731421601572e-10,6.456298947846559e-10
1857,2.515522591498406e-07,6.469585303988826e-10,6.741716867304198e-10,6.469585303988826e-10
1858,2.542571857182858e-07,6.69308366666296e-10,5.219820766098695e-10,6.69308366666296e-10
1859,2.590942358438042e-07,5.681852250598902e-10,6.438408536471993e-10,5.681852250598902e-10
1860,2.6475786236395446e-07,7.511708517109789e-10,8.26826480298288e-10,7.511708517109789e-10
1861,2.715935027351536e-07,6.056500896039247e-10,7.258227590385096e-10,6.056500896039247e-10
1862,2.882564891543942e-07,5.563648629104887e-10,6.733210100584586e-10,5.563648629104887e-10
1863,2.836717426037337e-07,5.54403939423409e-10,7.648749253011797e-10,5.54403939423409e-10
1864,2.80673747608619e-07,5.994208502573579e-10,8.098918361351285e-10,5.994208502573579e-10
1865,2.742173624678149e-07,4.842138237989449e-10,6.813078434753095e-10,4.842138237989449e-10
1866,2.7462440194930035e-07,5.284534437028604e-10,6.03688686341895e-10,5.284534437028604e-10
1867,2.790597396337294e-07,3.4546781705177155e-10,4.2070305969080634e-10,3.4546781705177155e-10
1868,2.7863658910324117e-07,3.337928346423626e-10,5.551381576651693e-10,3.337928346423626e-10
1869,2.759658010680661e-07,3.176604495320439e-10,7.530675924119886e-10,3.176604495320439e-10
1870,2.8697849074887927e-07,2.6992256842360366e-10,6.043525283391407e-10,2.6992256842360366e-10
1871,3.059782654548014e-07,1.6921326641470913e-10,4.630671639788935e-10,1.6921326641470913e-10
1872,3.2232886074520397e-07,2.1016497669152605e-10,5.007440335396446e-10,2.1016497669152605e-10
1873,3.3473651634657084e-07,1.6592535678761067e-10,6.905569370298435e-10,1.6592535678761067e-10
1874,3.4371100809948985e-07,2.0566607147490653e-10,8.097790771266489e-10,2.0566607147490653e-10
1875,3.602716032803853e-07,1.6085437347181297e-10,7.555740398425468e-10,1.6085437347181297e-10
1876,3.711615923813432e-07,1.2126848731546554e-10,5.959765895077343e-10,1.2126848731546554e-10
1877,3.8832236474003625e-07,1.2126848731546554e-10,6.93546819181228e-10,1.2126848731546554e-10
1878,3.9073384933934516e-07,1.169777846017033e-10,7.661175384564092e-10,1.169777846017033e-10
1879,3.9325110736042136e-07,1.1093988822834838e-10,7.191279318062373e-10,1.1093988822834838e-10
1880,3.94184460057139e-07,1.4382657168418182e-10,5.837354567970823e-10,1.4382657168418182e-10
1881,3.8761674302025183e-07,1.6721704774815193e-10,5.592101067922581e-10,1.6721704774815193e-10
1882,3.767896958249496e-07,1.996266267369405e-10,5.437992040795742e-10,1.996266267369405e-10
1883,3.7062484839875e-07,2.6387188267751327e-10,5.375898476378538e-10,2.6387188267751327e-10
1884,3.5126093475160556e-07,3.859155118484432e-10,3.9778315760344695e-10,3.859155118484432e-10
1885,3.451493414883901e-07,4.3669998767941516e-10,3.542357161569397e-10,4.3669998767941516e-10
1886,3.3793357699453607e-07,4.0178617377595316e-10,3.1932190225347767e-10,4.0178617377595316e-10
1887,3.3486487690684695e-07,4.5180139788111463e-10,2.7592979092082107e-10,4.5180139788111463e-10
1888,3.386116255959288e-07,4.4267589197463254e-10,2.352386856736237e-10,4.4267589197463254e-10
1889,3.435754771479489e-07,5.149498922512358e-10,2.2276131732874253e-10,5.149498922512358e-10
1890,3.496066653951857e-07,4.5070463631066305e-10,3.171171361219091e-10,4.5070463631066305e-10
1891,3.6189810056644743e-07,3.542660589487109e-10,3.683272397398645e-10,3.542660589487109e-10
1892,3.642655802390696e-07,3.121393877496865e-10,4.06718710298039e-10,3.121393877496865e-10
1893,3.6355746552934373e-07,3.121393877496865e-10,5.220270763281068e-10,3.121393877496865e-10
1894,3.5771629265062596e-07,2.2923748018869158e-10,5.330344578423154e-10,2.2923748018869158e-10
1895,3.481478358935419e-07,1.9640300298805003e-10,5.001999806416738e-10,1.9640300298805003e-10
1896,3.337721555648646e-07,9.171942372265818e-11,4.866190426801507e-10,9.171942372265818e-11
1897,3.229097680040078e-07,1.102961789361296e-10,3.787173511301692e-10,1.102961789361296e-10
1898,3.066630581218176e-07,1.568437998525748e-10,4.176980864364513e-10,1.568437998525748e-10
1899,3.035187116243573e-07,1.6654235530338164e-10,4.04925057769948e-10,1.6654235530338164e-10
1900,3.168507508429944e-07,2.9303658309411315e-10,3.257579008129698e-10,2.9303658309411315e-10
1901,3.298506864471814e-07,3.101732700048844e-10,3.6230269974600407e-10,3.101732700048844e-10
1902,3.400248544949136e-07,4.2674838464572065e-10,4.10004653244351e-10,4.2674838464572065e-10
1903,3.5429389656980804e-07,4.586266743362393e-10,4.987569603352528e-10,4.586266743362393e-10
1904,3.698694277837993e-07,5.193186218356769e-10,5.435951649130593e-10,5.193186218356769e-10
1905,3.884222305064863e-07,5.538939882151642e-10,5.143917752065924e-10,5.538939882151642e-10
1906,3.92003780039626e-07,5.147672546160617e-10,5.062950138499746e-10,5.147672546160617e-10
1907,3.9776038209181153e-07,5.201245882404035e-10,4.994541526391418e-10,5.201245882404035e-10
1908,4.071587146167336e-07,6.127835342325686e-10,5.338785683381023e-10,6.127835342325686e-10
1909,4.166165094180282e-07,5.439422602813795e-10,5.339104555294024e-10,5.439422602813795e-10
1910,4.177138472576709e-07,5.533856389001406e-10,4.4771896507660765e-10,5.533856389001406e-10
1911,4.090547958769873e-07,5.02072800001585e-10,4.1225986909968325e-10,5.02072800001585e-10
1912,3.9716011964888563e-07,6.403845905936631e-10,3.945147423031362e-10,6.403845905936631e-10
1913,3.949401608289398e-07,6.39167523471976e-10,3.7656562193851984e-10,6.39167523471976e-10
1914,3.7480932389501375e-07,5.511654297645536e-10,3.764982532088774e-10,5.511654297645536e-10
1915,3.5837310617482997e-07,4.891859645536226e-10,3.0300861026637856e-10,4.891859645536226e-10
1916,3.5978429277098e-07,4.654365018397222e-10,2.943110120691626e-10,4.654365018397222e-10
1917,3.635370384407517e-07,4.3808056785340655e-10,3.2281801834851565e-10,4.3808056785340655e-10
1918,3.644166659861574e-07,4.532654212281122e-10,3.6676335381434303e-10,4.532654212281122e-10
1919,3.7368598019124223e-07,2.366370849271604e-10,3.803440181851922e-10,2.366370849271604e-10
1920,3.8626745078675283e-07,2.4554082081066197e-10,3.7494983506913826e-10,2.4554082081066197e-10
1921,3.9514762306680495e-07,2.5791456966160556e-10,4.0194007249511847e-10,2.5791456966160556e-10
1922,3.9305019835670206e-07,2.584009940544339e-10,3.8648777432394507e-10,2.584009940544339e-10
1923,3.8398599144784384e-07,2.132454084345449e-10,3.999406559897421e-10,2.132454084345449e-10
1924,3.8325508252715477e-07,2.2370120438581457e-10,4.2779810249804484e-10,2.2370120438581457e-10
