ngram,Clipboard,Clipboar
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,4.977977141606971e-09,0.0
1747,4.977977141606971e-09,0.0
1748,4.977977141606971e-09,0.0
1749,4.977977141606971e-09,0.0
1750,4.977977141606971e-09,0.0
1751,4.977977141606971e-09,0.0
1752,4.977977141606971e-09,0.0
1753,5.029352426585579e-09,0.0
1754,5.029352426585579e-09,0.0
1755,5.029352426585579e-09,0.0
1756,5.029352426585579e-09,0.0
1757,5.029352426585579e-09,0.0
1758,5.029352426585579e-09,0.0
1759,5.029352426585579e-09,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,2.9474084125727782e-09,0.0
1766,2.9474084125727782e-09,0.0
1767,2.9474084125727782e-09,0.0
1768,2.9474084125727782e-09,0.0
1769,2.9474084125727782e-09,0.0
1770,2.9474084125727782e-09,0.0
1771,2.9474084125727782e-09,0.0
1772,0.0,0.0
1773,2.5951908558649197e-09,0.0
1774,2.5951908558649197e-09,0.0
1775,2.5951908558649197e-09,0.0
1776,2.5951908558649197e-09,0.0
1777,2.5951908558649197e-09,0.0
1778,5.3763345521572e-09,0.0
1779,5.3763345521572e-09,0.0
1780,2.7811436962922797e-09,0.0
1781,4.693660571319924e-09,0.0
1782,4.693660571319924e-09,0.0
1783,6.868259611841105e-09,0.0
1784,6.868259611841105e-09,0.0
1785,4.087115915548825e-09,0.0
1786,6.767312551606405e-09,0.0
1787,8.056454170457528e-09,0.0
1788,6.143937295429883e-09,0.0
1789,6.143937295429883e-09,0.0
1790,5.07418665815099e-09,0.0
1791,6.16015289572098e-09,0.0
1792,6.16015289572098e-09,0.0
1793,3.4799562596634003e-09,0.0
1794,4.186785775215997e-09,0.0
1795,4.186785775215997e-09,0.0
1796,5.134947387931886e-09,0.0
1797,4.030098984689598e-09,0.0
1798,3.5227894252492273e-09,0.0
1799,3.5227894252492273e-09,0.0
1800,3.5227894252492273e-09,0.0
1801,1.5268182908455076e-09,0.0
1802,1.5268182908455076e-09,0.0
1803,5.786566781296187e-10,0.0
1804,5.786566781296187e-10,0.0
1805,2.5967750172384285e-10,0.0
1806,2.5967750172384285e-10,0.0
1807,4.68898729368204e-10,0.0
1808,4.68898729368204e-10,0.0
1809,4.68898729368204e-10,0.0
1810,4.68898729368204e-10,0.0
1811,4.68898729368204e-10,0.0
1812,2.092212276443612e-10,0.0
1813,2.092212276443612e-10,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,1.4046276840064464e-10,0.0
1824,1.4046276840064464e-10,0.0
1825,1.4046276840064464e-10,0.0
1826,1.4046276840064464e-10,0.0
1827,1.4046276840064464e-10,0.0
1828,2.507920775813537e-10,0.0
1829,2.507920775813537e-10,0.0
1830,1.103293091807091e-10,0.0
1831,1.103293091807091e-10,0.0
1832,1.103293091807091e-10,0.0
1833,1.103293091807091e-10,0.0
1834,1.933895028243577e-10,0.0
1835,1.6684359449570252e-10,0.0
1836,1.6684359449570252e-10,0.0
1837,1.6684359449570252e-10,0.0
1838,1.6684359449570252e-10,0.0
1839,1.6684359449570252e-10,0.0
1840,1.6684359449570252e-10,0.0
1841,1.5376101185944028e-10,0.0
1842,6.997761100738638e-11,0.0
1843,6.997761100738638e-11,0.0
1844,6.997761100738638e-11,0.0
1845,6.997761100738638e-11,0.0
1846,6.997761100738638e-11,0.0
1847,1.3058307609828797e-10,0.0
1848,6.060546509090159e-11,0.0
1849,6.060546509090159e-11,0.0
1850,6.060546509090159e-11,0.0
1851,6.060546509090159e-11,0.0
1852,6.060546509090159e-11,0.0
1853,6.060546509090159e-11,0.0
1854,0.0,0.0
1855,1.0500349796010206e-10,0.0
1856,1.0500349796010206e-10,0.0
1857,1.5313772472325127e-10,0.0
1858,1.5313772472325127e-10,0.0
1859,1.5313772472325127e-10,0.0
1860,1.5313772472325127e-10,0.0
1861,1.5313772472325127e-10,0.0
1862,1.0385249802981531e-10,0.0
1863,1.0385249802981531e-10,0.0
1864,5.571827126666611e-11,0.0
1865,5.571827126666611e-11,0.0
1866,9.99578911705815e-11,0.0
1867,9.99578911705815e-11,0.0
1868,9.99578911705815e-11,0.0
1869,1.2341139221661024e-10,0.0
1870,2.0788431293843653e-10,0.0
1871,2.0788431293843653e-10,0.0
1872,2.0788431293843653e-10,0.0
1873,2.4166219818917105e-10,0.0
1874,2.4166219818917105e-10,0.0
1875,2.817772285343015e-10,0.0
1876,2.792694250456204e-10,0.0
1877,2.99651517884517e-10,0.0
1878,2.99651517884517e-10,0.0
1879,3.34565331787979e-10,0.0
1880,3.223211935449959e-10,0.0
1881,3.854523842962619e-10,0.0
1882,3.4533735395113144e-10,0.0
1883,3.329186410676905e-10,0.0
1884,3.1959634542008276e-10,0.0
1885,3.776429010774304e-10,0.0
1886,4.530835508363497e-10,0.0
1887,4.978460580292879e-10,0.0
1888,5.967319178472913e-10,0.0
1889,6.752446062614175e-10,0.0
1890,7.121821109036728e-10,0.0
1891,6.718594966085131e-10,0.0
1892,6.587561052207036e-10,0.0
1893,5.484016415583223e-10,0.0
1894,4.820493131647246e-10,0.0
1895,4.0471709317202453e-10,0.0
1896,4.037261081002441e-10,0.0
1897,6.926551951050694e-10,0.0
1898,6.955595980137222e-10,0.0
1899,7.416859666114257e-10,0.0
1900,7.958977802210601e-10,0.0
1901,8.202609821531378e-10,0.0
1902,8.044493127190577e-10,0.0
1903,7.906841887577493e-10,0.0
1904,4.48133562004825e-10,0.0
1905,4.2451278008710196e-10,0.0
1906,3.644732194623452e-10,0.0
1907,3.8351227154327054e-10,0.0
1908,3.5613888623878664e-10,0.0
1909,3.286087533035545e-10,0.0
1910,3.0617384223179707e-10,0.0
1911,3.2850227895041076e-10,0.0
1912,3.124226621456902e-10,0.0
1913,4.815635539144405e-10,0.0
1914,4.229291777901878e-10,0.0
1915,4.614494322366777e-10,0.0
1916,4.80313854165994e-10,0.0
1917,5.08820860445347e-10,0.0
1918,4.5331144195502407e-10,0.0
1919,4.3889733415085937e-10,0.0
1920,3.0833143478879524e-10,0.0
1921,3.499381617810826e-10,0.0
1922,3.4269842915815984e-10,0.0
1923,3.807047574014685e-10,0.0
1924,3.8414067561807844e-10,0.0
1925,4.3877596000996277e-10,0.0
1926,4.6169892314080434e-10,0.0
1927,5.057858556581759e-10,0.0
1928,4.723721255420596e-10,0.0
1929,3.999182413798914e-10,0.0
1930,3.2893185595929605e-10,0.0
1931,3.605993024021917e-10,0.0
1932,4.0980000940279583e-10,0.0
1933,5.490471648756617e-10,0.0
1934,6.600340195030339e-10,0.0
1935,6.594468661612143e-10,0.0
1936,6.594468661612143e-10,0.0
1937,7.668739829666141e-10,0.0
1938,7.489509468954531e-10,0.0
1939,8.049928957547842e-10,0.0
1940,1.0039284621875056e-09,0.0
1941,1.5514496651666425e-09,0.0
1942,1.902848022007829e-09,0.0
1943,2.224647910331612e-09,0.0
1944,2.355591912005041e-09,0.0
1945,2.418738273160922e-09,0.0
1946,3.20427011908058e-09,0.0
1947,2.9756202422705412e-09,0.0
1948,2.5112202952014074e-09,0.0
1949,2.341673553475841e-09,0.0
1950,2.5443928868591162e-09,0.0
1951,2.8414637151133857e-09,0.0
1952,3.1147749776242304e-09,0.0
1953,2.6570405241090255e-09,0.0
1954,3.293930382421349e-09,0.0
1955,3.899268257485338e-09,0.0
1956,4.570614680383349e-09,0.0
1957,5.129312149624152e-09,0.0
1958,5.602100117130249e-09,0.0
1959,6.2176758662348314e-09,0.0
1960,6.520297698589925e-09,0.0
1961,7.371753937438338e-09,0.0
1962,7.346168816115193e-09,0.0
1963,7.203633816439086e-09,0.0
1964,7.172634422910765e-09,0.0
1965,7.397733727186408e-09,0.0
1966,6.9566202322489195e-09,0.0
1967,6.788759713113482e-09,0.0
1968,5.991616155601573e-09,0.0
1969,6.522411372904864e-09,0.0
1970,6.6840159438998265e-09,0.0
1971,6.6163977154230585e-09,0.0
1972,6.121040309535277e-09,0.0
1973,6.587889916127259e-09,0.0
1974,8.484946586609761e-09,0.0
1975,9.429159294630348e-09,0.0
1976,9.473441840514494e-09,0.0
1977,1.0473184859043677e-08,0.0
1978,1.1259290262038185e-08,0.0
1979,1.2298440615105782e-08,0.0
1980,1.3200705798307614e-08,0.0
1981,2.5003223618520158e-08,0.0
1982,4.973885849222727e-08,0.0
1983,7.921870143994575e-08,0.0
1984,1.0178724288830868e-07,7.35059334828441e-12
1985,1.248149468224824e-07,1.458466829449913e-11
1986,1.590939793873401e-07,2.149322337171736e-11
1987,2.0421339286258444e-07,2.149322337171736e-11
1988,2.447183139305967e-07,2.8424633182913948e-11
1989,3.262700870111855e-07,2.8424633182913948e-11
1990,4.0821154608953035e-07,8.834179171920579e-11
1991,4.927066592179991e-07,1.138375410801386e-10
1992,5.737713308917591e-07,1.3205285079706134e-10
1993,6.141597655836709e-07,1.3158565507051127e-10
1994,6.603151843721986e-07,1.3158565507051127e-10
1995,6.826687451523737e-07,1.2465424525931468e-10
1996,6.816220954013781e-07,1.6876852098374988e-10
1997,6.325279083999444e-07,1.0885136244745804e-10
1998,6.113057265468212e-07,9.911616963683859e-11
1999,5.778592294193783e-07,7.909002916869515e-11
2000,5.670924118866034e-07,7.784109914183673e-11
2001,5.507177312275806e-07,7.784109914183673e-11
2002,5.122462352704003e-07,8.857820677340581e-11
2003,4.548124650227692e-07,4.44639310489706e-11
2004,4.847118475481693e-07,5.455702308571857e-11
2005,4.3984516651107697e-07,4.635165416171689e-11
2006,4.2910510598760864e-07,5.122155427980271e-11
2007,5.089843528237128e-07,5.139628603664395e-11
2008,4.969328821451719e-07,5.6687365615085536e-11
2009,5.047742815479848e-07,4.5950257983516456e-11
2010,5.60359333284006e-07,5.823194654649581e-11
2011,4.942553277130303e-07,4.8138854509747835e-11
2012,4.97495971022285e-07,3.323307353515175e-11
2013,5.116113369142892e-07,1.727685707791122e-10
2014,3.800919858219588e-07,1.6740140969846122e-10
2015,3.334635790354566e-07,1.6211033012001963e-10
2016,3.0103672189950104e-07,1.6211033012001963e-10
2017,2.285229463439009e-07,1.7480008181654702e-10
2018,2.3560836410752016e-07,2.0976009817985641e-10
2019,2.1381853620994207e-07,2.622001227248205e-10
