ngram,Xanadu,Xandu,Xanad,Xandu
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,8.18323796027341e-09,0.0,8.18323796027341e-09
1731,0.0,8.18323796027341e-09,0.0,8.18323796027341e-09
1732,0.0,8.18323796027341e-09,0.0,8.18323796027341e-09
1733,0.0,8.18323796027341e-09,0.0,8.18323796027341e-09
1734,0.0,8.18323796027341e-09,0.0,8.18323796027341e-09
1735,0.0,8.18323796027341e-09,0.0,8.18323796027341e-09
1736,0.0,8.18323796027341e-09,0.0,8.18323796027341e-09
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,2.9445022927835194e-09,0.0,0.0,0.0
1768,2.9445022927835194e-09,0.0,0.0,0.0
1769,2.9445022927835194e-09,0.0,0.0,0.0
1770,2.9445022927835194e-09,0.0,0.0,0.0
1771,2.9445022927835194e-09,0.0,0.0,0.0
1772,2.9445022927835194e-09,0.0,0.0,0.0
1773,2.9445022927835194e-09,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,2.8886891608895635e-09,0.0,2.8886891608895635e-09
1776,0.0,2.8886891608895635e-09,0.0,2.8886891608895635e-09
1777,0.0,2.8886891608895635e-09,0.0,2.8886891608895635e-09
1778,0.0,2.8886891608895635e-09,0.0,2.8886891608895635e-09
1779,0.0,2.8886891608895635e-09,0.0,2.8886891608895635e-09
1780,0.0,2.8886891608895635e-09,0.0,2.8886891608895635e-09
1781,0.0,2.8886891608895635e-09,0.0,2.8886891608895635e-09
1782,0.0,0.0,0.0,0.0
1783,0.0,8.698396162084724e-09,0.0,8.698396162084724e-09
1784,0.0,8.698396162084724e-09,0.0,8.698396162084724e-09
1785,0.0,8.698396162084724e-09,0.0,8.698396162084724e-09
1786,0.0,8.698396162084724e-09,0.0,8.698396162084724e-09
1787,0.0,8.698396162084724e-09,0.0,8.698396162084724e-09
1788,0.0,8.698396162084724e-09,0.0,8.698396162084724e-09
1789,0.0,8.698396162084724e-09,0.0,8.698396162084724e-09
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,1.8265442491838257e-09,0.0,0.0,0.0
1796,1.8265442491838257e-09,0.0,0.0,0.0
1797,4.094238852709558e-09,0.0,0.0,0.0
1798,4.094238852709558e-09,0.0,0.0,0.0
1799,4.695008445513135e-09,0.0,0.0,0.0
1800,4.695008445513135e-09,0.0,0.0,0.0
1801,4.695008445513135e-09,4.643404708356716e-10,0.0,4.643404708356716e-10
1802,2.868464196329309e-09,8.984672688378786e-10,0.0,8.984672688378786e-10
1803,2.868464196329309e-09,8.984672688378786e-10,0.0,8.984672688378786e-10
1804,6.00769592803577e-10,8.984672688378786e-10,0.0,8.984672688378786e-10
1805,6.00769592803577e-10,8.984672688378786e-10,0.0,8.984672688378786e-10
1806,0.0,8.984672688378786e-10,0.0,8.984672688378786e-10
1807,2.092212276443612e-10,8.984672688378786e-10,0.0,8.984672688378786e-10
1808,2.092212276443612e-10,2.3170323120475747e-09,0.0,2.3170323120475747e-09
1809,2.092212276443612e-10,1.882905514045368e-09,0.0,1.882905514045368e-09
1810,2.092212276443612e-10,1.882905514045368e-09,0.0,1.882905514045368e-09
1811,2.092212276443612e-10,1.882905514045368e-09,0.0,1.882905514045368e-09
1812,2.092212276443612e-10,1.882905514045368e-09,0.0,1.882905514045368e-09
1813,5.97180035580688e-10,1.882905514045368e-09,0.0,1.882905514045368e-09
1814,3.8795880793632675e-10,1.882905514045368e-09,0.0,1.882905514045368e-09
1815,3.8795880793632675e-10,7.725628390988146e-10,0.0,7.725628390988146e-10
1816,3.8795880793632675e-10,9.6273555794113e-10,0.0,9.6273555794113e-10
1817,1.2446966631988028e-09,9.6273555794113e-10,0.0,9.6273555794113e-10
1818,1.2446966631988028e-09,9.6273555794113e-10,0.0,9.6273555794113e-10
1819,1.2446966631988028e-09,9.6273555794113e-10,0.0,9.6273555794113e-10
1820,8.567378552624762e-10,9.6273555794113e-10,0.0,9.6273555794113e-10
1821,8.567378552624762e-10,1.476952576113482e-09,0.0,1.476952576113482e-09
1822,8.567378552624762e-10,7.043897370146673e-10,0.0,7.043897370146673e-10
1823,1.6995144973870018e-09,5.142170181723519e-10,0.0,5.142170181723519e-10
1824,8.427766421245256e-10,5.142170181723519e-10,0.0,5.142170181723519e-10
1825,1.0960102508101549e-09,5.142170181723519e-10,0.0,5.142170181723519e-10
1826,2.5179892298205733e-09,5.142170181723519e-10,0.0,5.142170181723519e-10
1827,2.6225598359630453e-09,5.142170181723519e-10,0.0,5.142170181723519e-10
1828,3.063877072685882e-09,0.0,0.0,0.0
1829,3.1341513511457767e-09,0.0,0.0,0.0
1830,2.386679251057241e-09,0.0,0.0,0.0
1831,3.036941888444135e-09,0.0,0.0,0.0
1832,3.1243061154080057e-09,0.0,0.0,0.0
1833,1.784805398712714e-09,0.0,0.0,0.0
1834,2.4277765036424218e-09,0.0,0.0,0.0
1835,2.7405098666579063e-09,0.0,0.0,0.0
1836,3.1956638605176326e-09,0.0,0.0,0.0
1837,3.7198906018990183e-09,0.0,0.0,0.0
1838,3.4512566931305902e-09,0.0,0.0,0.0
1839,3.4137846042067312e-09,0.0,0.0,0.0
1840,3.7092361563192557e-09,0.0,0.0,0.0
1841,3.1716272782692354e-09,0.0,0.0,0.0
1842,4.242039925677383e-09,0.0,0.0,0.0
1843,4.6346550724203035e-09,0.0,0.0,0.0
1844,5.283998064494913e-09,0.0,0.0,0.0
1845,5.5030181998562605e-09,0.0,0.0,0.0
1846,5.656435954546981e-09,0.0,0.0,0.0
1847,5.884560775168016e-09,0.0,0.0,0.0
1848,6.002753976425928e-09,0.0,0.0,0.0
1849,7.778839667642906e-09,0.0,0.0,0.0
1850,9.993810350701032e-09,0.0,0.0,0.0
1851,1.0953508703234353e-08,0.0,0.0,0.0
1852,1.161689912519494e-08,0.0,0.0,0.0
1853,1.2704654534750098e-08,0.0,0.0,0.0
1854,1.4017670643288023e-08,0.0,0.0,0.0
1855,1.4424569094728668e-08,0.0,0.0,0.0
1856,1.5793900663498206e-08,0.0,0.0,0.0
1857,1.3431034189587926e-08,0.0,0.0,0.0
1858,1.3276188021953722e-08,0.0,0.0,0.0
1859,1.3169807086147297e-08,0.0,0.0,0.0
1860,1.254043630843122e-08,0.0,0.0,0.0
1861,1.271137271631671e-08,0.0,0.0,0.0
1862,1.3480741538935653e-08,0.0,0.0,0.0
1863,1.0802279388449115e-08,0.0,0.0,0.0
1864,1.1068224432213875e-08,0.0,0.0,0.0
1865,1.2046130061703155e-08,0.0,0.0,0.0
1866,1.1684784885699985e-08,0.0,0.0,0.0
1867,1.3362604102594235e-08,0.0,0.0,0.0
1868,1.2258454315120356e-08,4.0330529392308886e-10,0.0,4.0330529392308886e-10
1869,1.1545778745767978e-08,6.012347286699082e-10,0.0,6.012347286699082e-10
1870,1.0986055303569792e-08,7.279441097526476e-10,0.0,7.279441097526476e-10
1871,1.2506254571625114e-08,1.6611935240083498e-09,4.057606235135276e-11,1.6611935240083498e-09
1872,1.3099324799473574e-08,2.398324324851383e-09,4.057606235135276e-11,2.398324324851383e-09
1873,1.343426544612011e-08,2.398324324851383e-09,4.057606235135276e-11,2.398324324851383e-09
1874,1.2391405933089215e-08,2.398324324851383e-09,4.057606235135276e-11,2.398324324851383e-09
1875,1.3732220249806915e-08,1.9950190309282944e-09,4.057606235135276e-11,1.9950190309282944e-09
1876,1.428212202471611e-08,1.7970895961814749e-09,4.057606235135276e-11,1.7970895961814749e-09
1877,1.4193155730067377e-08,1.7053318876073372e-09,4.057606235135276e-11,1.7053318876073372e-09
1878,1.3124563531213035e-08,8.809385562294888e-10,0.0,8.809385562294888e-10
1879,1.0597103258394976e-08,1.4380775538645552e-10,0.0,1.4380775538645552e-10
1880,1.0616883372449593e-08,1.4380775538645552e-10,0.0,1.4380775538645552e-10
1881,9.919266614437966e-09,1.4380775538645552e-10,0.0,1.4380775538645552e-10
1882,9.537169720630345e-09,1.4380775538645552e-10,0.0,1.4380775538645552e-10
1883,1.086172834214543e-08,1.7593038335674193e-10,0.0,1.7593038335674193e-10
1884,1.0012283319887111e-08,1.7148961814087268e-10,0.0,1.7148961814087268e-10
1885,9.714537999424725e-09,6.263353526301886e-11,0.0,6.263353526301886e-11
1886,9.507720261885716e-09,6.263353526301886e-11,0.0,6.263353526301886e-11
1887,1.0346332108517636e-08,6.263353526301886e-11,0.0,6.263353526301886e-11
1888,1.162728567395886e-08,8.963637768541081e-11,0.0,8.963637768541081e-11
1889,1.1567015282106955e-08,8.963637768541081e-11,0.0,8.963637768541081e-11
1890,1.0443874209897785e-08,1.0810513000653848e-10,2.529569014570703e-11,1.0810513000653848e-10
1891,1.2006255481874665e-08,1.0319927452278372e-10,5.090074195468475e-11,1.0319927452278372e-10
1892,1.265897082396756e-08,1.0319927452278372e-10,5.090074195468475e-11,1.0319927452278372e-10
1893,1.3731850450377742e-08,7.489261116029005e-10,7.396241555720654e-11,7.489261116029005e-10
1894,1.2780517977262207e-08,1.2128533574288065e-09,7.396241555720654e-11,1.2128533574288065e-09
1895,1.3314865400713773e-08,1.2917065532271265e-09,7.396241555720654e-11,1.2917065532271265e-09
1896,1.3291081885873674e-08,1.2917065532271265e-09,7.396241555720654e-11,1.2917065532271265e-09
1897,1.3289915453843345e-08,1.2782686833626551e-09,4.8666725411499505e-11,1.2782686833626551e-09
1898,1.2305151310597142e-08,1.3248163042791005e-09,2.3061673602521792e-11,1.3248163042791005e-09
1899,1.171924106963778e-08,1.415885837146342e-09,2.3061673602521792e-11,1.415885837146342e-09
1900,1.1687562409942335e-08,1.00507686300639e-09,0.0,1.00507686300639e-09
1901,1.3014111946826494e-08,5.925596759302567e-10,1.7136686910771257e-11,5.925596759302567e-10
1902,1.2326643325114413e-08,4.867036377095449e-10,1.7136686910771257e-11,4.867036377095449e-10
1903,1.2123793524665416e-08,1.188026002970791e-09,1.7136686910771257e-11,1.188026002970791e-09
1904,1.2547786682708712e-08,1.293556151082953e-09,1.7136686910771257e-11,1.293556151082953e-09
1905,1.2152685143921157e-08,1.2366503406619727e-09,1.7136686910771257e-11,1.2366503406619727e-09
1906,1.2106094602972104e-08,1.2852156828859128e-09,1.7136686910771257e-11,1.2852156828859128e-09
1907,1.163413689196448e-08,1.1235486856363076e-09,1.7136686910771257e-11,1.1235486856363076e-09
1908,1.0682892856043021e-08,1.099587535112269e-09,0.0,1.099587535112269e-09
1909,1.1142028062088066e-08,1.099587535112269e-09,0.0,1.099587535112269e-09
1910,1.0944389331310082e-08,4.258129493847232e-10,0.0,4.258129493847232e-10
1911,1.0222561527431902e-08,2.8312929084561844e-10,1.3977931907176761e-11,2.8312929084561844e-10
1912,1.1149424621643383e-08,2.967106441495052e-10,1.3977931907176761e-11,2.967106441495052e-10
1913,1.1483430841151078e-08,2.4286328107311507e-10,1.3977931907176761e-11,2.4286328107311507e-10
1914,1.1143849525702926e-08,1.6961241538255527e-10,1.3977931907176761e-11,1.6961241538255527e-10
1915,1.0941573615395685e-08,1.421635071568212e-10,1.3977931907176761e-11,1.421635071568212e-10
1916,1.0684855032496086e-08,2.1742282181007917e-10,4.4081656975463495e-11,2.1742282181007917e-10
1917,1.0719156229299642e-08,2.178065109223074e-10,4.4081656975463495e-11,2.178065109223074e-10
1918,1.1488353760366214e-08,2.6094722811136657e-10,3.0103725068286735e-11,2.6094722811136657e-10
1919,1.19580510572957e-08,2.7473625160582115e-10,3.0103725068286735e-11,2.7473625160582115e-10
1920,1.4729383554116079e-08,1.8894873959102958e-10,3.0103725068286735e-11,1.8894873959102958e-10
1921,1.7834150156659234e-08,2.732835644289214e-10,3.0103725068286735e-11,2.732835644289214e-10
1922,2.164627689791944e-08,2.732835644289214e-10,5.425502111070354e-11,2.732835644289214e-10
1923,2.5086495674437563e-08,5.417724860004977e-10,2.4151296042416804e-11,5.417724860004977e-10
1924,3.66332594735143e-08,1.2709084419780326e-09,2.4151296042416804e-11,1.2709084419780326e-09
1925,4.589256213145225e-08,1.2967832482438775e-09,7.016164633404693e-11,1.2967832482438775e-09
1926,5.287277105026078e-08,1.4375497141878262e-09,7.016164633404693e-11,1.4375497141878262e-09
1927,5.5333300354374974e-08,1.5967183607047885e-09,7.016164633404693e-11,1.5967183607047885e-09
1928,5.998414717315167e-08,1.5123835358668965e-09,9.297113277652512e-11,1.5123835358668965e-09
1929,6.431642215635033e-08,1.5629551303979789e-09,6.881983673410831e-11,1.5629551303979789e-09
1930,6.746090365693038e-08,1.3825712479637836e-09,6.881983673410831e-11,1.3825712479637836e-09
1931,7.312394245673204e-08,7.56668870417952e-10,6.881983673410831e-11,7.56668870417952e-10
1932,7.301101792985979e-08,7.112965930541496e-10,4.6452732533579826e-11,7.112965930541496e-10
1933,7.243880263883642e-08,5.279128880074171e-10,6.961989120122882e-11,5.279128880074171e-10
1934,7.25154676623723e-08,4.586157406219879e-10,6.961989120122882e-11,4.586157406219879e-10
1935,7.03309126492968e-08,7.252837298997252e-10,4.681040475875063e-11,7.252837298997252e-10
1936,6.824045684084012e-08,7.793992990683713e-10,4.681040475875063e-11,7.793992990683713e-10
1937,6.860729990470255e-08,7.955742810570956e-10,6.925282173117101e-11,7.955742810570956e-10
1938,5.9300136103144855e-08,7.079137355679523e-10,6.925282173117101e-11,7.079137355679523e-10
1939,5.623108277420995e-08,8.336346454410456e-10,4.560957564006937e-11,8.336346454410456e-10
1940,5.3821665346731606e-08,8.594279078082729e-10,2.2442416972420378e-11,8.594279078082729e-10
1941,5.251225587699082e-08,8.798706901957942e-10,2.2442416972420378e-11,8.798706901957942e-10
1942,5.240174313517595e-08,6.132027009180569e-10,2.2442416972420378e-11,6.132027009180569e-10
1943,5.225895804983338e-08,5.514221876731387e-10,2.2442416972420378e-11,5.514221876731387e-10
1944,5.2781297301050604e-08,4.477681420089752e-10,0.0,4.477681420089752e-10
1945,5.3163192705239585e-08,4.0426364042048645e-10,1.876942054160732e-11,4.0426364042048645e-10
1946,5.288333935839416e-08,2.5489948445629144e-10,1.876942054160732e-11,2.5489948445629144e-10
1947,5.346633358271902e-08,2.456631981173629e-10,1.876942054160732e-11,2.456631981173629e-10
1948,5.702024148084612e-08,3.576489203999904e-10,1.876942054160732e-11,3.576489203999904e-10
1949,5.8888678568434575e-08,4.256735698054166e-10,1.876942054160732e-11,4.256735698054166e-10
1950,6.315331851120781e-08,4.5044682071639283e-10,1.876942054160732e-11,4.5044682071639283e-10
1951,6.173836705361932e-08,4.076597274035468e-10,1.876942054160732e-11,4.076597274035468e-10
1952,5.8499706158597423e-08,4.2334367658261994e-10,0.0,4.2334367658261994e-10
1953,5.861206580399474e-08,5.488575695124429e-10,0.0,5.488575695124429e-10
1954,5.9206432772335963e-08,5.90364417074607e-10,0.0,5.90364417074607e-10
1955,5.6675128336434814e-08,3.9705291733043476e-10,0.0,3.9705291733043476e-10
1956,5.577507827021171e-08,5.175803466372919e-10,1.346800548069587e-11,5.175803466372919e-10
1957,5.393298506208209e-08,4.6264417098905245e-10,1.346800548069587e-11,4.6264417098905245e-10
1958,5.834315532281055e-08,5.604658602300004e-10,1.346800548069587e-11,5.604658602300004e-10
1959,6.063480891985559e-08,6.012516050511531e-10,1.346800548069587e-11,6.012516050511531e-10
1960,6.298196960788768e-08,6.663192150813124e-10,1.346800548069587e-11,6.663192150813124e-10
1961,6.345889350508774e-08,6.420220991747755e-10,1.346800548069587e-11,6.420220991747755e-10
1962,6.659486777899864e-08,7.354546683959105e-10,1.346800548069587e-11,7.354546683959105e-10
1963,6.940509069051717e-08,6.558450082619746e-10,9.90385650474173e-12,6.558450082619746e-10
1964,6.975268109142365e-08,8.139741698125797e-10,1.8897166569648808e-11,8.139741698125797e-10
1965,6.550183227562099e-08,8.064654222206258e-10,1.8897166569648808e-11,8.064654222206258e-10
1966,6.583235239483137e-08,8.379264385524213e-10,1.8897166569648808e-11,8.379264385524213e-10
1967,6.484904042330137e-08,8.065491568271759e-10,2.7741845527134198e-11,8.065491568271759e-10
1968,6.883329005193315e-08,8.082086151122476e-10,3.659838701938359e-11,8.082086151122476e-10
1969,6.947279170991091e-08,7.755564008465094e-10,5.455215842545666e-11,7.755564008465094e-10
1970,6.917848490875908e-08,7.104615269109311e-10,5.341781084926873e-11,7.104615269109311e-10
1971,6.911393311627632e-08,6.738521447185214e-10,5.3375401320998606e-11,6.738521447185214e-10
1972,7.11042176249066e-08,7.156544682259839e-10,5.3375401320998606e-11,7.156544682259839e-10
1973,7.348931875737565e-08,7.102647240194873e-10,6.98835949426118e-11,7.102647240194873e-10
1974,7.410976873448557e-08,5.999455218333846e-10,8.54814255094435e-11,5.999455218333846e-10
1975,7.64946607643781e-08,6.537238567932186e-10,7.66248840171941e-11,6.537238567932186e-10
1976,7.573271432192996e-08,7.086107613383876e-10,7.474397489826146e-11,7.086107613383876e-10
1977,7.700515019288495e-08,7.610801473172707e-10,6.597446596970765e-11,7.610801473172707e-10
1978,8.036350607198983e-08,8.634545737137448e-10,6.518349401907209e-11,8.634545737137448e-10
1979,8.953582408821603e-08,8.526674247618818e-10,6.518349401907209e-11,8.526674247618818e-10
1980,9.346607652917425e-08,9.50373482292274e-10,4.86753003974589e-11,9.50373482292274e-10
1981,9.628521675202656e-08,1.115122827410886e-09,2.42327908731418e-11,1.115122827410886e-09
1982,9.61431589579271e-08,1.0926217787675186e-09,2.42327908731418e-11,1.0926217787675186e-09
1983,1.0041382125791642e-07,1.0071860607434908e-09,8.15992858600139e-12,1.0071860607434908e-09
1984,1.0633034516363945e-07,1.1607893099111318e-09,1.55105219342858e-11,1.1607893099111318e-09
1985,1.0982567744122207e-07,1.0471306559940124e-09,7.35059334828441e-12,1.0471306559940124e-09
1986,1.0871505245242069e-07,9.825155570083614e-10,7.35059334828441e-12,9.825155570083614e-10
1987,1.1067154608619084e-07,8.958930779774071e-10,7.35059334828441e-12,8.958930779774071e-10
