ngram,QNX,QN,QNX,QN
1607,0.0,1.1243689154330891e-07,0.0,1.1243689154330891e-07
1608,0.0,1.1243689154330891e-07,0.0,1.1243689154330891e-07
1609,0.0,1.1243689154330891e-07,0.0,1.1243689154330891e-07
1610,0.0,1.1243689154330891e-07,0.0,1.1243689154330891e-07
1611,0.0,1.1243689154330891e-07,0.0,1.1243689154330891e-07
1612,0.0,0.0,0.0,0.0
1613,0.0,3.196209620780012e-07,0.0,3.196209620780012e-07
1614,0.0,3.196209620780012e-07,0.0,3.196209620780012e-07
1615,0.0,3.196209620780012e-07,0.0,3.196209620780012e-07
1616,0.0,3.196209620780012e-07,0.0,3.196209620780012e-07
1617,0.0,3.196209620780012e-07,0.0,3.196209620780012e-07
1618,0.0,3.196209620780012e-07,0.0,3.196209620780012e-07
1619,0.0,3.196209620780012e-07,0.0,3.196209620780012e-07
1620,0.0,0.0,0.0,0.0
1621,0.0,0.0,0.0,0.0
1622,0.0,0.0,0.0,0.0
1623,0.0,2.6941419101993755e-07,0.0,2.6941419101993755e-07
1624,0.0,2.6941419101993755e-07,0.0,2.6941419101993755e-07
1625,0.0,2.6941419101993755e-07,0.0,2.6941419101993755e-07
1626,0.0,2.6941419101993755e-07,0.0,2.6941419101993755e-07
1627,0.0,2.6941419101993755e-07,0.0,2.6941419101993755e-07
1628,0.0,2.6941419101993755e-07,0.0,2.6941419101993755e-07
1629,0.0,2.6941419101993755e-07,0.0,2.6941419101993755e-07
1630,0.0,0.0,0.0,0.0
1631,0.0,0.0,0.0,0.0
1632,0.0,0.0,0.0,0.0
1633,0.0,0.0,0.0,0.0
1634,0.0,0.0,0.0,0.0
1635,0.0,0.0,0.0,0.0
1636,0.0,0.0,0.0,0.0
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,9.166146648047808e-08,0.0,9.166146648047808e-08
1645,0.0,9.166146648047808e-08,0.0,9.166146648047808e-08
1646,0.0,9.166146648047808e-08,0.0,9.166146648047808e-08
1647,0.0,9.166146648047808e-08,0.0,9.166146648047808e-08
1648,0.0,9.166146648047808e-08,0.0,9.166146648047808e-08
1649,0.0,9.166146648047808e-08,0.0,9.166146648047808e-08
1650,0.0,9.166146648047808e-08,0.0,9.166146648047808e-08
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,4.530733122010133e-08,0.0,4.530733122010133e-08
1657,0.0,4.530733122010133e-08,0.0,4.530733122010133e-08
1658,0.0,4.530733122010133e-08,0.0,4.530733122010133e-08
1659,0.0,4.530733122010133e-08,0.0,4.530733122010133e-08
1660,0.0,4.530733122010133e-08,0.0,4.530733122010133e-08
1661,0.0,4.530733122010133e-08,0.0,4.530733122010133e-08
1662,0.0,8.590719094822166e-08,0.0,8.590719094822166e-08
1663,0.0,4.059985972812033e-08,0.0,4.059985972812033e-08
1664,0.0,4.059985972812033e-08,0.0,4.059985972812033e-08
1665,0.0,3.9333279541356856e-07,0.0,3.9333279541356856e-07
1666,0.0,5.131779841706572e-07,0.0,5.131779841706572e-07
1667,0.0,5.131779841706572e-07,0.0,5.131779841706572e-07
1668,0.0,5.131779841706572e-07,0.0,5.131779841706572e-07
1669,0.0,4.725781244425369e-07,0.0,4.725781244425369e-07
1670,0.0,4.725781244425369e-07,0.0,4.725781244425369e-07
1671,0.0,4.725781244425369e-07,0.0,4.725781244425369e-07
1672,0.0,1.198451887570887e-07,0.0,1.198451887570887e-07
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,2.237584746061267e-08,0.0,2.237584746061267e-08
1682,0.0,2.237584746061267e-08,0.0,2.237584746061267e-08
1683,0.0,2.237584746061267e-08,0.0,2.237584746061267e-08
1684,0.0,2.237584746061267e-08,0.0,2.237584746061267e-08
1685,0.0,4.258167913511508e-08,0.0,4.258167913511508e-08
1686,0.0,4.258167913511508e-08,0.0,4.258167913511508e-08
1687,0.0,4.258167913511508e-08,0.0,4.258167913511508e-08
1688,0.0,2.0205831674502406e-08,0.0,2.0205831674502406e-08
1689,0.0,2.0205831674502406e-08,0.0,2.0205831674502406e-08
1690,0.0,2.0205831674502406e-08,0.0,2.0205831674502406e-08
1691,0.0,2.0205831674502406e-08,0.0,2.0205831674502406e-08
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,1.550680346034434e-08,0.0,1.550680346034434e-08
1696,0.0,1.550680346034434e-08,0.0,1.550680346034434e-08
1697,0.0,1.550680346034434e-08,0.0,1.550680346034434e-08
1698,0.0,2.5878074032854263e-08,0.0,2.5878074032854263e-08
1699,0.0,2.5878074032854263e-08,0.0,2.5878074032854263e-08
1700,0.0,3.887592673176446e-08,0.0,3.887592673176446e-08
1701,0.0,5.8209445390795215e-08,0.0,5.8209445390795215e-08
1702,0.0,4.270264193045088e-08,0.0,4.270264193045088e-08
1703,0.0,4.270264193045088e-08,0.0,4.270264193045088e-08
1704,0.0,4.270264193045088e-08,0.0,4.270264193045088e-08
1705,0.0,5.980478639295533e-08,0.0,5.980478639295533e-08
1706,0.0,8.195555218597811e-08,0.0,8.195555218597811e-08
1707,0.0,6.895769948706792e-08,0.0,6.895769948706792e-08
1708,0.0,4.962418082803717e-08,0.0,4.962418082803717e-08
1709,0.0,6.164919698546458e-08,0.0,6.164919698546458e-08
1710,0.0,6.164919698546458e-08,0.0,6.164919698546458e-08
1711,0.0,6.164919698546458e-08,0.0,6.164919698546458e-08
1712,0.0,4.503920182839595e-08,0.0,4.503920182839595e-08
1713,0.0,3.3706451217442786e-08,0.0,3.3706451217442786e-08
1714,0.0,4.327806176921253e-08,0.0,4.327806176921253e-08
1715,0.0,5.460041510981942e-08,0.0,5.460041510981942e-08
1716,0.0,1.1341506426073725e-07,0.0,1.1341506426073725e-07
1717,0.0,1.210564697373684e-07,0.0,1.210564697373684e-07
1718,0.0,1.3653998262189555e-07,0.0,1.3653998262189555e-07
1719,0.0,1.3884630486618983e-07,0.0,1.3884630486618983e-07
1720,0.0,1.8239505702613963e-07,0.0,1.8239505702613963e-07
1721,0.0,1.728234464743699e-07,0.0,1.728234464743699e-07
1722,0.0,1.6922867983128397e-07,0.0,1.6922867983128397e-07
1723,0.0,9.838901452293872e-08,0.0,9.838901452293872e-08
1724,0.0,9.661852879665795e-08,0.0,9.661852879665795e-08
1725,0.0,1.2525273618280153e-07,0.0,1.2525273618280153e-07
1726,0.0,1.1847049208313365e-07,0.0,1.1847049208313365e-07
1727,0.0,1.941153264795048e-07,0.0,1.941153264795048e-07
1728,0.0,2.0707444647882767e-07,0.0,2.0707444647882767e-07
1729,0.0,2.184627899534267e-07,0.0,2.184627899534267e-07
1730,0.0,2.184627899534267e-07,0.0,2.184627899534267e-07
1731,0.0,2.3349208890164975e-07,0.0,2.3349208890164975e-07
1732,6.258523857890655e-09,2.2692551279338398e-07,6.258523857890655e-09,2.2692551279338398e-07
1733,6.258523857890655e-09,2.2053801477081185e-07,6.258523857890655e-09,2.2053801477081185e-07
1734,6.258523857890655e-09,9.052641303242126e-08,6.258523857890655e-09,9.052641303242126e-08
1735,6.258523857890655e-09,9.696807166749619e-08,6.258523857890655e-09,9.696807166749619e-08
1736,6.258523857890655e-09,1.7707399381704037e-07,6.258523857890655e-09,1.7707399381704037e-07
1737,6.258523857890655e-09,1.9091725026295796e-07,6.258523857890655e-09,1.9091725026295796e-07
1738,6.258523857890655e-09,1.7001703156438452e-07,6.258523857890655e-09,1.7001703156438452e-07
1739,0.0,3.457063724811503e-07,0.0,3.457063724811503e-07
1740,0.0,3.8314276602185213e-07,0.0,3.8314276602185213e-07
1741,0.0,3.890841167982931e-07,0.0,3.890841167982931e-07
1742,0.0,4.079475708351765e-07,0.0,4.079475708351765e-07
1743,0.0,3.472512928632503e-07,0.0,3.472512928632503e-07
1744,0.0,3.468002180032467e-07,0.0,3.468002180032467e-07
1745,0.0,3.783580986294055e-07,0.0,3.783580986294055e-07
1746,0.0,1.6511761355023476e-07,0.0,1.6511761355023476e-07
1747,0.0,1.3184037176269418e-07,0.0,1.3184037176269418e-07
1748,0.0,1.295387528037801e-07,0.0,1.295387528037801e-07
1749,0.0,9.622980050900359e-08,0.0,9.622980050900359e-08
1750,0.0,7.419788313914718e-08,0.0,7.419788313914718e-08
1751,0.0,6.794397882410002e-08,0.0,6.794397882410002e-08
1752,0.0,3.638609819794121e-08,0.0,3.638609819794121e-08
1753,0.0,3.638609819794121e-08,0.0,3.638609819794121e-08
1754,0.0,4.477915283018774e-08,0.0,4.477915283018774e-08
1755,0.0,5.6552652085071845e-08,0.0,5.6552652085071845e-08
1756,0.0,5.463284225015741e-08,0.0,5.463284225015741e-08
1757,0.0,5.031967832889807e-08,0.0,5.031967832889807e-08
1758,0.0,8.047241755499662e-08,0.0,8.047241755499662e-08
1759,0.0,8.395121245793494e-08,0.0,8.395121245793494e-08
1760,0.0,1.50485386691506e-07,0.0,1.50485386691506e-07
1761,0.0,1.5458658454901653e-07,0.0,1.5458658454901653e-07
1762,0.0,1.4185593550613313e-07,0.0,1.4185593550613313e-07
1763,0.0,1.3882046496454287e-07,0.0,1.3882046496454287e-07
1764,0.0,1.3507201097289518e-07,0.0,1.3507201097289518e-07
1765,0.0,9.778099447592987e-08,0.0,9.778099447592987e-08
1766,0.0,1.3511482421790788e-07,0.0,1.3511482421790788e-07
1767,0.0,6.858064998433682e-08,0.0,6.858064998433682e-08
1768,0.0,5.729167083602858e-08,0.0,5.729167083602858e-08
1769,0.0,5.460908880650095e-08,0.0,5.460908880650095e-08
1770,0.0,7.76724614784793e-08,0.0,7.76724614784793e-08
1771,0.0,7.977099768043314e-08,0.0,7.977099768043314e-08
1772,0.0,9.558748814697537e-08,0.0,9.558748814697537e-08
1773,0.0,7.2941200000644e-08,0.0,7.2941200000644e-08
1774,0.0,8.095858967343312e-08,0.0,8.095858967343312e-08
1775,0.0,8.137154290060217e-08,0.0,8.137154290060217e-08
1776,0.0,8.950865141140899e-08,0.0,8.950865141140899e-08
1777,0.0,6.936332904875339e-08,0.0,6.936332904875339e-08
1778,0.0,6.71761851224671e-08,0.0,6.71761851224671e-08
1779,0.0,6.160643753868758e-08,0.0,6.160643753868758e-08
1780,0.0,4.813838166179656e-08,0.0,4.813838166179656e-08
1781,0.0,5.54211269892286e-08,0.0,5.54211269892286e-08
1782,0.0,5.3960015630341984e-08,0.0,5.3960015630341984e-08
1783,0.0,5.452130328161989e-08,0.0,5.452130328161989e-08
1784,0.0,5.493219720368156e-08,0.0,5.493219720368156e-08
1785,0.0,4.820688825901698e-08,0.0,4.820688825901698e-08
1786,0.0,4.734083410998632e-08,0.0,4.734083410998632e-08
1787,0.0,4.6509978217963114e-08,0.0,4.6509978217963114e-08
1788,0.0,3.6436051509269873e-08,0.0,3.6436051509269873e-08
1789,0.0,4.49170175339678e-08,0.0,4.49170175339678e-08
1790,0.0,4.5057408597821384e-08,0.0,4.5057408597821384e-08
1791,0.0,5.2588126488371604e-08,0.0,5.2588126488371604e-08
1792,0.0,5.749957614804251e-08,0.0,5.749957614804251e-08
1793,0.0,5.6993086060076944e-08,0.0,5.6993086060076944e-08
1794,0.0,6.310551725619007e-08,0.0,6.310551725619007e-08
1795,0.0,6.427221370992292e-08,0.0,6.427221370992292e-08
1796,0.0,5.8112112201667646e-08,0.0,5.8112112201667646e-08
1797,0.0,5.891102716759633e-08,0.0,5.891102716759633e-08
1798,0.0,1.1170359824421081e-07,0.0,1.1170359824421081e-07
1799,0.0,1.1238326130020531e-07,0.0,1.1238326130020531e-07
1800,0.0,1.175056359516345e-07,0.0,1.175056359516345e-07
1801,0.0,1.1634824913033168e-07,0.0,1.1634824913033168e-07
1802,0.0,1.242815283067752e-07,0.0,1.242815283067752e-07
1803,0.0,1.302803954875539e-07,0.0,1.302803954875539e-07
1804,0.0,1.319305629822663e-07,0.0,1.319305629822663e-07
1805,0.0,8.282027000713502e-08,0.0,8.282027000713502e-08
1806,0.0,8.647013873184863e-08,0.0,8.647013873184863e-08
1807,0.0,8.983892740843658e-08,0.0,8.983892740843658e-08
1808,0.0,9.749188174217644e-08,0.0,9.749188174217644e-08
1809,0.0,9.07645402646397e-08,0.0,9.07645402646397e-08
1810,0.0,8.946129932090636e-08,0.0,8.946129932090636e-08
1811,0.0,8.989262616816112e-08,0.0,8.989262616816112e-08
1812,4.774165190164175e-10,9.062801455326865e-08,4.774165190164175e-10,9.062801455326865e-08
1813,4.774165190164175e-10,8.791604549125103e-08,4.774165190164175e-10,8.791604549125103e-08
1814,4.774165190164175e-10,8.037171588577102e-08,4.774165190164175e-10,8.037171588577102e-08
1815,4.774165190164175e-10,7.336018675070071e-08,4.774165190164175e-10,7.336018675070071e-08
1816,4.774165190164175e-10,7.717170750051342e-08,4.774165190164175e-10,7.717170750051342e-08
1817,4.774165190164175e-10,7.56057616513317e-08,4.774165190164175e-10,7.56057616513317e-08
1818,4.774165190164175e-10,7.355444811959647e-08,4.774165190164175e-10,7.355444811959647e-08
1819,0.0,7.766549003918044e-08,0.0,7.766549003918044e-08
1820,0.0,7.79199805630729e-08,0.0,7.79199805630729e-08
1821,0.0,7.928316796730022e-08,0.0,7.928316796730022e-08
1822,0.0,8.304477715016998e-08,0.0,8.304477715016998e-08
1823,0.0,8.202865840546889e-08,0.0,8.202865840546889e-08
1824,0.0,8.594208823962748e-08,0.0,8.594208823962748e-08
1825,0.0,8.412444734468799e-08,0.0,8.412444734468799e-08
1826,0.0,7.14904767765542e-08,0.0,7.14904767765542e-08
1827,0.0,7.197735334736016e-08,0.0,7.197735334736016e-08
1828,0.0,6.730256276097992e-08,0.0,6.730256276097992e-08
1829,0.0,6.215860131370781e-08,0.0,6.215860131370781e-08
1830,0.0,5.957932915277654e-08,0.0,5.957932915277654e-08
1831,0.0,5.0636714884636347e-08,0.0,5.0636714884636347e-08
1832,0.0,4.721424470436172e-08,0.0,4.721424470436172e-08
1833,0.0,4.846023620481381e-08,0.0,4.846023620481381e-08
1834,0.0,4.497064714265824e-08,0.0,4.497064714265824e-08
1835,0.0,4.4912539972788834e-08,0.0,4.4912539972788834e-08
1836,0.0,4.388674871133194e-08,0.0,4.388674871133194e-08
1837,0.0,4.064081947165375e-08,0.0,4.064081947165375e-08
1838,0.0,4.3764743955827205e-08,0.0,4.3764743955827205e-08
1839,0.0,4.358073241966005e-08,0.0,4.358073241966005e-08
1840,0.0,4.1173702415773864e-08,0.0,4.1173702415773864e-08
1841,0.0,4.067322250429177e-08,0.0,4.067322250429177e-08
1842,0.0,4.383074043395092e-08,0.0,4.383074043395092e-08
1843,0.0,4.4250485942143314e-08,0.0,4.4250485942143314e-08
1844,6.678285702221842e-11,4.509085447880677e-08,6.678285702221842e-11,4.509085447880677e-08
1845,6.678285702221842e-11,4.303557510354494e-08,6.678285702221842e-11,4.303557510354494e-08
1846,6.678285702221842e-11,4.407467508420788e-08,6.678285702221842e-11,4.407467508420788e-08
1847,6.678285702221842e-11,4.563275827048788e-08,6.678285702221842e-11,4.563275827048788e-08
1848,6.678285702221842e-11,4.647653132191668e-08,6.678285702221842e-11,4.647653132191668e-08
1849,6.678285702221842e-11,4.4122528614869745e-08,6.678285702221842e-11,4.4122528614869745e-08
1850,6.678285702221842e-11,4.020727547729816e-08,6.678285702221842e-11,4.020727547729816e-08
1851,4.642859509549981e-11,3.8558580074875085e-08,4.642859509549981e-11,3.8558580074875085e-08
1852,4.642859509549981e-11,3.8010711023162e-08,4.642859509549981e-11,3.8010711023162e-08
1853,4.642859509549981e-11,3.543037380942289e-08,4.642859509549981e-11,3.543037380942289e-08
1854,4.642859509549981e-11,3.413714492036693e-08,4.642859509549981e-11,3.413714492036693e-08
1855,4.642859509549981e-11,3.375011736750366e-08,4.642859509549981e-11,3.375011736750366e-08
1856,4.642859509549981e-11,3.066997982565616e-08,4.642859509549981e-11,3.066997982565616e-08
1857,4.642859509549981e-11,3.4859347154890333e-08,4.642859509549981e-11,3.4859347154890333e-08
1858,0.0,3.6282947186399335e-08,0.0,3.6282947186399335e-08
1859,0.0,3.693469454089739e-08,0.0,3.693469454089739e-08
1860,0.0,4.50283231653462e-08,0.0,4.50283231653462e-08
1861,0.0,4.645688912928238e-08,0.0,4.645688912928238e-08
1862,0.0,4.756503026369176e-08,0.0,4.756503026369176e-08
1863,0.0,5.1839935772639885e-08,0.0,5.1839935772639885e-08
1864,0.0,4.875274228766102e-08,0.0,4.875274228766102e-08
1865,0.0,5.1352298921106665e-08,0.0,5.1352298921106665e-08
1866,0.0,5.052970461097825e-08,0.0,5.052970461097825e-08
1867,0.0,4.556723455704871e-08,0.0,4.556723455704871e-08
1868,0.0,4.347860991872819e-08,0.0,4.347860991872819e-08
1869,0.0,4.410116411739702e-08,0.0,4.410116411739702e-08
1870,0.0,4.1606899766780514e-08,0.0,4.1606899766780514e-08
1871,0.0,4.2219370856498376e-08,0.0,4.2219370856498376e-08
1872,0.0,4.053730303813349e-08,0.0,4.053730303813349e-08
1873,3.900875257732496e-11,3.946764794347603e-08,3.900875257732496e-11,3.946764794347603e-08
1874,3.900875257732496e-11,3.8243889325225866e-08,3.900875257732496e-11,3.8243889325225866e-08
1875,3.900875257732496e-11,3.7338040722748444e-08,3.900875257732496e-11,3.7338040722748444e-08
1876,3.900875257732496e-11,3.565697679976308e-08,3.900875257732496e-11,3.565697679976308e-08
1877,3.900875257732496e-11,3.41754500254865e-08,3.900875257732496e-11,3.41754500254865e-08
1878,3.900875257732496e-11,3.4633648583946656e-08,3.900875257732496e-11,3.4633648583946656e-08
1879,3.900875257732496e-11,3.40482263335876e-08,3.900875257732496e-11,3.40482263335876e-08
1880,0.0,3.6213021153181605e-08,0.0,3.6213021153181605e-08
1881,3.156559537563299e-11,3.722177410736549e-08,3.156559537563299e-11,3.722177410736549e-08
1882,3.156559537563299e-11,4.0772583531634154e-08,3.156559537563299e-11,4.0772583531634154e-08
1883,3.156559537563299e-11,4.2113525365396395e-08,3.156559537563299e-11,4.2113525365396395e-08
1884,3.156559537563299e-11,4.386393622926984e-08,3.156559537563299e-11,4.386393622926984e-08
1885,3.156559537563299e-11,4.384843523195871e-08,3.156559537563299e-11,4.384843523195871e-08
1886,3.156559537563299e-11,4.46222568736435e-08,3.156559537563299e-11,4.46222568736435e-08
1887,3.156559537563299e-11,4.5265150865653984e-08,3.156559537563299e-11,4.5265150865653984e-08
1888,5.400568484478388e-11,4.5074046336627105e-08,5.400568484478388e-11,4.5074046336627105e-08
1889,5.400568484478388e-11,4.652159647987121e-08,5.400568484478388e-11,4.652159647987121e-08
1890,5.400568484478388e-11,4.673215972924741e-08,5.400568484478388e-11,4.673215972924741e-08
1891,5.400568484478388e-11,4.5475314688506585e-08,5.400568484478388e-11,4.5475314688506585e-08
1892,5.400568484478388e-11,4.5914942705037124e-08,5.400568484478388e-11,4.5914942705037124e-08
1893,5.400568484478388e-11,4.483667633995278e-08,5.400568484478388e-11,4.483667633995278e-08
1894,5.400568484478388e-11,4.61629500339963e-08,5.400568484478388e-11,4.61629500339963e-08
1895,0.0,4.535070173363108e-08,0.0,4.535070173363108e-08
1896,0.0,4.131212908272833e-08,0.0,4.131212908272833e-08
1897,1.857675521347143e-11,3.9650189417475956e-08,1.857675521347143e-11,3.9650189417475956e-08
1898,1.857675521347143e-11,4.0130336133513215e-08,1.857675521347143e-11,4.0130336133513215e-08
1899,3.6790661786919745e-11,3.960121982718842e-08,3.6790661786919745e-11,3.960121982718842e-08
1900,3.6790661786919745e-11,3.8220249822172395e-08,3.6790661786919745e-11,3.8220249822172395e-08
1901,3.6790661786919745e-11,3.464388116063739e-08,3.6790661786919745e-11,3.464388116063739e-08
1902,5.4008952072542065e-11,3.493577059389606e-08,5.4008952072542065e-11,3.493577059389606e-08
1903,5.4008952072542065e-11,3.3556887300635804e-08,5.4008952072542065e-11,3.3556887300635804e-08
1904,5.1285936806890116e-11,3.301863392225966e-08,5.1285936806890116e-11,3.301863392225966e-08
1905,5.1285936806890116e-11,3.2861768417546955e-08,5.1285936806890116e-11,3.2861768417546955e-08
1906,4.858701635468421e-11,3.13451423547154e-08,4.858701635468421e-11,3.13451423547154e-08
1907,4.858701635468421e-11,3.258313441278915e-08,4.858701635468421e-11,3.258313441278915e-08
1908,4.858701635468421e-11,3.32366560940045e-08,4.858701635468421e-11,3.32366560940045e-08
1909,3.136872606906189e-11,3.3552445647241514e-08,3.136872606906189e-11,3.3552445647241514e-08
1910,3.136872606906189e-11,3.5175015662097005e-08,3.136872606906189e-11,3.5175015662097005e-08
1911,1.5514986121242405e-11,3.710034539900724e-08,1.5514986121242405e-11,3.710034539900724e-08
1912,1.5514986121242405e-11,3.69411066815571e-08,1.5514986121242405e-11,3.69411066815571e-08
1913,0.0,3.791969455895534e-08,0.0,3.791969455895534e-08
1914,0.0,3.7615710165742455e-08,0.0,3.7615710165742455e-08
1915,0.0,3.7598655617492634e-08,0.0,3.7598655617492634e-08
1916,0.0,3.8140516522844337e-08,0.0,3.8140516522844337e-08
1917,0.0,3.835671995895089e-08,0.0,3.835671995895089e-08
1918,0.0,3.686653471390855e-08,0.0,3.686653471390855e-08
1919,0.0,3.67923581125394e-08,0.0,3.67923581125394e-08
1920,0.0,3.734030126370921e-08,0.0,3.734030126370921e-08
1921,0.0,3.729807573904509e-08,0.0,3.729807573904509e-08
1922,0.0,3.6892221341336806e-08,0.0,3.6892221341336806e-08
1923,0.0,3.476126789589021e-08,0.0,3.476126789589021e-08
1924,0.0,3.395800999125445e-08,0.0,3.395800999125445e-08
1925,0.0,3.467907383480906e-08,0.0,3.467907383480906e-08
1926,0.0,3.5215031145087646e-08,0.0,3.5215031145087646e-08
1927,0.0,3.5284361844998916e-08,0.0,3.5284361844998916e-08
1928,0.0,3.667455393342932e-08,0.0,3.667455393342932e-08
1929,0.0,3.7102606193733275e-08,0.0,3.7102606193733275e-08
1930,0.0,7.727757024765327e-08,0.0,7.727757024765327e-08
1931,0.0,7.732688140598449e-08,0.0,7.732688140598449e-08
1932,4.7286492182203283e-11,7.62377731738135e-08,4.7286492182203283e-11,7.62377731738135e-08
1933,4.7286492182203283e-11,7.671436565358038e-08,4.7286492182203283e-11,7.671436565358038e-08
1934,1.1469011454831194e-10,7.590502956337072e-08,1.1469011454831194e-10,7.590502956337072e-08
1935,1.1469011454831194e-10,7.50810024945687e-08,1.1469011454831194e-10,7.50810024945687e-08
1936,1.1469011454831194e-10,7.606525948793725e-08,1.1469011454831194e-10,7.606525948793725e-08
1937,1.1469011454831194e-10,3.863003225238312e-08,1.1469011454831194e-10,3.863003225238312e-08
1938,1.1469011454831194e-10,4.091549296195548e-08,1.1469011454831194e-10,4.091549296195548e-08
