ngram,John Draper,John Drape
1678,0.0,0.0
1679,0.0,0.0
1680,0.0,0.0
1681,4.2928028116356083e-08,0.0
1682,4.2928028116356083e-08,0.0
1683,4.2928028116356083e-08,0.0
1684,4.2928028116356083e-08,0.0
1685,4.2928028116356083e-08,0.0
1686,4.2928028116356083e-08,0.0
1687,4.2928028116356083e-08,0.0
1688,0.0,0.0
1689,0.0,0.0
1690,0.0,0.0
1691,0.0,0.0
1692,0.0,0.0
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,7.016882567053731e-09,0.0
1698,1.6937530996788804e-08,0.0
1699,1.6937530996788804e-08,0.0
1700,1.6937530996788804e-08,0.0
1701,1.6937530996788804e-08,0.0
1702,1.6937530996788804e-08,0.0
1703,1.6937530996788804e-08,0.0
1704,9.920648429735074e-09,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,3.108106787814384e-08,0.0
1714,3.108106787814384e-08,0.0
1715,3.108106787814384e-08,0.0
1716,4.8063864507444775e-08,0.0
1717,4.8063864507444775e-08,0.0
1718,4.8063864507444775e-08,0.0
1719,4.8063864507444775e-08,0.0
1720,1.6982796629300926e-08,0.0
1721,2.5399809240005718e-08,0.0
1722,2.5399809240005718e-08,0.0
1723,8.41701261070479e-09,0.0
1724,8.41701261070479e-09,0.0
1725,8.41701261070479e-09,0.0
1726,8.41701261070479e-09,0.0
1727,8.41701261070479e-09,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,3.339524060460722e-08,0.0
1732,3.339524060460722e-08,0.0
1733,3.339524060460722e-08,1.3471988730933454e-08
1734,3.339524060460722e-08,1.3471988730933454e-08
1735,3.339524060460722e-08,1.3471988730933454e-08
1736,3.339524060460722e-08,1.3471988730933454e-08
1737,3.339524060460722e-08,1.3471988730933454e-08
1738,0.0,1.3471988730933454e-08
1739,0.0,1.3471988730933454e-08
1740,7.166661930568807e-09,0.0
1741,7.166661930568807e-09,0.0
1742,7.166661930568807e-09,0.0
1743,7.166661930568807e-09,0.0
1744,1.1417559469301913e-08,4.250897538733105e-09
1745,1.1417559469301913e-08,4.250897538733105e-09
1746,1.617171564914445e-08,4.250897538733105e-09
1747,9.005053718575645e-09,4.250897538733105e-09
1748,1.597044680628252e-08,4.250897538733105e-09
1749,1.597044680628252e-08,4.250897538733105e-09
1750,1.9124840631791684e-08,4.250897538733105e-09
1751,1.4873943093058578e-08,0.0
1752,1.4873943093058578e-08,0.0
1753,1.0119786913216039e-08,0.0
1754,1.0119786913216039e-08,0.0
1755,6.835315551662851e-09,0.0
1756,6.835315551662851e-09,0.0
1757,3.6809217261536885e-09,0.0
1758,3.6809217261536885e-09,0.0
1759,7.00383370347676e-09,0.0
1760,7.00383370347676e-09,0.0
1761,7.00383370347676e-09,0.0
1762,3.3229119773230717e-09,0.0
1763,3.3229119773230717e-09,0.0
1764,3.3229119773230717e-09,0.0
1765,8.955750173202302e-09,0.0
1766,5.632838195879231e-09,0.0
1767,8.444193408000241e-09,0.0
1768,8.444193408000241e-09,0.0
1769,8.444193408000241e-09,0.0
1770,1.3936949626115945e-08,0.0
1771,2.399235248568792e-08,0.0
1772,1.835951428980869e-08,0.0
1773,2.3322887240543163e-08,0.0
1774,2.0511532028422153e-08,0.0
1775,2.0511532028422153e-08,0.0
1776,2.5688564164738636e-08,0.0
1777,2.0195807946622934e-08,0.0
1778,1.2795000107043312e-08,0.0
1779,1.2795000107043312e-08,0.0
1780,2.8005214401462452e-08,0.0
1781,4.080700501317226e-08,0.0
1782,4.287027685226771e-08,0.0
1783,3.769324471595123e-08,0.0
1784,3.769324471595123e-08,0.0
1785,3.658089907178562e-08,0.0
1786,4.040586430521996e-08,0.0
1787,2.515257792522009e-08,2.4601504325768732e-09
1788,1.4836787544579368e-08,2.4601504325768732e-09
1789,1.388316116037101e-08,2.4601504325768732e-09
1790,1.8093179652924263e-08,2.4601504325768732e-09
1791,1.8093179652924263e-08,2.4601504325768732e-09
1792,1.8633440314528926e-08,2.4601504325768732e-09
1793,1.7629031567878428e-08,2.4601504325768732e-09
1794,3.362290852087264e-08,0.0
1795,3.113690828980355e-08,0.0
1796,3.545980004864597e-08,0.0
1797,3.395366616436897e-08,0.0
1798,3.7267342608718734e-08,0.0
1799,3.977469350705373e-08,0.0
1800,4.403751268406657e-08,0.0
1801,2.356587252323144e-08,0.0
1802,3.226680024757757e-08,0.0
1803,3.185885228645142e-08,0.0
1804,2.973676749284948e-08,0.0
1805,3.088223648235149e-08,2.47730296593878e-10
1806,2.876225077156188e-08,2.47730296593878e-10
1807,2.5675729003233575e-08,2.47730296593878e-10
1808,2.6581272104055287e-08,2.47730296593878e-10
1809,2.23745870719938e-08,5.934412802436181e-10
1810,2.42098326782728e-08,8.013150619236496e-10
1811,2.586867659764331e-08,1.0253794321560657e-09
1812,2.4833654624753113e-08,7.776491355621878e-10
1813,2.644159837115824e-08,7.776491355621878e-10
1814,2.7438115018136548e-08,1.177118767538486e-09
1815,3.014142256420525e-08,1.177118767538486e-09
1816,3.1819861539312503e-08,8.314077838887459e-10
1817,3.4121816483434486e-08,6.235340022087144e-10
1818,3.410225574944954e-08,3.994696319762982e-10
1819,3.3692117032809877e-08,3.994696319762982e-10
1820,3.228920369175674e-08,3.994696319762982e-10
1821,2.85222420919646e-08,0.0
1822,2.637586098736782e-08,0.0
1823,2.382668462530546e-08,0.0
1824,1.5689405457359433e-08,0.0
1825,1.5645357898108614e-08,0.0
1826,1.5236417461039764e-08,0.0
1827,1.436087033417672e-08,9.996436218478217e-11
1828,1.3556549216531266e-08,9.996436218478217e-11
1829,1.2727529569949475e-08,9.996436218478217e-11
1830,1.019754522094526e-08,2.822178443321174e-10
1831,1.2993768791095102e-08,2.822178443321174e-10
1832,1.3340372806425194e-08,3.63625566165585e-10
1833,1.4364778002016822e-08,3.63625566165585e-10
1834,1.4787387124316962e-08,2.6366120398080284e-10
1835,1.6768707057833254e-08,2.6366120398080284e-10
1836,1.720003339755749e-08,6.943223297893399e-10
1837,1.7956570072133867e-08,5.120688476420046e-10
1838,1.6179471730635797e-08,5.120688476420046e-10
1839,1.5104856793917472e-08,4.3066112580853703e-10
1840,1.3426640117180405e-08,4.3066112580853703e-10
1841,1.3613168497223732e-08,7.651744634732235e-10
1842,1.2313423804398229e-08,9.394370519595035e-10
1843,1.2749204485779891e-08,6.341368699988184e-10
1844,1.2686850046707474e-08,6.979834131305904e-10
1845,1.1983111265172802e-08,8.893972820127922e-10
1846,1.2342444907379298e-08,8.893972820127922e-10
1847,1.1433018151255477e-08,1.1209097420091955e-09
1848,9.964686472788538e-09,8.386277545418303e-10
1849,1.3892369921109093e-08,6.643651660555503e-10
1850,1.3309314412473278e-08,5.390042222076983e-10
1851,1.2408056487040703e-08,4.751576790759263e-10
1852,1.188927191618307e-08,2.837438101937246e-10
1853,1.1462601915265428e-08,2.837438101937246e-10
1854,1.4419564399657605e-08,5.2231350197321345e-11
1855,1.6184090639066133e-08,0.0
1856,1.4374568709943754e-08,1.8951909882706071e-10
1857,1.5170653812544643e-08,2.8126906359560166e-10
1858,1.8020722374651702e-08,2.8126906359560166e-10
1859,1.8593453633895607e-08,2.8126906359560166e-10
1860,1.8841273937856125e-08,2.8126906359560166e-10
1861,2.496853314580351e-08,2.8126906359560166e-10
1862,2.481464024737891e-08,3.3441068168573093e-10
1863,2.3277265956015266e-08,1.4489158285867021e-10
1864,2.291689580959298e-08,5.314161809012928e-11
1865,2.0698114333583817e-08,5.314161809012928e-11
1866,2.3689057192046092e-08,9.530302737457776e-11
1867,2.564290075517712e-08,9.530302737457776e-11
1868,2.4954767522241842e-08,9.530302737457776e-11
1869,2.383609639825376e-08,1.1753648847851698e-10
1870,2.5813601668898756e-08,1.1753648847851698e-10
1871,3.4452123059176236e-08,1.1753648847851698e-10
1872,3.4144066621674285e-08,1.1753648847851698e-10
1873,3.26204198890829e-08,7.537507919406851e-11
1874,3.4563224155752844e-08,7.537507919406851e-11
1875,2.768418028153974e-08,7.537507919406851e-11
1876,2.723748718632838e-08,3.649753515284309e-11
1877,2.5904003767404253e-08,3.649753515284309e-11
1878,1.8474674996176484e-08,3.649753515284309e-11
1879,2.0022208145422027e-08,3.649753515284309e-11
1880,2.1823827316731174e-08,6.779121906687533e-11
1881,1.8760395649662443e-08,6.779121906687533e-11
1882,1.8021297216413197e-08,6.779121906687533e-11
1883,2.155885806384309e-08,3.1293683914032247e-11
1884,2.1958214294467585e-08,3.1293683914032247e-11
1885,2.2458851032882065e-08,1.4170576022122716e-10
1886,2.258720626408766e-08,1.4170576022122716e-10
1887,2.3420549055686024e-08,1.104120763071949e-10
1888,2.529671253423008e-08,2.1310765057387064e-10
1889,2.7184978839451494e-08,2.1310765057387064e-10
1890,2.5404756393803448e-08,2.1310765057387064e-10
1891,2.618291640642058e-08,2.1310765057387064e-10
1892,2.479196352973239e-08,1.0269557426667575e-10
1893,2.490952942326073e-08,1.903782052638446e-10
1894,2.1260647845419304e-08,1.903782052638446e-10
1895,1.9839339060467864e-08,1.0780386702372421e-10
1896,1.981657428627516e-08,1.0780386702372421e-10
1897,2.0320967004343922e-08,1.0780386702372421e-10
1898,2.0241017750777246e-08,1.2493406309488364e-10
1899,2.165461257927096e-08,1.2493406309488364e-10
1900,2.1122979175304735e-08,3.72514320977148e-11
1901,2.4500961259832366e-08,3.72514320977148e-11
1902,2.6831885031291288e-08,3.3480673590689596e-11
1903,2.574880981447742e-08,3.3480673590689596e-11
1904,2.901929947134769e-08,3.3480673590689596e-11
1905,2.7749509103257097e-08,4.52934128695023e-11
1906,2.719721032511708e-08,4.52934128695023e-11
1907,3.200196095422468e-08,7.311845077819155e-11
1908,2.8757614067842496e-08,8.615039435801362e-11
1909,2.685795623997527e-08,6.979991683848346e-11
1910,2.6335081924701498e-08,6.979991683848346e-11
1911,2.351935053062399e-08,6.979991683848346e-11
1912,2.327947384068401e-08,4.085698148851133e-11
1913,2.166119334694778e-08,4.085698148851133e-11
1914,1.5968051896615114e-08,1.303194357982207e-11
1915,1.5622834074032913e-08,0.0
1916,1.324672035555149e-08,0.0
1917,1.4498726980909688e-08,9.290508838434773e-11
1918,1.4813145947962475e-08,1.065661150593097e-10
1919,2.485635411783197e-08,1.4706130955856522e-10
1920,2.631784117619012e-08,1.6908578703844768e-10
1921,2.7910050715007628e-08,1.6908578703844768e-10
1922,2.7925007132064853e-08,1.6908578703844768e-10
1923,2.9401175335611437e-08,2.3905435765834785e-10
1924,2.8157114354395877e-08,1.9253259899075304e-10
1925,2.5844558493304248e-08,2.2255839235033444e-10
1926,1.7932614885093504e-08,1.8206319785107894e-10
1927,1.7207740756118384e-08,2.0321931835733308e-10
1928,1.7820365627585488e-08,2.0321931835733308e-10
1929,1.8210996647180115e-08,3.713202166379302e-10
1930,1.7753414611425862e-08,3.789354584084391e-10
1931,1.7510353040555467e-08,3.3255212869168615e-10
1932,1.7401592674762663e-08,2.8886530865714274e-10
1933,1.8503750024275893e-08,2.8886530865714274e-10
1934,1.845820689944893e-08,2.4568471067100614e-10
1935,1.8217491261550223e-08,2.879135778994473e-10
1936,1.9657709365057078e-08,1.7949456603589502e-10
1937,1.8753440578223035e-08,1.01910753645486e-10
1938,2.9244563469278872e-08,1.01910753645486e-10
1939,2.8761619752515344e-08,1.01910753645486e-10
1940,2.5132060876842388e-08,1.264306754527362e-10
1941,2.4027358896156718e-08,1.264306754527362e-10
1942,2.1925686916850802e-08,8.420180822429505e-11
1943,1.9260335041134828e-08,2.4519921807250202e-11
1944,1.9364646013692825e-08,2.4519921807250202e-11
1945,7.974960057412415e-09,2.4519921807250202e-11
1946,7.964255096685032e-09,7.172179120448367e-11
1947,7.372814739678038e-09,4.720186939723346e-11
1948,7.355173739905954e-09,4.720186939723346e-11
1949,6.912097687867507e-09,4.720186939723346e-11
1950,7.44698233238036e-09,4.720186939723346e-11
1951,7.955132933342871e-09,4.720186939723346e-11
1952,8.828664973695562e-09,4.720186939723346e-11
1953,1.0069029610093594e-08,0.0
1954,1.0796579249675427e-08,0.0
1955,1.1165880664520955e-08,4.135131126403735e-11
1956,1.1214225104083653e-08,4.135131126403735e-11
1957,1.1014895789125084e-08,5.3473907841399586e-11
1958,1.1387351379304228e-08,5.3473907841399586e-11
1959,1.1201893634904536e-08,5.3473907841399586e-11
1960,1.1035715706343905e-08,1.03834179349909e-10
1961,1.0739072234652473e-08,1.3595309996830959e-10
1962,1.1151640626800535e-08,1.1401363781653779e-10
1963,1.1505224328800523e-08,1.1401363781653779e-10
1964,1.126963462232717e-08,1.0189104123917555e-10
1965,1.1286413962149514e-08,1.4383372072744394e-10
1966,1.1209738407355222e-08,1.52204817202176e-10
1967,1.2948488249873793e-08,1.0184454569366658e-10
1968,1.4792769168333767e-08,7.81571563420894e-11
1969,1.4605783630169559e-08,7.583808481997118e-11
1970,1.4428223695160471e-08,7.583808481997118e-11
1971,1.4466570861872339e-08,9.288101537885396e-11
1972,1.37190091033444e-08,6.74961584639406e-11
1973,1.328559732069071e-08,6.69824899911044e-11
1974,1.012341810380235e-08,7.473645115472851e-11
1975,7.574875774249027e-09,8.172702594043204e-11
1976,7.207889967426289e-09,9.521097402550741e-11
1977,7.767888618051951e-09,1.4102747541195575e-10
1978,8.233887984131018e-09,1.2398454485307298e-10
1979,8.121844022720585e-09,1.1515716108864308e-10
1980,8.131331290834559e-09,1.2220893592730852e-10
1981,9.302447447266462e-09,1.144549747636844e-10
1982,1.0176577168254295e-08,1.131302814324656e-10
1983,1.0204960178482127e-08,8.959316522798894e-11
1984,9.410961724195691e-09,4.37766638415406e-11
1985,8.995406134256915e-09,5.065918369319609e-11
1986,8.85693493149883e-09,4.2928744884270944e-11
1987,9.148998955258288e-09,7.255590077161398e-11
1988,8.195105229345602e-09,9.23386892741946e-11
1989,7.469422033271452e-09,8.457108773206125e-11
1990,1.845692132462773e-08,7.75314782613152e-11
1991,1.877732223677851e-08,1.3381344940840582e-10
1992,1.907456421384219e-08,1.2693092955675033e-10
1993,1.909978099488642e-08,1.6371835583656972e-10
1994,1.8770616362827142e-08,1.1918199710866543e-10
1995,1.8975488291772535e-08,9.939920860608481e-11
1996,1.9438077433367847e-08,9.306939742691002e-11
1997,8.505682380643975e-09,9.306939742691002e-11
1998,8.006524078650403e-09,3.678742627981941e-11
1999,8.377139870674455e-09,3.678742627981941e-11
2000,8.304595995005976e-09,0.0
2001,8.26643528232093e-09,0.0
2002,8.468076906353872e-09,0.0
2003,8.916933223547728e-09,0.0
2004,9.251491001854056e-09,0.0
2005,9.881084648912162e-09,0.0
2006,9.889270481876013e-09,6.860781783960387e-11
2007,1.0250892071691657e-08,7.371677425229071e-11
2008,1.0088659812319228e-08,7.371677425229071e-11
2009,9.727143788852897e-09,8.950438852374707e-11
2010,9.488956794915079e-09,8.950438852374707e-11
2011,9.146882870173353e-09,9.832333112374287e-11
2012,8.525362003654533e-09,9.832333112374287e-11
2013,8.112058453540222e-09,2.9715513284139e-11
2014,7.65052231090278e-09,2.4606556871452158e-11
2015,7.850086739377308e-09,2.9772454343149743e-11
2016,7.88873461792556e-09,1.3984840071693379e-11
2017,7.480188468633742e-09,1.6315646750308943e-11
2018,7.253886735725246e-09,7.232256460376618e-12
2019,7.628577547436066e-09,9.040320575470773e-12
