ngram,Gammma,Gamma
1660,0.0,0.0
1661,0.0,0.0
1662,0.0,0.0
1663,0.0,0.0
1664,0.0,7.860596237411041e-08
1665,0.0,7.860596237411041e-08
1666,0.0,1.1855435997988804e-07
1667,0.0,1.1855435997988804e-07
1668,0.0,1.1855435997988804e-07
1669,0.0,1.1855435997988804e-07
1670,0.0,1.1855435997988804e-07
1671,0.0,3.9948397605777634e-08
1672,0.0,3.9948397605777634e-08
1673,0.0,0.0
1674,0.0,0.0
1675,0.0,0.0
1676,0.0,0.0
1677,0.0,3.35861979497817e-08
1678,0.0,3.35861979497817e-08
1679,0.0,3.35861979497817e-08
1680,0.0,5.168812679455316e-08
1681,0.0,7.406397425516584e-08
1682,0.0,7.406397425516584e-08
1683,0.0,1.1819843085244689e-07
1684,0.0,1.1383381247144695e-07
1685,0.0,1.1383381247144695e-07
1686,0.0,1.1383381247144695e-07
1687,0.0,9.573188362667549e-08
1688,0.0,7.335603616606282e-08
1689,0.0,7.335603616606282e-08
1690,0.0,2.9221579568781764e-08
1691,0.0,2.446605305652026e-08
1692,0.0,2.446605305652026e-08
1693,0.0,2.446605305652026e-08
1694,0.0,2.446605305652026e-08
1695,0.0,3.99728565168646e-08
1696,0.0,3.99728565168646e-08
1697,0.0,3.99728565168646e-08
1698,0.0,1.550680346034434e-08
1699,0.0,4.1645884201508513e-08
1700,0.0,4.1645884201508513e-08
1701,0.0,5.1312643531023893e-08
1702,0.0,3.580584007067955e-08
1703,0.0,3.580584007067955e-08
1704,0.0,3.580584007067955e-08
1705,0.0,3.580584007067955e-08
1706,0.0,9.666759329515377e-09
1707,0.0,9.666759329515377e-09
1708,0.0,0.0
1709,0.0,2.4050032314854823e-08
1710,0.0,2.4050032314854823e-08
1711,0.0,2.4050032314854823e-08
1712,0.0,3.4913452192800576e-08
1713,0.0,5.654948255693983e-08
1714,0.0,6.612109310870957e-08
1715,0.0,6.612109310870957e-08
1716,0.0,5.978097712094105e-08
1717,0.0,6.742238259757219e-08
1718,0.0,6.742238259757219e-08
1719,0.0,5.6558962719626445e-08
1720,0.0,4.3984060584177446e-08
1721,0.0,5.193256618391777e-08
1722,0.0,5.193256618391777e-08
1723,0.0,3.422264985683146e-08
1724,0.0,4.4194003123720904e-08
1725,0.0,5.1546956163812345e-08
1726,0.0,1.9207191063027755e-07
1727,0.0,1.8985349825584308e-07
1728,0.0,1.7233338210433301e-07
1729,0.0,1.7233338210433301e-07
1730,0.0,1.7233338210433301e-07
1731,0.0,1.6865410249319472e-07
1732,0.0,1.6130114945310326e-07
1733,0.0,2.0776194986638075e-08
1734,0.0,2.4256942359508164e-08
1735,0.0,3.719079444408635e-08
1736,0.0,4.270311951667541e-08
1737,0.0,4.270311951667541e-08
1738,0.0,2.876964038429313e-08
1739,0.0,3.52314733577584e-08
1740,0.0,5.020603057102692e-08
1741,0.0,4.582391812034205e-08
1742,0.0,3.9267438316820906e-08
1743,0.0,5.301790041910083e-08
1744,0.0,7.98022635909287e-08
1745,0.0,7.98022635909287e-08
1746,0.0,8.329638490067737e-08
1747,0.0,6.832182768740885e-08
1748,0.0,8.057913701366357e-08
1749,0.0,1.0888872736813937e-07
1750,0.0,1.0611959717315195e-07
1751,0.0,8.290437263675748e-08
1752,0.0,8.68029627858797e-08
1753,0.0,8.187636092925135e-08
1754,0.0,1.0698077370006689e-07
1755,0.0,1.0804865243788494e-07
1756,0.0,8.550357196871314e-08
1757,0.0,8.423553131210935e-08
1758,0.0,9.309673184735143e-08
1759,0.0,9.267693660116752e-08
1760,0.0,1.2756808790267575e-07
1761,0.0,1.1356594496549275e-07
1762,0.0,1.0502973424308948e-07
1763,0.0,9.288785207672845e-08
1764,0.0,8.328359513143369e-08
1765,0.0,9.737993167391323e-08
1766,0.0,1.2451060525466217e-07
1767,0.0,1.1109062114655899e-07
1768,0.0,9.998835131292643e-08
1769,0.0,1.0448932081479662e-07
1770,0.0,1.1890392873478309e-07
1771,0.0,1.1854785699126427e-07
1772,0.0,9.202118127810926e-08
1773,0.0,1.133155278815983e-07
1774,0.0,8.681500826160768e-08
1775,0.0,9.548107574427636e-08
1776,0.0,1.0194873415311381e-07
1777,0.0,8.753412623312734e-08
1778,0.0,8.226883859866316e-08
1779,0.0,9.763895292280722e-08
1780,0.0,4.8084278146477896e-08
1781,0.0,4.999679502150554e-08
1782,0.0,4.348886102028311e-08
1783,0.0,2.1789904991464937e-08
1784,0.0,2.1789904991464937e-08
1785,0.0,2.1789904991464937e-08
1786,0.0,1.5800479401052925e-08
1787,0.0,1.3451339090205953e-08
1788,0.0,4.028296781858184e-08
1789,0.0,3.928821915418926e-08
1790,0.0,4.4812461043518074e-08
1791,0.0,4.589842728108806e-08
1792,0.0,4.9163213309912276e-08
1793,0.0,4.372661306056054e-08
1794,0.0,4.8716541023452464e-08
1795,0.0,2.1798939669232757e-08
1796,0.0,2.6324524401591783e-08
1797,0.0,3.7241068007176636e-08
1798,0.0,4.7728235078433756e-08
1799,0.0,5.3474992561015304e-08
1800,0.0,5.776418200907431e-08
1801,0.0,6.670446772716332e-08
1802,0.0,6.878506475516133e-08
1803,0.0,7.081809449971388e-08
1804,0.0,5.712300702295384e-08
1805,0.0,4.94450362558447e-08
1806,0.0,4.4053194108479536e-08
1807,0.0,4.293343813799311e-08
1808,0.0,3.323976192705556e-08
1809,0.0,3.5664989184169826e-08
1810,0.0,3.775018393119873e-08
1811,0.0,4.484861092026092e-08
1812,0.0,5.09791952144464e-08
1813,0.0,5.899825796161297e-08
1814,0.0,6.63028479103949e-08
1815,0.0,7.268904919247429e-08
1816,0.0,8.176067061478015e-08
1817,0.0,8.103489790300955e-08
1818,0.0,8.802005067666738e-08
1819,0.0,9.257315574424346e-08
1820,0.0,9.361052783723218e-08
1821,0.0,1.1531616093764439e-07
1822,0.0,1.1430062788316978e-07
1823,0.0,1.1336430308769455e-07
1824,0.0,1.1353716290938922e-07
1825,0.0,1.0759693022269598e-07
1826,0.0,1.0356442154651241e-07
1827,0.0,9.74762335610129e-08
1828,0.0,6.852389386072641e-08
1829,0.0,6.833344100089431e-08
1830,0.0,8.645992823273576e-08
1831,0.0,1.1166956426222896e-07
1832,0.0,1.1806585981893087e-07
1833,0.0,1.3679929976108595e-07
1834,0.0,1.369392274495697e-07
1835,0.0,1.4434613402970952e-07
1836,0.0,1.4603843569359144e-07
1837,0.0,1.341985808827368e-07
1838,0.0,1.1026761725929646e-07
1839,0.0,1.1442842356197097e-07
1840,0.0,1.0464981871548065e-07
1841,0.0,1.1793554019082616e-07
1842,0.0,1.1637173206021803e-07
1843,0.0,1.21197288649455e-07
1844,0.0,1.1981001892179067e-07
1845,0.0,1.2949891064246393e-07
1846,0.0,1.2214039202262938e-07
1847,0.0,1.2706321683708666e-07
1848,0.0,1.334090780704043e-07
1849,5.3739536630205616e-11,1.4361005388049568e-07
1850,5.3739536630205616e-11,1.41536656680533e-07
1851,5.3739536630205616e-11,1.4603392729993304e-07
1852,5.3739536630205616e-11,1.567557634172902e-07
1853,5.3739536630205616e-11,1.7012770062560127e-07
1854,5.3739536630205616e-11,1.8888278674467074e-07
1855,5.3739536630205616e-11,1.8525658467589373e-07
1856,0.0,1.9832123448233168e-07
1857,0.0,2.1516965732968985e-07
1858,0.0,2.1786057808575216e-07
1859,0.0,2.0836404043425967e-07
1860,0.0,2.0682743898500382e-07
1861,5.648668041250257e-11,1.8584761513856002e-07
1862,1.1220495167916868e-10,1.9147495931650026e-07
1863,1.1220495167916868e-10,1.8932741495193894e-07
1864,1.1220495167916868e-10,1.8678066128684024e-07
1865,1.5643150267205134e-10,2.064421867739189e-07
1866,1.5643150267205134e-10,2.2374894927322332e-07
1867,1.5643150267205134e-10,2.2474734708209455e-07
1868,9.994482225954876e-11,2.3750120549591104e-07
1869,4.422655099288266e-11,2.486077335106529e-07
1870,4.422655099288266e-11,2.5046061377257243e-07
1871,4.422655099288266e-11,2.519588317032425e-07
1872,0.0,2.2670936264798262e-07
1873,3.900875257732496e-11,2.1054152503958384e-07
1874,3.900875257732496e-11,2.1843302988600044e-07
1875,3.900875257732496e-11,2.11560427081687e-07
1876,3.900875257732496e-11,2.8233608264015076e-07
1877,3.900875257732496e-11,3.030072771740119e-07
1878,3.900875257732496e-11,3.2331111502311873e-07
1879,3.900875257732496e-11,3.4815076332961326e-07
1880,0.0,3.8249154345391746e-07
1881,6.313119075126598e-11,3.9957251577301835e-07
1882,6.313119075126598e-11,4.249677983482668e-07
1883,6.313119075126598e-11,3.72609991115626e-07
1884,6.313119075126598e-11,3.6327574954546957e-07
1885,6.313119075126598e-11,3.5977707771702884e-07
1886,6.313119075126598e-11,3.6407107830070474e-07
1887,6.313119075126598e-11,3.7711343533633877e-07
1888,0.0,4.0576907573657603e-07
1889,0.0,4.167783588725017e-07
1890,0.0,4.1876828049680626e-07
1891,2.5605051808977717e-11,4.488499355050278e-07
1892,2.5605051808977717e-11,4.608771949473781e-07
1893,2.5605051808977717e-11,4.5929803198825017e-07
1894,4.7696824664481394e-11,4.590062790807029e-07
1895,4.7696824664481394e-11,4.705515509937998e-07
1896,6.707725050006782e-11,4.70642041656382e-07
1897,6.707725050006782e-11,4.844239762340814e-07
1898,4.147219869109011e-11,4.885704600253251e-07
1899,4.147219869109011e-11,5.12549498970267e-07
1900,4.147219869109011e-11,5.444599975947182e-07
1901,1.9380425835586427e-11,5.739868242926605e-07
1902,3.659871612120875e-11,6.091352377422612e-07
1903,3.315743513088165e-11,6.60548818944205e-07
1904,4.901117507870114e-11,7.054938139715108e-07
1905,4.901117507870114e-11,7.570483668522294e-07
1906,4.901117507870114e-11,8.375452174342562e-07
1907,4.901117507870114e-11,9.128003577123829e-07
1908,4.901117507870114e-11,1.0036523251853526e-06
1909,3.179288479307882e-11,1.0475968516792428e-06
1910,1.5853739947819482e-11,1.123133634856848e-06
1911,0.0,1.2101611689883742e-06
1912,0.0,1.2550126322301885e-06
1913,0.0,1.2752996423971905e-06
1914,0.0,1.2853778506333974e-06
1915,1.593872256400175e-11,1.2660093813922555e-06
1916,1.593872256400175e-11,1.2744656682376184e-06
1917,1.593872256400175e-11,1.307983568819639e-06
1918,1.593872256400175e-11,1.2937839528603945e-06
1919,1.593872256400175e-11,1.310488723252742e-06
1920,1.593872256400175e-11,1.3104557703107794e-06
1921,1.593872256400175e-11,1.3388851454822413e-06
1922,0.0,1.3920557323997076e-06
1923,0.0,1.4050089670750561e-06
1924,0.0,1.4751237326241347e-06
1925,0.0,1.5309306036215276e-06
1926,0.0,1.5894304721898931e-06
1927,0.0,1.6606267243852407e-06
1928,0.0,1.7115196767138383e-06
1929,0.0,1.7976651796353899e-06
1930,0.0,1.8794111643468829e-06
1931,0.0,1.9259899610395744e-06
1932,0.0,1.9695652814074753e-06
1933,0.0,1.9908422440754033e-06
1934,0.0,1.9921743452349413e-06
1935,0.0,2.036398979856001e-06
1936,0.0,2.0479940628449967e-06
1937,0.0,2.1517831620648006e-06
1938,2.175225079424438e-11,2.139179059668095e-06
1939,2.175225079424438e-11,2.1277776665686232e-06
1940,2.175225079424438e-11,2.1021155102321894e-06
1941,2.175225079424438e-11,2.0944880816387013e-06
1942,4.666029665819796e-11,2.0661122042448758e-06
1943,4.666029665819796e-11,2.032931758679167e-06
1944,4.666029665819796e-11,1.9946896827605087e-06
1945,2.490804586395358e-11,2.015756243573768e-06
1946,2.490804586395358e-11,2.115992304295235e-06
1947,2.490804586395358e-11,2.225277463756876e-06
1948,4.200804585138432e-11,2.3081064617664585e-06
1949,1.709999998743074e-11,2.3698786922718033e-06
1950,1.709999998743074e-11,2.453022846436527e-06
1951,1.709999998743074e-11,2.502235020074295e-06
1952,3.2783949166503845e-11,2.554202995140388e-06
1953,4.8473185782731725e-11,2.623080295701844e-06
1954,4.8473185782731725e-11,2.9215612552694177e-06
1955,3.137318579530099e-11,3.1443897634224934e-06
1956,3.137318579530099e-11,3.33689938867922e-06
1957,5.686063723039528e-11,3.4874599025767694e-06
1958,5.686063723039528e-11,3.6481972074398072e-06
1959,4.1176688051322177e-11,3.821218375118665e-06
1960,3.607531238022535e-11,3.9485999617941814e-06
1961,4.7330881277777135e-11,3.794270047105134e-06
1962,4.7330881277777135e-11,3.771010077408781e-06
1963,4.7330881277777135e-11,3.78595486186636e-06
1964,2.1843429842682838e-11,3.735153086381615e-06
1965,2.1843429842682838e-11,3.6600760527757563e-06
1966,2.1843429842682838e-11,3.5858722964933676e-06
1967,3.778960577000794e-11,3.5063832391253006e-06
1968,2.653403687245616e-11,3.5170622010939823e-06
1969,2.653403687245616e-11,3.478356900034539e-06
1970,2.653403687245616e-11,3.4427938706877673e-06
1971,3.5484937409093116e-11,3.528827132218534e-06
1972,3.5484937409093116e-11,3.6251465189707233e-06
1973,3.5484937409093116e-11,3.691927564172407e-06
1974,1.7098403546197563e-11,3.7521811334175126e-06
1975,1.7098403546197563e-11,3.810993510861798e-06
1976,1.7098403546197563e-11,3.7773016694180635e-06
1977,2.512481443133525e-11,3.7058055763087135e-06
1978,2.4333842480699682e-11,3.5927182255233802e-06
1979,4.058924426722907e-11,3.452485608639628e-06
1980,1.0328386360455458e-10,3.3295063011402296e-06
1981,1.103959577522914e-10,3.174476530278168e-06
1982,1.2521894780990828e-10,2.9916022218198383e-06
1983,1.3262145350166422e-10,2.9879246475112657e-06
1984,1.3929622931309537e-10,2.944147809103015e-06
1985,1.5283852606137342e-10,2.8766889954567887e-06
1986,1.7112589767839407e-10,2.7954262610104967e-06
1987,1.2180621342910188e-10,2.7590763563369236e-06
1988,1.4813507513898395e-10,2.756886325577008e-06
1989,1.3996409686007587e-10,2.786455297609791e-06
1990,1.5919144028780126e-10,2.725850241144404e-06
1991,1.5105952203394883e-10,2.7376833843715886e-06
1992,1.3571964286545375e-10,2.74968423192539e-06
1993,1.0761822881257186e-10,2.800601935502657e-06
1994,9.424329372453855e-11,2.6836676495025003e-06
1995,7.181622955051584e-11,2.58327570788554e-06
1996,7.146625701940198e-11,2.4711313731781307e-06
1997,5.634145679762297e-11,2.3719220020471506e-06
1998,6.132776330420547e-11,2.2435930304709473e-06
1999,6.038866133341512e-11,2.1406645730946494e-06
2000,7.471701927798589e-11,2.012072107910561e-06
2001,9.499993946266677e-11,1.973613945795348e-06
2002,9.731276003264812e-11,1.909290339036878e-06
2003,1.0648513221982775e-10,1.831825621983236e-06
2004,1.0002662934049944e-10,1.7577874587004771e-06
2005,9.840824137717443e-11,1.6915581844451871e-06
2006,9.29849971821804e-11,1.6080610976132448e-06
2007,7.758244096759245e-11,1.5339344047658545e-06
2008,6.788167993979473e-11,1.4904535581601003e-06
2009,5.05561438447171e-11,1.5087136619383403e-06
2010,3.508173240994252e-11,1.5165353001326106e-06
2011,3.003518639156853e-11,1.4723564001022687e-06
2012,3.077771445441397e-11,1.4620991350966506e-06
2013,3.612873715475029e-11,1.4422975839676968e-06
2014,3.076157607409932e-11,1.4275118473960902e-06
2015,2.0179416917216156e-11,1.3925387065683026e-06
2016,1.603073774915563e-11,1.3342141431037038e-06
2017,1.87025273740149e-11,1.2805372193724907e-06
2018,2.2443032848817878e-11,1.289662645831413e-06
2019,9.36428972558856e-12,1.2859745481819118e-06
