ngram,Q.931,Q.91,Q.93,Q.31
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,4.4091616960681024e-08,0.0
1666,0.0,0.0,4.4091616960681024e-08,0.0
1667,0.0,0.0,4.4091616960681024e-08,0.0
1668,0.0,0.0,4.4091616960681024e-08,0.0
1669,0.0,0.0,4.4091616960681024e-08,0.0
1670,0.0,0.0,4.4091616960681024e-08,0.0
1671,0.0,0.0,4.4091616960681024e-08,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,3.157116980543963e-08,0.0
1690,0.0,0.0,3.157116980543963e-08,0.0
1691,0.0,0.0,3.157116980543963e-08,0.0
1692,0.0,0.0,3.157116980543963e-08,0.0
1693,0.0,0.0,3.157116980543963e-08,0.0
1694,0.0,0.0,3.157116980543963e-08,0.0
1695,0.0,0.0,3.157116980543963e-08,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,5.512325072589062e-09,0.0,0.0
1737,0.0,5.512325072589062e-09,0.0,0.0
1738,0.0,5.512325072589062e-09,0.0,0.0
1739,0.0,5.512325072589062e-09,0.0,0.0
1740,0.0,5.512325072589062e-09,0.0,0.0
1741,0.0,5.512325072589062e-09,0.0,0.0
1742,0.0,5.512325072589062e-09,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,5.66923650881433e-10,0.0
1798,0.0,0.0,5.66923650881433e-10,0.0
1799,0.0,0.0,5.66923650881433e-10,0.0
1800,0.0,0.0,5.66923650881433e-10,0.0
1801,0.0,0.0,5.66923650881433e-10,0.0
1802,0.0,0.0,5.66923650881433e-10,0.0
1803,0.0,0.0,5.66923650881433e-10,0.0
1804,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,2.35363189255671e-10,0.0,0.0
1809,0.0,2.35363189255671e-10,1.809248148124506e-10,1.809248148124506e-10
1810,0.0,2.35363189255671e-10,1.809248148124506e-10,1.809248148124506e-10
1811,0.0,2.35363189255671e-10,1.809248148124506e-10,1.809248148124506e-10
1812,0.0,2.35363189255671e-10,4.1963307432065934e-10,1.809248148124506e-10
1813,0.0,2.35363189255671e-10,4.1963307432065934e-10,1.809248148124506e-10
1814,0.0,2.35363189255671e-10,4.1963307432065934e-10,3.898829513206335e-10
1815,0.0,0.0,8.059144938700667e-10,5.830236610953371e-10
1816,0.0,0.0,1.005335116742247e-09,4.0209884628288657e-10
1817,0.0,0.0,1.005335116742247e-09,7.447939883878771e-10
1818,0.0,0.0,1.005335116742247e-09,7.447939883878771e-10
1819,0.0,0.0,9.169242983933909e-10,7.447939883878771e-10
1820,0.0,0.0,9.169242983933909e-10,7.447939883878771e-10
1821,0.0,2.571085090861759e-10,1.1740328074795669e-09,6.643901064227822e-10
1822,0.0,2.571085090861759e-10,7.877513879301595e-10,4.712493966480785e-10
1823,0.0,2.571085090861759e-10,8.287942713077915e-10,1.1735632227909726e-09
1824,0.0,2.571085090861759e-10,1.2311543213477145e-09,8.308680806859822e-10
1825,0.0,2.571085090861759e-10,1.357771125690529e-09,8.308680806859822e-10
1826,0.0,2.571085090861759e-10,1.3259719274952682e-09,8.308680806859822e-10
1827,0.0,2.571085090861759e-10,1.3259719274952682e-09,8.308680806859822e-10
1828,0.0,1.103293091807091e-10,1.0688634184090923e-09,8.126431353236033e-10
1829,0.0,3.2115214456039457e-10,2.1932518737674147e-09,9.531916922433936e-10
1830,0.0,3.2115214456039457e-10,1.771863552705152e-09,2.508778661004994e-10
1831,0.0,3.2115214456039457e-10,1.369503502665229e-09,2.508778661004994e-10
1832,0.0,3.2115214456039457e-10,1.2428866983224145e-09,2.508778661004994e-10
1833,0.0,3.2115214456039457e-10,1.2893449799885763e-09,2.508778661004994e-10
1834,0.0,3.2115214456039457e-10,1.2893449799885763e-09,2.508778661004994e-10
1835,0.0,2.1082283537968546e-10,1.2893449799885763e-09,2.2433195777184422e-10
1836,0.0,0.0,1.6495652463025375e-10,8.37834008520539e-11
1837,0.0,0.0,2.423979350574257e-10,8.37834008520539e-11
1838,0.0,0.0,2.423979350574257e-10,8.37834008520539e-11
1839,0.0,0.0,3.9396080842024617e-10,8.37834008520539e-11
1840,0.0,1.5117193211519212e-10,3.0459024984758846e-10,8.37834008520539e-11
1841,0.0,1.5117193211519212e-10,3.0459024984758846e-10,8.37834008520539e-11
1842,0.0,1.5117193211519212e-10,3.0459024984758846e-10,0.0
1843,0.0,1.5117193211519212e-10,3.0459024984758846e-10,0.0
1844,0.0,1.5117193211519212e-10,2.2714883942041653e-10,2.0034856313649081e-10
1845,0.0,1.5117193211519212e-10,2.2714883942041653e-10,2.0034856313649081e-10
1846,0.0,1.5117193211519212e-10,7.558596605759606e-11,2.0034856313649081e-10
1847,0.0,0.0,0.0,2.0034856313649081e-10
1848,0.0,0.0,5.4687675023399966e-11,2.0034856313649081e-10
1849,0.0,5.3739536630205616e-11,5.4687675023399966e-11,2.0034856313649081e-10
1850,0.0,5.3739536630205616e-11,1.0215758397943579e-10,2.0034856313649081e-10
1851,0.0,5.3739536630205616e-11,1.950147741704354e-10,0.0
1852,0.0,5.3739536630205616e-11,1.950147741704354e-10,0.0
1853,0.0,5.3739536630205616e-11,1.950147741704354e-10,0.0
1854,0.0,5.3739536630205616e-11,1.950147741704354e-10,0.0
1855,0.0,5.3739536630205616e-11,1.4032709914703545e-10,0.0
1856,0.0,0.0,1.4032709914703545e-10,0.0
1857,0.0,0.0,9.285719019099962e-11,0.0
1858,0.0,0.0,0.0,0.0
1859,0.0,0.0,0.0,0.0
1860,0.0,0.0,0.0,0.0
1861,0.0,5.648668041250257e-11,0.0,0.0
1862,0.0,5.648668041250257e-11,0.0,0.0
1863,0.0,5.648668041250257e-11,4.7737881108440257e-11,0.0
1864,0.0,5.648668041250257e-11,4.7737881108440257e-11,0.0
1865,0.0,5.648668041250257e-11,4.7737881108440257e-11,4.422655099288266e-11
1866,0.0,5.648668041250257e-11,4.7737881108440257e-11,4.422655099288266e-11
1867,0.0,5.648668041250257e-11,4.7737881108440257e-11,4.422655099288266e-11
1868,0.0,0.0,4.7737881108440257e-11,1.3384994699906982e-10
1869,0.0,0.0,4.7737881108440257e-11,1.7343583315541722e-10
1870,0.0,0.0,0.0,1.7343583315541722e-10
1871,0.0,0.0,0.0,1.7343583315541722e-10
1872,0.0,4.0951710276816906e-11,0.0,1.2920928216253458e-10
1873,0.0,4.0951710276816906e-11,3.900875257732496e-11,1.2920928216253458e-10
1874,0.0,4.0951710276816906e-11,1.5823089267413033e-10,1.2920928216253458e-10
1875,0.0,4.0951710276816906e-11,1.5823089267413033e-10,3.958588615634742e-11
1876,0.0,4.0951710276816906e-11,3.88222791216007e-10,0.0
1877,0.0,4.0951710276816906e-11,4.581261362332104e-10,0.0
1878,0.0,4.0951710276816906e-11,4.581261362332104e-10,3.6285359637590526e-11
1879,0.0,0.0,4.581261362332104e-10,1.410267973828943e-10
1880,0.0,0.0,4.1911738365588546e-10,1.410267973828943e-10
1881,3.156559537563299e-11,0.0,4.26157625061612e-10,2.0415798813416027e-10
1882,3.156559537563299e-11,3.240957898878857e-11,4.26157625061612e-10,2.0415798813416027e-10
1883,3.156559537563299e-11,3.240957898878857e-11,2.2828835449002176e-10,2.0415798813416027e-10
1884,3.156559537563299e-11,3.240957898878857e-11,1.888959167655508e-10,2.0415798813416027e-10
1885,3.156559537563299e-11,3.240957898878857e-11,2.469424724228984e-10,1.6787262849656973e-10
1886,3.156559537563299e-11,3.240957898878857e-11,2.469424724228984e-10,6.313119075126598e-11
1887,3.156559537563299e-11,3.240957898878857e-11,2.7457644094904966e-10,6.313119075126598e-11
1888,0.0,3.240957898878857e-11,1.7531690186890969e-10,0.0
1889,0.0,0.0,5.940512189304772e-10,2.6170894816347966e-11
1890,2.529569014570703e-11,2.529569014570703e-11,9.413639312505495e-10,5.1466584962055e-11
1891,2.529569014570703e-11,2.529569014570703e-11,9.620631275757724e-10,5.1466584962055e-11
1892,2.529569014570703e-11,4.776727228047609e-11,1.0613176488443494e-09,7.393816709682405e-11
1893,2.529569014570703e-11,4.776727228047609e-11,1.2919343809044852e-09,1.4312318988693055e-10
1894,2.529569014570703e-11,4.776727228047609e-11,1.308483958089341e-09,1.4312318988693055e-10
1895,2.529569014570703e-11,4.776727228047609e-11,1.2814811156669492e-09,1.4312318988693055e-10
1896,2.529569014570703e-11,4.776727228047609e-11,9.20888076112141e-10,1.36332720906169e-10
1897,0.0,2.247158213476906e-11,7.086435367081074e-10,1.1103703076046197e-10
1898,0.0,4.0509750316124786e-11,6.574334330901519e-10,1.290751989418177e-10
1899,0.0,5.446598132825236e-11,5.365601693111241e-10,1.0660361680704864e-10
1900,0.0,5.446598132825236e-11,3.6015525086062286e-10,3.741859401694216e-11
1901,0.0,8.873935514979487e-11,3.3310839206038677e-10,7.169196783848467e-11
1902,0.0,8.873935514979487e-11,3.3310839206038677e-10,8.891025812410699e-11
1903,0.0,8.873935514979487e-11,3.387236939346648e-10,8.54689771337799e-11
1904,0.0,8.873935514979487e-11,1.7153289304833967e-10,8.54689771337799e-11
1905,0.0,7.070118696843914e-11,1.8677975535278232e-10,8.267767125686681e-11
1906,0.0,6.530334606402732e-11,1.658669283271281e-10,8.267767125686681e-11
1907,0.0,7.995351999515573e-11,1.1165511471749362e-10,8.267767125686681e-11
1908,0.0,5.940460028648026e-11,1.082428819195894e-10,6.212875154819133e-11
1909,0.0,7.318560935847579e-11,1.082428819195894e-10,1.000344975505512e-10
1910,0.0,7.318560935847579e-11,1.271296391571118e-10,8.409535270529186e-11
1911,1.3977931907176761e-11,7.318560935847579e-11,1.8304136678581884e-10,9.807328461246862e-11
1912,2.8392039711341457e-11,7.318560935847579e-11,1.822086122855409e-10,8.282642230802598e-11
1913,2.8392039711341457e-11,4.215563711599099e-11,1.9528946416340938e-10,1.1142226030713687e-10
1914,2.8392039711341457e-11,4.2121952751169747e-11,2.245224432960237e-10,1.1142226030713687e-10
1915,2.8392039711341457e-11,2.8397498638302718e-11,2.426754343111602e-10,9.769780619426984e-11
1916,2.8392039711341457e-11,4.4720214634593904e-11,2.426754343111602e-10,4.257376990628765e-11
1917,2.8392039711341457e-11,4.4720214634593904e-11,1.7399783201556473e-10,5.6539504229251896e-11
1918,1.4414107804164696e-11,4.4720214634593904e-11,1.1808610438685767e-10,4.2561572322075136e-11
1919,0.0,5.892596133261208e-11,1.3208348997872932e-10,8.517881142485909e-11
1920,0.0,5.892596133261208e-11,1.2668930686267543e-10,5.6582973425748204e-11
1921,2.8111608279297277e-11,4.4309471766304906e-11,1.5367954428865564e-10,5.6582973425748204e-11
1922,5.226290432171408e-11,6.846076780872171e-11,1.7010469124548574e-10,5.6582973425748204e-11
1923,5.226290432171408e-11,3.835704274043497e-11,1.9465813584045629e-10,5.6582973425748204e-11
1924,5.226290432171408e-11,3.835704274043497e-11,1.8069240151749203e-10,4.261723910278395e-11
1925,9.82732546133442e-11,3.835704274043497e-11,2.2670275180912214e-10,1.346379396860442e-10
1926,9.82732546133442e-11,2.4151296042416804e-11,3.35829033233053e-10,9.202070058326025e-11
1927,1.2101163325363628e-10,2.4151296042416804e-11,3.5810413563058015e-10,1.3749745786384437e-10
1928,1.1570951141681718e-10,2.4151296042416804e-11,3.246904055144638e-10,1.3749745786384437e-10
1929,9.155821537440038e-11,0.0,3.0167361069517133e-10,1.8806905239492673e-10
1930,9.155821537440038e-11,2.7227392959286842e-11,3.0434755905948766e-10,1.8806905239492673e-10
1931,1.17791225186435e-10,7.96934125833561e-11,3.305805688715223e-10,3.1923409947255873e-10
1932,7.178087489480487e-11,7.96934125833561e-11,3.318567107620954e-10,2.2721339888929848e-10
1933,7.178087489480487e-11,7.96934125833561e-11,2.1748609460977723e-10,2.2721339888929848e-10
1934,4.904249625451282e-11,7.96934125833561e-11,2.3941295969530177e-10,2.0420451639159764e-10
1935,2.6233009812034627e-11,7.96934125833561e-11,2.6104813945414055e-10,2.264268494922561e-10
1936,2.6233009812034627e-11,7.96934125833561e-11,2.776372068754743e-10,1.7585525496117375e-10
1937,2.6233009812034627e-11,5.2466019624069253e-11,3.40179481805869e-10,1.7585525496117375e-10
1938,0.0,0.0,3.3569872278807876e-10,6.644245867778612e-11
1939,2.4894025333185457e-11,0.0,4.377763865700704e-10,1.1623050934415704e-10
1940,2.4894025333185457e-11,0.0,4.4040249026964876e-10,1.1623050934415704e-10
1941,2.4894025333185457e-11,2.7578570379763587e-11,4.005774382833037e-10,1.2134120494103736e-10
1942,2.4894025333185457e-11,7.739466210767075e-11,4.059488638098939e-10,2.2365909917760566e-10
1943,2.4894025333185457e-11,7.739466210767075e-11,4.927939544525322e-10,2.66565749632416e-10
1944,2.4894025333185457e-11,9.636598463647061e-11,5.168522177705676e-10,3.424510397476155e-10
1945,2.4894025333185457e-11,9.636598463647061e-11,5.326388080595379e-10,4.520847307620812e-10
1946,1.6548104156807344e-11,1.1291408879327796e-10,3.998227562521503e-10,4.684890967229397e-10
1947,1.6548104156807344e-11,1.2947106482157674e-10,4.2370041998727817e-10,5.512739788469747e-10
1948,1.6548104156807344e-11,1.7029249439153611e-10,4.987218495320991e-10,6.60495408366657e-10
1949,1.6548104156807344e-11,2.0550721045532938e-10,4.659119201555484e-10,5.699675057321432e-10
1950,1.6548104156807344e-11,2.22427185796776e-10,3.879518928329162e-10,5.439808306187796e-10
1951,1.6548104156807344e-11,2.365540600703296e-10,3.237712558374588e-10,5.011937373059336e-10
1952,1.6548104156807344e-11,2.679219584284758e-10,2.862324147542442e-10,4.482275423838595e-10
1953,3.1378473232455766e-11,2.5137385427166844e-10,3.3244125706234836e-10,4.291028365965843e-10
1954,4.589442913007145e-11,2.6384879003860107e-10,3.263181986528403e-10,3.6083391037016506e-10
1955,4.589442913007145e-11,2.0994304211763293e-10,2.9618945788075935e-10,2.965051696232227e-10
1956,7.283044009146319e-11,1.9225226470322354e-10,4.003953438643951e-10,3.702368887660766e-10
1957,7.283044009146319e-11,1.8807601507932403e-10,5.28047573920633e-10,3.660606391421771e-10
1958,7.283044009146319e-11,1.787814341014382e-10,5.498111251992352e-10,4.16275100699272e-10
1959,7.283044009146319e-11,1.47413535743292e-10,5.836929431854035e-10,3.943250478128617e-10
1960,4.145196685900743e-11,1.8976497952381622e-10,5.738753004548767e-10,4.848995361985051e-10
1961,2.693601096139174e-11,2.0575534331879197e-10,5.86605276258518e-10,5.379169956687413e-10
1962,2.693601096139174e-11,3.646909490665326e-10,9.018007412248912e-10,5.980685698665183e-10
1963,0.0,4.756203337920515e-10,1.0083773855600648e-09,7.08209363177646e-10
1964,0.0,4.988498483341327e-10,8.929183979512954e-10,7.314388777197272e-10
1965,8.81508160117355e-12,6.337177052958712e-10,9.8899410090019e-10,9.125786634304031e-10
1966,8.81508160117355e-12,6.425107767255816e-10,1.1221806420610596e-09,1.0847288226375644e-09
1967,1.7659760558658936e-11,6.709167646049405e-10,1.095775375199131e-09,1.1328248735889952e-09
1968,2.6516302050908334e-11,7.498860679236838e-10,1.2786241549671879e-09,1.2512788265845692e-09
1969,2.6516302050908334e-11,7.739476936314509e-10,1.0615182661448991e-09,1.2981937112601015e-09
1970,2.6516302050908334e-11,6.307563142428561e-10,8.688076091889485e-10,1.422319738177334e-09
1971,2.6516302050908334e-11,6.305866761297757e-10,8.327071413357804e-10,1.8428424183472965e-09
1972,2.6396665607299395e-11,6.197377670570856e-10,8.217385978020226e-10,2.1435939214141187e-09
1973,4.290485922891258e-11,6.934856617529001e-10,7.124489173219014e-10,2.0222773297210293e-09
1974,5.85026897957443e-11,6.797607516555765e-10,7.755374120677061e-10,2.105406674398783e-09
1975,4.96461483034949e-11,5.963166746106704e-10,6.904912990585948e-10,2.251908802288126e-09
1976,5.76825794470651e-11,4.791895015708394e-10,6.083312028718321e-10,2.3697190400438573e-09
1977,8.978822298761585e-11,5.243755786730832e-10,6.775965106469479e-10,2.2925797292318505e-09
1978,8.978822298761585e-11,6.191308339025576e-10,7.568228821419609e-10,2.3583192383063486e-09
1979,8.109277783005123e-11,5.119467746553649e-10,6.084325781292271e-10,2.207628032760819e-09
1980,6.458458420843805e-11,4.68589944624398e-10,5.976748659478456e-10,2.3354295957440333e-09
1981,4.0637242231958814e-10,4.4970641496381146e-10,6.224993100355038e-10,2.31834535695847e-09
1982,4.675393368589306e-09,4.3139339719492197e-10,6.833521566067852e-10,2.3490191062133394e-09
1983,6.9547312908646575e-09,4.2505414267677924e-10,6.985864942077313e-10,2.5032240090285184e-09
1984,1.1134515658690297e-08,3.6684181089644396e-10,7.339044173969102e-10,2.525025585445714e-09
1985,1.3724314510251849e-08,2.652192533052806e-10,7.942090596291251e-10,2.429600584211552e-09
1986,2.124773081289634e-08,2.5912352224250716e-10,1.1384176775866957e-09,2.2430701581857957e-09
1987,2.527358627142056e-08,2.667516584604306e-10,1.1649588516071674e-09,2.1684645507796016e-09
1988,2.8802808265433148e-08,3.2564240788029204e-10,1.28617980551685e-09,2.228594642161852e-09
1989,2.9988437130360323e-08,3.499720057404636e-10,1.5235832516248747e-09,1.9585595605648668e-09
1990,3.1782087057357396e-08,3.691514256974417e-10,1.6929041184760812e-09,1.6601283284575378e-09
1991,3.1275264536897596e-08,4.2593086399137347e-10,1.8948448048712e-09,1.5048405696152907e-09
