ngram,Gateway,Gateay,Gatewy,Gateay
1638,1.2341816305446889e-07,0.0,0.0,0.0
1639,1.2341816305446889e-07,0.0,0.0,0.0
1640,1.2341816305446889e-07,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,1.0794983446820489e-07,0.0,0.0,0.0
1643,1.0794983446820489e-07,0.0,0.0,0.0
1644,1.0794983446820489e-07,0.0,0.0,0.0
1645,1.0794983446820489e-07,0.0,0.0,0.0
1646,1.0794983446820489e-07,0.0,0.0,0.0
1647,1.0794983446820489e-07,0.0,0.0,0.0
1648,1.0794983446820489e-07,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,4.392013660695479e-08,0.0,0.0,0.0
1651,8.692021781696115e-08,0.0,0.0,0.0
1652,8.692021781696115e-08,0.0,0.0,0.0
1653,8.692021781696115e-08,0.0,0.0,0.0
1654,8.692021781696115e-08,0.0,0.0,0.0
1655,8.692021781696115e-08,0.0,0.0,0.0
1656,8.692021781696115e-08,0.0,0.0,0.0
1657,4.300008121000636e-08,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,3.431849953423287e-08,0.0,0.0,0.0
1676,3.431849953423287e-08,0.0,0.0,0.0
1677,3.431849953423287e-08,0.0,0.0,0.0
1678,3.431849953423287e-08,0.0,0.0,0.0
1679,3.431849953423287e-08,0.0,0.0,0.0
1680,3.431849953423287e-08,0.0,0.0,0.0
1681,3.431849953423287e-08,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,6.314233961087926e-08,0.0,0.0,0.0
1690,6.314233961087926e-08,0.0,0.0,0.0
1691,6.314233961087926e-08,0.0,0.0,0.0
1692,6.314233961087926e-08,0.0,0.0,0.0
1693,6.314233961087926e-08,0.0,0.0,0.0
1694,6.314233961087926e-08,0.0,0.0,0.0
1695,7.86491430712236e-08,0.0,0.0,0.0
1696,3.12527492139582e-08,0.0,0.0,0.0
1697,3.12527492139582e-08,0.0,0.0,0.0
1698,4.1624019786468125e-08,0.0,0.0,0.0
1699,4.1624019786468125e-08,0.0,0.0,0.0
1700,4.1624019786468125e-08,0.0,0.0,0.0
1701,4.1624019786468125e-08,0.0,0.0,0.0
1702,3.810237611138031e-08,0.0,0.0,0.0
1703,2.235643035776645e-08,0.0,0.0,0.0
1704,2.235643035776645e-08,0.0,0.0,0.0
1705,1.1985159785256525e-08,0.0,0.0,0.0
1706,1.1985159785256525e-08,0.0,0.0,0.0
1707,2.4137612797403563e-08,0.0,0.0,0.0
1708,2.4137612797403563e-08,0.0,0.0,0.0
1709,1.2152453012147037e-08,0.0,0.0,0.0
1710,1.2152453012147037e-08,0.0,0.0,0.0
1711,1.2152453012147037e-08,0.0,0.0,0.0
1712,1.2152453012147037e-08,0.0,0.0,0.0
1713,3.378848337628629e-08,0.0,0.0,0.0
1714,4.0779251467678735e-08,0.0,0.0,0.0
1715,4.0779251467678735e-08,0.0,0.0,0.0
1716,4.0779251467678735e-08,0.0,0.0,0.0
1717,5.606206242094101e-08,0.0,0.0,0.0
1718,5.606206242094101e-08,0.0,0.0,0.0
1719,6.264693348206102e-08,0.0,0.0,0.0
1720,6.819428678893149e-08,0.0,0.0,0.0
1721,7.533123991265711e-08,0.0,0.0,0.0
1722,9.078641330769902e-08,0.0,0.0,0.0
1723,9.078641330769902e-08,0.0,0.0,0.0
1724,7.550360235443674e-08,0.0,0.0,0.0
1725,8.285655539452819e-08,0.0,0.0,0.0
1726,8.904668037855248e-08,0.0,0.0,0.0
1727,6.186329670754276e-08,0.0,0.0,0.0
1728,4.8542242479600513e-08,0.0,0.0,0.0
1729,3.94590458085986e-08,0.0,0.0,0.0
1730,3.94590458085986e-08,0.0,0.0,0.0
1731,6.035926450717202e-08,0.0,0.0,0.0
1732,9.68159769497236e-08,0.0,0.0,0.0
1733,9.809052008742064e-08,0.0,0.0,0.0
1734,1.0325225170098357e-07,0.0,0.0,0.0
1735,1.1616083587081708e-07,0.0,0.0,0.0
1736,1.2081350929195522e-07,0.0,0.0,0.0
1737,1.3465676573787277e-07,0.0,0.0,0.0
1738,1.1375654703929935e-07,0.0,0.0,0.0
1739,9.902513044478058e-08,0.0,0.0,0.0
1740,1.1492470568847629e-07,0.0,0.0,0.0
1741,1.4541107771849836e-07,0.0,0.0,0.0
1742,1.3229811811145608e-07,0.0,0.0,0.0
1743,1.7906182746076282e-07,0.0,0.0,0.0
1744,1.6968263137430638e-07,0.0,0.0,0.0
1745,1.9492893546920902e-07,0.0,0.0,0.0
1746,1.758066408642987e-07,0.0,0.0,0.0
1747,1.7913074046305155e-07,0.0,0.0,0.0
1748,1.580415640895743e-07,0.0,0.0,0.0
1749,1.551973802804696e-07,0.0,0.0,0.0
1750,1.60084919542669e-07,0.0,0.0,0.0
1751,1.6632827534327328e-07,0.0,0.0,0.0
1752,1.4498056139749288e-07,0.0,0.0,0.0
1753,1.501126643940357e-07,0.0,0.0,0.0
1754,1.3775979366771806e-07,0.0,0.0,0.0
1755,1.5788063834065724e-07,0.0,0.0,0.0
1756,1.6921837087124914e-07,0.0,0.0,0.0
1757,1.0654247211456485e-07,0.0,0.0,0.0
1758,9.89426407471683e-08,0.0,0.0,0.0
1759,1.2287440982155268e-07,0.0,0.0,0.0
1760,1.2375455403303347e-07,0.0,0.0,0.0
1761,1.3891658591701018e-07,0.0,0.0,0.0
1762,1.1228456006254614e-07,0.0,0.0,0.0
1763,1.2793903460460244e-07,0.0,0.0,0.0
1764,1.3356039398258547e-07,0.0,0.0,0.0
1765,1.3340021760248938e-07,0.0,0.0,0.0
1766,1.1917406693230857e-07,0.0,0.0,0.0
1767,1.267618837833392e-07,0.0,0.0,0.0
1768,9.336172114769528e-08,0.0,0.0,0.0
1769,8.531397505911237e-08,0.0,0.0,0.0
1770,4.841120723345479e-08,0.0,0.0,0.0
1771,1.1387122762178998e-07,0.0,0.0,0.0
1772,1.2937639277359786e-07,0.0,0.0,0.0
1773,1.209625659320019e-07,0.0,0.0,0.0
1774,1.187862527071307e-07,0.0,0.0,0.0
1775,1.1899272932071523e-07,0.0,0.0,0.0
1776,1.5425353439013634e-07,0.0,0.0,0.0
1777,1.5425353439013634e-07,0.0,0.0,0.0
1778,9.151558596646023e-08,0.0,0.0,0.0
1779,8.587144049800242e-08,0.0,0.0,0.0
1780,1.2766386601827306e-07,0.0,0.0,0.0
1781,1.2540933015868306e-07,0.0,0.0,0.0
1782,1.462601092937023e-07,0.0,0.0,0.0
1783,1.1752310159961001e-07,0.0,0.0,0.0
1784,1.4748359892077394e-07,0.0,0.0,0.0
1785,1.5855763584633159e-07,0.0,0.0,0.0
1786,3.2800257494207994e-07,0.0,0.0,0.0
1787,3.132483072931791e-07,0.0,0.0,0.0
1788,3.03269002545546e-07,0.0,0.0,0.0
1789,2.8534645833490556e-07,0.0,0.0,0.0
1790,2.8434690284890554e-07,0.0,0.0,0.0
1791,2.59816236588709e-07,0.0,0.0,0.0
1792,2.610757466722394e-07,0.0,0.0,0.0
1793,9.755679895663758e-08,0.0,0.0,0.0
1794,7.031818733642986e-08,0.0,0.0,0.0
1795,6.939177207446587e-08,0.0,0.0,0.0
1796,8.158991805982754e-08,0.0,0.0,0.0
1797,1.0157724007951532e-07,0.0,0.0,0.0
1798,1.22186958963409e-07,0.0,0.0,0.0
1799,1.087192157253217e-07,0.0,0.0,0.0
1800,1.1097965517998481e-07,0.0,0.0,0.0
1801,1.152765370144542e-07,0.0,0.0,0.0
1802,1.2398803304693372e-07,0.0,0.0,0.0
1803,1.2246996153716543e-07,0.0,0.0,0.0
1804,1.18313826545448e-07,0.0,0.0,0.0
1805,1.3797751817280967e-07,0.0,0.0,0.0
1806,1.4421288848812504e-07,0.0,0.0,0.0
1807,1.4539547927532632e-07,0.0,0.0,0.0
1808,1.6223398396115434e-07,0.0,0.0,0.0
1809,1.641192192940772e-07,0.0,0.0,0.0
1810,1.7399267652048627e-07,0.0,0.0,0.0
1811,1.84279079868637e-07,0.0,0.0,0.0
1812,1.5361445905780003e-07,0.0,0.0,0.0
1813,1.514206593762018e-07,0.0,0.0,0.0
1814,1.5410922722074766e-07,0.0,0.0,0.0
1815,1.9287918969926716e-07,0.0,0.0,0.0
1816,1.8490285417068923e-07,0.0,0.0,0.0
1817,1.720688566868895e-07,0.0,0.0,0.0
1818,1.676403239717469e-07,0.0,0.0,0.0
1819,1.7499602275198152e-07,0.0,0.0,0.0
1820,1.9396158888542102e-07,0.0,0.0,0.0
1821,1.8413641912827317e-07,0.0,0.0,0.0
1822,1.4469399900463031e-07,0.0,0.0,0.0
1823,1.526761650438857e-07,0.0,0.0,0.0
1824,1.466504276744932e-07,0.0,0.0,0.0
1825,1.5058486115192083e-07,0.0,0.0,0.0
1826,1.5923708117173062e-07,0.0,0.0,0.0
1827,1.4397430549349467e-07,0.0,0.0,0.0
1828,1.3930441257668592e-07,0.0,0.0,0.0
1829,1.5496200741641326e-07,0.0,0.0,0.0
1830,1.4786245523217595e-07,0.0,0.0,0.0
1831,1.6924197357833952e-07,0.0,0.0,0.0
1832,1.5716771883944602e-07,0.0,0.0,0.0
1833,1.496274839902461e-07,0.0,0.0,0.0
1834,1.6141927058502654e-07,0.0,0.0,0.0
1835,1.6478879315075445e-07,0.0,0.0,0.0
1836,1.423685753414767e-07,0.0,0.0,0.0
1837,1.6193244586507456e-07,0.0,0.0,0.0
1838,1.5723746774451035e-07,0.0,0.0,0.0
1839,1.6476327451593014e-07,0.0,0.0,0.0
1840,1.6997963671526251e-07,0.0,0.0,0.0
1841,1.626180526110537e-07,0.0,0.0,0.0
1842,1.7600126105727603e-07,0.0,0.0,0.0
1843,1.782948767673328e-07,0.0,0.0,0.0
1844,1.8681112935934963e-07,0.0,0.0,0.0
1845,1.766310089936139e-07,0.0,0.0,0.0
1846,1.748155134302059e-07,0.0,0.0,0.0
1847,1.786985868485707e-07,0.0,0.0,0.0
1848,1.7982266545654317e-07,0.0,5.4687675023399966e-11,0.0
1849,1.7419479344685636e-07,0.0,5.4687675023399966e-11,0.0
1850,1.7561674172026998e-07,0.0,5.4687675023399966e-11,0.0
1851,1.4946416675749268e-07,0.0,5.4687675023399966e-11,0.0
1852,1.5410624598644063e-07,0.0,5.4687675023399966e-11,0.0
1853,1.4544107683280215e-07,0.0,5.4687675023399966e-11,0.0
1854,1.2783438916942812e-07,0.0,5.4687675023399966e-11,0.0
1855,1.4276519217608958e-07,0.0,0.0,0.0
1856,1.4626787755592625e-07,0.0,0.0,0.0
1857,1.42586293756202e-07,0.0,0.0,0.0
1858,1.4955834412181242e-07,0.0,0.0,0.0
1859,1.5935514901294872e-07,0.0,0.0,0.0
1860,1.6214504329679714e-07,0.0,0.0,0.0
1861,1.6714227513148217e-07,0.0,0.0,0.0
1862,1.6424306587785914e-07,0.0,0.0,0.0
1863,1.5896031056529735e-07,0.0,0.0,0.0
1864,1.6806931414846205e-07,0.0,0.0,0.0
1865,1.8159015472260114e-07,0.0,0.0,0.0
1866,1.7547713834379204e-07,0.0,0.0,0.0
1867,1.773106025179264e-07,0.0,0.0,0.0
1868,1.829466092268766e-07,0.0,0.0,0.0
1869,1.7071469723565054e-07,0.0,0.0,0.0
1870,1.820005154838457e-07,0.0,0.0,0.0
1871,1.8277342154046243e-07,0.0,0.0,0.0
1872,1.7311964687191255e-07,0.0,0.0,0.0
1873,1.8003520299966373e-07,0.0,0.0,0.0
1874,1.7888539665429043e-07,0.0,0.0,0.0
1875,1.9709883401576788e-07,0.0,0.0,0.0
1876,2.0914346927319067e-07,0.0,0.0,0.0
1877,1.9733037553188687e-07,0.0,0.0,0.0
1878,1.922371645995164e-07,0.0,0.0,0.0
1879,1.9243210707437746e-07,0.0,0.0,0.0
1880,1.8951777544121535e-07,0.0,0.0,0.0
1881,1.957146947363851e-07,0.0,0.0,0.0
1882,1.8106999683758268e-07,0.0,9.722873300128348e-11,0.0
1883,1.714606229695294e-07,0.0,9.722873300128348e-11,0.0
1884,1.7762671892082187e-07,0.0,9.722873300128348e-11,0.0
1885,1.7982843100331332e-07,0.0,9.722873300128348e-11,0.0
1886,1.7920163892475622e-07,0.0,1.248173489168788e-10,0.0
1887,1.874571324833596e-07,0.0,1.248173489168788e-10,0.0
1888,1.896429852519889e-07,0.0,1.248173489168788e-10,0.0
1889,1.855398425375045e-07,0.0,2.7588615915595328e-11,0.0
1890,1.901922550879525e-07,0.0,2.7588615915595328e-11,0.0
1891,1.8726771600086067e-07,0.0,2.7588615915595328e-11,0.0
1892,1.8362018546927823e-07,0.0,2.7588615915595328e-11,0.0
1893,1.8244009173226265e-07,0.0,0.0,0.0
1894,1.7806390977576874e-07,0.0,0.0,0.0
1895,1.8148586532009047e-07,0.0,0.0,0.0
1896,1.7958634706311776e-07,0.0,0.0,0.0
1897,1.7903452536367176e-07,0.0,0.0,0.0
1898,1.899570735629043e-07,0.0,0.0,0.0
1899,2.0371673364089865e-07,0.0,0.0,0.0
1900,2.206671670787078e-07,0.0,0.0,0.0
1901,2.39747872602233e-07,0.0,0.0,0.0
1902,2.5093180511248647e-07,0.0,0.0,0.0
1903,2.8221343078322594e-07,0.0,0.0,0.0
1904,3.058483274896519e-07,0.0,0.0,0.0
1905,3.148057966687442e-07,0.0,0.0,0.0
1906,3.3042673765391684e-07,0.0,0.0,0.0
1907,3.5035718529538175e-07,1.465017393112841e-11,0.0,1.465017393112841e-11
1908,3.5809376543381533e-07,1.465017393112841e-11,4.117336233860109e-11,1.465017393112841e-11
1909,3.866918478122118e-07,1.465017393112841e-11,4.117336233860109e-11,1.465017393112841e-11
1910,4.007094064815776e-07,1.465017393112841e-11,4.117336233860109e-11,1.465017393112841e-11
1911,4.1749290500904734e-07,1.465017393112841e-11,5.515129424577785e-11,1.465017393112841e-11
1912,4.501362208689638e-07,1.465017393112841e-11,1.4163593908822492e-10,1.465017393112841e-11
1913,4.6032685320694456e-07,1.465017393112841e-11,1.4163593908822492e-10,1.465017393112841e-11
1914,4.592686155189897e-07,0.0,1.4163593908822492e-10,0.0
1915,4.551941604599311e-07,1.593872256400175e-11,1.3234002187762732e-10,1.593872256400175e-11
1916,4.4187460649222234e-07,1.593872256400175e-11,1.3234002187762732e-10,1.593872256400175e-11
1917,4.3767529486363597e-07,2.9904456886966e-11,1.3234002187762732e-10,2.9904456886966e-11
1918,4.3836011595236156e-07,2.9904456886966e-11,1.1836208997045057e-10,2.9904456886966e-11
1919,4.409417247838324e-07,2.9904456886966e-11,3.18774451280035e-11,2.9904456886966e-11
1920,4.589778776724935e-07,2.9904456886966e-11,7.828075489411747e-11,2.9904456886966e-11
1921,4.789062261677048e-07,2.9904456886966e-11,7.828075489411747e-11,2.9904456886966e-11
1922,5.08177013866121e-07,1.396573432296425e-11,9.470590185094757e-11,1.396573432296425e-11
1923,5.297725960774966e-07,1.396573432296425e-11,9.470590185094757e-11,1.396573432296425e-11
1924,5.622080314943949e-07,0.0,9.470590185094757e-11,0.0
1925,5.944259393280455e-07,0.0,9.470590185094757e-11,0.0
1926,6.067948317779935e-07,0.0,9.470590185094757e-11,0.0
1927,6.116161687584411e-07,0.0,4.830259208483361e-11,0.0
1928,6.111104897042554e-07,0.0,4.830259208483361e-11,0.0
1929,5.978044116870609e-07,0.0,0.0,0.0
1930,6.114399216780189e-07,0.0,0.0,0.0
1931,5.875028494171732e-07,2.6233009812034627e-11,0.0,2.6233009812034627e-11
1932,5.700187476317556e-07,2.6233009812034627e-11,0.0,2.6233009812034627e-11
1933,5.566128444505531e-07,2.6233009812034627e-11,0.0,2.6233009812034627e-11
1934,5.741661165562359e-07,2.6233009812034627e-11,0.0,2.6233009812034627e-11
1935,5.931774385966751e-07,2.6233009812034627e-11,0.0,2.6233009812034627e-11
1936,6.124996291743758e-07,2.6233009812034627e-11,0.0,2.6233009812034627e-11
1937,6.204000523471873e-07,2.6233009812034627e-11,0.0,2.6233009812034627e-11
1938,6.514486910548709e-07,2.175225079424438e-11,0.0,2.175225079424438e-11
1939,6.662034723246637e-07,2.175225079424438e-11,0.0,2.175225079424438e-11
1940,6.655377059619891e-07,2.175225079424438e-11,0.0,2.175225079424438e-11
1941,6.432734218313791e-07,2.175225079424438e-11,0.0,2.175225079424438e-11
1942,6.326950645935929e-07,2.175225079424438e-11,0.0,2.175225079424438e-11
1943,6.329173061203619e-07,2.175225079424438e-11,0.0,2.175225079424438e-11
1944,6.048521916974485e-07,2.175225079424438e-11,0.0,2.175225079424438e-11
1945,5.805142109238659e-07,1.876942054160732e-11,0.0,1.876942054160732e-11
1946,5.856276012699319e-07,1.876942054160732e-11,0.0,1.876942054160732e-11
1947,6.011733587131727e-07,1.876942054160732e-11,0.0,1.876942054160732e-11
1948,6.309140547143346e-07,3.586942052903806e-11,0.0,3.586942052903806e-11
1949,6.51871557368265e-07,3.586942052903806e-11,0.0,3.586942052903806e-11
1950,6.898410122500666e-07,5.278939587048472e-11,3.3839950682893314e-11,5.278939587048472e-11
1951,7.556132410562506e-07,6.933849427166144e-11,3.3839950682893314e-11,6.933849427166144e-11
1952,8.088549228497348e-07,6.625302290912722e-11,3.3839950682893314e-11,6.625302290912722e-11
1953,8.471172106640421e-07,6.625302290912722e-11,3.3839950682893314e-11,6.625302290912722e-11
1954,9.017407397290558e-07,8.07689788067429e-11,3.3839950682893314e-11,8.07689788067429e-11
1955,9.387956083628524e-07,9.265748287682182e-11,3.3839950682893314e-11,9.265748287682182e-11
1956,9.779222978067992e-07,9.265748287682182e-11,3.3839950682893314e-11,9.265748287682182e-11
1957,1.0077938717196439e-06,7.573750753537517e-11,0.0,7.573750753537517e-11
1958,1.0073353727031126e-06,5.918840913419845e-11,0.0,5.918840913419845e-11
1959,1.0145070388846631e-06,4.3504459955125336e-11,0.0,4.3504459955125336e-11
1960,1.0328317005457523e-06,4.3504459955125336e-11,0.0,4.3504459955125336e-11
1961,1.0338842295303557e-06,2.898850405750965e-11,0.0,2.898850405750965e-11
1962,1.0438906201670761e-06,1.0201756106553717e-11,0.0,1.0201756106553717e-11
1963,1.0491563183937354e-06,1.0201756106553717e-11,0.0,1.0201756106553717e-11
1964,1.0458179693679476e-06,3.718168630127496e-11,0.0,3.718168630127496e-11
1965,1.067625102483102e-06,4.599676790244851e-11,0.0,4.599676790244851e-11
1966,1.1018336830862348e-06,4.599676790244851e-11,0.0,4.599676790244851e-11
1967,1.1093584199833067e-06,4.599676790244851e-11,8.844678957485387e-12,4.599676790244851e-11
1968,1.17784606702896e-06,5.48533093946979e-11,1.770122044973478e-11,5.48533093946979e-11
1969,1.229756451591259e-06,4.4651553288144186e-11,1.770122044973478e-11,4.4651553288144186e-11
1970,1.281891270212197e-06,5.3421062216697985e-11,2.6470729378288584e-11,5.3421062216697985e-11
1971,1.3218606877022206e-06,2.6441132021976747e-11,2.6470729378288584e-11,2.6441132021976747e-11
1972,1.3753307257502456e-06,3.501694073593242e-11,3.51661745358532e-11,3.501694073593242e-11
1973,1.4065552055139311e-06,4.327103754673902e-11,3.51661745358532e-11,4.327103754673902e-11
1974,1.4515181549411084e-06,4.327103754673902e-11,2.6321495578367812e-11,4.327103754673902e-11
1975,1.4673324325745592e-06,3.441449605448962e-11,1.7464954086118414e-11,3.441449605448962e-11
1976,1.4699282278992802e-06,5.048735834163003e-11,1.7464954086118414e-11,5.048735834163003e-11
1977,1.455865182314093e-06,4.171784941307623e-11,8.695445157564612e-12,4.171784941307623e-11
1978,1.4532906951509567e-06,4.987777799907762e-11,8.695445157564612e-12,4.987777799907762e-11
1979,1.4430803503273637e-06,3.248688768394839e-11,1.6255401786529385e-11,3.248688768394839e-11
1980,1.4391017982364116e-06,2.42327908731418e-11,3.192905662086076e-11,2.42327908731418e-11
1981,1.4307897962290944e-06,2.42327908731418e-11,3.955885519950948e-11,2.42327908731418e-11
1982,1.4295607927903932e-06,3.9055780930758694e-11,3.955885519950948e-11,3.9055780930758694e-11
1983,1.5517286686060418e-06,2.298291864361828e-11,4.696136089126541e-11,2.298291864361828e-11
1984,1.60946654302409e-06,3.76841053401871e-11,6.166254758783424e-11,3.76841053401871e-11
1985,1.6667467304744475e-06,3.675825170040043e-11,1.1230107270697256e-10,3.675825170040043e-11
1986,1.742794730879333e-06,3.675825170040043e-11,1.029542259976614e-10,3.675825170040043e-11
1987,1.8240253081915268e-06,3.675825170040043e-11,1.2740537543615941e-10,3.675825170040043e-11
1988,1.9013599350208615e-06,3.675825170040043e-11,1.3363839647990387e-10,3.675825170040043e-11
1989,1.984755613193556e-06,2.193526164278354e-11,1.4029040825861268e-10,2.193526164278354e-11
1990,2.0131081685446716e-06,2.193526164278354e-11,1.5286028940646775e-10,2.193526164278354e-11
1991,2.1359261869032968e-06,7.234074946214721e-12,1.512976395953317e-10,7.234074946214721e-12
1992,2.282778496009996e-06,6.3623461657843655e-12,1.0702146064197774e-10,6.3623461657843655e-12
1993,2.428470159949419e-06,1.9245064867120678e-11,1.1299562426609583e-10,1.9245064867120678e-11
1994,2.648205249248089e-06,2.5748194746956697e-11,9.888333951261049e-11,2.5748194746956697e-11
1995,2.8662091153819347e-06,4.49095894401135e-11,1.1056904548691269e-10,4.49095894401135e-11
1996,3.0601897183909647e-06,5.751366793530341e-11,1.0391703370820388e-10,5.751366793530341e-11
1997,3.151374812659924e-06,6.326619238415456e-11,8.39446468685929e-11,6.326619238415456e-11
1998,3.2522977042909976e-06,6.9043979858804e-11,7.080610998316012e-11,6.9043979858804e-11
