ngram,G.721,G.21,G.72,G.21
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,3.0507755052358986e-10,0.0
1805,0.0,2.5967750172384285e-10,3.0507755052358986e-10,2.5967750172384285e-10
1806,0.0,2.5967750172384285e-10,3.0507755052358986e-10,2.5967750172384285e-10
1807,0.0,2.5967750172384285e-10,3.0507755052358986e-10,2.5967750172384285e-10
1808,0.0,2.5967750172384285e-10,3.0507755052358986e-10,2.5967750172384285e-10
1809,0.0,2.5967750172384285e-10,3.0507755052358986e-10,2.5967750172384285e-10
1810,0.0,2.5967750172384285e-10,3.0507755052358986e-10,2.5967750172384285e-10
1811,0.0,2.5967750172384285e-10,0.0,2.5967750172384285e-10
1812,0.0,0.0,0.0,0.0
1813,0.0,1.9397940396816337e-10,0.0,1.9397940396816337e-10
1814,0.0,1.9397940396816337e-10,0.0,1.9397940396816337e-10
1815,0.0,1.9397940396816337e-10,0.0,1.9397940396816337e-10
1816,0.0,1.9397940396816337e-10,0.0,1.9397940396816337e-10
1817,0.0,1.9397940396816337e-10,0.0,1.9397940396816337e-10
1818,0.0,1.9397940396816337e-10,7.161394651892092e-10,1.9397940396816337e-10
1819,0.0,1.9397940396816337e-10,8.664369063485619e-10,1.9397940396816337e-10
1820,0.0,0.0,1.1612307782016273e-09,0.0
1821,0.0,0.0,1.1612307782016273e-09,0.0
1822,0.0,0.0,1.1612307782016273e-09,0.0
1823,0.0,0.0,1.1612307782016273e-09,0.0
1824,0.0,1.0729601334397947e-09,1.9659508782814736e-09,1.0729601334397947e-09
1825,0.0,1.0729601334397947e-09,6.69433396018247e-09,1.0729601334397947e-09
1826,0.0,1.0729601334397947e-09,6.544036519023117e-09,1.0729601334397947e-09
1827,0.0,1.0729601334397947e-09,6.249242647170052e-09,1.0729601334397947e-09
1828,0.0,1.0729601334397947e-09,6.249242647170052e-09,1.0729601334397947e-09
1829,0.0,1.14323441189969e-09,6.249242647170052e-09,1.14323441189969e-09
1830,0.0,1.14323441189969e-09,6.249242647170052e-09,1.14323441189969e-09
1831,0.0,7.027427845989515e-11,5.444522547090205e-09,7.027427845989515e-11
1832,0.0,7.027427845989515e-11,0.0,7.027427845989515e-11
1833,0.0,7.027427845989515e-11,0.0,7.027427845989515e-11
1834,0.0,2.363946657471924e-10,0.0,2.363946657471924e-10
1835,0.0,2.363946657471924e-10,0.0,2.363946657471924e-10
1836,0.0,2.411815667814819e-10,7.506117949418467e-11,2.411815667814819e-10
1837,0.0,2.411815667814819e-10,7.506117949418467e-11,2.411815667814819e-10
1838,0.0,2.411815667814819e-10,7.506117949418467e-11,2.411815667814819e-10
1839,0.0,2.411815667814819e-10,7.506117949418467e-11,2.411815667814819e-10
1840,0.0,2.411815667814819e-10,7.506117949418467e-11,2.411815667814819e-10
1841,6.997761100738638e-11,7.506117949418467e-11,7.506117949418467e-11,7.506117949418467e-11
1842,6.997761100738638e-11,7.506117949418467e-11,1.9669205946521677e-10,7.506117949418467e-11
1843,6.997761100738638e-11,0.0,1.8720540990407082e-10,0.0
1844,6.997761100738638e-11,0.0,2.5398826692628925e-10,0.0
1845,6.997761100738638e-11,0.0,3.2072703223410114e-10,0.0
1846,6.997761100738638e-11,0.0,3.2072703223410114e-10,0.0
1847,6.997761100738638e-11,0.0,3.2072703223410114e-10,0.0
1848,0.0,0.0,3.754147072575011e-10,0.0
1849,0.0,0.0,3.0752336391667457e-10,0.0
1850,0.0,4.746990895603582e-11,2.8941874293967173e-10,4.746990895603582e-11
1851,0.0,4.746990895603582e-11,2.690644810129531e-10,4.746990895603582e-11
1852,0.0,4.746990895603582e-11,2.023257157051412e-10,4.746990895603582e-11
1853,0.0,4.746990895603582e-11,2.023257157051412e-10,4.746990895603582e-11
1854,5.05018606298892e-11,4.746990895603582e-11,2.023257157051412e-10,4.746990895603582e-11
1855,5.05018606298892e-11,4.746990895603582e-11,1.4763804068174124e-10,4.746990895603582e-11
1856,5.05018606298892e-11,4.746990895603582e-11,9.389850405153562e-11,4.746990895603582e-11
1857,5.05018606298892e-11,0.0,9.456282185864901e-11,0.0
1858,5.05018606298892e-11,0.0,1.0573773999235568e-10,0.0
1859,5.05018606298892e-11,0.0,1.0573773999235568e-10,0.0
1860,5.05018606298892e-11,1.219904177673925e-10,1.0573773999235568e-10,1.219904177673925e-10
1861,0.0,1.7847709817989506e-10,1.0573773999235568e-10,1.7847709817989506e-10
1862,0.0,1.7847709817989506e-10,2.171742825256879e-10,1.7847709817989506e-10
1863,0.0,1.7847709817989506e-10,2.6491216363412814e-10,1.7847709817989506e-10
1864,0.0,1.7847709817989506e-10,2.1677793687097894e-10,1.7847709817989506e-10
1865,0.0,1.7847709817989506e-10,1.5917442364177248e-10,1.7847709817989506e-10
1866,0.0,2.6695633798772585e-10,3.3613290325743405e-10,2.6695633798772585e-10
1867,0.0,1.4496592022033335e-10,3.3613290325743405e-10,1.4496592022033335e-10
1868,0.0,1.7810263581401793e-10,3.809446012605276e-10,1.7810263581401793e-10
1869,0.0,2.1768852197036536e-10,3.486798310398902e-10,2.1768852197036536e-10
1870,0.0,2.1768852197036536e-10,3.0094194993145e-10,2.1768852197036536e-10
1871,0.0,2.582645843217181e-10,3.8209407463415547e-10,2.582645843217181e-10
1872,0.0,3.4016800487535193e-10,4.639974951877893e-10,3.4016800487535193e-10
1873,0.0,2.5168876506752117e-10,3.260477681494527e-10,2.5168876506752117e-10
1874,0.0,2.5168876506752117e-10,4.850106268986362e-10,2.5168876506752117e-10
1875,0.0,2.0218039940646448e-10,4.401989288955426e-10,2.0218039940646448e-10
1876,0.0,2.775904625210554e-10,3.993591409948546e-10,2.775904625210554e-10
1877,0.0,2.775904625210554e-10,3.993591409948546e-10,2.775904625210554e-10
1878,3.6285359637590526e-11,2.370144001697026e-10,3.9077773556733016e-10,2.370144001697026e-10
1879,7.119917354105252e-11,1.551109796160688e-10,3.4378812891715834e-10,1.551109796160688e-10
1880,7.119917354105252e-11,1.551109796160688e-10,3.0477937633983336e-10,1.551109796160688e-10
1881,7.119917354105252e-11,1.8667657499170177e-10,1.773821129662829e-10,1.8667657499170177e-10
1882,7.119917354105252e-11,2.761998606017256e-10,1.773821129662829e-10,2.761998606017256e-10
1883,7.119917354105252e-11,1.9332653930107365e-10,1.7117275652456243e-10,1.9332653930107365e-10
1884,7.119917354105252e-11,2.2383744659380612e-10,2.6270547443767763e-10,2.2383744659380612e-10
1885,3.4913813903461997e-11,2.8188400225115373e-10,2.772045906310591e-10,2.8188400225115373e-10
1886,0.0,3.370612340823444e-10,3.526452403899784e-10,3.370612340823444e-10
1887,2.7633968526151266e-11,4.199631416433393e-10,4.079131774422809e-10,4.199631416433393e-10
1888,2.7633968526151266e-11,3.883975462677063e-10,4.3035326691143183e-10,3.883975462677063e-10
1889,2.7633968526151266e-11,4.157846071408043e-10,4.565241617277798e-10,4.157846071408043e-10
1890,2.7633968526151266e-11,4.84844739753346e-10,4.4969722390320044e-10,4.84844739753346e-10
1891,2.7633968526151266e-11,4.799388842695912e-10,4.093746096080407e-10,4.799388842695912e-10
1892,2.7633968526151266e-11,4.89307076999092e-10,5.020774312176307e-10,4.89307076999092e-10
1893,2.7633968526151266e-11,4.571915187704231e-10,4.378463147602929e-10,4.571915187704231e-10
1894,0.0,3.742896112094282e-10,4.70945469130005e-10,3.742896112094282e-10
1895,0.0,4.5897444178599756e-10,4.592821995735059e-10,4.5897444178599756e-10
1896,0.0,4.3761203787668583e-10,4.912525822639172e-10,4.3761203787668583e-10
1897,0.0,4.850433190016292e-10,5.588406721506495e-10,4.850433190016292e-10
1898,0.0,5.49629106116889e-10,5.256687367140498e-10,5.49629106116889e-10
1899,0.0,7.37209049758317e-10,4.733934256500356e-10,7.37209049758317e-10
1900,0.0,7.864297943019746e-10,5.35693705664261e-10,7.864297943019746e-10
1901,0.0,8.549765419450597e-10,5.330100507786436e-10,8.549765419450597e-10
1902,0.0,8.047282919397349e-10,5.595407966328483e-10,8.047282919397349e-10
1903,1.5939144845259332e-11,7.00943608711313e-10,5.173386639713482e-10,7.00943608711313e-10
1904,1.5939144845259332e-11,6.315982697164507e-10,5.03723586651818e-10,6.315982697164507e-10
1905,6.16797307673167e-11,6.023948800099837e-10,6.838946294194872e-10,6.023948800099837e-10
1906,6.16797307673167e-11,5.180650353153737e-10,7.11547144617773e-10,5.180650353153737e-10
1907,7.63299046984451e-11,4.897331389625797e-10,7.642754346059988e-10,4.897331389625797e-10
1908,7.63299046984451e-11,4.760842077709628e-10,7.609387227468036e-10,4.760842077709628e-10
1909,7.63299046984451e-11,4.829906554069754e-10,7.609706099381037e-10,4.829906554069754e-10
1910,6.039075985318578e-11,4.786601452501569e-10,8.276748017114041e-10,4.786601452501569e-10
1911,6.039075985318578e-11,5.251928277192976e-10,8.462516243312734e-10,5.251928277192976e-10
1912,1.465017393112841e-11,5.218618097181858e-10,7.345270582246956e-10,5.218618097181858e-10
1913,1.465017393112841e-11,3.654948813840748e-10,6.508667890362371e-10,3.654948813840748e-10
1914,0.0,3.800103178559182e-10,5.627973166864666e-10,3.800103178559182e-10
1915,0.0,3.4105122396845186e-10,5.601442087943553e-10,3.4105122396845186e-10
1916,0.0,3.448637813810837e-10,4.912391604605659e-10,3.448637813810837e-10
1917,0.0,3.592132058075467e-10,4.6445876113386323e-10,3.592132058075467e-10
1918,0.0,2.9093277687757586e-10,4.385144350812656e-10,2.9093277687757586e-10
1919,0.0,2.7589358476370103e-10,4.3726426844438645e-10,2.7589358476370103e-10
1920,0.0,3.3120063041331653e-10,4.353796410695919e-10,3.3120063041331653e-10
1921,8.433482483789184e-11,3.570694969859797e-10,3.9040880449116497e-10,3.570694969859797e-10
1922,8.433482483789184e-11,4.1358465858414613e-10,3.590177797909076e-10,4.1358465858414613e-10
1923,8.433482483789184e-11,3.6842907296425713e-10,4.0812466898084866e-10,3.6842907296425713e-10
1924,8.433482483789184e-11,4.974825829062723e-10,4.255263244942345e-10,4.974825829062723e-10
1925,8.433482483789184e-11,6.24003027820714e-10,8.367337893983822e-10,6.24003027820714e-10
1926,8.433482483789184e-11,6.272317149796131e-10,8.890370860127814e-10,6.272317149796131e-10
1927,8.433482483789184e-11,9.441791911804894e-10,8.649088786441947e-10,9.441791911804894e-10
1928,0.0,9.282728276525733e-10,8.596067568073756e-10,9.282728276525733e-10
1929,5.057159453108235e-11,1.3868206939969342e-09,8.871615565191654e-10,1.3868206939969342e-09
1930,5.057159453108235e-11,1.659094611694556e-09,8.925094532477981e-10,1.659094611694556e-09
1931,5.057159453108235e-11,1.8554060232656155e-09,9.241768996906938e-10,1.8554060232656155e-09
1932,5.057159453108235e-11,1.9787268212834164e-09,4.647114815974669e-10,1.9787268212834164e-09
1933,5.057159453108235e-11,3.021737392052058e-09,4.198423414480956e-10,3.021737392052058e-09
1934,5.057159453108235e-11,3.15194606129562e-09,4.1930133373327804e-10,3.15194606129562e-09
1935,5.057159453108235e-11,3.5946312593182483e-09,5.076035147766333e-10,3.5946312593182483e-09
1936,0.0,3.1264418038594907e-09,5.992455817275097e-10,3.1264418038594907e-09
1937,0.0,2.9214951410442123e-09,6.345604636986175e-10,2.9214951410442123e-09
1938,0.0,2.728251021924929e-09,7.253986815986784e-10,2.728251021924929e-09
1939,0.0,2.4208888227406078e-09,8.76013614822416e-10,2.4208888227406078e-09
1940,0.0,1.4352053751791922e-09,8.607247652709609e-10,1.4352053751791922e-09
1941,0.0,1.1666514024685375e-09,8.985247228794029e-10,1.1666514024685375e-09
1942,0.0,7.800779704731602e-10,8.12321101257523e-10,7.800779704731602e-10
1943,0.0,1.3608654520729552e-09,8.379015755042931e-10,1.3608654520729552e-09
1944,0.0,1.3314808422482116e-09,8.42988522241152e-10,1.3314808422482116e-09
1945,0.0,1.908239673418878e-09,7.973736294258111e-10,1.908239673418878e-09
1946,0.0,2.1233650195272092e-09,6.562116584245864e-10,2.1233650195272092e-09
1947,0.0,2.3678884765652798e-09,7.278446595426757e-10,2.3678884765652798e-09
1948,0.0,2.2222813391069097e-09,7.990089562204261e-10,2.2222813391069097e-09
1949,0.0,2.2167842521942608e-09,9.101502091673247e-10,2.2167842521942608e-09
1950,0.0,1.7085442782782678e-09,8.524300789046282e-10,1.7085442782782678e-09
1951,0.0,1.8526417146423414e-09,8.403189572752418e-10,1.8526417146423414e-09
1952,0.0,1.2587043708909918e-09,7.528993896586757e-10,1.2587043708909918e-09
1953,0.0,1.6083915390017823e-09,8.139386030249694e-10,1.6083915390017823e-09
1954,1.451595589761569e-11,1.6090779740375793e-09,7.665375041059669e-10,1.6090779740375793e-09
1955,1.451595589761569e-11,1.8253515048678131e-09,6.706145083690274e-10,1.8253515048678131e-09
1956,1.451595589761569e-11,2.1507525601752573e-09,6.961812792916078e-10,2.1507525601752573e-09
1957,2.7259681615162836e-11,2.270267275759709e-09,6.50027555591594e-10,2.270267275759709e-09
1958,2.7259681615162836e-11,2.3143615436792076e-09,7.577109891901809e-10,2.3143615436792076e-09
1959,3.855362061346211e-11,2.293049321850609e-09,7.853267044602827e-10,2.293049321850609e-09
1960,4.914148155859317e-11,2.0564605098170675e-09,8.182456180870292e-10,2.0564605098170675e-09
1961,3.4625525660977476e-11,2.0795113409022292e-09,7.954229140429345e-10,2.0795113409022292e-09
1962,3.4625525660977476e-11,2.3523396722576908e-09,9.210775237760466e-10,2.3523396722576908e-09
1963,3.4625525660977476e-11,2.224818884677404e-09,8.585000171074902e-10,2.224818884677404e-09
1964,2.1881799943430328e-11,2.2037704359791276e-09,9.581534534040615e-10,2.2037704359791276e-09
1965,2.1881799943430328e-11,2.1539377265915913e-09,8.558753467851383e-10,2.1539377265915913e-09
1966,1.0587860945131057e-11,2.3789263892126655e-09,9.150060550514435e-10,2.3789263892126655e-09
1967,2.653403687245616e-11,2.2629749820067347e-09,1.0090686857517588e-09,2.2629749820067347e-09
1968,3.539057836470556e-11,2.1749505371307774e-09,1.1694063257421711e-09,2.1749505371307774e-09
1969,3.539057836470556e-11,1.8974396657053407e-09,1.2371275036139805e-09,1.8974396657053407e-09
1970,4.416008729325936e-11,2.045300214906628e-09,1.3397876459058417e-09,2.045300214906628e-09
1971,4.416008729325936e-11,2.455939007717234e-09,1.2851916356534536e-09,2.455939007717234e-09
1972,4.416008729325936e-11,2.8535367719533563e-09,1.3361679381976695e-09,2.8535367719533563e-09
1973,8.543057035602177e-11,3.4422419835168837e-09,1.5251036782666055e-09,3.4422419835168837e-09
1974,1.077815525321998e-10,3.800294872442172e-09,1.4180517553847543e-09,3.800294872442172e-09
1975,1.4758201010473774e-10,4.003455567058722e-09,1.2924581325814343e-09,4.003455567058722e-09
1976,1.5561844124830796e-10,4.203596169562372e-09,1.1536153698976648e-09,4.203596169562372e-09
1977,1.5487534320489183e-10,4.3969779246160505e-09,1.0963920644384879e-09,4.3969779246160505e-09
1978,2.6911434241764075e-10,4.462426840744018e-09,1.0192480589691196e-09,4.462426840744018e-09
1979,4.0728526156822275e-10,4.3030401781456766e-09,9.126317400211446e-10,4.3030401781456766e-09
1980,6.403037509927767e-10,3.7613340696042636e-09,6.917661919482652e-10,3.7613340696042636e-09
1981,6.448273229859541e-10,3.503830622467571e-09,7.455567195359589e-10,3.503830622467571e-09
1982,1.6486026239595893e-09,3.6694721547040186e-09,8.469570759014492e-10,3.6694721547040186e-09
1983,3.5874252477371573e-09,3.6733159688598758e-09,9.121071834325026e-10,3.6733159688598758e-09
1984,5.181828137214493e-09,3.6178989010997905e-09,9.660978049298917e-10,3.6178989010997905e-09
1985,6.044189272096696e-09,3.1394755208223403e-09,1.1187664762855677e-09,3.1394755208223403e-09
1986,7.177192503014597e-09,2.9391279886072296e-09,1.1967925539480007e-09,2.9391279886072296e-09
1987,8.106647682502656e-09,2.8994236535494012e-09,1.2464268347603787e-09,2.8994236535494012e-09
1988,8.76024288030765e-09,2.8222698463967586e-09,1.140953950365794e-09,2.8222698463967586e-09
1989,8.366359731987977e-09,2.47605082469095e-09,1.112276921360384e-09,2.47605082469095e-09
1990,7.185108825374138e-09,2.264118670325388e-09,1.0344787169737556e-09,2.264118670325388e-09
1991,6.738870731278926e-09,1.9898334408756976e-09,8.88566843120537e-10,1.9898334408756976e-09
1992,6.93930468642634e-09,2.0891850313223668e-09,8.251126329802564e-10,2.0891850313223668e-09
