ngram,XPath,Xath,XPath,Xath
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,2.762920660513503e-08,0.0,2.762920660513503e-08
1687,0.0,2.762920660513503e-08,0.0,2.762920660513503e-08
1688,0.0,2.762920660513503e-08,0.0,2.762920660513503e-08
1689,0.0,2.762920660513503e-08,0.0,2.762920660513503e-08
1690,0.0,2.762920660513503e-08,0.0,2.762920660513503e-08
1691,0.0,2.762920660513503e-08,0.0,2.762920660513503e-08
1692,0.0,2.762920660513503e-08,0.0,2.762920660513503e-08
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,9.692328717392229e-09,0.0,9.692328717392229e-09
1712,0.0,9.692328717392229e-09,0.0,9.692328717392229e-09
1713,0.0,9.692328717392229e-09,0.0,9.692328717392229e-09
1714,0.0,9.692328717392229e-09,0.0,9.692328717392229e-09
1715,0.0,9.692328717392229e-09,0.0,9.692328717392229e-09
1716,0.0,9.692328717392229e-09,0.0,9.692328717392229e-09
1717,0.0,9.692328717392229e-09,0.0,9.692328717392229e-09
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,6.175176179924944e-09,0.0,6.175176179924944e-09
1724,0.0,6.175176179924944e-09,0.0,6.175176179924944e-09
1725,0.0,6.175176179924944e-09,0.0,6.175176179924944e-09
1726,0.0,6.175176179924944e-09,0.0,6.175176179924944e-09
1727,0.0,6.175176179924944e-09,0.0,6.175176179924944e-09
1728,0.0,6.175176179924944e-09,0.0,6.175176179924944e-09
1729,0.0,6.175176179924944e-09,0.0,6.175176179924944e-09
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,3.898590149122226e-09,0.0,3.898590149122226e-09
1753,0.0,3.898590149122226e-09,0.0,3.898590149122226e-09
1754,0.0,3.898590149122226e-09,0.0,3.898590149122226e-09
1755,0.0,3.898590149122226e-09,0.0,3.898590149122226e-09
1756,0.0,3.898590149122226e-09,0.0,3.898590149122226e-09
1757,0.0,3.898590149122226e-09,0.0,3.898590149122226e-09
1758,0.0,3.898590149122226e-09,0.0,3.898590149122226e-09
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,4.341267980022069e-10,0.0,4.341267980022069e-10
1803,0.0,1.1361267165150529e-09,0.0,1.1361267165150529e-09
1804,0.0,1.1361267165150529e-09,0.0,1.1361267165150529e-09
1805,0.0,1.6554817199627386e-09,0.0,1.6554817199627386e-09
1806,0.0,1.6554817199627386e-09,0.0,1.6554817199627386e-09
1807,0.0,1.6554817199627386e-09,0.0,1.6554817199627386e-09
1808,0.0,1.6554817199627386e-09,0.0,1.6554817199627386e-09
1809,0.0,1.2213549219605317e-09,0.0,1.2213549219605317e-09
1810,0.0,5.193550034476857e-10,0.0,5.193550034476857e-10
1811,0.0,5.193550034476857e-10,0.0,5.193550034476857e-10
1812,0.0,0.0,0.0,0.0
1813,0.0,1.9397940396816337e-10,0.0,1.9397940396816337e-10
1814,0.0,1.9397940396816337e-10,0.0,1.9397940396816337e-10
1815,0.0,1.9397940396816337e-10,0.0,1.9397940396816337e-10
1816,0.0,3.8415212281047873e-10,0.0,3.8415212281047873e-10
1817,0.0,3.8415212281047873e-10,0.0,3.8415212281047873e-10
1818,0.0,3.8415212281047873e-10,0.0,3.8415212281047873e-10
1819,0.0,3.8415212281047873e-10,0.0,3.8415212281047873e-10
1820,0.0,3.375696547688481e-10,0.0,3.375696547688481e-10
1821,0.0,3.375696547688481e-10,0.0,3.375696547688481e-10
1822,0.0,3.375696547688481e-10,0.0,3.375696547688481e-10
1823,0.0,1.4739693592653273e-10,0.0,1.4739693592653273e-10
1824,0.0,1.4739693592653273e-10,0.0,1.4739693592653273e-10
1825,0.0,2.7401374026934736e-10,0.0,2.7401374026934736e-10
1826,0.0,2.7401374026934736e-10,0.0,2.7401374026934736e-10
1827,0.0,2.311874104852864e-10,0.0,2.311874104852864e-10
1828,0.0,2.311874104852864e-10,0.0,2.311874104852864e-10
1829,0.0,2.311874104852864e-10,0.0,2.311874104852864e-10
1830,0.0,2.311874104852864e-10,0.0,2.311874104852864e-10
1831,0.0,3.2408207070336713e-10,0.0,3.2408207070336713e-10
1832,0.0,1.974652663605525e-10,0.0,1.974652663605525e-10
1833,0.0,1.974652663605525e-10,0.0,1.974652663605525e-10
1834,0.0,9.289466021808072e-11,0.0,9.289466021808072e-11
1835,0.0,9.289466021808072e-11,0.0,9.289466021808072e-11
1836,0.0,9.289466021808072e-11,0.0,9.289466021808072e-11
1837,0.0,9.289466021808072e-11,0.0,9.289466021808072e-11
1838,0.0,7.632574730972611e-11,0.0,7.632574730972611e-11
1839,0.0,1.5210718399113635e-10,0.0,1.5210718399113635e-10
1840,0.0,1.5210718399113635e-10,0.0,1.5210718399113635e-10
1841,0.0,1.5210718399113635e-10,0.0,1.5210718399113635e-10
1842,0.0,1.5210718399113635e-10,0.0,1.5210718399113635e-10
1843,0.0,2.1768171392417505e-10,0.0,2.1768171392417505e-10
1844,0.0,2.844645709463935e-10,0.0,2.844645709463935e-10
1845,0.0,2.7487758894447923e-10,0.0,2.7487758894447923e-10
1846,0.0,2.643166518989659e-10,0.0,2.643166518989659e-10
1847,0.0,4.4613305510183514e-10,0.0,4.4613305510183514e-10
1848,0.0,5.008207301252351e-10,0.0,5.008207301252351e-10
1849,0.0,5.008207301252351e-10,0.0,5.008207301252351e-10
1850,0.0,4.827161091482322e-10,0.0,4.827161091482322e-10
1851,0.0,8.802191951508474e-10,0.0,8.802191951508474e-10
1852,0.0,1.0662882838590499e-09,0.0,1.0662882838590499e-09
1853,0.0,1.001067784223153e-09,0.0,1.001067784223153e-09
1854,0.0,9.202551022800622e-10,0.0,9.202551022800622e-10
1855,0.0,1.0755744231768664e-09,0.0,1.0755744231768664e-09
1856,0.0,1.2246708409285085e-09,0.0,1.2246708409285085e-09
1857,0.0,1.225335158735622e-09,0.0,1.225335158735622e-09
1858,0.0,9.914632686276142e-10,0.0,9.914632686276142e-10
1859,0.0,8.605141916489296e-10,0.0,8.605141916489296e-10
1860,0.0,9.82504609416322e-10,0.0,9.82504609416322e-10
1861,0.0,8.815008881565437e-10,0.0,8.815008881565437e-10
1862,0.0,7.829304347696717e-10,0.0,7.829304347696717e-10
1863,0.0,9.679991887421936e-10,0.0,9.679991887421936e-10
1864,0.0,1.014055204885876e-09,0.0,1.014055204885876e-09
1865,0.0,1.1374535599121112e-09,0.0,1.1374535599121112e-09
1866,0.0,1.3695117421061047e-09,0.0,1.3695117421061047e-09
1867,0.0,1.809283262892742e-09,0.0,1.809283262892742e-09
1868,0.0,2.1229651370191505e-09,0.0,2.1229651370191505e-09
1869,0.0,2.130286248989778e-09,0.0,2.130286248989778e-09
1870,0.0,2.176249228443997e-09,0.0,2.176249228443997e-09
1871,0.0,2.122635047888518e-09,0.0,2.122635047888518e-09
1872,0.0,1.9326294810527246e-09,0.0,1.9326294810527246e-09
1873,0.0,1.7737562807429441e-09,0.0,1.7737562807429441e-09
1874,0.0,1.490179341034903e-09,0.0,1.490179341034903e-09
1875,0.0,1.5776477544994704e-09,0.0,1.5776477544994704e-09
1876,0.0,1.6505500260206268e-09,0.0,1.6505500260206268e-09
1877,0.0,1.4801319019636899e-09,0.0,1.4801319019636899e-09
1878,0.0,1.693553361040553e-09,0.0,1.693553361040553e-09
1879,0.0,1.6694017755471334e-09,0.0,1.6694017755471334e-09
1880,0.0,1.6059047504489244e-09,0.0,1.6059047504489244e-09
1881,0.0,1.4855477245160183e-09,0.0,1.4855477245160183e-09
1882,0.0,1.5057219677443762e-09,0.0,1.5057219677443762e-09
1883,0.0,1.5389204434588878e-09,0.0,1.5389204434588878e-09
1884,0.0,1.4207431342505572e-09,0.0,1.4207431342505572e-09
1885,0.0,1.9503741399695684e-09,0.0,1.9503741399695684e-09
1886,0.0,2.031427811680483e-09,0.0,2.031427811680483e-09
1887,0.0,2.231488708101129e-09,0.0,2.231488708101129e-09
1888,0.0,2.451700525136451e-09,0.0,2.451700525136451e-09
1889,0.0,3.181895382096757e-09,0.0,3.181895382096757e-09
1890,0.0,3.2605852779659425e-09,0.0,3.2605852779659425e-09
1891,0.0,3.450708116073794e-09,0.0,3.450708116073794e-09
1892,0.0,2.7344943373134154e-09,0.0,2.7344943373134154e-09
1893,0.0,2.6752171192586818e-09,0.0,2.6752171192586818e-09
1894,0.0,2.6528943089917536e-09,0.0,2.6528943089917536e-09
1895,0.0,2.8888195248631477e-09,0.0,2.8888195248631477e-09
1896,0.0,1.8148218404258542e-09,0.0,1.8148218404258542e-09
1897,8.17377213532414e-10,2.6444555989435514e-09,8.17377213532414e-10,2.6444555989435514e-09
1898,8.17377213532414e-10,2.7776779210064717e-09,8.17377213532414e-10,2.7776779210064717e-09
1899,8.17377213532414e-10,2.983471771221348e-09,8.17377213532414e-10,2.983471771221348e-09
1900,8.17377213532414e-10,3.0027461152469316e-09,8.17377213532414e-10,3.0027461152469316e-09
1901,8.17377213532414e-10,2.813418101662738e-09,8.17377213532414e-10,2.813418101662738e-09
1902,8.345955038180364e-10,3.0087127392671877e-09,8.345955038180364e-10,3.0087127392671877e-09
1903,8.345955038180364e-10,3.791904885324422e-09,8.345955038180364e-10,3.791904885324422e-09
1904,1.721829028562232e-11,3.879460752642672e-09,1.721829028562232e-11,3.879460752642672e-09
1905,1.721829028562232e-11,4.074457374666654e-09,1.721829028562232e-11,4.074457374666654e-09
1906,1.721829028562232e-11,4.266698359702202e-09,1.721829028562232e-11,4.266698359702202e-09
1907,1.721829028562232e-11,4.203193697855616e-09,1.721829028562232e-11,4.203193697855616e-09
1908,1.721829028562232e-11,4.563592773517858e-09,1.721829028562232e-11,4.563592773517858e-09
1909,0.0,3.974829275245538e-09,0.0,3.974829275245538e-09
1910,0.0,3.4584626749735646e-09,0.0,3.4584626749735646e-09
1911,0.0,2.4753495919682678e-09,0.0,2.4753495919682678e-09
1912,0.0,2.0816867118966798e-09,0.0,2.0816867118966798e-09
1913,0.0,1.8164079922706427e-09,0.0,1.8164079922706427e-09
1914,2.923297913261434e-11,1.9623034149976857e-09,2.923297913261434e-11,1.9623034149976857e-09
1915,2.923297913261434e-11,1.6572734771815233e-09,2.923297913261434e-11,1.6572734771815233e-09
1916,2.923297913261434e-11,1.7980220169887063e-09,2.923297913261434e-11,1.7980220169887063e-09
1917,2.923297913261434e-11,1.7190237170236093e-09,2.923297913261434e-11,1.7190237170236093e-09
1918,2.923297913261434e-11,1.725862944620563e-09,2.923297913261434e-11,1.725862944620563e-09
1919,2.923297913261434e-11,1.7511490194418604e-09,2.923297913261434e-11,1.7511490194418604e-09
1920,2.923297913261434e-11,1.7365913944950811e-09,2.923297913261434e-11,1.7365913944950811e-09
1921,0.0,1.6983874465533892e-09,0.0,1.6983874465533892e-09
1922,0.0,1.981936123155289e-09,0.0,1.981936123155289e-09
1923,0.0,1.9644396744210114e-09,0.0,1.9644396744210114e-09
1924,0.0,2.578265807200759e-09,0.0,2.578265807200759e-09
1925,0.0,2.49483797113267e-09,0.0,2.49483797113267e-09
1926,0.0,2.505492876661971e-09,0.0,2.505492876661971e-09
1927,0.0,3.1384612845083584e-09,0.0,3.1384612845083584e-09
1928,0.0,3.232901232433757e-09,0.0,3.232901232433757e-09
1929,0.0,3.0268845842483317e-09,0.0,3.0268845842483317e-09
1930,0.0,3.227684183418741e-09,0.0,3.227684183418741e-09
1931,0.0,2.8207032899883545e-09,0.0,2.8207032899883545e-09
1932,0.0,3.15617522593316e-09,0.0,3.15617522593316e-09
1933,0.0,3.4137001320948865e-09,0.0,3.4137001320948865e-09
1934,0.0,3.022008119936613e-09,0.0,3.022008119936613e-09
1935,0.0,2.991565645998102e-09,0.0,2.991565645998102e-09
1936,0.0,2.9271445584860042e-09,0.0,2.9271445584860042e-09
1937,0.0,2.7416753946494866e-09,0.0,2.7416753946494866e-09
1938,0.0,2.3564902093145943e-09,0.0,2.3564902093145943e-09
1939,0.0,2.034240220716299e-09,0.0,2.034240220716299e-09
1940,0.0,1.576149238902147e-09,0.0,1.576149238902147e-09
1941,0.0,1.2871524600134775e-09,0.0,1.2871524600134775e-09
1942,0.0,1.1228023471294384e-09,0.0,1.1228023471294384e-09
1943,2.1453325227405173e-11,1.0845387326303373e-09,2.1453325227405173e-11,1.0845387326303373e-09
1944,2.1453325227405173e-11,9.151732903246921e-10,2.1453325227405173e-11,9.151732903246921e-10
1945,2.1453325227405173e-11,9.407808064322764e-10,2.1453325227405173e-11,9.407808064322764e-10
1946,2.1453325227405173e-11,9.320036686855104e-10,2.1453325227405173e-11,9.320036686855104e-10
1947,2.1453325227405173e-11,1.1949996944363557e-09,2.1453325227405173e-11,1.1949996944363557e-09
1948,2.1453325227405173e-11,1.2794068423741374e-09,2.1453325227405173e-11,1.2794068423741374e-09
1949,2.1453325227405173e-11,1.4269652126586152e-09,2.1453325227405173e-11,1.4269652126586152e-09
1950,0.0,1.5305915741186433e-09,0.0,1.5305915741186433e-09
1951,0.0,1.5063693308598707e-09,0.0,1.5063693308598707e-09
1952,0.0,1.7231157294667859e-09,0.0,1.7231157294667859e-09
1953,0.0,1.949865602313139e-09,0.0,1.949865602313139e-09
1954,0.0,1.7368947391460665e-09,0.0,1.7368947391460665e-09
1955,0.0,1.7030200107269268e-09,0.0,1.7030200107269268e-09
1956,0.0,1.5656014738598044e-09,0.0,1.5656014738598044e-09
1957,0.0,1.4010079207871229e-09,0.0,1.4010079207871229e-09
1958,0.0,1.4021422515117114e-09,0.0,1.4021422515117114e-09
1959,0.0,1.3099520595234132e-09,0.0,1.3099520595234132e-09
1960,0.0,1.0765390563121408e-09,0.0,1.0765390563121408e-09
1961,0.0,1.2900833020904452e-09,0.0,1.2900833020904452e-09
1962,0.0,1.2240790999865477e-09,0.0,1.2240790999865477e-09
1963,0.0,1.287476165361718e-09,0.0,1.287476165361718e-09
1964,0.0,1.39612289982795e-09,0.0,1.39612289982795e-09
1965,0.0,1.6085460899769748e-09,0.0,1.6085460899769748e-09
1966,0.0,1.538441723220834e-09,0.0,1.538441723220834e-09
1967,0.0,1.5034493174224751e-09,0.0,1.5034493174224751e-09
1968,0.0,1.3122849632348936e-09,0.0,1.3122849632348936e-09
1969,0.0,1.4412166856761895e-09,0.0,1.4412166856761895e-09
1970,0.0,1.3045261220463139e-09,0.0,1.3045261220463139e-09
1971,0.0,1.2051332154427996e-09,0.0,1.2051332154427996e-09
1972,2.0869068378155069e-10,9.304300504656534e-10,2.0869068378155069e-10,9.304300504656534e-10
1973,2.0869068378155069e-10,8.624108570133768e-10,2.0869068378155069e-10,8.624108570133768e-10
1974,2.331331933058678e-10,8.200603846779992e-10,2.331331933058678e-10,8.200603846779992e-10
1975,2.331331933058678e-10,7.203973053014425e-10,2.331331933058678e-10,7.203973053014425e-10
1976,2.331331933058678e-10,5.092266648037175e-10,2.331331933058678e-10,5.092266648037175e-10
1977,2.331331933058678e-10,5.281042151203e-10,2.331331933058678e-10,5.281042151203e-10
1978,4.371314084515378e-10,4.622840225700285e-10,4.371314084515378e-10,4.622840225700285e-10
1979,2.284407246699871e-10,3.904494842523119e-10,2.284407246699871e-10,3.904494842523119e-10
1980,2.284407246699871e-10,3.227476282262133e-10,2.284407246699871e-10,3.227476282262133e-10
1981,2.0399821514567e-10,3.099407853384457e-10,2.0399821514567e-10,3.099407853384457e-10
1982,2.0399821514567e-10,2.9302378083486044e-10,2.0399821514567e-10,2.9302378083486044e-10
1983,3.446458198195858e-10,3.046591639680304e-10,3.446458198195858e-10,3.046591639680304e-10
1984,3.519964131678702e-10,2.3909623784814013e-10,3.519964131678702e-10,2.3909623784814013e-10
1985,1.5523227296841491e-10,2.42626899722114e-10,1.5523227296841491e-10,2.42626899722114e-10
1986,1.6904938312285138e-10,2.239332063034917e-10,1.6904938312285138e-10,2.239332063034917e-10
1987,1.6904938312285138e-10,2.4608563698696225e-10,1.6904938312285138e-10,2.4608563698696225e-10
1988,1.8291220274524456e-10,1.8434885661650872e-10,1.8291220274524456e-10,1.8434885661650872e-10
1989,2.028682375857357e-10,2.0354540870253553e-10,2.028682375857357e-10,2.0354540870253553e-10
1990,6.222063291181991e-11,1.5838533262702015e-10,6.222063291181991e-11,1.5838533262702015e-10
1991,1.1399345604361827e-10,1.568226828158841e-10,1.1399345604361827e-10,1.568226828158841e-10
1992,3.6760355573032098e-09,1.5246403841809705e-10,3.6760355573032098e-09,1.5246403841809705e-10
1993,3.7137493219541184e-09,1.3864692826366058e-10,3.7137493219541184e-09,1.3864692826366058e-10
1994,3.7202524518339543e-09,1.1766283681507213e-10,3.7202524518339543e-09,1.1766283681507213e-10
1995,3.731938157808257e-09,1.6182847819726628e-10,3.731938157808257e-09,1.6182847819726628e-10
1996,4.2035411704023834e-09,2.2975102078762585e-10,4.2035411704023834e-09,2.2975102078762585e-10
1997,1.9206125234352437e-08,2.5185618174328184e-10,1.9206125234352437e-08,2.5185618174328184e-10
1998,8.510622517088737e-08,2.5605100777743266e-10,8.510622517088737e-08,2.5605100777743266e-10
1999,2.3453209900399309e-07,3.2728091467085617e-10,2.3453209900399309e-07,3.2728091467085617e-10
2000,3.5445683781016946e-07,3.4285820214665005e-10,3.5445683781016946e-07,3.4285820214665005e-10
2001,5.136712520198428e-07,3.255547438772512e-10,5.136712520198428e-07,3.255547438772512e-10
2002,5.954517229765446e-07,3.3888033847327495e-10,5.954517229765446e-07,3.3888033847327495e-10
2003,6.921085226200116e-07,2.752985716376293e-10,6.921085226200116e-07,2.752985716376293e-10
