ngram,Authentication,Authentification,Athentication
1824,1.4630616155094804e-08,0.0,0.0
1825,1.7712980804329703e-08,0.0,0.0
1826,1.8620469047611214e-08,0.0,0.0
1827,1.9428135108626573e-08,0.0,0.0
1828,2.0844191135032427e-08,0.0,0.0
1829,2.6233843415062504e-08,0.0,0.0
1830,2.410668401405961e-08,0.0,0.0
1831,1.9815944314010333e-08,0.0,0.0
1832,1.7805578852606426e-08,8.5149458912375e-11,0.0
1833,1.771369045095688e-08,8.5149458912375e-11,0.0
1834,1.7969474035745795e-08,5.004504271306181e-10,0.0
1835,2.1368084190953596e-08,5.004504271306181e-10,0.0
1836,1.9059936866889464e-08,7.256339656131721e-10,0.0
1837,2.2181548788223282e-08,7.256339656131721e-10,0.0
1838,2.1521779786886393e-08,7.256339656131721e-10,0.0
1839,2.4583653081476442e-08,6.404845067007971e-10,7.578143668141024e-11
1840,5.9146657222746464e-08,7.916564388159892e-10,7.578143668141024e-11
1841,6.509141251395281e-08,5.862883036199053e-10,7.578143668141024e-11
1842,7.602102147785672e-08,5.862883036199053e-10,7.578143668141024e-11
1843,7.904893488992165e-08,3.611047651373513e-10,7.578143668141024e-11
1844,8.929502711855061e-08,4.278876221595697e-10,7.578143668141024e-11
1845,9.314559130351491e-08,5.613651527751934e-10,7.578143668141024e-11
1846,9.566549558875132e-08,6.265856524110904e-10,0.0
1847,6.523231834064194e-08,5.360191853867999e-10,0.0
1848,6.409964774840254e-08,3.260863523646407e-10,0.0
1849,5.489052108081134e-08,3.260863523646407e-10,0.0
1850,5.373978341692366e-08,3.260863523646407e-10,0.0
1851,4.423292360960269e-08,2.5930349534242225e-10,0.0
1852,4.5098748354835804e-08,1.258259647267985e-10,0.0
1853,4.844240564239044e-08,6.060546509090159e-11,0.0
1854,5.042177469200786e-08,0.0,0.0
1855,5.276487767348824e-08,0.0,0.0
1856,5.638882782932342e-08,3.9759043676415983e-10,9.939760919103996e-11
1857,5.744185977667777e-08,3.9759043676415983e-10,9.939760919103996e-11
1858,5.885335748903994e-08,3.9759043676415983e-10,9.939760919103996e-11
1859,6.316597835263695e-08,3.9759043676415983e-10,9.939760919103996e-11
1860,6.172367607502696e-08,3.9759043676415983e-10,9.939760919103996e-11
1861,6.09387679365422e-08,3.9759043676415983e-10,9.939760919103996e-11
1862,6.26288912794085e-08,3.9759043676415983e-10,9.939760919103996e-11
1863,6.198428995471009e-08,9.547576221688051e-11,0.0
1864,6.215185521796229e-08,9.547576221688051e-11,0.0
1865,6.521716144902712e-08,9.547576221688051e-11,0.0
1866,6.217459309303714e-08,9.547576221688051e-11,0.0
1867,6.145938818186941e-08,9.547576221688051e-11,0.0
1868,6.093127424833256e-08,1.4028746021997407e-10,0.0
1869,5.875016282987287e-08,1.4028746021997407e-10,0.0
1870,5.527363455826162e-08,4.4811698003093574e-11,0.0
1871,5.684847234225085e-08,4.4811698003093574e-11,0.0
1872,5.8780044197094735e-08,4.4811698003093574e-11,0.0
1873,5.864481725633855e-08,8.382045058041854e-11,0.0
1874,6.550814849301137e-08,2.42783309329602e-10,0.0
1875,7.125962702454152e-08,1.9797161132650842e-10,0.0
1876,7.001919907371043e-08,1.9797161132650842e-10,0.0
1877,7.129738222033666e-08,1.9797161132650842e-10,0.0
1878,7.365735450142502e-08,1.9797161132650842e-10,0.0
1879,7.045205967821338e-08,2.3288542522997043e-10,0.0
1880,7.011330995153133e-08,1.9387667265264545e-10,0.0
1881,6.22696550830629e-08,3.4913813903461997e-11,0.0
1882,5.5826592111023795e-08,3.4913813903461997e-11,0.0
1883,5.6865427922048184e-08,1.3128169583178006e-10,0.0
1884,5.8787569859727485e-08,2.2281441374489523e-10,0.0
1885,5.788584443523957e-08,3.679308088358876e-10,0.0
1886,5.660802975577488e-08,4.157828446617527e-10,0.0
1887,5.945410563867881e-08,4.157828446617527e-10,0.0
1888,5.873708478329068e-08,4.697885295065366e-10,0.0
1889,5.981749901755912e-08,4.697885295065366e-10,0.0
1890,5.6019630331353e-08,3.7342064757821854e-10,0.0
1891,5.512805399478436e-08,3.0749298147408107e-10,0.0
1892,5.2328461310123334e-08,1.8484816851785776e-10,0.0
1893,5.896979057443527e-08,1.4820566599357424e-10,0.0
1894,5.707389710047599e-08,2.807563031265963e-10,0.0
1895,6.133005925335056e-08,2.2675061828181242e-10,0.0
1896,6.554728975467177e-08,2.4613104411739886e-10,0.0
1897,7.564994421370232e-08,4.1332184500372394e-10,0.0
1898,7.918809227395026e-08,4.2379312955745773e-10,0.0
1899,8.020291021791439e-08,4.3774936056958525e-10,0.0
1900,7.615328862747057e-08,3.916260133645417e-10,0.0
1901,8.023929102104635e-08,2.7621206314229086e-10,0.0
1902,7.992027458872794e-08,3.1064864371353554e-10,0.0
1903,8.527263771286795e-08,3.550247972589864e-10,0.0
1904,8.568830825847077e-08,2.353952172073903e-10,0.0
1905,9.01414998517274e-08,3.6703437313244184e-10,0.0
1906,9.949333852026549e-08,3.306065599855452e-10,0.0
1907,1.0444592390967955e-07,3.59906907847802e-10,0.0
1908,1.1095800951060092e-07,3.4277022093703076e-10,0.0
1909,1.1516966123638537e-07,3.0833364036578613e-10,0.0
1910,1.1645100731324679e-07,2.721248405184491e-10,0.0
1911,1.1521291907813844e-07,2.3854155159089684e-10,0.0
1912,1.199494609035615e-07,7.082605930313385e-11,0.0
1913,1.1451233916659476e-07,1.423156513270994e-10,0.0
1914,1.1523824079111883e-07,1.4224828259745692e-10,0.0
1915,1.1146816802920512e-07,2.0600317285346392e-10,1.593872256400175e-11
1916,1.1066960731958326e-07,2.210550353876073e-10,1.593872256400175e-11
1917,1.0594298365569038e-07,2.354044598140703e-10,1.593872256400175e-11
1918,1.0607810147738356e-07,2.50187006032933e-10,1.593872256400175e-11
1919,9.81289096963727e-08,3.354214842385009e-10,1.593872256400175e-11
1920,1.0419872710696967e-07,3.5673851174676333e-10,1.593872256400175e-11
1921,1.0711498634106777e-07,3.2750553261414895e-10,1.593872256400175e-11
1922,1.1392575568639326e-07,2.879019384005588e-10,7.245388416216819e-11
1923,1.1442431002706144e-07,3.219569650563565e-10,7.245388416216819e-11
1924,1.249193084212103e-07,3.044812913704271e-10,7.245388416216819e-11
1925,1.2704528984386343e-07,2.987259883902027e-10,7.245388416216819e-11
1926,1.2910386715248023e-07,4.1979818034475006e-10,7.245388416216819e-11
1927,1.2695270308021073e-07,4.406834579790646e-10,7.245388416216819e-11
1928,1.683301685976143e-07,5.091119192890403e-10,7.245388416216819e-11
1929,1.693316054992725e-07,5.102464205121646e-10,0.0
1930,1.644804084678851e-07,4.611395313222236e-10,0.0
1931,1.5071028514057616e-07,6.465820795442667e-10,0.0
1932,1.490149707754946e-07,6.235769043984516e-10,2.3643246091101642e-11
1933,1.489464216725927e-07,4.636045515736344e-10,2.3643246091101642e-11
1934,1.4681482290208286e-07,3.4991265440709185e-10,2.3643246091101642e-11
1935,9.929553763348459e-08,3.2592885929843314e-10,2.3643246091101642e-11
1936,1.010386593439502e-07,5.518922422239772e-10,2.3643246091101642e-11
1937,1.1611586866625398e-07,5.518922422239772e-10,2.3643246091101642e-11
1938,1.205665408779818e-07,3.420281637277002e-10,2.3643246091101642e-11
1939,1.2129723866597226e-07,3.420281637277002e-10,0.0
1940,1.2106492773357657e-07,4.2466016021107984e-10,2.5793262367227296e-11
1941,1.2516418986966267e-07,5.349744417301342e-10,5.3371832746990884e-11
1942,1.2934751530175553e-07,4.905297755288172e-10,5.3371832746990884e-11
1943,1.2008516035523697e-07,2.3928059533773194e-10,5.3371832746990884e-11
1944,1.124914236681564e-07,2.582519178665318e-10,5.3371832746990884e-11
1945,1.2218278706248903e-07,3.896378596752419e-10,5.3371832746990884e-11
1946,1.303624931178352e-07,3.896378596752419e-10,5.3371832746990884e-11
1947,1.32520399225606e-07,2.772285218848631e-10,2.7578570379763587e-11
1948,1.3631525165789883e-07,2.524142442680447e-10,0.0
1949,1.3702055769369637e-07,2.524142442680447e-10,0.0
1950,1.414778003956079e-07,2.6933421960949136e-10,0.0
1951,1.4695921939684403e-07,3.0001019129295107e-10,0.0
1952,1.3532391055345476e-07,1.8430819866331405e-10,0.0
1953,1.241487532459879e-07,1.8430819866331405e-10,0.0
1954,1.297256712210323e-07,1.677512226350153e-10,0.0
1955,1.2487346420389907e-07,1.6921673288784944e-10,0.0
1956,1.2426220154436252e-07,1.826847383685453e-10,0.0
1957,1.2065036258945838e-07,1.9125221446219294e-10,0.0
1958,1.1503917006296303e-07,1.5350672816216715e-10,0.0
1959,1.2209697583135233e-07,1.9429247298331986e-10,0.0
1960,1.274594773852706e-07,2.366439167638441e-10,0.0
1961,1.1951404742051507e-07,2.4789948566139586e-10,0.0
1962,1.2185119706893082e-07,2.62951532571863e-10,0.0
1963,1.265511175217528e-07,3.089066681021586e-10,0.0
1964,1.2740890907382762e-07,3.3737907705650676e-10,0.0
1965,1.2753815882758447e-07,3.607375955489671e-10,0.0
1966,1.2681141571744904e-07,4.009916892580964e-10,0.0
1967,1.256501909503121e-07,4.3824235609494066e-10,0.0
1968,1.2844706479394778e-07,4.889825766518641e-10,0.0
1969,1.2929472603673275e-07,4.0491878699239996e-10,0.0
1970,1.2372062688622725e-07,3.7180417276706987e-10,0.0
1971,1.2148309329924295e-07,3.446970149788088e-10,8.950900536636957e-12
1972,1.2419552522909987e-07,4.2247747165737234e-10,8.950900536636957e-12
1973,1.2124939376332934e-07,4.4131104128185076e-10,1.720499734744355e-11
1974,1.2436606462123174e-07,4.513314622827431e-10,1.720499734744355e-11
1975,1.3225627627986925e-07,4.947591760887501e-10,1.720499734744355e-11
1976,1.3672576670842318e-07,5.250239925353689e-10,1.720499734744355e-11
1977,1.5243851692048338e-07,5.38847522157937e-10,1.720499734744355e-11
1978,1.6060392584092499e-07,5.854341773264033e-10,4.9053738253907704e-11
1979,1.6873096748375766e-07,6.430751169667864e-10,4.9053738253907704e-11
1980,1.8076880183213818e-07,6.058860318220687e-10,4.86364688602668e-11
1981,1.879030406826132e-07,5.773018888329976e-10,4.86364688602668e-11
1982,1.9696727195293663e-07,6.64577258304076e-10,6.345945891788368e-11
1983,2.0144696577517607e-07,6.977862335563348e-10,6.345945891788368e-11
1984,2.0578014771542386e-07,7.826142670427519e-10,6.345945891788368e-11
1985,2.1426370722110732e-07,9.551334643832986e-10,2.2659817474782582e-11
1986,2.2556736009197005e-07,9.571656166075725e-10,2.2659817474782582e-11
1987,2.3456353354894028e-07,1.0994837659364772e-09,1.482299005761689e-11
1988,2.486358669427448e-07,1.2463876756082674e-09,2.8685809680010064e-11
1989,2.637340920890503e-07,1.2199890938749798e-09,1.386281962239317e-11
1990,2.8400237640978177e-07,1.3049980937144108e-09,1.386281962239317e-11
1991,3.0942322025241863e-07,1.5085014190166897e-09,1.386281962239317e-11
1992,3.4465321212857294e-07,1.5043120241539247e-09,1.386281962239317e-11
1993,3.733590493279085e-07,1.6536661088092534e-09,1.386281962239317e-11
1994,4.1824478103080764e-07,2.4604742211918408e-09,1.386281962239317e-11
1995,4.838775648100377e-07,2.546339980139375e-09,0.0
1996,5.618810600286192e-07,2.7203498184239348e-09,0.0
1997,6.820274823634723e-07,2.876054616685053e-09,5.7525244488511515e-12
1998,7.908248522068919e-07,3.0098141915299183e-09,2.3085887368434754e-11
1999,9.570152071449099e-07,3.2561370108144925e-09,5.020210933467542e-11
2000,1.1917740770123991e-06,3.3961952615259504e-09,9.174154392515327e-11
2001,1.3422610923693616e-06,2.703368925541635e-09,1.424488433955849e-10
2002,1.4620285518114024e-06,2.8766250651354343e-09,1.5855450484293853e-10
2003,1.6231166617736953e-06,2.8664357237013452e-09,1.6887077946321176e-10
2004,1.6718842386710873e-06,2.927831849979563e-09,1.681648010327346e-10
2005,1.719391272152799e-06,2.778630246526502e-09,1.756744050824504e-10
2006,1.7062706579703705e-06,2.609625753586491e-09,1.5885132742928957e-10
2007,1.631868014685876e-06,2.442693412620299e-09,1.4951485932271754e-10
2008,1.6485220807485997e-06,2.478400786186187e-09,1.0938971900916909e-10
2009,1.570324392170213e-06,2.3017441286299345e-09,1.0158141589793651e-10
2010,1.4121119582861347e-06,2.2172571080756954e-09,9.945293348777108e-11
2011,1.3253565823236256e-06,1.977633929633222e-09,1.1297597579673635e-10
2012,1.2425939205838534e-06,1.915585848674287e-09,8.813300882743696e-11
2013,1.1624379112618044e-06,1.8372943801279818e-09,8.319088721469342e-11
2014,1.060222919997094e-06,1.822671029978145e-09,5.09879207307876e-11
2015,9.567604105801105e-07,1.712967672468884e-09,4.583643286355204e-11
2016,9.437342539188518e-07,1.6541241075275691e-09,3.7539074527430976e-11
2017,9.487385455031472e-07,1.6432387302719083e-09,3.4243162703543696e-11
2018,9.533650995763309e-07,1.7704064436685484e-09,1.5094371585977485e-11
2019,9.558635554185457e-07,1.7738047697335446e-09,1.8867964482471855e-11
