ngram,Hacker,Hacer,Hcker,Hcker
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,4.516122252035919e-07,0.0,0.0,0.0
1644,4.516122252035919e-07,0.0,0.0,0.0
1645,5.498458871703146e-07,0.0,0.0,0.0
1646,5.498458871703146e-07,0.0,0.0,0.0
1647,5.498458871703146e-07,0.0,0.0,0.0
1648,5.956951229433929e-07,0.0,0.0,0.0
1649,5.956951229433929e-07,0.0,0.0,0.0
1650,1.4408289773980088e-07,0.0,0.0,0.0
1651,1.4408289773980088e-07,0.0,0.0,0.0
1652,4.584923577307823e-08,0.0,0.0,0.0
1653,4.584923577307823e-08,0.0,0.0,0.0
1654,4.584923577307823e-08,0.0,0.0,0.0
1655,2.324121786451932e-07,0.0,0.0,0.0
1656,2.324121786451932e-07,0.0,0.0,0.0
1657,4.270432002938053e-07,0.0,0.0,0.0
1658,6.415057376735993e-07,0.0,0.0,0.0
1659,9.953447813261716e-07,0.0,0.0,0.0
1660,9.953447813261716e-07,0.0,0.0,0.0
1661,9.953447813261716e-07,0.0,0.0,0.0
1662,8.847321818653395e-07,0.0,0.0,0.0
1663,8.847321818653395e-07,0.0,0.0,0.0
1664,8.080100997176487e-07,0.0,0.0,0.0
1665,6.376391792985357e-07,0.0,0.0,0.0
1666,3.6369693085751873e-07,0.0,0.0,0.0
1667,3.9614924673969654e-07,0.0,0.0,0.0
1668,3.9614924673969654e-07,0.0,0.0,0.0
1669,2.7434966755533553e-07,0.0,0.0,0.0
1670,4.289463402886083e-07,0.0,0.0,0.0
1671,3.110374007876869e-07,0.0,0.0,0.0
1672,2.6694578382700585e-07,0.0,0.0,0.0
1673,4.3447768811282525e-07,0.0,0.0,0.0
1674,4.020253722306474e-07,0.0,0.0,0.0
1675,4.020253722306474e-07,0.0,0.0,0.0
1676,1.6474741642014123e-06,0.0,0.0,0.0
1677,1.6272222832672663e-06,0.0,0.0,0.0
1678,1.6272222832672663e-06,0.0,0.0,0.0
1679,1.6272222832672663e-06,0.0,0.0,0.0
1680,1.3797935837698918e-06,0.0,0.0,0.0
1681,1.5588003634547931e-06,0.0,0.0,0.0
1682,1.5789613964248668e-06,0.0,0.0,0.0
1683,3.3351260445410193e-07,0.0,0.0,0.0
1684,2.2838939222375692e-07,0.0,0.0,0.0
1685,2.485952238982593e-07,0.0,0.0,0.0
1686,3.038536371085294e-07,0.0,0.0,0.0
1687,4.274539021155631e-07,0.0,0.0,0.0
1688,2.484471224306617e-07,0.0,0.0,0.0
1689,2.2828608946058792e-07,0.0,0.0,0.0
1690,2.2828608946058792e-07,0.0,0.0,0.0
1691,8.596479221166322e-07,0.0,0.0,0.0
1692,8.394420904421298e-07,0.0,0.0,0.0
1693,7.841836772318597e-07,0.0,0.0,0.0
1694,6.849689628195068e-07,0.0,0.0,0.0
1695,8.400369974229502e-07,0.0,0.0,0.0
1696,9.817505152958411e-07,0.0,0.0,0.0
1697,9.817505152958411e-07,0.0,0.0,0.0
1698,3.315383736435251e-07,0.0,0.0,0.0
1699,3.446079140141072e-07,0.0,0.0,0.0
1700,3.836014721108378e-07,0.0,0.0,0.0
1701,3.882161995047032e-07,0.0,0.0,0.0
1702,2.5711848447177286e-07,0.0,0.0,0.0
1703,1.2644617645004734e-07,0.0,0.0,0.0
1704,1.3510794311904257e-07,0.0,0.0,0.0
1705,1.2473667254653265e-07,0.0,0.0,0.0
1706,3.5532555386907916e-07,0.0,0.0,0.0
1707,3.649418078209367e-07,0.0,0.0,0.0
1708,3.3594152983239057e-07,0.0,0.0,0.0
1709,3.1197121026187755e-07,0.0,0.0,0.0
1710,3.181450237223414e-07,0.0,0.0,0.0
1711,3.288679144881306e-07,0.0,0.0,0.0
1712,3.614581751370289e-07,0.0,0.0,0.0
1713,1.2861776862596992e-07,0.0,0.0,0.0
1714,1.1829439878446075e-07,0.0,0.0,0.0
1715,1.5226145982134248e-07,0.0,0.0,0.0
1716,1.6997137614842878e-07,0.0,0.0,0.0
1717,3.361500802157025e-07,0.0,0.0,0.0
1718,3.9418298415837073e-07,0.0,0.0,0.0
1719,3.6817759457059243e-07,0.0,0.0,0.0
1720,3.573595793885228e-07,0.0,0.0,0.0
1721,9.673174347873165e-07,0.0,0.0,0.0
1722,9.719883072380396e-07,0.0,0.0,0.0
1723,9.604535670908781e-07,0.0,0.0,0.0
1724,7.829307594623255e-07,0.0,0.0,0.0
1725,7.128661511249643e-07,0.0,0.0,0.0
1726,7.190562761089885e-07,0.0,0.0,0.0
1727,1.1227765241983434e-06,0.0,0.0,0.0
1728,4.874913465917936e-07,0.0,0.0,0.0
1729,5.444330639647887e-07,0.0,0.0,0.0
1730,6.446399807608876e-07,0.0,0.0,0.0
1731,6.596692797091106e-07,0.0,0.0,0.0
1732,6.585748505269098e-07,0.0,0.0,0.0
1733,6.8092370345393e-07,0.0,0.0,0.0
1734,3.081738450459527e-07,0.0,0.0,0.0
1735,3.0168165108891897e-07,0.0,0.0,0.0
1736,6.966989362565203e-07,0.0,0.0,0.0
1737,6.04160099726414e-07,0.0,0.0,0.0
1738,5.887516972994231e-07,0.0,0.0,0.0
1739,7.246534968276462e-07,0.0,0.0,0.0
1740,7.11991483167854e-07,0.0,0.0,0.0
1741,6.869624442629174e-07,0.0,0.0,0.0
1742,6.804955182206283e-07,6.377372281057043e-09,0.0,0.0
1743,1.9952997577986154e-07,6.377372281057043e-09,0.0,0.0
1744,1.9461484005286627e-07,6.377372281057043e-09,0.0,0.0
1745,2.080577513449303e-07,6.377372281057043e-09,0.0,0.0
1746,1.1069922223327922e-07,6.377372281057043e-09,0.0,0.0
1747,1.2566975269935809e-07,6.377372281057043e-09,0.0,0.0
1748,2.4711901858154306e-07,6.377372281057043e-09,0.0,0.0
1749,2.5207429895804777e-07,0.0,0.0,0.0
1750,2.4904036826407197e-07,0.0,0.0,0.0
1751,2.436813861805831e-07,0.0,0.0,0.0
1752,2.4034101921342555e-07,0.0,0.0,0.0
1753,2.005685773655484e-07,0.0,0.0,0.0
1754,2.1334503712872837e-07,0.0,0.0,0.0
1755,1.129275748468217e-07,3.85330776810276e-09,0.0,0.0
1756,1.3225605880303908e-07,3.85330776810276e-09,0.0,0.0
1757,1.5306470427641932e-07,6.8984310327583185e-09,0.0,0.0
1758,1.650334898580955e-07,6.8984310327583185e-09,0.0,0.0
1759,2.0857864058143605e-07,6.8984310327583185e-09,0.0,0.0
1760,2.9403576868552203e-07,6.8984310327583185e-09,0.0,0.0
1761,2.4382694314389095e-07,6.8984310327583185e-09,0.0,0.0
1762,2.839183405204234e-07,3.045123264655558e-09,0.0,0.0
1763,2.5963457618770137e-07,3.045123264655558e-09,0.0,0.0
1764,2.3503914750985393e-07,8.43203906697454e-09,0.0,0.0
1765,2.3129085694303546e-07,8.43203906697454e-09,0.0,0.0
1766,1.7555239776153746e-07,8.43203906697454e-09,0.0,0.0
1767,9.095492181643294e-08,8.43203906697454e-09,0.0,0.0
1768,1.0168377200565309e-07,8.43203906697454e-09,0.0,0.0
1769,1.2600701003252978e-07,8.43203906697454e-09,0.0,0.0
1770,1.4042161795251624e-07,8.43203906697454e-09,0.0,0.0
1771,1.6393737694337623e-07,1.579586239586206e-08,0.0,0.0
1772,1.785085620907369e-07,1.579586239586206e-08,0.0,0.0
1773,3.541756805296765e-07,1.579586239586206e-08,0.0,0.0
1774,4.177707150379969e-07,1.579586239586206e-08,0.0,0.0
1775,4.128192431705559e-07,1.579586239586206e-08,0.0,0.0
1776,3.3499330040090823e-07,1.579586239586206e-08,0.0,0.0
1777,3.234967427902445e-07,1.579586239586206e-08,0.0,0.0
1778,3.416686032510695e-07,0.0,0.0,0.0
1779,3.229928416154897e-07,0.0,0.0,0.0
1780,1.5332123228160655e-07,0.0,0.0,0.0
1781,8.957474355903677e-08,0.0,0.0,0.0
1782,8.595549871870389e-08,0.0,0.0,0.0
1783,8.326664665706371e-08,2.174599040521181e-09,0.0,0.0
1784,1.003222612285169e-07,2.174599040521181e-09,0.0,0.0
1785,6.229645167975053e-08,2.174599040521181e-09,0.0,0.0
1786,7.605296760613913e-08,2.174599040521181e-09,0.0,0.0
1787,1.2595692260625973e-07,2.174599040521181e-09,0.0,0.0
1788,1.3459144503664383e-07,2.174599040521181e-09,0.0,0.0
1789,1.5802777753037844e-07,4.5013686746285336e-09,0.0,0.0
1790,1.5488872153111644e-07,2.326769634107352e-09,0.0,0.0
1791,1.5011858423008562e-07,2.8389960350848143e-08,0.0,0.0
1792,1.458226187419801e-07,2.8389960350848143e-08,0.0,0.0
1793,1.411434217755771e-07,3.134802665069206e-08,0.0,0.0
1794,9.681268891321387e-08,1.3014859615420198e-07,0.0,0.0
1795,9.979278635187581e-08,1.55720215135245e-07,0.0,0.0
1796,9.410971329210887e-08,1.5339344550113765e-07,0.0,0.0
1797,9.601347653439721e-08,1.539603691520191e-07,0.0,0.0
1798,8.370323228185888e-08,1.2847583511340792e-07,0.0,0.0
1799,9.354209952659533e-08,1.3208045267022938e-07,6.00769592803577e-10,6.00769592803577e-10
1800,1.0971283513429495e-07,1.2912238637038547e-07,6.00769592803577e-10,6.00769592803577e-10
1801,1.1053062820565174e-07,3.1250497808546895e-08,6.00769592803577e-10,6.00769592803577e-10
1802,1.0446575515743461e-07,5.678878827503857e-09,6.00769592803577e-10,6.00769592803577e-10
1803,1.1368735946299629e-07,5.678878827503857e-09,6.00769592803577e-10,6.00769592803577e-10
1804,1.159476821856385e-07,5.722110277669604e-09,6.00769592803577e-10,6.00769592803577e-10
1805,1.7927216232140252e-07,5.662808602987671e-09,6.00769592803577e-10,6.00769592803577e-10
1806,1.9181903151580366e-07,6.19499267757411e-09,0.0,0.0
1807,2.448758422701758e-07,3.464908052538565e-08,0.0,0.0
1808,2.528599480910998e-07,3.725084739082872e-08,0.0,0.0
1809,2.520662901263547e-07,3.725084739082872e-08,0.0,0.0
1810,2.77853581159044e-07,5.185267012589431e-08,0.0,0.0
1811,2.898627187164493e-07,5.147689896567442e-08,0.0,0.0
1812,2.436964489252854e-07,5.191237700025957e-08,0.0,0.0
1813,3.6229099314206384e-07,4.83575135490355e-08,0.0,0.0
1814,2.940625114839739e-07,2.22019652186743e-08,0.0,0.0
1815,2.764713319233384e-07,2.1954909509450512e-08,0.0,0.0
1816,2.853753104302216e-07,2.1954909509450512e-08,0.0,0.0
1817,2.8425815859886174e-07,7.353086774384922e-09,0.0,0.0
1818,2.732415061197051e-07,7.118702833557628e-09,0.0,0.0
1819,3.113551220021041e-07,6.765059560162204e-09,0.0,0.0
1820,1.8028486640072776e-07,1.871186056894609e-08,0.0,0.0
1821,1.8232078044125695e-07,1.808452632090507e-08,0.0,0.0
1822,1.934831540698464e-07,1.6298361073450807e-08,0.0,0.0
1823,1.9431217473148926e-07,1.868622824728407e-08,0.0,0.0
1824,1.7967208317973666e-07,1.9222708314003967e-08,0.0,0.0
1825,2.0350044443213327e-07,2.1248577183489e-08,0.0,0.0
1826,1.6950897726733922e-07,2.064738741885159e-08,0.0,0.0
1827,1.754085729999133e-07,8.327789442168815e-09,0.0,0.0
1828,1.9146824164246417e-07,5.575312611583172e-08,0.0,0.0
1829,2.0539741894611196e-07,5.6364127650912876e-08,0.0,0.0
1830,2.036598618003284e-07,5.464339228719187e-08,0.0,0.0
1831,1.8558390430761002e-07,5.577901607267677e-08,0.0,0.0
1832,2.605811256931442e-07,5.4093745038841234e-08,0.0,0.0
1833,3.785175246256196e-07,5.541339723588326e-08,0.0,0.0
1834,3.9990191120458416e-07,5.645015895997371e-08,0.0,0.0
1835,5.101631371319724e-07,7.437400417753537e-09,0.0,0.0
1836,5.748192738305338e-07,6.530150904142979e-09,0.0,0.0
1837,7.094318671566466e-07,6.250226154096745e-09,0.0,0.0
1838,7.152877685712156e-07,5.417705498508443e-09,0.0,0.0
1839,6.253209485456474e-07,5.607577711698651e-09,0.0,0.0
1840,5.057355260922642e-07,4.363511480714217e-09,7.558596605759606e-11,7.558596605759606e-11
1841,4.963853906961699e-07,3.537474210383148e-09,7.558596605759606e-11,7.558596605759606e-11
1842,3.8322910914497956e-07,3.8793988814995424e-09,1.9721684602862817e-10,1.9721684602862817e-10
1843,3.256620207788988e-07,2.743994539525626e-09,1.9721684602862817e-10,1.9721684602862817e-10
1844,2.0541751106455714e-07,2.757484605732584e-09,1.9721684602862817e-10,1.9721684602862817e-10
1845,2.0390199243333233e-07,3.3861542300276224e-09,1.9721684602862817e-10,1.9721684602862817e-10
1846,2.3772058455051592e-07,1.6486768505963312e-08,1.9721684602862817e-10,1.9721684602862817e-10
1847,2.3446850353333763e-07,1.9320244991151625e-08,1.216308799710321e-10,1.216308799710321e-10
1848,2.2862006078737197e-07,2.311133040500124e-08,1.216308799710321e-10,1.216308799710321e-10
1849,2.2913782515843195e-07,2.3814152618127438e-08,0.0,0.0
1850,2.218695129840853e-07,2.6834122098965248e-08,0.0,0.0
1851,2.410123747560127e-07,3.4790572327787165e-08,0.0,0.0
1852,2.4834880158713144e-07,3.4485235619488974e-08,0.0,0.0
1853,2.493408857162649e-07,2.1336744688531846e-08,0.0,0.0
1854,2.6456111714066667e-07,1.8882198978989858e-08,1.010037212597784e-10,1.010037212597784e-10
1855,2.9016082286099323e-07,2.013142979302123e-08,1.010037212597784e-10,1.010037212597784e-10
1856,4.911103498475963e-07,1.9748381596684794e-08,1.010037212597784e-10,1.010037212597784e-10
1857,5.468035746097095e-07,1.695164294649284e-08,1.010037212597784e-10,1.010037212597784e-10
1858,6.352409148543561e-07,9.112927206495719e-09,1.010037212597784e-10,1.010037212597784e-10
1859,6.390346527496149e-07,1.8064289524539438e-08,3.44721275334438e-10,3.44721275334438e-10
1860,6.112644419837514e-07,1.8496624263976613e-08,4.0571648421813423e-10,4.0571648421813423e-10
1861,6.288523926351835e-07,1.9849681295472773e-08,4.741727962656991e-10,4.741727962656991e-10
1862,6.004208310222176e-07,1.5503864890322105e-08,4.741727962656991e-10,4.741727962656991e-10
1863,3.9768952474007945e-07,1.542671314501222e-08,5.219106773741394e-10,5.219106773741394e-10
1864,3.381715864796726e-07,1.664495167094263e-08,5.690057988275551e-10,5.690057988275551e-10
1865,2.6982349814781106e-07,1.696682451677946e-08,6.132323498204378e-10,6.132323498204378e-10
1866,2.5702253887110213e-07,7.737338515921368e-09,3.6951479574577814e-10,3.6951479574577814e-10
1867,2.4945011643597225e-07,7.124897592549116e-09,3.5173204428394303e-10,3.5173204428394303e-10
1868,2.2806540909771555e-07,6.7512981554480285e-09,2.2708370897969336e-10,2.2708370897969336e-10
1869,2.2576612325662738e-07,5.953619755924169e-09,2.2708370897969336e-10,2.2708370897969336e-10
1870,2.1603112949313591e-07,5.327525872836755e-09,1.793458278712531e-10,1.793458278712531e-10
1871,2.0990318156626537e-07,3.861058048678803e-09,1.7282676876919012e-10,1.7282676876919012e-10
1872,1.6410490185795164e-07,4.085498070801766e-09,1.2860021777630744e-10,1.2860021777630744e-10
1873,1.7295954332244685e-07,3.395749399924343e-09,2.4562647947336455e-10,2.4562647947336455e-10
1874,1.8170672636382994e-07,3.212484330137956e-09,2.0241402205150345e-10,2.0241402205150345e-10
1875,2.0933796918143344e-07,2.2197753357655614e-09,1.5760232404840987e-10,1.5760232404840987e-10
1876,2.3476226017139978e-07,2.209744121810837e-09,1.5760232404840987e-10,1.5760232404840987e-10
1877,2.767259092349507e-07,2.796637742814261e-09,1.925539965570116e-10,1.925539965570116e-10
1878,2.8421493019387914e-07,3.1914860119743237e-09,1.8826329384324936e-10,1.8826329384324936e-10
1879,3.163347425275528e-07,4.954760490782917e-09,1.8826329384324936e-10,1.8826329384324936e-10
1880,3.1664299626754655e-07,5.384563699679339e-09,7.123703214619224e-11,7.123703214619224e-11
1881,3.1821252832742175e-07,5.423169532495617e-09,7.123703214619224e-11,7.123703214619224e-11
1882,3.0075375028510667e-07,5.727324487685743e-09,7.123703214619224e-11,7.123703214619224e-11
1883,2.870300030670998e-07,6.0309985577029175e-09,7.123703214619224e-11,7.123703214619224e-11
1884,2.5706203489659985e-07,5.8900429930222995e-09,6.6796266930323e-11,6.6796266930323e-11
1885,2.6265132849597907e-07,7.428201609371854e-09,3.051090729273247e-11,3.051090729273247e-11
1886,2.390573509306445e-07,4.793302960897401e-09,3.051090729273247e-11,3.051090729273247e-11
1887,2.4921913523355344e-07,4.721135355672297e-09,3.051090729273247e-11,3.051090729273247e-11
1888,2.631038853451173e-07,5.400395495870823e-09,3.051090729273247e-11,3.051090729273247e-11
1889,2.6751105711550084e-07,4.8381714666336146e-09,1.3519448655812434e-10,1.3519448655812434e-10
1890,2.859951158435641e-07,4.961416563301466e-09,1.3519448655812434e-10,1.3519448655812434e-10
1891,2.9912416721344925e-07,5.625469439480517e-09,1.3028863107436957e-10,1.3028863107436957e-10
1892,3.7191540107934476e-07,4.820408786418032e-09,1.3028863107436957e-10,1.3028863107436957e-10
1893,4.188752638713465e-07,4.996275250666673e-09,1.3028863107436957e-10,1.3028863107436957e-10
1894,4.224517340389866e-07,4.509871206640323e-09,1.7447217678537693e-10,1.7447217678537693e-10
1895,4.314429580582717e-07,4.816028338033058e-09,1.7447217678537693e-10,1.7447217678537693e-10
1896,5.259195664361219e-07,5.776277155002317e-09,8.91690233555715e-11,8.91690233555715e-11
1897,5.250308683051636e-07,5.600004761495216e-09,8.91690233555715e-11,8.91690233555715e-11
1898,5.335728872069012e-07,5.1873422858759815e-09,1.1767847807320209e-10,1.1767847807320209e-10
1899,4.6867376113368664e-07,4.7473762540154294e-09,1.1767847807320209e-10,1.1767847807320209e-10
1900,4.456626722263276e-07,5.101213689557531e-09,1.357490826097469e-10,1.357490826097469e-10
1901,4.513231520572195e-07,5.343398739349985e-09,1.0870222380951081e-10,1.0870222380951081e-10
1902,4.4323034639351787e-07,4.320681526844997e-09,2.1201196552324474e-10,2.1201196552324474e-10
1903,3.5142303594121973e-07,4.229220021808747e-09,2.2450982937817698e-10,2.2450982937817698e-10
1904,3.4146822258662723e-07,4.432896906690433e-09,2.72071050212906e-10,2.72071050212906e-10
1905,3.2415387555114907e-07,4.287959638154299e-09,2.63697129608355e-10,2.63697129608355e-10
1906,3.2816937992460484e-07,3.761098194792518e-09,2.7921211572959747e-10,2.7921211572959747e-10
1907,3.067031164911376e-07,3.9172844333381e-09,2.611415111930526e-10,2.611415111930526e-10
1908,3.13482311347408e-07,4.212700061805614e-09,2.4400482428228136e-10,2.4400482428228136e-10
1909,3.173831097618469e-07,4.51938331202939e-09,1.9581911885652962e-10,1.9581911885652962e-10
1910,3.222610303055262e-07,3.866842528716623e-09,1.9148860869971125e-10,1.9148860869971125e-10
1911,3.2314313866014087e-07,3.664980255787701e-09,2.1381704541832492e-10,2.1381704541832492e-10
1912,3.6042977415360967e-07,3.7478156451291915e-09,1.6807645949626756e-10,1.6807645949626756e-10
1913,3.593564607789241e-07,4.060845913502118e-09,1.668593923745806e-10,1.668593923745806e-10
1914,3.5829139376021756e-07,4.26345571545385e-09,1.668593923745806e-10,1.668593923745806e-10
1915,3.437904386568594e-07,5.60410387936575e-09,1.8279811493858234e-10,1.8279811493858234e-10
1916,3.278605821118877e-07,5.703707791785259e-09,1.2767407865060017e-10,1.2767407865060017e-10
1917,3.3863766800225547e-07,6.016517474703522e-09,1.0012629911689989e-10,1.0012629911689989e-10
1918,3.3860294885406414e-07,6.219552904442236e-09,4.461688062657692e-11,4.461688062657692e-11
1919,3.0801896043288123e-07,5.996673760729923e-09,1.014398674186496e-10,1.014398674186496e-10
1920,3.101119797780224e-07,5.713965221611415e-09,1.1034360330215115e-10,1.1034360330215115e-10
1921,3.225951193793922e-07,5.447581608031271e-09,1.1034360330215115e-10,1.1034360330215115e-10
1922,3.2828157259245927e-07,4.662319593887584e-09,9.44048807381494e-11,9.44048807381494e-11
1923,3.316829690902523e-07,4.7247870536639064e-09,1.1895832533311993e-10,1.1895832533311993e-10
1924,3.273540707076401e-07,4.281171401514834e-09,1.6780138588158777e-10,1.6780138588158777e-10
1925,3.3151254033977497e-07,4.393215362925267e-09,1.5342114681856803e-10,1.5342114681856803e-10
1926,3.5851847915832226e-07,4.878472943075402e-09,1.195211231573369e-10,1.195211231573369e-10
1927,3.5741793372575816e-07,5.010270452489505e-09,9.631946827427993e-11,9.631946827427993e-11
1928,3.6405914118274397e-07,5.700459945349021e-09,9.631946827427993e-11,9.631946827427993e-11
1929,3.613387288429034e-07,9.19378443217259e-09,1.216052655398211e-10,1.216052655398211e-10
1930,3.762252853383481e-07,9.149049613148869e-09,1.5150660686342425e-10,1.5150660686342425e-10
1931,3.697088126435639e-07,9.483771989948764e-09,1.0266354631495643e-10,1.0266354631495643e-10
1932,3.762319441388432e-07,9.177013244559312e-09,1.0266354631495643e-10,1.0266354631495643e-10
1933,3.572144545874575e-07,9.372362505136574e-09,1.0290774185176384e-10,1.0290774185176384e-10
1934,3.6387887446055955e-07,9.480373819314991e-09,1.0290774185176384e-10,1.0290774185176384e-10
1935,3.6925388664193246e-07,8.419394356299189e-09,1.0290774185176384e-10,1.0290774185176384e-10
1936,3.738883184009215e-07,4.1646189354237e-09,7.762194458622268e-11,7.762194458622268e-11
1937,3.837694708051588e-07,4.068919423616535e-09,2.316715866764899e-11,2.316715866764899e-11
1938,3.913338803483514e-07,4.857704270579331e-09,2.316715866764899e-11,2.316715866764899e-11
1939,3.9775816519847596e-07,4.962405026580947e-09,2.316715866764899e-11,2.316715866764899e-11
1940,3.9210813643616606e-07,4.5752188704284436e-09,2.5793262367227296e-11,2.5793262367227296e-11
1941,3.827244329711123e-07,6.502729085359046e-09,2.5793262367227296e-11,2.5793262367227296e-11
1942,3.6336306103683977e-07,7.0795123097155965e-09,2.5793262367227296e-11,2.5793262367227296e-11
1943,3.587709735646578e-07,7.818727316382429e-09,2.5793262367227296e-11,2.5793262367227296e-11
1944,3.538537498570804e-07,7.901076015670583e-09,2.5793262367227296e-11,2.5793262367227296e-11
1945,3.4406203651217636e-07,7.522480701841313e-09,4.456268290883461e-11,4.456268290883461e-11
