ngram,xDSL,xDS,xDS,xDS
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0
1811,0.0,0.0,0.0,0.0
1812,0.0,0.0,0.0,0.0
1813,0.0,0.0,0.0,0.0
1814,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,0.0
1816,0.0,0.0,0.0,0.0
1817,0.0,0.0,0.0,0.0
1818,0.0,0.0,0.0,0.0
1819,0.0,0.0,0.0,0.0
1820,0.0,0.0,0.0,0.0
1821,0.0,0.0,0.0,0.0
1822,0.0,0.0,0.0,0.0
1823,0.0,0.0,0.0,0.0
1824,0.0,0.0,0.0,0.0
1825,0.0,0.0,0.0,0.0
1826,0.0,0.0,0.0,0.0
1827,0.0,0.0,0.0,0.0
1828,0.0,0.0,0.0,0.0
1829,0.0,0.0,0.0,0.0
1830,0.0,0.0,0.0,0.0
1831,0.0,0.0,0.0,0.0
1832,0.0,0.0,0.0,0.0
1833,0.0,0.0,0.0,0.0
1834,0.0,0.0,0.0,0.0
1835,0.0,0.0,0.0,0.0
1836,0.0,0.0,0.0,0.0
1837,0.0,0.0,0.0,0.0
1838,0.0,0.0,0.0,0.0
1839,0.0,0.0,0.0,0.0
1840,0.0,0.0,0.0,0.0
1841,0.0,0.0,0.0,0.0
1842,0.0,0.0,0.0,0.0
1843,0.0,0.0,0.0,0.0
1844,0.0,0.0,0.0,0.0
1845,0.0,0.0,0.0,0.0
1846,0.0,0.0,0.0,0.0
1847,0.0,0.0,0.0,0.0
1848,0.0,0.0,0.0,0.0
1849,0.0,0.0,0.0,0.0
1850,0.0,0.0,0.0,0.0
1851,0.0,4.642859509549981e-11,4.642859509549981e-11,4.642859509549981e-11
1852,0.0,4.642859509549981e-11,4.642859509549981e-11,4.642859509549981e-11
1853,0.0,4.642859509549981e-11,4.642859509549981e-11,4.642859509549981e-11
1854,0.0,4.642859509549981e-11,4.642859509549981e-11,4.642859509549981e-11
1855,0.0,4.642859509549981e-11,4.642859509549981e-11,4.642859509549981e-11
1856,0.0,4.642859509549981e-11,4.642859509549981e-11,4.642859509549981e-11
1857,0.0,4.642859509549981e-11,4.642859509549981e-11,4.642859509549981e-11
1858,0.0,0.0,0.0,0.0
1859,0.0,0.0,0.0,0.0
1860,0.0,0.0,0.0,0.0
1861,0.0,0.0,0.0,0.0
1862,0.0,0.0,0.0,0.0
1863,0.0,0.0,0.0,0.0
1864,0.0,0.0,0.0,0.0
1865,0.0,0.0,0.0,0.0
1866,0.0,0.0,0.0,0.0
1867,0.0,0.0,0.0,0.0
1868,0.0,0.0,0.0,0.0
1869,0.0,0.0,0.0,0.0
1870,0.0,0.0,0.0,0.0
1871,0.0,0.0,0.0,0.0
1872,0.0,0.0,0.0,0.0
1873,0.0,0.0,0.0,0.0
1874,0.0,0.0,0.0,0.0
1875,0.0,0.0,0.0,0.0
1876,0.0,0.0,0.0,0.0
1877,0.0,3.4951672508601714e-11,3.4951672508601714e-11,3.4951672508601714e-11
1878,0.0,7.123703214619224e-11,7.123703214619224e-11,7.123703214619224e-11
1879,0.0,7.123703214619224e-11,7.123703214619224e-11,7.123703214619224e-11
1880,0.0,7.123703214619224e-11,7.123703214619224e-11,7.123703214619224e-11
1881,0.0,7.123703214619224e-11,7.123703214619224e-11,7.123703214619224e-11
1882,0.0,7.123703214619224e-11,7.123703214619224e-11,7.123703214619224e-11
1883,0.0,7.123703214619224e-11,7.123703214619224e-11,7.123703214619224e-11
1884,0.0,3.6285359637590526e-11,3.6285359637590526e-11,3.6285359637590526e-11
1885,0.0,0.0,0.0,0.0
1886,0.0,0.0,0.0,0.0
1887,0.0,0.0,0.0,0.0
1888,0.0,0.0,0.0,0.0
1889,0.0,0.0,0.0,0.0
1890,0.0,0.0,0.0,0.0
1891,0.0,0.0,0.0,0.0
1892,0.0,0.0,0.0,0.0
1893,0.0,0.0,0.0,0.0
1894,0.0,0.0,0.0,0.0
1895,0.0,0.0,0.0,0.0
1896,0.0,0.0,0.0,0.0
1897,3.715351042694286e-11,0.0,0.0,0.0
1898,3.715351042694286e-11,0.0,0.0,0.0
1899,3.715351042694286e-11,0.0,0.0,0.0
1900,3.715351042694286e-11,0.0,0.0,0.0
1901,3.715351042694286e-11,0.0,0.0,0.0
1902,3.715351042694286e-11,3.443658057124464e-11,3.443658057124464e-11,3.443658057124464e-11
1903,3.715351042694286e-11,3.443658057124464e-11,3.443658057124464e-11,3.443658057124464e-11
1904,0.0,3.443658057124464e-11,3.443658057124464e-11,3.443658057124464e-11
1905,0.0,3.443658057124464e-11,3.443658057124464e-11,3.443658057124464e-11
1906,0.0,3.443658057124464e-11,3.443658057124464e-11,3.443658057124464e-11
1907,0.0,3.443658057124464e-11,3.443658057124464e-11,3.443658057124464e-11
1908,0.0,3.443658057124464e-11,3.443658057124464e-11,3.443658057124464e-11
1909,0.0,0.0,0.0,0.0
1910,0.0,0.0,0.0,0.0
1911,0.0,0.0,0.0,0.0
1912,0.0,0.0,0.0,0.0
1913,0.0,0.0,0.0,0.0
1914,0.0,0.0,0.0,0.0
1915,0.0,0.0,0.0,0.0
1916,0.0,0.0,0.0,0.0
1917,0.0,0.0,0.0,0.0
1918,0.0,0.0,0.0,0.0
1919,0.0,1.420574669801817e-11,1.420574669801817e-11,1.420574669801817e-11
1920,0.0,1.420574669801817e-11,1.420574669801817e-11,1.420574669801817e-11
1921,0.0,1.420574669801817e-11,1.420574669801817e-11,1.420574669801817e-11
1922,0.0,1.420574669801817e-11,1.420574669801817e-11,1.420574669801817e-11
1923,0.0,1.420574669801817e-11,1.420574669801817e-11,1.420574669801817e-11
1924,0.0,1.420574669801817e-11,1.420574669801817e-11,1.420574669801817e-11
1925,0.0,1.420574669801817e-11,1.420574669801817e-11,1.420574669801817e-11
1926,0.0,0.0,0.0,0.0
1927,0.0,0.0,0.0,0.0
1928,0.0,0.0,0.0,0.0
1929,0.0,2.5285797265541176e-11,2.5285797265541176e-11,2.5285797265541176e-11
1930,0.0,2.5285797265541176e-11,2.5285797265541176e-11,2.5285797265541176e-11
1931,0.0,2.5285797265541176e-11,2.5285797265541176e-11,2.5285797265541176e-11
1932,0.0,2.5285797265541176e-11,2.5285797265541176e-11,2.5285797265541176e-11
1933,0.0,2.5285797265541176e-11,2.5285797265541176e-11,2.5285797265541176e-11
1934,0.0,2.5285797265541176e-11,2.5285797265541176e-11,2.5285797265541176e-11
1935,0.0,4.7508130366199655e-11,4.7508130366199655e-11,4.7508130366199655e-11
1936,0.0,2.222233310065848e-11,2.222233310065848e-11,2.222233310065848e-11
1937,0.0,2.222233310065848e-11,2.222233310065848e-11,2.222233310065848e-11
1938,0.0,2.222233310065848e-11,2.222233310065848e-11,2.222233310065848e-11
1939,0.0,2.222233310065848e-11,2.222233310065848e-11,2.222233310065848e-11
1940,0.0,2.222233310065848e-11,2.222233310065848e-11,2.222233310065848e-11
1941,0.0,2.222233310065848e-11,2.222233310065848e-11,2.222233310065848e-11
1942,0.0,2.490804586395358e-11,2.490804586395358e-11,2.490804586395358e-11
1943,0.0,2.490804586395358e-11,2.490804586395358e-11,2.490804586395358e-11
1944,0.0,2.490804586395358e-11,2.490804586395358e-11,2.490804586395358e-11
1945,0.0,2.490804586395358e-11,2.490804586395358e-11,2.490804586395358e-11
1946,0.0,2.490804586395358e-11,2.490804586395358e-11,2.490804586395358e-11
1947,0.0,2.490804586395358e-11,2.490804586395358e-11,2.490804586395358e-11
1948,0.0,4.200804585138432e-11,4.200804585138432e-11,4.200804585138432e-11
1949,0.0,1.709999998743074e-11,1.709999998743074e-11,1.709999998743074e-11
1950,3.3839950682893314e-11,1.709999998743074e-11,1.709999998743074e-11,1.709999998743074e-11
1951,3.3839950682893314e-11,3.364909838860746e-11,3.364909838860746e-11,3.364909838860746e-11
1952,3.3839950682893314e-11,4.933304756768056e-11,4.933304756768056e-11,4.933304756768056e-11
1953,3.3839950682893314e-11,4.933304756768056e-11,4.933304756768056e-11,4.933304756768056e-11
1954,3.3839950682893314e-11,4.933304756768056e-11,4.933304756768056e-11,4.933304756768056e-11
1955,3.3839950682893314e-11,3.2233047580249825e-11,3.2233047580249825e-11,3.2233047580249825e-11
1956,3.3839950682893314e-11,3.2233047580249825e-11,3.2233047580249825e-11,3.2233047580249825e-11
1957,0.0,3.2233047580249825e-11,3.2233047580249825e-11,3.2233047580249825e-11
1958,0.0,1.5683949179073106e-11,1.5683949179073106e-11,1.5683949179073106e-11
1959,0.0,1.1293938998299273e-11,1.1293938998299273e-11,1.1293938998299273e-11
1960,1.0587860945131057e-11,2.1881799943430328e-11,2.1881799943430328e-11,2.1881799943430328e-11
1961,1.0587860945131057e-11,2.1881799943430328e-11,2.1881799943430328e-11,2.1881799943430328e-11
1962,1.0587860945131057e-11,2.1881799943430328e-11,2.1881799943430328e-11,2.1881799943430328e-11
1963,1.0587860945131057e-11,2.1881799943430328e-11,2.1881799943430328e-11,2.1881799943430328e-11
1964,1.0587860945131057e-11,3.986842007324449e-11,3.986842007324449e-11,3.986842007324449e-11
1965,1.0587860945131057e-11,3.986842007324449e-11,3.986842007324449e-11,3.986842007324449e-11
1966,1.0587860945131057e-11,6.374676679378664e-11,6.374676679378664e-11,6.374676679378664e-11
1967,0.0,1.3276101646602408e-10,1.3276101646602408e-10,1.3276101646602408e-10
1968,0.0,2.478960528914545e-10,2.478960528914545e-10,2.478960528914545e-10
1969,0.0,3.107342518214397e-10,3.107342518214397e-10,3.107342518214397e-10
1970,0.0,4.159683589640853e-10,4.159683589640853e-10,4.159683589640853e-10
1971,0.0,5.232943483297297e-10,5.232943483297297e-10,5.232943483297297e-10
1972,0.0,5.84162464432682e-10,5.84162464432682e-10,5.84162464432682e-10
1973,0.0,6.315311448393654e-10,6.315311448393654e-10,6.315311448393654e-10
1974,0.0,8.778291664996679e-10,8.778291664996679e-10,8.778291664996679e-10
1975,0.0,9.005556300678563e-10,9.005556300678563e-10,9.005556300678563e-10
1976,0.0,8.778995863600869e-10,8.778995863600869e-10,8.778995863600869e-10
1977,1.605282177027537e-11,7.806918901025789e-10,7.806918901025789e-10,7.806918901025789e-10
1978,2.421275035627676e-11,6.88018994951126e-10,6.88018994951126e-10,6.88018994951126e-10
1979,2.421275035627676e-11,6.515339815279678e-10,6.515339815279678e-10,6.515339815279678e-10
1980,2.421275035627676e-11,6.316876347397685e-10,6.316876347397685e-10,6.316876347397685e-10
1981,3.9472347513574184e-11,3.439364943640706e-10,3.439364943640706e-10,3.439364943640706e-10
1982,6.911832762880797e-11,2.2830947846560638e-10,2.2830947846560638e-10,2.2830947846560638e-10
1983,6.020987176098241e-10,2.7695739352700295e-10,2.7695739352700295e-10,2.7695739352700295e-10
1984,6.889542046980715e-10,4.012416609284435e-10,4.012416609284435e-10,4.012416609284435e-10
1985,7.169646523300496e-10,3.7583602153065266e-10,3.7583602153065266e-10,3.7583602153065266e-10
1986,9.104042024223245e-10,3.721785840825133e-10,3.721785840825133e-10,3.721785840825133e-10
1987,9.705914108141096e-10,3.4292130097836523e-10,3.4292130097836523e-10,3.4292130097836523e-10
1988,1.0177144999750404e-09,3.671549953946204e-10,3.671549953946204e-10,3.671549953946204e-10
1989,1.2541489949732414e-09,3.5822453485688325e-10,3.5822453485688325e-10,3.5822453485688325e-10
1990,8.676327791144547e-10,2.893668514128819e-10,2.893668514128819e-10,2.893668514128819e-10
1991,1.080049347576154e-09,2.0304105172968308e-10,2.0304105172968308e-10,2.0304105172968308e-10
1992,1.8455346021247924e-09,2.212563614466058e-10,2.212563614466058e-10,2.212563614466058e-10
1993,2.437940916604526e-09,2.1985477426695558e-10,2.1985477426695558e-10,2.1985477426695558e-10
1994,7.378660571433215e-09,1.8641743803377812e-10,1.8641743803377812e-10,1.8641743803377812e-10
1995,2.9351880941647883e-08,1.3680901451389767e-10,1.3680901451389767e-10,1.3680901451389767e-10
1996,7.511589575745095e-08,1.5501518620318422e-10,1.5501518620318422e-10,1.5501518620318422e-10
1997,1.2115069788646134e-07,1.407953238124244e-10,1.407953238124244e-10,1.407953238124244e-10
1998,1.611527737286979e-07,1.0636602015834384e-10,1.0636602015834384e-10,1.0636602015834384e-10
1999,1.8831878869006247e-07,9.718636808018845e-11,9.718636808018845e-11,9.718636808018845e-11
2000,2.1389490661200788e-07,1.2978658425755185e-10,1.2978658425755185e-10,1.2978658425755185e-10
2001,2.2278780014468274e-07,1.3485731430372206e-10,1.3485731430372206e-10,1.3485731430372206e-10
2002,2.096264170501984e-07,1.4355726676851255e-10,1.4355726676851255e-10,1.4355726676851255e-10
2003,1.7334520155795223e-07,1.6362844561444512e-10,1.6362844561444512e-10,1.6362844561444512e-10
2004,1.337395844862905e-07,1.6292246718396797e-10,1.6292246718396797e-10,1.6292246718396797e-10
2005,9.878329620960358e-08,1.5633548572765602e-10,1.5633548572765602e-10,1.5633548572765602e-10
2006,7.59982238410625e-08,1.7094518707318406e-10,1.7094518707318406e-10,1.7094518707318406e-10
2007,5.2625768885507437e-08,1.2438805392446716e-10,1.2438805392446716e-10,1.2438805392446716e-10
2008,4.2414559991194826e-08,1.298994830351801e-10,1.298994830351801e-10,1.298994830351801e-10
2009,3.831546990795687e-08,1.2916866286889166e-10,1.2916866286889166e-10,1.2916866286889166e-10
2010,3.1735265590019223e-08,9.39628731964705e-11,9.39628731964705e-11,9.39628731964705e-11
2011,2.7253337491523714e-08,1.0284351792796568e-10,1.0284351792796568e-10,1.0284351792796568e-10
2012,2.4946623433663717e-08,1.032147819593884e-10,1.032147819593884e-10,1.032147819593884e-10
2013,2.2332516153816025e-08,1.3119659723694254e-10,1.3119659723694254e-10,1.3119659723694254e-10
2014,2.0803013153373025e-08,2.2454869114912109e-10,2.2454869114912109e-10,2.2454869114912109e-10
2015,1.9325274079408572e-08,2.1396653199223792e-10,2.1396653199223792e-10,2.1396653199223792e-10
2016,1.5551501927494168e-08,5.311813697228551e-10,5.311813697228551e-10,5.311813697228551e-10
2017,1.4446630854555073e-08,6.006067495197461e-10,6.006067495197461e-10,6.006067495197461e-10
2018,1.4404747439300537e-08,7.012300323738785e-10,7.012300323738785e-10,7.012300323738785e-10
2019,1.2660737125358423e-08,8.671927897996312e-10,8.671927897996312e-10,8.671927897996312e-10
