ngram,Rollback,Rolback
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,9.631393587434495e-09,0.0
1744,9.631393587434495e-09,0.0
1745,9.631393587434495e-09,0.0
1746,9.631393587434495e-09,0.0
1747,9.631393587434495e-09,0.0
1748,9.631393587434495e-09,0.0
1749,9.631393587434495e-09,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,9.132721245919129e-10
1796,0.0,9.132721245919129e-10
1797,0.0,9.132721245919129e-10
1798,0.0,9.132721245919129e-10
1799,0.0,9.132721245919129e-10
1800,0.0,9.132721245919129e-10
1801,0.0,9.132721245919129e-10
1802,0.0,0.0
1803,0.0,0.0
1804,3.0507755052358986e-10,0.0
1805,3.0507755052358986e-10,0.0
1806,3.0507755052358986e-10,0.0
1807,5.142987781679511e-10,0.0
1808,5.142987781679511e-10,0.0
1809,5.142987781679511e-10,0.0
1810,7.3223643021996e-10,0.0
1811,4.271588796963702e-10,0.0
1812,4.271588796963702e-10,0.0
1813,4.271588796963702e-10,0.0
1814,6.358539250683748e-10,0.0
1815,8.289946348430785e-10,0.0
1816,8.289946348430785e-10,0.0
1817,7.824045538435647e-10,0.0
1818,1.1404742864381694e-09,0.0
1819,1.1404742864381694e-09,0.0
1820,1.4352681582912347e-09,0.0
1821,1.017351885274869e-09,0.0
1822,8.242111755001653e-10,0.0
1823,8.242111755001653e-10,0.0
1824,6.528636044476701e-10,0.0
1825,8.012610892243239e-10,0.0
1826,9.197593321884159e-10,0.0
1827,6.249654603353503e-10,0.0
1828,7.352947695160594e-10,0.0
1829,1.7191346996752494e-09,0.0
1830,1.7191346996752494e-09,0.0
1831,1.7191346996752494e-09,0.0
1832,1.212667482303991e-09,0.0
1833,1.176647501655026e-09,0.0
1834,1.176647501655026e-09,0.0
1835,1.1501015933263708e-09,0.0
1836,1.662616631671808e-10,0.0
1837,1.662616631671808e-10,0.0
1838,2.425874104769069e-10,0.0
1839,2.425874104769069e-10,0.0
1840,2.356951142193761e-10,0.0
1841,3.0567272522676245e-10,0.0
1842,4.0433563640109224e-10,0.0
1843,4.0433563640109224e-10,0.0
1844,4.711184934233107e-10,0.0
1845,3.9479274611358457e-10,0.0
1846,5.252337453853784e-10,0.0
1847,4.496477793277823e-10,0.0
1848,3.7967016832039594e-10,0.0
1849,1.9722385629401222e-10,0.0
1850,1.9722385629401222e-10,0.0
1851,1.7686959436729362e-10,0.0
1852,3.2855430677690226e-10,0.0
1853,2.4637264847296846e-10,9.651868193572e-11
1854,2.4637264847296846e-10,9.651868193572e-11
1855,2.4637264847296846e-10,9.651868193572e-11
1856,2.960714530684884e-10,9.651868193572e-11
1857,3.923399065947868e-10,9.651868193572e-11
1858,3.4591131149928703e-10,9.651868193572e-11
1859,1.942265990896784e-10,9.651868193572e-11
1860,3.899480936566034e-10,0.0
1861,3.899480936566034e-10,0.0
1862,4.456663649232695e-10,0.0
1863,4.4370544143618977e-10,0.0
1864,4.4162723081672285e-10,0.0
1865,6.185334347882535e-10,0.0
1866,6.627730546921689e-10,0.0
1867,5.916420488448284e-10,0.0
1868,7.708888408572026e-10,0.0
1869,8.735141142159262e-10,0.0
1870,9.524856141902254e-10,0.0
1871,8.582953712833939e-10,0.0
1872,9.270994289727647e-10,0.0
1873,1.077903567990392e-09,0.0
1874,1.1434980184965582e-09,0.0
1875,1.0845963175195754e-09,0.0
1876,1.041248722165124e-09,0.0
1877,9.145393410823845e-10,0.0
1878,9.50824700719975e-10,0.0
1879,7.400282529625355e-10,0.0
1880,5.778711774968264e-10,0.0
1881,3.7099249267884867e-10,0.0
1882,3.8028571759861155e-10,0.0
1883,3.6165765025599125e-10,0.0
1884,4.837012794269211e-10,0.0
1885,7.086254182648538e-10,0.0
1886,7.288888361925824e-10,0.0
1887,7.236361212629003e-10,0.0
1888,9.350961096713358e-10,0.0
1889,1.3288756741828119e-09,0.0
1890,2.0672655789580727e-09,0.0
1891,2.022037107196617e-09,0.0
1892,2.30014559581588e-09,0.0
1893,2.3141533867747962e-09,0.0
1894,2.3748865096706595e-09,0.0
1895,2.131860925886591e-09,0.0
1896,1.6472038970911334e-09,0.0
1897,1.31401851304653e-09,0.0
1898,1.3454323686902724e-09,0.0
1899,8.60756101315831e-10,0.0
1900,8.638534966719038e-10,0.0
1901,7.754864052498891e-10,1.7136686910771257e-11
1902,9.82105888677357e-10,1.7136686910771257e-11
1903,9.752233266967026e-10,1.7136686910771257e-11
1904,5.053584039333663e-10,1.7136686910771257e-11
1905,4.27623115489035e-10,1.7136686910771257e-11
1906,4.1952635413241724e-10,1.7136686910771257e-11
1907,4.3514497957300845e-10,1.7136686910771257e-11
1908,5.723895127715143e-10,0.0
1909,4.6223709383928583e-10,0.0
1910,5.267760354905298e-10,0.0
1911,5.090464875020676e-10,0.0
1912,5.650374077356294e-10,0.0
1913,5.613862053792979e-10,0.0
1914,4.734851617925275e-10,0.0
1915,3.8405679628602686e-10,0.0
1916,3.4779718192736095e-10,0.0
1917,2.5137995058559833e-10,0.0
1918,2.66162496804461e-10,0.0
1919,2.3650083875408663e-10,0.0
1920,2.1680873762974784e-10,0.0
1921,2.1680873762974784e-10,0.0
1922,1.689925699377426e-10,0.0
1923,1.0878511980116912e-10,0.0
1924,5.483726607722974e-10,0.0
1925,6.806484146145867e-10,0.0
1926,9.447469076892138e-10,0.0
1927,9.215452528061568e-10,0.0
1928,1.3549255051259479e-09,0.0
1929,1.380211302391489e-09,0.0
1930,1.407438695350776e-09,0.0
1931,1.020317174003717e-09,0.0
1932,9.774971724908964e-10,0.0
1933,9.114144458984999e-10,0.0
1934,1.0237538217954573e-09,0.0
1935,7.459298991977345e-10,0.0
1936,8.462686920277359e-10,2.093743234343748e-11
1937,1.1332351446124989e-09,2.093743234343748e-11
1938,1.4288051376963396e-09,2.093743234343748e-11
1939,1.883151476026309e-09,2.093743234343748e-11
1940,5.16198969283518e-09,2.093743234343748e-11
1941,7.062885990346704e-09,2.093743234343748e-11
1942,7.82892737939887e-09,2.093743234343748e-11
1943,8.66870242255402e-09,0.0
1944,8.809820301840837e-09,1.8971322528799864e-11
1945,8.89348096753752e-09,1.1281842721937757e-10
1946,8.982842565024335e-09,1.1281842721937757e-10
1947,6.078330695911762e-09,1.1281842721937757e-10
1948,6.595894973062042e-09,1.1281842721937757e-10
1949,7.664018277152098e-09,1.1281842721937757e-10
1950,7.71381717231837e-09,1.1281842721937757e-10
1951,8.119058536593116e-09,9.384710469057772e-11
1952,8.377455618102658e-09,0.0
1953,7.982248481245132e-09,0.0
1954,7.745014185545074e-09,0.0
1955,6.2867888989919555e-09,0.0
1956,4.728044051509934e-09,0.0
1957,4.286313209129438e-09,0.0
1958,4.2469848590290636e-09,0.0
1959,4.347466830978419e-09,0.0
1960,4.69484575025904e-09,0.0
1961,4.899460107462719e-09,1.1255568897551781e-11
1962,4.296166216428381e-09,1.1255568897551781e-11
1963,4.845671832041733e-09,1.1255568897551781e-11
1964,5.639187244150483e-09,1.1255568897551781e-11
1965,5.655395231483697e-09,1.1255568897551781e-11
1966,6.025504888691151e-09,1.1255568897551781e-11
1967,7.711025437221305e-09,1.1255568897551781e-11
1968,8.77951003960423e-09,0.0
1969,1.041979740585524e-08,0.0
1970,1.4104694555174189e-08,0.0
1971,2.0542896526722287e-08,0.0
1972,2.4635781287989696e-08,8.695445157564612e-12
1973,2.8056119713174406e-08,1.6949541968371206e-11
1974,3.0262072466972056e-08,1.6949541968371206e-11
1975,3.3730356158961124e-08,2.5059042142925948e-11
1976,3.633817310547524e-08,2.5059042142925948e-11
1977,3.496362260031154e-08,2.5059042142925948e-11
1978,3.351502186887956e-08,2.5059042142925948e-11
1979,3.35913681632454e-08,1.6363596985361337e-11
1980,3.389268802119919e-08,8.109500174554744e-12
1981,3.341565246728351e-08,8.109500174554744e-12
1982,3.250689114711999e-08,0.0
1983,3.3689303283576267e-08,2.220751757090308e-11
1984,3.6190742593232376e-08,2.220751757090308e-11
1985,3.674993414343979e-08,2.94415925171178e-11
1986,4.124944195739642e-08,2.94415925171178e-11
1987,4.3509313485401435e-08,3.612906006113446e-11
1988,4.7340998422993966e-08,3.612906006113446e-11
1989,5.163102148994117e-08,3.612906006113446e-11
1990,5.5504379251455505e-08,1.392154249023138e-11
1991,6.564915671398402e-08,1.392154249023138e-11
1992,6.876680050790388e-08,6.6874675440166595e-12
1993,7.028179435256529e-08,1.9570186245352973e-11
1994,7.562558833131203e-08,1.938584858117233e-11
1995,8.068653656323477e-08,1.938584858117233e-11
1996,8.237496323155418e-08,1.938584858117233e-11
1997,8.44750189799015e-08,2.5138373030023484e-11
1998,8.181532962225901e-08,5.402730990763541e-11
1999,9.194553131562446e-08,9.741326346758759e-11
2000,9.790360979065684e-08,9.491540341387074e-11
2001,9.720197726080317e-08,1.0362446416818066e-10
2002,9.358451385261495e-08,1.3046723423837392e-10
2003,9.58693624803735e-08,1.4078350885864717e-10
2004,9.527013539971968e-08,1.4007753042817e-10
2005,9.07971267695627e-08,1.2112578053653193e-10
2006,7.875994307531592e-08,9.317954394183481e-11
2007,7.209101531608602e-08,8.279468529421535e-11
2008,7.019566591485013e-08,6.758249466006942e-11
2009,6.861265435174704e-08,4.073972458987615e-11
2010,6.31008028051383e-08,3.042344996960291e-11
2011,5.8474731596496506e-08,2.537690395122892e-11
2012,5.628112782168111e-08,1.543971696525505e-11
2013,5.4490300779467104e-08,0.0
2014,4.979659047015568e-08,0.0
2015,4.6869683753162205e-08,0.0
2016,4.5069519164339256e-08,0.0
2017,4.44424402464468e-08,0.0
2018,4.4023850875873906e-08,0.0
2019,4.34610125665813e-08,0.0
