ngram,Hammering,Hammerlng
1676,8.859593338326834e-08,0.0
1677,8.859593338326834e-08,0.0
1678,4.948574071152377e-08,0.0
1679,4.948574071152377e-08,0.0
1680,7.240771537908586e-08,0.0
1681,7.240771537908586e-08,0.0
1682,9.256874834915965e-08,0.0
1683,9.256874834915965e-08,0.0
1684,9.256874834915965e-08,0.0
1685,9.256874834915965e-08,0.0
1686,9.256874834915965e-08,0.0
1687,2.016103297007378e-08,0.0
1688,2.016103297007378e-08,0.0
1689,0.0,0.0
1690,0.0,0.0
1691,4.893210611304052e-08,0.0
1692,9.626819519326091e-08,0.0
1693,1.2761938908819763e-07,0.0
1694,1.5200493968287837e-07,0.0
1695,1.5200493968287837e-07,0.0
1696,2.3073466642082557e-07,0.0
1697,2.3073466642082557e-07,0.0
1698,1.8180256030778503e-07,0.0
1699,1.4753601159814673e-07,0.0
1700,2.4616334469231204e-07,0.0
1701,2.507780720861774e-07,0.0
1702,2.507780720861774e-07,0.0
1703,1.941307650505613e-07,0.0
1704,2.1145429838855178e-07,0.0
1705,2.1145429838855178e-07,0.0
1706,2.316109056924428e-07,0.0
1707,1.1378483171548786e-07,0.0
1708,1.0407628841286559e-07,0.0
1709,1.16101304570293e-07,0.0
1710,9.401888486796192e-08,0.0
1711,7.669535152997144e-08,0.0
1712,7.669535152997144e-08,0.0
1713,4.3469203855498306e-08,0.0
1714,4.0888361395121006e-08,0.0
1715,3.291898004980405e-08,0.0
1716,2.9748922055919787e-08,0.0
1717,3.739032753255092e-08,0.0
1718,6.061559635181116e-08,0.0
1719,6.720046741293118e-08,0.0
1720,6.720046741293118e-08,0.0
1721,5.762885686116144e-08,0.0
1722,4.630650352055454e-08,0.0
1723,4.3626721536936334e-08,0.0
1724,3.5985316060305195e-08,0.0
1725,2.7465953321227843e-08,0.0
1726,2.7268580282679977e-08,0.0
1727,2.7268580282679977e-08,0.0
1728,4.6707259266603226e-08,0.0
1729,4.6707259266603226e-08,0.0
1730,4.053208308667828e-08,0.0
1731,4.749882265286942e-08,0.0
1732,3.279291657268654e-08,0.0
1733,2.640541855011439e-08,0.0
1734,2.640541855011439e-08,0.0
1735,6.966739566191141e-09,0.0
1736,2.901603985654739e-08,0.0
1737,3.593766807950617e-08,0.0
1738,3.446274478489743e-08,0.0
1739,3.446274478489743e-08,0.0
1740,3.446274478489743e-08,0.0
1741,5.2286796606689934e-08,0.0
1742,5.2286796606689934e-08,0.0
1743,3.0237496316333686e-08,0.0
1744,5.4564291117133375e-08,0.0
1745,5.538405086927664e-08,0.0
1746,8.027393657731149e-08,0.0
1747,8.859224008363396e-08,0.0
1748,9.624630996946898e-08,0.0
1749,1.0120159034597367e-07,0.0
1750,1.0120159034597367e-07,0.0
1751,6.995316732221519e-08,0.0
1752,6.364159129848953e-08,0.0
1753,3.875170559045468e-08,0.0
1754,3.043340208413221e-08,0.0
1755,8.80858814460745e-09,0.0
1756,3.85330776810276e-09,0.0
1757,3.85330776810276e-09,0.0
1758,3.85330776810276e-09,0.0
1759,7.332102671041087e-09,0.0
1760,2.8623038669398478e-08,0.0
1761,3.139860612780662e-08,0.0
1762,2.754529835970386e-08,0.0
1763,2.754529835970386e-08,0.0
1764,3.035597804869537e-08,0.0
1765,3.330338646126815e-08,0.0
1766,2.982459155832982e-08,0.0
1767,1.147815785275595e-08,0.0
1768,1.1384802941652846e-08,0.0
1769,1.4431062567155095e-08,0.0
1770,1.4431062567155095e-08,0.0
1771,1.1620382878163582e-08,0.0
1772,1.3945138123615055e-08,0.0
1773,1.3945138123615055e-08,0.0
1774,1.1000635830831534e-08,0.0
1775,8.3184232835265e-09,0.0
1776,5.272163658024251e-09,0.0
1777,8.190213967346999e-09,0.0
1778,8.190213967346999e-09,0.0
1779,2.9180503093227473e-09,0.0
1780,2.9180503093227473e-09,0.0
1781,2.9180503093227473e-09,0.0
1782,5.076183790769002e-09,0.0
1783,7.250782831290183e-09,0.0
1784,1.099062098473626e-08,0.0
1785,1.4226865780691306e-08,0.0
1786,1.5566964098720097e-08,0.0
1787,1.685610571757122e-08,0.0
1788,1.685610571757122e-08,0.0
1789,1.4697972236124964e-08,0.0
1790,1.3628221598846072e-08,0.0
1791,1.2400164197044563e-08,0.0
1792,1.2428705429913732e-08,0.0
1793,1.207462923298002e-08,0.0
1794,1.1783473181330756e-08,0.0
1795,1.2696745305922669e-08,0.0
1796,1.4593068531354447e-08,0.0
1797,1.575591473163789e-08,0.0
1798,1.2062053768500749e-08,0.0
1799,9.398037332480108e-09,0.0
1800,1.047033469449486e-08,0.0
1801,1.0865370571520673e-08,0.0
1802,1.125447887265604e-08,0.0
1803,1.0762155484249952e-08,0.0
1804,1.6121399707255283e-08,0.0
1805,1.5424139616320483e-08,0.0
1806,1.7150320846021875e-08,0.0
1807,1.551044381820077e-08,0.0
1808,1.4588148752484439e-08,0.0
1809,1.3647617956382061e-08,0.0
1810,1.2461555771408378e-08,0.0
1811,5.303384826531905e-09,0.0
1812,7.129174060617669e-09,0.0
1813,6.5480379055468265e-09,0.0
1814,6.54751172327447e-09,0.0
1815,6.656207442366581e-09,0.0
1816,6.864875985128955e-09,0.0
1817,6.989633475181936e-09,0.0
1818,6.8789353261219534e-09,0.0
1819,8.222764501044009e-09,0.0
1820,1.193063635186929e-08,0.0
1821,1.4212359448048265e-08,0.0
1822,1.650262203080542e-08,0.0
1823,1.789858264774783e-08,0.0
1824,1.943356773916248e-08,0.0
1825,1.9708582004491452e-08,0.0
1826,1.621124307809347e-08,0.0
1827,1.1071268378261477e-08,0.0
1828,8.923275547039517e-09,0.0
1829,6.47523653743828e-09,0.0
1830,5.5571077263648155e-09,0.0
1831,4.143900778075249e-09,0.0
1832,3.936564090573873e-09,0.0
1833,4.710183354461606e-09,0.0
1834,6.057675408907162e-09,0.0
1835,6.260079470672102e-09,0.0
1836,6.513984399500064e-09,0.0
1837,5.6205172420981904e-09,0.0
1838,6.68255887134198e-09,0.0
1839,7.31775165859919e-09,0.0
1840,7.0425183621277856e-09,0.0
1841,6.22104582134345e-09,0.0
1842,6.62248857339977e-09,0.0
1843,7.389577632339288e-09,0.0
1844,9.304963339522893e-09,0.0
1845,1.2583639336887537e-08,0.0
1846,1.4522842103506913e-08,0.0
1847,1.7555849091926186e-08,0.0
1848,1.8903624824214863e-08,0.0
1849,1.989771306451108e-08,0.0
1850,2.1825436949792935e-08,0.0
1851,2.3098027363792946e-08,0.0
1852,1.996136830432046e-08,0.0
1853,1.9808526501614258e-08,0.0
1854,1.8394248283267904e-08,0.0
1855,1.67317587086911e-08,0.0
1856,1.6421032914390058e-08,0.0
1857,1.584245445940269e-08,0.0
1858,1.6704651883969746e-08,0.0
1859,2.08244117822736e-08,0.0
1860,2.0843885474773416e-08,6.099520888369625e-11
1861,2.0331735152621733e-08,6.099520888369625e-11
1862,2.5657136225122812e-08,6.099520888369625e-11
1863,2.792373824230968e-08,6.099520888369625e-11
1864,2.918213353504078e-08,6.099520888369625e-11
1865,2.9532411817610538e-08,1.0522175987657891e-10
1866,2.967222937197026e-08,1.0522175987657891e-10
1867,3.07810006055271e-08,4.422655099288266e-11
1868,3.375282707297954e-08,4.422655099288266e-11
1869,3.2811058505087335e-08,4.422655099288266e-11
1870,3.356279368712681e-08,4.422655099288266e-11
1871,3.584247920684902e-08,4.422655099288266e-11
1872,3.624230160426123e-08,4.0951710276816906e-11
1873,3.671162776949391e-08,4.0951710276816906e-11
1874,3.659093117391876e-08,4.0951710276816906e-11
1875,3.4552468315090275e-08,4.0951710276816906e-11
1876,3.409032827456875e-08,7.928369468882376e-11
1877,3.4860354602983534e-08,7.928369468882376e-11
1878,3.361043887650794e-08,7.928369468882376e-11
1879,3.455571651045375e-08,3.833198441200685e-11
1880,3.1973136265556993e-08,3.833198441200685e-11
1881,3.3768528291082996e-08,6.989757978763983e-11
1882,3.576956280377479e-08,6.989757978763983e-11
1883,3.4952909899743645e-08,3.156559537563299e-11
1884,3.75026138397873e-08,3.156559537563299e-11
1885,4.09264842967819e-08,6.058887320430678e-11
1886,4.206114643880353e-08,6.058887320430678e-11
1887,4.429813037022866e-08,8.822284173045806e-11
1888,4.461551712202956e-08,5.665724635482507e-11
1889,4.360485001646859e-08,5.665724635482507e-11
1890,4.5742410494296696e-08,8.19529365005321e-11
1891,4.2456051880484276e-08,8.19529365005321e-11
1892,3.7412854782457675e-08,5.29296586718583e-11
1893,3.478253773891993e-08,7.59913322743801e-11
1894,3.409899917983239e-08,7.04491366037325e-11
1895,3.405930927767388e-08,1.1279155189201719e-10
1896,3.615702353394161e-08,1.1279155189201719e-10
1897,3.492233423076284e-08,1.060726169597816e-10
1898,3.372959410187702e-08,2.8645429480825667e-10
1899,3.40938908850928e-08,3.0466820138170496e-10
1900,3.2688831451212404e-08,2.99677132315728e-10
1901,3.2187350182003427e-08,2.9472204637099557e-10
1902,3.199310251643185e-08,2.695979213683332e-10
1903,3.002302888838975e-08,3.1741535392157006e-10
1904,2.88037322247549e-08,3.1469233865591816e-10
1905,2.986292889163776e-08,1.8005124672950045e-10
1906,3.149928368933226e-08,1.9286731239853694e-10
1907,3.402267902328861e-08,1.8944688179312053e-10
1908,3.379472524045468e-08,1.860346489952163e-10
1909,3.408333551898782e-08,1.8259736778158953e-10
1910,3.525311369807176e-08,1.485538249952028e-10
1911,3.8844780598472946e-08,1.4667801695456006e-10
1912,3.9291252156609905e-08,1.153515388366674e-10
1913,4.062148864899687e-08,1.2721532260157835e-10
1914,4.3839033228973024e-08,1.271816382367571e-10
1915,4.5942247339780806e-08,1.453346292518936e-10
1916,4.71147367469322e-08,1.466054827140414e-10
1917,5.023638800188175e-08,1.4679732727015552e-10
1918,5.148488518053844e-08,2.1910082974109712e-10
1919,5.392408399172512e-08,2.4730396103971637e-10
1920,5.404666530190687e-08,2.2761185991537758e-10
1921,5.160300529740068e-08,2.6921858690766495e-10
1922,5.150253201691157e-08,2.3734114177966145e-10
1923,4.9758606378093514e-08,2.222892792455181e-10
1924,4.84507321881925e-08,2.0832354492255385e-10
1925,4.775081308139306e-08,1.2204211054443548e-10
1926,4.7191317012870316e-08,7.942487144165154e-11
1927,4.7598981771963215e-08,5.622321655859455e-11
1928,4.700435291787082e-08,0.0
1929,4.5976193518981745e-08,0.0
1930,4.5861897644629476e-08,0.0
1931,4.4151113749129374e-08,0.0
1932,4.256096224659294e-08,0.0
1933,4.2451081380282374e-08,0.0
1934,4.10159068613731e-08,0.0
1935,4.1224675990341505e-08,0.0
1936,4.283464300718671e-08,0.0
1937,4.458987794870544e-08,0.0
1938,4.43443392482225e-08,2.175225079424438e-11
1939,4.570008168717063e-08,2.175225079424438e-11
1940,4.669688534266113e-08,2.175225079424438e-11
1941,5.062827312940499e-08,2.175225079424438e-11
1942,5.089432773632195e-08,2.175225079424438e-11
1943,4.922732494654676e-08,2.175225079424438e-11
1944,4.8699598766331424e-08,4.0723573323044244e-11
1945,5.163866337706427e-08,1.8971322528799864e-11
1946,5.203152397825761e-08,1.8971322528799864e-11
1947,4.969077746100733e-08,1.8971322528799864e-11
1948,4.657600628986204e-08,1.8971322528799864e-11
1949,4.704822081131559e-08,1.8971322528799864e-11
1950,4.6533962461126066e-08,1.8971322528799864e-11
1951,4.4256101513643186e-08,0.0
1952,4.16000684059067e-08,0.0
1953,3.8867293129994455e-08,0.0
1954,3.8144314373766974e-08,0.0
1955,3.5195125797875855e-08,0.0
1956,3.262652167482624e-08,0.0
1957,3.213387904971958e-08,0.0
1958,3.251317132984306e-08,0.0
1959,3.27761934418699e-08,0.0
1960,3.273549304643504e-08,0.0
1961,3.256769431914108e-08,0.0
1962,3.3445280323007864e-08,0.0
1963,3.25535167076753e-08,0.0
1964,3.225784211175713e-08,0.0
1965,3.152385958620536e-08,0.0
1966,2.9909438988998515e-08,0.0
1967,2.9342766438844592e-08,0.0
1968,2.792537528201982e-08,0.0
1969,2.7961758622804415e-08,0.0
1970,2.8447141023743176e-08,0.0
1971,2.8820921014828726e-08,0.0
1972,2.8237141133250328e-08,0.0
1973,2.828562146411124e-08,0.0
1974,2.7908148173391315e-08,0.0
1975,2.9225579163088307e-08,0.0
1976,2.7683770450640362e-08,0.0
1977,2.8496109852734922e-08,0.0
1978,2.7214064906339834e-08,1.631985717200278e-11
1979,2.7629443875655724e-08,1.631985717200278e-11
1980,2.7807969260607024e-08,1.631985717200278e-11
1981,2.8521861190305183e-08,1.631985717200278e-11
1982,2.897492404737737e-08,2.3731352200811225e-11
1983,3.055674595892859e-08,3.1133857892567156e-11
1984,3.071555733567623e-08,3.1133857892567156e-11
1985,3.198532664125001e-08,1.481400072056438e-11
1986,3.3286172294668045e-08,1.481400072056438e-11
1987,3.351451484588454e-08,2.150146826458104e-11
1988,3.415319379688039e-08,2.150146826458104e-11
1989,3.506826321394588e-08,2.0741985014481402e-11
1990,3.476750925252807e-08,1.9996941602595797e-11
1991,3.560727332033561e-08,2.6566210045312186e-11
1992,3.715068430665269e-08,2.6566210045312186e-11
1993,3.751677927052047e-08,2.6566210045312186e-11
1994,3.8139340574616654e-08,1.9878742501295524e-11
1995,3.8385195974147534e-08,1.9878742501295524e-11
1996,3.7873807709079954e-08,1.9528769970181667e-11
1997,3.891996109522162e-08,1.2871307690311339e-11
1998,3.8201296348461256e-08,6.30203924759495e-12
1999,3.6793307194622164e-08,6.30203924759495e-12
2000,3.6955487558998357e-08,1.6686897895214413e-11
2001,3.697199701946374e-08,1.6686897895214413e-11
2002,3.688519762639382e-08,2.2055451710998953e-11
2003,3.63158407472903e-08,1.5753412463404004e-11
2004,3.641364796992873e-08,1.5753412463404004e-11
2005,3.7529788292951187e-08,1.5753412463404004e-11
2006,3.9613674118754716e-08,2.0899984619943927e-11
2007,4.0397614904057784e-08,1.0515125972324464e-11
2008,4.216229092841266e-08,1.0515125972324464e-11
2009,4.234857696263004e-08,5.146572156539924e-12
2010,4.540155933747363e-08,5.146572156539924e-12
2011,4.6581834770417374e-08,5.146572156539924e-12
2012,4.753937738704346e-08,5.146572156539924e-12
2013,4.669252413285514e-08,0.0
2014,4.666554330258675e-08,0.0
2015,4.5101001790369214e-08,0.0
2016,4.50285665262332e-08,0.0
2017,4.3224490061296215e-08,0.0
2018,4.244532192387851e-08,0.0
2019,4.108602702501685e-08,0.0
