ngram,Middleware,Middlware
1689,0.0,0.0
1690,0.0,0.0
1691,0.0,0.0
1692,0.0,0.0
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,9.645867342961928e-09,0.0
1709,9.645867342961928e-09,0.0
1710,9.645867342961928e-09,0.0
1711,9.645867342961928e-09,0.0
1712,9.645867342961928e-09,0.0
1713,9.645867342961928e-09,0.0
1714,9.645867342961928e-09,0.0
1715,1.132235334060689e-08,0.0
1716,1.132235334060689e-08,0.0
1717,1.132235334060689e-08,0.0
1718,1.132235334060689e-08,0.0
1719,1.132235334060689e-08,0.0
1720,1.132235334060689e-08,0.0
1721,1.132235334060689e-08,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,3.639731817526938e-09,0.0
1749,3.639731817526938e-09,0.0
1750,3.639731817526938e-09,0.0
1751,7.2088704529603225e-09,0.0
1752,7.2088704529603225e-09,0.0
1753,7.2088704529603225e-09,0.0
1754,7.2088704529603225e-09,0.0
1755,3.569138635433384e-09,0.0
1756,3.569138635433384e-09,0.0
1757,3.569138635433384e-09,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,2.9445022927835194e-09,0.0
1768,1.0991139934698627e-08,0.0
1769,1.0991139934698627e-08,0.0
1770,1.0991139934698627e-08,0.0
1771,1.0991139934698627e-08,0.0
1772,1.0991139934698627e-08,0.0
1773,1.0991139934698627e-08,0.0
1774,8.046637641915107e-09,0.0
1775,2.8886891608895635e-09,0.0
1776,2.8886891608895635e-09,0.0
1777,2.8886891608895635e-09,0.0
1778,2.8886891608895635e-09,0.0
1779,2.8886891608895635e-09,0.0
1780,2.8886891608895635e-09,0.0
1781,2.8886891608895635e-09,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,1.1048484032422883e-09,0.0
1791,1.1048484032422883e-09,0.0
1792,1.1048484032422883e-09,0.0
1793,1.1048484032422883e-09,0.0
1794,1.1048484032422883e-09,0.0
1795,1.1048484032422883e-09,0.0
1796,1.1048484032422883e-09,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,3.426951421049905e-10,0.0
1818,3.426951421049905e-10,0.0
1819,3.426951421049905e-10,0.0
1820,4.900920780315232e-10,0.0
1821,4.900920780315232e-10,0.0
1822,6.14860979591165e-10,0.0
1823,6.14860979591165e-10,0.0
1824,2.7216583748617447e-10,0.0
1825,2.7216583748617447e-10,0.0
1826,2.7216583748617447e-10,0.0
1827,2.2933950770211353e-10,0.0
1828,2.2933950770211353e-10,0.0
1829,1.0457060614247179e-10,0.0
1830,1.0457060614247179e-10,0.0
1831,1.974652663605525e-10,0.0
1832,2.826147252729275e-10,0.0
1833,2.826147252729275e-10,0.0
1834,1.780441191304557e-10,0.0
1835,1.780441191304557e-10,0.0
1836,1.780441191304557e-10,0.0
1837,1.780441191304557e-10,0.0
1838,8.5149458912375e-11,0.0
1839,0.0,0.0
1840,7.558596605759606e-11,0.0
1841,6.354068541166872e-10,0.0
1842,6.962222941022032e-10,0.0
1843,6.962222941022032e-10,0.0
1844,6.962222941022032e-10,0.0
1845,6.962222941022032e-10,0.0
1846,6.962222941022032e-10,0.0
1847,6.206363280446072e-10,0.0
1848,1.1550311500891602e-10,0.0
1849,5.4687675023399966e-11,0.0
1850,1.0215758397943579e-10,0.0
1851,1.0215758397943579e-10,0.0
1852,1.0215758397943579e-10,0.0
1853,1.5041692494729578e-10,0.0
1854,2.0091878557718498e-10,0.0
1855,1.9873285953383605e-10,0.0
1856,1.9873285953383605e-10,0.0
1857,1.5126295057780022e-10,0.0
1858,3.240734942305019e-10,0.0
1859,3.240734942305019e-10,0.0
1860,2.758141532626419e-10,0.0
1861,2.253122926327527e-10,0.0
1862,1.7281054365270165e-10,0.0
1863,1.7281054365270165e-10,0.0
1864,1.7281054365270165e-10,0.0
1865,0.0,0.0
1866,0.0,0.0
1867,0.0,0.0
1868,4.4811698003093574e-11,0.0
1869,4.4811698003093574e-11,0.0
1870,4.4811698003093574e-11,0.0
1871,4.4811698003093574e-11,0.0
1872,4.4811698003093574e-11,0.0
1873,8.382045058041854e-11,0.0
1874,8.382045058041854e-11,0.0
1875,3.900875257732496e-11,0.0
1876,7.734073698933181e-11,0.0
1877,7.734073698933181e-11,0.0
1878,1.1362609662692234e-10,0.0
1879,1.1362609662692234e-10,0.0
1880,1.0750402750543081e-10,0.0
1881,1.0750402750543081e-10,0.0
1882,1.0750402750543081e-10,0.0
1883,1.0129467106371034e-10,0.0
1884,1.318055783564428e-10,0.0
1885,9.552021871885228e-11,0.0
1886,1.2310883463444762e-10,0.0
1887,1.1785611970476546e-10,0.0
1888,2.2586748939433321e-10,0.0
1889,2.520383842106812e-10,0.0
1890,2.4521144638610185e-10,0.0
1891,2.915156965028436e-10,0.0
1892,2.915156965028436e-10,0.0
1893,2.639270805872483e-10,0.0
1894,2.36293112061097e-10,0.0
1895,1.494529500156716e-10,0.0
1896,2.0080375854166935e-10,0.0
1897,2.3123833403637661e-10,0.0
1898,1.5442317662690234e-10,0.0
1899,2.454927094941439e-10,0.0
1900,4.261987627897566e-10,0.0
1901,4.433354497005279e-10,0.0
1902,4.3938253234200783e-10,0.0
1903,4.574956941061359e-10,0.0
1904,4.017654284657216e-10,0.0
1905,4.017654284657216e-10,0.0
1906,3.1069589559848e-10,0.0
1907,1.4464001623399573e-10,0.0
1908,1.412277834360915e-10,0.0
1909,1.3779050222246473e-10,0.0
1910,5.592952688284112e-11,0.0
1911,9.786332458691253e-11,0.0
1912,9.786332458691253e-11,0.0
1913,9.786332458691253e-11,0.0
1914,8.321315065578411e-11,0.0
1915,1.0136614167092058e-10,0.0
1916,8.758513259892503e-11,0.0
1917,7.38112428320749e-11,0.0
1918,3.18774451280035e-11,0.0
1919,3.18774451280035e-11,0.0
1920,7.828075489411747e-11,0.0
1921,7.828075489411747e-11,0.0
1922,7.055460580853077e-11,0.0
1923,7.055460580853077e-11,0.0
1924,9.497613608276469e-11,0.0
1925,9.497613608276469e-11,0.0
1926,1.1789909921360627e-10,0.0
1927,9.423416808778434e-11,0.0
1928,9.423416808778434e-11,0.0
1929,7.008287204536754e-11,0.0
1930,7.008287204536754e-11,0.0
1931,5.703215300816617e-10,0.0
1932,5.703215300816617e-10,0.0
1933,5.937328842861181e-10,0.0
1934,5.70994505645826e-10,0.0
1935,5.70994505645826e-10,0.0
1936,5.70994505645826e-10,0.0
1937,5.70994505645826e-10,0.0
1938,4.633431733529798e-11,0.0
1939,4.633431733529798e-11,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,1.876942054160732e-11,0.0
1946,1.876942054160732e-11,0.0
1947,3.5326396569906087e-11,0.0
1948,3.5326396569906087e-11,0.0
1949,3.5326396569906087e-11,0.0
1950,5.224637191135275e-11,0.0
1951,5.224637191135275e-11,0.0
1952,3.3476951369745425e-11,0.0
1953,3.3476951369745425e-11,0.0
1954,1.6919975341446657e-11,0.0
1955,3.141422737020148e-11,0.0
1956,4.488223285089735e-11,0.0
1957,2.7962257509450694e-11,0.0
1958,2.7962257509450694e-11,0.0
1959,2.7962257509450694e-11,0.0
1960,4.913797939971281e-11,0.0
1961,7.164911719481637e-11,0.0
1962,6.735662127261527e-11,0.0
1963,7.369632880140285e-11,0.0
1964,1.456428093206595e-10,0.0
1965,2.0734837854633322e-10,0.0
1966,3.128652357028575e-10,0.0
1967,6.543213431393318e-10,0.0
1968,6.849494523151835e-10,0.0
1969,6.927014676147028e-10,0.0
1970,7.079717903194346e-10,0.0
1971,7.076325140932736e-10,0.0
1972,6.89404170655423e-10,0.0
1973,7.076987666522681e-10,0.0
1974,6.220820465894863e-10,0.0
1975,5.932712991509246e-10,0.0
1976,6.717547034502352e-10,0.0
1977,7.891784725710949e-10,0.0
1978,9.868489160767625e-10,0.0
1979,9.51499391182204e-10,0.0
1980,1.3919395041346e-09,0.0
1981,1.397226957149706e-09,0.0
1982,1.8398226394758917e-09,0.0
1983,1.8618255548386031e-09,0.0
1984,1.8710368056483263e-09,0.0
1985,1.7609088036924752e-09,0.0
1986,2.4298195281221726e-09,0.0
1987,2.0327546550775413e-09,0.0
1988,2.1594052815717848e-09,0.0
1989,2.390942325078019e-09,0.0
1990,4.083331942413995e-09,0.0
1991,9.564620381422425e-09,0.0
1992,1.9139860537745586e-08,0.0
1993,2.965790506832227e-08,0.0
1994,4.612572463662852e-08,0.0
1995,6.266821791659335e-08,0.0
1996,8.563391354751307e-08,0.0
1997,1.1287908461911553e-07,5.7525244488511515e-12
1998,1.376099112755063e-07,5.7525244488511515e-12
1999,1.659900813625167e-07,5.7525244488511515e-12
2000,2.057794605190923e-07,1.0944953772660883e-11
2001,2.4770631463460244e-07,4.136933504095275e-11
2002,2.8362975561841655e-07,5.210644267252183e-11
2003,3.0073035718812336e-07,7.789712971884022e-11
2004,3.0648543258848804e-07,8.728424282947574e-11
2005,3.0949558395475053e-07,1.0219002380407183e-10
2006,3.0615126636998215e-07,1.0219002380407183e-10
2007,2.967032648777084e-07,1.0773191664156404e-10
2008,2.865071633907844e-07,9.318077460423219e-11
2009,2.7254273707707656e-07,1.4467385622829454e-10
2010,2.592684913744441e-07,1.1888316918197616e-10
2011,2.438301375410187e-07,1.1767072237235864e-10
2012,2.2805166923132803e-07,1.0810479892217221e-10
2013,2.182064905907412e-07,1.1880684432284483e-10
2014,1.9368091536924631e-07,1.080725221615429e-10
2015,1.6308431379944262e-07,1.0306062550987808e-10
2016,1.449457676423143e-07,4.708892204734789e-11
2017,1.3703113073878134e-07,5.493707572190587e-11
2018,1.373155456008135e-07,4.642642381647022e-11
2019,1.4083478738768918e-07,4.868827910287088e-11
