ngram,JApplet,Applet
1684,0.0,6.536618814477282e-08
1685,0.0,4.54476167176056e-08
1686,0.0,2.237584746061267e-08
1687,0.0,2.237584746061267e-08
1688,0.0,0.0
1689,0.0,0.0
1690,0.0,2.0770290884034433e-08
1691,0.0,2.0770290884034433e-08
1692,0.0,2.0770290884034433e-08
1693,0.0,2.0770290884034433e-08
1694,0.0,4.515584147871518e-08
1695,0.0,4.515584147871518e-08
1696,0.0,4.515584147871518e-08
1697,0.0,2.4385550594680742e-08
1698,0.0,2.4385550594680742e-08
1699,0.0,2.4385550594680742e-08
1700,0.0,2.4385550594680742e-08
1701,0.0,0.0
1702,0.0,2.397031957051305e-08
1703,0.0,3.501152942167859e-08
1704,0.0,4.367329609067383e-08
1705,0.0,5.28311007639916e-08
1706,0.0,6.3906483660503e-08
1707,0.0,7.605893667265004e-08
1708,0.0,7.605893667265004e-08
1709,0.0,5.2088617102136984e-08
1710,0.0,4.1047407250971446e-08
1711,0.0,3.238564058197621e-08
1712,0.0,2.3227835908658434e-08
1713,0.0,2.2970468194216664e-08
1714,0.0,2.0389625733839367e-08
1715,0.0,4.303433241505315e-08
1716,0.0,5.1889290578596304e-08
1717,0.0,5.1889290578596304e-08
1718,0.0,5.963104702085989e-08
1719,0.0,6.621591808197991e-08
1720,0.0,5.539790289991028e-08
1721,0.0,5.4586350423895576e-08
1722,0.0,3.966923044020275e-08
1723,0.0,4.316462463650948e-08
1724,0.0,4.903554438685985e-08
1725,0.0,4.129378794459626e-08
1726,0.0,4.7483912928620546e-08
1727,0.0,4.7483912928620546e-08
1728,0.0,3.872385485286551e-08
1729,0.0,3.736824487938455e-08
1730,0.0,3.3201130479808075e-08
1731,0.0,2.7330210729457705e-08
1732,0.0,2.7330210729457705e-08
1733,0.0,1.4555214684313406e-08
1734,0.0,1.4555214684313406e-08
1735,0.0,1.4555214684313406e-08
1736,0.0,1.3695563032862473e-08
1737,0.0,5.512325072589062e-09
1738,0.0,1.100414134417146e-08
1739,0.0,1.100414134417146e-08
1740,0.0,1.100414134417146e-08
1741,0.0,1.100414134417146e-08
1742,0.0,5.5645746804040234e-08
1743,0.0,5.0133421731451174e-08
1744,0.0,5.459748209091231e-08
1745,0.0,5.5417241843055565e-08
1746,0.0,5.5417241843055565e-08
1747,0.0,5.5417241843055565e-08
1748,0.0,5.9056973660582505e-08
1749,0.0,1.4415368200713731e-08
1750,0.0,1.7714099647443097e-08
1751,0.0,1.3250039287981963e-08
1752,0.0,1.0837053413378532e-08
1753,0.0,1.586640583996411e-08
1754,0.0,2.0050474550511614e-08
1755,0.0,1.6410742732984674e-08
1756,0.0,1.944621327457493e-08
1757,0.0,1.6147481827845567e-08
1758,0.0,1.9255066620514427e-08
1759,0.0,1.5356476471392203e-08
1760,0.0,1.0327124044806624e-08
1761,0.0,6.1430553342591205e-09
1762,0.0,8.825637363786752e-09
1763,0.0,1.1467515952696367e-08
1764,0.0,1.708887533067939e-08
1765,0.0,1.6928698950583306e-08
1766,0.0,1.6928698950583306e-08
1767,0.0,2.2817703536150346e-08
1768,0.0,2.549991608345538e-08
1769,0.0,2.281733405392775e-08
1770,0.0,1.713998492342788e-08
1771,0.0,1.1518625545444853e-08
1772,0.0,8.571217132872074e-09
1773,0.0,8.571217132872074e-09
1774,0.0,2.682212547305036e-09
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,2.7811436962922797e-09
1779,0.0,7.904515137673635e-09
1780,0.0,1.0253655448520606e-08
1781,0.0,1.216617232354825e-08
1782,0.0,1.4324305804994505e-08
1783,0.0,1.4324305804994505e-08
1784,0.0,1.4324305804994505e-08
1785,0.0,1.4779406904657272e-08
1786,0.0,1.0996133781304707e-08
1787,0.0,9.936135089308858e-09
1788,0.0,8.023618214281214e-09
1789,0.0,5.86548473283496e-09
1790,0.0,6.9703331360772475e-09
1791,0.0,6.9703331360772475e-09
1792,0.0,6.998874368946417e-09
1793,0.0,6.644798172012705e-09
1794,0.0,9.347598821969022e-09
1795,0.0,1.2087415068862128e-08
1796,0.0,1.3035576681578017e-08
1797,0.0,1.3064575580098596e-08
1798,0.0,1.4221888936357833e-08
1799,0.0,1.0957102907533617e-08
1800,0.0,1.0794408605058997e-08
1801,0.0,7.7311472779229e-09
1802,0.0,7.1619649893201705e-09
1803,0.0,6.5648033358607046e-09
1804,0.0,5.736033584621428e-09
1805,0.0,5.617430235257562e-09
1806,0.0,7.16873078359421e-09
1807,0.0,6.345402964973752e-09
1808,0.0,6.122811559348764e-09
1809,0.0,4.6758768603081896e-09
1810,0.0,4.7607522051557845e-09
1811,0.0,4.924442536286782e-09
1812,0.0,3.8857325293914104e-09
1813,0.0,3.3043290326162378e-09
1814,0.0,4.140161578648969e-09
1815,0.0,3.434072042602614e-09
1816,0.0,3.851409128127362e-09
1817,0.0,3.4155338240233438e-09
1818,0.0,3.1258008086660585e-09
1819,0.0,3.576693148004446e-09
1820,0.0,3.196383840149102e-09
1821,0.0,2.4891055486594584e-09
1822,0.0,3.237718973877638e-09
1823,0.0,2.5180709501653506e-09
1824,0.0,3.3227910502451964e-09
1825,0.0,3.2703729882907086e-09
1826,0.0,3.767466592665057e-09
1827,0.0,3.3870200612438696e-09
1828,0.0,6.016698560009002e-09
1829,0.0,5.760005099870418e-09
1830,0.0,5.624530420776454e-09
1831,0.0,5.1913889615689305e-09
1832,0.0,5.575668910700366e-09
1833,0.0,5.122552540878392e-09
1834,0.0,5.328712296811691e-09
1835,0.0,2.9056131469116865e-09
1836,0.0,2.7139378998088303e-09
1837,0.0,2.8926727045432342e-09
1838,0.0,2.9027227922893773e-09
1839,0.0,2.998077532266409e-09
1840,0.0,2.9567237547212244e-09
1841,0.0,3.7310421101872345e-09
1842,0.0,4.673032690963705e-09
1843,0.0,5.68427857164774e-09
1844,0.0,5.887458711027551e-09
1845,0.0,7.174299154755204e-09
1846,0.0,7.481134664136642e-09
1847,0.0,9.63365387463e-09
1848,0.0,1.0522166249415932e-08
1849,0.0,1.1824539823481115e-08
1850,0.0,1.2316905717568716e-08
1851,0.0,1.341336375304536e-08
1852,0.0,1.356511119305586e-08
1853,0.0,1.5113250587514163e-08
1854,0.0,1.4830301050697666e-08
1855,0.0,1.4537228817549216e-08
1856,0.0,1.3150502401312484e-08
1857,0.0,1.2694404257932287e-08
1858,0.0,1.2082187948538246e-08
1859,0.0,1.1663347240390261e-08
1860,0.0,1.1885910033981872e-08
1861,0.0,1.1765805218999503e-08
1862,0.0,1.0983674668198416e-08
1863,0.0,1.1270777581070694e-08
1864,0.0,1.227777536781462e-08
1865,0.0,1.2540954687421748e-08
1866,0.0,1.3174601346374208e-08
1867,0.0,1.3083559505641266e-08
1868,0.0,1.316597535756208e-08
1869,0.0,1.362772421893104e-08
1870,0.0,1.4386382371104186e-08
1871,0.0,1.418215741669623e-08
1872,0.0,1.5510672365540553e-08
1873,0.0,1.655734114893091e-08
1874,0.0,1.6110592479127002e-08
1875,0.0,1.5991407563222182e-08
1876,0.0,1.6366664975667585e-08
1877,0.0,1.577086118840855e-08
1878,0.0,1.6087734573082864e-08
1879,0.0,1.4810350152621205e-08
1880,0.0,1.4787120480467105e-08
1881,0.0,1.4819147940516229e-08
1882,0.0,1.4662330270555555e-08
1883,0.0,1.4557017052092241e-08
1884,0.0,1.5812824700438862e-08
1885,0.0,1.6305794428969226e-08
1886,0.0,1.707409223529664e-08
1887,0.0,1.650268772428782e-08
1888,0.0,1.680892301538149e-08
1889,0.0,1.8044720130814895e-08
1890,0.0,1.9446763691429884e-08
1891,0.0,1.9697648718468893e-08
1892,0.0,1.977093790271413e-08
1893,0.0,1.9819365704165648e-08
1894,0.0,1.974031173444603e-08
1895,0.0,1.9860108732164657e-08
1896,0.0,1.8475438575852162e-08
1897,0.0,1.7939518822832464e-08
1898,0.0,1.6413532628283585e-08
1899,0.0,1.5583751939678743e-08
1900,0.0,1.508963608033907e-08
1901,0.0,1.4189661382399014e-08
1902,0.0,1.3410741723467773e-08
1903,0.0,1.3351344157237172e-08
1904,0.0,1.2256703715455127e-08
1905,0.0,1.2325670389096949e-08
1906,0.0,1.1874980998527462e-08
1907,0.0,1.1594959024664929e-08
1908,0.0,1.1665242740020533e-08
1909,0.0,1.201750330994043e-08
1910,0.0,1.1648864476196e-08
1911,0.0,1.1778177163738031e-08
1912,0.0,1.1786640108368829e-08
1913,0.0,1.170630322836327e-08
1914,0.0,1.2126711952069919e-08
1915,0.0,1.3034840508550718e-08
1916,0.0,1.2648612823795702e-08
1917,0.0,1.3576337387632975e-08
1918,0.0,1.3795970207500626e-08
1919,0.0,1.379979508442375e-08
1920,0.0,1.4168684130717274e-08
1921,0.0,1.457257095946066e-08
1922,0.0,1.5008436905970613e-08
1923,0.0,1.5549842556440907e-08
1924,0.0,1.6022531111405314e-08
1925,0.0,1.6974111640065204e-08
1926,0.0,1.802017760407385e-08
1927,0.0,2.016229367589923e-08
1928,0.0,2.0725835016475813e-08
1929,0.0,2.1115967641094358e-08
1930,0.0,2.199622274799497e-08
1931,0.0,2.210142215273793e-08
1932,0.0,2.2131980311915607e-08
1933,0.0,2.2369788307433477e-08
1934,0.0,2.1825722435713553e-08
1935,0.0,2.1928932574561647e-08
1936,0.0,2.3076166501466233e-08
1937,0.0,2.2511539299330252e-08
1938,0.0,2.3488847438508335e-08
1939,0.0,2.4485337693899315e-08
1940,0.0,3.441919866580585e-08
1941,0.0,4.729896626746008e-08
1942,0.0,4.641613518937707e-08
1943,0.0,4.388726119028011e-08
1944,0.0,4.380018443177798e-08
1945,0.0,4.977626399949031e-08
1946,0.0,4.8474444141228494e-08
1947,0.0,3.7571970677520635e-08
1948,0.0,2.3754207236135827e-08
1949,0.0,2.6075631558748162e-08
1950,0.0,2.6158309296420157e-08
1951,0.0,2.733727707696484e-08
1952,0.0,1.9829752570136146e-08
1953,0.0,1.9698345811645723e-08
1954,0.0,1.978320834134755e-08
1955,0.0,1.948745431690213e-08
1956,0.0,1.679968684799503e-08
1957,0.0,1.6761487309224776e-08
1958,0.0,1.4628135147631838e-08
1959,0.0,1.398344157926041e-08
1960,0.0,1.3499391192185937e-08
1961,0.0,1.2970357232688912e-08
1962,0.0,1.2329215109169972e-08
1963,0.0,1.2559145723400889e-08
1964,0.0,1.2265617220309975e-08
1965,0.0,1.2280848211381518e-08
1966,0.0,1.252002260595678e-08
1967,0.0,1.2425623704562635e-08
1968,0.0,1.2320029948601326e-08
1969,0.0,1.1856774609749924e-08
1970,0.0,1.130543316106371e-08
1971,0.0,1.1279600745491995e-08
1972,0.0,1.103150599439979e-08
1973,0.0,1.0233400793424607e-08
1974,0.0,9.364654765927786e-09
1975,0.0,8.948703936592243e-09
1976,0.0,8.756083033237668e-09
1977,0.0,8.634958081898958e-09
1978,0.0,8.317269856965887e-09
1979,0.0,8.056884619784504e-09
1980,0.0,8.036399292064646e-09
1981,0.0,8.494654122971821e-09
1982,0.0,8.841191651803065e-09
1983,0.0,9.094225182439329e-09
1984,1.470118669656882e-11,9.153130570942786e-09
1985,1.470118669656882e-11,8.784268296884484e-09
1986,1.470118669656882e-11,9.35646062215158e-09
1987,1.470118669656882e-11,9.340167115924812e-09
1988,1.470118669656882e-11,9.266416586431855e-09
1989,2.1353198475277627e-11,9.38230268080328e-09
1990,2.1353198475277627e-11,1.0556734787923818e-08
1991,6.652011778708809e-12,1.057564004623503e-08
1992,6.652011778708809e-12,1.3640001509226555e-08
1993,1.9534730480045124e-11,6.919223441822656e-08
1994,1.4959732609422438e-10,1.5227721724845163e-07
1995,1.4206364730429133e-09,2.3446397293521874e-07
1996,6.587958726164292e-09,2.988414356609935e-07
1997,9.866897751223798e-09,3.3496765970499253e-07
1998,1.2877124993299865e-08,3.7225227624203073e-07
1999,1.8110555444206256e-08,4.1105675612535766e-07
2000,2.3939155705373797e-08,3.8754366471493995e-07
2001,2.7333250583540447e-08,3.2936853650815987e-07
2002,2.9868516041428195e-08,2.6483796286161774e-07
2003,2.785648004329947e-08,2.2020052524242472e-07
2004,2.7095767407558924e-08,1.98726344332759e-07
2005,2.6689083197441377e-08,1.7471296282727572e-07
2006,2.7960920182376218e-08,1.4702111680467818e-07
2007,2.4024779372260648e-08,1.28039879143671e-07
2008,2.6929283691856654e-08,1.2350528878966672e-07
2009,2.4238973748781844e-08,1.1477932559955661e-07
2010,2.3783100695189726e-08,1.0290175822547099e-07
2011,2.4658466506772518e-08,1.0586586845257833e-07
2012,2.336318859010232e-08,9.580079510637266e-08
2013,1.7114770235947063e-08,8.467840270246338e-08
2014,1.5328930315559675e-08,7.356664077917685e-08
2015,9.025173965314183e-09,5.526820753435199e-08
2016,8.071899934173184e-09,4.898688185254027e-08
2017,6.260140507826269e-09,4.62090596897724e-08
2018,2.761139528129064e-09,2.7237166477789287e-08
2019,1.1619604584067744e-09,2.60099728421892e-08
