ngram,X.509,X.50
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,2.682212547305036e-09
1769,0.0,2.682212547305036e-09
1770,0.0,2.682212547305036e-09
1771,0.0,2.682212547305036e-09
1772,0.0,2.682212547305036e-09
1773,0.0,2.682212547305036e-09
1774,0.0,2.682212547305036e-09
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,3.0507755052358986e-10,0.0
1805,3.0507755052358986e-10,0.0
1806,3.0507755052358986e-10,0.0
1807,3.0507755052358986e-10,2.092212276443612e-10
1808,3.0507755052358986e-10,2.092212276443612e-10
1809,3.0507755052358986e-10,3.901460424568118e-10
1810,3.0507755052358986e-10,3.901460424568118e-10
1811,0.0,3.901460424568118e-10
1812,0.0,3.901460424568118e-10
1813,0.0,3.901460424568118e-10
1814,0.0,1.809248148124506e-10
1815,0.0,1.809248148124506e-10
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,1.5029744115935273e-10
1820,0.0,7.398851848654837e-10
1821,2.571085090861759e-10,7.398851848654837e-10
1822,2.571085090861759e-10,8.646540864251254e-10
1823,2.571085090861759e-10,8.646540864251254e-10
1824,2.571085090861759e-10,8.646540864251254e-10
1825,2.571085090861759e-10,8.646540864251254e-10
1826,2.571085090861759e-10,7.143566452657727e-10
1827,2.571085090861759e-10,1.2476890155964171e-10
1828,0.0,1.2476890155964171e-10
1829,0.0,1.405485569197903e-10
1830,0.0,1.405485569197903e-10
1831,0.0,1.405485569197903e-10
1832,0.0,9.068937029914942e-10
1833,0.0,9.068937029914942e-10
1834,0.0,2.5680975758644665e-09
1835,0.0,2.903231179272682e-09
1836,0.0,2.987866160835446e-09
1837,0.0,3.14274898168979e-09
1838,0.0,3.14274898168979e-09
1839,0.0,2.452185272299496e-09
1840,0.0,2.452185272299496e-09
1841,0.0,8.609590104339101e-10
1842,0.0,5.258254070256945e-10
1843,0.0,3.0064186854314047e-10
1844,0.0,2.793247617332335e-10
1845,0.0,8.132348841957285e-10
1846,0.0,7.374534475143183e-10
1847,0.0,7.374534475143183e-10
1848,0.0,7.221635115303318e-10
1849,0.0,7.221635115303318e-10
1850,0.0,7.696334204863677e-10
1851,0.0,6.360677064419309e-10
1852,0.0,1.5271915478263865e-10
1853,0.0,3.4575651865407867e-10
1854,0.0,3.4575651865407867e-10
1855,0.0,2.910688436306787e-10
1856,0.0,3.407676482261987e-10
1857,0.0,2.9329773927016285e-10
1858,0.0,2.367024199661267e-09
1859,0.0,2.316462628858064e-09
1860,0.0,2.123425264986624e-09
1861,0.0,2.123425264986624e-09
1862,0.0,2.123425264986624e-09
1863,0.0,2.1214643414995446e-09
1864,0.0,2.1685594629529602e-09
1865,0.0,1.3905955355473865e-10
1866,0.0,1.3905955355473865e-10
1867,0.0,1.8227201097659977e-10
1868,0.0,1.8227201097659977e-10
1869,0.0,1.8227201097659977e-10
1870,4.223646036091314e-11,2.6124351095089896e-10
1871,4.223646036091314e-11,3.764526389028942e-10
1872,4.223646036091314e-11,4.960329290172792e-10
1873,4.223646036091314e-11,6.130591907143363e-10
1874,4.223646036091314e-11,6.493281626670669e-10
1875,4.223646036091314e-11,7.295582233573278e-10
1876,1.1890042918492683e-10,8.828861610053553e-10
1877,7.66639688240137e-11,8.959834699570227e-10
1878,7.66639688240137e-11,8.788206591019738e-10
1879,7.66639688240137e-11,8.546690736085541e-10
1880,1.7532401720897284e-10,9.020762311732053e-10
1881,2.0688961258460584e-10,1.4223410861800646e-09
1882,2.71708770562183e-10,1.4393397584910872e-09
1883,1.950448017381693e-10,1.4145023327242053e-09
1884,1.950448017381693e-10,1.3662283606029136e-09
1885,1.950448017381693e-10,1.279133477709899e-09
1886,2.2263341765376461e-10,1.4429529912199764e-09
1887,1.2397336926880546e-10,1.4995913201674783e-09
1888,1.194106163155644e-10,1.0888649307602298e-09
1889,5.459145833798727e-11,1.4103705148205137e-09
1890,5.459145833798727e-11,1.5601325985072278e-09
1891,4.130621717684286e-10,1.7502554366150796e-09
1892,6.377779891510369e-10,2.8607311757562162e-09
1893,6.101893732354416e-10,2.833996497792717e-09
1894,6.101893732354416e-10,2.7233836138610255e-09
1895,5.831865308130497e-10,2.703733380039962e-09
1896,5.831865308130497e-10,2.517564173005431e-09
1897,6.760703108454891e-10,2.648000184203779e-09
1898,3.897522701404707e-10,2.600840812557895e-09
1899,1.650364527578623e-10,1.9605218083894117e-09
1900,1.650364527578623e-10,2.171688035750614e-09
1901,1.650364527578623e-10,2.215459355652578e-09
1902,1.650364527578623e-10,2.476546951639997e-09
1903,1.8097559760312165e-10,2.5308864369323813e-09
1904,8.809181757068224e-11,2.8197623759749847e-09
1905,3.118600714970197e-11,2.8292159884709835e-09
1906,3.118600714970197e-11,2.626827406387073e-09
1907,3.118600714970197e-11,2.8274792507332336e-09
1908,3.118600714970197e-11,3.6476852808117346e-09
1909,3.118600714970197e-11,3.3826001365002055e-09
1910,1.5246862304442642e-11,3.3436255510364633e-09
1911,1.5246862304442642e-11,2.9256196354410235e-09
1912,0.0,2.9987802082790236e-09
1913,0.0,2.987519723670776e-09
1914,0.0,2.956703612103492e-09
1915,0.0,3.0979779693954666e-09
1916,0.0,3.248694979696154e-09
1917,1.396573432296425e-11,3.2800796681950064e-09
1918,2.8345973385983977e-11,3.388787504578415e-09
1919,2.8345973385983977e-11,3.696729969756721e-09
1920,2.8345973385983977e-11,4.124628702076702e-09
1921,2.8345973385983977e-11,3.776114341848467e-09
1922,2.8345973385983977e-11,3.4090939595086768e-09
1923,5.2899417980954515e-11,5.86754403794235e-09
1924,3.893368365799026e-11,5.808023110073382e-09
1925,2.4553444594970538e-11,8.180377581672765e-09
1926,2.4553444594970538e-11,9.29746996851983e-09
1927,7.003020187555466e-11,1.0237657071294442e-08
1928,7.003020187555466e-11,1.0840808822060971e-08
1929,7.003020187555466e-11,1.0572548772965921e-08
1930,4.547675728058412e-11,8.505921776448742e-09
1931,4.1273888275382223e-10,8.495992084459455e-09
1932,4.363821288449239e-10,1.1007814961137643e-08
1933,4.363821288449239e-10,9.520508492677493e-09
1934,3.9090537156433973e-10,8.646711902038362e-09
1935,3.9090537156433973e-10,8.267668438755038e-09
1936,3.9090537156433973e-10,8.101299773878777e-09
1937,3.9090537156433973e-10,9.951823064037666e-09
1938,2.3643246091101642e-11,1.0198756252220522e-08
1939,0.0,5.473981014501663e-09
1940,0.0,5.5286614017039224e-09
1941,0.0,5.326546505455911e-09
1942,0.0,5.117015129079456e-09
1943,0.0,5.317833475158653e-09
1944,0.0,3.7079640944982982e-09
1945,0.0,3.607785816127164e-09
1946,0.0,4.433609923637505e-09
1947,0.0,4.538015169990623e-09
1948,0.0,4.221986601596736e-09
1949,1.7006162351356532e-11,4.612440810244525e-09
1950,3.392613769280319e-11,6.026438237327625e-09
1951,3.392613769280319e-11,5.375755903916765e-09
1952,3.392613769280319e-11,5.270080102473937e-09
1953,6.530461092525895e-11,4.477089159722019e-09
1954,7.982056682287464e-11,4.77444659998026e-09
1955,7.982056682287464e-11,4.860597146993939e-09
1956,6.281440447151811e-11,4.509974473241942e-09
1957,5.86381548476186e-11,6.365983787734056e-09
1958,5.86381548476186e-11,6.984539185112786e-09
1959,5.86381548476186e-11,8.258277712463219e-09
1960,2.7259681615162836e-11,8.440101982389235e-09
1961,1.2743725717547149e-11,8.392898725213221e-09
1962,1.2743725717547149e-11,8.985215016465986e-09
1963,6.226300724998524e-11,9.265329582928774e-09
1964,4.951928153243809e-11,6.280847588056661e-09
1965,6.714944473478518e-11,6.84534213440153e-09
1966,7.594251616449554e-11,7.088067720064016e-09
1967,1.7323398469683481e-10,7.006782011740955e-09
1968,1.820905261890842e-10,6.998087506307879e-09
1969,1.820905261890842e-10,6.845817246414754e-09
1970,1.3257124465664612e-10,6.9650138355216635e-09
1971,1.5047304572992004e-10,6.6121542844196515e-09
1972,2.1979733410321904e-10,6.270323847447555e-09
1973,2.110042626735087e-10,5.0559410309196954e-09
1974,1.4630280617941186e-10,5.197798540785519e-09
1975,1.5366526503627195e-10,5.110079502403307e-09
1976,1.6973812732341235e-10,5.048607468590863e-09
1977,1.6973812732341235e-10,5.104354113985973e-09
1978,1.5183632625013844e-10,5.897118285754946e-09
1979,6.488187467449232e-11,5.432614168045445e-09
1980,6.488187467449232e-11,5.804335298112814e-09
1981,3.9921661214898614e-11,5.721527949832859e-09
1982,4.59371449609439e-11,7.725651800833638e-09
1983,2.2973192891668452e-10,7.784502883570862e-09
1984,2.370825222649689e-10,8.237461570002682e-09
1985,5.626159002966194e-10,8.226945156865538e-09
1986,1.3432826061794095e-09,8.899514204939254e-09
1987,3.82433314579814e-09,8.636827887796374e-09
1988,7.233888358366374e-09,8.430455952382739e-09
1989,8.894612916238959e-09,6.4640001288093376e-09
1990,1.0632066811281212e-08,6.129061766050167e-09
1991,1.2969944991019539e-08,5.507766687173898e-09
1992,1.7066242387540698e-08,4.7996862991997855e-09
1993,2.161902111298884e-08,3.948502762846877e-09
1994,2.954948121112823e-08,3.826203258989429e-09
1995,3.919397999802803e-08,3.6373898179168205e-09
1996,6.003450904655341e-08,3.5425219583170733e-09
1997,7.334137741565883e-08,3.5463967318349887e-09
1998,9.226418486361712e-08,3.13292847220481e-09
1999,1.1161243256602965e-07,2.909494502466105e-09
2000,1.4473412030773553e-07,2.652361568473387e-09
2001,1.6152200491400697e-07,2.4117748433281706e-09
2002,1.7436359302434668e-07,2.4265628554128884e-09
2003,1.7567069932056256e-07,2.086316199166406e-09
2004,1.8005252603156156e-07,1.8201056376351436e-09
2005,1.7570255092128457e-07,1.8018344594139535e-09
2006,1.6804639000968435e-07,1.6322203430111211e-09
2007,1.5443047881750056e-07,1.7905385111102338e-09
2008,1.4723136538512855e-07,1.6448067511173496e-09
2009,1.319196718847187e-07,1.7705091202659317e-09
2010,1.1901977968266562e-07,1.9769290173142296e-09
2011,1.089385313386109e-07,1.8945570509235463e-09
2012,1.0207542240030826e-07,3.176438857975329e-09
2013,9.667960349751021e-08,3.2350603465910612e-09
2014,8.035621590352093e-08,2.9781756901873078e-09
2015,7.037009197574662e-08,2.9605011616798802e-09
2016,6.969195506404244e-08,2.5940169218990103e-09
2017,6.855479502595092e-08,2.586941568368436e-09
2018,6.890307844287235e-08,2.9158485626012975e-09
2019,6.853268175177618e-08,1.0189358523593484e-09
