ngram,Schema,Schem
1668,1.1919977639861048e-07,3.596585798959495e-06
1669,1.1919977639861048e-07,1.3495205207293891e-07
1670,1.1919977639861048e-07,6.925707347298677e-08
1671,7.989679521155527e-08,2.995409228593157e-08
1672,7.989679521155527e-08,7.915529514385916e-08
1673,0.0,7.915529514385916e-08
1674,0.0,7.915529514385916e-08
1675,0.0,1.1347379467809202e-07
1676,0.0,8.351970239216047e-08
1677,0.0,8.351970239216047e-08
1678,0.0,8.351970239216047e-08
1679,0.0,3.431849953423287e-08
1680,0.0,3.431849953423287e-08
1681,0.0,3.431849953423287e-08
1682,0.0,4.032206594014756e-08
1683,0.0,4.032206594014756e-08
1684,0.0,4.032206594014756e-08
1685,0.0,4.032206594014756e-08
1686,0.0,4.032206594014756e-08
1687,0.0,4.032206594014756e-08
1688,0.0,4.032206594014756e-08
1689,0.0,0.0
1690,2.0770290884034433e-08,0.0
1691,2.0770290884034433e-08,0.0
1692,2.0770290884034433e-08,7.100413768057479e-08
1693,2.0770290884034433e-08,1.023553315755115e-07
1694,6.954139207339591e-08,1.023553315755115e-07
1695,6.954139207339591e-08,1.3336893849620018e-07
1696,6.954139207339591e-08,1.3336893849620018e-07
1697,4.8771101189361484e-08,1.3336893849620018e-07
1698,5.914237176187141e-08,1.3336893849620018e-07
1699,8.528145250303559e-08,6.23648008156254e-08
1700,9.827930520194578e-08,4.401145961959888e-08
1701,4.95082040125843e-08,5.367821894911426e-08
1702,7.347852358309734e-08,3.46497718136821e-08
1703,7.347852358309734e-08,4.569098166484764e-08
1704,9.080205692108783e-08,5.435274833384288e-08
1705,8.04307863485779e-08,8.182616336885726e-08
1706,5.429170560741373e-08,8.182616336885726e-08
1707,1.0205611796923872e-07,6.882831066994705e-08
1708,1.1170198531220064e-07,5.9161551340431677e-08
1709,8.773166574168759e-08,4.717639155517515e-08
1710,1.221617123649464e-07,3.6135181704009615e-08
1711,1.0483817902695591e-07,4.685807246979883e-08
1712,1.1570159890490167e-07,3.0248077312730204e-08
1713,1.1570159890490167e-07,3.0248077312730204e-08
1714,6.451094439593622e-08,3.0248077312730204e-08
1715,6.618743039358118e-08,3.0248077312730204e-08
1716,8.389734672066749e-08,4.795799363981652e-08
1717,6.475011105067097e-08,4.795799363981652e-08
1718,1.0345889173939732e-07,4.405684908955923e-08
1719,9.918034292257159e-08,3.97783002727335e-08
1720,9.918034292257159e-08,5.7900556730114006e-08
1721,8.960873237080185e-08,5.7900556730114006e-08
1722,7.828637903019495e-08,6.562814342763496e-08
1723,6.057646270310865e-08,5.40934032804736e-08
1724,4.529365174984637e-08,5.40934032804736e-08
1725,2.864373119645539e-08,8.272761066661718e-08
1726,2.2058860135335375e-08,7.614273960549716e-08
1727,6.311515627593118e-08,5.802048314811665e-08
1728,6.959471627559261e-08,5.802048314811665e-08
1729,6.959471627559261e-08,5.666487317463569e-08
1730,1.0232766811668625e-07,5.867293495498416e-08
1731,1.0232766811668625e-07,6.56396745211753e-08
1732,1.1156142676327363e-07,2.152195425050455e-08
1733,1.5371004228167555e-07,2.152195425050455e-08
1734,1.4362413582245737e-07,4.2168880704756314e-08
1735,1.5654535445719375e-07,4.2168880704756314e-08
1736,1.7308232916743043e-07,4.682155412589444e-08
1737,1.4034937732633678e-07,3.8638316165621034e-08
1738,1.5133300986950156e-07,3.167157659942989e-08
1739,1.297331400402462e-07,4.1364325552097266e-08
1740,1.025590817351128e-07,4.1364325552097266e-08
1741,9.53540951594992e-08,3.260010065072752e-08
1742,7.59533165251014e-08,3.260010065072752e-08
1743,5.941634181486474e-08,2.15754505055494e-08
1744,6.388040217432587e-08,2.15754505055494e-08
1745,5.9208345654886737e-08,4.682175460045203e-08
1746,5.449357384382633e-08,5.7040914214212535e-08
1747,5.1996471890041514e-08,6.120006596737377e-08
1748,3.1870800601804406e-08,4.931736441449175e-08
1749,3.68260809783091e-08,4.931736441449175e-08
1750,4.012481242503847e-08,5.261609586122111e-08
1751,3.566075206557733e-08,5.261609586122111e-08
1752,3.7146356340096124e-08,2.7369791766318485e-08
1753,3.2168379198489154e-08,7.457883199890603e-09
1754,1.9690923939005448e-08,7.48280015727687e-09
1755,1.990449988958127e-08,7.48280015727687e-09
1756,1.7984690054666837e-08,7.48280015727687e-09
1757,1.7731081872593028e-08,7.229191975203061e-09
1758,2.0838666665261892e-08,7.229191975203061e-09
1759,1.6520281269955765e-08,1.0707986878141388e-08
1760,3.781121726831316e-08,1.0707986878141388e-08
1761,4.3362352185129435e-08,9.299485626002024e-09
1762,3.9509044417026673e-08,9.299485626002024e-09
1763,3.6473573875436416e-08,1.4976834756501896e-08
1764,3.9049809988763884e-08,1.7553070869829364e-08
1765,3.5942225196095023e-08,2.050047928240214e-08
1766,3.92655345698196e-08,1.7021684379463816e-08
1767,1.7974598571462204e-08,1.7021684379463816e-08
1768,1.510567620195096e-08,1.692832946836071e-08
1769,2.119819545295546e-08,1.692832946836071e-08
1770,2.4081117036952752e-08,1.125098033786084e-08
1771,2.6357688856900755e-08,8.262264777109912e-09
1772,3.426593409017187e-08,5.314856364537133e-09
1773,2.746382981350897e-08,5.314856364537133e-09
1774,3.0136292953183586e-08,5.314856364537133e-09
1775,3.323145872765768e-08,2.6326438172320975e-09
1776,2.7138939476653182e-08,2.6326438172320975e-09
1777,3.884626994680015e-08,2.6326438172320975e-09
1778,3.094833874886912e-08,0.0
1779,2.8163464956979363e-08,0.0
1780,2.8163464956979363e-08,0.0
1781,2.740351869233239e-08,0.0
1782,2.1626140370553263e-08,4.316266962892509e-09
1783,2.5975338451595624e-08,4.316266962892509e-09
1784,1.8042974860220185e-08,4.316266962892509e-09
1785,1.8042974860220185e-08,4.316266962892509e-09
1786,1.425970173686762e-08,5.6563652809212985e-09
1787,1.5548843355718744e-08,8.234648518623544e-09
1788,1.4942878553573077e-08,9.541200591505522e-09
1789,1.8433033004734104e-08,5.224933628613014e-09
1790,1.4083834923691744e-08,5.224933628613014e-09
1791,9.597878936062898e-09,5.224933628613014e-09
1792,1.0686140987965181e-08,7.4014577324175795e-09
1793,1.7234219638697012e-08,7.047381535483867e-09
1794,1.594507801984589e-08,5.4670838649834815e-09
1795,2.6511063693541407e-08,5.987076041285328e-09
1796,3.439884834120578e-08,6.935237654001217e-09
1797,3.609961929385008e-08,8.069084955764083e-09
1798,4.260753680033044e-08,8.069084955764083e-09
1799,4.572466202493583e-08,8.896408689094772e-09
1800,4.030646863891921e-08,9.55704220524061e-09
1801,4.21638305222619e-08,1.1809439965609109e-08
1802,3.02912927756844e-08,1.0417022514427491e-08
1803,1.9615353595371843e-08,9.819860860968025e-09
1804,1.821966019325113e-08,9.601246210775928e-09
1805,1.0838197767830998e-08,1.0120601214223614e-08
1806,7.667010899175303e-09,7.892403651256683e-09
1807,5.40624854407566e-09,1.524226050137705e-08
1808,6.137881837707328e-09,1.3168693151805705e-08
1809,8.489904414408857e-09,1.4181964872303103e-08
1810,8.659655104104047e-09,3.191978931964863e-08
1811,8.58896149440775e-09,3.2176476372214324e-08
1812,1.1587322799679254e-08,3.9295785673029316e-08
1813,1.2492916494950229e-08,3.9296053014733645e-08
1814,1.5418067267347624e-08,3.071745680038873e-08
1815,1.4760479251561622e-08,3.16651885981908e-08
1816,1.2978974847247367e-08,3.0598135517375824e-08
1817,1.2278571810091826e-08,1.2852006252878872e-08
1818,1.2044187869264533e-08,1.3470435243436083e-08
1819,9.551008365146378e-09,7.3347453190462735e-09
1820,9.969565236847951e-09,9.064575693226321e-09
1821,8.763506999441364e-09,1.006075619639343e-08
1822,7.830251050730145e-09,1.1679275483241928e-08
1823,8.383435025548027e-09,1.1579855582358585e-08
1824,8.882687537895403e-09,1.2712480623733313e-08
1825,9.515771535818982e-09,1.1681832739236192e-08
1826,8.067696923218039e-09,1.0889847848868532e-08
1827,6.1276283729634025e-09,9.11609413353379e-09
1828,5.192278416745109e-09,7.701997357350315e-09
1829,4.475224318107556e-09,4.802221636219477e-09
1830,3.82804486522202e-09,4.616600641454178e-09
1831,3.436128778336719e-09,3.512859098846783e-09
1832,4.335735072556548e-09,3.6898023208260203e-09
1833,4.31015337706445e-09,3.5561606516663703e-09
1834,5.13777388886995e-09,2.990286764235707e-09
1835,7.244795874328247e-09,3.4929871852083595e-09
1836,7.864432914418882e-09,3.4003076069108064e-09
1837,7.775117280165285e-09,4.544065631709568e-09
1838,9.022948198124579e-09,5.088395990274616e-09
1839,1.0369952610897063e-08,5.1369106428873175e-09
1840,1.1400586918952627e-08,4.635148788599354e-09
1841,1.1274325758695421e-08,5.238782122393307e-09
1842,1.1884081813866893e-08,5.405051533331167e-09
1843,1.1507943899400987e-08,4.982312419775172e-09
1844,1.1788565425417476e-08,4.0771641459816774e-09
1845,1.3799205080187806e-08,3.5616877225308485e-09
1846,1.5811047962951567e-08,5.8375540116070314e-09
1847,1.6814113656948848e-08,8.549819519032553e-09
1848,1.6405411632344372e-08,8.272254881092067e-09
1849,1.511394894951731e-08,8.946773417355708e-09
1850,1.686790846682535e-08,1.1039866037216534e-08
1851,2.1075082123900302e-08,1.182023805818793e-08
1852,1.9762636606555717e-08,1.2026544331839822e-08
1853,1.7139287957133676e-08,1.4411862433608543e-08
1854,1.618972701931755e-08,1.2684550045248346e-08
1855,1.9101407947427366e-08,1.7337532362152582e-08
1856,1.9764454707780843e-08,1.9820852070751016e-08
1857,2.1240368701975447e-08,2.2261443545699777e-08
1858,1.7287022670485286e-08,2.610105915528444e-08
1859,1.5915325057846985e-08,2.7444060738243285e-08
1860,1.602594920261221e-08,2.454250212581753e-08
1861,1.81705580106138e-08,2.579791694553738e-08
1862,1.6163767213583924e-08,2.388440531067967e-08
1863,1.8381346222895445e-08,2.3685676150567555e-08
1864,1.5662969143903638e-08,2.343944111820357e-08
1865,1.7792945022116717e-08,2.5119521954560956e-08
1866,2.2248688161649203e-08,2.8390056781648e-08
1867,6.312554460105194e-08,2.9836880648710055e-08
1868,7.735712787797816e-08,3.280870711616249e-08
1869,8.500439495153143e-08,3.626706198848037e-08
1870,8.713910691428493e-08,3.9227870729519054e-08
1871,9.21894238408478e-08,5.080239822469983e-08
1872,9.618148614062452e-08,5.760057624521713e-08
1873,9.48516242057654e-08,6.100123580868707e-08
1874,6.482961316984464e-08,6.885106427846819e-08
1875,5.843203762115731e-08,8.049182653735443e-08
1876,5.23121634898871e-08,8.372979617580053e-08
1877,4.697564699134611e-08,8.336230601051803e-08
1878,4.658603864576045e-08,7.958205015613982e-08
1879,4.491907138312204e-08,7.285334139136726e-08
1880,4.508390080307631e-08,7.235541740361181e-08
1881,3.541715466935459e-08,6.526977916873225e-08
1882,2.8334960029090846e-08,5.167942315357063e-08
1883,2.9785273168516013e-08,4.8722049379128814e-08
1884,3.1349481740708795e-08,4.722984264000323e-08
1885,2.913547371617499e-08,3.989932295667131e-08
1886,3.322164207223263e-08,3.788593565851832e-08
1887,3.319538142777999e-08,3.371458236399251e-08
1888,4.0456608475990056e-08,3.596854268396653e-08
1889,4.452082055398218e-08,3.741962980744315e-08
1890,4.4252847481678666e-08,3.573581862172302e-08
1891,4.7325667194643625e-08,3.546190693474013e-08
1892,4.8719207461951035e-08,3.285470739911034e-08
1893,4.688972587985063e-08,3.021713165399628e-08
1894,4.661623290555131e-08,3.052918629009582e-08
1895,4.171603177180064e-08,2.569060266109448e-08
1896,3.97175059824966e-08,2.2781230235580097e-08
1897,4.720675939040575e-08,2.0262367402982103e-08
1898,4.705656232926815e-08,1.7665019669266258e-08
1899,5.831774961352819e-08,1.7743092582480002e-08
1900,5.8545048681984165e-08,2.2376727518543963e-08
1901,6.049328048009426e-08,2.159176279040561e-08
1902,6.210695348483699e-08,2.1493401851963815e-08
1903,6.45610792763104e-08,2.206812878467547e-08
1904,6.592072107228627e-08,2.1091664922526628e-08
1905,6.743287325353517e-08,2.1170085113502475e-08
1906,6.021646927121895e-08,2.1893800042757254e-08
1907,6.007639795159645e-08,1.602808590612475e-08
1908,6.376779536156261e-08,1.4717802215053716e-08
1909,6.44396652863374e-08,1.4002241905635465e-08
1910,6.861193162827866e-08,1.3572375477467955e-08
1911,6.390810014522685e-08,1.3695879478145149e-08
1912,6.642080003465318e-08,1.3258595110698934e-08
1913,6.441987616361595e-08,1.2401281398613913e-08
1914,6.405132881224875e-08,1.2370162037557618e-08
1915,6.191548201124014e-08,1.1094266711657902e-08
1916,6.077637643946738e-08,1.1132510151818614e-08
1917,5.826209051714873e-08,1.1412094507485498e-08
1918,5.686654144402123e-08,1.1438450187029048e-08
1919,5.5306817919082666e-08,1.1288929029668843e-08
1920,5.2934149254367317e-08,9.893453548467538e-09
1921,4.9573903331585304e-08,1.0003734602597497e-08
1922,5.0896467992548166e-08,1.0439487496682887e-08
1923,5.0304201693052164e-08,1.026808987043231e-08
1924,4.638532707141556e-08,9.599986202804952e-09
1925,4.60737708302921e-08,9.499067944927577e-09
1926,4.2090685476685915e-08,9.777052310612686e-09
1927,4.5751715812717264e-08,1.0188697377852155e-08
1928,5.095209080049504e-08,1.0475219168272685e-08
1929,4.918479794875046e-08,1.0487045137048362e-08
1930,4.842044124383652e-08,1.0642134158039035e-08
1931,4.956355427663896e-08,1.0370008217210267e-08
1932,4.9160065986240756e-08,1.0231907892383724e-08
1933,5.3245119297733775e-08,1.0249245769549426e-08
1934,5.6989473965326654e-08,1.1130918916738405e-08
1935,5.633062625877626e-08,1.194483559682372e-08
1936,5.922632187857094e-08,1.1902809151008244e-08
1937,6.28670575914774e-08,1.1513068466838052e-08
1938,6.000530459816997e-08,1.1323573443990296e-08
1939,5.994345997351047e-08,1.0915749066547115e-08
1940,5.930420852808181e-08,1.0689510229358997e-08
1941,5.3473742005800366e-08,9.836983418308267e-09
1942,5.201425119188181e-08,1.0651582726950437e-08
1943,4.794357063734164e-08,1.1305714459857491e-08
1944,4.4997389433579626e-08,1.1425287509731724e-08
1945,4.876180170754196e-08,1.2071299769291142e-08
1946,5.2293187431067574e-08,1.2398524619681796e-08
1947,5.310298841923863e-08,1.3562783531183089e-08
1948,5.529114588398443e-08,1.3965019363126885e-08
1949,5.993450662750937e-08,1.3769359240102728e-08
1950,6.374933495375704e-08,1.3204544632320188e-08
1951,6.956681123223721e-08,1.3831767984941377e-08
1952,7.122463330233586e-08,1.3893208107772028e-08
1953,7.104393923944891e-08,1.5283827410022307e-08
1954,7.09545093156651e-08,1.439930587464135e-08
1955,7.639895471811542e-08,1.4695049494710993e-08
1956,7.871537072950169e-08,1.4837041563607402e-08
1957,8.171233036234429e-08,1.5985604966723647e-08
1958,8.441931547460107e-08,1.8048367752701973e-08
1959,8.94270288296996e-08,1.9723884620808415e-08
1960,9.771398522064243e-08,1.970791568035273e-08
1961,1.1298521026706762e-07,2.245549853999559e-08
1962,1.2910090621939423e-07,2.4478574849646454e-08
1963,1.4452131377343642e-07,2.4639271448531223e-08
1964,1.5893443868922725e-07,2.480126301155191e-08
1965,1.6651138931170602e-07,2.3296923755213228e-08
1966,1.7754835214743382e-07,2.2315702809448468e-08
1967,1.828386432732389e-07,2.1689712121591194e-08
1968,1.8068918044329102e-07,2.018413423700492e-08
1969,1.817527878042061e-07,1.8622664807058494e-08
1970,1.8176426814469388e-07,1.8156489645093643e-08
1971,1.8843090085088727e-07,1.8233275968425133e-08
1972,1.9470780086651628e-07,1.7755951122109892e-08
1973,2.0363513288300184e-07,1.757326931591966e-08
1974,2.2143168264067624e-07,1.7256066163286376e-08
1975,2.4201757550404833e-07,1.609167491320055e-08
1976,2.510725067850217e-07,1.5318803495542203e-08
1977,2.594514865807339e-07,1.5150867988771618e-08
1978,2.7120110449426906e-07,1.436711131016669e-08
1979,2.8996566519318936e-07,1.4544247330304318e-08
1980,3.0548763772588116e-07,1.401572420028125e-08
1981,3.179803676240616e-07,1.407600766104419e-08
1982,3.3154580186029694e-07,1.4627236564836364e-08
1983,3.458983144355443e-07,1.4237151140556697e-08
1984,3.726654987141436e-07,1.35079498063208e-08
1985,3.981612987250368e-07,1.3021614770585593e-08
1986,4.096673567996082e-07,1.2063766874348403e-08
1987,4.217759591743483e-07,1.1529408031460013e-08
1988,4.396402135041301e-07,1.087154988255179e-08
1989,4.6171518874871254e-07,1.017408341701704e-08
1990,4.851924748956143e-07,1.0233691100885217e-08
1991,4.985842565474741e-07,9.94323417253489e-09
1992,4.993720007665356e-07,9.819175694758542e-09
1993,5.041446351177521e-07,1.0566483053610552e-08
1994,5.172126204148039e-07,1.0425749787300122e-08
1995,5.230469883242352e-07,1.020287016777794e-08
1996,5.280129106007994e-07,1.0161241118363965e-08
1997,5.594917971458406e-07,1.0438127441757063e-08
1998,6.081489597623399e-07,1.037203833931244e-08
1999,7.837419104816945e-07,1.0162830069556809e-08
2000,9.751107411050595e-07,9.362765166339874e-09
2001,1.1127209761850411e-06,9.460657780989225e-09
2002,1.202656871360627e-06,9.129858393107173e-09
2003,1.3090797697909044e-06,8.619795163359153e-09
2004,1.340726782927959e-06,8.015992314369669e-09
2005,1.3624829762193258e-06,7.748308153817821e-09
2006,1.2620329568692666e-06,7.595908663964629e-09
2007,1.1425335547495967e-06,7.217109005657514e-09
2008,1.0583149137996121e-06,6.807462783951581e-09
2009,1.015911623523737e-06,6.714538195292821e-09
2010,9.362608060265692e-07,6.479830132783653e-09
2011,8.824675481784132e-07,6.013059256864446e-09
2012,8.234185559428755e-07,6.7289796591905676e-09
2013,7.611636842089606e-07,6.496558656112126e-09
2014,7.016404716913322e-07,7.380103258672729e-09
2015,6.50034524239475e-07,7.2349246593717e-09
2016,5.946193937234057e-07,8.228376139182307e-09
2017,5.650180412430927e-07,8.615872459927232e-09
2018,5.56009240426647e-07,9.325147409811052e-09
2019,5.386177974742168e-07,8.768906267775378e-09
