ngram,Toaster,Tozaster
1683,2.016103297007378e-08,0.0
1684,2.016103297007378e-08,0.0
1685,2.016103297007378e-08,0.0
1686,2.016103297007378e-08,0.0
1687,2.016103297007378e-08,0.0
1688,2.016103297007378e-08,0.0
1689,0.0,0.0
1690,0.0,0.0
1691,0.0,0.0
1692,0.0,0.0
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,1.1985159785256525e-08,0.0
1703,1.1985159785256525e-08,0.0
1704,1.1985159785256525e-08,0.0
1705,1.1985159785256525e-08,0.0
1706,1.1985159785256525e-08,0.0
1707,1.1985159785256525e-08,0.0
1708,2.1631027128218453e-08,0.0
1709,3.369589965781675e-08,0.0
1710,3.369589965781675e-08,0.0
1711,3.369589965781675e-08,0.0
1712,3.369589965781675e-08,0.0
1713,4.451391483988638e-08,0.0
1714,4.451391483988638e-08,0.0
1715,3.486804749692445e-08,0.0
1716,1.0818015182069627e-08,0.0
1717,3.3742231104432515e-08,0.0
1718,3.3742231104432515e-08,0.0
1719,3.3742231104432515e-08,0.0
1720,4.104647237974339e-08,0.0
1721,4.104647237974339e-08,0.0
1722,4.104647237974339e-08,0.0
1723,4.104647237974339e-08,0.0
1724,1.812225645738051e-08,0.0
1725,1.812225645738051e-08,0.0
1726,1.812225645738051e-08,0.0
1727,0.0,0.0
1728,6.479559999661433e-09,0.0
1729,1.2851536723701429e-08,0.0
1730,2.103477468397484e-08,0.0
1731,2.103477468397484e-08,0.0
1732,2.103477468397484e-08,0.0
1733,2.103477468397484e-08,0.0
1734,2.103477468397484e-08,0.0
1735,1.4555214684313406e-08,0.0
1736,8.18323796027341e-09,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,1.2623152047451316e-08,0.0
1746,1.2623152047451316e-08,0.0
1747,1.2623152047451316e-08,0.0
1748,1.2623152047451316e-08,0.0
1749,1.2623152047451316e-08,0.0
1750,1.2623152047451316e-08,0.0
1751,1.2623152047451316e-08,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,2.6825820295276313e-09,0.0
1763,2.6825820295276313e-09,0.0
1764,2.6825820295276313e-09,0.0
1765,5.6299904421004095e-09,0.0
1766,5.6299904421004095e-09,0.0
1767,5.6299904421004095e-09,0.0
1768,5.6299904421004095e-09,0.0
1769,2.9474084125727782e-09,0.0
1770,2.9474084125727782e-09,0.0
1771,2.9474084125727782e-09,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,2.349140310846971e-09,0.0
1781,6.17417406090226e-09,0.0
1782,6.17417406090226e-09,0.0
1783,6.17417406090226e-09,0.0
1784,6.17417406090226e-09,0.0
1785,9.410418856857307e-09,0.0
1786,9.410418856857307e-09,0.0
1787,7.0612785460103365e-09,0.0
1788,3.236244795955047e-09,0.0
1789,3.236244795955047e-09,0.0
1790,3.236244795955047e-09,0.0
1791,3.236244795955047e-09,0.0
1792,0.0,0.0
1793,9.860221210950775e-10,0.0
1794,9.860221210950775e-10,0.0
1795,1.89929424568699e-09,0.0
1796,1.89929424568699e-09,0.0
1797,2.4662178965684234e-09,0.0
1798,2.4662178965684234e-09,0.0
1799,2.4662178965684234e-09,0.0
1800,1.4801957754733458e-09,0.0
1801,1.9445362463090176e-09,0.0
1802,1.4653909197193116e-09,0.0
1803,1.4653909197193116e-09,0.0
1804,1.2035448193614684e-09,0.0
1805,1.2035448193614684e-09,0.0
1806,1.2035448193614684e-09,0.0
1807,1.4127660470058296e-09,0.0
1808,1.4191519546815e-09,0.0
1809,9.85025156679293e-10,0.0
1810,9.85025156679293e-10,0.0
1811,6.799476061557032e-10,0.0
1812,6.799476061557032e-10,0.0
1813,6.799476061557032e-10,0.0
1814,8.886426515277077e-10,0.0
1815,6.110569827910695e-10,0.0
1816,8.012297016333849e-10,0.0
1817,8.012297016333849e-10,0.0
1818,1.1592994342279894e-09,0.0
1819,2.3616789635028113e-09,0.0
1820,4.130442131179888e-09,0.0
1821,4.098188629722951e-09,0.0
1822,4.404123526186814e-09,0.0
1823,4.494876344145788e-09,0.0
1824,5.031356410865686e-09,0.0
1825,4.673286678271081e-09,0.0
1826,3.8264018937488635e-09,0.0
1827,2.371350544499202e-09,0.0
1828,2.2063463913011917e-09,0.0
1829,1.9883678989022056e-09,0.0
1830,1.802746904136906e-09,0.0
1831,1.2662668374170088e-09,0.0
1832,1.2662668374170088e-09,0.0
1833,9.932503549795309e-10,0.0
1834,6.795385365521156e-10,0.0
1835,5.426633190427513e-10,0.0
1836,4.867497436857247e-10,0.0
1837,4.688866120769067e-10,0.0
1838,6.21538106696359e-10,0.0
1839,6.973195433777692e-10,2.2734430211406627e-10
1840,9.927710954902936e-10,2.2734430211406627e-10
1841,9.927710954902936e-10,2.2734430211406627e-10
1842,9.698031346237558e-10,2.2734430211406627e-10
1843,8.757686560072792e-10,2.2734430211406627e-10
1844,8.651101026023258e-10,2.2734430211406627e-10
1845,7.124586079828735e-10,2.2734430211406627e-10
1846,6.366771713014633e-10,0.0
1847,3.193528219647135e-10,0.0
1848,3.193528219647135e-10,0.0
1849,4.7349552850002e-10,0.0
1850,5.322261044580858e-10,0.0
1851,5.118718425313671e-10,0.0
1852,5.624334133345701e-10,1.0112314160640575e-10
1853,9.967674741151455e-10,1.9764182354212575e-10
1854,1.0371657302840224e-09,2.9864554480190415e-10
1855,1.6146849690645837e-09,3.5114729378195516e-10
1856,1.6979196580470456e-09,3.5114729378195516e-10
1857,1.700576929275499e-09,3.9928152054510436e-10
1858,1.9421659122212785e-09,4.568850337743109e-10
1859,2.257180672530065e-09,3.557618921679051e-10
1860,1.8838418206331855e-09,2.592432102321851e-10
1861,2.517164920945447e-09,2.147261693849093e-10
1862,4.0012217348918605e-09,1.6222442040485825e-10
1863,6.662777409159406e-09,2.5770018262173874e-10
1864,6.894096595187551e-09,2.0956595585858954e-10
1865,6.959891425089333e-09,1.9618899362226572e-10
1866,8.363899953575275e-09,3.7314747323792727e-10
1867,8.691816853558163e-09,4.163599306597884e-10
1868,8.360795325909213e-09,3.598732502472858e-10
1869,7.170108792412375e-09,3.598732502472858e-10
1870,5.4774541410499265e-09,2.6439748803040533e-10
1871,5.378206546780007e-09,2.6439748803040533e-10
1872,5.5158146621587485e-09,2.2017093703752266e-10
1873,4.40937857654993e-09,8.222120999918608e-11
1874,5.1332064630673e-09,3.900875257732496e-11
1875,6.775767756396687e-09,3.900875257732496e-11
1876,6.59485393279218e-09,7.734073698933181e-11
1877,6.935536970128656e-09,1.1229240949793353e-10
1878,8.20748424779083e-09,1.1229240949793353e-10
1879,8.763478133642723e-09,1.4720622340139552e-10
1880,8.856723100945731e-09,1.0819747082407055e-10
1881,8.406860604484986e-09,1.0819747082407055e-10
1882,6.7174993821441015e-09,3.026549368266375e-10
1883,6.477240489997728e-09,4.570587162712668e-10
1884,6.730628911353977e-09,4.2210704376266506e-10
1885,6.672306802307e-09,4.2210704376266506e-10
1886,6.121487475648937e-09,3.8719322985920305e-10
1887,6.1664788513533205e-09,4.1482719838535434e-10
1888,6.097663865897321e-09,4.4183004080774625e-10
1889,6.107551036344765e-09,2.473725748051793e-10
1890,6.315522168723728e-09,5.4636810948543206e-11
1891,5.760214495863027e-09,5.4636810948543206e-11
1892,5.862406274711621e-09,9.957997521808132e-11
1893,6.357463159086965e-09,1.6876499800818782e-10
1894,6.373473653604427e-09,1.4113102948203656e-10
1895,6.964998768209187e-09,1.1412818705964461e-10
1896,7.528866672958299e-09,1.1412818705964461e-10
1897,8.487356404986355e-09,1.1412818705964461e-10
1898,7.704605651883055e-09,1.1412818705964461e-10
1899,7.229870226309134e-09,1.0561283593700312e-10
1900,7.232101520823367e-09,7.256902221998627e-11
1901,8.368288221102408e-09,7.256902221998627e-11
1902,9.903190585041394e-09,7.256902221998627e-11
1903,1.0327757506343817e-08,7.256902221998627e-11
1904,9.948171492928687e-09,7.256902221998627e-11
1905,1.2245734014117358e-08,7.256902221998627e-11
1906,1.5843144891241375e-08,3.6141209073089644e-11
1907,2.021122520139735e-08,0.0
1908,2.3802322525666242e-08,0.0
1909,2.8137709178517005e-08,0.0
1910,3.25265936090042e-08,0.0
1911,4.099068665449782e-08,0.0
1912,4.4944647876426254e-08,0.0
1913,4.804540257704762e-08,0.0
1914,5.0327863273683504e-08,0.0
1915,5.2736606193093394e-08,0.0
1916,5.317655699903818e-08,0.0
1917,5.441571257084174e-08,0.0
1918,5.325688943815164e-08,0.0
1919,5.797470795495688e-08,0.0
1920,6.092282386508227e-08,0.0
1921,6.311746249463925e-08,0.0
1922,6.422077599868966e-08,2.4151296042416804e-11
1923,6.450839050233168e-08,2.4151296042416804e-11
1924,6.44612378713256e-08,9.741588884765967e-11
1925,6.684683435358757e-08,1.2042106399347474e-10
1926,6.699925084571337e-08,1.2042106399347474e-10
1927,6.58283515316985e-08,1.2042106399347474e-10
1928,6.164604116065675e-08,1.2042106399347474e-10
1929,5.8101608857441533e-08,9.626976795105792e-11
1930,5.720669753778955e-08,9.626976795105792e-11
1931,5.685546814301493e-08,2.3005175145815062e-11
1932,5.1555102536277834e-08,0.0
1933,4.632753964577725e-08,0.0
1934,4.6370121456870295e-08,0.0
1935,4.855785259597464e-08,0.0
1936,5.1964895370864335e-08,0.0
1937,5.342494396083046e-08,0.0
1938,5.362716087071411e-08,0.0
1939,5.302866158883392e-08,0.0
1940,5.254380904976383e-08,0.0
1941,5.0223633252244326e-08,0.0
1942,5.0374632211612284e-08,0.0
1943,4.9864989344022044e-08,0.0
1944,5.058470264884818e-08,0.0
1945,5.451533979794476e-08,0.0
1946,6.3800856407527e-08,1.6548104156807344e-11
1947,7.334917841360169e-08,1.6548104156807344e-11
1948,8.024709988571236e-08,1.6548104156807344e-11
1949,8.284645604460041e-08,1.6548104156807344e-11
1950,8.491021727000511e-08,1.6548104156807344e-11
1951,8.357035393860965e-08,6.619539836906694e-11
1952,8.144781864822497e-08,8.187934754814004e-11
1953,7.383301284643754e-08,6.533124339133271e-11
1954,6.324411775234953e-08,6.533124339133271e-11
1955,5.398323515188557e-08,6.533124339133271e-11
1956,4.8398494608850995e-08,6.533124339133271e-11
1957,4.221966522420319e-08,6.533124339133271e-11
1958,3.7121535559744446e-08,1.5683949179073106e-11
1959,3.16664464808777e-08,0.0
1960,2.7995270863406015e-08,0.0
1961,2.6322486539649096e-08,0.0
1962,2.475996119244428e-08,4.0807024426214866e-11
1963,2.259226964237574e-08,5.0710880930956594e-11
1964,2.1832004902323987e-08,5.0710880930956594e-11
1965,2.249854601034583e-08,5.0710880930956594e-11
1966,2.2621060580263475e-08,6.829702379037731e-11
1967,2.3219250522288348e-08,6.829702379037731e-11
1968,2.360477020196023e-08,6.829702379037731e-11
1969,2.3874232368825687e-08,2.7489999364162442e-11
1970,2.4872870493400764e-08,1.7586142859420714e-11
1971,2.6118280617635847e-08,1.7586142859420714e-11
1972,2.7308289470998456e-08,1.7586142859420714e-11
1973,2.7562305200084277e-08,0.0
1974,2.771642826360221e-08,0.0
1975,2.834497487518612e-08,0.0
1976,2.8792355928024856e-08,0.0
1977,3.089085508025034e-08,8.026410885137685e-12
1978,3.0558235307255795e-08,8.026410885137685e-12
1979,3.0931750874937536e-08,8.026410885137685e-12
1980,3.2846426784820844e-08,8.026410885137685e-12
1981,3.294192322097647e-08,8.026410885137685e-12
1982,3.249603811436178e-08,8.026410885137685e-12
1983,3.7009537276081316e-08,8.026410885137685e-12
1984,3.5855229642476975e-08,0.0
1985,3.6674475266197856e-08,0.0
1986,3.85223172725903e-08,0.0
1987,3.9150241651749896e-08,0.0
1988,4.915098626513879e-08,0.0
1989,5.699142846538052e-08,0.0
1990,6.165133419650764e-08,0.0
1991,6.845428757173977e-08,0.0
1992,7.144620590387213e-08,0.0
1993,7.252560253943687e-08,0.0
1994,7.508340412901557e-08,0.0
1995,6.909482915976436e-08,0.0
1996,6.49602378237952e-08,0.0
1997,6.003068366209976e-08,0.0
1998,5.6109618031184386e-08,0.0
1999,5.464661815121222e-08,0.0
2000,5.536421353115527e-08,0.0
2001,5.320260549573115e-08,0.0
2002,5.2175509880823615e-08,0.0
2003,5.074835434421792e-08,0.0
2004,4.92028782161924e-08,0.0
2005,4.725957377818954e-08,0.0
2006,4.7674596207311226e-08,0.0
2007,4.7343583275960555e-08,0.0
2008,4.6629365511664996e-08,0.0
2009,4.568437006469139e-08,0.0
2010,4.6880972247111326e-08,0.0
2011,4.649926412168627e-08,0.0
2012,4.699637859825348e-08,0.0
2013,4.616444978669928e-08,0.0
2014,4.26976133180038e-08,0.0
2015,4.1116686182769106e-08,0.0
2016,4.0207458442052616e-08,0.0
2017,3.843570143639378e-08,0.0
2018,3.706273972170493e-08,0.0
2019,3.5441789947299185e-08,0.0
