ngram,X2,Xn2,Xb2,X2t,X2d,Xc2,Xp2
1619,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1620,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1623,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1624,2.090650663636292e-06,0.0,0.0,0.0,0.0,0.0,0.0
1625,2.090650663636292e-06,0.0,0.0,0.0,0.0,0.0,0.0
1626,2.090650663636292e-06,0.0,0.0,0.0,0.0,0.0,0.0
1627,2.090650663636292e-06,0.0,0.0,0.0,0.0,0.0,0.0
1628,2.090650663636292e-06,0.0,0.0,0.0,0.0,0.0,0.0
1629,2.090650663636292e-06,0.0,0.0,0.0,0.0,0.0,0.0
1630,2.090650663636292e-06,0.0,0.0,0.0,0.0,0.0,0.0
1631,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634,2.3449449924685595e-06,0.0,0.0,0.0,0.0,0.0,0.0
1635,2.3449449924685595e-06,0.0,0.0,0.0,0.0,0.0,0.0
1636,4.081833139935043e-06,0.0,0.0,0.0,0.0,0.0,0.0
1637,4.593954015165634e-06,0.0,0.0,0.0,0.0,0.0,0.0
1638,4.593954015165634e-06,0.0,0.0,0.0,0.0,0.0,0.0
1639,7.163671528230355e-06,0.0,0.0,0.0,0.0,0.0,0.0
1640,7.163671528230355e-06,0.0,0.0,0.0,0.0,0.0,0.0
1641,4.8187265357617955e-06,0.0,0.0,0.0,0.0,0.0,0.0
1642,4.8187265357617955e-06,0.0,0.0,0.0,0.0,0.0,0.0
1643,3.081838388295312e-06,0.0,0.0,0.0,0.0,0.0,0.0
1644,2.569717513064721e-06,0.0,0.0,0.0,0.0,0.0,0.0
1645,2.618834344048082e-06,0.0,0.0,0.0,0.0,0.0,0.0
1646,3.5133204586860043e-07,0.0,0.0,0.0,0.0,0.0,0.0
1647,3.5133204586860043e-07,0.0,0.0,0.0,0.0,0.0,0.0
1648,3.5133204586860043e-07,0.0,0.0,0.0,0.0,0.0,0.0
1649,3.5133204586860043e-07,0.0,0.0,0.0,0.0,0.0,0.0
1650,3.5133204586860043e-07,0.0,0.0,0.0,0.0,0.0,0.0
1651,3.5133204586860043e-07,0.0,0.0,0.0,0.0,0.0,0.0
1652,3.022152148852391e-07,0.0,0.0,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1656,9.061466244020266e-08,0.0,0.0,0.0,0.0,0.0,0.0
1657,9.061466244020266e-08,0.0,0.0,0.0,0.0,0.0,0.0
1658,9.061466244020266e-08,0.0,0.0,0.0,0.0,0.0,0.0
1659,9.061466244020266e-08,0.0,0.0,0.0,0.0,0.0,0.0
1660,9.061466244020266e-08,0.0,0.0,0.0,0.0,0.0,0.0
1661,9.061466244020266e-08,0.0,0.0,0.0,0.0,0.0,0.0
1662,1.31214522168323e-07,0.0,0.0,0.0,0.0,0.0,0.0
1663,4.059985972812033e-08,0.0,0.0,0.0,0.0,0.0,0.0
1664,4.059985972812033e-08,0.0,0.0,0.0,0.0,0.0,0.0
1665,8.469147668880136e-08,0.0,0.0,0.0,0.0,0.0,0.0
1666,8.469147668880136e-08,0.0,0.0,0.0,0.0,0.0,0.0
1667,8.469147668880136e-08,0.0,0.0,0.0,0.0,0.0,0.0
1668,8.469147668880136e-08,0.0,0.0,0.0,0.0,0.0,0.0
1669,7.40457092466126e-08,0.0,0.0,0.0,0.0,0.0,0.0
1670,7.40457092466126e-08,0.0,0.0,0.0,0.0,0.0,0.0
1671,1.1315590191835717e-07,0.0,0.0,0.0,0.0,0.0,0.0
1672,6.906428495767614e-08,0.0,0.0,0.0,0.0,0.0,0.0
1673,9.380715531343802e-08,0.0,0.0,0.0,0.0,0.0,0.0
1674,9.380715531343802e-08,0.0,0.0,0.0,0.0,0.0,0.0
1675,9.380715531343802e-08,0.0,0.0,0.0,0.0,0.0,0.0
1676,6.385306302750645e-08,0.0,0.0,0.0,0.0,0.0,0.0
1677,6.385306302750645e-08,0.0,0.0,0.0,0.0,0.0,0.0
1678,2.4742870355761885e-08,0.0,0.0,0.0,0.0,0.0,0.0
1679,2.4742870355761885e-08,0.0,0.0,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1684,3.7988054048452925e-07,0.0,0.0,0.0,0.0,0.0,0.0
1685,4.0008637215903165e-07,0.0,0.0,0.0,0.0,0.0,0.0
1686,4.553447853693017e-07,0.0,0.0,0.0,0.0,0.0,0.0
1687,4.553447853693017e-07,0.0,0.0,0.0,0.0,0.0,0.0
1688,4.553447853693017e-07,0.0,0.0,0.0,0.0,0.0,0.0
1689,4.869159551747413e-07,0.0,0.0,0.0,0.0,0.0,0.0
1690,4.869159551747413e-07,0.0,0.0,0.0,0.0,0.0,0.0
1691,1.070354146902121e-07,0.0,0.0,0.0,0.0,0.0,0.0
1692,1.1049762755581988e-07,0.0,0.0,0.0,0.0,0.0,0.0
1693,5.523921434554982e-08,0.0,0.0,0.0,0.0,0.0,0.0
1694,5.523921434554982e-08,0.0,0.0,0.0,0.0,0.0,0.0
1695,7.074601780589416e-08,0.0,0.0,0.0,0.0,0.0,0.0
1696,5.49207937540684e-08,0.0,0.0,0.0,0.0,0.0,0.0
1697,5.49207937540684e-08,0.0,0.0,0.0,0.0,0.0,0.0
1698,6.529206432657832e-08,0.0,0.0,0.0,0.0,0.0,0.0
1699,4.1624019786468125e-08,0.0,0.0,0.0,0.0,0.0,0.0
1700,4.1624019786468125e-08,0.0,0.0,0.0,0.0,0.0,0.0
1701,4.1624019786468125e-08,0.0,0.0,0.0,0.0,0.0,0.0
1702,2.6117216326123786e-08,0.0,0.0,0.0,0.0,0.0,0.0
1703,2.1412480423675462e-08,0.0,0.0,0.0,0.0,0.0,0.0
1704,3.00742470926707e-08,0.0,0.0,0.0,0.0,0.0,0.0
1705,2.8860781193478554e-08,0.0,0.0,0.0,0.0,0.0,0.0
1706,2.8860781193478554e-08,0.0,0.0,0.0,0.0,0.0,0.0
1707,4.101323420562559e-08,0.0,0.0,0.0,0.0,0.0,0.0
1708,4.101323420562559e-08,0.0,0.0,0.0,0.0,0.0,0.0
1709,5.3038250363053e-08,0.0,0.0,0.0,0.0,0.0,0.0
1710,4.199704051188746e-08,0.0,0.0,0.0,0.0,0.0,0.0
1711,3.3335273842892225e-08,0.0,0.0,0.0,0.0,0.0,0.0
1712,3.50408890475202e-08,0.0,0.0,0.0,0.0,0.0,0.0
1713,3.50408890475202e-08,0.0,0.0,0.0,0.0,0.0,0.0
1714,4.2031657138912644e-08,0.0,0.0,0.0,0.0,0.0,0.0
1715,4.2031657138912644e-08,0.0,0.0,0.0,0.0,0.0,0.0
1716,4.771655730857154e-08,0.0,0.0,0.0,8.854958163543155e-09,0.0,0.0
1717,5.535796278520268e-08,0.0,0.0,0.0,8.854958163543155e-09,0.0,0.0
1718,6.309971922746627e-08,0.0,0.0,0.0,8.854958163543155e-09,0.0,0.0
1719,5.882117041064053e-08,0.0,0.0,0.0,8.854958163543155e-09,0.0,0.0
1720,6.788229863933079e-08,0.0,0.0,0.0,8.854958163543155e-09,0.0,0.0
1721,5.749913561154634e-08,0.0,0.0,0.0,8.854958163543155e-09,0.0,0.0
1722,6.522672230906729e-08,0.0,0.0,0.0,8.854958163543155e-09,0.0,0.0
1723,5.369198216190593e-08,0.0,0.0,0.0,0.0,0.0,0.0
1724,4.605057668527479e-08,0.0,0.0,0.0,0.0,0.0,0.0
1725,3.83088202430112e-08,0.0,0.0,0.0,0.0,0.0,0.0
1726,3.811144720446334e-08,0.0,0.0,0.0,0.0,0.0,0.0
1727,3.589303483002888e-08,0.0,0.0,0.0,0.0,0.0,0.0
1728,3.3612536753935274e-08,0.0,0.0,0.0,0.0,0.0,0.0
1729,2.588495005641432e-08,0.0,0.0,0.0,0.0,0.0,0.0
1730,1.9709773876489375e-08,0.0,0.0,0.0,0.0,0.0,0.0
1731,2.6676513442680516e-08,0.0,0.0,0.0,0.0,0.0,0.0
1732,3.293503730057117e-08,0.0,0.0,0.0,0.0,0.0,0.0
1733,2.654753927799902e-08,0.0,0.0,0.0,0.0,0.0,0.0
1734,3.519001826443205e-08,0.0,0.0,0.0,0.0,0.0,0.0
1735,2.8710458264770622e-08,0.0,0.0,0.0,0.0,0.0,0.0
1736,3.9735108409948746e-08,0.0,0.0,0.0,5.512325072589062e-09,0.0,0.0
1737,3.9735108409948746e-08,0.0,0.0,0.0,5.512325072589062e-09,0.0,0.0
1738,4.92438176585048e-08,0.0,0.0,0.0,5.512325072589062e-09,0.0,0.0
1739,4.944712677407941e-08,0.0,0.0,0.0,5.512325072589062e-09,0.0,0.0
1740,4.944712677407941e-08,0.0,0.0,0.0,5.512325072589062e-09,0.0,0.0
1741,5.178598375518309e-08,0.0,0.0,0.0,5.512325072589062e-09,0.0,0.0
1742,5.178598375518309e-08,0.0,0.0,0.0,5.512325072589062e-09,0.0,0.0
1743,4.076133361000497e-08,0.0,0.0,0.0,0.0,0.0,0.0
1744,4.968945432892724e-08,0.0,0.0,0.0,0.0,0.0,0.0
1745,3.321400551418005e-08,0.0,0.0,0.0,0.0,0.0,0.0
1746,3.670812682392872e-08,0.0,0.0,0.0,0.0,0.0,0.0
1747,4.502643033025119e-08,0.0,0.0,0.0,0.0,0.0,0.0
1748,3.448184214351256e-08,0.0,0.0,0.0,0.0,0.0,0.0
1749,4.439240289652194e-08,0.0,0.0,0.0,0.0,0.0,0.0
1750,7.737971685628509e-08,0.0,0.0,0.0,0.0,0.0,0.0
1751,7.20207347727962e-08,0.0,0.0,0.0,0.0,0.0,0.0
1752,8.37165057276934e-08,0.0,0.0,0.0,0.0,0.0,0.0
1753,9.387796115082178e-08,0.0,0.0,0.0,0.0,0.0,0.0
1754,1.7342510437247582e-07,0.0,0.0,0.0,0.0,0.0,0.0
1755,1.8541217957793572e-07,0.0,0.0,0.0,3.85330776810276e-09,0.0,0.0
1756,1.876435009912874e-07,0.0,0.0,0.0,3.85330776810276e-09,0.0,0.0
1757,1.5465618703152423e-07,0.0,0.0,0.0,3.85330776810276e-09,0.0,0.0
1758,1.541946331887597e-07,0.0,0.0,0.0,3.85330776810276e-09,0.0,0.0
1759,1.529352469426775e-07,0.0,0.0,0.0,3.85330776810276e-09,0.0,0.0
1760,1.4080193798195394e-07,0.0,0.0,0.0,3.85330776810276e-09,0.0,0.0
1761,5.848762617079371e-08,0.0,0.0,0.0,6.6288752265109e-09,0.0,0.0
1762,6.604690762555623e-08,0.0,0.0,0.0,2.7755674584081393e-09,0.0,0.0
1763,6.242104864741447e-08,0.0,0.0,0.0,2.7755674584081393e-09,0.0,0.0
1764,7.366376740338052e-08,0.0,0.0,0.0,2.7755674584081393e-09,0.0,0.0
1765,7.055618261071167e-08,0.0,0.0,0.0,2.7755674584081393e-09,0.0,0.0
1766,6.011979790189668e-08,0.0,0.0,0.0,2.7755674584081393e-09,0.0,0.0
1767,5.2135697156277927e-08,0.0,0.0,0.0,2.7755674584081393e-09,0.0,0.0
1768,5.194898733407172e-08,0.0,0.0,0.0,0.0,0.0,0.0
1769,3.4261946422832675e-08,0.0,0.0,0.0,0.0,0.0,0.0
1770,3.727760957060257e-08,0.0,0.0,0.0,0.0,0.0,0.0
1771,2.8667534631868615e-08,0.0,0.0,0.0,0.0,0.0,0.0
1772,3.657577986513973e-08,0.0,0.0,0.0,2.6360818290121254e-09,0.0,0.0
1773,3.657577986513973e-08,0.0,0.0,0.0,2.6360818290121254e-09,0.0,0.0
1774,4.7265632423838204e-08,0.0,0.0,0.0,2.6360818290121254e-09,0.0,0.0
1775,5.056727481189682e-08,0.0,0.0,0.0,2.6360818290121254e-09,0.0,0.0
1776,4.9565603938666366e-08,0.0,0.0,0.0,2.6360818290121254e-09,0.0,0.0
1777,4.095196791199994e-08,0.0,0.0,0.0,2.6360818290121254e-09,0.0,0.0
1778,4.38816114873524e-08,0.0,0.0,0.0,2.6360818290121254e-09,0.0,0.0
1779,4.109673769546264e-08,0.0,0.0,0.0,0.0,0.0,0.0
1780,4.5795018317156585e-08,0.0,0.0,0.0,0.0,0.0,0.0
1781,3.89301995085134e-08,0.0,0.0,0.0,0.0,0.0,0.0
1782,3.242226550729096e-08,0.0,0.0,0.0,0.0,0.0,0.0
1783,2.8634355077526508e-08,0.0,0.0,0.0,0.0,0.0,0.0
1784,3.070972098839775e-08,0.0,0.0,0.0,0.0,0.0,0.0
1785,3.000180066286313e-08,0.0,0.0,0.0,0.0,0.0,0.0
1786,2.7558625857539354e-08,0.0,0.0,0.0,0.0,0.0,0.0
1787,2.4149486854696534e-08,0.0,0.0,0.0,0.0,0.0,0.0
1788,2.424410932328718e-08,0.0,0.0,0.0,0.0,0.0,0.0
1789,3.371982401237769e-08,0.0,0.0,0.0,0.0,0.0,0.0
1790,3.0475474334577616e-08,0.0,0.0,1.1048484032422883e-09,1.1048484032422883e-09,0.0,0.0
1791,3.091188917535094e-08,0.0,0.0,1.1048484032422883e-09,1.1048484032422883e-09,0.0,0.0
1792,3.367535634473435e-08,0.0,0.0,1.1048484032422883e-09,1.1048484032422883e-09,0.0,0.0
1793,3.888333667743739e-08,0.0,0.0,1.1048484032422883e-09,1.1048484032422883e-09,0.0,0.0
1794,4.0588151633309215e-08,0.0,0.0,1.1048484032422883e-09,2.102833970444148e-09,0.0,0.0
1795,4.123485616450548e-08,0.0,0.0,1.1048484032422883e-09,3.016106095036061e-09,0.0,0.0
1796,3.149733121940049e-08,0.0,0.0,1.1048484032422883e-09,3.016106095036061e-09,0.0,0.0
1797,3.492787202320967e-08,0.0,0.0,0.0,1.9112576917937727e-09,0.0,0.0
1798,3.29699811579027e-08,0.0,0.0,0.0,1.9112576917937727e-09,0.0,0.0
1799,3.0759073129818914e-08,0.0,0.0,0.0,1.9112576917937727e-09,0.0,0.0
1800,2.451755179829921e-08,0.0,0.0,0.0,1.9112576917937727e-09,0.0,0.0
1801,2.8953042756947004e-08,0.0,0.0,0.0,9.132721245919129e-10,0.0,0.0
1802,2.8727949923685562e-08,0.0,0.0,0.0,4.341267980022069e-10,0.0,0.0
1803,3.3149626028310715e-08,0.0,0.0,0.0,4.341267980022069e-10,0.0,0.0
1804,3.2580245041507235e-08,0.0,0.0,0.0,4.341267980022069e-10,0.0,0.0
1805,3.222443492997432e-08,0.0,0.0,0.0,4.341267980022069e-10,0.0,0.0
1806,3.1212860613598943e-08,0.0,0.0,0.0,4.341267980022069e-10,0.0,0.0
1807,3.333218704223587e-08,0.0,0.0,0.0,4.341267980022069e-10,0.0,0.0
1808,2.9668550536955862e-08,0.0,0.0,0.0,4.341267980022069e-10,0.0,0.0
1809,2.695560600126815e-08,0.0,0.0,0.0,0.0,0.0,0.0
1810,2.3252858432394012e-08,0.0,0.0,0.0,0.0,0.0,0.0
1811,2.2802609324555434e-08,0.0,0.0,0.0,0.0,0.0,0.0
1812,2.61316022788703e-08,0.0,0.0,0.0,0.0,0.0,0.0
1813,2.4064003107631445e-08,0.0,0.0,0.0,1.9397940396816337e-10,0.0,0.0
1814,2.4059267594062865e-08,0.0,0.0,0.0,1.9397940396816337e-10,0.0,0.0
1815,2.3383707922367388e-08,0.0,0.0,0.0,1.9397940396816337e-10,0.0,0.0
1816,2.4798148042951392e-08,0.0,0.0,0.0,1.9397940396816337e-10,0.0,0.0
1817,2.355367685018856e-08,0.0,0.0,0.0,1.9397940396816337e-10,0.0,0.0
1818,2.0933092085125996e-08,0.0,0.0,0.0,3.7301427026546566e-10,0.0,0.0
1819,1.629153840403725e-08,0.0,0.0,0.0,3.7301427026546566e-10,0.0,0.0
1820,1.7206518241964985e-08,0.0,0.0,0.0,1.790348662973023e-10,0.0,0.0
1821,1.614491105885106e-08,0.0,0.0,0.0,1.790348662973023e-10,0.0,0.0
1822,1.4676655446521636e-08,0.0,0.0,0.0,1.790348662973023e-10,0.0,0.0
1823,1.7392865687375954e-08,2.809255368012893e-10,0.0,0.0,4.5996040309859154e-10,2.809255368012893e-10,0.0
1824,1.789976535247563e-08,2.809255368012893e-10,0.0,0.0,4.5996040309859154e-10,2.809255368012893e-10,0.0
1825,1.789090862759833e-08,2.809255368012893e-10,0.0,0.0,2.809255368012893e-10,2.809255368012893e-10,0.0
1826,1.7864812930566487e-08,2.809255368012893e-10,0.0,0.0,3.9942377976538117e-10,2.809255368012893e-10,0.0
1827,1.713177491932275e-08,2.809255368012893e-10,0.0,0.0,3.9942377976538117e-10,2.809255368012893e-10,0.0
1828,1.6197404497018753e-08,2.809255368012893e-10,0.0,0.0,3.9942377976538117e-10,2.809255368012893e-10,0.0
1829,1.7948574119027886e-08,2.809255368012893e-10,0.0,0.0,3.9942377976538117e-10,2.809255368012893e-10,0.0
1830,1.3142645765335764e-08,0.0,0.0,0.0,1.1849824296409191e-10,0.0,0.0
1831,1.312285867273642e-08,0.0,0.0,0.0,1.1849824296409191e-10,0.0,0.0
1832,2.0325739694523496e-08,0.0,0.0,0.0,1.1849824296409191e-10,0.0,8.5149458912375e-11
1833,2.0857657315584025e-08,0.0,0.0,0.0,0.0,0.0,8.5149458912375e-11
1834,2.0009166641037675e-08,0.0,0.0,0.0,8.306019364364862e-11,0.0,8.5149458912375e-11
1835,1.95006487148573e-08,0.0,0.0,0.0,8.306019364364862e-11,0.0,8.5149458912375e-11
1836,1.822919643806082e-08,0.0,0.0,0.0,8.306019364364862e-11,0.0,8.5149458912375e-11
1837,1.8360330779541656e-08,0.0,0.0,0.0,8.306019364364862e-11,0.0,1.6259086933954692e-10
1838,1.9402815988809963e-08,0.0,0.0,0.0,8.306019364364862e-11,0.0,1.6259086933954692e-10
1839,1.5708940814818106e-08,0.0,0.0,0.0,8.306019364364862e-11,0.0,7.744141042717193e-11
1840,1.574271443364036e-08,0.0,0.0,0.0,1.5864615970124467e-10,0.0,7.744141042717193e-11
1841,1.7300480793989792e-08,0.0,0.0,0.0,1.4556357706498246e-10,0.0,7.744141042717193e-11
1842,1.896287076570096e-08,0.0,0.0,0.0,1.4556357706498246e-10,0.0,7.744141042717193e-11
1843,1.8959542634279713e-08,0.0,0.0,6.557452993303871e-11,1.4556357706498246e-10,0.0,7.744141042717193e-11
1844,1.9945631432197582e-08,0.0,0.0,6.557452993303871e-11,1.4556357706498246e-10,0.0,0.0
1845,1.9314371054893594e-08,0.0,0.0,6.557452993303871e-11,1.4556357706498246e-10,0.0,0.0
1846,1.72669855556608e-08,0.0,0.0,6.557452993303871e-11,1.4556357706498246e-10,0.0,0.0
1847,1.8863175910155405e-08,0.0,0.0,6.557452993303871e-11,6.997761100738638e-11,0.0,0.0
1848,1.7503586643588927e-08,0.0,0.0,6.557452993303871e-11,0.0,0.0,0.0
1849,1.8399952799492373e-08,0.0,0.0,1.1931406656324432e-10,5.3739536630205616e-11,0.0,0.0
1850,2.066879949731109e-08,0.0,0.0,5.3739536630205616e-11,1.4867935454227725e-10,4.746990895603582e-11,4.746990895603582e-11
1851,2.3473533212430605e-08,0.0,0.0,5.3739536630205616e-11,1.4867935454227725e-10,9.389850405153562e-11,4.746990895603582e-11
1852,2.4592040404058935e-08,0.0,0.0,5.3739536630205616e-11,1.4867935454227725e-10,9.389850405153562e-11,4.746990895603582e-11
1853,2.4898366289351414e-08,0.0,0.0,1.0199887759806562e-10,1.4867935454227725e-10,9.389850405153562e-11,4.746990895603582e-11
