ngram,Quality In,Quality Out,Quality Out,Quality In,Quality In,Quality In,Quality Ind,Quality Out,Quality Out
1828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1844,6.384654313177204e-11,0.0,0.0,6.384654313177204e-11,6.384654313177204e-11,6.384654313177204e-11,0.0,0.0,0.0
1845,6.384654313177204e-11,0.0,0.0,6.384654313177204e-11,6.384654313177204e-11,6.384654313177204e-11,0.0,0.0,0.0
1846,6.384654313177204e-11,0.0,0.0,6.384654313177204e-11,6.384654313177204e-11,6.384654313177204e-11,0.0,0.0,0.0
1847,6.384654313177204e-11,0.0,0.0,6.384654313177204e-11,6.384654313177204e-11,6.384654313177204e-11,0.0,0.0,0.0
1848,6.384654313177204e-11,0.0,0.0,6.384654313177204e-11,6.384654313177204e-11,6.384654313177204e-11,0.0,0.0,0.0
1849,6.384654313177204e-11,0.0,0.0,6.384654313177204e-11,6.384654313177204e-11,6.384654313177204e-11,0.0,0.0,0.0
1850,6.384654313177204e-11,0.0,0.0,6.384654313177204e-11,6.384654313177204e-11,6.384654313177204e-11,0.0,0.0,0.0
1851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1854,4.817793386457936e-11,0.0,0.0,4.817793386457936e-11,4.817793386457936e-11,4.817793386457936e-11,0.0,0.0,0.0
1855,9.82647970929459e-11,0.0,0.0,9.82647970929459e-11,9.82647970929459e-11,9.82647970929459e-11,0.0,0.0,0.0
1856,9.82647970929459e-11,0.0,0.0,9.82647970929459e-11,9.82647970929459e-11,9.82647970929459e-11,0.0,0.0,0.0
1857,1.4413977947721638e-10,0.0,0.0,1.4413977947721638e-10,1.4413977947721638e-10,1.4413977947721638e-10,0.0,0.0,0.0
1858,1.4413977947721638e-10,0.0,0.0,1.4413977947721638e-10,1.4413977947721638e-10,1.4413977947721638e-10,0.0,0.0,0.0
1859,1.4413977947721638e-10,0.0,0.0,1.4413977947721638e-10,1.4413977947721638e-10,1.4413977947721638e-10,0.0,0.0,0.0
1860,1.4413977947721638e-10,0.0,0.0,1.4413977947721638e-10,1.4413977947721638e-10,1.4413977947721638e-10,0.0,0.0,0.0
1861,9.596184561263702e-11,0.0,0.0,9.596184561263702e-11,9.596184561263702e-11,9.596184561263702e-11,0.0,0.0,0.0
1862,9.901660047439975e-11,0.0,0.0,9.901660047439975e-11,9.901660047439975e-11,9.901660047439975e-11,0.0,0.0,0.0
1863,1.4454228290462978e-10,0.0,0.0,1.4454228290462978e-10,1.4454228290462978e-10,1.4454228290462978e-10,0.0,0.0,0.0
1864,9.866730052035929e-11,0.0,0.0,9.866730052035929e-11,9.866730052035929e-11,9.866730052035929e-11,0.0,0.0,0.0
1865,9.866730052035929e-11,0.0,0.0,9.866730052035929e-11,9.866730052035929e-11,9.866730052035929e-11,0.0,0.0,0.0
1866,9.866730052035929e-11,0.0,0.0,9.866730052035929e-11,9.866730052035929e-11,9.866730052035929e-11,0.0,0.0,0.0
1867,9.866730052035929e-11,0.0,0.0,9.866730052035929e-11,9.866730052035929e-11,9.866730052035929e-11,0.0,0.0,0.0
1868,1.4137270719162742e-10,0.0,0.0,1.4137270719162742e-10,1.4137270719162742e-10,1.4137270719162742e-10,0.0,0.0,0.0
1869,8.823108910149813e-11,0.0,0.0,8.823108910149813e-11,8.823108910149813e-11,8.823108910149813e-11,0.0,0.0,0.0
1870,4.2705406671268116e-11,0.0,0.0,4.2705406671268116e-11,4.2705406671268116e-11,4.2705406671268116e-11,0.0,0.0,0.0
1871,4.2705406671268116e-11,0.0,0.0,4.2705406671268116e-11,4.2705406671268116e-11,4.2705406671268116e-11,0.0,0.0,0.0
1872,8.172721229929688e-11,0.0,0.0,8.172721229929688e-11,8.172721229929688e-11,8.172721229929688e-11,0.0,0.0,0.0
1873,8.172721229929688e-11,0.0,0.0,8.172721229929688e-11,8.172721229929688e-11,8.172721229929688e-11,0.0,0.0,0.0
1874,1.1793883488867403e-09,0.0,0.0,1.1793883488867403e-09,1.1793883488867403e-09,1.1793883488867403e-09,0.0,0.0,0.0
1875,1.1748747411452091e-09,0.0,0.0,1.1748747411452091e-09,1.1748747411452091e-09,1.1748747411452091e-09,0.0,0.0,0.0
1876,1.2843673466037382e-09,0.0,0.0,1.2843673466037382e-09,1.2843673466037382e-09,1.2843673466037382e-09,0.0,0.0,0.0
1877,1.2843673466037382e-09,0.0,0.0,1.2843673466037382e-09,1.2843673466037382e-09,1.2843673466037382e-09,0.0,0.0,0.0
1878,1.353446580999927e-09,0.0,0.0,1.353446580999927e-09,1.353446580999927e-09,1.353446580999927e-09,0.0,0.0,0.0
1879,1.3476441609475538e-09,0.0,0.0,1.3476441609475538e-09,1.3476441609475538e-09,1.3476441609475538e-09,0.0,0.0,0.0
1880,1.4102315287756184e-09,0.0,0.0,1.4102315287756184e-09,1.4102315287756184e-09,1.4102315287756184e-09,0.0,0.0,0.0
1881,3.125703921881749e-10,0.0,0.0,3.125703921881749e-10,3.125703921881749e-10,3.125703921881749e-10,0.0,0.0,0.0
1882,3.052218517612155e-10,0.0,0.0,3.052218517612155e-10,3.052218517612155e-10,3.052218517612155e-10,0.0,0.0,0.0
1883,2.5685079063642036e-10,0.0,0.0,2.5685079063642036e-10,2.5685079063642036e-10,2.5685079063642036e-10,0.0,0.0,0.0
1884,4.3096747995693564e-10,0.0,0.0,4.3096747995693564e-10,4.3096747995693564e-10,4.3096747995693564e-10,0.0,0.0,0.0
1885,4.1709428371434447e-10,0.0,0.0,4.1709428371434447e-10,4.1709428371434447e-10,4.1709428371434447e-10,0.0,0.0,0.0
1886,5.150369158934964e-10,0.0,0.0,5.150369158934964e-10,5.150369158934964e-10,5.150369158934964e-10,0.0,0.0,0.0
1887,5.313409652739156e-10,0.0,0.0,5.313409652739156e-10,5.313409652739156e-10,5.313409652739156e-10,0.0,0.0,0.0
1888,6.340365395405913e-10,0.0,0.0,6.340365395405913e-10,6.340365395405913e-10,6.340365395405913e-10,0.0,0.0,0.0
1889,6.28079310782681e-10,0.0,0.0,6.28079310782681e-10,6.28079310782681e-10,6.28079310782681e-10,0.0,0.0,0.0
1890,6.391359743039362e-10,0.0,0.0,6.391359743039362e-10,6.391359743039362e-10,6.391359743039362e-10,0.0,0.0,0.0
1891,5.380607071003851e-10,0.0,0.0,5.380607071003851e-10,5.380607071003851e-10,5.380607071003851e-10,0.0,0.0,0.0
1892,5.682942846466485e-10,2.1359903924965197e-11,2.1359903924965197e-11,5.682942846466485e-10,5.682942846466485e-10,5.682942846466485e-10,0.0,2.1359903924965197e-11,2.1359903924965197e-11
1893,4.809735823904252e-10,2.1359903924965197e-11,2.1359903924965197e-11,4.809735823904252e-10,4.809735823904252e-10,4.809735823904252e-10,0.0,2.1359903924965197e-11,2.1359903924965197e-11
1894,4.44064443946449e-10,2.1359903924965197e-11,2.1359903924965197e-11,4.44064443946449e-10,4.44064443946449e-10,4.44064443946449e-10,0.0,2.1359903924965197e-11,2.1359903924965197e-11
1895,4.822175198831197e-10,2.1359903924965197e-11,2.1359903924965197e-11,4.822175198831197e-10,4.822175198831197e-10,4.822175198831197e-10,0.0,2.1359903924965197e-11,2.1359903924965197e-11
1896,5.126102954809499e-10,2.1359903924965197e-11,2.1359903924965197e-11,5.126102954809499e-10,5.126102954809499e-10,5.126102954809499e-10,0.0,2.1359903924965197e-11,2.1359903924965197e-11
1897,5.816131544632088e-10,2.1359903924965197e-11,2.1359903924965197e-11,5.816131544632088e-10,5.816131544632088e-10,5.816131544632088e-10,0.0,2.1359903924965197e-11,2.1359903924965197e-11
1898,7.655246674660126e-10,2.1359903924965197e-11,2.1359903924965197e-11,7.655246674660126e-10,7.655246674660126e-10,7.655246674660126e-10,0.0,2.1359903924965197e-11,2.1359903924965197e-11
1899,8.530372757371246e-10,0.0,0.0,8.530372757371246e-10,8.530372757371246e-10,8.530372757371246e-10,0.0,0.0,0.0
1900,1.0494803557938225e-09,0.0,0.0,1.0494803557938225e-09,1.0494803557938225e-09,1.0494803557938225e-09,0.0,0.0,0.0
1901,1.5935020842532716e-09,0.0,0.0,1.5935020842532716e-09,1.5935020842532716e-09,1.5935020842532716e-09,1.6277888759130832e-11,0.0,0.0
1902,1.9268172850901114e-09,0.0,0.0,1.9268172850901114e-09,1.9268172850901114e-09,1.9268172850901114e-09,1.6277888759130832e-11,0.0,0.0
1903,3.3087882909756316e-09,1.5128944723980756e-11,1.5128944723980756e-11,3.3087882909756316e-09,3.3087882909756316e-09,3.3087882909756316e-09,1.6277888759130832e-11,1.5128944723980756e-11,1.5128944723980756e-11
1904,4.943780971901544e-09,1.5128944723980756e-11,1.5128944723980756e-11,4.943780971901544e-09,4.943780971901544e-09,4.943780971901544e-09,4.638252777887177e-11,1.5128944723980756e-11,1.5128944723980756e-11
1905,5.410401428461244e-09,1.5128944723980756e-11,1.5128944723980756e-11,5.410401428461244e-09,5.410401428461244e-09,5.410401428461244e-09,4.638252777887177e-11,1.5128944723980756e-11,1.5128944723980756e-11
1906,6.371837026262841e-09,1.5128944723980756e-11,1.5128944723980756e-11,6.371837026262841e-09,6.371837026262841e-09,6.371837026262841e-09,4.638252777887177e-11,1.5128944723980756e-11,1.5128944723980756e-11
1907,7.133254019210864e-09,2.9041463678325385e-11,2.9041463678325385e-11,7.133254019210864e-09,7.133254019210864e-09,7.133254019210864e-09,4.638252777887177e-11,2.9041463678325385e-11,2.9041463678325385e-11
1908,8.137147114847413e-09,2.9041463678325385e-11,2.9041463678325385e-11,8.137147114847413e-09,8.137147114847413e-09,8.137147114847413e-09,4.313658259956301e-11,2.9041463678325385e-11,2.9041463678325385e-11
1909,9.67752303690109e-09,2.9041463678325385e-11,2.9041463678325385e-11,9.67752303690109e-09,9.67752303690109e-09,9.67752303690109e-09,5.621800941435495e-11,2.9041463678325385e-11,2.9041463678325385e-11
1910,9.574166475496376e-09,4.006728976380103e-11,4.006728976380103e-11,9.574166475496376e-09,9.574166475496376e-09,9.574166475496376e-09,8.237278022381135e-11,4.006728976380103e-11,4.006728976380103e-11
1911,8.859476009957592e-09,6.660437181941044e-11,6.660437181941044e-11,8.859476009957592e-09,8.859476009957592e-09,8.859476009957592e-09,7.880522325967983e-11,6.660437181941044e-11,6.660437181941044e-11
1912,9.40892126115906e-09,8.029274368397715e-11,8.029274368397715e-11,9.40892126115906e-09,9.40892126115906e-09,9.40892126115906e-09,7.880522325967983e-11,8.029274368397715e-11,8.029274368397715e-11
1913,9.60502661533675e-09,8.029274368397715e-11,8.029274368397715e-11,9.60502661533675e-09,9.60502661533675e-09,9.60502661533675e-09,7.880522325967983e-11,8.029274368397715e-11,8.029274368397715e-11
1914,1.0103109904235907e-08,8.026711934006059e-11,8.026711934006059e-11,1.0103109904235907e-08,1.0103109904235907e-08,1.0103109904235907e-08,7.880522325967983e-11,8.026711934006059e-11,8.026711934006059e-11
1915,9.861099429083912e-09,8.026711934006059e-11,8.026711934006059e-11,9.861099429083912e-09,9.861099429083912e-09,9.861099429083912e-09,9.606286599517233e-11,8.026711934006059e-11,8.026711934006059e-11
1916,9.133998509927973e-09,9.457199507638997e-11,9.457199507638997e-11,9.133998509927973e-09,9.133998509927973e-09,9.133998509927973e-09,9.728631491670977e-11,9.457199507638997e-11,9.457199507638997e-11
1917,9.167137208062774e-09,9.496153466744976e-11,9.496153466744976e-11,9.167137208062774e-09,9.167137208062774e-09,9.167137208062774e-09,1.1094801169056875e-10,9.496153466744976e-11,9.496153466744976e-11
1918,9.60836680060798e-09,6.842445261184033e-11,6.842445261184033e-11,9.60836680060798e-09,9.60836680060798e-09,9.60836680060798e-09,8.441092963495933e-11,6.842445261184033e-11,6.842445261184033e-11
1919,9.53670552052342e-09,5.473608074727362e-11,5.473608074727362e-11,9.53670552052342e-09,9.53670552052342e-09,9.53670552052342e-09,9.790932747095432e-11,5.473608074727362e-11,5.473608074727362e-11
1920,1.0210439731801152e-08,5.473608074727362e-11,5.473608074727362e-11,1.0210439731801152e-08,1.0210439731801152e-08,1.0210439731801152e-08,9.790932747095432e-11,5.473608074727362e-11,5.473608074727362e-11
1921,1.0658537671507214e-08,4.0849186136845563e-11,4.0849186136845563e-11,1.0658537671507214e-08,1.0658537671507214e-08,1.0658537671507214e-08,9.790932747095432e-11,4.0849186136845563e-11,4.0849186136845563e-11
1922,1.1030019945021e-08,4.0849186136845563e-11,4.0849186136845563e-11,1.1030019945021e-08,1.1030019945021e-08,1.1030019945021e-08,9.05446590720211e-11,4.0849186136845563e-11,4.0849186136845563e-11
1923,1.1888283881132468e-08,2.6544310400516177e-11,2.6544310400516177e-11,1.1888283881132468e-08,1.1888283881132468e-08,1.1888283881132468e-08,7.623978333569172e-11,2.6544310400516177e-11,2.6544310400516177e-11
1924,1.2909993328337675e-08,0.0,0.0,1.2909993328337675e-08,1.2909993328337675e-08,1.2909993328337675e-08,3.642331575237634e-11,0.0,0.0
1925,1.350424787866749e-08,0.0,0.0,1.350424787866749e-08,1.350424787866749e-08,1.350424787866749e-08,3.642331575237634e-11,0.0,0.0
1926,1.437023186160299e-08,0.0,0.0,1.437023186160299e-08,1.437023186160299e-08,1.437023186160299e-08,2.2924917916381358e-11,0.0,0.0
1927,1.3639832120913655e-08,0.0,0.0,1.3639832120913655e-08,1.3639832120913655e-08,1.3639832120913655e-08,2.2924917916381358e-11,0.0,0.0
1928,1.364003310300177e-08,0.0,0.0,1.364003310300177e-08,1.364003310300177e-08,1.364003310300177e-08,2.2924917916381358e-11,0.0,0.0
1929,1.3721745263848919e-08,0.0,0.0,1.3721745263848919e-08,1.3721745263848919e-08,1.3721745263848919e-08,0.0,0.0,0.0
1930,1.3386331281545999e-08,0.0,0.0,1.3386331281545999e-08,1.3386331281545999e-08,1.3386331281545999e-08,0.0,0.0,0.0
1931,1.3066071399440001e-08,0.0,0.0,1.3066071399440001e-08,1.3066071399440001e-08,1.3066071399440001e-08,0.0,0.0,0.0
1932,1.3170688666670166e-08,0.0,0.0,1.3170688666670166e-08,1.3170688666670166e-08,1.3170688666670166e-08,0.0,0.0,0.0
1933,1.277593002819393e-08,0.0,0.0,1.277593002819393e-08,1.277593002819393e-08,1.277593002819393e-08,0.0,0.0,0.0
1934,1.3166683997058369e-08,0.0,0.0,1.3166683997058369e-08,1.3166683997058369e-08,1.3166683997058369e-08,0.0,0.0,0.0
1935,1.3879019076869424e-08,0.0,0.0,1.3879019076869424e-08,1.3879019076869424e-08,1.3879019076869424e-08,0.0,0.0,0.0
1936,1.3649560973557788e-08,1.989396147816791e-11,1.989396147816791e-11,1.3649560973557788e-08,1.3649560973557788e-08,1.3649560973557788e-08,0.0,1.989396147816791e-11,1.989396147816791e-11
1937,1.4226516853454996e-08,1.989396147816791e-11,1.989396147816791e-11,1.4226516853454996e-08,1.4226516853454996e-08,1.4226516853454996e-08,0.0,1.989396147816791e-11,1.989396147816791e-11
1938,1.4513521812935842e-08,1.989396147816791e-11,1.989396147816791e-11,1.4513521812935842e-08,1.4513521812935842e-08,1.4513521812935842e-08,0.0,1.989396147816791e-11,1.989396147816791e-11
1939,1.4394132869759752e-08,1.989396147816791e-11,1.989396147816791e-11,1.4394132869759752e-08,1.4394132869759752e-08,1.4394132869759752e-08,0.0,1.989396147816791e-11,1.989396147816791e-11
1940,1.4781223610173453e-08,1.989396147816791e-11,1.989396147816791e-11,1.4781223610173453e-08,1.4781223610173453e-08,1.4781223610173453e-08,0.0,1.989396147816791e-11,1.989396147816791e-11
1941,1.558156702076628e-08,1.989396147816791e-11,1.989396147816791e-11,1.558156702076628e-08,1.558156702076628e-08,1.558156702076628e-08,0.0,1.989396147816791e-11,1.989396147816791e-11
1942,1.5030233438803212e-08,4.3591547038701606e-11,4.3591547038701606e-11,1.5030233438803212e-08,1.5030233438803212e-08,1.5030233438803212e-08,0.0,4.3591547038701606e-11,4.3591547038701606e-11
1943,1.5682459267704222e-08,4.409986859814958e-11,4.409986859814958e-11,1.5682459267704222e-08,1.5682459267704222e-08,1.5682459267704222e-08,0.0,4.409986859814958e-11,4.409986859814958e-11
1944,1.582234178597121e-08,4.409986859814958e-11,4.409986859814958e-11,1.582234178597121e-08,1.582234178597121e-08,1.582234178597121e-08,0.0,4.409986859814958e-11,4.409986859814958e-11
1945,1.5572209680466846e-08,4.409986859814958e-11,4.409986859814958e-11,1.5572209680466846e-08,1.5572209680466846e-08,1.5572209680466846e-08,0.0,4.409986859814958e-11,4.409986859814958e-11
1946,1.545675841287318e-08,4.409986859814958e-11,4.409986859814958e-11,1.545675841287318e-08,1.545675841287318e-08,1.545675841287318e-08,1.5733955804897448e-11,4.409986859814958e-11,4.409986859814958e-11
1947,1.547506656152109e-08,5.984215305827284e-11,5.984215305827284e-11,1.547506656152109e-08,1.547506656152109e-08,1.547506656152109e-08,1.5733955804897448e-11,5.984215305827284e-11,5.984215305827284e-11
1948,1.4765374446921799e-08,9.234646579171977e-11,9.234646579171977e-11,1.4765374446921799e-08,1.4765374446921799e-08,1.4765374446921799e-08,1.5733955804897448e-11,9.234646579171977e-11,9.234646579171977e-11
1949,1.445104594718519e-08,6.864888023118608e-11,6.864888023118608e-11,1.445104594718519e-08,1.445104594718519e-08,1.445104594718519e-08,1.5733955804897448e-11,6.864888023118608e-11,6.864888023118608e-11
1950,1.4446657584496085e-08,6.432964379442043e-11,6.432964379442043e-11,1.4446657584496085e-08,1.4446657584496085e-08,1.4446657584496085e-08,3.181700240574768e-11,6.432964379442043e-11,6.432964379442043e-11
1951,1.3918028761241073e-08,6.432964379442043e-11,6.432964379442043e-11,1.3918028761241073e-08,1.3918028761241073e-08,1.3918028761241073e-08,3.181700240574768e-11,6.432964379442043e-11,6.432964379442043e-11
1952,1.4108987629007125e-08,6.432964379442043e-11,6.432964379442043e-11,1.4108987629007125e-08,1.4108987629007125e-08,1.4108987629007125e-08,3.181700240574768e-11,6.432964379442043e-11,6.432964379442043e-11
1953,1.4081264915993025e-08,6.432964379442043e-11,6.432964379442043e-11,1.4081264915993025e-08,1.4081264915993025e-08,1.4081264915993025e-08,1.6083046600850234e-11,6.432964379442043e-11,6.432964379442043e-11
1954,1.4446391130970175e-08,6.23902288959017e-11,6.23902288959017e-11,1.4446391130970175e-08,1.4446391130970175e-08,1.4446391130970175e-08,1.6083046600850234e-11,6.23902288959017e-11,6.23902288959017e-11
1955,1.5048182763369563e-08,8.502099520444974e-11,8.502099520444974e-11,1.5048182763369563e-08,1.5048182763369563e-08,1.5048182763369563e-08,1.6083046600850234e-11,8.502099520444974e-11,8.502099520444974e-11
1956,1.5367883346836412e-08,8.502099520444974e-11,8.502099520444974e-11,1.5367883346836412e-08,1.5367883346836412e-08,1.5367883346836412e-08,1.6083046600850234e-11,8.502099520444974e-11,8.502099520444974e-11
1957,1.5730535984914695e-08,9.318314175832398e-11,9.318314175832398e-11,1.5730535984914695e-08,1.5730535984914695e-08,1.5730535984914695e-08,0.0,9.318314175832398e-11,9.318314175832398e-11
1958,1.565681476530959e-08,1.1582757967040384e-10,1.1582757967040384e-10,1.565681476530959e-08,1.565681476530959e-08,1.565681476530959e-08,1.1322218956039925e-11,1.1582757967040384e-10,1.1582757967040384e-10
1959,1.5402625968314558e-08,1.4807165017925528e-10,1.4807165017925528e-10,1.5402625968314558e-08,1.5402625968314558e-08,1.5402625968314558e-08,1.1322218956039925e-11,1.4807165017925528e-10,1.4807165017925528e-10
1960,1.628377927736275e-08,1.883598673860628e-10,1.883598673860628e-10,1.628377927736275e-08,1.628377927736275e-08,1.628377927736275e-08,1.1322218956039925e-11,1.883598673860628e-10,1.883598673860628e-10
1961,1.6367359911839685e-08,1.959696115700587e-10,1.959696115700587e-10,1.6367359911839685e-08,1.6367359911839685e-08,1.6367359911839685e-08,2.202852582884012e-11,1.959696115700587e-10,1.959696115700587e-10
1962,1.6048579481215645e-08,1.505404570841965e-10,1.505404570841965e-10,1.6048579481215645e-08,1.6048579481215645e-08,1.6048579481215645e-08,2.202852582884012e-11,1.505404570841965e-10,1.505404570841965e-10
1963,1.585693164076117e-08,2.3537028278778193e-10,2.3537028278778193e-10,1.585693164076117e-08,1.585693164076117e-08,1.585693164076117e-08,2.202852582884012e-11,2.3537028278778193e-10,2.3537028278778193e-10
1964,1.53894546629983e-08,2.368089296085023e-10,2.368089296085023e-10,1.53894546629983e-08,1.53894546629983e-08,1.53894546629983e-08,3.0589805490231574e-11,2.368089296085023e-10,2.368089296085023e-10
1965,1.5486314706793436e-08,2.2255302759407617e-10,2.2255302759407617e-10,1.5486314706793436e-08,1.5486314706793436e-08,1.5486314706793436e-08,1.9267586534191647e-11,2.2255302759407617e-10,2.2255302759407617e-10
1966,1.5252347067879716e-08,1.903089570852247e-10,1.903089570852247e-10,1.5252347067879716e-08,1.5252347067879716e-08,1.5252347067879716e-08,1.9267586534191647e-11,1.903089570852247e-10,1.903089570852247e-10
1967,1.5218489706520747e-08,1.6685649687328156e-10,1.6685649687328156e-10,1.5218489706520747e-08,1.5218489706520747e-08,1.5218489706520747e-08,2.7685465031623835e-11,1.6685649687328156e-10,1.6685649687328156e-10
1968,1.5828330773055247e-08,1.4544388312768116e-10,1.4544388312768116e-10,1.5828330773055247e-08,1.5828330773055247e-08,1.5828330773055247e-08,1.697915815882364e-11,1.4544388312768116e-10,1.4544388312768116e-10
1969,1.6559116617591892e-08,1.6137712396549882e-10,1.6137712396549882e-10,1.6559116617591892e-08,1.6559116617591892e-08,1.6559116617591892e-08,1.697915815882364e-11,1.6137712396549882e-10,1.6137712396549882e-10
1970,1.770759247169248e-08,1.2662259931049491e-10,1.2662259931049491e-10,1.770759247169248e-08,1.770759247169248e-08,1.770759247169248e-08,1.697915815882364e-11,1.2662259931049491e-10,1.2662259931049491e-10
1971,1.860955516670109e-08,1.094602246144914e-10,1.094602246144914e-10,1.860955516670109e-08,1.860955516670109e-08,1.860955516670109e-08,8.417878497432189e-12,1.094602246144914e-10,1.094602246144914e-10
1972,1.9982271710310736e-08,1.259084225768703e-10,1.259084225768703e-10,1.9982271710310736e-08,1.9982271710310736e-08,1.9982271710310736e-08,1.669678978410971e-11,1.259084225768703e-10,1.259084225768703e-10
1973,2.2880714465957552e-08,1.4948070559128723e-10,1.4948070559128723e-10,2.2880714465957552e-08,2.2880714465957552e-08,2.2880714465957552e-08,2.4554217786005542e-11,1.4948070559128723e-10,1.4948070559128723e-10
1974,2.370774256275711e-08,1.481528709236711e-10,1.481528709236711e-10,2.370774256275711e-08,2.370774256275711e-08,2.370774256275711e-08,1.6136339288573355e-11,1.481528709236711e-10,1.481528709236711e-10
1975,2.483542514499147e-08,2.0213024111624478e-10,2.0213024111624478e-10,2.483542514499147e-08,2.483542514499147e-08,2.483542514499147e-08,3.155844534110029e-11,2.0213024111624478e-10,2.0213024111624478e-10
1976,2.6148388089706842e-08,3.2937470211586676e-10,3.2937470211586676e-10,2.6148388089706842e-08,2.6148388089706842e-08,2.6148388089706842e-08,3.155844534110029e-11,3.2937470211586676e-10,3.2937470211586676e-10
1977,2.6834055993114296e-08,3.403880709042438e-10,3.403880709042438e-10,2.6834055993114296e-08,2.6834055993114296e-08,2.6834055993114296e-08,3.155844534110029e-11,3.403880709042438e-10,3.403880709042438e-10
1978,2.7054114377327617e-08,4.0172252032836097e-10,4.0172252032836097e-10,2.7054114377327617e-08,2.7054114377327617e-08,2.7054114377327617e-08,3.155844534110029e-11,4.0172252032836097e-10,4.0172252032836097e-10
1979,2.7138458083949705e-08,4.3872929693972955e-10,4.3872929693972955e-10,2.7138458083949705e-08,2.7138458083949705e-08,2.7138458083949705e-08,4.647084998556293e-11,4.3872929693972955e-10,4.3872929693972955e-10
1980,2.5987703417789428e-08,4.2261161534559323e-10,4.2261161534559323e-10,2.5987703417789428e-08,2.5987703417789428e-08,2.5987703417789428e-08,4.606802340394773e-11,4.2261161534559323e-10,4.2261161534559323e-10
1981,2.6155540463638057e-08,4.3613388793297045e-10,4.3613388793297045e-10,2.6155540463638057e-08,2.6155540463638057e-08,2.6155540463638057e-08,5.332557213260409e-11,4.3613388793297045e-10,4.3613388793297045e-10
1982,2.544387633918177e-08,3.962539304617049e-10,3.962539304617049e-10,2.544387633918177e-08,2.544387633918177e-08,2.544387633918177e-08,7.314699639644167e-11,3.962539304617049e-10,3.962539304617049e-10
1983,2.5043599194418675e-08,3.2080600477689206e-10,3.2080600477689206e-10,2.5043599194418675e-08,2.5043599194418675e-08,2.5043599194418675e-08,8.018660586718771e-11,3.2080600477689206e-10,3.2080600477689206e-10
1984,2.539786387550131e-08,3.1565227019493744e-10,3.1565227019493744e-10,2.539786387550131e-08,2.539786387550131e-08,2.539786387550131e-08,1.0116220609217891e-10,3.1565227019493744e-10,3.1565227019493744e-10
1985,2.612553805038585e-08,5.073321167931815e-10,5.073321167931815e-10,2.612553805038585e-08,2.612553805038585e-08,2.612553805038585e-08,1.0804472594383441e-10,5.073321167931815e-10,5.073321167931815e-10
1986,2.640504779906548e-08,1.115658430718623e-09,1.115658430718623e-09,2.640504779906548e-08,2.640504779906548e-08,2.640504779906548e-08,9.799399486309923e-11,1.115658430718623e-09,1.115658430718623e-09
1987,2.832717476459428e-08,1.2863492642099595e-09,1.2863492642099595e-09,2.832717476459428e-08,2.832717476459428e-08,2.832717476459428e-08,9.690173019153266e-11,1.2863492642099595e-09,1.2863492642099595e-09
1988,3.2386570631664265e-08,1.3496387450089615e-09,1.3496387450089615e-09,3.2386570631664265e-08,3.2386570631664265e-08,3.2386570631664265e-08,8.96441814628763e-11,1.3496387450089615e-09,1.3496387450089615e-09
1989,3.746155538156667e-08,1.4431481208467189e-09,1.4431481208467189e-09,3.746155538156667e-08,3.746155538156667e-08,3.746155538156667e-08,7.971989586321091e-11,1.4431481208467189e-09,1.4431481208467189e-09
1990,4.187638121980594e-08,1.435400960790391e-09,1.435400960790391e-09,4.187638121980594e-08,4.187638121980594e-08,4.187638121980594e-08,7.268028639246487e-11,1.435400960790391e-09,1.435400960790391e-09
1991,4.5019284046686284e-08,1.4107337877243354e-09,1.4107337877243354e-09,4.5019284046686284e-08,4.5019284046686284e-08,4.5019284046686284e-08,5.170468616747367e-11,1.4107337877243354e-09,1.4107337877243354e-09
1992,4.829214970771188e-08,1.2218728132459437e-09,1.2218728132459437e-09,4.829214970771188e-08,4.829214970771188e-08,4.829214970771188e-08,4.4822166315818175e-11,1.2218728132459437e-09,1.2218728132459437e-09
