ngram,Ruby,Rulby
1649,7.92415724910305e-07,0.0
1650,8.802559981242146e-07,0.0
1651,8.802559981242146e-07,0.0
1652,7.82022336157492e-07,0.0
1653,7.566597040360128e-07,0.0
1654,9.225924486599979e-07,0.0
1655,8.767432128869197e-07,0.0
1656,4.1976345853202345e-07,0.0
1657,3.875320503863934e-07,0.0
1658,6.019945877661874e-07,0.0
1659,7.628305078404602e-07,0.0
1660,9.279791299832141e-07,0.0
1661,8.964172033237057e-07,0.0
1662,1.058816642236187e-06,0.0
1663,5.04129058802911e-06,0.0
1664,5.889650269961878e-06,0.0
1665,5.807462579403884e-06,0.0
1666,5.846368651418743e-06,0.0
1667,5.703201200698718e-06,0.0
1668,5.568830382734242e-06,0.0
1669,6.424870053121724e-06,0.0
1670,2.3904306130719178e-06,0.0
1671,1.6037926481463468e-06,0.0
1672,1.471517801324548e-06,0.0
1673,1.4202330354302312e-06,0.0
1674,1.3554066100596174e-06,0.0
1675,1.3897251095938503e-06,0.0
1676,3.7128600029388637e-07,0.0
1677,3.326368321105682e-07,0.0
1678,2.9498053574375914e-07,0.0
1679,3.4112407425774496e-07,0.0
1680,2.1076877690770095e-07,0.0
1681,2.006141000622717e-07,0.0
1682,2.066176664681864e-07,0.0
1683,2.9488657966274854e-07,0.0
1684,4.702160611356833e-07,0.0
1685,4.915709317694044e-07,0.0
1686,5.283150130708236e-07,0.0
1687,5.926132636042374e-07,0.0
1688,8.031953078508585e-07,0.0
1689,9.20729088907787e-07,0.0
1690,1.1024739511153063e-06,0.0
1691,9.271444696423714e-07,0.0
1692,8.497833578400917e-07,0.0
1693,1.0490564972899717e-06,0.0
1694,1.186126273263913e-06,0.0
1695,1.0617160057790898e-06,0.0
1696,1.4392223265856176e-06,0.0
1697,1.367579577455607e-06,0.0
1698,1.4090646597456465e-06,0.0
1699,1.4246052363172827e-06,0.0
1700,1.29841870943892e-06,0.0
1701,1.2626171813475854e-06,0.0
1702,1.1660547169104315e-06,0.0
1703,8.404755413542781e-07,0.0
1704,7.027368807501131e-07,0.0
1705,8.810391187401885e-07,0.0
1706,8.63981263421465e-07,0.0
1707,8.173791122041101e-07,0.0
1708,7.30169354312693e-07,0.0
1709,7.903342955322452e-07,0.0
1710,6.838414472148153e-07,0.0
1711,7.104400420335619e-07,0.0
1712,5.558332430512434e-07,0.0
1713,6.202265987147777e-07,0.0
1714,5.299977386487496e-07,0.0
1715,5.01473191353138e-07,0.0
1716,7.038267812374346e-07,0.0
1717,9.367584762490619e-07,0.0
1718,9.346868340896565e-07,0.0
1719,1.0538827004730983e-06,0.0
1720,1.1304388810425995e-06,0.0
1721,1.1813761245451002e-06,0.0
1722,1.1675351093539836e-06,0.0
1723,2.498577227275486e-06,0.0
1724,2.4089340188636143e-06,0.0
1725,3.3973058667210613e-06,0.0
1726,3.302354449325711e-06,0.0
1727,3.241894887651142e-06,0.0
1728,3.281966939994163e-06,0.0
1729,3.2597337167317164e-06,0.0
1730,1.727837051086161e-06,0.0
1731,1.5369923370859136e-06,0.0
1732,6.512168835927566e-07,0.0
1733,5.898909916725512e-07,0.0
1734,5.853231519787576e-07,0.0
1735,5.59240671041802e-07,0.0
1736,6.321149653233858e-07,0.0
1737,8.6301746396852e-07,0.0
1738,1.0489234593283721e-06,0.0
1739,9.968662400946674e-07,0.0
1740,1.0136908323537291e-06,0.0
1741,1.0285035939107599e-06,0.0
1742,1.0400941456672236e-06,0.0
1743,1.0701994759594008e-06,0.0
1744,8.41536859752523e-07,0.0
1745,8.649831459349246e-07,0.0
1746,7.740864467515556e-07,0.0
1747,8.955288462532605e-07,0.0
1748,1.164815034014412e-06,0.0
1749,1.1335730911404035e-06,0.0
1750,1.0251234345202777e-06,0.0
1751,9.956332109238377e-07,0.0
1752,7.929244552380104e-07,0.0
1753,1.1856763068505773e-06,0.0
1754,1.1322800921626758e-06,0.0
1755,8.657074711696364e-07,0.0
1756,9.075302967533259e-07,0.0
1757,8.963660615027688e-07,0.0
1758,8.872582759928653e-07,0.0
1759,8.874991418597997e-07,0.0
1760,5.218024067435831e-07,0.0
1761,5.115285434596574e-07,0.0
1762,6.132184639438622e-07,0.0
1763,5.495571114368301e-07,0.0
1764,5.624382920034674e-07,0.0
1765,6.04727298585723e-07,0.0
1766,5.795205636007137e-07,0.0
1767,5.577201907921594e-07,0.0
1768,6.132747338532292e-07,0.0
1769,4.630032971622963e-07,0.0
1770,4.52135316615048e-07,0.0
1771,5.0827312187656e-07,0.0
1772,4.6559824592610053e-07,0.0
1773,4.774952973970617e-07,0.0
1774,8.09600994752405e-07,0.0
1775,6.802373511456088e-07,0.0
1776,8.383463097061394e-07,0.0
1777,8.358146763904577e-07,0.0
1778,8.377855270477344e-07,0.0
1779,8.649225224287096e-07,0.0
1780,8.884372440271753e-07,0.0
1781,5.445253472251872e-07,0.0
1782,7.40084337686702e-07,0.0
1783,5.410528558513761e-07,0.0
1784,7.166024188011631e-07,0.0
1785,6.837850037300086e-07,0.0
1786,6.894279717276472e-07,0.0
1787,6.372308912919575e-07,0.0
1788,6.251115942339831e-07,0.0
1789,4.2044325506854617e-07,0.0
1790,4.2749351791826484e-07,1.1048484032422883e-09
1791,2.976951196030443e-07,1.1048484032422883e-09
1792,4.2168379163090973e-07,1.1048484032422883e-09
1793,4.5355895801029486e-07,1.1048484032422883e-09
1794,4.82831968692413e-07,1.1048484032422883e-09
1795,5.608139527372e-07,1.1048484032422883e-09
1796,6.282672809935061e-07,1.1048484032422883e-09
1797,6.574834320157866e-07,5.66923650881433e-10
1798,6.543051946599527e-07,5.66923650881433e-10
1799,5.694370039626457e-07,5.66923650881433e-10
1800,5.382712515711319e-07,5.66923650881433e-10
1801,5.505935973815212e-07,5.66923650881433e-10
1802,5.402519605013367e-07,5.66923650881433e-10
1803,5.193600835744811e-07,5.66923650881433e-10
1804,5.064210435128709e-07,0.0
1805,5.730757176739385e-07,0.0
1806,5.294231674010266e-07,0.0
1807,5.379050419053653e-07,0.0
1808,5.036916397622398e-07,0.0
1809,4.790335330946098e-07,0.0
1810,5.227530530354281e-07,0.0
1811,5.094256181337187e-07,0.0
1812,4.2353332828172695e-07,0.0
1813,4.644798232383047e-07,0.0
1814,4.597835661408161e-07,0.0
1815,4.891381349482669e-07,0.0
1816,4.6832872158120153e-07,0.0
1817,3.9853688755491543e-07,0.0
1818,4.102440698261489e-07,0.0
1819,4.0011213237838614e-07,0.0
1820,3.5687710107725123e-07,0.0
1821,3.4016071026599093e-07,1.2855425454308796e-10
1822,3.509217378905305e-07,1.2855425454308796e-10
1823,3.441948471001004e-07,1.2855425454308796e-10
1824,3.5596673342297436e-07,1.2855425454308796e-10
1825,3.5032781754905174e-07,1.2855425454308796e-10
1826,3.503663086641089e-07,1.2855425454308796e-10
1827,3.348463459522983e-07,1.2855425454308796e-10
1828,3.2361057427416587e-07,0.0
1829,3.433296049999106e-07,0.0
1830,3.4168523045861677e-07,0.0
1831,3.178866409468485e-07,0.0
1832,3.0910183365254594e-07,0.0
1833,2.895259427759811e-07,0.0
1834,3.007461109356362e-07,0.0
1835,3.4466907347255725e-07,0.0
1836,3.052406875830067e-07,0.0
1837,3.901436380309471e-07,0.0
1838,4.2044550850407957e-07,0.0
1839,4.4276627672193823e-07,0.0
1840,4.5053211498010827e-07,0.0
1841,4.439430572996831e-07,0.0
1842,3.8827447009940184e-07,0.0
1843,3.7369646577189997e-07,0.0
1844,2.9153515868074464e-07,0.0
1845,2.6469422412641765e-07,0.0
1846,2.4956201879636606e-07,0.0
1847,2.65555304476298e-07,0.0
1848,2.830231449836772e-07,0.0
1849,3.077617581733908e-07,0.0
1850,3.1118917880641153e-07,0.0
1851,3.167078140060247e-07,0.0
1852,3.482088654241774e-07,0.0
1853,3.518955306195234e-07,0.0
1854,3.5558978035104314e-07,0.0
1855,4.119520074904618e-07,0.0
1856,4.043680965943557e-07,0.0
1857,4.64527894499562e-07,0.0
1858,5.526825280607486e-07,0.0
1859,5.786811893163499e-07,0.0
1860,6.107933724511636e-07,0.0
1861,6.378802725391454e-07,0.0
1862,6.264815023574297e-07,0.0
1863,6.53086829061067e-07,0.0
1864,7.417830748376478e-07,0.0
1865,6.852644836336757e-07,0.0
1866,7.190942434525433e-07,4.4239619903915386e-11
1867,8.34159436635673e-07,4.4239619903915386e-11
1868,9.25757595788517e-07,4.4239619903915386e-11
1869,9.182498144712424e-07,4.4239619903915386e-11
1870,9.60930419426274e-07,4.4239619903915386e-11
1871,9.011643555822957e-07,4.4239619903915386e-11
1872,1.0832216210993856e-06,4.4239619903915386e-11
1873,1.0645786606541411e-06,0.0
1874,9.872430593661972e-07,0.0
1875,1.151092541411864e-06,0.0
1876,1.2107801613378148e-06,0.0
1877,1.2546543156791553e-06,0.0
1878,1.2830212280537775e-06,0.0
1879,1.1453932984295534e-06,0.0
1880,1.1909033820042429e-06,1.315467338233337e-10
1881,1.2882025868878242e-06,1.315467338233337e-10
1882,1.150992415789785e-06,1.315467338233337e-10
1883,1.1129291611463747e-06,1.6366936179362009e-10
1884,1.1274751321772264e-06,1.6366936179362009e-10
1885,1.1839277281719011e-06,1.6366936179362009e-10
1886,1.2441545404077e-06,1.6366936179362009e-10
1887,1.2936637452704808e-06,3.212262797028639e-11
1888,1.2673734366736816e-06,3.212262797028639e-11
1889,1.2982844818257685e-06,3.212262797028639e-11
1890,1.3609677255642185e-06,2.529569014570703e-11
1891,1.340478352826072e-06,2.529569014570703e-11
1892,1.2895498327582442e-06,9.271043853255532e-11
1893,1.2738300938508473e-06,2.0801880456262316e-10
1894,1.2838975668013778e-06,2.9638589598463787e-10
1895,1.2936528719365015e-06,3.1755710362878023e-10
1896,1.282492283800301e-06,3.1755710362878023e-10
1897,1.2862252398398205e-06,2.922614134830732e-10
1898,1.3204881302694308e-06,4.004904265362898e-10
1899,1.3423459189912786e-06,4.241452110166831e-10
1900,1.3687973218371293e-06,3.269074495231601e-10
1901,1.3570976469574297e-06,3.0708710574423037e-10
1902,1.348660280850059e-06,3.0313418838571037e-10
1903,1.3343260434339754e-06,4.944039185986579e-10
1904,1.3804477053521883e-06,6.846488019375738e-10
1905,1.4255785377567269e-06,1.1558005861912945e-09
1906,1.4584515578722597e-06,1.1578209700515073e-09
1907,1.4680735570696664e-06,1.198351061239476e-09
1908,1.5039853289116373e-06,1.129804313596391e-09
1909,1.5679500588053737e-06,1.1125860233107687e-09
1910,1.5959693980351273e-06,9.350901828646713e-10
1911,1.6240418777410274e-06,7.728011633401088e-10
1912,1.6514175870595084e-06,2.0783447383733644e-10
1913,1.696549670019262e-06,1.14744557109882e-10
1914,1.8073247929351055e-06,7.076035095167553e-11
1915,1.806758258940785e-06,2.9390245891753557e-10
1916,1.8069846094346888e-06,3.0895432145167893e-10
1917,1.8248529808520938e-06,3.231119003307573e-10
1918,1.8542902710448419e-06,3.6705723579658466e-10
1919,1.8361738187065515e-06,4.3787760619798787e-10
1920,1.8650891076634122e-06,4.842809159641018e-10
1921,1.857747146719443e-06,4.696644263977947e-10
1922,1.956949225651832e-06,2.706736144743514e-10
1923,1.956388002456931e-06,2.8017519653517857e-10
1924,2.0089410911948235e-06,2.76665258163484e-10
1925,2.0034552790093585e-06,2.737795823382072e-10
1926,2.078658034016761e-06,2.1146806726348088e-10
1927,2.0792992277815107e-06,1.8780313613765897e-10
1928,2.0651784780056914e-06,1.8780313613765897e-10
1929,2.0014929629853995e-06,1.6365184009524215e-10
1930,2.106104700162957e-06,1.3909839550027162e-10
1931,2.1508267959039325e-06,1.146768652260377e-10
1932,2.184180630138144e-06,4.566134177113363e-11
1933,2.2256357234644904e-06,2.273837864029206e-11
1934,2.3015463089645242e-06,2.2467874782883257e-11
1935,2.3246411728905514e-06,2.2467874782883257e-11
1936,2.3851831818839334e-06,2.2467874782883257e-11
1937,2.3227643006456285e-06,2.2467874782883257e-11
1938,2.315372804722366e-06,4.422012557712764e-11
1939,2.5167431171472084e-06,9.400817624349855e-11
1940,2.436588147247676e-06,9.400817624349855e-11
1941,2.3550726057562443e-06,7.15403014606153e-11
1942,2.342875437274675e-06,7.15403014606153e-11
1943,2.316403522075104e-06,7.15403014606153e-11
1944,2.2940823620436797e-06,7.15403014606153e-11
1945,2.2338379202275453e-06,6.855747120797823e-11
1946,2.0477339636012663e-06,1.3460614963925873e-10
1947,2.054795995068811e-06,1.3460614963925873e-10
1948,2.069901240377346e-06,1.5170614962668949e-10
1949,2.0407773685552196e-06,1.5170614962668949e-10
1950,2.0205668696300042e-06,1.5170614962668949e-10
1951,2.0493706805219906e-06,1.5170614962668949e-10
1952,2.0734332143287508e-06,1.3293672908508214e-10
1953,2.0387205950100906e-06,1.709999998743074e-11
1954,2.0187489521309284e-06,1.709999998743074e-11
1955,2.0185863799529865e-06,0.0
1956,1.9686680161612458e-06,0.0
1957,1.9327122312720997e-06,0.0
1958,1.8914443476855273e-06,0.0
1959,1.8538389667810407e-06,1.1293938998299273e-11
1960,1.8281684463415461e-06,1.1293938998299273e-11
1961,2.7552237855031436e-06,2.2549507895851052e-11
1962,2.8250663522807632e-06,2.2549507895851052e-11
1963,2.940128768256857e-06,2.2549507895851052e-11
1964,2.9965912550064137e-06,2.2549507895851052e-11
1965,3.0997563271739637e-06,4.89947526993717e-11
1966,3.113625585423766e-06,3.770081370107243e-11
1967,3.1270119182279032e-06,3.770081370107243e-11
1968,2.198795121850188e-06,2.644524480352065e-11
1969,2.0957562095905554e-06,3.542213050655718e-11
1970,1.999163552162437e-06,6.173065729221859e-11
1971,1.951342158333448e-06,6.173065729221859e-11
1972,1.8338244314821038e-06,3.528541248869794e-11
1973,1.8419280617568542e-06,3.528541248869794e-11
1974,1.7981870671844393e-06,3.528541248869794e-11
1975,1.9202050225430867e-06,3.528541248869794e-11
1976,1.9718947084714145e-06,5.845425135994224e-11
1977,1.9954121788552063e-06,3.214572457428082e-11
1978,2.042629765648079e-06,8.11052950990186e-11
1979,2.07260515188474e-06,8.11052950990186e-11
1980,2.064976537699944e-06,8.11052950990186e-11
1981,2.078676337597634e-06,1.039946918262353e-10
1982,1.9471746099952725e-06,1.1140618685504374e-10
1983,1.9106932508553394e-06,7.926046228076292e-11
1984,1.909886139271423e-06,7.926046228076292e-11
1985,1.950013565224903e-06,3.0300891756025146e-11
1986,2.0031183437043054e-06,3.0300891756025146e-11
1987,2.0698197106737226e-06,3.0300891756025146e-11
1988,2.151194118076611e-06,7.411495028808446e-12
1989,2.2928933926128333e-06,0.0
1990,2.345671305192809e-06,0.0
1991,2.5143424084360177e-06,0.0
1992,2.549395990821982e-06,0.0
1993,2.6076868705006617e-06,6.441359350668157e-12
1994,2.6962373859922602e-06,6.441359350668157e-12
1995,2.7619736816372357e-06,1.9215622149015843e-11
1996,2.7068162385798393e-06,1.9215622149015843e-11
1997,2.7851352634960288e-06,1.9215622149015843e-11
1998,2.8377200383796923e-06,1.9215622149015843e-11
1999,2.9466377782227937e-06,1.9215622149015843e-11
2000,3.0596928744281674e-06,1.2774262798347686e-11
2001,3.114212144542502e-06,1.2774262798347686e-11
2002,3.234612157549626e-06,0.0
2003,3.4728475384326885e-06,0.0
2004,3.7002350187062153e-06,0.0
2005,3.868625591556858e-06,1.4905780974596082e-11
2006,4.0479504020497965e-06,2.0052353131136005e-11
2007,4.474792409122788e-06,2.0052353131136005e-11
2008,4.852881504900454e-06,2.0052353131136005e-11
2009,5.18857723363908e-06,2.0052353131136005e-11
2010,5.549911358165056e-06,2.0052353131136005e-11
2011,5.941285118231983e-06,2.469475021297082e-11
2012,6.461073553509777e-06,9.788969238374738e-12
2013,6.913128020512106e-06,4.642397081834813e-12
2014,7.107589876146189e-06,4.642397081834813e-12
2015,7.353307799868551e-06,4.642397081834813e-12
2016,7.458599546745452e-06,4.642397081834813e-12
2017,7.597372359668952e-06,5.416129928807282e-12
2018,7.673625896131853e-06,0.0
2019,7.532944550803222e-06,0.0
