ngram,Nuker,Nukar
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,2.712369503602271e-09
1777,0.0,2.712369503602271e-09
1778,0.0,2.712369503602271e-09
1779,0.0,2.712369503602271e-09
1780,0.0,2.712369503602271e-09
1781,0.0,2.712369503602271e-09
1782,0.0,2.712369503602271e-09
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,9.979855672018596e-10,0.0
1795,9.979855672018596e-10,0.0
1796,9.979855672018596e-10,0.0
1797,1.5649092180832928e-09,0.0
1798,1.5649092180832928e-09,0.0
1799,1.5649092180832928e-09,0.0
1800,1.5649092180832928e-09,0.0
1801,5.66923650881433e-10,0.0
1802,5.66923650881433e-10,4.341267980022069e-10
1803,5.66923650881433e-10,4.341267980022069e-10
1804,0.0,4.341267980022069e-10
1805,0.0,4.341267980022069e-10
1806,0.0,4.341267980022069e-10
1807,0.0,4.341267980022069e-10
1808,0.0,4.341267980022069e-10
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,1.2855425454308796e-10,0.0
1822,1.2855425454308796e-10,0.0
1823,1.2855425454308796e-10,0.0
1824,1.2855425454308796e-10,0.0
1825,1.2855425454308796e-10,0.0
1826,1.2855425454308796e-10,0.0
1827,1.2855425454308796e-10,0.0
1828,1.103293091807091e-10,0.0
1829,1.103293091807091e-10,0.0
1830,1.103293091807091e-10,0.0
1831,1.103293091807091e-10,0.0
1832,1.103293091807091e-10,0.0
1833,1.103293091807091e-10,0.0
1834,1.933895028243577e-10,0.0
1835,8.306019364364862e-11,0.0
1836,8.306019364364862e-11,0.0
1837,8.306019364364862e-11,0.0
1838,8.306019364364862e-11,0.0
1839,6.135302424833558e-10,0.0
1840,6.135302424833558e-10,0.0
1841,5.304700488397072e-10,0.0
1842,5.912854888252233e-10,0.0
1843,5.912854888252233e-10,1.3114905986607742e-10
1844,5.912854888252233e-10,1.3114905986607742e-10
1845,5.912854888252233e-10,1.3114905986607742e-10
1846,1.2603593962141295e-10,1.3114905986607742e-10
1847,1.2603593962141295e-10,1.3114905986607742e-10
1848,3.447866397150128e-10,1.3114905986607742e-10
1849,2.8397119972949676e-10,1.3114905986607742e-10
1850,2.8397119972949676e-10,0.0
1851,2.8397119972949676e-10,0.0
1852,2.8397119972949676e-10,2.022462832128115e-10
1853,2.1875070009359987e-10,2.022462832128115e-10
1854,2.1875070009359987e-10,2.022462832128115e-10
1855,0.0,2.5474803219286256e-10
1856,0.0,2.5474803219286256e-10
1857,0.0,2.5474803219286256e-10
1858,0.0,3.1235154542206903e-10
1859,6.09293885186649e-11,1.101052622092575e-10
1860,6.09293885186649e-11,1.101052622092575e-10
1861,1.1741606893116748e-10,1.101052622092575e-10
1862,1.1741606893116748e-10,5.7603513229206473e-11
1863,2.12891831148048e-10,2.0081716051960948e-10
1864,2.12891831148048e-10,2.0081716051960948e-10
1865,2.12891831148048e-10,1.4321364729040298e-10
1866,1.5196244262938308e-10,1.4321364729040298e-10
1867,1.5196244262938308e-10,1.4321364729040298e-10
1868,2.2991086019124348e-10,1.4321364729040298e-10
1869,2.2991086019124348e-10,1.4321364729040298e-10
1870,2.1890801869618925e-10,0.0
1871,2.59484081047542e-10,0.0
1872,3.0043579132435893e-10,0.0
1873,3.3944454390168385e-10,0.0
1874,3.3944454390168385e-10,0.0
1875,2.0500944592732091e-10,0.0
1876,7.033252472484922e-10,3.833198441200685e-11
1877,6.538039990352676e-10,3.833198441200685e-11
1878,6.495132963215054e-10,3.833198441200685e-11
1879,6.434753999481505e-10,3.833198441200685e-11
1880,6.044666473708255e-10,3.833198441200685e-11
1881,8.254258189653387e-10,3.833198441200685e-11
1882,8.254258189653387e-10,3.833198441200685e-11
1883,3.9135527358474016e-10,3.212262797028639e-11
1884,3.5640360107613844e-10,3.212262797028639e-11
1885,3.2011824143854794e-10,3.212262797028639e-11
1886,2.8520442753508593e-10,3.212262797028639e-11
1887,2.8520442753508593e-10,3.212262797028639e-11
1888,6.424525594057279e-11,3.212262797028639e-11
1889,6.424525594057279e-11,3.212262797028639e-11
1890,0.0,0.0
1891,0.0,0.0
1892,2.247158213476906e-11,0.0
1893,2.247158213476906e-11,0.0
1894,2.247158213476906e-11,0.0
1895,2.247158213476906e-11,0.0
1896,4.185200797035549e-11,0.0
1897,4.185200797035549e-11,0.0
1898,5.989017615171122e-11,0.0
1899,3.741859401694216e-11,0.0
1900,3.741859401694216e-11,0.0
1901,3.741859401694216e-11,0.0
1902,3.741859401694216e-11,0.0
1903,1.803816818135573e-11,3.1878289690518664e-11
1904,1.803816818135573e-11,3.1878289690518664e-11
1905,3.0493724608885284e-11,4.71251519949613e-11
1906,4.600871073012769e-11,4.71251519949613e-11
1907,4.600871073012769e-11,4.71251519949613e-11
1908,7.345761895586175e-11,4.71251519949613e-11
1909,7.345761895586175e-11,4.71251519949613e-11
1910,8.723150872271189e-11,1.5246862304442642e-11
1911,8.723150872271189e-11,1.6900410733576366e-10
1912,7.11518919179913e-11,1.5375724503132104e-10
1913,5.5636905796748894e-11,1.6805516403087647e-10
1914,5.5636905796748894e-11,1.6805516403087647e-10
1915,2.8187997571014835e-11,1.8399388659487822e-10
1916,5.829172263930157e-11,1.9904574912902159e-10
1917,4.451783287245143e-11,1.9904574912902159e-10
1918,4.451783287245143e-11,4.528850409770056e-11
1919,3.0103725068286735e-11,4.528850409770056e-11
1920,3.0103725068286735e-11,3.099058509814512e-11
1921,3.0103725068286735e-11,3.099058509814512e-11
1922,3.0103725068286735e-11,1.5051862534143368e-11
1923,0.0,0.0
1924,0.0,0.0
1925,0.0,0.0
1926,0.0,0.0
1927,0.0,0.0
1928,0.0,0.0
1929,0.0,0.0
1930,1.0890957183714737e-10,0.0
1931,1.0890957183714737e-10,0.0
1932,1.3255281792824902e-10,0.0
1933,1.3255281792824902e-10,0.0
1934,1.3255281792824902e-10,0.0
1935,1.3255281792824902e-10,0.0
1936,1.3255281792824902e-10,0.0
1937,2.3643246091101642e-11,2.2442416972420378e-11
1938,2.3643246091101642e-11,2.2442416972420378e-11
1939,0.0,2.2442416972420378e-11
1940,0.0,2.2442416972420378e-11
1941,0.0,2.2442416972420378e-11
1942,0.0,2.2442416972420378e-11
1943,0.0,4.389574219982555e-11
1944,0.0,2.1453325227405173e-11
1945,1.876942054160732e-11,2.1453325227405173e-11
1946,1.876942054160732e-11,3.800142938421252e-11
1947,1.876942054160732e-11,3.800142938421252e-11
1948,1.876942054160732e-11,7.2201429359074e-11
1949,1.876942054160732e-11,7.2201429359074e-11
1950,1.876942054160732e-11,5.074810413166883e-11
1951,1.876942054160732e-11,5.074810413166883e-11
1952,0.0,5.074810413166883e-11
1953,0.0,3.419999997486148e-11
1954,0.0,3.419999997486148e-11
1955,0.0,5.79770081150193e-11
1956,0.0,5.79770081150193e-11
1957,0.0,5.79770081150193e-11
1958,0.0,5.79770081150193e-11
1959,1.084218175557388e-09,8.056488611161785e-11
1960,1.084218175557388e-09,1.1232846993828157e-10
1961,1.084218175557388e-09,1.4609517762220747e-10
1962,1.1046216877704955e-09,9.831992561374189e-11
1963,1.1145255442752372e-09,1.0822378211848362e-10
1964,1.1235188543401442e-09,1.2621040224829779e-10
1965,1.1323339359413177e-09,1.4384056545064487e-10
1966,4.811576038392979e-11,1.3883883031346704e-10
1967,7.464979725638595e-11,1.0707524648680331e-10
1968,9.236288024088474e-11,1.2644778577383268e-10
1969,7.19593680277773e-11,1.5215357247942507e-10
1970,6.205551152303558e-11,1.5101922490323716e-10
1971,5.30622014581285e-11,1.33032604773423e-10
1972,4.424711985695495e-11,1.154024415710759e-10
1973,4.424711985695495e-11,9.781629871165519e-11
1974,2.5860585994059396e-11,1.059638017212158e-10
1975,8.147503009560607e-12,5.2824554750260535e-11
1976,3.6175045944886186e-10,1.691701193811441e-11
1977,3.6175045944886186e-10,2.4200324779835978e-11
1978,3.6991038803486324e-10,2.4200324779835978e-11
1979,3.9429349071465735e-10,3.232802567310067e-11
1980,4.256408003833201e-10,4.016485309026636e-11
1981,4.861614875554096e-10,6.25365443953006e-11
1982,5.009844776130265e-10,9.218252451053438e-11
1983,1.7699154394074894e-10,1.2179254727755813e-10
1984,2.2844569837001038e-10,1.0573972550728276e-10
1985,2.347539196764384e-10,2.359530735478772e-10
1986,2.3109648222829904e-10,2.347339277318307e-10
1987,2.131241076476696e-10,2.2689710031466503e-10
1988,1.5138732727721608e-10,1.9637790600007017e-10
1989,1.4986836077701682e-10,1.667319258848364e-10
1990,1.2691580028986341e-10,1.3712190311781265e-10
1991,1.0173871963146754e-10,1.5682970795032654e-10
1992,9.999526207060683e-11,2.6616359909732116e-11
1993,7.926959683895213e-11,2.6149164183182042e-11
1994,8.540405188606215e-11,2.6149164183182042e-11
1995,1.295696932682563e-10,2.6149164183182042e-11
1996,2.2970237418500668e-10,5.765935942988623e-11
1997,2.8057015837618897e-10,1.0367955502069544e-10
1998,4.73849013598355e-10,8.397175018818156e-11
1999,6.292448863552482e-10,8.397175018818156e-11
2000,9.875225161413782e-10,7.75303908375134e-11
2001,1.1099935692815421e-09,7.75303908375134e-11
2002,1.1179506090705109e-09,8.289894465329795e-11
2003,2.051615801848935e-09,6.1705024026867e-11
2004,2.2464178572878524e-09,3.0824465995544465e-11
2005,2.1361709821667218e-09,3.0824465995544465e-11
2006,2.0092229943305793e-09,4.111761030862431e-11
2007,1.7529214270593586e-09,4.111761030862431e-11
2008,1.7167625733703419e-09,1.5752136202560963e-10
2009,1.719938671643614e-09,2.3512638859722404e-10
2010,6.892123588112372e-10,2.248101139769508e-10
2011,5.43660193252915e-10,2.096704764174641e-10
2012,5.411482898692072e-10,2.096704764174641e-10
2013,6.498043541739282e-10,2.100793775050569e-10
2014,5.790027911488162e-10,2.2047087766541296e-10
2015,4.894732149358332e-10,1.0949779723807523e-10
2016,4.460184830595055e-10,3.904118843687878e-11
2017,5.012500484125049e-10,4.554805317635857e-11
2018,4.5201486720269913e-10,5.4657663811630286e-11
2019,3.78123570649036e-10,6.832207976453786e-11
