ngram,Kerberos,Kerberus
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,9.289466021808072e-11,0.0
1832,9.289466021808072e-11,0.0
1833,9.289466021808072e-11,0.0
1834,9.289466021808072e-11,0.0
1835,9.289466021808072e-11,0.0
1836,9.289466021808072e-11,7.506117632211889e-10
1837,5.575431069207834e-10,7.506117632211889e-10
1838,4.6464844670270264e-10,7.506117632211889e-10
1839,4.6464844670270264e-10,7.506117632211889e-10
1840,4.6464844670270264e-10,7.506117632211889e-10
1841,5.34626057710089e-10,7.506117632211889e-10
1842,7.778878176521533e-10,7.506117632211889e-10
1843,7.778878176521533e-10,0.0
1844,3.132393709494506e-10,0.0
1845,3.132393709494506e-10,0.0
1846,3.132393709494506e-10,0.0
1847,3.132393709494506e-10,0.0
1848,6.807631601292639e-10,0.0
1849,8.136781407383101e-10,0.0
1850,8.136781407383101e-10,0.0
1851,8.136781407383101e-10,0.0
1852,8.136781407383101e-10,0.0
1853,8.136781407383101e-10,0.0
1854,8.136781407383101e-10,0.0
1855,3.761767405511104e-10,0.0
1856,0.0,0.0
1857,0.0,0.0
1858,0.0,0.0
1859,6.09293885186649e-11,0.0
1860,6.098862684719311e-10,0.0
1861,3.886113811698724e-09,0.0
1862,5.056197524159042e-09,0.0
1863,5.056197524159042e-09,0.0
1864,1.0001185181605722e-08,0.0
1865,1.6192902288888637e-08,0.0
1866,1.7680359589076844e-08,0.0
1867,2.447752032809701e-08,1.2963737226558336e-10
1868,2.4696605268762336e-08,1.2963737226558336e-10
1869,2.6891321804254986e-08,2.2276893900980657e-09
1870,3.014352919653415e-08,3.1568915021778262e-09
1871,2.6699855786611286e-08,3.1974675645291787e-09
1872,2.067194552043564e-08,3.238419274805996e-09
1873,1.9435628852347364e-08,3.238419274805996e-09
1874,1.4036806257016515e-08,3.148522617227708e-09
1875,1.2747820323154104e-08,3.1886376475728386e-09
1876,9.996331825793244e-09,1.2822455557654727e-09
1877,9.225693161799394e-09,6.326568237545262e-10
1878,1.490888003528669e-08,6.28366121040764e-10
1879,1.9912317604310814e-08,7.27069666377795e-10
1880,2.2724482422782037e-08,7.928430332894618e-10
1881,2.2355467128270286e-08,7.84667913977799e-10
1882,2.5464311357938285e-08,8.093720416102457e-10
1883,2.6296517852131274e-08,7.462026274662747e-10
1884,2.573713623174204e-08,4.665892473974611e-10
1885,1.8987984264283242e-08,1.8814677752284783e-09
1886,1.506222752872028e-08,1.7418125196146305e-09
1887,1.3485494879513941e-08,1.6760391527029635e-09
1888,1.3230354462783517e-08,1.6714763997497224e-09
1889,1.089866558905734e-08,1.6066572417721454e-09
1890,1.0920297428234399e-08,1.908193474263266e-09
1891,1.0073522460629647e-08,2.010613681499177e-09
1892,1.1525786166747106e-08,9.189951081868739e-10
1893,1.1275950459069658e-08,9.189951081868739e-10
1894,1.4897923275977324e-08,9.189951081868739e-10
1895,1.4527488291702996e-08,9.555058886969091e-10
1896,1.2416125524542362e-08,9.555058886969091e-10
1897,1.2305078606849357e-08,8.041304685616321e-10
1898,1.1752773357695138e-08,7.017102613257212e-10
1899,1.1467984276488811e-08,7.610847983587275e-10
1900,1.1181085898418327e-08,1.0321438783021465e-09
1901,6.971265342770039e-09,1.0321438783021465e-09
1902,8.911233782628512e-09,9.686302553697195e-10
1903,8.405714981206204e-09,1.0005085450602381e-09
1904,7.319125400988875e-09,1.0072245379014584e-09
1905,7.192436931749821e-09,1.1596931629284261e-09
1906,5.636158111650096e-09,7.407733117391149e-10
1907,5.033955744312582e-09,4.843644057268242e-10
1908,4.458586024190327e-09,5.118133139525582e-10
1909,1.8001904094384307e-09,5.531563421598154e-10
1910,2.0671890231329014e-09,5.763736115366974e-10
1911,2.03530027752054e-09,2.9100629445848776e-10
1912,2.0280627653436666e-09,1.96194100648179e-10
1913,3.2540325989316443e-09,2.1049201964773445e-10
1914,3.458427655367302e-09,1.9584184571660605e-10
1915,3.2972850323125566e-09,1.8433166005487374e-10
1916,3.318889544142881e-09,2.182479465008745e-10
1917,2.9366738088906376e-09,1.7711812175643819e-10
1918,2.9866537655718973e-09,1.7711812175643819e-10
1919,2.7395303168832795e-09,1.4787318393581573e-10
1920,1.6990320737621444e-09,2.2638188446848824e-10
1921,2.2916572607810183e-09,2.826051010270828e-10
1922,4.169677952121325e-09,2.66666378463081e-10
1923,4.282097961930528e-09,1.9140706380982309e-10
1924,4.738939145860448e-09,2.0186285976109275e-10
1925,5.601593157576547e-09,2.248680349069078e-10
1926,6.009686795823857e-09,1.9645654151087148e-10
1927,6.618990276509505e-09,1.0364992197864353e-10
1928,6.221227501411266e-09,1.1585516673002466e-10
1929,4.372922674760511e-09,1.1585516673002466e-10
1930,5.039261944236476e-09,1.1585516673002466e-10
1931,4.9868627798639005e-09,1.4389965607986e-10
1932,4.120322924120298e-09,1.2089448093404494e-10
1933,3.871344879589702e-09,1.2089448093404494e-10
1934,3.3221072083731785e-09,1.2089448093404494e-10
1935,3.22030051831084e-09,5.2466019624069253e-11
1936,3.093067135750971e-09,5.2466019624069253e-11
1937,2.52971694385857e-09,5.2466019624069253e-11
1938,1.9609007116473875e-09,0.0
1939,2.125274210586424e-09,0.0
1940,2.0820337834745064e-09,0.0
1941,2.258787125595875e-09,0.0
1942,2.0829575366119813e-09,0.0
1943,2.2362261724901647e-09,0.0
1944,1.8218493856382777e-09,0.0
1945,1.884995746794159e-09,0.0
1946,1.817509698298636e-09,0.0
1947,1.857602643135741e-09,0.0
1948,1.9872669224493424e-09,0.0
1949,2.698433429085664e-09,2.2108010660255266e-10
1950,2.876379531383374e-09,5.425596480027447e-10
1951,4.441277203147211e-09,5.425596480027447e-10
1952,4.8243761049552145e-09,5.425596480027447e-10
1953,5.290988504467821e-09,5.425596480027447e-10
1954,5.573601199618647e-09,5.425596480027447e-10
1955,5.5548712931040106e-09,5.425596480027447e-10
1956,5.925928890450547e-09,3.2147954140019207e-10
1957,5.723964080495136e-09,1.2743725717547149e-11
1958,4.423501263696648e-09,1.2743725717547149e-11
1959,4.488825771404541e-09,3.5331603714145694e-11
1960,4.25570291705059e-09,5.650732560440781e-11
1961,5.36339996225012e-09,5.650732560440781e-11
1962,5.263112437933362e-09,5.650732560440781e-11
1963,4.709409005622587e-09,5.650732560440781e-11
1964,5.173999292499129e-09,4.3763599886860656e-11
1965,5.822309428233601e-09,4.3763599886860656e-11
1966,6.06786551163704e-09,2.1175721890262114e-11
1967,6.046363029302679e-09,0.0
1968,4.960272510195247e-09,1.7713082984498792e-11
1969,5.387455434150265e-09,4.464373910233783e-11
1970,4.932925655255969e-09,7.972177481655303e-11
1971,5.1891089837750675e-09,1.1552537696310087e-10
1972,5.375944229462399e-09,1.5900260275092393e-10
1973,5.2829321552293e-09,1.5900260275092393e-10
1974,5.236221392987009e-09,1.7529760877004515e-10
1975,5.315174617897307e-09,2.14351026016159e-10
1976,4.898731452231329e-09,1.9545680104189016e-10
1977,4.961756624613908e-09,1.6840517621281263e-10
1978,4.255386138701007e-09,1.4892143123826759e-10
1979,3.5540431867328184e-09,1.298273081302386e-10
1980,3.3201510112641178e-09,1.298273081302386e-10
1981,3.2396860115215175e-09,1.211621006897661e-10
1982,3.4775133566406727e-09,1.459220447847758e-10
1983,3.808969203536858e-09,1.378856136412056e-10
1984,4.168138849942287e-09,1.2985920275606792e-10
1985,6.040147461559644e-09,1.6417787070320345e-10
1986,8.548766393192051e-09,1.397947680234094e-10
1987,1.5969559864968475e-08,1.7991957229623878e-10
1988,2.7537069703851913e-08,1.9308400315117983e-10
1989,4.055400935700147e-08,1.4481761821473682e-10
1990,5.443866563885942e-08,1.5813254277447745e-10
1991,7.266407691426074e-08,1.84409616545343e-10
1992,9.859346152195161e-08,1.9103220790953453e-10
1993,1.2386861060674293e-07,2.1679764531220717e-10
1994,1.401547444450963e-07,1.961822311745211e-10
1995,1.4884805819649826e-07,2.1371079112724496e-10
1996,1.7208782310262905e-07,2.1826296920617645e-10
1997,2.3294665295127614e-07,2.394631893570016e-10
1998,2.8453611175141956e-07,2.1318611558613602e-10
1999,3.223470120669195e-07,2.2100392944273446e-10
2000,4.2128626124135084e-07,2.1081577951585573e-10
2001,4.5115158034799864e-07,2.9779171787211057e-10
2002,4.895975393992558e-07,3.0241735901207333e-10
2003,5.327701119637953e-07,3.729260055524668e-10
2004,5.135042166719879e-07,5.352261550628512e-10
2005,4.958944462682016e-07,5.55100529034799e-10
2006,4.9763368841533e-07,5.3119417594719e-10
2007,4.362086087894568e-07,5.90757147565592e-10
2008,4.3881304837408865e-07,4.895628986526354e-10
2009,4.1880023055845026e-07,5.129933348153276e-10
2010,3.7226341679083165e-07,4.947381675961854e-10
2011,3.4620007990529953e-07,3.257772548749736e-10
2012,3.2964439355964714e-07,3.059028809030259e-10
2013,2.9732427719864063e-07,2.647303036507065e-10
2014,2.556846640443057e-07,2.207645440463083e-10
2015,2.2737686679517667e-07,2.371961496264571e-10
2016,2.0759375729539897e-07,2.3966062666160223e-10
2017,2.0274598000469268e-07,1.7452739485094662e-10
2018,2.0096487105547566e-07,1.704367397215023e-10
2019,1.875589887845308e-07,2.1304592465187788e-10
