ngram,JavaScript
1500,0.0
1501,0.0
1502,0.0
1503,0.0
1504,0.0
1505,0.0
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,0.0
1519,0.0
1520,0.0
1521,0.0
1522,0.0
1523,0.0
1524,0.0
1525,0.0
1526,0.0
1527,0.0
1528,0.0
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,0.0
1543,0.0
1544,0.0
1545,0.0
1546,0.0
1547,0.0
1548,0.0
1549,0.0
1550,0.0
1551,0.0
1552,0.0
1553,0.0
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,0.0
1567,0.0
1568,0.0
1569,0.0
1570,0.0
1571,0.0
1572,0.0
1573,0.0
1574,0.0
1575,0.0
1576,0.0
1577,0.0
1578,0.0
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1590,0.0
1591,0.0
1592,0.0
1593,0.0
1594,0.0
1595,0.0
1596,0.0
1597,0.0
1598,0.0
1599,0.0
1600,0.0
1601,0.0
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,0.0
1615,0.0
1616,0.0
1617,0.0
1618,0.0
1619,0.0
1620,0.0
1621,0.0
1622,0.0
1623,0.0
1624,0.0
1625,0.0
1626,0.0
1627,0.0
1628,0.0
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,0.0
1639,0.0
1640,0.0
1641,0.0
1642,0.0
1643,0.0
1644,0.0
1645,0.0
1646,0.0
1647,0.0
1648,0.0
1649,0.0
1650,0.0
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,0.0
1663,0.0
1664,0.0
1665,0.0
1666,0.0
1667,0.0
1668,0.0
1669,0.0
1670,0.0
1671,0.0
1672,0.0
1673,0.0
1674,0.0
1675,0.0
1676,0.0
1677,0.0
1678,0.0
1679,0.0
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,0.0
1685,0.0
1686,0.0
1687,0.0
1688,0.0
1689,0.0
1690,0.0
1691,0.0
1692,0.0
1693,0.0
1694,0.0
1695,0.0
1696,0.0
1697,0.0
1698,0.0
1699,0.0
1700,0.0
1701,0.0
1702,0.0
1703,0.0
1704,0.0
1705,0.0
1706,0.0
1707,0.0
1708,0.0
1709,0.0
1710,0.0
1711,0.0
1712,0.0
1713,0.0
1714,0.0
1715,0.0
1716,0.0
1717,0.0
1718,0.0
1719,0.0
1720,0.0
1721,0.0
1722,0.0
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,0.0
1728,0.0
1729,0.0
1730,0.0
1731,0.0
1732,0.0
1733,0.0
1734,0.0
1735,0.0
1736,0.0
1737,0.0
1738,0.0
1739,0.0
1740,0.0
1741,0.0
1742,0.0
1743,0.0
1744,0.0
1745,0.0
1746,0.0
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1751,0.0
1752,0.0
1753,0.0
1754,0.0
1755,0.0
1756,0.0
1757,0.0
1758,0.0
1759,0.0
1760,0.0
1761,0.0
1762,0.0
1763,0.0
1764,0.0
1765,0.0
1766,0.0
1767,0.0
1768,0.0
1769,0.0
1770,0.0
1771,0.0
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,0.0
1779,0.0
1780,0.0
1781,0.0
1782,0.0
1783,0.0
1784,0.0
1785,0.0
1786,0.0
1787,0.0
1788,0.0
1789,0.0
1790,0.0
1791,0.0
1792,0.0
1793,0.0
1794,0.0
1795,0.0
1796,0.0
1797,0.0
1798,0.0
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1810,0.0
1811,0.0
1812,0.0
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,0.0
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,0.0
1831,0.0
1832,0.0
1833,0.0
1834,0.0
1835,0.0
1836,0.0
1837,0.0
1838,0.0
1839,0.0
1840,0.0
1841,0.0
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,0.0
1850,0.0
1851,0.0
1852,0.0
1853,0.0
1854,0.0
1855,0.0
1856,0.0
1857,0.0
1858,0.0
1859,0.0
1860,0.0
1861,0.0
1862,0.0
1863,0.0
1864,0.0
1865,0.0
1866,0.0
1867,0.0
1868,0.0
1869,0.0
1870,0.0
1871,0.0
1872,0.0
1873,0.0
1874,0.0
1875,0.0
1876,0.0
1877,0.0
1878,0.0
1879,0.0
1880,0.0
1881,0.0
1882,0.0
1883,0.0
1884,0.0
1885,0.0
1886,0.0
1887,0.0
1888,0.0
1889,0.0
1890,0.0
1891,0.0
1892,0.0
1893,0.0
1894,0.0
1895,0.0
1896,3.9342264049732225e-09
1897,1.6473536439726947e-08
1898,1.6473536439726947e-08
1899,1.6473536439726947e-08
1900,1.6491607044263494e-08
1901,1.6491607044263494e-08
1902,1.6491607044263494e-08
1903,1.255738063929027e-08
1904,1.8070604536544822e-11
1905,1.8070604536544822e-11
1906,1.8070604536544822e-11
1907,0.0
1908,0.0
1909,0.0
1910,0.0
1911,0.0
1912,0.0
1913,0.0
1914,0.0
1915,0.0
1916,0.0
1917,0.0
1918,0.0
1919,0.0
1920,0.0
1921,0.0
1922,0.0
1923,0.0
1924,0.0
1925,0.0
1926,0.0
1927,0.0
1928,0.0
1929,0.0
1930,0.0
1931,3.9349514123289605e-10
1932,3.9349514123289605e-10
1933,3.9349514123289605e-10
1934,3.9349514123289605e-10
1935,3.9349514123289605e-10
1936,3.9349514123289605e-10
1937,3.9349514123289605e-10
1938,6.525675238273315e-11
1939,6.525675238273315e-11
1940,6.525675238273315e-11
1941,6.525675238273315e-11
1942,6.525675238273315e-11
1943,6.525675238273315e-11
1944,8.4228074911533e-11
1945,1.8971322528799864e-11
1946,1.8971322528799864e-11
1947,5.322375774235206e-10
1948,5.322375774235206e-10
1949,5.322375774235206e-10
1950,5.322375774235206e-10
1951,5.298153532958974e-10
1952,5.298153532958974e-10
1953,5.298153532958974e-10
1954,1.654909840117672e-11
1955,1.654909840117672e-11
1956,1.654909840117672e-11
1957,1.654909840117672e-11
1958,0.0
1959,0.0
1960,3.176358382666373e-11
1961,3.176358382666373e-11
1962,3.176358382666373e-11
1963,3.176358382666373e-11
1964,4.975020395647789e-11
1965,2.701272380381933e-10
1966,3.316787400287069e-10
1967,3.2644919307449934e-10
1968,3.2644919307449934e-10
1969,3.5337984919233835e-10
1970,3.7091886704944596e-10
1971,3.529322469196318e-10
1972,1.3255521283791642e-10
1973,7.100371084740281e-11
1974,4.446967397494664e-11
1975,4.446967397494664e-11
1976,6.57576057097994e-11
1977,3.2111654605212637e-10
1978,3.2111654605212637e-10
1979,3.2111654605212637e-10
1980,4.073216446671373e-10
1981,1.200820688916439e-09
1982,1.3194046093773742e-09
1983,6.800857979946276e-09
1984,6.7631790088919425e-09
1985,6.82828568291224e-09
1986,8.804132470682395e-09
1987,8.771427112419516e-09
1988,8.262115884307062e-09
1989,8.981685446972167e-09
1990,5.123036554501224e-09
1991,5.446205379535028e-09
1992,1.0623671811308251e-08
1993,1.743195933910448e-07
1994,4.41648782085429e-07
1995,6.513990293198293e-07
1996,8.511988988578269e-07
1997,1.0420073415546533e-06
1998,1.315830317594191e-06
1999,1.667372121768754e-06
2000,1.753756448254405e-06
2001,1.7814243327458307e-06
2002,1.7567499526194297e-06
2003,1.8695255253727997e-06
2004,2.077519768915538e-06
2005,2.185645566247071e-06
2006,2.255841406752422e-06
2007,2.553141095112161e-06
2008,2.7417004925415052e-06
2009,2.970868178765938e-06
2010,2.986964091178379e-06
2011,2.9580167912562113e-06
2012,2.933557750241432e-06
2013,2.775364756806604e-06
2014,2.4770416432927178e-06
2015,2.2380508296139723e-06
2016,2.060325414277031e-06
2017,2.0192852237717793e-06
2018,1.9030052953894483e-06
2019,1.7521724089419877e-06
