ngram,Qt,Qit,Qtf,Qtw,Qto,Qtv,Qrt
1631,2.04720955870081e-07,0.0,0.0,0.0,0.0,0.0,0.0
1632,2.963470901054929e-07,0.0,0.0,0.0,0.0,0.0,0.0
1633,4.3343988766407294e-07,0.0,0.0,0.0,0.0,0.0,0.0
1634,4.3343988766407294e-07,0.0,0.0,0.0,0.0,0.0,0.0
1635,3.6792826157190053e-07,0.0,0.0,0.0,0.0,0.0,0.0
1636,2.8539891770508673e-07,0.0,0.0,0.0,0.0,0.0,0.0
1637,2.8539891770508673e-07,0.0,0.0,0.0,0.0,0.0,0.0
1638,2.960539688956487e-07,0.0,0.0,0.0,0.0,0.0,0.0
1639,2.822980645435434e-07,0.0,0.0,0.0,0.0,0.0,0.0
1640,1.4520526698496334e-07,0.0,0.0,0.0,0.0,0.0,1.028080548946621e-07
1641,1.4520526698496334e-07,0.0,0.0,0.0,0.0,0.0,1.028080548946621e-07
1642,2.5315510145316823e-07,0.0,0.0,0.0,0.0,0.0,1.028080548946621e-07
1643,3.434775481179843e-07,0.0,0.0,0.0,0.0,0.0,1.028080548946621e-07
1644,3.434775481179843e-07,0.0,0.0,0.0,9.166146648047808e-08,0.0,1.028080548946621e-07
1645,3.2525934199968886e-07,0.0,0.0,0.0,9.166146648047808e-08,0.0,1.028080548946621e-07
1646,5.496043270016214e-07,0.0,0.0,0.0,9.166146648047808e-08,0.0,1.028080548946621e-07
1647,7.576954317300988e-07,0.0,0.0,0.0,9.166146648047808e-08,0.0,0.0
1648,8.03544667503177e-07,0.0,0.0,0.0,9.166146648047808e-08,0.0,0.0
1649,7.738226080229132e-07,0.0,0.0,0.0,1.6988924146841911e-07,0.0,0.0
1650,6.835001613580971e-07,0.0,0.0,0.0,1.6988924146841911e-07,0.0,0.0
1651,6.835001613580971e-07,4.300008121000636e-08,0.0,0.0,7.822777498794104e-08,0.0,0.0
1652,6.343833303747357e-07,9.867147809927701e-08,0.0,0.0,7.822777498794104e-08,0.0,0.0
1653,3.3216811548949667e-07,9.867147809927701e-08,0.0,0.0,7.822777498794104e-08,0.0,0.0
1654,1.6556019691701555e-07,9.867147809927701e-08,0.0,0.0,1.197109611439373e-07,0.0,0.0
1655,1.197109611439373e-07,9.867147809927701e-08,0.0,0.0,1.197109611439373e-07,0.0,0.0
1656,8.67905173760976e-08,9.867147809927701e-08,0.0,0.0,4.1483186155996266e-08,0.0,0.0
1657,1.4239938244437716e-07,9.867147809927701e-08,0.0,0.0,4.1483186155996266e-08,0.0,0.0
1658,1.4239938244437716e-07,5.567139688927065e-08,0.0,0.0,4.1483186155996266e-08,0.0,0.0
1659,1.7456656767730498e-07,3.2167185232927816e-08,0.0,0.0,4.1483186155996266e-08,0.0,0.0
1660,1.7456656767730498e-07,3.2167185232927816e-08,0.0,0.0,4.1483186155996266e-08,0.0,0.0
1661,1.330833815213087e-07,3.2167185232927816e-08,0.0,0.0,0.0,0.0,0.0
1662,1.7368324124942903e-07,3.2167185232927816e-08,0.0,0.0,0.0,0.0,0.0
1663,1.283759100293277e-07,3.2167185232927816e-08,0.0,0.0,0.0,0.0,0.0
1664,7.276704496104815e-08,3.2167185232927816e-08,0.0,0.0,0.0,0.0,0.0
1665,2.0504189178284703e-07,3.2167185232927816e-08,0.0,0.0,0.0,0.0,0.0
1666,2.5277150176147447e-07,0.0,0.0,0.0,0.0,0.0,0.0
1667,2.8522381764365233e-07,0.0,0.0,0.0,0.0,0.0,0.0
1668,2.8522381764365233e-07,0.0,0.0,0.0,0.0,0.0,0.0
1669,3.3448623274320456e-07,0.0,0.0,0.0,0.0,0.0,0.0
1670,3.7313540092652276e-07,0.0,0.0,0.0,7.729833636663638e-08,0.0,0.0
1671,4.513557862700119e-07,0.0,0.0,0.0,7.729833636663638e-08,0.0,0.0
1672,3.1908093944821303e-07,0.0,0.0,0.0,7.729833636663638e-08,0.0,0.0
1673,2.8866988494818155e-07,0.0,0.0,0.0,1.0204120672239827e-07,0.0,0.0
1674,2.8874809337204557e-07,0.0,3.2530524306041893e-08,0.0,1.0204120672239827e-07,0.0,0.0
1675,3.573850924405113e-07,0.0,3.2530524306041893e-08,0.0,1.0204120672239827e-07,0.0,0.0
1676,2.675228176128387e-07,0.0,3.2530524306041893e-08,0.0,1.0204120672239827e-07,0.0,0.0
1677,4.6397703913823663e-07,0.0,3.2530524306041893e-08,0.0,1.2550146826535119e-07,0.0,0.0
1678,3.857566537947475e-07,1.991857142716721e-08,3.2530524306041893e-08,0.0,1.2550146826535119e-07,0.0,0.0
1679,4.088284230517404e-07,4.2990340684160144e-08,3.2530524306041893e-08,0.0,1.2550146826535119e-07,0.0,0.0
1680,4.136484688745311e-07,6.10922695289316e-08,3.2530524306041893e-08,0.0,1.1886052675436076e-07,0.0,1.8101928844771464e-08
1681,4.258696394897145e-07,6.10922695289316e-08,0.0,0.0,1.4123637421497343e-07,0.0,1.8101928844771464e-08
1682,3.7739367339132255e-07,6.10922695289316e-08,0.0,0.0,1.4123637421497343e-07,0.0,1.8101928844771464e-08
1683,4.6566258658588466e-07,6.10922695289316e-08,0.0,0.0,1.8537083081225448e-07,0.0,1.8101928844771464e-08
1684,2.597807764459503e-07,6.10922695289316e-08,0.0,0.0,8.46122329026652e-08,0.0,1.8101928844771464e-08
1685,4.0122159207710085e-07,4.1173698101764396e-08,0.0,0.0,8.46122329026652e-08,2.0205831674502406e-08,1.8101928844771464e-08
1686,3.781498228201079e-07,1.8101928844771464e-08,0.0,0.0,8.46122329026652e-08,2.0205831674502406e-08,1.8101928844771464e-08
1687,4.062442156639788e-07,0.0,0.0,0.0,1.0771039374698635e-07,2.0205831674502406e-08,0.0
1688,3.614925207427534e-07,0.0,0.0,0.0,8.533454628637368e-08,2.0205831674502406e-08,0.0
1689,4.676161669944382e-07,0.0,0.0,0.0,8.533454628637368e-08,2.0205831674502406e-08,0.0
1690,4.2088783556794495e-07,0.0,0.0,0.0,4.1200089689092627e-08,2.0205831674502406e-08,0.0
1691,3.9166625599916317e-07,0.0,0.0,0.0,4.1200089689092627e-08,2.0205831674502406e-08,0.0
1692,2.97561529448233e-07,2.3668044540110193e-08,0.0,0.0,6.486813422920282e-08,0.0,0.0
1693,3.6026391723810646e-07,2.3668044540110193e-08,3.135119389493671e-08,0.0,6.486813422920282e-08,0.0,0.0
1694,3.266348390492827e-07,2.3668044540110193e-08,5.573674448961745e-08,0.0,2.3668044540110193e-08,0.0,0.0
1695,3.266348390492827e-07,2.3668044540110193e-08,5.573674448961745e-08,0.0,2.3668044540110193e-08,0.0,0.0
1696,2.1609610558113802e-07,3.9413990293724055e-08,5.573674448961745e-08,0.0,2.3668044540110193e-08,0.0,0.0
1697,2.0394382309924757e-07,4.676106511526866e-08,5.573674448961745e-08,0.0,2.3668044540110193e-08,0.0,0.0
1698,2.8691398767932697e-07,4.676106511526866e-08,5.573674448961745e-08,0.0,2.3668044540110193e-08,0.0,0.0
1699,3.310646852534254e-07,2.3093020575158463e-08,5.573674448961745e-08,0.0,1.3069540370582087e-08,0.0,0.0
1700,3.5934727041616756e-07,2.3093020575158463e-08,2.4385550594680742e-08,0.0,2.6067393069492288e-08,0.0,0.0
1701,3.492432065448676e-07,3.275977990467384e-08,0.0,0.0,3.5734152399007664e-08,0.0,0.0
1702,4.2115416728652886e-07,3.275977990467384e-08,0.0,0.0,3.5734152399007664e-08,0.0,0.0
1703,4.716554826700303e-07,1.701383415105998e-08,0.0,0.0,3.5734152399007664e-08,0.0,0.0
1704,4.769142500598329e-07,9.666759329515377e-09,0.0,0.0,3.5734152399007664e-08,0.0,0.0
1705,4.5804871920803893e-07,1.882456400283315e-08,0.0,0.0,3.5734152399007664e-08,0.0,0.0
1706,5.216172991952459e-07,1.882456400283315e-08,3.322614767447314e-08,0.0,6.696614361447115e-08,0.0,0.0
1707,4.549372322669244e-07,1.882456400283315e-08,4.537860068662017e-08,0.0,5.396829091556096e-08,0.0,1.2152453012147037e-08
1708,4.452077969777487e-07,9.157804673317775e-09,4.537860068662017e-08,0.0,4.430153158604558e-08,0.0,1.2152453012147037e-08
1709,3.9734686855094227e-07,2.1182820830745186e-08,4.537860068662017e-08,0.0,4.430153158604558e-08,0.0,1.2152453012147037e-08
1710,4.343897513438476e-07,2.1182820830745186e-08,6.259362399824958e-08,0.0,4.430153158604558e-08,0.0,1.2152453012147037e-08
1711,4.385119995374355e-07,2.1182820830745186e-08,6.259362399824958e-08,0.0,4.430153158604558e-08,0.0,1.2152453012147037e-08
1712,3.9613420556504154e-07,1.2025016157427411e-08,6.259362399824958e-08,0.0,4.430153158604558e-08,0.0,1.2152453012147037e-08
1713,2.843508996517942e-07,1.2025016157427411e-08,2.936747632377644e-08,0.0,0.0,0.0,1.2152453012147037e-08
1714,2.887608242677483e-07,1.2025016157427411e-08,2.678663386339914e-08,0.0,0.0,0.0,0.0
1715,3.164349879268359e-07,1.2025016157427411e-08,2.678663386339914e-08,0.0,0.0,0.0,1.132235334060689e-08
1716,3.4551470459324006e-07,0.0,2.678663386339914e-08,0.0,0.0,0.0,1.132235334060689e-08
1717,3.109972124905523e-07,0.0,1.7213016028400878e-08,0.0,0.0,0.0,1.132235334060689e-08
1718,3.2642019220929797e-07,0.0,1.7213016028400878e-08,0.0,0.0,0.0,1.132235334060689e-08
1719,3.442025778050655e-07,0.0,1.7213016028400878e-08,0.0,0.0,0.0,1.132235334060689e-08
1720,3.7341954290630905e-07,9.061128228690255e-09,1.7213016028400878e-08,9.061128228690255e-09,0.0,0.0,1.132235334060689e-08
1721,3.534647703418159e-07,9.061128228690255e-09,7.641405476631137e-09,1.782118630444529e-08,0.0,0.0,1.132235334060689e-08
1722,3.432185248389682e-07,9.061128228690255e-09,1.5368992174152092e-08,1.782118630444529e-08,0.0,0.0,7.727586697520955e-09
1723,3.3949018529710884e-07,9.061128228690255e-09,1.5368992174152092e-08,1.782118630444529e-08,6.175176179924944e-09,0.0,1.39027628774459e-08
1724,3.235558097003377e-07,1.4932047979040623e-08,7.727586697520955e-09,1.782118630444529e-08,1.2046095930275312e-08,0.0,1.39027628774459e-08
1725,2.84069421192206e-07,1.4932047979040623e-08,7.727586697520955e-09,1.782118630444529e-08,1.9399048970366754e-08,0.0,2.125571591753734e-08
1726,2.637226888932024e-07,2.7707044024184923e-08,7.727586697520955e-09,1.782118630444529e-08,3.217404501551105e-08,0.0,2.125571591753734e-08
1727,2.049190947721919e-07,1.8645915795494668e-08,7.727586697520955e-09,8.760058075755036e-09,4.585947672402264e-08,6.842715854255792e-09,2.809843177179313e-08
1728,2.609546387231733e-07,1.8645915795494668e-08,7.727586697520955e-09,0.0,5.8818596723345506e-08,6.842715854255792e-09,2.809843177179313e-08
1729,2.3370504871016757e-07,2.5017892519534664e-08,0.0,0.0,7.793452689546549e-08,6.842715854255792e-09,3.311479852235217e-08
1730,2.0885335365911877e-07,3.3201130479808075e-08,0.0,0.0,7.175935071554055e-08,6.842715854255792e-09,2.6939622342427227e-08
1731,1.7691529612713047e-07,2.7330210729457705e-08,6.966739566191141e-09,0.0,6.588843096519018e-08,6.842715854255792e-09,2.6939622342427227e-08
1732,1.9976053420935257e-07,2.7330210729457705e-08,6.966739566191141e-09,0.0,5.853547792509874e-08,6.842715854255792e-09,1.9586669302335783e-08
1733,2.1572189012886156e-07,1.4555214684313406e-08,6.966739566191141e-09,7.024769591420668e-09,4.5760481879954436e-08,6.842715854255792e-09,1.9586669302335783e-08
1734,2.6397723778310525e-07,1.9716946297876348e-08,1.2128471179754082e-08,7.024769591420668e-09,3.2075050171442854e-08,0.0,1.2743953448079992e-08
1735,2.4445011855992303e-07,1.9716946297876348e-08,1.2128471179754082e-08,7.024769591420668e-09,1.9115930172119988e-08,0.0,1.9210879490369085e-08
1736,2.694327889685155e-07,1.3344969573836352e-08,1.2128471179754082e-08,7.024769591420668e-09,1.1024650145178124e-08,0.0,6.466926042289092e-09
1737,2.5180470280312353e-07,5.161731613562941e-09,1.2128471179754082e-08,7.024769591420668e-09,1.1024650145178124e-08,0.0,6.466926042289092e-09
1738,2.473799329192973e-07,5.161731613562941e-09,5.161731613562941e-09,7.024769591420668e-09,2.200828268834292e-08,0.0,6.466926042289092e-09
1739,2.4536886960342077e-07,5.161731613562941e-09,5.161731613562941e-09,7.024769591420668e-09,2.5239199175075555e-08,0.0,9.697842529021727e-09
1740,2.4019413505779343e-07,5.161731613562941e-09,5.161731613562941e-09,0.0,2.5239199175075555e-08,7.48727860663426e-09,1.718512113565599e-08
1741,2.0201875880080218e-07,0.0,0.0,0.0,2.5239199175075555e-08,7.48727860663426e-09,1.718512113565599e-08
1742,1.9501450866852922e-07,0.0,0.0,0.0,2.5239199175075555e-08,7.48727860663426e-09,1.0718195093366895e-08
1743,1.9907287704005023e-07,0.0,0.0,0.0,1.4214549029897431e-08,7.48727860663426e-09,1.0718195093366895e-08
1744,2.2339967184084992e-07,0.0,0.0,0.0,1.4214549029897431e-08,7.48727860663426e-09,1.0718195093366895e-08
1745,3.015978628744571e-07,0.0,0.0,0.0,9.542492510458293e-09,7.48727860663426e-09,1.0718195093366895e-08
1746,3.1583755344399833e-07,4.977977141606971e-09,0.0,0.0,6.311576023725658e-09,7.48727860663426e-09,1.2465255748241231e-08
1747,3.3995741180855734e-07,4.977977141606971e-09,0.0,0.0,1.0470727776886894e-08,0.0,4.977977141606971e-09
1748,3.598687905131166e-07,4.977977141606971e-09,3.639731817526938e-09,0.0,1.0470727776886894e-08,0.0,4.977977141606971e-09
1749,3.6124680085387287e-07,4.977977141606971e-09,3.639731817526938e-09,0.0,1.0470727776886894e-08,0.0,4.977977141606971e-09
1750,3.295834888815209e-07,4.977977141606971e-09,3.639731817526938e-09,0.0,1.0470727776886894e-08,0.0,4.977977141606971e-09
1751,3.2331903554450037e-07,4.977977141606971e-09,7.2088704529603225e-09,0.0,1.0470727776886894e-08,0.0,4.977977141606971e-09
1752,2.559355272475321e-07,8.876567290729196e-09,7.2088704529603225e-09,0.0,4.159151753161236e-09,0.0,4.977977141606971e-09
1753,2.2627316553780474e-07,3.898590149122226e-09,7.2088704529603225e-09,0.0,9.188504179746815e-09,0.0,0.0
1754,2.014926729592454e-07,3.898590149122226e-09,7.2088704529603225e-09,0.0,9.213421137133082e-09,0.0,0.0
1755,1.732291222213332e-07,3.898590149122226e-09,3.569138635433384e-09,0.0,9.213421137133082e-09,0.0,0.0
1756,1.4876423242477748e-07,6.934060690712483e-09,3.569138635433384e-09,0.0,1.224889167872334e-08,0.0,0.0
1757,1.7794742542979032e-07,6.934060690712483e-09,3.569138635433384e-09,0.0,1.224889167872334e-08,0.0,0.0
1758,1.7471654903796923e-07,6.934060690712483e-09,0.0,0.0,1.224889167872334e-08,3.1075847926688637e-09,3.1075847926688637e-09
1759,1.578628021953981e-07,1.3471855250405237e-08,0.0,0.0,1.224889167872334e-08,3.1075847926688637e-09,3.1075847926688637e-09
1760,1.6169769472591205e-07,1.3471855250405237e-08,2.661366999794674e-09,0.0,9.880906251932435e-09,3.1075847926688637e-09,5.768951792463537e-09
1761,1.5738932087775277e-07,1.3471855250405237e-08,2.661366999794674e-09,0.0,5.696837541384931e-09,3.1075847926688637e-09,8.544519250871677e-09
1762,1.76849657204262e-07,1.615443727993287e-08,2.661366999794674e-09,0.0,8.379419570912563e-09,3.1075847926688637e-09,8.544519250871677e-09
1763,1.815430254379992e-07,1.8796315868842483e-08,2.661366999794674e-09,2.8386745652499356e-09,5.343949029322305e-09,3.1075847926688637e-09,8.544519250871677e-09
1764,1.6397297234301993e-07,1.8796315868842483e-08,2.661366999794674e-09,2.8386745652499356e-09,5.343949029322305e-09,3.1075847926688637e-09,8.544519250871677e-09
1765,1.5106210428582146e-07,1.8796315868842483e-08,5.608775412367452e-09,2.8386745652499356e-09,8.291357441895083e-09,0.0,5.436934458202813e-09
1766,1.678341366836581e-07,1.5162035436690402e-08,5.608775412367452e-09,2.8386745652499356e-09,1.1692409580226532e-08,0.0,5.436934458202813e-09
1767,1.7038235406679242e-07,1.5162035436690402e-08,2.9474084125727782e-09,2.8386745652499356e-09,1.4920047165998896e-08,0.0,2.7755674584081393e-09
1768,1.722243731754653e-07,1.5162035436690402e-08,2.9474084125727782e-09,2.8386745652499356e-09,1.4920047165998896e-08,0.0,0.0
1769,1.6476714189853476e-07,1.247945340716277e-08,5.993668038075027e-09,2.8386745652499356e-09,1.2237465136471265e-08,0.0,0.0
1770,1.6507687153729682e-07,6.802104276662899e-09,5.993668038075027e-09,0.0,1.2237465136471265e-08,0.0,0.0
1771,1.4750064991631007e-07,9.434748093894996e-09,5.993668038075027e-09,2.6326438172320975e-09,1.750275277093546e-08,0.0,2.6326438172320975e-09
1772,1.6501924347624352e-07,9.434748093894996e-09,3.046259625502249e-09,2.6326438172320975e-09,1.4555344358362682e-08,0.0,2.6326438172320975e-09
1773,1.7673868971509625e-07,5.227834673097018e-09,5.641450481367169e-09,2.6326438172320975e-09,1.1154292220031233e-08,0.0,2.6326438172320975e-09
1774,1.7963526387023065e-07,1.0572760952446255e-08,8.313913621041787e-09,2.6326438172320975e-09,1.8627603079072027e-08,0.0,2.6326438172320975e-09
1775,1.6436789504073852e-07,1.0572760952446255e-08,8.313913621041787e-09,2.6326438172320975e-09,2.151629223996159e-08,0.0,5.521332978121661e-09
1776,1.830618399724569e-07,1.3285130456048527e-08,5.267653995539539e-09,2.6326438172320975e-09,2.151629223996159e-08,0.0,1.0946071985326204e-08
1777,1.891438421759111e-07,1.3285130456048527e-08,5.267653995539539e-09,2.6326438172320975e-09,2.4434342549284338e-08,0.0,1.0946071985326204e-08
1778,2.1198699227755113e-07,1.065248663881643e-08,8.048797691831818e-09,0.0,4.976163481273943e-08,0.0,8.313428168094106e-09
1779,1.9587291636266206e-07,1.065248663881643e-08,8.048797691831818e-09,0.0,5.232332053343011e-08,0.0,8.313428168094106e-09
1780,1.757381755039335e-07,8.057295782951509e-09,5.453606835966898e-09,0.0,6.1719881776818e-08,0.0,1.0662568478941076e-08
1781,1.6546625098661544e-07,2.712369503602271e-09,2.7811436962922797e-09,0.0,5.0270083207237803e-08,0.0,1.0662568478941076e-08
1782,1.7117656219462723e-07,2.712369503602271e-09,4.939277177738534e-09,0.0,4.738139404634824e-08,0.0,7.773879318051513e-09
1783,1.4246307346508858e-07,0.0,7.113876218259715e-09,0.0,5.17305921273906e-08,0.0,2.349140310846971e-09
1784,1.44496646774834e-07,1.664472115692206e-09,7.113876218259715e-09,0.0,4.881254181806785e-08,0.0,4.013612426539177e-09
1785,1.3054038967246534e-07,1.664472115692206e-09,7.568977317922482e-09,0.0,1.8219961920148568e-08,0.0,4.013612426539177e-09
1786,1.4173521987816328e-07,3.0045704337209956e-09,7.568977317922482e-09,0.0,1.5658276199457888e-08,0.0,4.013612426539177e-09
