ngram,perception,percepton,perceptin,percepton
1571,0.0,0.0,0.0,0.0
1572,0.0,0.0,0.0,0.0
1573,0.0,0.0,0.0,0.0
1574,0.0,0.0,0.0,0.0
1575,0.0,0.0,0.0,0.0
1576,0.0,0.0,0.0,0.0
1577,0.0,0.0,0.0,0.0
1578,0.0,0.0,0.0,0.0
1579,1.9402644154199933e-06,0.0,0.0,0.0
1580,1.9402644154199933e-06,0.0,0.0,0.0
1581,1.9402644154199933e-06,0.0,0.0,0.0
1582,1.9402644154199933e-06,0.0,0.0,0.0
1583,3.3821322306591483e-06,0.0,0.0,0.0
1584,5.180355401535053e-06,0.0,0.0,0.0
1585,5.180355401535053e-06,0.0,0.0,0.0
1586,3.2400909861150595e-06,0.0,0.0,0.0
1587,3.2400909861150595e-06,0.0,0.0,0.0
1588,3.2400909861150595e-06,0.0,0.0,0.0
1589,3.2400909861150595e-06,0.0,0.0,0.0
1590,1.7982231708759043e-06,0.0,0.0,0.0
1591,0.0,0.0,0.0,0.0
1592,0.0,0.0,0.0,0.0
1593,2.2327672663128135e-07,0.0,0.0,0.0
1594,2.2327672663128135e-07,0.0,0.0,0.0
1595,2.2327672663128135e-07,0.0,0.0,0.0
1596,4.336949522049898e-07,0.0,0.0,0.0
1597,5.547570448730507e-07,0.0,0.0,0.0
1598,5.547570448730507e-07,0.0,0.0,0.0
1599,5.547570448730507e-07,0.0,0.0,0.0
1600,5.444924876688415e-07,0.0,0.0,0.0
1601,7.398163493884827e-07,0.0,0.0,0.0
1602,8.442170675542522e-07,0.0,0.0,0.0
1603,6.337988419805438e-07,0.0,0.0,0.0
1604,5.127367493124828e-07,0.0,0.0,0.0
1605,5.127367493124828e-07,0.0,0.0,0.0
1606,2.995219948128839e-06,0.0,0.0,0.0
1607,2.7822077787017667e-06,0.0,0.0,0.0
1608,2.5868839169821252e-06,0.0,0.0,0.0
1609,2.4824831988163557e-06,0.0,0.0,0.0
1610,2.609931462822195e-06,0.0,0.0,0.0
1611,2.8147560198833943e-06,0.0,0.0,0.0
1612,2.8147560198833943e-06,0.0,0.0,0.0
1613,6.518937831450395e-07,0.0,0.0,0.0
1614,6.518937831450395e-07,0.0,0.0,0.0
1615,1.0328370357066369e-06,0.0,0.0,0.0
1616,1.0328370357066369e-06,0.0,0.0,0.0
1617,9.053887717007976e-07,0.0,0.0,0.0
1618,7.005642146395985e-07,0.0,0.0,0.0
1619,7.005642146395985e-07,0.0,0.0,0.0
1620,4.816821664072839e-07,0.0,0.0,0.0
1621,4.816821664072839e-07,0.0,0.0,0.0
1622,1.0152681885041863e-06,0.0,0.0,0.0
1623,1.2846823795241238e-06,0.0,0.0,0.0
1624,1.2846823795241238e-06,0.0,0.0,0.0
1625,1.2846823795241238e-06,0.0,0.0,0.0
1626,1.2846823795241238e-06,0.0,0.0,0.0
1627,1.183943465678437e-06,0.0,0.0,0.0
1628,1.3149667178627818e-06,0.0,0.0,0.0
1629,4.004374432042823e-07,0.0,0.0,0.0
1630,1.310232521843448e-07,0.0,0.0,0.0
1631,1.310232521843448e-07,0.0,0.0,0.0
1632,8.640323260676399e-07,0.0,0.0,0.0
1633,8.640323260676399e-07,0.0,0.0,0.0
1634,1.1108686521765776e-06,0.0,0.0,0.0
1635,1.0621651134507765e-06,0.0,0.0,0.0
1636,1.0621651134507765e-06,0.0,0.0,0.0
1637,1.5742859886813676e-06,0.0,0.0,0.0
1638,1.5742859886813676e-06,0.0,0.0,0.0
1639,8.412769147980725e-07,0.0,0.0,0.0
1640,1.3553171811508946e-06,0.0,0.0,0.0
1641,1.9445900534265093e-06,0.0,0.0,0.0
1642,1.9702201744361706e-06,0.0,0.0,0.0
1643,1.9702201744361706e-06,0.0,0.0,0.0
1644,1.5497607656860574e-06,0.0,0.0,0.0
1645,1.5988775966694187e-06,0.0,0.0,0.0
1646,1.5988775966694187e-06,0.0,0.0,0.0
1647,1.1888828826808355e-06,0.0,0.0,0.0
1648,3.52773684296283e-07,0.0,0.0,0.0
1649,4.795071666714128e-07,0.0,0.0,0.0
1650,6.991078456459425e-07,0.0,0.0,0.0
1651,9.514470288455154e-07,0.0,0.0,0.0
1652,9.023301978621541e-07,0.0,0.0,0.0
1653,1.8068395693912213e-06,0.0,0.0,0.0
1654,1.951693125842472e-06,0.0,0.0,0.0
1655,2.0678992151650684e-06,0.0,0.0,0.0
1656,2.3315965498633366e-06,0.0,0.0,0.0
1657,2.5290623690515142e-06,0.0,0.0,0.0
1658,2.7748336931056528e-06,0.0,0.0,0.0
1659,2.9356696131799254e-06,0.0,0.0,0.0
1660,3.1536074110200777e-06,0.0,0.0,0.0
1661,3.5765623676655067e-06,0.0,0.0,0.0
1662,3.5009561380710304e-06,0.0,0.0,0.0
1663,3.725220218646947e-06,0.0,0.0,0.0
1664,3.5046686304797603e-06,0.0,0.0,0.0
1665,3.4439960440327662e-06,0.0,0.0,0.0
1666,3.5228505014726707e-06,0.0,0.0,0.0
1667,2.465307963867807e-06,0.0,0.0,0.0
1668,2.1434796256666492e-06,0.0,0.0,0.0
1669,2.222696135082255e-06,0.0,0.0,0.0
1670,1.6932972479415703e-06,0.0,0.0,0.0
1671,1.8096638793200067e-06,0.0,0.0,0.0
1672,1.9693813482847744e-06,0.0,0.0,0.0
1673,1.853405320519284e-06,0.0,0.0,0.0
1674,3.7403321877198844e-06,0.0,0.0,0.0
1675,3.7334914558024527e-06,0.0,0.0,0.0
1676,3.9143006672150345e-06,0.0,0.0,0.0
1677,3.922572018057378e-06,0.0,0.0,0.0
1678,3.8686319011763515e-06,0.0,0.0,0.0
1679,3.2951738912093527e-06,0.0,0.0,0.0
1680,3.49729426878704e-06,0.0,0.0,0.0
1681,1.791597095949068e-06,0.0,0.0,0.0
1682,1.7306665703082608e-06,0.0,0.0,0.0
1683,1.9155200042015556e-06,0.0,0.0,0.0
1684,1.830889126657504e-06,0.0,0.0,0.0
1685,1.7133885177957251e-06,0.0,0.0,0.0
1686,1.7638049111415706e-06,0.0,0.0,0.0
1687,1.8911711663349706e-06,0.0,0.0,0.0
1688,2.3905020936711352e-06,0.0,0.0,0.0
1689,2.4239593179637656e-06,0.0,0.0,0.0
1690,2.3746564222294964e-06,0.0,0.0,0.0
1691,2.8204893526760444e-06,0.0,0.0,0.0
1692,3.294417719449224e-06,0.0,0.0,0.0
1693,3.5362080065429576e-06,0.0,0.0,0.0
1694,3.4975614003737325e-06,0.0,0.0,0.0
1695,2.8451369676726505e-06,0.0,0.0,0.0
1696,2.9230739073682344e-06,0.0,0.0,0.0
1697,2.832210319476352e-06,0.0,0.0,0.0
1698,3.088821456133571e-06,0.0,0.0,0.0
1699,2.6564258470378784e-06,0.0,0.0,0.0
1700,2.3658409905432824e-06,0.0,0.0,0.0
1701,2.260622912737225e-06,0.0,0.0,0.0
1702,2.479196252482195e-06,0.0,0.0,0.0
1703,4.05088303523371e-06,0.0,0.0,0.0
1704,3.982747037818106e-06,0.0,0.0,0.0
1705,3.8136207811995907e-06,0.0,0.0,0.0
1706,3.7524764187375174e-06,0.0,0.0,0.0
1707,3.7813251846533343e-06,0.0,0.0,0.0
1708,3.5298640901666138e-06,0.0,0.0,0.0
1709,3.278375008416593e-06,0.0,0.0,0.0
1710,1.6401250369264225e-06,0.0,0.0,0.0
1711,1.4986411015018218e-06,0.0,0.0,0.0
1712,9.35344331765009e-07,0.0,0.0,0.0
1713,9.000592423750017e-07,0.0,0.0,0.0
1714,1.1562374433132e-06,0.0,0.0,0.0
1715,1.6871246089067427e-06,0.0,0.0,0.0
1716,1.7332590281122456e-06,0.0,0.0,0.0
1717,1.6277743384307541e-06,0.0,0.0,0.0
1718,2.823663838366234e-06,0.0,0.0,0.0
1719,2.8157749300459855e-06,0.0,0.0,0.0
1720,2.8379643432734677e-06,0.0,0.0,0.0
1721,2.681238332310646e-06,0.0,0.0,0.0
1722,2.5793139246031515e-06,0.0,0.0,0.0
1723,2.726236654585331e-06,0.0,0.0,0.0
1724,2.62792521458063e-06,0.0,0.0,0.0
1725,2.0169325206812313e-06,0.0,0.0,0.0
1726,2.097601525617522e-06,0.0,0.0,0.0
1727,2.679982295766032e-06,0.0,0.0,0.0
1728,2.9077085628159693e-06,0.0,0.0,0.0
1729,2.752213390522229e-06,0.0,0.0,0.0
1730,3.6610509661321496e-06,0.0,0.0,0.0
1731,3.7537305713288205e-06,0.0,0.0,0.0
1732,3.0894678835531e-06,0.0,0.0,0.0
1733,3.281018901394158e-06,0.0,0.0,0.0
1734,3.823558411600711e-06,0.0,0.0,0.0
1735,3.6286283286049833e-06,0.0,0.0,0.0
1736,3.440605987797036e-06,0.0,0.0,0.0
1737,2.603902694480504e-06,0.0,0.0,0.0
1738,2.4867864689375504e-06,0.0,0.0,0.0
1739,2.527387250341105e-06,0.0,0.0,0.0
1740,2.752669217898074e-06,0.0,0.0,0.0
1741,1.8814378027595273e-06,0.0,0.0,0.0
1742,3.16581615119763e-06,0.0,0.0,0.0
1743,3.629273472987344e-06,0.0,0.0,0.0
1744,3.4914474927713205e-06,0.0,0.0,0.0
1745,3.948013467639352e-06,0.0,0.0,0.0
1746,4.065138991141534e-06,0.0,0.0,0.0
1747,3.887897118407377e-06,0.0,0.0,0.0
1748,4.486363926454422e-06,0.0,0.0,0.0
1749,3.5433178352052763e-06,0.0,0.0,0.0
1750,3.606182563739172e-06,0.0,0.0,0.0
1751,4.510848482043782e-06,0.0,0.0,0.0
1752,4.902787233212231e-06,0.0,0.0,0.0
1753,6.061747431626177e-06,0.0,0.0,0.0
1754,6.603884295535474e-06,0.0,0.0,0.0
1755,7.53496923217816e-06,0.0,0.0,0.0
1756,7.956725572252513e-06,0.0,0.0,0.0
1757,7.615956389729815e-06,0.0,0.0,0.0
1758,6.803482587461726e-06,0.0,0.0,0.0
1759,6.924115171256874e-06,0.0,0.0,0.0
1760,6.216443710270271e-06,0.0,0.0,0.0
1761,6.329743882815819e-06,0.0,0.0,0.0
1762,5.344482490597459e-06,0.0,0.0,0.0
1763,4.819954840838493e-06,0.0,0.0,0.0
1764,5.573193188216205e-06,0.0,0.0,0.0
1765,7.3891179519185764e-06,0.0,0.0,0.0
1766,8.018252986273313e-06,0.0,0.0,0.0
1767,7.988923731058353e-06,0.0,0.0,0.0
1768,8.221670116524496e-06,0.0,0.0,0.0
1769,8.268436658909195e-06,0.0,0.0,0.0
1770,9.098122258624894e-06,0.0,0.0,0.0
1771,1.1364733446888359e-05,0.0,0.0,0.0
1772,1.0165393827524635e-05,0.0,0.0,0.0
1773,9.752888217917643e-06,0.0,0.0,0.0
1774,1.034353629490527e-05,0.0,0.0,0.0
1775,1.034442967855804e-05,0.0,0.0,0.0
1776,1.1105167946620245e-05,0.0,0.0,0.0
1777,1.0999014973224672e-05,0.0,0.0,0.0
1778,8.506884374323168e-06,0.0,0.0,0.0
1779,8.963186701294035e-06,0.0,0.0,0.0
1780,8.568891449353292e-06,0.0,0.0,0.0
1781,7.938936115741463e-06,0.0,0.0,0.0
1782,9.337457023710677e-06,0.0,0.0,0.0
1783,1.0052266718828054e-05,0.0,0.0,0.0
1784,1.0093738897662011e-05,0.0,0.0,0.0
1785,1.0706401813617309e-05,0.0,0.0,0.0
1786,1.0033261527756362e-05,0.0,0.0,0.0
1787,1.0069830165905711e-05,0.0,0.0,0.0
1788,1.0643795576470438e-05,0.0,0.0,0.0
1789,9.194760683125683e-06,0.0,0.0,0.0
1790,7.946816367621068e-06,0.0,0.0,0.0
1791,8.147516772234148e-06,0.0,0.0,0.0
1792,7.712110540783865e-06,0.0,0.0,0.0
1793,8.263236265650318e-06,0.0,0.0,0.0
1794,8.640710607973493e-06,0.0,0.0,0.0
1795,8.642681353064421e-06,9.132721245919129e-10,0.0,9.132721245919129e-10
1796,8.419372859082483e-06,9.132721245919129e-10,0.0,9.132721245919129e-10
1797,8.633488960185787e-06,9.132721245919129e-10,0.0,9.132721245919129e-10
1798,8.924727743370958e-06,9.132721245919129e-10,0.0,9.132721245919129e-10
1799,9.273850472319672e-06,9.132721245919129e-10,0.0,9.132721245919129e-10
1800,9.19183717737074e-06,9.132721245919129e-10,0.0,9.132721245919129e-10
1801,8.897410550291949e-06,9.132721245919129e-10,0.0,9.132721245919129e-10
1802,9.080981271836208e-06,0.0,0.0,0.0
1803,9.257040216782895e-06,3.5099995925642295e-10,0.0,3.5099995925642295e-10
1804,9.18953868936764e-06,3.5099995925642295e-10,0.0,3.5099995925642295e-10
1805,8.221215856402913e-06,6.106774609802659e-10,0.0,6.106774609802659e-10
1806,7.738515640604809e-06,6.106774609802659e-10,0.0,6.106774609802659e-10
1807,7.734413429716369e-06,6.106774609802659e-10,0.0,6.106774609802659e-10
1808,7.645449061653511e-06,6.106774609802659e-10,0.0,6.106774609802659e-10
1809,7.735187994382744e-06,6.106774609802659e-10,0.0,6.106774609802659e-10
1810,7.701191212358286e-06,2.5967750172384285e-10,0.0,2.5967750172384285e-10
1811,7.663074159479169e-06,2.5967750172384285e-10,0.0,2.5967750172384285e-10
1812,7.988336554782499e-06,0.0,0.0,0.0
1813,7.979400444518043e-06,0.0,0.0,0.0
1814,8.2268305569804e-06,0.0,0.0,0.0
1815,8.60356677938918e-06,0.0,1.9314070977470366e-10,0.0
1816,8.740233040173604e-06,0.0,1.9314070977470366e-10,0.0
1817,8.935056290023827e-06,0.0,1.9314070977470366e-10,0.0
1818,8.67170365381753e-06,0.0,1.9314070977470366e-10,0.0
1819,9.004477241043268e-06,0.0,1.9314070977470366e-10,0.0
1820,9.823535947361961e-06,0.0,1.9314070977470366e-10,0.0
1821,1.0180003690558287e-05,0.0,1.9314070977470366e-10,0.0
1822,9.974393443761593e-06,2.4953780311928343e-10,0.0,2.4953780311928343e-10
1823,9.682769424606314e-06,2.4953780311928343e-10,0.0,2.4953780311928343e-10
1824,9.721639149315056e-06,2.4953780311928343e-10,0.0,2.4953780311928343e-10
1825,1.0129346654658938e-05,2.4953780311928343e-10,0.0,2.4953780311928343e-10
1826,1.0432622600222072e-05,2.4953780311928343e-10,0.0,2.4953780311928343e-10
1827,1.0136127717227542e-05,2.4953780311928343e-10,0.0,2.4953780311928343e-10
1828,9.909892989006558e-06,2.4953780311928343e-10,0.0,2.4953780311928343e-10
1829,9.852509330292897e-06,0.0,0.0,0.0
1830,1.0078097147925291e-05,0.0,0.0,0.0
1831,1.0051131149728982e-05,0.0,0.0,0.0
1832,1.0224647277417326e-05,0.0,0.0,0.0
1833,1.0221378163675712e-05,0.0,0.0,0.0
1834,1.0253473971845648e-05,0.0,0.0,0.0
1835,1.0334650011957689e-05,0.0,0.0,0.0
1836,1.0805733836605214e-05,0.0,0.0,0.0
1837,1.0606973254263202e-05,0.0,0.0,0.0
1838,1.085450613962686e-05,0.0,7.632574730972611e-11,0.0
1839,1.0821944540241799e-05,0.0,7.632574730972611e-11,0.0
1840,1.0652145127616158e-05,0.0,7.632574730972611e-11,0.0
1841,1.057099351393325e-05,0.0,1.463033583171125e-10,0.0
1842,1.034317704449807e-05,0.0,1.463033583171125e-10,0.0
1843,1.0389196047201818e-05,0.0,1.463033583171125e-10,0.0
1844,1.0693798295895768e-05,0.0,1.463033583171125e-10,0.0
1845,1.0627278373119356e-05,0.0,6.997761100738638e-11,0.0
1846,1.0598636176187678e-05,0.0,6.997761100738638e-11,0.0
1847,1.0619601848052948e-05,0.0,6.997761100738638e-11,0.0
1848,1.0650716051584044e-05,0.0,0.0,0.0
1849,1.0672320058802143e-05,0.0,5.3739536630205616e-11,0.0
1850,1.0668919717967843e-05,0.0,1.0120944558624144e-10,0.0
1851,1.085642283474694e-05,0.0,1.0120944558624144e-10,0.0
1852,1.1167040221542785e-05,0.0,1.0120944558624144e-10,0.0
1853,1.136107260078591e-05,0.0,1.0120944558624144e-10,0.0
1854,1.1284183269058953e-05,0.0,1.0120944558624144e-10,0.0
1855,1.1453145296919892e-05,5.250174898005103e-11,1.0120944558624144e-10,5.250174898005103e-11
1856,1.170871291833464e-05,5.250174898005103e-11,9.71687135515558e-11,5.250174898005103e-11
1857,1.1792379154940136e-05,5.250174898005103e-11,9.783303135866918e-11,5.250174898005103e-11
1858,1.1496331223627618e-05,5.250174898005103e-11,9.783303135866918e-11,5.250174898005103e-11
1859,1.098724806070095e-05,5.250174898005103e-11,9.783303135866918e-11,5.250174898005103e-11
1860,1.0767944591602177e-05,5.250174898005103e-11,1.5882824024236542e-10,5.250174898005103e-11
1861,1.0599263207820644e-05,5.250174898005103e-11,1.5882824024236542e-10,5.250174898005103e-11
1862,1.072806766647513e-05,0.0,1.5882824024236542e-10,0.0
1863,1.0594070772640407e-05,0.0,1.5686731675528572e-10,0.0
1864,1.0429043738570596e-05,0.0,1.0873308999213651e-10,0.0
1865,1.0255495648639876e-05,0.0,1.0873308999213651e-10,0.0
1866,1.0493139338255528e-05,0.0,1.0873308999213651e-10,0.0
1867,1.0465931024685102e-05,0.0,4.7737881108440257e-11,0.0
1868,1.0775634109450039e-05,4.4811698003093574e-11,4.7737881108440257e-11,4.4811698003093574e-11
1869,1.0784221948207623e-05,8.4397584159441e-11,4.7737881108440257e-11,8.4397584159441e-11
1870,1.1068954596079753e-05,2.1110696524218042e-10,0.0,2.1110696524218042e-10
1871,1.132020952354651e-05,3.3283514833115646e-10,0.0,3.3283514833115646e-10
1872,1.1524578180147468e-05,3.3283514833115646e-10,0.0,3.3283514833115646e-10
1873,1.1348306023657123e-05,3.3283514833115646e-10,0.0,3.3283514833115646e-10
1874,1.130463676547931e-05,3.3283514833115646e-10,0.0,3.3283514833115646e-10
1875,1.1165048558073717e-05,3.2813848067319336e-10,0.0,3.2813848067319336e-10
1876,1.0978728304118185e-05,2.885525945168459e-10,3.833198441200685e-11,2.885525945168459e-10
1877,1.0577269806942371e-05,1.618432134341065e-10,7.328365692060856e-11,1.618432134341065e-10
1878,1.0482905963726807e-05,4.011503034513047e-11,7.328365692060856e-11,4.011503034513047e-11
1879,1.0670665817867433e-05,4.011503034513047e-11,7.328365692060856e-11,4.011503034513047e-11
1880,1.107702701119706e-05,4.011503034513047e-11,1.0617034037644198e-10,4.011503034513047e-11
1881,1.116253107673921e-05,4.011503034513047e-11,1.0617034037644198e-10,4.011503034513047e-11
1882,1.1157398538281476e-05,0.0,1.0617034037644198e-10,0.0
1883,1.1063475670068459e-05,0.0,6.783835596443514e-11,0.0
1884,1.1100672054453753e-05,0.0,3.2886683455833425e-11,0.0
1885,1.0969620104463371e-05,0.0,3.2886683455833425e-11,0.0
1886,1.0779668757874918e-05,0.0,3.2886683455833425e-11,0.0
1887,1.0578287791369284e-05,2.7633968526151266e-11,0.0,2.7633968526151266e-11
1888,1.0499083016059427e-05,2.7633968526151266e-11,2.700284242239194e-11,2.7633968526151266e-11
1889,1.0555058127335673e-05,7.99757581588472e-11,2.700284242239194e-11,7.99757581588472e-11
1890,1.0528603135233944e-05,1.0527144830455422e-10,2.700284242239194e-11,1.0527144830455422e-10
1891,1.062600300169184e-05,1.820866057140285e-10,2.700284242239194e-11,1.820866057140285e-10
1892,1.0506971323463534e-05,2.0455818784879754e-10,2.700284242239194e-11,2.0455818784879754e-10
1893,1.025144397967129e-05,2.2761986145131933e-10,2.700284242239194e-11,2.2761986145131933e-10
1894,9.89591353572905e-06,1.9998589292516807e-10,2.700284242239194e-11,1.9998589292516807e-10
1895,9.826546894536087e-06,1.9998589292516807e-10,0.0,1.9998589292516807e-10
1896,9.501302754090699e-06,1.4764410329247213e-10,0.0,1.4764410329247213e-10
1897,9.305617303263197e-06,1.223484131467651e-10,0.0,1.223484131467651e-10
1898,8.926474427945713e-06,4.553325573729085e-11,0.0,4.553325573729085e-11
1899,8.675931245047e-06,2.3061673602521792e-11,0.0,2.3061673602521792e-11
1900,8.52819474468041e-06,0.0,0.0,0.0
1901,8.359272539694626e-06,0.0,3.4273373821542514e-11,0.0
1902,8.040825183083403e-06,0.0,3.4273373821542514e-11,0.0
1903,7.866004839992716e-06,0.0,3.4273373821542514e-11,0.0
1904,7.78906028894458e-06,6.341495979127793e-11,3.4273373821542514e-11,6.341495979127793e-11
1905,7.74035567831431e-06,7.866182209572057e-11,4.952023612598515e-11,7.866182209572057e-11
1906,7.731720935615677e-06,2.3381168330814464e-10,6.503522224722756e-11,2.3381168330814464e-10
1907,7.624435966135934e-06,2.9241237903265827e-10,6.503522224722756e-11,2.9241237903265827e-10
1908,7.5550083887979525e-06,2.9241237903265827e-10,3.076184842568505e-11,2.9241237903265827e-10
1909,7.498212003806007e-06,2.9241237903265827e-10,3.076184842568505e-11,2.9241237903265827e-10
1910,7.255886885104701e-06,3.061862687995084e-10,3.076184842568505e-11,3.061862687995084e-10
1911,7.119814979107884e-06,2.986830366369375e-10,3.076184842568505e-11,2.986830366369375e-10
1912,6.8223229001367665e-06,2.834361743324949e-10,1.5514986121242405e-11,2.834361743324949e-10
1913,6.443890210253553e-06,1.9977590514403635e-10,0.0,1.9977590514403635e-10
1914,6.301082261675869e-06,1.4117520941952273e-10,0.0,1.4117520941952273e-10
1915,6.120958914834773e-06,1.4117520941952273e-10,0.0,1.4117520941952273e-10
1916,5.950073435607399e-06,2.1643452407278067e-10,0.0,2.1643452407278067e-10
1917,5.9473806166871716e-06,2.5852357159778753e-10,0.0,2.5852357159778753e-10
1918,5.8344565202008066e-06,2.026118439690805e-10,0.0,2.026118439690805e-10
1919,5.971053009748825e-06,2.4522908307186443e-10,0.0,2.4522908307186443e-10
1920,6.1322359994976845e-06,2.4334445569706986e-10,0.0,2.4334445569706986e-10
1921,6.12126424519894e-06,2.995676722556644e-10,0.0,2.995676722556644e-10
1922,6.282354986199477e-06,3.237189682980812e-10,0.0,3.237189682980812e-10
1923,6.4100613599293865e-06,2.730130982397938e-10,0.0,2.730130982397938e-10
1924,6.599808524957293e-06,2.6599322149640463e-10,0.0,2.6599322149640463e-10
1925,6.6898756553460515e-06,2.889983966422197e-10,0.0,2.889983966422197e-10
1926,6.783867840048126e-06,2.4638115753943575e-10,0.0,2.4638115753943575e-10
1927,6.810379090893548e-06,1.767761928902648e-10,0.0,1.767761928902648e-10
1928,6.8601133144901335e-06,1.2055297633167024e-10,0.0,1.2055297633167024e-10
1929,6.7526099363541495e-06,9.640168028925343e-11,0.0,9.640168028925343e-11
1930,6.694485169386358e-06,1.8075780753143026e-10,0.0,1.8075780753143026e-10
1931,6.6099406857184865e-06,1.3191474698296243e-10,0.0,1.3191474698296243e-10
1932,6.6689290179056115e-06,1.3255281792824902e-10,0.0,1.3255281792824902e-10
1933,6.5220267190722685e-06,2.4838861126649393e-10,0.0,2.4838861126649393e-10
1934,6.525998677326632e-06,3.3826011039802696e-10,0.0,3.3826011039802696e-10
1935,6.5530018348779e-06,3.3826011039802696e-10,0.0,3.3826011039802696e-10
1936,6.468523549431536e-06,4.010724054457983e-10,0.0,4.010724054457983e-10
1937,6.3981938183133025e-06,2.9216283360865095e-10,0.0,2.9216283360865095e-10
1938,6.200475906682966e-06,2.9216283360865095e-10,0.0,2.9216283360865095e-10
1939,6.129828307166463e-06,2.685195875175493e-10,2.4894025333185457e-11,2.685195875175493e-10
1940,5.921125973275464e-06,1.7847705654653164e-10,5.068728770041275e-11,1.7847705654653164e-10
1941,5.753323291303657e-06,1.161841277947622e-10,5.068728770041275e-11,1.161841277947622e-10
1942,5.588739700864867e-06,2.1581631125057654e-10,5.068728770041275e-11,2.1581631125057654e-10
1943,5.658918585790421e-06,1.530040162028052e-10,5.068728770041275e-11,1.530040162028052e-10
1944,5.782203905775012e-06,1.9094666126040494e-10,5.068728770041275e-11,1.9094666126040494e-10
1945,6.038276621568782e-06,2.660243434268342e-10,5.068728770041275e-11,2.660243434268342e-10
1946,6.1536805203234375e-06,2.8257244758364154e-10,4.234136652403464e-11,2.8257244758364154e-10
1947,6.82682282006551e-06,2.567791852164143e-10,1.6548104156807344e-11,2.567791852164143e-10
1948,7.294961116193528e-06,2.6340061481151215e-10,1.6548104156807344e-11,2.6340061481151215e-10
1949,7.983688712036902e-06,1.8077459370705436e-10,1.6548104156807344e-11,1.8077459370705436e-10
1950,8.48460298844397e-06,2.48454495072841e-10,1.6548104156807344e-11,2.48454495072841e-10
1951,8.957922935743617e-06,2.7670824361994816e-10,1.6548104156807344e-11,2.7670824361994816e-10
1952,9.398961602918071e-06,2.329984598116651e-10,1.6548104156807344e-11,2.329984598116651e-10
1953,9.768468771653716e-06,2.6351806649481194e-10,0.0,2.6351806649481194e-10
1954,9.772280463948846e-06,2.780340223924276e-10,1.451595589761569e-11,2.780340223924276e-10
1955,1.030633432362395e-05,2.728225264750758e-10,1.451595589761569e-11,2.728225264750758e-10
1956,1.040573806676548e-05,2.6928436960441514e-10,1.451595589761569e-11,2.6928436960441514e-10
1957,1.0657890925358515e-05,2.398356443999994e-10,1.451595589761569e-11,2.398356443999994e-10
