ngram,strength,strengh,strenth,streth
1500,7.957789239299018e-05,0.0,0.0,0.0
1501,6.366231391439215e-05,0.0,0.0,0.0
1502,5.9377519088836074e-05,0.0,0.0,0.0
1503,5.9819683104121524e-05,0.0,0.0,0.0
1504,0.0001956438422244641,0.0,0.0,0.0
1505,0.00024094014484684782,0.0,0.0,0.0
1506,0.00024094014484684782,0.0,0.0,0.0
1507,0.00024094014484684782,0.0,0.0,0.0
1508,0.00024094014484684782,0.0,0.0,0.0
1509,0.0002355182098524113,0.0,0.0,0.0
1510,0.00022659354311014925,0.0,0.0,0.0
1511,5.681949135448251e-05,0.0,0.0,0.0
1512,0.0,0.0,0.0,0.0
1513,0.0,0.0,0.0,0.0
1514,5.713222890335601e-07,0.0,0.0,0.0
1515,5.713222890335601e-07,0.0,0.0,0.0
1516,5.713222890335601e-07,0.0,0.0,0.0
1517,0.00030871186917076035,5.312767825671472e-07,0.0,0.0
1518,0.00030871186917076035,5.312767825671472e-07,0.0,0.0
1519,0.00030871186917076035,5.312767825671472e-07,0.0,0.0
1520,0.00032718237610294764,5.312767825671472e-07,0.0,0.0
1521,0.0003266110538139141,5.312767825671472e-07,0.0,0.0
1522,0.0003361323241343988,5.312767825671472e-07,0.0,0.0
1523,0.0003416767290868198,5.312767825671472e-07,0.0,0.0
1524,4.1794894579132756e-05,0.0,0.0,0.0
1525,0.00019993932177645287,0.0,0.0,0.0
1526,0.00022218705479255213,0.0,0.0,0.0
1527,0.00020371654786036482,0.0,0.0,0.0
1528,0.00020371654786036482,0.0,0.0,0.0
1529,0.00019419527753988014,0.0,0.0,0.0
1530,0.00020250089385496852,0.0,0.0,0.0
1531,0.00019424218148092872,0.0,0.0,0.0
1532,4.8272501901789967e-05,0.0,0.0,0.0
1533,6.593345876483778e-05,0.0,0.0,0.0
1534,6.874240014959858e-05,0.0,2.8089413847607958e-06,0.0
1535,7.175447665628911e-05,0.0,2.8089413847607958e-06,0.0
1536,7.264900542785264e-05,0.0,2.8089413847607958e-06,0.0
1537,5.879898416034328e-05,0.0,2.8089413847607958e-06,0.0
1538,9.056337038210975e-05,0.0,2.8089413847607958e-06,0.0
1539,0.00011740384583650407,0.0,2.8089413847607958e-06,0.0
1540,7.749515595735699e-05,0.0,2.8089413847607958e-06,0.0
1541,7.468621457259619e-05,0.0,0.0,0.0
1542,7.317878440257377e-05,0.0,0.0,0.0
1543,8.369274824612407e-05,0.0,0.0,0.0
1544,9.009157461800246e-05,0.0,0.0,0.0
1545,7.038359256382267e-05,0.0,5.090481863589957e-06,0.0
1546,5.5423103211588955e-05,0.0,5.090481863589957e-06,0.0
1547,0.0001701230452714039,0.0,5.090481863589957e-06,0.0
1548,0.0001772568514622565,0.0,5.090481863589957e-06,0.0
1549,0.00020970662132770355,0.0,5.090481863589957e-06,0.0
1550,0.00020532262299509187,0.0,5.090481863589957e-06,0.0
1551,0.00020128499376629146,0.0,5.090481863589957e-06,0.0
1552,0.00019932414397771936,0.0,0.0,0.0
1553,0.0001752694102573774,0.0,0.0,0.0
1554,6.982607036271864e-05,0.0,0.0,0.0
1555,6.629817419577324e-05,0.0,0.0,0.0
1556,4.899777845171879e-05,0.0,0.0,0.0
1557,4.197328416921664e-05,0.0,0.0,0.0
1558,4.3022330438751464e-05,0.0,0.0,0.0
1559,4.32421152904031e-05,0.0,0.0,0.0
1560,5.6254132297388946e-05,0.0,0.0,0.0
1561,4.699753013223277e-05,0.0,0.0,0.0
1562,4.516933469338775e-05,0.0,0.0,0.0
1563,2.8515314235327033e-05,0.0,0.0,0.0
1564,2.8515314235327033e-05,0.0,0.0,0.0
1565,2.7128672107729862e-05,0.0,5.059003472394709e-06,0.0
1566,1.8717003383374375e-05,0.0,5.059003472394709e-06,0.0
1567,1.0481767406288003e-05,0.0,5.059003472394709e-06,0.0
1568,1.6363930106828256e-05,0.0,5.059003472394709e-06,0.0
1569,1.6814331502246205e-05,0.0,5.059003472394709e-06,0.0
1570,2.5880405441317373e-05,0.0,5.059003472394709e-06,0.0
1571,2.5880405441317373e-05,0.0,5.059003472394709e-06,0.0
1572,3.269613742824211e-05,0.0,0.0,0.0
1573,4.58933791378513e-05,0.0,0.0,0.0
1574,5.745794468176817e-05,0.0,0.0,0.0
1575,6.163401901306185e-05,0.0,0.0,0.0
1576,6.706747080897912e-05,0.0,0.0,0.0
1577,8.351615542778745e-05,0.0,0.0,0.0
1578,8.83344177314679e-05,0.0,0.0,0.0
1579,0.00012282765705354644,0.0,0.0,0.0
1580,0.00011763135314270454,0.0,0.0,0.0
1581,0.00012442899450044415,0.0,0.0,0.0
1582,0.00012275038482455005,0.0,0.0,0.0
1583,0.00012085628830910926,0.0,0.0,0.0
1584,0.00010613086851662956,0.0,0.0,0.0
1585,0.00010565312212358029,0.0,0.0,0.0
1586,6.232054952956137e-05,0.0,0.0,0.0
1587,7.318071558464518e-05,3.46079559676582e-07,0.0,0.0
1588,7.949998455712506e-05,3.46079559676582e-07,0.0,0.0
1589,7.634869819282488e-05,3.46079559676582e-07,0.0,0.0
1590,7.94203990933186e-05,3.46079559676582e-07,0.0,0.0
1591,7.476133006483516e-05,3.46079559676582e-07,1.599200783987596e-06,0.0
1592,8.056933438638225e-05,3.46079559676582e-07,1.599200783987596e-06,0.0
1593,9.21797244310645e-05,3.46079559676582e-07,1.599200783987596e-06,0.0
1594,8.365205576410517e-05,0.0,1.766832367268632e-06,0.0
1595,5.734937855907317e-05,0.0,1.766832367268632e-06,0.0
1596,0.0001341841437221904,0.0,1.766832367268632e-06,0.0
1597,0.00014217260260401026,0.0,1.766832367268632e-06,0.0
1598,0.00014391596986180439,0.0,1.67631583281036e-07,0.0
1599,0.00014449736460976834,1.1791114827376856e-07,1.67631583281036e-07,0.0
1600,0.00014705228386446834,1.1791114827376856e-07,1.67631583281036e-07,0.0
1601,0.00013969827497411252,1.1791114827376856e-07,0.0,0.0
1602,0.00014572995860362425,1.1791114827376856e-07,0.0,0.0
1603,7.89149261046467e-05,1.1791114827376856e-07,0.0,0.0
1604,7.196297311955797e-05,1.1791114827376856e-07,0.0,0.0
1605,7.173504491220228e-05,1.1791114827376856e-07,0.0,0.0
1606,8.294707939577555e-05,0.0,0.0,0.0
1607,8.072572329963026e-05,0.0,0.0,0.0
1608,0.00011438040123071655,0.0,0.0,0.0
1609,0.00011349479297807972,1.886739775207908e-07,0.0,0.0
1610,0.00012042271763285888,1.886739775207908e-07,0.0,0.0
1611,0.0001204810302754465,1.886739775207908e-07,0.0,0.0
1612,0.00013112736996845342,7.266754339850325e-07,0.0,0.0
1613,0.00012324874270624214,7.266754339850325e-07,0.0,0.0
1614,0.0001297629356226285,7.266754339850325e-07,0.0,0.0
