ngram,cookie,cokie,cokie,cokie
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,2.4304906024294074e-08,0.0,0.0,0.0
1708,2.4304906024294074e-08,0.0,0.0,0.0
1709,2.4304906024294074e-08,0.0,0.0,0.0
1710,2.4304906024294074e-08,0.0,0.0,0.0
1711,2.4304906024294074e-08,0.0,0.0,0.0
1712,2.4304906024294074e-08,0.0,0.0,0.0
1713,2.4304906024294074e-08,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,5.512325072589062e-09,0.0,0.0,0.0
1737,5.512325072589062e-09,0.0,0.0,0.0
1738,5.512325072589062e-09,0.0,0.0,0.0
1739,5.512325072589062e-09,0.0,0.0,0.0
1740,5.512325072589062e-09,0.0,0.0,0.0
1741,5.512325072589062e-09,0.0,0.0,0.0
1742,5.512325072589062e-09,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,3.045123264655558e-09,0.0,0.0,0.0
1758,3.045123264655558e-09,0.0,0.0,0.0
1759,3.045123264655558e-09,0.0,0.0,0.0
1760,3.045123264655558e-09,0.0,0.0,0.0
1761,3.045123264655558e-09,0.0,0.0,0.0
1762,3.045123264655558e-09,0.0,0.0,0.0
1763,3.045123264655558e-09,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,2.682212547305036e-09,0.0,0.0,0.0
1769,2.682212547305036e-09,0.0,0.0,0.0
1770,2.682212547305036e-09,0.0,0.0,0.0
1771,2.682212547305036e-09,0.0,0.0,0.0
1772,2.682212547305036e-09,0.0,0.0,0.0
1773,2.682212547305036e-09,0.0,0.0,0.0
1774,2.682212547305036e-09,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,1.0859662375699892e-09,1.0859662375699892e-09,1.0859662375699892e-09
1792,1.0882620519022827e-09,1.0859662375699892e-09,1.0859662375699892e-09,1.0859662375699892e-09
1793,1.0882620519022827e-09,1.0859662375699892e-09,1.0859662375699892e-09,1.0859662375699892e-09
1794,2.0862476191041424e-09,1.0859662375699892e-09,1.0859662375699892e-09,1.0859662375699892e-09
1795,2.9995197436960552e-09,1.0859662375699892e-09,1.0859662375699892e-09,1.0859662375699892e-09
1796,2.9995197436960552e-09,1.0859662375699892e-09,1.0859662375699892e-09,1.0859662375699892e-09
1797,3.5664433945774884e-09,1.0859662375699892e-09,1.0859662375699892e-09,1.0859662375699892e-09
1798,4.7237567508367255e-09,0.0,0.0,0.0
1799,4.2362642917380205e-09,0.0,0.0,0.0
1800,4.2362642917380205e-09,0.0,0.0,0.0
1801,3.2382787245361602e-09,0.0,0.0,0.0
1802,3.627387025671526e-09,0.0,0.0,0.0
1803,3.627387025671526e-09,0.0,0.0,0.0
1804,3.670618475837273e-09,0.0,0.0,0.0
1805,2.7729826213018782e-09,0.0,0.0,0.0
1806,2.9478633026666248e-09,0.0,0.0,0.0
1807,3.157084530310986e-09,2.092212276443612e-10,2.092212276443612e-10,2.092212276443612e-10
1808,3.627810908822328e-09,2.092212276443612e-10,2.092212276443612e-10,2.092212276443612e-10
1809,2.8682049433927303e-09,2.092212276443612e-10,2.092212276443612e-10,2.092212276443612e-10
1810,2.8682049433927303e-09,2.092212276443612e-10,2.092212276443612e-10,2.092212276443612e-10
1811,3.4299695464820192e-09,2.092212276443612e-10,2.092212276443612e-10,2.092212276443612e-10
1812,3.8864168550034606e-09,2.092212276443612e-10,2.092212276443612e-10,2.092212276443612e-10
1813,3.88668419670779e-09,2.092212276443612e-10,2.092212276443612e-10,2.092212276443612e-10
1814,4.513295515096161e-09,0.0,0.0,0.0
1815,4.428850556134226e-09,0.0,0.0,0.0
1816,4.456594268223821e-09,0.0,0.0,0.0
1817,5.141984552433801e-09,0.0,0.0,0.0
1818,4.50716943132891e-09,0.0,0.0,0.0
1819,4.241936960422013e-09,0.0,0.0,0.0
1820,5.971767334602061e-09,0.0,0.0,0.0
1821,5.778706085075263e-09,0.0,0.0,0.0
1822,6.515344835073782e-09,0.0,0.0,0.0
1823,6.6471404888294015e-09,0.0,0.0,0.0
1824,8.510030521538932e-09,1.3412001667997434e-10,1.3412001667997434e-10,1.3412001667997434e-10
1825,8.859243560976893e-09,1.3412001667997434e-10,1.3412001667997434e-10,1.3412001667997434e-10
1826,9.237838938247478e-09,1.3412001667997434e-10,1.3412001667997434e-10,1.3412001667997434e-10
1827,7.359514585049607e-09,1.3412001667997434e-10,1.3412001667997434e-10,1.3412001667997434e-10
1828,7.599377761989347e-09,6.857665546533553e-10,6.857665546533553e-10,6.857665546533553e-10
1829,8.163040275478904e-09,6.857665546533553e-10,6.857665546533553e-10,6.857665546533553e-10
1830,7.84194461747997e-09,6.857665546533553e-10,6.857665546533553e-10,6.857665546533553e-10
1831,6.965768152765252e-09,5.51646537973381e-10,5.51646537973381e-10,5.51646537973381e-10
1832,7.952738594647307e-09,5.51646537973381e-10,5.51646537973381e-10,5.51646537973381e-10
1833,8.360424796904908e-09,5.51646537973381e-10,5.51646537973381e-10,5.51646537973381e-10
1834,8.64666332185087e-09,5.51646537973381e-10,5.51646537973381e-10,5.51646537973381e-10
1835,8.35051266229974e-09,0.0,0.0,0.0
1836,7.564664133192472e-09,0.0,0.0,0.0
1837,9.274364006931331e-09,0.0,0.0,0.0
1838,8.976123590441278e-09,0.0,0.0,0.0
1839,9.452060087003896e-09,0.0,0.0,0.0
1840,9.953363339881044e-09,0.0,0.0,0.0
1841,9.739477288154116e-09,0.0,0.0,0.0
1842,1.0490933138080599e-08,0.0,0.0,0.0
1843,1.1229562169035034e-08,0.0,0.0,0.0
1844,1.0607866965780692e-08,0.0,0.0,0.0
1845,9.767913652528445e-09,0.0,0.0,0.0
1846,8.527437613180057e-09,0.0,0.0,0.0
1847,8.243491667059288e-09,0.0,0.0,0.0
1848,9.567159572502045e-09,0.0,0.0,0.0
1849,1.005636418582867e-08,0.0,0.0,0.0
1850,1.079049643288548e-08,0.0,0.0,0.0
1851,1.1828417800785473e-08,0.0,0.0,0.0
1852,1.2558546964263379e-08,0.0,0.0,0.0
1853,1.3090616083185783e-08,0.0,0.0,0.0
1854,1.4211679706071273e-08,0.0,0.0,0.0
1855,1.407829865383649e-08,0.0,0.0,0.0
1856,1.5531275440342337e-08,0.0,0.0,0.0
1857,1.5468222893032036e-08,0.0,0.0,0.0
1858,1.5495633347890296e-08,0.0,0.0,0.0
1859,1.6790628443175137e-08,0.0,0.0,0.0
1860,1.8321561664639115e-08,0.0,0.0,0.0
1861,1.744056721264542e-08,0.0,0.0,0.0
1862,1.7612080302090557e-08,0.0,0.0,0.0
1863,1.6766591289954898e-08,0.0,0.0,0.0
1864,1.723476053935461e-08,0.0,0.0,0.0
1865,1.695576009755736e-08,4.422655099288266e-11,4.422655099288266e-11,4.422655099288266e-11
1866,1.647598781216532e-08,4.422655099288266e-11,4.422655099288266e-11,4.422655099288266e-11
1867,1.6069834225212228e-08,4.422655099288266e-11,4.422655099288266e-11,4.422655099288266e-11
1868,1.639176020315095e-08,4.422655099288266e-11,4.422655099288266e-11,4.422655099288266e-11
1869,1.6705337430827124e-08,4.422655099288266e-11,4.422655099288266e-11,4.422655099288266e-11
1870,1.7311730588736348e-08,4.422655099288266e-11,4.422655099288266e-11,4.422655099288266e-11
1871,1.992973468795916e-08,4.422655099288266e-11,4.422655099288266e-11,4.422655099288266e-11
1872,2.0704606917831825e-08,0.0,0.0,0.0
1873,2.0965870055939765e-08,0.0,0.0,0.0
1874,2.133978936415458e-08,0.0,0.0,0.0
1875,2.2893500682487555e-08,0.0,0.0,0.0
1876,2.565483343224579e-08,0.0,0.0,0.0
1877,2.544489368412022e-08,0.0,0.0,0.0
1878,2.2406825855065497e-08,0.0,0.0,0.0
1879,2.2134590795173737e-08,0.0,0.0,0.0
1880,2.3049847237237893e-08,0.0,0.0,0.0
1881,2.2277750184278896e-08,0.0,0.0,0.0
1882,2.0878954184614225e-08,0.0,0.0,0.0
1883,1.8697749888068367e-08,0.0,0.0,0.0
1884,1.965001697864669e-08,0.0,0.0,0.0
1885,2.1238634470169667e-08,0.0,0.0,0.0
1886,2.1542779496793888e-08,0.0,0.0,0.0
1887,2.0552983315269557e-08,0.0,0.0,0.0
1888,2.1641927615080802e-08,0.0,0.0,0.0
1889,2.3003556646829437e-08,0.0,0.0,0.0
1890,2.3690854230754406e-08,5.059138029141406e-11,5.059138029141406e-11,5.059138029141406e-11
1891,2.4900487005652394e-08,1.018014839093695e-10,1.018014839093695e-10,1.018014839093695e-10
1892,2.502067759329358e-08,1.018014839093695e-10,1.018014839093695e-10,1.018014839093695e-10
1893,2.585576400601245e-08,1.248631575118913e-10,1.248631575118913e-10,1.248631575118913e-10
1894,2.8759253518322632e-08,1.248631575118913e-10,1.248631575118913e-10,1.248631575118913e-10
1895,3.0235780863157354e-08,1.4603436515603363e-10,1.4603436515603363e-10,1.4603436515603363e-10
1896,3.125711042376419e-08,1.6541479099162005e-10,1.6541479099162005e-10,1.6541479099162005e-10
1897,3.924358006811092e-08,1.14823410700206e-10,1.14823410700206e-10,1.14823410700206e-10
1898,4.020319036409806e-08,6.361330708225057e-11,6.361330708225057e-11,6.361330708225057e-11
1899,4.161821972762222e-08,8.182721365569888e-11,8.182721365569888e-11,8.182721365569888e-11
1900,4.3485319979806395e-08,7.683614458972191e-11,7.683614458972191e-11,7.683614458972191e-11
1901,4.453646239101415e-08,9.397283150049316e-11,9.397283150049316e-11,9.397283150049316e-11
1902,4.628426759316946e-08,7.280162385635082e-11,7.280162385635082e-11,7.280162385635082e-11
1903,4.844024711506531e-08,6.936034286602372e-11,6.936034286602372e-11,6.936034286602372e-11
1904,4.568929260325863e-08,6.936034286602372e-11,6.936034286602372e-11,6.936034286602372e-11
1905,4.44174835325027e-08,6.936034286602372e-11,6.936034286602372e-11,6.936034286602372e-11
1906,4.551345154725693e-08,6.666142241381782e-11,6.666142241381782e-11,6.666142241381782e-11
1907,4.427583227035419e-08,1.0719151360178663e-10,1.0719151360178663e-10,1.0719151360178663e-10
1908,4.380576105031001e-08,1.037792808038824e-10,1.037792808038824e-10,1.037792808038824e-10
1909,4.496645900076146e-08,1.1756028987587796e-10,1.1756028987587796e-10,1.1756028987587796e-10
1910,4.499151121503278e-08,1.1539503479746876e-10,1.1539503479746876e-10,1.1539503479746876e-10
1911,4.3074426819040516e-08,1.1539503479746876e-10,1.1539503479746876e-10,1.1539503479746876e-10
1912,4.6148430093191043e-08,1.2980914260163345e-10,1.2980914260163345e-10,1.2980914260163345e-10
1913,4.8348998201877946e-08,1.1429415648039104e-10,1.1429415648039104e-10,1.1429415648039104e-10
1914,5.319126421860736e-08,7.030995032218458e-11,7.030995032218458e-11,7.030995032218458e-11
1915,5.783276486275619e-08,5.658549620931755e-11,5.658549620931755e-11,5.658549620931755e-11
1916,5.9428888476986685e-08,5.7856349671465375e-11,5.7856349671465375e-11,5.7856349671465375e-11
1917,6.552796654497278e-08,1.1391113449324815e-10,1.1391113449324815e-10,1.1391113449324815e-10
1918,7.324918018168449e-08,1.7143209074532706e-10,1.7143209074532706e-10,1.7143209074532706e-10
1919,8.184520489911457e-08,3.1328119166300945e-10,3.1328119166300945e-10,3.1328119166300945e-10
1920,8.668565446409307e-08,3.3648284654606645e-10,3.3648284654606645e-10,3.3648284654606645e-10
1921,9.345254779548538e-08,3.499779652590565e-10,3.499779652590565e-10,3.499779652590565e-10
1922,9.92177179780031e-08,3.499779652590565e-10,3.499779652590565e-10,3.499779652590565e-10
1923,1.0925108081697285e-07,3.3492610272491316e-10,3.3492610272491316e-10,3.3492610272491316e-10
1924,1.1639338229737664e-07,3.383620209415231e-10,3.383620209415231e-10,3.383620209415231e-10
1925,1.189420351417019e-07,3.9586694240106064e-10,3.9586694240106064e-10,3.9586694240106064e-10
1926,1.2345111701149237e-07,3.542185513159625e-10,3.542185513159625e-10,3.542185513159625e-10
1927,1.3518503700587254e-07,3.992320283886995e-10,3.992320283886995e-10,3.992320283886995e-10
1928,1.519402528872758e-07,4.167393929943586e-10,4.167393929943586e-10,4.167393929943586e-10
1929,1.588942544523369e-07,5.431683793220645e-10,5.431683793220645e-10,5.431683793220645e-10
1930,1.6866559349182353e-07,5.703957722813513e-10,5.703957722813513e-10,5.703957722813513e-10
1931,1.796175013168977e-07,4.971311794761085e-10,4.971311794761085e-10,4.971311794761085e-10
1932,1.9255540654025287e-07,5.003215322200002e-10,5.003215322200002e-10,5.003215322200002e-10
1933,2.0394419461159226e-07,4.3204103191854925e-10,4.3204103191854925e-10,4.3204103191854925e-10
1934,2.090348739817013e-07,3.8629377474563853e-10,3.8629377474563853e-10,3.8629377474563853e-10
1935,2.076993074037351e-07,4.295641342633161e-10,4.295641342633161e-10,4.295641342633161e-10
1936,2.2455764841262343e-07,3.868848773093601e-10,3.868848773093601e-10,3.868848773093601e-10
1937,2.4489072611036787e-07,4.2698473923241664e-10,4.2698473923241664e-10,4.2698473923241664e-10
1938,2.6192572022409877e-07,4.704892408209054e-10,4.704892408209054e-10,4.704892408209054e-10
1939,2.871461443224429e-07,3.7716703569858264e-10,3.7716703569858264e-10,3.7716703569858264e-10
1940,3.0901172465291893e-07,4.3400576783219387e-10,4.3400576783219387e-10,4.3400576783219387e-10
1941,3.3813746418737925e-07,4.942736002235191e-10,4.942736002235191e-10,4.942736002235191e-10
1942,3.653398315301664e-07,4.801084073952871e-10,4.801084073952871e-10,4.801084073952871e-10
1943,3.722886958712479e-07,4.178120032489423e-10,4.178120032489423e-10,4.178120032489423e-10
1944,3.7712315150071974e-07,3.884273934241987e-10,3.884273934241987e-10,3.884273934241987e-10
1945,3.853550814320832e-07,4.763088336444201e-10,4.763088336444201e-10,4.763088336444201e-10
1946,3.8821520271475105e-07,5.176072249384639e-10,5.176072249384639e-10,5.176072249384639e-10
1947,3.984247882726777e-07,4.144341754695548e-10,4.144341754695548e-10,4.144341754695548e-10
1948,3.9277137732694557e-07,3.48798468282777e-10,3.48798468282777e-10,3.48798468282777e-10
1949,3.9059280051593047e-07,3.931174691329531e-10,3.931174691329531e-10,3.931174691329531e-10
1950,4.009315749239509e-07,5.916238292919778e-10,5.916238292919778e-10,5.916238292919778e-10
1951,4.0669434448708283e-07,6.19877577839085e-10,6.19877577839085e-10,6.19877577839085e-10
1952,4.100036059233909e-07,4.884916360303748e-10,4.884916360303748e-10,4.884916360303748e-10
1953,4.071843509986398e-07,5.791915915130476e-10,5.791915915130476e-10,5.791915915130476e-10
1954,4.017517320724957e-07,6.372554151035104e-10,6.372554151035104e-10,6.372554151035104e-10
1955,4.122623847381744e-07,6.346496671448345e-10,6.346496671448345e-10,6.346496671448345e-10
1956,4.1242358861381945e-07,5.6947854864304e-10,5.6947854864304e-10,5.6947854864304e-10
1957,4.0719902066095006e-07,4.132374928356164e-10,4.132374928356164e-10,4.132374928356164e-10
1958,4.04036159449918e-07,4.0655013978334916e-10,4.0655013978334916e-10,4.0655013978334916e-10
1959,4.0176893938743366e-07,4.856077097976324e-10,4.856077097976324e-10,4.856077097976324e-10
1960,4.093260526717911e-07,4.769453849719416e-10,4.769453849719416e-10,4.769453849719416e-10
1961,3.9825973528552693e-07,4.188815613814789e-10,4.188815613814789e-10,4.188815613814789e-10
1962,3.8427026538556674e-07,4.145890654592778e-10,4.145890654592778e-10,4.145890654592778e-10
1963,3.935189535500935e-07,3.6071704353649435e-10,3.6071704353649435e-10,3.6071704353649435e-10
1964,3.935935605373483e-07,4.4988468902599065e-10,4.4988468902599065e-10,4.4988468902599065e-10
1965,3.948251422311192e-07,4.080058116758981e-10,4.080058116758981e-10,4.080058116758981e-10
1966,3.9200777531992313e-07,3.729135968276255e-10,3.729135968276255e-10,3.729135968276255e-10
1967,3.839548899772386e-07,3.573537339056949e-10,3.573537339056949e-10,3.573537339056949e-10
1968,3.9976422629349274e-07,4.1934952336017007e-10,4.1934952336017007e-10,4.1934952336017007e-10
1969,4.219407685468468e-07,4.5403219676006957e-10,4.5403219676006957e-10,4.5403219676006957e-10
1970,4.338246161036555e-07,5.241882681885e-10,5.241882681885e-10,5.241882681885e-10
1971,4.5653795918302163e-07,4.0710559526654523e-10,4.0710559526654523e-10,4.0710559526654523e-10
1972,4.82486017615104e-07,5.199071133927496e-10,5.199071133927496e-10,5.199071133927496e-10
1973,5.259592918654172e-07,5.007040496504292e-10,5.007040496504292e-10,5.007040496504292e-10
1974,5.667662971323548e-07,4.413613918785586e-10,4.413613918785586e-10,4.413613918785586e-10
1975,6.122372643143795e-07,3.874751025986381e-10,3.874751025986381e-10,3.874751025986381e-10
1976,6.415894761500697e-07,3.747363976664657e-10,3.747363976664657e-10,3.747363976664657e-10
1977,6.727309482812416e-07,3.527387915488614e-10,3.527387915488614e-10,3.527387915488614e-10
1978,7.036140833146678e-07,3.985344722885158e-10,3.985344722885158e-10,3.985344722885158e-10
1979,7.507196642109193e-07,2.924858936397585e-10,2.924858936397585e-10,2.924858936397585e-10
1980,8.001897770425006e-07,3.147445687016034e-10,3.147445687016034e-10,3.147445687016034e-10
1981,8.492010173150837e-07,2.8719583556562663e-10,2.8719583556562663e-10,2.8719583556562663e-10
1982,9.011624066650776e-07,4.0508174790700377e-10,4.0508174790700377e-10,4.0508174790700377e-10
1983,9.64264651364439e-07,4.0994855129586737e-10,4.0994855129586737e-10,4.0994855129586737e-10
1984,1.020991118951185e-06,3.9854305173519274e-10,3.9854305173519274e-10,3.9854305173519274e-10
1985,1.092818836566169e-06,3.892845212849494e-10,3.892845212849494e-10,3.892845212849494e-10
1986,1.1358198922347843e-06,3.7180997368237353e-10,3.7180997368237353e-10,3.7180997368237353e-10
1987,1.170796671041379e-06,4.4516342398040875e-10,4.4516342398040875e-10,4.4516342398040875e-10
1988,1.2145576744972329e-06,4.617673168442035e-10,4.617673168442035e-10,4.617673168442035e-10
1989,1.2596502106784361e-06,4.089440314158921e-10,4.089440314158921e-10,4.089440314158921e-10
1990,1.3176932692918593e-06,4.717934396333437e-10,4.717934396333437e-10,4.717934396333437e-10
