ngram,grocery,grocry,groery
1630,0.0,0.0,0.0
1631,1.1335997182218957e-07,0.0,0.0
1632,1.1335997182218957e-07,0.0,0.0
1633,1.1335997182218957e-07,0.0,0.0
1634,1.1335997182218957e-07,0.0,0.0
1635,1.1335997182218957e-07,0.0,0.0
1636,1.1335997182218957e-07,0.0,0.0
1637,1.1335997182218957e-07,0.0,0.0
1638,0.0,0.0,0.0
1639,0.0,0.0,0.0
1640,0.0,0.0,0.0
1641,0.0,0.0,0.0
1642,0.0,0.0,0.0
1643,0.0,0.0,0.0
1644,0.0,0.0,0.0
1645,0.0,0.0,0.0
1646,0.0,0.0,0.0
1647,0.0,0.0,0.0
1648,4.584923577307823e-08,0.0,0.0
1649,4.584923577307823e-08,0.0,0.0
1650,4.584923577307823e-08,0.0,0.0
1651,4.584923577307823e-08,0.0,0.0
1652,4.584923577307823e-08,0.0,0.0
1653,4.584923577307823e-08,0.0,0.0
1654,4.584923577307823e-08,0.0,0.0
1655,0.0,0.0,0.0
1656,0.0,0.0,0.0
1657,0.0,0.0,0.0
1658,0.0,0.0,0.0
1659,0.0,0.0,0.0
1660,0.0,0.0,0.0
1661,0.0,0.0,0.0
1662,4.059985972812033e-08,0.0,0.0
1663,4.059985972812033e-08,0.0,0.0
1664,4.059985972812033e-08,0.0,0.0
1665,4.059985972812033e-08,0.0,0.0
1666,4.059985972812033e-08,0.0,0.0
1667,4.059985972812033e-08,0.0,0.0
1668,4.059985972812033e-08,0.0,0.0
1669,0.0,0.0,0.0
1670,0.0,0.0,0.0
1671,0.0,0.0,0.0
1672,0.0,0.0,0.0
1673,0.0,0.0,0.0
1674,0.0,0.0,0.0
1675,0.0,0.0,0.0
1676,0.0,0.0,0.0
1677,0.0,0.0,0.0
1678,0.0,0.0,0.0
1679,0.0,0.0,0.0
1680,0.0,0.0,0.0
1681,0.0,0.0,0.0
1682,0.0,0.0,0.0
1683,0.0,0.0,0.0
1684,0.0,0.0,0.0
1685,0.0,0.0,0.0
1686,0.0,0.0,0.0
1687,0.0,0.0,0.0
1688,0.0,0.0,0.0
1689,0.0,0.0,0.0
1690,0.0,0.0,0.0
1691,0.0,0.0,0.0
1692,0.0,0.0,0.0
1693,0.0,0.0,0.0
1694,0.0,0.0,0.0
1695,0.0,0.0,0.0
1696,0.0,0.0,0.0
1697,1.3224735084804706e-07,0.0,0.0
1698,1.529898919930669e-07,0.0,0.0
1699,1.529898919930669e-07,0.0,0.0
1700,1.529898919930669e-07,0.0,0.0
1701,1.529898919930669e-07,0.0,0.0
1702,1.529898919930669e-07,0.0,0.0
1703,1.529898919930669e-07,0.0,0.0
1704,2.0742541145019848e-08,0.0,0.0
1705,0.0,0.0,0.0
1706,0.0,0.0,0.0
1707,1.2152453012147037e-08,0.0,0.0
1708,1.2152453012147037e-08,0.0,0.0
1709,1.2152453012147037e-08,0.0,0.0
1710,1.2152453012147037e-08,0.0,0.0
1711,1.2152453012147037e-08,0.0,0.0
1712,1.2152453012147037e-08,0.0,0.0
1713,1.2152453012147037e-08,0.0,0.0
1714,0.0,0.0,0.0
1715,0.0,0.0,0.0
1716,0.0,0.0,0.0
1717,0.0,0.0,0.0
1718,0.0,0.0,0.0
1719,0.0,0.0,0.0
1720,0.0,0.0,0.0
1721,0.0,0.0,0.0
1722,7.727586697520955e-09,0.0,0.0
1723,2.0077939057370842e-08,0.0,0.0
1724,2.0077939057370842e-08,0.0,0.0
1725,2.0077939057370842e-08,0.0,0.0
1726,2.0077939057370842e-08,0.0,0.0
1727,2.0077939057370842e-08,0.0,0.0
1728,2.0077939057370842e-08,0.0,0.0
1729,1.2350352359849888e-08,0.0,0.0
1730,0.0,0.0,0.0
1731,0.0,0.0,0.0
1732,0.0,0.0,0.0
1733,0.0,0.0,0.0
1734,0.0,0.0,0.0
1735,0.0,0.0,0.0
1736,0.0,0.0,0.0
1737,0.0,0.0,0.0
1738,1.0983632543164795e-08,0.0,0.0
1739,1.0983632543164795e-08,0.0,0.0
1740,1.0983632543164795e-08,0.0,0.0
1741,1.0983632543164795e-08,0.0,0.0
1742,3.6493121667392966e-08,0.0,0.0
1743,3.6493121667392966e-08,0.0,0.0
1744,3.6493121667392966e-08,0.0,0.0
1745,3.182106514795383e-08,0.0,0.0
1746,4.675499657277474e-08,0.0,0.0
1747,5.091414832593598e-08,0.0,0.0
1748,9.459093013625924e-08,0.0,0.0
1749,6.908144101203106e-08,0.0,0.0
1750,7.238017245876043e-08,0.0,0.0
1751,7.95184497296272e-08,0.0,0.0
1752,8.100405400414599e-08,0.0,0.0
1753,6.607012257932508e-08,0.0,0.0
1754,6.609503953671134e-08,0.0,0.0
1755,3.397818103069637e-08,0.0,0.0
1756,8.254570969614048e-08,0.0,0.0
1757,1.1578845742527782e-07,0.0,0.0
1758,1.2418810437152062e-07,0.0,0.0
1759,1.3726369349090613e-07,0.0,0.0
1760,1.7984556548762092e-07,0.0,0.0
1761,2.394995470516343e-07,0.0,0.0
1762,2.440351159244918e-07,0.0,0.0
1763,2.4940240552138805e-07,0.0,0.0
1764,2.241036451014874e-07,0.0,0.0
1765,2.0856572088437782e-07,0.0,0.0
1766,2.2170347335759288e-07,0.0,0.0
1767,1.8795510823922867e-07,0.0,0.0
1768,1.563036085323282e-07,0.0,0.0
1769,1.5543941397514312e-07,0.0,0.0
1770,1.1015336046479466e-07,0.0,0.0
1771,1.1733914817568802e-07,0.0,0.0
1772,1.2524739340895913e-07,0.0,0.0
1773,1.8466374029912913e-07,0.0,0.0
1774,1.918650127663568e-07,0.0,0.0
1775,2.058974887729294e-07,0.0,0.0
1776,2.096527781856951e-07,0.0,0.0
1777,2.068401140523487e-07,0.0,0.0
1778,2.1344190059835455e-07,0.0,0.0
1779,2.1578039824784616e-07,0.0,0.0
1780,1.5054321218193373e-07,0.0,0.0
1781,1.5554611922295537e-07,0.0,0.0
1782,1.1795962657450737e-07,0.0,0.0
1783,1.2724282681477105e-07,0.0,0.0
1784,1.4637380729709548e-07,0.0,0.0
1785,1.3752473851777074e-07,0.0,0.0
1786,1.5273986418508555e-07,0.0,0.0
1787,1.5033301435453593e-07,0.0,0.0
1788,1.8417051502897914e-07,0.0,0.0
1789,2.2440014544957065e-07,0.0,0.0
1790,2.4695338497947107e-07,0.0,0.0
1791,2.5999512282786394e-07,0.0,0.0
1792,2.982270014432028e-07,0.0,0.0
1793,3.131920383988732e-07,0.0,0.0
1794,3.0237898889546546e-07,0.0,0.0
1795,2.812948695561447e-07,0.0,0.0
1796,2.807889468873067e-07,0.0,0.0
1797,3.155713942857931e-07,0.0,0.0
1798,3.2327645474846835e-07,0.0,0.0
1799,3.1692491729375304e-07,0.0,0.0
1800,3.003745194161768e-07,0.0,0.0
1801,3.0490703498539264e-07,0.0,0.0
1802,3.0845087094024037e-07,0.0,0.0
1803,2.96247624273097e-07,0.0,0.0
1804,2.3535343172755218e-07,0.0,0.0
1805,2.2599440236652818e-07,0.0,0.0
1806,2.0895884996921916e-07,0.0,0.0
1807,2.0893356276831453e-07,0.0,0.0
1808,2.1885166339481138e-07,0.0,0.0
1809,2.059416094165759e-07,0.0,0.0
1810,1.9986401054796132e-07,0.0,0.0
1811,2.0210688132595222e-07,0.0,0.0
1812,1.9463573153188918e-07,0.0,0.0
1813,1.874691853182802e-07,0.0,0.0
1814,2.0582750843394543e-07,0.0,0.0
1815,2.2295402045204226e-07,0.0,0.0
1816,2.4949545921312423e-07,0.0,0.0
1817,2.538609261851629e-07,0.0,0.0
1818,2.5680559596301986e-07,0.0,0.0
1819,2.6459447204680533e-07,0.0,0.0
1820,2.74488903479713e-07,0.0,0.0
1821,2.640322601824404e-07,0.0,0.0
1822,2.496757259353087e-07,0.0,0.0
1823,2.4365752234903735e-07,0.0,0.0
1824,2.438196235386515e-07,0.0,0.0
1825,2.5671728159133114e-07,0.0,0.0
1826,2.726579262051538e-07,0.0,0.0
1827,2.9568586512596085e-07,0.0,0.0
1828,3.155670823064481e-07,0.0,0.0
1829,6.313046502067923e-07,7.027427845989515e-11,0.0
1830,6.460172089971041e-07,7.027427845989515e-11,0.0
1831,6.791344528015283e-07,7.027427845989515e-11,0.0
1832,7.001149161364342e-07,7.027427845989515e-11,0.0
1833,7.165359972662242e-07,7.027427845989515e-11,0.0
1834,7.344252748810374e-07,7.027427845989515e-11,0.0
1835,7.537556996339845e-07,7.027427845989515e-11,0.0
1836,4.814894225546595e-07,0.0,0.0
1837,4.995799542939494e-07,0.0,0.0
1838,5.049798151698528e-07,0.0,0.0
1839,5.057686556548495e-07,0.0,0.0
1840,5.035523469944434e-07,0.0,0.0
1841,5.430147130677401e-07,0.0,0.0
1842,5.61813757420688e-07,0.0,6.081543998551605e-11
1843,5.808417102213883e-07,0.0,6.081543998551605e-11
1844,5.909767781174326e-07,0.0,6.081543998551605e-11
1845,5.962080211117739e-07,0.0,6.081543998551605e-11
1846,6.165593293059959e-07,0.0,6.081543998551605e-11
1847,6.769522055297525e-07,0.0,6.081543998551605e-11
1848,6.7153782116033e-07,0.0,6.081543998551605e-11
1849,6.857064980587373e-07,0.0,0.0
1850,6.830135573311833e-07,0.0,0.0
1851,6.907702234976958e-07,0.0,0.0
1852,7.302273680969458e-07,0.0,0.0
1853,7.634008868860422e-07,9.651868193572e-11,0.0
1854,7.586570274855018e-07,9.651868193572e-11,0.0
1855,7.608741238332836e-07,9.651868193572e-11,0.0
1856,8.288500176994213e-07,9.651868193572e-11,4.969880459551998e-11
1857,8.973328492954482e-07,2.409213622251676e-10,4.969880459551998e-11
1858,9.140743973797985e-07,2.409213622251676e-10,4.969880459551998e-11
1859,9.217804810240133e-07,2.409213622251676e-10,4.969880459551998e-11
1860,9.165310075331945e-07,1.4440268028944762e-10,4.969880459551998e-11
1861,8.992421953735175e-07,1.4440268028944762e-10,4.969880459551998e-11
1862,8.858129782700936e-07,1.4440268028944762e-10,4.969880459551998e-11
1863,8.614148734003331e-07,1.4440268028944762e-10,0.0
1864,8.315301361757779e-07,0.0,0.0
1865,8.669950375406188e-07,0.0,0.0
1866,8.951247017258928e-07,0.0,0.0
1867,9.276070613850607e-07,0.0,0.0
1868,9.62734288480403e-07,0.0,0.0
1869,1.050845534272022e-06,0.0,0.0
1870,1.0441518481586951e-06,0.0,0.0
1871,1.0678678401226144e-06,0.0,0.0
1872,1.069451270398401e-06,0.0,0.0
1873,1.0644304211382405e-06,0.0,0.0
1874,1.0814080074591663e-06,0.0,0.0
1875,1.1408754322214269e-06,0.0,0.0
1876,1.1909605908450821e-06,0.0,7.66639688240137e-11
1877,1.2639086597638588e-06,0.0,7.66639688240137e-11
1878,1.381774382025469e-06,0.0,7.66639688240137e-11
1879,1.5114426170319867e-06,0.0,1.115777827274757e-10
1880,1.6776105797232179e-06,0.0,1.444644661833091e-10
1881,1.7740211108373063e-06,0.0,1.444644661833091e-10
1882,1.7925591789337756e-06,0.0,1.444644661833091e-10
1883,1.8161175278562171e-06,0.0,6.780049735929542e-11
1884,1.854891869308111e-06,0.0,6.780049735929542e-11
1885,1.8680432276596548e-06,0.0,6.780049735929542e-11
1886,1.833515284488385e-06,0.0,3.2886683455833425e-11
1887,1.771270798859145e-06,0.0,0.0
1888,1.7938478029983734e-06,0.0,0.0
1889,1.8330323265607667e-06,0.0,0.0
1890,1.8210359615165674e-06,1.0118276058282812e-10,0.0
1891,1.844058747987479e-06,1.2678781239180585e-10,0.0
1892,1.8117159795240565e-06,1.2678781239180585e-10,0.0
1893,1.830161279160945e-06,1.7291115959684943e-10,0.0
1894,1.830653608132187e-06,1.7291115959684943e-10,2.2091772855503677e-11
1895,1.8022550583347247e-06,1.9408236724099178e-10,2.2091772855503677e-11
1896,1.7942632147034082e-06,1.9408236724099178e-10,2.2091772855503677e-11
1897,1.826206487619077e-06,9.289960665816364e-11,4.066852806897511e-11
1898,1.8215962427348131e-06,6.729455484918593e-11,4.066852806897511e-11
1899,1.8347163372059834e-06,8.550846142263424e-11,4.066852806897511e-11
1900,1.8645140309152858e-06,3.938511421759066e-11,7.680973714206476e-11
1901,1.914468644567283e-06,7.365848803913317e-11,8.899133810810359e-11
1902,1.989621426089018e-06,5.2487280394990825e-11,8.899133810810359e-11
1903,2.0909543374208236e-06,8.436557008550949e-11,1.0493048295336292e-10
1904,2.1578645633521125e-06,8.436557008550949e-11,8.635372773989149e-11
1905,2.2923425636430953e-06,1.3010615600756685e-10,8.635372773989149e-11
1906,2.3992642062304574e-06,1.2740723555536094e-10,1.0186871386113389e-10
1907,2.4898871353278603e-06,1.5670758341761777e-10,9.502785265030106e-11
1908,2.6301520392735256e-06,1.2243420959607525e-10,8.820338705449262e-11
1909,2.759624911569907e-06,1.7755824588405744e-10,8.820338705449262e-11
1910,2.8290848734156626e-06,1.456799561935388e-10,8.603813197608342e-11
1911,2.9186441809412955e-06,1.456799561935388e-10,1.1399399579043695e-10
1912,2.992728988309474e-06,1.1435347807564611e-10,1.1399399579043695e-10
1913,3.115411020969207e-06,1.1313641095395915e-10,2.414581937171256e-10
1914,3.195300126078239e-06,8.383606309170233e-11,2.1215784585486881e-10
1915,3.2092596354362158e-06,8.383606309170233e-11,1.8470893762913476e-10
1916,3.240989664326272e-06,4.3763889337863506e-11,1.9976080016327812e-10
1917,3.332230107844225e-06,7.169535798379201e-11,1.9995264471939223e-10
1918,3.413348979717869e-06,1.1483607517285118e-10,1.719967809050387e-10
1919,3.5371955228973614e-06,1.2883346076472283e-10,1.8620252760305688e-10
1920,3.517050994819978e-06,1.3773719664822437e-10,6.642499843818278e-11
1921,3.5603784129177385e-06,1.6584880492752164e-10,6.642499843818278e-11
1922,3.6149745028524194e-06,1.6584880492752164e-10,9.057629448059958e-11
1923,3.652105501065047e-06,1.7535038698834882e-10,1.246313211363973e-10
1924,3.6680980559010223e-06,1.474189183424203e-10,1.1066558681343303e-10
1925,3.7158940163603153e-06,1.0427820115336114e-10,1.1066558681343303e-10
1926,3.7354648481726016e-06,9.878967088816637e-11,1.6522872752539845e-10
1927,3.948509564517215e-06,7.558801600510939e-11,1.8750382992292558e-10
1928,4.063184438304493e-06,4.7476407725812104e-11,2.33122802807882e-10
1929,4.321373255931706e-06,4.7476407725812104e-11,3.3540049309317103e-10
1930,4.61386032059506e-06,7.737774904941525e-11,3.135209968625168e-10
1931,4.8156871993601925e-06,1.0361075886144988e-10,3.135209968625168e-10
1932,4.849953971383261e-06,1.0361075886144988e-10,3.135209968625168e-10
1933,4.781806442874118e-06,8.06877957306083e-11,2.447521094525332e-10
1934,4.663971269889901e-06,8.06877957306083e-11,2.442111017377156e-10
1935,4.666488426404872e-06,1.2513246193192528e-10,1.9859212885275923e-10
1936,4.553732261618799e-06,1.6700732661880024e-10,7.216314252505335e-11
1937,4.495643939402985e-06,1.1255254070022654e-10,6.73781665381869e-11
1938,4.4018231294882885e-06,1.080717816824363e-10,6.73781665381869e-11
1939,4.429072954995458e-06,1.080717816824363e-10,1.171662172045578e-10
1940,4.456597642794284e-06,1.080717816824363e-10,1.171662172045578e-10
1941,4.438636226820693e-06,1.080717816824363e-10,7.22304676387913e-11
1942,4.370113531747068e-06,6.362711548111934e-11,1.2204655936669846e-10
1943,4.266534038574069e-06,2.175225079424438e-11,1.649532098215088e-10
1944,4.034603145035882e-06,2.175225079424438e-11,1.614821153778883e-10
1945,3.89991081257384e-06,1.876942054160732e-11,1.9902095646110292e-10
1946,3.8019174033771767e-06,1.876942054160732e-11,1.823291141083467e-10
1947,3.7139006963116117e-06,1.876942054160732e-11,2.320000402107019e-10
1948,3.6908633579254716e-06,5.29694205164688e-11,2.4910004019813263e-10
1949,3.7271659039106453e-06,5.29694205164688e-11,2.332962731729385e-10
1950,3.660235409240288e-06,6.988939585791546e-11,2.411495507250093e-10
1951,3.608071048282519e-06,8.643849425909217e-11,2.5527642499856285e-10
1952,3.617740373686372e-06,8.335302289655796e-11,2.491054822734944e-10
1953,3.603917353497569e-06,1.1473149612901373e-10,2.316985105761076e-10
1954,3.6728880071937705e-06,2.3085914330993925e-10,2.2557545216659947e-10
1955,3.682415029158749e-06,1.9665914333507776e-10,2.66452460294188e-10
1956,3.6079455704956283e-06,1.9665914333507776e-10,2.728441530248331e-10
1957,3.6815375291813065e-06,2.1797034415500198e-10,2.9854657734069383e-10
1958,3.754494693047101e-06,3.2043932685870454e-10,2.654483805383404e-10
1959,3.708806811378703e-06,3.499311336728285e-10,2.340804821801942e-10
1960,3.6343757463847785e-06,4.1384341192036393e-10,2.3956696745422844e-10
1961,3.5081331069315117e-06,3.652491801072902e-10,1.9601909976138136e-10
1962,3.366066948728985e-06,3.652491801072902e-10,1.4824384775291577e-10
1963,3.3098839854314325e-06,4.246723211182817e-10,1.2764754332904105e-10
1964,3.1423469083944966e-06,3.954344550218179e-10,6.017850107120637e-11
1965,3.0138500213589784e-06,2.7641637391693866e-10,6.017850107120637e-11
1966,2.950728035752296e-06,2.3124061792374155e-10,6.897157250091673e-11
1967,2.9413806714728707e-06,1.5363922435872113e-10,5.664052956814e-11
1968,2.8970243225298224e-06,8.610580899086934e-11,5.664052956814e-11
1969,2.923254994259748e-06,9.508269469390588e-11,4.6438773461586285e-11
1970,2.877981030126518e-06,4.442906261146819e-11,6.170909616631803e-11
1971,2.905040154083898e-06,3.543575254656111e-11,5.271578610141095e-11
1972,2.918115374736122e-06,3.543575254656111e-11,6.141123125897557e-11
1973,2.943133007907558e-06,6.019804397025145e-11,6.08722566400718e-11
1974,2.948387451137283e-06,4.250868605528067e-11,6.832258370170763e-11
1975,2.9822186726440644e-06,5.872768640439015e-11,6.832258370170763e-11
1976,2.978028727998857e-06,5.778723184492383e-11,9.243187762805353e-11
1977,2.9785934267627975e-06,4.901772291637003e-11,6.5380252798976e-11
1978,2.947505955879543e-06,4.901772291637003e-11,6.5380252798976e-11
1979,2.9437901503115427e-06,8.15285264894288e-11,6.481250853467607e-11
1980,2.9921383364645796e-06,8.027671830850608e-11,6.439523914103518e-11
1981,3.034177650209001e-06,8.027671830850608e-11,4.810023312191396e-11
1982,3.0405363499344925e-06,8.629220205455138e-11,5.551172815072241e-11
1983,3.039493809150632e-06,7.825577091098118e-11,3.1402434224376514e-11
1984,3.048320260339616e-06,7.825577091098118e-11,4.542780437536262e-11
1985,3.11479711204551e-06,1.0719207069584006e-10,6.713002970964205e-11
1986,3.1592603590979706e-06,8.158982219999952e-11,7.972799404803205e-11
1987,3.1430457576269485e-06,5.8079338957231894e-11,7.857863417488303e-11
1988,3.1760475199657127e-06,6.501074876842848e-11,9.24414537972762e-11
1989,3.2467978274196085e-06,4.2776264673273696e-11,9.168197054717656e-11
1990,3.389634587490166e-06,4.2776264673273696e-11,9.833943282704688e-11
1991,3.537494324388847e-06,4.9345533115990086e-11,1.0256472556178866e-10
1992,3.598291154308494e-06,2.677157949691557e-11,8.722484639329358e-11
1993,3.6962804707789994e-06,1.986302441969734e-11,6.649918116163889e-11
1994,3.7926052820174457e-06,1.986302441969734e-11,6.631484349745825e-11
1995,3.871001484055471e-06,1.9318746007674595e-11,5.883915527423892e-11
1996,3.995994510270455e-06,1.9318746007674595e-11,6.479122199072001e-11
1997,4.093323046358169e-06,1.9318746007674595e-11,8.114385750625428e-11
1998,4.21456655073728e-06,3.008284048454181e-11,6.642235868468762e-11
1999,4.326833927085058e-06,3.456698270874549e-11,6.006001251890325e-11
2000,4.388811703393003e-06,3.456698270874549e-11,6.525244184271298e-11
2001,4.498578099238719e-06,5.99206324439613e-11,6.382004200904718e-11
2002,4.591451735385428e-06,8.574482393949471e-11,6.280146442565787e-11
2003,4.624752169287863e-06,8.574482393949471e-11,5.019738593046798e-11
2004,4.6561145999086354e-06,8.574482393949471e-11,4.232692569455005e-11
2005,4.674147216324595e-06,7.834864800588498e-11,3.57399442382381e-11
2006,4.856412358224459e-06,7.264873177243686e-11,3.57399442382381e-11
2007,5.055544274260423e-06,7.264873177243686e-11,3.591467599507934e-11
2008,5.259135182963551e-06,4.729508203722104e-11,3.084394594890913e-11
2009,5.358429786740869e-06,2.3381117478634852e-11,2.9624071301185115e-11
2010,5.412047292858395e-06,2.7475013583688757e-11,2.9624071301185115e-11
2011,5.564899051283387e-06,3.6759807747358384e-11,1.4484433741698436e-11
2012,5.7150206365414694e-06,3.216247828579417e-11,9.5158402487115e-12
2013,5.709742449003638e-06,3.771795152992688e-11,1.486686294904782e-11
2014,5.622143297452047e-06,3.771795152992688e-11,9.49970186839685e-12
2015,5.4331743350693225e-06,4.314862281957448e-11,1.493037315804445e-11
2016,5.410847539418942e-06,3.485126448345342e-11,1.0781693989983917e-11
2017,5.477888180394075e-06,3.5883596441466103e-11,1.257864298831457e-11
2018,5.393806713982485e-06,3.006160390062185e-11,1.5094371585977485e-11
2019,5.2331465667521115e-06,2.8232254208060414e-11,1.8867964482471855e-11
