ngram,internet,internt,intrnet,interent
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,4.300008121000636e-08,0.0,0.0,0.0
1652,4.300008121000636e-08,0.0,0.0,0.0
1653,4.300008121000636e-08,0.0,0.0,0.0
1654,4.300008121000636e-08,0.0,0.0,0.0
1655,4.300008121000636e-08,0.0,0.0,0.0
1656,4.300008121000636e-08,0.0,0.0,0.0
1657,4.300008121000636e-08,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,4.059985972812033e-08,0.0,0.0,0.0
1663,4.059985972812033e-08,0.0,0.0,0.0
1664,4.059985972812033e-08,0.0,0.0,0.0
1665,4.059985972812033e-08,0.0,0.0,0.0
1666,4.059985972812033e-08,0.0,0.0,0.0
1667,4.059985972812033e-08,0.0,0.0,0.0
1668,4.059985972812033e-08,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,1.2883953104392276e-07,0.0,0.0,0.0
1677,1.6242572899370445e-07,0.0,0.0,0.0
1678,1.6242572899370445e-07,0.0,0.0,0.0
1679,1.6242572899370445e-07,0.0,0.0,0.0
1680,1.6242572899370445e-07,0.0,0.0,0.0
1681,1.6242572899370445e-07,0.0,0.0,0.0
1682,1.6242572899370445e-07,0.0,0.0,0.0
1683,3.35861979497817e-08,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,5.016191023189874e-07,0.0,0.0,0.0
1694,5.260046529136681e-07,0.0,0.0,0.0
1695,5.260046529136681e-07,0.0,0.0,0.0
1696,5.260046529136681e-07,0.0,0.0,0.0
1697,5.333517277352127e-07,0.0,0.0,0.0
1698,5.333517277352127e-07,0.0,0.0,0.0
1699,5.333517277352127e-07,0.0,0.0,0.0
1700,3.1732625416225346e-08,0.0,0.0,0.0
1701,7.347074821544603e-09,0.0,0.0,0.0
1702,7.347074821544603e-09,1.1985159785256525e-08,0.0,0.0
1703,1.8388284672710142e-08,1.1985159785256525e-08,0.0,0.0
1704,1.104120985116554e-08,1.1985159785256525e-08,0.0,0.0
1705,1.104120985116554e-08,1.1985159785256525e-08,0.0,0.0
1706,1.104120985116554e-08,1.1985159785256525e-08,0.0,0.0
1707,2.1763291511790938e-07,1.1985159785256525e-08,0.0,0.0
1708,2.1763291511790938e-07,1.1985159785256525e-08,0.0,0.0
1709,2.1763291511790938e-07,0.0,0.0,0.0
1710,2.0659170526674382e-07,0.0,0.0,0.0
1711,2.0659170526674382e-07,0.0,0.0,0.0
1712,2.0659170526674382e-07,0.0,0.0,0.0
1713,2.282277356308831e-07,0.0,0.0,0.0
1714,4.0779251467678735e-08,0.0,0.0,0.0
1715,4.0779251467678735e-08,0.0,0.0,0.0
1716,4.0779251467678735e-08,0.0,0.0,0.0
1717,4.8420656944309874e-08,0.0,0.0,0.0
1718,4.8420656944309874e-08,0.0,0.0,0.0
1719,4.8420656944309874e-08,0.0,0.0,0.0
1720,2.678462658017062e-08,0.0,0.0,0.0
1721,7.641405476631137e-09,0.0,0.0,0.0
1722,7.641405476631137e-09,0.0,0.0,0.0
1723,7.641405476631137e-09,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,6.842715854255792e-09,0.0,0.0,0.0
1728,6.842715854255792e-09,0.0,0.0,0.0
1729,6.842715854255792e-09,0.0,0.0,0.0
1730,6.842715854255792e-09,0.0,0.0,0.0
1731,1.3809455420446933e-08,0.0,0.0,0.0
1732,1.3809455420446933e-08,0.0,0.0,0.0
1733,1.3809455420446933e-08,0.0,0.0,0.0
1734,6.966739566191141e-09,0.0,0.0,0.0
1735,6.966739566191141e-09,0.0,0.0,0.0
1736,6.966739566191141e-09,0.0,0.0,0.0
1737,6.966739566191141e-09,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,5.9413507764410105e-09,0.0,0.0
1742,0.0,5.9413507764410105e-09,0.0,0.0
1743,0.0,5.9413507764410105e-09,0.0,0.0
1744,4.464060359461135e-09,5.9413507764410105e-09,0.0,0.0
1745,1.0775636383186793e-08,5.9413507764410105e-09,0.0,0.0
1746,1.0775636383186793e-08,5.9413507764410105e-09,0.0,0.0
1747,1.0775636383186793e-08,5.9413507764410105e-09,0.0,0.0
1748,1.0775636383186793e-08,0.0,0.0,0.0
1749,1.0775636383186793e-08,0.0,0.0,0.0
1750,2.0671830977140156e-08,0.0,0.0,0.0
1751,2.6915186777744437e-08,0.0,0.0,0.0
1752,2.4502200903141003e-08,0.0,0.0,0.0
1753,2.4502200903141003e-08,0.0,0.0,0.0
1754,2.868626961368851e-08,0.0,0.0,0.0
1755,2.868626961368851e-08,0.0,0.0,0.0
1756,2.868626961368851e-08,0.0,0.0,0.0
1757,1.8790075019735142e-08,0.0,0.0,0.0
1758,8.082658859669728e-09,0.0,0.0,0.0
1759,4.184068710547503e-09,0.0,0.0,0.0
1760,9.50680271013685e-09,0.0,0.0,0.0
1761,5.322733999589348e-09,0.0,0.0,0.0
1762,5.322733999589348e-09,0.0,0.0,0.0
1763,5.322733999589348e-09,0.0,0.0,0.0
1764,5.322733999589348e-09,0.0,0.0,0.0
1765,5.322733999589348e-09,0.0,0.0,0.0
1766,5.322733999589348e-09,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,2.682212547305036e-09,0.0,0.0,0.0
1769,5.7284721728072844e-09,0.0,0.0,0.0
1770,5.7284721728072844e-09,0.0,0.0,0.0
1771,5.7284721728072844e-09,0.0,0.0,0.0
1772,8.36455400181941e-09,0.0,0.0,0.0
1773,8.36455400181941e-09,0.0,0.0,0.0
1774,1.1037017141494028e-08,0.0,0.0,0.0
1775,8.354804594188993e-09,0.0,0.0,0.0
1776,5.308544968686744e-09,0.0,0.0,0.0
1777,5.308544968686744e-09,0.0,0.0,0.0
1778,5.308544968686744e-09,0.0,0.0,0.0
1779,7.795834581055975e-09,0.0,0.0,0.0
1780,7.795834581055975e-09,0.0,0.0,0.0
1781,1.0860921812699026e-08,0.0,0.0,0.0
1782,1.3019055294145282e-08,0.0,0.0,0.0
1783,1.3019055294145282e-08,0.0,0.0,2.174599040521181e-09
1784,1.3019055294145282e-08,0.0,0.0,2.174599040521181e-09
1785,1.787342236119522e-08,0.0,0.0,2.174599040521181e-09
1786,8.645546094904993e-08,0.0,0.0,2.174599040521181e-09
1787,9.032288567872066e-08,0.0,0.0,2.174599040521181e-09
1788,8.589188738028497e-08,0.0,0.0,3.4811511134031595e-09
1789,8.489713871589239e-08,0.0,0.0,3.4811511134031595e-09
1790,8.600198711913468e-08,0.0,0.0,1.3065520728819786e-09
1791,8.708795335670467e-08,0.0,0.0,1.3065520728819786e-09
1792,8.223358628965474e-08,0.0,0.0,2.3948141247842614e-09
1793,1.247226474479898e-08,0.0,0.0,3.3808362458793387e-09
1794,1.0600811149531962e-08,0.0,0.0,3.3808362458793387e-09
1795,9.294259076649984e-09,0.0,0.0,2.0742841729973603e-09
1796,8.130874259596307e-09,0.0,0.0,2.0742841729973603e-09
1797,9.29372045987975e-09,0.0,0.0,2.641207823878793e-09
1798,1.1679694417970105e-08,0.0,0.0,3.2198645020084118e-09
1799,2.249354683466923e-08,0.0,0.0,2.1316024501061293e-09
1800,1.9784450141660922e-08,0.0,0.0,1.1455803290110517e-09
1801,1.8252819478092874e-08,0.0,0.0,1.1455803290110517e-09
1802,3.2144877014163494e-08,0.0,0.0,1.5797071270132586e-09
1803,3.354887685118919e-08,3.5099995925642295e-10,0.0,1.5797071270132586e-09
1804,3.2196414899234223e-08,6.560775097800128e-10,0.0,1.0127834761318256e-09
1805,2.8984152205297723e-08,1.1754325132276984e-09,0.0,4.341267980022069e-10
1806,1.8945950062766925e-08,1.1754325132276984e-09,0.0,9.512270019281947e-10
1807,1.7920179499039283e-08,1.3846537408720598e-09,0.0,1.160448229572556e-09
1808,1.8397291785226296e-08,1.3846537408720598e-09,0.0,1.160448229572556e-09
1809,5.4098583073575975e-09,1.3846537408720598e-09,0.0,1.2690958918680296e-09
1810,4.441733774435923e-09,1.0336537816156367e-09,0.0,1.9229088321637278e-09
1811,3.7608850636924475e-09,7.285762310920469e-10,0.0,1.9229088321637278e-09
1812,3.7399158214768136e-09,2.092212276443612e-10,0.0,2.1616170916719366e-09
1813,3.158244951276653e-09,4.032006316125246e-10,0.0,1.6445168877459488e-09
1814,3.5758981490171695e-09,4.0293754047634623e-10,0.0,1.4352956601015876e-09
1815,2.6344453919944856e-09,4.0293754047634623e-10,0.0,2.014717757705041e-09
1816,2.1101667714771922e-09,5.931102593186616e-10,0.0,1.47194329740736e-09
1817,2.18833418053066e-09,5.931102593186616e-10,0.0,9.89477928164157e-10
1818,2.491054822734944e-09,5.931102593186616e-10,0.0,1.1685127944614594e-09
1819,3.1541312419035096e-09,5.931102593186616e-10,0.0,9.298045349532507e-10
1820,3.549739581641477e-09,3.9913085535049827e-10,0.0,1.0772014708797834e-09
1821,3.0514194107996875e-09,1.901727188423154e-10,0.0,1.7199727673857167e-09
1822,3.4257261234087774e-09,1.901727188423154e-10,0.0,1.1405506697822636e-09
1823,3.888157327848672e-09,0.0,0.0,1.1405506697822636e-09
1824,3.642354648051135e-09,0.0,0.0,9.692030987297683e-10
1825,3.358483673705186e-09,1.266168043428146e-10,0.0,7.90168232432466e-10
1826,2.575197237992504e-09,1.266168043428146e-10,0.0,1.1456629771850707e-09
1827,2.8221743434261472e-09,1.266168043428146e-10,0.0,1.2074072535434815e-09
1828,5.6725113812510534e-09,3.472754227042328e-10,0.0,6.749652662182573e-10
1829,6.2117702727602725e-09,4.1754970116412796e-10,0.0,9.560623800578379e-10
1830,5.940820914572344e-09,4.1754970116412796e-10,0.0,9.560623800578379e-10
1831,6.415738162957041e-09,4.1754970116412796e-10,0.0,1.1418517004939994e-09
1832,6.588251864693615e-09,2.9093289682131333e-10,0.0,1.3973000772311244e-09
1833,6.882144949165487e-09,2.9093289682131333e-10,0.0,1.2067618571087735e-09
1834,6.377820874600307e-09,4.5705328410861057e-10,0.0,1.163741032111127e-09
1835,3.5664963839364206e-09,2.363946657471924e-10,0.0,1.3047619334167442e-09
1836,3.478603770114473e-09,1.6612038728729724e-10,0.0,1.3239095375539023e-09
1837,3.6037491879525874e-09,1.6612038728729724e-10,0.0,1.4013509479810742e-09
1838,3.394872145306189e-09,1.6612038728729724e-10,0.0,1.2918873748546389e-09
1839,3.3480320262212005e-09,2.419018239687075e-10,0.0,1.112220434798924e-09
1840,3.615914377443273e-09,2.419018239687075e-10,0.0,1.2496077743990546e-09
1841,4.053427323949929e-09,7.578143668141024e-11,0.0,1.2934202201339166e-09
1842,4.129122282187885e-09,7.578143668141024e-11,0.0,1.1637008896186224e-09
1843,3.8936200612888734e-09,7.578143668141024e-11,0.0,9.946052315079612e-10
1844,5.26691588755211e-09,1.4256429370362866e-10,0.0,9.839466781030077e-10
1845,5.800455893378853e-09,2.0930305901144053e-10,0.0,1.3747922800178003e-09
1846,6.0737537221911e-09,1.335216223300303e-10,0.0,1.88599533609438e-09
1847,6.1813510817846205e-09,2.547325525118335e-10,0.0,1.5836514718639956e-09
1848,6.341287844031334e-09,2.547325525118335e-10,0.0,1.920595404936165e-09
1849,7.011598222663094e-09,2.547325525118335e-10,0.0,2.1751412655162436e-09
1850,7.086006194510576e-09,3.022024614678693e-10,0.0,2.2813417425001805e-09
1851,5.990738191233699e-09,3.747053936972325e-10,0.0,2.260987480573462e-09
1852,5.833026252487019e-09,4.090897699958264e-10,0.0,1.9960624145617547e-09
1853,6.049489353898707e-09,4.090897699958264e-10,0.0,1.5538559526375094e-09
1854,6.6251686042002285e-09,4.3938442566877304e-10,0.0,1.8063652518218731e-09
1855,6.272997359652826e-09,6.493914215889771e-10,0.0,1.3119902347075956e-09
1856,6.0552084616257875e-09,7.984878393406194e-10,0.0,1.2340063296597696e-09
1857,6.016374636581239e-09,7.510179303845835e-10,4.8134226763149204e-11,1.1410594730992025e-09
1858,6.07823734201572e-09,7.269391675914148e-10,4.8134226763149204e-11,1.4978554745732303e-09
1859,6.325787385971385e-09,6.867454145036739e-10,4.8134226763149204e-11,1.5393267454350784e-09
1860,6.250056979898286e-09,8.087358322710664e-10,4.8134226763149204e-11,1.5775343412524227e-09
1861,5.677320201259915e-09,6.572302464163166e-10,1.0462090717565177e-10,1.6639451086827454e-09
1862,5.712701930552352e-09,5.029415217627786e-10,1.0462090717565177e-10,1.945752987302691e-09
1863,5.78072478774061e-09,4.970587513015395e-10,1.0462090717565177e-10,1.7907737990898097e-09
1864,5.720121328981317e-09,5.91248994208371e-10,5.648668041250257e-11,1.7876564831606094e-09
1865,5.567789150364076e-09,5.644950697357234e-10,5.648668041250257e-11,1.5171115395697298e-09
1866,5.7815589776006556e-09,5.035656812170584e-10,5.648668041250257e-11,1.5388317049185624e-09
1867,5.766445479845775e-09,4.680001782933882e-10,5.648668041250257e-11,1.7015457376423626e-09
1868,5.602995718183885e-09,5.128118762964817e-10,0.0,1.5418724630400504e-09
1869,5.860984269341023e-09,5.362653773425105e-10,0.0,1.5242499246908331e-09
1870,6.61769077631951e-09,5.197611111348469e-10,0.0,1.8034008968698905e-09
1871,7.107526947943857e-09,4.255708682280154e-10,0.0,2.0273000817765715e-09
1872,7.369643752395762e-09,3.3711776624225006e-10,0.0,2.4269926703267076e-09
1873,6.817399406904607e-09,4.9315277655155e-10,0.0,2.9417299865893855e-09
1874,6.8741302174300605e-09,4.862092910824195e-10,0.0,2.9139560447128635e-09
1875,7.249642219875341e-09,5.617426841147172e-10,0.0,3.095744517876499e-09
1876,7.4137163075249646e-09,5.209028962140292e-10,0.0,3.0090493271675965e-09
1877,7.43107727732958e-09,5.340002051656967e-10,0.0,2.726491397732543e-09
1878,7.174377536500742e-09,6.791416437160588e-10,0.0,2.5790190142213223e-09
1879,7.1100579392334245e-09,7.489692715229828e-10,0.0,2.256129648183146e-09
1880,7.113041203662565e-09,6.258209446695164e-10,0.0,1.8048214510203918e-09
1881,7.509544351437723e-09,6.094707060461906e-10,0.0,1.8025516793481903e-09
1882,7.025221864560243e-09,5.215351939995877e-10,0.0,1.8304313461773143e-09
1883,7.114550282238952e-09,5.474484655281537e-10,0.0,2.307137259016656e-09
1884,6.400471200659499e-09,5.296854046646768e-10,0.0,2.4419287227215948e-09
1885,6.356798516143109e-09,4.425905217716622e-10,0.0,2.6595657105182066e-09
1886,5.936597055214829e-09,4.279401257959289e-10,0.0,2.725969006078799e-09
1887,5.832913136621138e-09,4.779553499010904e-10,0.0,2.8392456639738027e-09
1888,5.5739572957236305e-09,4.958326844344591e-10,0.0,2.766615301931706e-09
1889,5.971385354440275e-09,4.895940002620186e-10,0.0,2.7964346869881395e-09
1890,5.4794855636990695e-09,6.530099516677268e-10,0.0,2.4944679179382335e-09
1891,5.3726324976212575e-09,5.565713743057746e-10,0.0,2.501525320219855e-09
1892,5.224759989731962e-09,5.209964007831961e-10,0.0,2.650437314066778e-09
1893,5.023866656017617e-09,5.11942516157049e-10,0.0,3.04333965964584e-09
1894,4.946044906972702e-09,4.5113238145155776e-10,0.0,2.9767563176313114e-09
1895,4.651421216448983e-09,4.548086867434924e-10,0.0,2.9666140179328083e-09
1896,6.371177870992792e-09,4.867790694339038e-10,0.0,2.761064377132527e-09
1897,1.2017728970700351e-08,3.14848127728037e-10,0.0,2.746445182388868e-09
1898,1.2491306592262878e-08,3.253194122817707e-10,0.0,2.807514807935872e-09
1899,1.244920503192962e-08,3.9391736301424325e-10,0.0,2.7150291380197343e-09
1900,1.2801148775918949e-08,4.2007643395537894e-10,1.8070604536544822e-11,2.3353702939741895e-09
1901,1.2948774941179408e-08,5.008047785994205e-10,1.8070604536544822e-11,2.3539539365354958e-09
1902,1.3011682778848614e-08,4.3333823830847354e-10,1.8070604536544822e-11,2.3621267164486426e-09
1903,1.1284476083720359e-08,4.70831825908188e-10,1.8070604536544822e-11,2.276455198949431e-09
1904,5.687243564977962e-09,4.943702629806828e-10,1.8070604536544822e-11,2.4412242544918125e-09
1905,5.442030001237949e-09,4.887876512268566e-10,1.8070604536544822e-11,2.433930057499367e-09
1906,6.444412432265218e-09,4.4426307672334227e-10,1.8070604536544822e-11,2.112819427349929e-09
1907,6.407694438540343e-09,4.745318800601441e-10,0.0,1.9408911462142395e-09
1908,6.552669708424576e-09,4.1288512489919983e-10,0.0,1.7388897147593445e-09
1909,6.6529247507876985e-09,4.783528910280919e-10,0.0,1.7458918120740107e-09
1910,6.584600737673847e-09,4.378135849890187e-10,0.0,1.7561175529629785e-09
1911,6.643720304059084e-09,3.8650074609046317e-10,0.0,1.6065966810886933e-09
1912,6.390291978115264e-09,5.00148101505766e-10,0.0,1.6603466062343436e-09
1913,6.138687019025773e-09,5.822844151293083e-10,0.0,1.7756401269965393e-09
1914,6.341532632347935e-09,5.820486196192068e-10,0.0,1.8046036252629604e-09
1915,6.5080415976938505e-09,6.205688740656967e-10,0.0,1.8037259305206783e-09
1916,6.811341649434358e-09,6.733495824410138e-10,0.0,1.962068047716465e-09
1917,6.83700987888106e-09,7.998085725459601e-10,0.0,2.0198494305694633e-09
1918,6.62824833114988e-09,8.868946212357644e-10,0.0,1.8445732243220293e-09
1919,6.9023619518406216e-09,7.99576528003649e-10,0.0,1.8673589658695685e-09
1920,7.559094017395296e-09,7.637018755486074e-10,0.0,2.2542485973125234e-09
1921,6.555794234459305e-08,7.176096661343223e-10,0.0,2.417311398669345e-09
1922,6.914352179698824e-08,6.862186414340649e-10,0.0,2.4434083962481576e-09
1923,6.88835042022313e-08,6.24412208446604e-10,0.0,2.331649444948474e-09
1924,6.977597886783014e-08,4.67279189548491e-10,0.0,2.5757167034155616e-09
1925,7.014111183930741e-08,3.9824762733596334e-10,0.0,2.5296742795737667e-09
1926,7.036711511889036e-08,4.101935279538742e-10,0.0,2.4157061430583683e-09
1927,6.948641655719306e-08,5.220323201493571e-10,0.0,2.0384570539481015e-09
1928,1.3222592227484548e-08,5.570470493606753e-10,0.0,1.957324223335531e-09
1929,9.573958641746166e-09,5.846018490724652e-10,0.0,2.0686779273708974e-09
1930,9.91526740077932e-09,5.109415172700946e-10,0.0,2.127992702684521e-09
1931,1.156720846091324e-08,6.439180498331507e-10,0.0,1.9507352558686566e-09
1932,1.4003704418286134e-08,6.924806839059272e-10,0.0,1.837623592975441e-09
1933,1.8951007176225077e-08,7.395475898341886e-10,0.0,1.63229371289272e-09
1934,1.9409848395213203e-08,6.247736772380108e-10,0.0,1.4715020471963873e-09
1935,1.7962192558737148e-08,5.77980397669415e-10,0.0,1.3322965191393215e-09
1936,1.8223595711828822e-08,6.0681016957252e-10,0.0,1.0454560114439966e-09
1937,2.0432052875004762e-08,6.965798374622015e-10,0.0,9.383664995825975e-10
1938,3.764289540393e-08,6.479430285961335e-10,0.0,1.045824668929488e-09
1939,3.879012222540723e-08,6.031580948980978e-10,0.0,1.2238351800229553e-09
1940,3.7319405851324716e-08,5.647020866789936e-10,0.0,1.2343395948212687e-09
1941,3.7313522430589985e-08,5.024091579272242e-10,0.0,1.2374252059529515e-09
1942,3.8188941405995335e-08,5.575966751817215e-10,0.0,1.2979841526991213e-09
1943,3.828528668695494e-08,5.601761356364778e-10,0.0,1.4062825586564592e-09
1944,3.652107314979146e-08,6.032057234658542e-10,0.0,1.3301578648063283e-09
1945,1.890304674694627e-08,6.07060988779194e-10,0.0,1.1480638106853291e-09
1946,2.171983608840427e-08,6.400134588968598e-10,0.0,1.0480564907996585e-09
1947,1.9021535838500573e-08,6.785325039932693e-10,0.0,1.16012412375101e-09
1948,1.993953599058581e-08,8.048539374654646e-10,0.0,1.3642312834960535e-09
1949,1.9191949363062122e-08,8.072587281177895e-10,0.0,1.4358631109498025e-09
1950,1.9489480759407992e-08,7.169120793047514e-10,0.0,1.4210496430371628e-09
1951,2.4290701894358335e-08,6.33760117797953e-10,0.0,1.4323478276472607e-09
1952,2.2416838924803935e-08,5.995633454000274e-10,0.0,1.417177058244639e-09
1953,1.842955400986414e-08,6.109582462958991e-10,0.0,1.4878934433732687e-09
1954,1.8259252395783473e-08,5.82155151466043e-10,0.0,1.6790995102259183e-09
1955,1.7768070570411965e-08,5.007264067665876e-10,0.0,1.641478778299391e-09
1956,1.7962789858724396e-08,5.064334765040154e-10,0.0,1.622418754898547e-09
1957,2.0476221734051185e-08,6.042070336117636e-10,0.0,1.7674209080403053e-09
1958,1.6326376821902093e-08,6.973814303812276e-10,0.0,1.811515175959804e-09
1959,1.7117102021505356e-08,7.54488955439265e-10,0.0,1.7745190079259438e-09
1960,1.5468967186547744e-08,7.45056421320405e-10,0.0,1.777214772172694e-09
1961,1.6055169257559295e-08,7.254941013025627e-10,0.0,1.5058348536354872e-09
1962,1.6226319843326564e-08,7.24435130930853e-10,0.0,1.4258941963670883e-09
1963,1.777661763822737e-08,7.256335056636334e-10,0.0,1.421951239295132e-09
1964,2.004637129309523e-08,6.828864537336951e-10,0.0,1.348435410949581e-09
1965,2.0264262268199218e-08,5.929552523590128e-10,0.0,1.325047944383024e-09
