ngram,software,softare,sofware,sftware
1636,3.7025448104291823e-07,0.0,0.0,0.0
1637,3.7025448104291823e-07,0.0,0.0,0.0
1638,3.7025448104291823e-07,0.0,0.0,0.0
1639,3.7025448104291823e-07,0.0,0.0,0.0
1640,3.7025448104291823e-07,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,4.530733122010133e-08,0.0,0.0,0.0
1657,4.530733122010133e-08,0.0,0.0,0.0
1658,4.530733122010133e-08,0.0,0.0,0.0
1659,4.530733122010133e-08,0.0,0.0,0.0
1660,4.530733122010133e-08,0.0,0.0,0.0
1661,4.530733122010133e-08,0.0,0.0,0.0
1662,4.530733122010133e-08,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,7.380180834713559e-08,0.0,0.0,0.0
1673,7.380180834713559e-08,0.0,0.0,0.0
1674,7.380180834713559e-08,0.0,0.0,0.0
1675,7.380180834713559e-08,0.0,0.0,0.0
1676,7.380180834713559e-08,0.0,0.0,0.0
1677,7.380180834713559e-08,0.0,0.0,0.0
1678,7.380180834713559e-08,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,8.308116353613773e-08,0.0,0.0,0.0
1691,8.308116353613773e-08,0.0,0.0,0.0
1692,8.308116353613773e-08,0.0,0.0,0.0
1693,8.308116353613773e-08,0.0,0.0,0.0
1694,8.308116353613773e-08,0.0,0.0,0.0
1695,8.308116353613773e-08,0.0,0.0,0.0
1696,8.308116353613773e-08,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,9.692328717392229e-09,0.0,0.0,0.0
1712,9.692328717392229e-09,0.0,0.0,0.0
1713,9.692328717392229e-09,0.0,0.0,0.0
1714,1.435862265403947e-06,0.0,0.0,0.0
1715,1.435862265403947e-06,0.0,0.0,0.0
1716,1.435862265403947e-06,0.0,0.0,0.0
1717,1.435862265403947e-06,0.0,0.0,0.0
1718,1.4261699366865547e-06,0.0,0.0,0.0
1719,1.4261699366865547e-06,0.0,0.0,0.0
1720,1.4261699366865547e-06,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,6.371976724039996e-09,0.0,0.0,0.0
1730,6.371976724039996e-09,0.0,0.0,0.0
1731,6.371976724039996e-09,0.0,0.0,0.0
1732,6.371976724039996e-09,0.0,0.0,0.0
1733,6.371976724039996e-09,0.0,0.0,0.0
1734,6.371976724039996e-09,0.0,0.0,0.0
1735,6.371976724039996e-09,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,5.9413507764410105e-09,0.0,0.0,0.0
1742,5.9413507764410105e-09,0.0,0.0,0.0
1743,5.9413507764410105e-09,0.0,0.0,0.0
1744,5.9413507764410105e-09,0.0,0.0,0.0
1745,5.9413507764410105e-09,0.0,0.0,0.0
1746,5.9413507764410105e-09,0.0,0.0,0.0
1747,5.9413507764410105e-09,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,1.7483276743795223e-07,0.0,0.0,0.0
1751,1.8197104470881902e-07,0.0,0.0,0.0
1752,1.8197104470881902e-07,0.0,0.0,0.0
1753,1.8197104470881902e-07,0.0,0.0,0.0
1754,1.8197104470881902e-07,0.0,0.0,0.0
1755,1.8197104470881902e-07,0.0,0.0,0.0
1756,1.8197104470881902e-07,0.0,0.0,0.0
1757,7.138277270866768e-09,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,6.9575898058766535e-09,0.0,0.0,0.0
1760,9.618956805671327e-09,0.0,0.0,0.0
1761,1.0121268217184414e-07,0.0,0.0,0.0
1762,1.7095981696968465e-07,0.0,0.0,0.0
1763,1.7095981696968465e-07,0.0,0.0,0.0
1764,1.9344525448161676e-07,0.0,0.0,0.0
1765,1.9344525448161676e-07,0.0,0.0,0.0
1766,1.8648766467574012e-07,0.0,0.0,0.0
1767,1.8971530226151246e-07,0.0,0.0,0.0
1768,9.812157689533965e-08,0.0,0.0,0.0
1769,2.8374442097499142e-08,0.0,0.0,0.0
1770,3.414028526549373e-08,0.0,0.0,0.0
1771,1.1654847753561626e-08,0.0,0.0,0.0
1772,1.1654847753561626e-08,0.0,0.0,0.0
1773,1.1654847753561626e-08,0.0,0.0,0.0
1774,5.765843167994587e-09,0.0,0.0,0.0
1775,5.765843167994587e-09,0.0,0.0,0.0
1776,5.765843167994587e-09,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,2.465780945775415e-07,0.0,0.0,0.0
1787,2.465780945775415e-07,0.0,0.0,0.0
1788,2.465780945775415e-07,0.0,0.0,0.0
1789,2.465780945775415e-07,0.0,0.0,0.0
1790,2.465780945775415e-07,0.0,0.0,0.0
1791,2.465780945775415e-07,0.0,0.0,0.0
1792,2.465780945775415e-07,0.0,0.0,0.0
1793,9.860221210950775e-10,0.0,0.0,0.0
1794,9.860221210950775e-10,0.0,0.0,0.0
1795,9.860221210950775e-10,0.0,0.0,0.0
1796,9.860221210950775e-10,0.0,0.0,0.0
1797,1.5529457719765105e-09,0.0,0.0,0.0
1798,3.8675724844949855e-09,0.0,0.0,0.0
1799,4.468342077298562e-09,0.0,0.0,0.0
1800,7.18729507655423e-09,0.0,0.0,0.0
1801,7.18729507655423e-09,0.0,0.0,0.0
1802,8.055548672558643e-09,0.0,0.0,0.0
1803,8.055548672558643e-09,0.0,0.0,0.0
1804,7.48862502167721e-09,0.0,0.0,0.0
1805,5.4336758108825785e-09,0.0,0.0,0.0
1806,6.384206766415648e-09,0.0,0.0,0.0
1807,3.306895344858317e-09,0.0,0.0,0.0
1808,4.0129848809046715e-09,0.0,0.0,0.0
1809,3.144731284900258e-09,0.0,0.0,0.0
1810,3.144731284900258e-09,0.0,0.0,0.0
1811,3.3791152257275516e-09,0.0,0.0,0.0
1812,4.312978989824095e-09,0.0,0.0,0.0
1813,2.7616784414874473e-09,0.0,0.0,0.0
1814,2.134014742694035e-09,0.0,0.0,0.0
1815,1.814206626197087e-09,0.0,0.0,0.0
1816,2.384724798584362e-09,0.0,0.0,0.0
1817,2.8987675117418478e-09,0.0,0.0,1.7134757105249524e-10
1818,1.6808137675334526e-08,0.0,0.0,1.7134757105249524e-10
1819,1.561459640951414e-08,0.0,0.0,1.7134757105249524e-10
1820,1.605678720143341e-08,0.0,0.0,1.7134757105249524e-10
1821,1.6571004219605763e-08,0.0,0.0,1.7134757105249524e-10
1822,1.6309491701615997e-08,0.0,0.0,1.7134757105249524e-10
1823,2.8380623034213974e-08,0.0,0.0,1.7134757105249524e-10
1824,2.786658032105649e-08,0.0,0.0,0.0
1825,1.3722826216636515e-08,0.0,0.0,0.0
1826,1.3722826216636515e-08,0.0,0.0,0.0
1827,1.3385206030859718e-08,0.0,0.0,0.0
1828,1.4746587229108599e-08,0.0,0.0,0.0
1829,4.357482086270181e-08,0.0,0.0,0.0
1830,3.102847589975255e-08,0.0,0.0,0.0
1831,3.112137055997063e-08,0.0,0.0,0.0
1832,3.5208544587764634e-08,0.0,0.0,0.0
1833,3.529102285007976e-08,0.0,0.0,0.0
1834,3.7262957053307844e-08,0.0,0.0,0.0
1835,3.547114223773866e-08,0.0,0.0,0.0
1836,7.794179801567935e-09,0.0,0.0,0.0
1837,7.85375808038629e-09,0.0,0.0,0.0
1838,8.524120877405141e-09,0.0,0.0,0.0
1839,4.436946849611141e-09,0.0,0.0,0.0
1840,4.883570365559515e-09,7.558596605759606e-11,0.0,0.0
1841,2.9470207782037303e-09,7.558596605759606e-11,0.0,0.0
1842,3.2889454493201242e-09,1.3640140604311212e-10,0.0,0.0
1843,2.275203470070153e-09,1.3640140604311212e-10,0.0,0.0
1844,1.0401394761367605e-08,1.3640140604311212e-10,0.0,0.0
1845,9.704876069438484e-09,1.3640140604311212e-10,0.0,0.0
1846,1.009619907518403e-08,1.3640140604311212e-10,0.0,0.0
1847,1.0961023033662087e-08,6.081543998551605e-11,0.0,0.0
1848,1.109450619469448e-08,1.1550311500891602e-10,0.0,0.0
1849,1.0991235342507264e-08,1.0842721165360558e-10,0.0,0.0
1850,1.1013756692371653e-08,1.0842721165360558e-10,0.0,0.0
1851,2.9183969606018577e-09,1.0842721165360558e-10,0.0,0.0
1852,3.3067123483832006e-09,1.0842721165360558e-10,0.0,0.0
1853,2.9636486836055146e-09,1.0842721165360558e-10,0.0,0.0
1854,2.276749003612569e-09,1.0842721165360558e-10,0.0,0.0
1855,2.26581936546566e-09,5.3739536630205616e-11,0.0,0.0
1856,2.539767816690995e-09,0.0,0.0,0.0
1857,2.7844248414890924e-09,0.0,0.0,0.0
1858,2.771521004759795e-09,0.0,0.0,0.0
1859,2.5601844057452995e-09,0.0,0.0,0.0
1860,2.6949106914285282e-09,0.0,0.0,0.0
1861,2.2703180446725924e-09,0.0,0.0,0.0
1862,3.3450478101723238e-09,0.0,0.0,0.0
1863,2.8918757864561583e-09,0.0,0.0,0.0
1864,2.8333505065956744e-09,0.0,0.0,0.0
1865,2.8374461669145035e-09,0.0,0.0,0.0
1866,4.75411841481334e-08,0.0,4.4239619903915386e-11,0.0
1867,4.757426080066145e-08,0.0,4.4239619903915386e-11,0.0
1868,4.760550926479519e-08,0.0,4.4239619903915386e-11,0.0
1869,4.634744252670789e-08,0.0,4.4239619903915386e-11,0.0
1870,4.713343099149725e-08,0.0,4.4239619903915386e-11,0.0
1871,4.8650706883725444e-08,0.0,4.4239619903915386e-11,0.0
1872,4.888331779838241e-08,0.0,4.4239619903915386e-11,0.0
1873,4.247932283707456e-09,0.0,0.0,0.0
1874,6.058646465475651e-09,0.0,0.0,0.0
1875,6.1461148789402185e-09,0.0,0.0,0.0
1876,6.8335828107279895e-09,0.0,0.0,0.0
1877,9.224789535419324e-09,0.0,0.0,0.0
1878,1.4602490486633916e-08,0.0,0.0,0.0
1879,1.4646852936855176e-08,0.0,0.0,0.0
1880,1.6571077367442755e-08,0.0,0.0,0.0
1881,1.4954653642413566e-08,0.0,0.0,0.0
1882,1.5623019512998682e-08,0.0,0.0,0.0
1883,1.6912227998996547e-08,0.0,0.0,0.0
1884,1.3927439138480428e-08,0.0,0.0,0.0
1885,8.24486117474115e-09,0.0,0.0,0.0
1886,1.0439488797229858e-08,0.0,0.0,0.0
1887,1.3315478275544024e-08,0.0,0.0,0.0
1888,3.661362026262184e-08,0.0,0.0,0.0
1889,3.719287043425977e-08,0.0,0.0,0.0
1890,3.662946790328192e-08,0.0,0.0,0.0
1891,3.6805948955276335e-08,0.0,0.0,0.0
1892,3.914501199377339e-08,0.0,0.0,0.0
1893,3.6957738266555195e-08,0.0,0.0,0.0
1894,3.208846383844539e-08,0.0,0.0,0.0
1895,9.057447760061978e-09,0.0,0.0,0.0
1896,2.6479021150319478e-08,0.0,0.0,0.0
1897,1.2022959962530523e-07,0.0,0.0,0.0
1898,1.200602237786238e-07,0.0,0.0,0.0
1899,1.2024522296919367e-07,0.0,0.0,0.0
1900,1.2057909608882105e-07,0.0,0.0,0.0
1901,1.207816404351953e-07,0.0,0.0,0.0
1902,1.2029356298372461e-07,0.0,0.0,0.0
1903,1.0270556373624475e-07,0.0,0.0,0.0
1904,7.668638216503813e-09,0.0,0.0,0.0
1905,7.554615964546128e-09,0.0,0.0,0.0
1906,3.53338347469645e-09,0.0,0.0,0.0
1907,3.41218486799022e-09,0.0,0.0,0.0
1908,3.3783646515215894e-09,0.0,0.0,0.0
1909,3.5334886921185263e-09,0.0,0.0,0.0
1910,2.9089292895103014e-08,0.0,0.0,0.0
1911,2.9316510171842732e-08,1.3977931907176761e-11,0.0,0.0
1912,2.989499730305616e-08,1.3977931907176761e-11,0.0,0.0
1913,3.0509500925646194e-08,1.3977931907176761e-11,0.0,0.0
1914,3.1136460552718045e-08,1.3977931907176761e-11,0.0,0.0
1915,3.4805039897786317e-08,1.3977931907176761e-11,0.0,0.0
1916,3.801275430933718e-08,2.902979444132013e-11,0.0,0.0
1917,1.1407547382903869e-08,2.902979444132013e-11,0.0,0.0
1918,1.1333737472339424e-08,1.5051862534143368e-11,0.0,0.0
1919,1.5512764311204867e-08,1.5051862534143368e-11,0.0,0.0
1920,1.821553082973334e-08,3.8253517417200353e-11,0.0,0.0
1921,1.8460801680981424e-08,3.8253517417200353e-11,0.0,0.0
1922,4.8844389644031594e-08,3.8253517417200353e-11,0.0,0.0
1923,4.681446357552537e-08,2.3201654883056986e-11,0.0,0.0
1924,5.8201546344298956e-08,2.3201654883056986e-11,0.0,0.0
1925,6.207499263816934e-08,2.3201654883056986e-11,0.0,0.0
1926,6.41719712289403e-08,2.3201654883056986e-11,0.0,0.0
1927,6.526167352559145e-08,0.0,0.0,0.0
1928,6.599648383343037e-08,0.0,0.0,0.0
1929,3.454159282410631e-08,0.0,0.0,0.0
1930,4.227659238560071e-08,0.0,0.0,0.0
1931,1.415796008684213e-07,0.0,7.8699031418645e-11,0.0
1932,1.7503398146751741e-07,0.0,7.8699031418645e-11,0.0
1933,2.0719595334688684e-07,0.0,7.8699031418645e-11,0.0
1934,2.1026434637860802e-07,0.0,7.8699031418645e-11,0.0
1935,2.146500973156305e-07,0.0,7.8699031418645e-11,0.0
1936,2.2037199696813203e-07,0.0,7.8699031418645e-11,0.0
1937,2.207200380561452e-07,0.0,7.8699031418645e-11,0.0
1938,2.724126067578579e-07,2.175225079424438e-11,0.0,0.0
1939,2.544911293763822e-07,2.175225079424438e-11,0.0,0.0
1940,2.2445415634056838e-07,2.175225079424438e-11,0.0,0.0
1941,2.2495586802863598e-07,2.175225079424438e-11,0.0,0.0
1942,2.2312132941237905e-07,2.175225079424438e-11,2.490804586395358e-11,0.0
1943,2.560313221116368e-07,2.175225079424438e-11,2.490804586395358e-11,0.0
1944,3.0159457255406e-07,4.0723573323044244e-11,2.490804586395358e-11,0.0
1945,1.6361091884472705e-07,1.8971322528799864e-11,2.490804586395358e-11,0.0
1946,1.927116168230571e-07,1.8971322528799864e-11,2.490804586395358e-11,0.0
1947,1.9176535356483067e-07,1.8971322528799864e-11,4.146502189225235e-11,0.0
1948,1.92613796404625e-07,1.8971322528799864e-11,4.146502189225235e-11,0.0
1949,1.9597860553436215e-07,1.8971322528799864e-11,1.6556976028298768e-11,0.0
1950,1.7800874831306957e-07,1.8971322528799864e-11,1.6556976028298768e-11,0.0
1951,1.675889070692652e-07,0.0,1.6556976028298768e-11,0.0
1952,1.4935990577669145e-07,0.0,1.6556976028298768e-11,0.0
1953,1.1715532163439743e-07,0.0,1.6556976028298768e-11,0.0
1954,1.2799638885293722e-07,0.0,0.0,0.0
1955,1.501618243082703e-07,0.0,0.0,0.0
1956,2.270961161343621e-07,0.0,0.0,0.0
1957,2.632950934103714e-07,1.2743725717547149e-11,1.1469353244919489e-10,0.0
1958,2.620355366340326e-07,1.2743725717547149e-11,1.1469353244919489e-10,0.0
1959,4.326232101448113e-07,5.7919481710744236e-11,1.3728141044579345e-10,0.0
1960,5.067309721035989e-07,7.909520360100636e-11,1.478692713909245e-10,0.0
1961,6.43168685802006e-07,7.909520360100636e-11,1.478692713909245e-10,0.0
1962,7.701901795696488e-07,8.929695970756007e-11,1.6827278360403193e-10,0.0
1963,9.275548425843486e-07,1.0910467271704353e-10,1.8808049661351538e-10,0.0
1964,1.28325669379592e-06,1.5931411745384594e-10,1.0036689435904173e-10,8.99331006490708e-12
1965,1.773406097527186e-06,1.9457444385854013e-10,1.0036689435904173e-10,8.99331006490708e-12
1966,2.2865243636260857e-06,1.7577790215447412e-10,3.0639886956983023e-10,8.99331006490708e-12
1967,2.9980377738476297e-06,2.0767025400912432e-10,3.488790823696115e-10,8.99331006490708e-12
1968,3.7457048815018164e-06,2.962356709141594e-10,4.4630104175816653e-10,4.441947603390466e-11
1969,4.581023063110479e-06,3.9375653927896185e-10,4.797588417807372e-10,4.441947603390466e-11
1970,5.404057544313089e-06,4.441048976979088e-10,5.388767091282379e-10,4.441947603390466e-11
1971,6.2368140528893235e-06,4.706607306273877e-10,6.372093884289751e-10,3.5426165968997585e-11
1972,7.192287869526938e-06,5.484411873059512e-10,7.937273933349737e-10,5.2817056284126807e-11
1973,8.269998228830186e-06,6.293652345311176e-10,7.466976640177084e-10,5.2817056284126807e-11
1974,9.542965537028586e-06,7.229522139670256e-10,1.011382208141295e-09,6.911206230324801e-11
1975,1.1034549775753735e-05,8.127957989196538e-10,1.1896832487399779e-09,4.990489668335993e-11
1976,1.2726157300286494e-05,9.542025423771504e-10,1.457279178282026e-09,4.990489668335993e-11
1977,1.477815723254545e-05,1.1087859678024107e-09,1.8599382431031382e-09,8.201054022391067e-11
1978,1.7300368589141207e-05,1.3619939620568289e-09,2.4363794632569532e-09,9.833039739591344e-11
1979,2.0670784059413044e-05,1.7366152167091237e-09,3.328334893407511e-09,1.053226097605783e-10
1980,2.519315915248756e-05,2.3738105766771665e-09,4.7611312352963915e-09,1.2883309300334592e-10
1981,3.1313579061783715e-05,3.1122121863751725e-09,5.6412569853543056e-09,1.6594667802603625e-10
1982,3.727864974020382e-05,3.652718207268281e-09,6.973828435365346e-09,1.9419664586723632e-10
1983,4.3710037321683816e-05,4.291889510454894e-09,8.517802685403808e-09,2.3120917383038072e-10
1984,4.896997805709751e-05,4.6993010435362035e-09,9.851814602208314e-09,2.4320709236207756e-10
1985,5.355305152729021e-05,4.667649282958613e-09,1.111049512709477e-08,2.4858946052435423e-10
1986,5.668143005875338e-05,4.629043339120033e-09,1.1948057273717235e-08,2.4493202307621486e-10
1987,5.8904556291443964e-05,4.285792768296151e-09,1.2186099367690012e-08,2.548588760666247e-10
1988,5.931848707924863e-05,3.712649552868795e-09,1.2520062573985667e-08,2.430387438919926e-10
1989,5.967628541319365e-05,3.226554943859737e-09,1.263463911271856e-08,2.650898944800417e-10
1990,5.928091611297402e-05,2.591237843344426e-09,1.2493490305790341e-08,2.8799452505318916e-10
1991,6.038227573818793e-05,2.2021497482681086e-09,1.2582981640767749e-08,2.7016803675180713e-10
1992,6.22047835869515e-05,2.1837524328509924e-09,1.22640325831266e-08,2.9936458074380264e-10
1993,6.419596632310589e-05,2.0760883964346786e-09,1.1775771976577483e-08,3.6881794642150215e-10
1994,6.609642098607895e-05,2.0130031134054806e-09,1.1445075871157379e-08,3.6139312970766875e-10
1995,6.729198035567865e-05,1.8990907418065764e-09,1.142059729326255e-08,4.4116016792042755e-10
1996,6.806515843241609e-05,2.082204916423588e-09,1.1071570834734042e-08,4.124522866101797e-10
1997,6.862653078444834e-05,2.0420647553872786e-09,1.0365484978283997e-08,3.9280279822457535e-10
1998,6.813228122025196e-05,2.0590022544096443e-09,1.0291955732100178e-08,3.8963687435230755e-10
1999,6.714902597845398e-05,1.994110590938395e-09,9.453110548309139e-09,3.7670081339972027e-10
2000,6.64517522506815e-05,1.7877217008331415e-09,8.974395575884436e-09,3.0209906996615995e-10
2001,6.48426586329671e-05,1.5864686389984887e-09,8.299475012003249e-09,3.065109317151078e-10
2002,6.381108375665332e-05,1.5173128547247521e-09,7.468549778621991e-09,2.281038651614458e-10
2003,6.262329303094052e-05,1.2251735578442231e-09,6.5898864143321134e-09,1.954497650034716e-10
2004,6.140656634150738e-05,1.1384937992353628e-09,6.1116700272074405e-09,1.7032173241227078e-10
2005,5.9738159637033406e-05,9.232107062955614e-10,4.836593855575952e-09,1.571477694996469e-10
2006,5.776263580108727e-05,7.417535990190365e-10,4.4868520962130074e-09,1.1918506112595928e-10
2007,5.555112095732641e-05,6.711563646114424e-10,4.040102284465417e-09,1.0897493473081634e-10
2008,5.3716807867333826e-05,5.818663765097146e-10,3.584830273898173e-09,8.913271261940764e-11
2009,5.170806668632265e-05,5.608867457786358e-10,3.509950996516409e-09,5.033296126119183e-11
2010,4.9399747305350115e-05,4.862182085523565e-10,3.334093731258544e-09,6.973820107701391e-11
2011,4.702447923981319e-05,4.018361318295202e-10,3.193359449887063e-09,5.924096059936205e-11
2012,4.502183167330388e-05,4.959550825578418e-10,2.973287996762711e-09,4.930377361338818e-11
