X, Y, State
0, 0, 127.5
0, 1, 255.0
0, 2, 255.0
0, 3, 127.5
0, 4, 255.0
0, 5, 0.0
0, 6, 255.0
0, 7, 255.0
0, 8, 127.5
0, 9, 255.0
0, 10, 127.5
0, 11, 127.5
0, 12, 255.0
0, 13, 127.5
0, 14, 255.0
0, 15, 255.0
0, 16, 127.5
0, 17, 127.5
0, 18, 127.5
0, 19, 127.5
0, 20, 255.0
0, 21, 127.5
0, 22, 255.0
0, 23, 127.5
0, 24, 127.5
0, 25, 127.5
0, 26, 255.0
0, 27, 127.5
0, 28, 255.0
0, 29, 127.5
0, 30, 127.5
0, 31, 127.5
0, 32, 127.5
0, 33, 255.0
0, 34, 255.0
0, 35, 127.5
0, 36, 127.5
0, 37, 127.5
0, 38, 127.5
0, 39, 255.0
0, 40, 127.5
0, 41, 255.0
0, 42, 127.5
0, 43, 127.5
0, 44, 255.0
0, 45, 127.5
0, 46, 127.5
0, 47, 255.0
0, 48, 255.0
0, 49, 255.0
0, 50, 127.5
0, 51, 127.5
0, 52, 255.0
0, 53, 127.5
0, 54, 127.5
0, 55, 255.0
0, 56, 127.5
0, 57, 255.0
0, 58, 127.5
0, 59, 127.5
0, 60, 127.5
0, 61, 127.5
0, 62, 127.5
0, 63, 127.5
0, 64, 255.0
0, 65, 127.5
0, 66, 127.5
0, 67, 127.5
0, 68, 255.0
0, 69, 127.5
0, 70, 255.0
0, 71, 255.0
0, 72, 255.0
0, 73, 127.5
0, 74, 255.0
0, 75, 127.5
0, 76, 255.0
0, 77, 127.5
0, 78, 255.0
0, 79, 255.0
0, 80, 127.5
0, 81, 127.5
0, 82, 127.5
0, 83, 127.5
0, 84, 127.5
0, 85, 127.5
0, 86, 255.0
0, 87, 127.5
0, 88, 127.5
0, 89, 255.0
0, 90, 127.5
0, 91, 255.0
0, 92, 127.5
0, 93, 127.5
0, 94, 255.0
0, 95, 255.0
0, 96, 0.0
0, 97, 127.5
0, 98, 127.5
0, 99, 255.0
0, 100, 255.0
0, 101, 127.5
0, 102, 255.0
0, 103, 127.5
0, 104, 255.0
0, 105, 255.0
0, 106, 127.5
0, 107, 127.5
0, 108, 127.5
0, 109, 127.5
0, 110, 127.5
0, 111, 127.5
0, 112, 255.0
0, 113, 127.5
0, 114, 127.5
0, 115, 255.0
0, 116, 255.0
0, 117, 127.5
0, 118, 127.5
0, 119, 255.0
0, 120, 255.0
0, 121, 127.5
0, 122, 127.5
0, 123, 127.5
0, 124, 127.5
0, 125, 255.0
0, 126, 255.0
0, 127, 0.0
0, 128, 127.5
0, 129, 255.0
0, 130, 127.5
0, 131, 255.0
0, 132, 127.5
0, 133, 255.0
0, 134, 127.5
0, 135, 127.5
0, 136, 127.5
0, 137, 127.5
0, 138, 255.0
0, 139, 127.5
0, 140, 127.5
0, 141, 255.0
0, 142, 255.0
0, 143, 255.0
0, 144, 127.5
0, 145, 255.0
0, 146, 127.5
0, 147, 127.5
0, 148, 127.5
0, 149, 0.0
0, 150, 255.0
0, 151, 127.5
0, 152, 127.5
0, 153, 127.5
0, 154, 127.5
0, 155, 255.0
0, 156, 127.5
0, 157, 127.5
0, 158, 127.5
0, 159, 127.5
0, 160, 0.0
0, 161, 127.5
0, 162, 255.0
0, 163, 127.5
0, 164, 255.0
0, 165, 255.0
0, 166, 127.5
0, 167, 127.5
0, 168, 127.5
