ngram,buddy,budy,bddy,budd
1631,0.0,0.0,0.0,6.55116260921724e-08
1632,0.0,0.0,0.0,6.55116260921724e-08
1633,0.0,0.0,0.0,6.55116260921724e-08
1634,0.0,0.0,0.0,6.55116260921724e-08
1635,0.0,0.0,0.0,0.0
1636,0.0,0.0,0.0,0.0
1637,0.0,0.0,0.0,7.316012735308114e-08
1638,0.0,0.0,0.0,7.316012735308114e-08
1639,0.0,0.0,0.0,7.316012735308114e-08
1640,2.056161097893242e-07,0.0,0.0,7.316012735308114e-08
1641,2.056161097893242e-07,0.0,0.0,7.316012735308114e-08
1642,2.056161097893242e-07,0.0,0.0,7.316012735308114e-08
1643,2.056161097893242e-07,0.0,0.0,7.316012735308114e-08
1644,2.056161097893242e-07,0.0,0.0,0.0
1645,2.056161097893242e-07,0.0,0.0,0.0
1646,2.056161097893242e-07,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,4.584923577307823e-08,0.0,0.0
1649,0.0,4.584923577307823e-08,0.0,0.0
1650,0.0,4.584923577307823e-08,0.0,0.0
1651,0.0,4.584923577307823e-08,0.0,0.0
1652,0.0,4.584923577307823e-08,0.0,5.567139688927065e-08
1653,0.0,4.584923577307823e-08,0.0,5.567139688927065e-08
1654,0.0,4.584923577307823e-08,0.0,9.715458304526692e-08
1655,0.0,0.0,0.0,9.715458304526692e-08
1656,0.0,4.530733122010133e-08,0.0,9.715458304526692e-08
1657,0.0,4.530733122010133e-08,0.0,9.715458304526692e-08
1658,0.0,4.530733122010133e-08,0.0,9.715458304526692e-08
1659,0.0,4.530733122010133e-08,0.0,4.1483186155996266e-08
1660,0.0,4.530733122010133e-08,0.0,4.1483186155996266e-08
1661,0.0,4.530733122010133e-08,0.0,0.0
1662,0.0,4.530733122010133e-08,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,4.4091616960681024e-08,0.0,0.0
1666,0.0,4.4091616960681024e-08,0.0,0.0
1667,0.0,4.4091616960681024e-08,0.0,0.0
1668,0.0,4.4091616960681024e-08,0.0,0.0
1669,0.0,7.40457092466126e-08,0.0,0.0
1670,0.0,1.1269487742993078e-07,0.0,0.0
1671,0.0,1.1269487742993078e-07,0.0,0.0
1672,0.0,6.860326046924975e-08,0.0,0.0
1673,0.0,6.860326046924975e-08,0.0,0.0
1674,0.0,6.860326046924975e-08,0.0,0.0
1675,0.0,6.860326046924975e-08,0.0,0.0
1676,8.589302069594851e-08,3.864916818331819e-08,0.0,0.0
1677,8.589302069594851e-08,0.0,0.0,0.0
1678,8.589302069594851e-08,0.0,0.0,0.0
1679,8.589302069594851e-08,0.0,0.0,0.0
1680,8.589302069594851e-08,0.0,0.0,0.0
1681,8.589302069594851e-08,2.237584746061267e-08,0.0,2.237584746061267e-08
1682,8.589302069594851e-08,2.237584746061267e-08,0.0,2.237584746061267e-08
1683,0.0,2.237584746061267e-08,0.0,2.237584746061267e-08
1684,0.0,2.237584746061267e-08,0.0,5.1597427029394435e-08
1685,0.0,2.237584746061267e-08,0.0,5.1597427029394435e-08
1686,0.0,2.237584746061267e-08,0.0,5.1597427029394435e-08
1687,0.0,2.237584746061267e-08,0.0,5.1597427029394435e-08
1688,0.0,0.0,0.0,2.9221579568781764e-08
1689,0.0,3.157116980543963e-08,0.0,2.9221579568781764e-08
1690,0.0,3.157116980543963e-08,0.0,2.9221579568781764e-08
1691,0.0,3.157116980543963e-08,0.0,0.0
1692,0.0,3.157116980543963e-08,0.0,0.0
1693,2.508095511594937e-07,3.157116980543963e-08,0.0,0.0
1694,2.508095511594937e-07,3.157116980543963e-08,0.0,0.0
1695,2.508095511594937e-07,3.157116980543963e-08,0.0,0.0
1696,2.508095511594937e-07,0.0,0.0,0.0
1697,2.508095511594937e-07,0.0,0.0,0.0
1698,2.508095511594937e-07,0.0,0.0,1.0371270572509924e-08
1699,2.508095511594937e-07,0.0,0.0,2.3440810943092013e-08
1700,0.0,0.0,0.0,2.3440810943092013e-08
1701,0.0,0.0,0.0,2.3440810943092013e-08
1702,0.0,0.0,0.0,3.5425970728348536e-08
1703,0.0,0.0,0.0,4.6467180579514075e-08
1704,0.0,0.0,0.0,4.6467180579514075e-08
1705,0.0,0.0,9.157804673317775e-09,3.6095910007004154e-08
1706,0.0,0.0,9.157804673317775e-09,2.3026369636422065e-08
1707,0.0,0.0,9.157804673317775e-09,2.3026369636422065e-08
1708,0.0,0.0,9.157804673317775e-09,2.3026369636422065e-08
1709,0.0,0.0,9.157804673317775e-09,1.104120985116554e-08
1710,0.0,0.0,9.157804673317775e-09,0.0
1711,0.0,0.0,9.157804673317775e-09,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,9.571610551769742e-09,0.0,0.0,0.0
1715,9.571610551769742e-09,0.0,1.132235334060689e-08,0.0
1716,9.571610551769742e-09,0.0,1.132235334060689e-08,0.0
1717,9.571610551769742e-09,0.0,1.132235334060689e-08,0.0
1718,9.571610551769742e-09,7.741756442263587e-09,1.132235334060689e-08,7.741756442263587e-09
1719,9.571610551769742e-09,7.741756442263587e-09,1.132235334060689e-08,7.741756442263587e-09
1720,9.571610551769742e-09,7.741756442263587e-09,1.132235334060689e-08,7.741756442263587e-09
1721,0.0,7.741756442263587e-09,1.132235334060689e-08,7.741756442263587e-09
1722,0.0,7.741756442263587e-09,0.0,7.741756442263587e-09
1723,0.0,7.741756442263587e-09,6.175176179924944e-09,7.741756442263587e-09
1724,0.0,1.3612676192613954e-08,1.2046095930275312e-08,7.741756442263587e-09
1725,0.0,5.870919750350367e-09,1.2046095930275312e-08,0.0
1726,0.0,5.870919750350367e-09,2.482109197541961e-08,0.0
1727,0.0,5.870919750350367e-09,2.482109197541961e-08,0.0
1728,0.0,1.23504797500118e-08,2.482109197541961e-08,0.0
1729,0.0,1.23504797500118e-08,2.482109197541961e-08,0.0
1730,0.0,1.23504797500118e-08,1.8645915795494668e-08,8.18323796027341e-09
1731,0.0,6.479559999661433e-09,1.2774996045144299e-08,2.9083456658846833e-08
1732,0.0,6.479559999661433e-09,1.2774996045144299e-08,2.9083456658846833e-08
1733,0.0,1.3504329591082102e-08,0.0,2.9083456658846833e-08
1734,0.0,1.3504329591082102e-08,0.0,2.9083456658846833e-08
1735,0.0,7.024769591420668e-09,0.0,2.9083456658846833e-08
1736,0.0,7.024769591420668e-09,0.0,2.9083456658846833e-08
1737,0.0,7.024769591420668e-09,0.0,2.0900218698573425e-08
1738,0.0,7.024769591420668e-09,0.0,0.0
1739,0.0,7.024769591420668e-09,3.2309164867326346e-09,0.0
1740,0.0,0.0,3.2309164867326346e-09,0.0
1741,0.0,5.9413507764410105e-09,9.172267263173645e-09,0.0
1742,0.0,1.2318723057498054e-08,2.192701182528773e-08,0.0
1743,0.0,1.2318723057498054e-08,2.192701182528773e-08,0.0
1744,0.0,1.2318723057498054e-08,2.192701182528773e-08,0.0
1745,0.0,1.2318723057498054e-08,2.192701182528773e-08,0.0
1746,0.0,2.2274677340711994e-08,2.8652049621769038e-08,0.0
1747,0.0,2.643382909387323e-08,3.2811201374930276e-08,4.159151753161236e-09
1748,0.0,2.4132210134959157e-08,2.6869850598489264e-08,4.159151753161236e-09
1749,0.0,1.7754837853902117e-08,1.4115106036375176e-08,4.159151753161236e-09
1750,0.0,1.7754837853902117e-08,1.4115106036375176e-08,4.159151753161236e-09
1751,3.569138635433384e-09,2.4893115124768883e-08,1.4115106036375176e-08,4.159151753161236e-09
1752,3.569138635433384e-09,2.4893115124768883e-08,1.4115106036375176e-08,4.159151753161236e-09
1753,3.569138635433384e-09,1.4937160841554942e-08,9.188504179746815e-09,4.159151753161236e-09
1754,3.569138635433384e-09,2.3330215473801478e-08,5.029352426585579e-09,0.0
1755,3.569138635433384e-09,1.9690483656274538e-08,8.88266019468834e-09,3.85330776810276e-09
1756,3.569138635433384e-09,2.2725954197864795e-08,1.7989071311928584e-08,3.85330776810276e-09
1757,3.569138635433384e-09,2.5771077462520353e-08,3.321468763520638e-08,3.85330776810276e-09
1758,0.0,1.8632800191653587e-08,3.321468763520638e-08,3.85330776810276e-09
1759,0.0,2.559038999753024e-08,3.321468763520638e-08,3.85330776810276e-09
1760,0.0,2.8251756997324914e-08,3.3508069208210145e-08,3.85330776810276e-09
1761,0.0,2.4026252733376297e-08,3.3508069208210145e-08,3.85330776810276e-09
1762,0.0,3.207399882195919e-08,3.501992549916265e-08,2.6825820295276313e-09
1763,0.0,3.4715877410868804e-08,2.8752188947172337e-08,2.6825820295276313e-09
1764,0.0,3.729211352419627e-08,1.633725231288606e-08,2.6825820295276313e-09
1765,0.0,4.318693034934183e-08,1.9284660725458836e-08,2.6825820295276313e-09
1766,0.0,4.643249670469426e-08,1.9284660725458836e-08,2.6825820295276313e-09
1767,0.0,4.671563199768311e-08,1.3961926725869489e-08,2.6825820295276313e-09
1768,0.0,4.9117780065444094e-08,1.932635182047956e-08,2.6825820295276313e-09
1769,0.0,4.7162553227865697e-08,1.7007447386926548e-08,0.0
1770,2.8829215839972935e-09,4.7251047265360416e-08,1.99346159896712e-08,0.0
1771,2.8829215839972935e-09,4.952761908530842e-08,1.9756580117911782e-08,0.0
1772,5.5190034130094185e-09,5.681321165898875e-08,2.2081335363363256e-08,0.0
1773,5.5190034130094185e-09,4.9205246353624584e-08,2.4676526219228175e-08,0.0
1774,5.5190034130094185e-09,4.893320720051568e-08,3.2693915892017296e-08,2.672463139674619e-09
1775,5.5190034130094185e-09,4.1093046172185107e-08,3.021817995829679e-08,2.672463139674619e-09
1776,5.5190034130094185e-09,3.500052692118061e-08,2.988428983639681e-08,2.672463139674619e-09
1777,2.6360818290121254e-09,2.923468375318602e-08,2.703649697772497e-08,5.590513448997367e-09
1778,2.6360818290121254e-09,3.246132734042411e-08,2.7184996856785152e-08,5.590513448997367e-09
1779,0.0,2.6965975103670255e-08,2.447451891945158e-08,5.590513448997367e-09
1780,0.0,2.6719924558652305e-08,2.187932806358666e-08,7.939653759844338e-09
1781,0.0,2.7872495169032974e-08,1.959948876211521e-08,5.267190620169718e-09
1782,0.0,2.930007297103592e-08,1.88689330826719e-08,5.267190620169718e-09
1783,0.0,3.364927105207828e-08,1.615656357906963e-08,5.267190620169718e-09
1784,0.0,3.364927105207828e-08,1.490298538543909e-08,5.678084542231383e-09
1785,0.0,3.0615308383679414e-08,1.5358086485101856e-08,5.678084542231383e-09
1786,0.0,2.695054617569375e-08,1.6816695718497547e-08,1.1038477814346542e-08
1787,0.0,2.8468830594517514e-08,1.9394978956199793e-08,8.68933750349957e-09
1788,0.0,2.856345306310816e-08,1.627053273064608e-08,8.68933750349957e-09
1789,2.326769634107352e-09,2.541057091726933e-08,1.6439168883307176e-08,1.1016107137606923e-08
1790,2.326769634107352e-09,2.548076644919612e-08,1.8648865689791753e-08,1.2120955540849212e-08
1791,5.5846684736999515e-09,3.199656412838132e-08,1.8070359811669538e-08,8.7920113094648e-09
1792,5.5846684736999515e-09,3.370031060561425e-08,1.9187163223323622e-08,9.880273361367081e-09
1793,5.5846684736999515e-09,4.052625866636715e-08,1.615289039033233e-08,5.5059022103470005e-09
1794,5.5846684736999515e-09,4.065077620550385e-08,1.5570578287033802e-08,6.50388777754886e-09
1795,6.497940598291864e-09,4.038420848522557e-08,1.4784018390453672e-08,6.50388777754886e-09
1796,4.171170964184512e-09,4.3013470119035446e-08,1.4353571981778096e-08,6.073441368873286e-09
1797,1.0974254774761708e-08,4.4263313268645884e-08,1.5545417080582117e-08,6.102440267393863e-09
1798,8.295012613298728e-09,4.006214230197916e-08,1.6774077555530605e-08,8.417066979912339e-09
1799,8.295012613298728e-09,3.567470991632555e-08,1.6626416624429145e-08,7.328804928010056e-09
1800,8.295012613298728e-09,2.647512253872719e-08,1.687538629470607e-08,7.166110625535436e-09
1801,8.295012613298728e-09,2.898394692506047e-08,1.720111760964268e-08,1.081152995701424e-08
1802,7.3817404887068145e-09,3.097450702276612e-08,1.7111080552467683e-08,1.3850417447867715e-08
1803,7.732740447963238e-09,3.1393859956097e-08,1.6618757164061597e-08,1.6166093606630383e-08
1804,1.2347341879096314e-09,3.2436329178153755e-08,1.5657835662961717e-08,1.777794432302114e-08
1805,6.560775097800128e-10,3.583460766216311e-08,1.4641596506643445e-08,1.7281060138429893e-08
1806,6.560775097800128e-10,3.6115783633558097e-08,1.1211859504304097e-08,1.8056710412598217e-08
1807,1.2837412085734253e-09,3.865355248576309e-08,1.2069079957655049e-08,2.0371700897620874e-08
1808,1.5191043978290963e-09,3.6624686521642095e-08,1.1159556580407428e-08,1.9964833468983604e-08
1809,2.061878858126777e-09,3.514230861867418e-08,1.0689523044504767e-08,1.728779560775503e-08
1810,2.1467542029743723e-09,3.746843876431935e-08,1.0593149088070471e-08,1.4819297439976659e-08
1811,2.31044453410537e-09,3.403810795126512e-08,8.386912624709047e-09,1.3245519125959504e-08
1812,2.31044453410537e-09,2.99961606030154e-08,8.043358106541681e-09,1.3576151028768128e-08
1813,2.6984033420416965e-09,2.9739481607496795e-08,8.237604883934831e-09,1.5904171218090416e-08
1814,2.4886559162646496e-09,2.973421978477323e-08,7.399141489981633e-09,1.3601685460480034e-08
1815,2.4464334367836825e-09,2.893199267463485e-08,6.566384515492376e-09,9.751429409986047e-09
1816,1.9036589764860015e-09,2.7052794671078573e-08,5.6802562970708385e-09,1.1861825172892232e-08
1817,1.639131243434479e-09,2.3427573912572697e-08,5.743410984899404e-09,1.1489104524896123e-08
1818,1.1703633617798914e-09,2.462207035084215e-08,5.8670967766667155e-09,1.0675254553354258e-08
1819,2.072148040456666e-09,2.6407953665089475e-08,5.513453503271291e-09,1.0781341628986394e-08
1820,1.8315861684468716e-09,2.3924469262835502e-08,4.838350323562882e-09,8.414655860988773e-09
1821,1.5422241499735939e-09,2.2702054331651718e-08,4.098818490965479e-09,8.093040333128393e-09
1822,1.5986212433181736e-09,2.1153452069354117e-08,4.642316562909952e-09,8.829679083126912e-09
1823,1.5986212433181736e-09,2.2242485948303122e-08,5.385673272430478e-09,6.638359227397115e-09
1824,1.8296337223056014e-09,2.0804897360449104e-08,5.221972854130286e-09,6.474658809096923e-09
1825,3.3490353426987187e-09,1.8987978681447463e-08,5.2437535266339606e-09,6.243205880845133e-09
1826,2.6842471499501285e-09,1.6716119916842283e-08,4.998058506749154e-09,5.173726772397405e-09
1827,2.6414208201660674e-09,1.544131083314986e-08,4.703264634896089e-09,4.750453895331828e-09
1828,2.6231958748036887e-09,1.4360161314032536e-08,4.409706235085155e-09,5.118871350605149e-09
1829,7.784777497236003e-09,1.3504026976006247e-08,3.919254555815956e-09,4.487871146136817e-09
1830,8.547213833523922e-09,1.1371879438115684e-08,3.0814660505790972e-09,4.8740774194477865e-09
1831,8.795116420870893e-09,1.2218925807668971e-08,2.4317538934884706e-09,4.595943839788166e-09
1832,8.127209421322185e-09,1.1433260941170635e-08,2.477650798812395e-09,4.639625953270102e-09
1833,9.044908576085118e-09,1.2640148102808065e-08,2.534547381495754e-09,4.279426210221768e-09
1834,1.1515204004616412e-08,1.2212921340903904e-08,2.534547381495754e-09,4.131834779081649e-09
1835,1.2326492081017802e-08,1.2096774502724981e-08,2.6490223665425513e-09,3.4167671073400842e-09
1836,8.716840963326637e-09,1.2633305830027958e-08,2.0165538762638236e-09,3.675458905481678e-09
1837,9.038584357158795e-09,1.3949913224564625e-08,1.730640234295525e-09,3.3180927370781076e-09
1838,8.617298969631243e-09,1.3535690409785924e-08,1.325923735885835e-09,3.610358123573576e-09
1839,8.82674444646625e-09,1.3102249697892278e-08,1.0517392988264517e-09,3.970529254588533e-09
1840,8.579080398466284e-09,1.2977959024900493e-08,1.0172777858181397e-09,3.674848377980108e-09
1841,9.293162144580996e-09,1.3341541205136309e-08,1.3671658408550717e-09,3.6486832127075833e-09
1842,8.55399107102528e-09,1.413633819526337e-08,1.153663117417888e-09,3.967639930887604e-09
1843,8.588609601289932e-09,1.44988293117519e-08,1.3503867072170043e-09,3.3481772275324927e-09
1844,8.572955583525349e-09,1.4013531414645643e-08,1.550735270353495e-09,3.906588735042809e-09
1845,8.8778884561285e-09,1.4040811814806733e-08,1.6650388369652903e-09,2.818854308702815e-09
1846,9.186578862698167e-09,1.488368196943059e-08,1.5786964632383667e-09,2.6797072656086537e-09
1847,8.643180076412754e-09,1.4131239670486399e-08,1.503793966335059e-09,2.5748437509116276e-09
1848,5.737046012857913e-09,1.4435823203484688e-08,1.5914073114853267e-09,3.364579012224819e-09
1849,7.97287886505111e-09,1.3493760902300828e-08,1.7922136512955283e-09,3.952846288386118e-09
1850,8.510287458867488e-09,1.327606773721917e-08,1.6904298794084838e-09,4.486275969764872e-09
1851,7.952476296527574e-09,1.2970085830740378e-08,1.9543672592968265e-09,5.8931000872825785e-09
1852,8.176989720252794e-09,1.275375513135454e-08,2.0413431778276703e-09,7.2259080623788515e-09
1853,7.965583462673668e-09,1.196707723392722e-08,2.313938072896958e-09,8.185846635454043e-09
1854,9.218010196424383e-09,1.1764988983031799e-08,2.263420054556978e-09,8.721143743680874e-09
1855,9.99023495675187e-09,1.1740983296704144e-08,2.4559396421303906e-09,8.946491737914033e-09
1856,8.3174378812905e-09,1.1719158976575272e-08,2.5310928591133167e-09,8.766279448378457e-09
1857,6.473418943743679e-09,1.1120651066676146e-08,2.9174953088327372e-09,8.919982530386505e-09
1858,7.229981724421464e-09,1.1026866277217908e-08,2.8564339623774313e-09,7.1634128787475706e-09
1859,7.324569617495058e-09,1.0587290028800972e-08,2.7462205366899995e-09,6.184562481184994e-09
1860,8.850134561707738e-09,1.1226082666634544e-08,2.835371604170689e-09,5.687233826736003e-09
1861,9.945435554468775e-09,1.2003041481380348e-08,3.3736758149010323e-09,5.687972029885405e-09
1862,1.0851973129634627e-08,1.1617371826438167e-08,3.0779644547404163e-09,5.090116296711602e-09
1863,1.0774821384324745e-08,1.131593282569351e-08,2.8235876652666595e-09,5.579936290800447e-09
1864,1.1093057076091587e-08,1.2040359820275626e-08,2.7190063692624935e-09,8.858930129156711e-09
1865,1.0135365594418237e-08,1.2802318316573746e-08,2.492687976664497e-09,1.033069331666882e-08
1866,1.0963459695645383e-08,1.289422930333168e-08,2.5144081420133293e-09,1.1037728001436368e-08
1867,8.58215771464594e-09,1.2055770730918475e-08,2.4331413392023447e-09,1.1350531371943719e-08
1868,6.632596059676286e-09,1.0817185813749575e-08,1.9560097034140458e-09,1.1331303451100894e-08
1869,5.48149538458022e-09,1.0856642124983701e-08,1.9779730551862583e-09,1.1842939644830203e-08
1870,8.234318433457993e-09,1.104599554681483e-08,2.130414622492083e-09,1.1303270383170424e-08
1871,8.887920494820328e-09,1.0109939996283401e-08,2.0376860992194726e-09,8.504428716804568e-09
1872,9.233562010229385e-09,8.906031023769856e-09,2.27029701387644e-09,6.800895878202238e-09
1873,8.137587778226215e-09,8.860900394377528e-09,2.277920550598976e-09,5.918496105903972e-09
1874,1.0020839903899871e-08,8.87597024450721e-09,2.1706651714176975e-09,5.745277650451694e-09
1875,9.459616169747522e-09,9.227998936418252e-09,2.258133584882265e-09,5.646647657390044e-09
1876,9.737432289063414e-09,9.294092606637605e-09,1.9785245743340697e-09,5.651124330390595e-09
1877,7.609490783520658e-09,9.074076601223169e-09,2.032386092754024e-09,5.889896887672259e-09
1878,6.688742290198288e-09,9.4619319363736e-09,2.038636521500032e-09,5.534882266796817e-09
1879,6.906360277320849e-09,9.315708839251004e-09,1.943343731967774e-09,6.086151804751694e-09
1880,7.242056129389393e-09,9.403538646170416e-09,2.097809346869793e-09,6.662022235458056e-09
1881,5.7507599000266345e-09,8.818103834430855e-09,2.111889829681246e-09,6.4260787167670836e-09
1882,5.9390996882362805e-09,8.813807334766871e-09,1.9700161740005787e-09,6.329083352645577e-09
1883,6.132081192029253e-09,8.360278691554868e-09,2.3430690086558214e-09,6.476447632154856e-09
1884,7.310252910944623e-09,8.078367562193632e-09,2.17661771146587e-09,6.247251224270453e-09
1885,8.035734617400131e-09,7.541173907554821e-09,2.1185210569945364e-09,6.551832790587955e-09
1886,8.431965538489652e-09,7.452035813823192e-09,2.1077714970222215e-09,6.5967369979245765e-09
1887,8.86520279408387e-09,7.00509732760273e-09,1.901316374183385e-09,6.482547641541357e-09
1888,8.872833578976724e-09,7.224188104869102e-09,1.918820023506994e-09,6.4810529007023175e-09
1889,9.661608973183483e-09,7.333578442926734e-09,2.025935926955721e-09,6.599272112899663e-09
1890,9.671598950283006e-09,7.416652561939177e-09,1.7279932722808716e-09,6.213370008976784e-09
1891,8.55728307261724e-09,7.387690459381702e-09,1.800978350579336e-09,6.076006047501486e-09
1892,9.408507560339428e-09,7.434591735895018e-09,1.793507945332554e-09,5.389794642342492e-09
1893,1.0145796901030378e-08,6.971820073634458e-09,1.6284032217888417e-09,5.152685770123558e-09
1894,9.830045793230674e-09,6.888302119177427e-09,1.5619738835681574e-09,5.571890377658357e-09
1895,1.0736983746539863e-08,6.768879742427966e-09,1.5036575476809082e-09,5.7050014870948675e-09
1896,1.145857516807577e-08,6.138649905856093e-09,1.2923084190065636e-09,5.577818143872751e-09
1897,1.2500867008213845e-08,5.475040547915049e-09,1.2705715527313747e-09,5.39324680153592e-09
1898,1.4120097091563366e-08,5.12291314131679e-09,1.2850935553793924e-09,5.433908434326895e-09
1899,1.3674932424529679e-08,4.362428989474714e-09,1.5521532154798884e-09,5.3092526565632985e-09
1900,1.4505651790841512e-08,4.3379873978669335e-09,1.7029128424843926e-09,5.097220328360257e-09
1901,1.6329165321492056e-08,4.0541005156110745e-09,1.7196373055686616e-09,4.624005464240863e-09
1902,1.8663141889062118e-08,3.934373303339709e-09,1.6628898416978392e-09,4.268581773761834e-09
1903,1.9840115074641418e-08,3.7342327325567175e-09,1.6353595937752224e-09,4.105934798508721e-09
1904,1.9848036103553568e-08,3.554696822608402e-09,1.6797134476982072e-09,4.2484353495504075e-09
1905,2.0713947636506547e-08,3.3253619857731564e-09,1.6073501418745195e-09,4.314162836495581e-09
1906,2.3035736619801484e-08,3.4555430263237342e-09,1.2552095394825967e-09,4.699323311438011e-09
1907,2.6659378197077136e-08,3.198619068024909e-09,1.2004826497959341e-09,4.8955862855645395e-09
