ngram,Xvid,Xvi,Xvd,Xvi
1643,0.0,5.972208733900125e-08,0.0,5.972208733900125e-08
1644,0.0,5.972208733900125e-08,0.0,5.972208733900125e-08
1645,0.0,5.972208733900125e-08,0.0,5.972208733900125e-08
1646,0.0,5.972208733900125e-08,0.0,5.972208733900125e-08
1647,0.0,5.972208733900125e-08,0.0,5.972208733900125e-08
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,9.666759329515377e-09,0.0,9.666759329515377e-09
1702,0.0,9.666759329515377e-09,0.0,9.666759329515377e-09
1703,0.0,2.0707969180680915e-08,0.0,2.0707969180680915e-08
1704,0.0,2.0707969180680915e-08,0.0,2.0707969180680915e-08
1705,0.0,2.0707969180680915e-08,0.0,2.0707969180680915e-08
1706,0.0,2.0707969180680915e-08,0.0,2.0707969180680915e-08
1707,0.0,4.501287520497499e-08,0.0,4.501287520497499e-08
1708,0.0,5.463785056138347e-08,0.0,5.463785056138347e-08
1709,0.0,5.463785056138347e-08,0.0,5.463785056138347e-08
1710,0.0,4.359664071021793e-08,0.0,4.359664071021793e-08
1711,0.0,4.359664071021793e-08,0.0,4.359664071021793e-08
1712,0.0,4.359664071021793e-08,0.0,4.359664071021793e-08
1713,0.0,5.4414655892287556e-08,0.0,5.4414655892287556e-08
1714,0.0,3.0109749867993485e-08,0.0,3.0109749867993485e-08
1715,0.0,1.0818015182069627e-08,0.0,1.0818015182069627e-08
1716,0.0,1.0818015182069627e-08,0.0,1.0818015182069627e-08
1717,0.0,1.0818015182069627e-08,0.0,1.0818015182069627e-08
1718,0.0,1.0818015182069627e-08,0.0,1.0818015182069627e-08
1719,0.0,1.740288624318964e-08,0.0,1.740288624318964e-08
1720,0.0,1.5645999289810268e-08,0.0,1.5645999289810268e-08
1721,0.0,1.5645999289810268e-08,0.0,1.5645999289810268e-08
1722,0.0,1.5645999289810268e-08,0.0,1.5645999289810268e-08
1723,0.0,2.1821175469735214e-08,0.0,2.1821175469735214e-08
1724,0.0,2.1821175469735214e-08,0.0,2.1821175469735214e-08
1725,0.0,2.9174128509826654e-08,0.0,2.9174128509826654e-08
1726,0.0,2.2589257448706642e-08,0.0,2.2589257448706642e-08
1727,0.0,2.0370845074272178e-08,0.0,2.0370845074272178e-08
1728,0.0,2.0370845074272178e-08,0.0,2.0370845074272178e-08
1729,0.0,2.0370845074272178e-08,0.0,2.0370845074272178e-08
1730,0.0,1.4195668894347234e-08,0.0,1.4195668894347234e-08
1731,0.0,1.4195668894347234e-08,0.0,1.4195668894347234e-08
1732,0.0,1.9359763570037103e-08,0.0,1.9359763570037103e-08
1733,0.0,1.9359763570037103e-08,0.0,1.9359763570037103e-08
1734,0.0,1.7678779329344252e-08,0.0,1.7678779329344252e-08
1735,0.0,2.4145705371633345e-08,0.0,2.4145705371633345e-08
1736,0.0,3.517035551681147e-08,0.0,3.517035551681147e-08
1737,0.0,4.2091983739770255e-08,0.0,4.2091983739770255e-08
1738,0.0,4.2091983739770255e-08,0.0,4.2091983739770255e-08
1739,0.0,2.957493602398894e-08,0.0,2.957493602398894e-08
1740,0.0,2.957493602398894e-08,0.0,2.957493602398894e-08
1741,0.0,3.629590596330802e-08,0.0,3.629590596330802e-08
1742,0.0,3.6206352202075975e-08,0.0,3.6206352202075975e-08
1743,0.0,3.481309564433234e-08,0.0,3.481309564433234e-08
1744,0.0,4.128364900728749e-08,0.0,4.128364900728749e-08
1745,0.0,6.021837657093393e-08,0.0,6.021837657093393e-08
1746,0.0,7.515230799575485e-08,0.0,7.515230799575485e-08
1747,0.0,7.931145974891609e-08,0.0,7.931145974891609e-08
1748,0.0,7.1068490013561e-08,0.0,7.1068490013561e-08
1749,0.0,6.469111773250396e-08,0.0,6.469111773250396e-08
1750,0.0,7.155338112495104e-08,0.0,7.155338112495104e-08
1751,0.0,6.529947680990387e-08,0.0,6.529947680990387e-08
1752,0.0,5.806052020115463e-08,0.0,5.806052020115463e-08
1753,0.0,5.3185293629504874e-08,0.0,5.3185293629504874e-08
1754,0.0,4.902614187634364e-08,0.0,4.902614187634364e-08
1755,0.0,4.53864100588167e-08,0.0,4.53864100588167e-08
1756,0.0,5.145735114199722e-08,0.0,5.145735114199722e-08
1757,0.0,4.105394069142676e-08,0.0,4.105394069142676e-08
1758,0.0,4.323841754480132e-08,0.0,4.323841754480132e-08
1759,0.0,3.5021441492842446e-08,0.0,3.5021441492842446e-08
1760,0.0,3.0285470639260636e-08,0.0,3.0285470639260636e-08
1761,0.0,3.3061038097668775e-08,0.0,3.3061038097668775e-08
1762,0.0,3.574362012719641e-08,0.0,3.574362012719641e-08
1763,0.0,3.818870223223517e-08,0.0,3.818870223223517e-08
1764,0.0,4.053049476989859e-08,0.0,4.053049476989859e-08
1765,0.0,3.415514905823004e-08,0.0,3.415514905823004e-08
1766,0.0,5.108266647774988e-08,0.0,5.108266647774988e-08
1767,0.0,5.7537941649294614e-08,0.0,5.7537941649294614e-08
1768,0.0,6.280901183280158e-08,0.0,6.280901183280158e-08
1769,0.0,6.621894905427845e-08,0.0,6.621894905427845e-08
1770,0.0,6.058584745005646e-08,0.0,6.058584745005646e-08
1771,0.0,5.478645220031402e-08,0.0,5.478645220031402e-08
1772,0.0,5.1839043787741245e-08,0.0,5.1839043787741245e-08
1773,0.0,3.143273146528307e-08,0.0,3.143273146528307e-08
1774,0.0,2.2327185433823615e-08,0.0,2.2327185433823615e-08
1775,0.0,2.0057926113687633e-08,0.0,2.0057926113687633e-08
1776,0.0,1.667777636628541e-08,0.0,1.667777636628541e-08
1777,0.0,1.6712905091610863e-08,0.0,1.6712905091610863e-08
1778,0.0,1.6861404970671045e-08,0.0,1.6861404970671045e-08
1779,0.0,1.6861404970671045e-08,0.0,1.6861404970671045e-08
1780,0.0,2.1559685592364985e-08,0.0,2.1559685592364985e-08
1781,0.0,2.2712256202745655e-08,0.0,2.2712256202745655e-08
1782,0.0,1.9093011362412782e-08,0.0,1.9093011362412782e-08
1783,0.0,1.638064185881051e-08,0.0,1.638064185881051e-08
1784,0.0,1.8456007769681752e-08,0.0,1.8456007769681752e-08
1785,0.0,1.8911108869344517e-08,0.0,1.8911108869344517e-08
1786,0.0,4.7053173040418576e-08,0.0,4.7053173040418576e-08
1787,0.0,4.493317565642688e-08,0.0,4.493317565642688e-08
1788,0.0,4.502779812501753e-08,0.0,4.502779812501753e-08
1789,0.0,6.846413061875215e-08,0.0,6.846413061875215e-08
1790,0.0,7.177867595536164e-08,0.0,7.177867595536164e-08
1791,0.0,7.330105741435286e-08,0.0,7.330105741435286e-08
1792,0.0,7.224133672220237e-08,0.0,7.224133672220237e-08
1793,0.0,5.100142733535254e-08,0.0,5.100142733535254e-08
1794,0.0,5.1417100672373247e-08,0.0,5.1417100672373247e-08
1795,0.0,5.389034919898807e-08,0.0,5.389034919898807e-08
1796,0.0,4.4414630449653355e-08,0.0,4.4414630449653355e-08
1797,0.0,4.676932187562345e-08,0.0,4.676932187562345e-08
1798,0.0,4.3146807523645036e-08,0.0,4.3146807523645036e-08
1799,0.0,4.457490097666193e-08,0.0,4.457490097666193e-08
1800,0.0,4.549436053277337e-08,0.0,4.549436053277337e-08
1801,0.0,5.457325588257131e-08,0.0,5.457325588257131e-08
1802,0.0,6.077002850141916e-08,0.0,6.077002850141916e-08
1803,0.0,4.921428065074451e-08,0.0,4.921428065074451e-08
1804,3.0507755052358986e-10,5.300244789095489e-08,0.0,5.300244789095489e-08
1805,3.0507755052358986e-10,5.7899489647184055e-08,0.0,5.7899489647184055e-08
1806,3.0507755052358986e-10,6.024152453067342e-08,0.0,6.024152453067342e-08
1807,3.0507755052358986e-10,6.183486535503238e-08,0.0,6.183486535503238e-08
1808,3.0507755052358986e-10,5.729363548669296e-08,0.0,5.729363548669296e-08
1809,3.0507755052358986e-10,5.1398176127902066e-08,0.0,5.1398176127902066e-08
1810,3.0507755052358986e-10,5.686030846163703e-08,0.0,5.686030846163703e-08
1811,0.0,5.209058327539294e-08,0.0,5.209058327539294e-08
1812,0.0,5.1938922496219675e-08,0.0,5.1938922496219675e-08
1813,0.0,5.219961098289007e-08,0.0,5.219961098289007e-08
1814,0.0,5.1978813887996825e-08,0.0,5.1978813887996825e-08
1815,1.9314070977470366e-10,5.3524805667036294e-08,0.0,5.3524805667036294e-08
1816,1.9314070977470366e-10,5.519818710045651e-08,0.0,5.519818710045651e-08
1817,1.9314070977470366e-10,5.665334309615641e-08,0.0,5.665334309615641e-08
1818,3.7217557607200595e-10,6.055933760811577e-08,0.0,6.055933760811577e-08
1819,3.7217557607200595e-10,6.073614043446338e-08,0.0,6.073614043446338e-08
1820,3.7217557607200595e-10,6.30778213154112e-08,0.0,6.30778213154112e-08
1821,3.7217557607200595e-10,5.9540050350343724e-08,0.0,5.9540050350343724e-08
1822,1.790348662973023e-10,6.06934865540357e-08,0.0,6.06934865540357e-08
1823,1.790348662973023e-10,6.566985025610198e-08,0.0,6.566985025610198e-08
1824,1.790348662973023e-10,6.2505003585654e-08,0.0,6.2505003585654e-08
1825,0.0,5.973570336794052e-08,0.0,5.973570336794052e-08
1826,2.3699648592818383e-10,5.6423169374803754e-08,0.0,5.6423169374803754e-08
1827,2.3699648592818383e-10,5.644893771464662e-08,0.0,5.644893771464662e-08
1828,3.473257951088929e-10,5.741230931935856e-08,0.0,5.741230931935856e-08
1829,3.473257951088929e-10,5.160853890272067e-08,0.0,5.160853890272067e-08
1830,3.473257951088929e-10,4.464998022107076e-08,0.0,4.464998022107076e-08
1831,3.473257951088929e-10,4.218690260618782e-08,0.0,4.218690260618782e-08
1832,3.473257951088929e-10,4.1726945454456654e-08,0.0,4.1726945454456654e-08
1833,1.103293091807091e-10,4.439962099565621e-08,0.0,4.439962099565621e-08
1834,1.103293091807091e-10,4.0891502501543594e-08,0.0,4.0891502501543594e-08
1835,0.0,3.879604751741031e-08,0.0,3.879604751741031e-08
1836,0.0,3.8422071619541905e-08,0.0,3.8422071619541905e-08
1837,0.0,3.6450827626107896e-08,0.0,3.6450827626107896e-08
1838,0.0,3.4796380380238845e-08,0.0,3.4796380380238845e-08
1839,0.0,3.3599943399004976e-08,0.0,3.3599943399004976e-08
1840,0.0,3.073273496007849e-08,0.0,3.073273496007849e-08
1841,0.0,3.4973086014490814e-08,0.0,3.4973086014490814e-08
1842,0.0,3.525320226214847e-08,0.0,3.525320226214847e-08
1843,0.0,3.565896631942321e-08,0.0,3.565896631942321e-08
1844,0.0,3.6988131414870754e-08,0.0,3.6988131414870754e-08
1845,0.0,3.7528667411785525e-08,1.3347753061562376e-10,3.7528667411785525e-08
1846,0.0,3.80565643760227e-08,1.3347753061562376e-10,3.80565643760227e-08
1847,0.0,3.714207024480791e-08,1.3347753061562376e-10,3.714207024480791e-08
1848,5.4687675023399966e-11,3.144443410414104e-08,1.3347753061562376e-10,3.144443410414104e-08
1849,5.4687675023399966e-11,2.981064690337527e-08,1.3347753061562376e-10,2.981064690337527e-08
1850,5.4687675023399966e-11,2.9813750452538964e-08,1.3347753061562376e-10,2.9813750452538964e-08
1851,5.4687675023399966e-11,2.9177570581850887e-08,1.3347753061562376e-10,2.9177570581850887e-08
1852,5.4687675023399966e-11,2.706832015673756e-08,5.0561570803202876e-11,2.706832015673756e-08
1853,5.4687675023399966e-11,2.4592373851614217e-08,5.0561570803202876e-11,2.4592373851614217e-08
1854,5.4687675023399966e-11,2.357205529181426e-08,5.0561570803202876e-11,2.357205529181426e-08
1855,0.0,2.2535254424432035e-08,5.0561570803202876e-11,2.2535254424432035e-08
1856,0.0,2.2445947576800662e-08,5.0561570803202876e-11,2.2445947576800662e-08
1857,0.0,2.0149816545459283e-08,5.0561570803202876e-11,2.0149816545459283e-08
1858,0.0,2.0572608251865987e-08,5.0561570803202876e-11,2.0572608251865987e-08
1859,0.0,2.0563370181240056e-08,6.09293885186649e-11,2.0563370181240056e-08
1860,0.0,2.212514336820602e-08,6.09293885186649e-11,2.212514336820602e-08
1861,0.0,2.240642972749031e-08,6.09293885186649e-11,2.240642972749031e-08
1862,0.0,2.4904206950639362e-08,6.09293885186649e-11,2.4904206950639362e-08
1863,0.0,2.4973581298175825e-08,6.09293885186649e-11,2.4973581298175825e-08
1864,0.0,2.473844100998284e-08,1.0802450997208065e-10,2.473844100998284e-08
1865,0.0,2.128715147011105e-08,1.0802450997208065e-10,2.128715147011105e-08
1866,0.0,2.14985234693797e-08,4.709512145341575e-11,2.14985234693797e-08
1867,0.0,2.1303454619417802e-08,4.709512145341575e-11,2.1303454619417802e-08
1868,0.0,2.2457574974258217e-08,4.709512145341575e-11,2.2457574974258217e-08
1869,3.958588615634742e-11,2.023739588606434e-08,4.709512145341575e-11,2.023739588606434e-08
1870,3.958588615634742e-11,1.9494173767295057e-08,4.709512145341575e-11,1.9494173767295057e-08
1871,3.958588615634742e-11,1.975438124190987e-08,4.057606235135276e-11,1.975438124190987e-08
1872,8.053759643316433e-11,1.984617397405535e-08,4.057606235135276e-11,1.984617397405535e-08
1873,8.053759643316433e-11,1.966743339616122e-08,4.057606235135276e-11,1.966743339616122e-08
1874,8.053759643316433e-11,1.826653875777343e-08,4.057606235135276e-11,1.826653875777343e-08
1875,1.206526267782948e-10,1.6543526041143e-08,4.057606235135276e-11,1.6543526041143e-08
1876,8.106674062194737e-11,1.5303285495958463e-08,1.1724003117536645e-10,1.5303285495958463e-08
1877,8.106674062194737e-11,1.4923004292605972e-08,1.5219170368396817e-10,1.4923004292605972e-08
1878,8.106674062194737e-11,1.4945303661306752e-08,1.1161564133261542e-10,1.4945303661306752e-08
1879,4.011503034513047e-11,1.4066674174679455e-08,1.1161564133261542e-10,1.4066674174679455e-08
1880,4.011503034513047e-11,1.838605585240722e-08,1.4450232478844883e-10,1.838605585240722e-08
1881,7.168062572076345e-11,1.8031121104148236e-08,1.7606792016408183e-10,1.8031121104148236e-08
1882,3.156559537563299e-11,1.7986942982669722e-08,1.7606792016408183e-10,1.7986942982669722e-08
1883,3.156559537563299e-11,1.7790395315639022e-08,1.315265793103545e-10,1.7790395315639022e-08
1884,3.156559537563299e-11,1.738027639268986e-08,9.65749068017528e-11,1.738027639268986e-08
1885,3.156559537563299e-11,1.612463768856693e-08,1.255981846304266e-10,1.612463768856693e-08
1886,3.156559537563299e-11,1.692956143527015e-08,1.5318680054602193e-10,1.692956143527015e-08
1887,3.156559537563299e-11,1.1947230443049811e-08,1.4793408561633977e-10,1.1947230443049811e-08
1888,0.0,1.1817604989821412e-08,1.1636849024070678e-10,1.1817604989821412e-08
1889,0.0,1.1869473086940324e-08,1.1636849024070678e-10,1.1869473086940324e-08
1890,0.0,1.2150888739625998e-08,1.0954155241612743e-10,1.2150888739625998e-08
1891,7.681515740947426e-11,1.2556609783688697e-08,1.3514660422510516e-10,1.2556609783688697e-08
1892,7.681515740947426e-11,1.3149380758851033e-08,1.0612332639643135e-10,1.3149380758851033e-08
1893,1.2293850461451783e-10,1.3404936716199245e-08,1.477197332709425e-10,1.3404936716199245e-08
1894,1.450302774700215e-10,1.3270999918038991e-08,1.642693104557986e-10,1.3270999918038991e-08
1895,1.450302774700215e-10,1.3348202162636165e-08,1.642693104557986e-10,1.3348202162636165e-08
1896,1.8379112914119437e-10,1.2669301671256302e-08,1.642693104557986e-10,1.2669301671256302e-08
1897,2.023678843546658e-10,1.2590668063694466e-08,1.3897362031009156e-10,1.2590668063694466e-08
1898,1.2555272694519155e-10,1.2606182003034e-08,1.1336856850111384e-10,1.2606182003034e-08
1899,1.2555272694519155e-10,1.269489440553733e-08,1.1336856850111384e-10,1.269489440553733e-08
1900,7.942937974014797e-11,1.2258087624315652e-08,4.4183545711007355e-11,1.2258087624315652e-08
1901,5.733760688464429e-11,1.2047500521004752e-08,0.0,1.2047500521004752e-08
1902,5.733760688464429e-11,1.1835983621771057e-08,0.0,1.1835983621771057e-08
1903,3.451590005873076e-11,1.1919492186913366e-08,0.0,1.1919492186913366e-08
1904,1.5939144845259332e-11,1.176185853475025e-08,3.1707479895638964e-11,1.176185853475025e-08
1905,3.118600714970197e-11,1.1263478657700229e-08,3.1707479895638964e-11,1.1263478657700229e-08
1906,6.221597939218678e-11,1.1098150842769883e-08,4.7222466016881375e-11,1.1098150842769883e-08
1907,6.221597939218678e-11,1.0808836111867289e-08,4.7222466016881375e-11,1.0808836111867289e-08
1908,6.221597939218678e-11,1.0563608527596508e-08,4.7222466016881375e-11,1.0563608527596508e-08
1909,6.221597939218678e-11,1.055399805644746e-08,4.7222466016881375e-11,1.055399805644746e-08
1910,7.382461408062773e-11,1.029536849423656e-08,4.7222466016881375e-11,1.029536849423656e-08
1911,8.78025459878045e-11,1.005290454055999e-08,1.5514986121242405e-11,1.005290454055999e-08
1912,7.255568368336185e-11,9.709342409434742e-09,1.5514986121242405e-11,9.709342409434742e-09
1913,4.152571144087704e-11,9.150485512167604e-09,1.4297918999555443e-11,9.150485512167604e-09
1914,5.614220100718421e-11,8.649785966850589e-09,1.4297918999555443e-11,8.649785966850589e-09
1915,7.208092357118595e-11,7.999011611811317e-09,1.4297918999555443e-11,7.999011611811317e-09
1916,8.713278610532932e-11,7.495387992812702e-09,1.4297918999555443e-11,7.495387992812702e-09
1917,5.958500657162905e-11,7.526619771880405e-09,2.8263653322519692e-11,7.526619771880405e-09
1918,4.560707466445229e-11,7.417818169232402e-09,2.8263653322519692e-11,7.417818169232402e-09
1919,5.981282136247046e-11,7.713050579180195e-09,2.8263653322519692e-11,7.713050579180195e-09
1920,5.981282136247046e-11,7.633243370719356e-09,1.396573432296425e-11,7.633243370719356e-09
1921,4.519633179616329e-11,7.210563828558796e-09,1.396573432296425e-11,7.210563828558796e-09
1922,5.340890527457834e-11,7.427495761293455e-09,1.396573432296425e-11,7.427495761293455e-09
1923,3.835704274043497e-11,7.15957559904723e-09,1.396573432296425e-11,7.15957559904723e-09
1924,6.277857301466888e-11,7.256299497778887e-09,0.0,7.256299497778887e-09
1925,6.277857301466888e-11,7.1612487368659976e-09,2.3005175145815062e-11,7.1612487368659976e-09
1926,4.857282631665072e-11,6.219796423932524e-09,2.3005175145815062e-11,6.219796423932524e-09
1927,4.857282631665072e-11,6.2031184633326575e-09,2.3005175145815062e-11,6.2031184633326575e-09
1928,7.138231275912891e-11,6.412707698189024e-09,2.3005175145815062e-11,6.412707698189024e-09
1929,7.251681398225327e-11,6.508659325784752e-09,2.3005175145815062e-11,6.508659325784752e-09
1930,7.251681398225327e-11,6.8392722596399835e-09,2.3005175145815062e-11,6.8392722596399835e-09
1931,4.809528370801936e-11,6.416054925446295e-09,2.3005175145815062e-11,6.416054925446295e-09
1932,4.809528370801936e-11,6.562346348865893e-09,0.0,6.562346348865893e-09
1933,4.809528370801936e-11,6.869380112358872e-09,0.0,6.869380112358872e-09
1934,7.056315849090261e-11,7.1741921609762875e-09,0.0,7.1741921609762875e-09
1935,4.775367204842443e-11,7.684042037579632e-09,0.0,7.684042037579632e-09
1936,2.2467874782883257e-11,7.962034206546572e-09,0.0,7.962034206546572e-09
1937,2.2467874782883257e-11,7.967831854622481e-09,0.0,7.967831854622481e-09
1938,6.597237637137202e-11,7.828276756985782e-09,0.0,7.828276756985782e-09
1939,6.597237637137202e-11,7.690412687618879e-09,2.4894025333185457e-11,7.690412687618879e-09
1940,6.597237637137202e-11,7.2717132950016e-09,2.4894025333185457e-11,7.2717132950016e-09
1941,7.108307196825235e-11,6.727469597273788e-09,2.4894025333185457e-11,6.727469597273788e-09
1942,7.108307196825235e-11,6.401194336496425e-09,2.4894025333185457e-11,6.401194336496425e-09
1943,7.108307196825235e-11,5.576078487834479e-09,2.4894025333185457e-11,5.576078487834479e-09
1944,7.108307196825235e-11,5.4214951575711925e-09,2.4894025333185457e-11,5.4214951575711925e-09
1945,4.63479909213709e-11,5.179744474606959e-09,2.4894025333185457e-11,5.179744474606959e-09
1946,7.94441992349856e-11,5.218168088104238e-09,0.0,5.218168088104238e-09
1947,7.94441992349856e-11,5.9552278663943525e-09,1.6556976028298768e-11,5.9552278663943525e-09
1948,6.896562884265275e-11,6.555977855831381e-09,1.6556976028298768e-11,6.555977855831381e-09
1949,8.597179119400928e-11,6.446381206615115e-09,1.6556976028298768e-11,6.446381206615115e-09
1950,8.597179119400928e-11,6.777500148404312e-09,1.6556976028298768e-11,6.777500148404312e-09
