ngram,Algorithm,Algoritm,Algrithm,Algorthm
1635,8.624899854632012e-08,0.0,0.0,0.0
1636,8.624899854632012e-08,0.0,0.0,0.0
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,1.4694149643089207e-08,0.0,0.0,0.0
1698,2.5065420215599132e-08,0.0,0.0,0.0
1699,3.813496058618122e-08,0.0,0.0,0.0
1700,3.813496058618122e-08,0.0,0.0,0.0
1701,5.746847924521197e-08,0.0,0.0,0.0
1702,5.746847924521197e-08,0.0,0.0,0.0
1703,6.85096890963775e-08,0.0,0.0,0.0
1704,7.980083844521297e-08,0.0,0.0,0.0
1705,7.858737254602082e-08,0.0,0.0,0.0
1706,6.551783217543874e-08,0.0,0.0,0.0
1707,7.767028518758576e-08,0.0,0.0,0.0
1708,5.833676652855502e-08,0.0,0.0,0.0
1709,5.833676652855502e-08,0.0,0.0,0.0
1710,6.451057998901888e-08,0.0,0.0,0.0
1711,3.852528099709421e-08,0.0,0.0,0.0
1712,2.936747632377644e-08,0.0,0.0,0.0
1713,2.936747632377644e-08,0.0,0.0,0.0
1714,1.72150233116294e-08,0.0,0.0,0.0
1715,1.72150233116294e-08,0.0,0.0,0.0
1716,1.72150233116294e-08,0.0,0.0,0.0
1717,1.5282810953262275e-08,0.0,0.0,0.0
1718,1.5282810953262275e-08,0.0,0.0,0.0
1719,1.5282810953262275e-08,0.0,0.0,0.0
1720,3.340506741064278e-08,0.0,0.0,0.0
1721,3.340506741064278e-08,0.0,0.0,0.0
1722,4.1132654108163736e-08,0.0,0.0,0.0
1723,4.1132654108163736e-08,0.0,0.0,0.0
1724,2.5849843154901464e-08,0.0,0.0,0.0
1725,2.5849843154901464e-08,0.0,0.0,0.0
1726,2.5849843154901464e-08,0.0,0.0,0.0
1727,7.727586697520955e-09,0.0,0.0,0.0
1728,1.4207146697182388e-08,0.0,0.0,0.0
1729,6.479559999661433e-09,0.0,0.0,0.0
1730,6.479559999661433e-09,0.0,0.0,0.0
1731,1.3446299565852574e-08,0.0,0.0,0.0
1732,4.4738918347775325e-08,0.0,0.0,0.0
1733,9.391230447265895e-08,0.0,0.0,0.0
1734,9.391230447265895e-08,0.0,0.0,0.0
1735,8.743274447299752e-08,0.0,0.0,0.0
1736,8.743274447299752e-08,0.0,0.0,0.0
1737,9.435437269595631e-08,0.0,0.0,0.0
1738,1.0935489821609476e-07,0.0,0.0,0.0
1739,7.806227943417201e-08,0.0,0.0,0.0
1740,2.8888893309288377e-08,0.0,0.0,0.0
1741,2.8888893309288377e-08,0.0,0.0,0.0
1742,2.8888893309288377e-08,0.0,0.0,0.0
1743,2.8888893309288377e-08,0.0,0.0,0.0
1744,2.196726508632959e-08,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,2.183839090516163e-08,0.0,0.0,0.0
1749,2.183839090516163e-08,0.0,0.0,0.0
1750,2.5137122351890995e-08,0.0,0.0,0.0
1751,2.5137122351890995e-08,0.0,0.0,0.0
1752,2.5137122351890995e-08,0.0,0.0,0.0
1753,3.519582720506216e-08,0.0,0.0,0.0
1754,3.519582720506216e-08,0.0,0.0,0.0
1755,2.4917359604208807e-08,0.0,0.0,0.0
1756,2.4917359604208807e-08,0.0,0.0,0.0
1757,2.161862815747944e-08,0.0,0.0,0.0
1758,2.161862815747944e-08,0.0,0.0,0.0
1759,2.161862815747944e-08,0.0,0.0,0.0
1760,1.155992330430828e-08,0.0,0.0,0.0
1761,1.711105822112456e-08,0.0,0.0,0.0
1762,5.551134916816279e-09,0.0,0.0,0.0
1763,5.551134916816279e-09,0.0,0.0,0.0
1764,1.1172494294799305e-08,0.0,0.0,0.0
1765,1.1172494294799305e-08,0.0,0.0,0.0
1766,1.1172494294799305e-08,0.0,0.0,0.0
1767,1.1172494294799305e-08,0.0,0.0,0.0
1768,5.621359377983026e-09,0.0,0.0,0.0
1769,5.621359377983026e-09,0.0,0.0,0.0
1770,5.621359377983026e-09,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,1.0544327316048502e-08,0.0,0.0,0.0
1773,2.092509073950818e-08,0.0,0.0,0.0
1774,2.6270017018857417e-08,0.0,0.0,0.0
1775,2.6270017018857417e-08,0.0,0.0,0.0
1776,2.6270017018857417e-08,0.0,0.0,0.0
1777,2.6270017018857417e-08,0.0,0.0,0.0
1778,4.8519166589195654e-08,0.0,0.0,0.0
1779,3.7974839273147154e-08,0.0,0.0,0.0
1780,2.7594075849687475e-08,0.0,0.0,0.0
1781,2.2249149570338237e-08,0.0,0.0,0.0
1782,2.2249149570338237e-08,0.0,0.0,0.0
1783,2.2249149570338237e-08,0.0,0.0,0.0
1784,2.2249149570338237e-08,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,2.7398162468931073e-09,0.0,0.0,0.0
1796,2.7398162468931073e-09,0.0,0.0,0.0
1797,2.7398162468931073e-09,0.0,0.0,0.0
1798,2.7398162468931073e-09,0.0,0.0,0.0
1799,2.7398162468931073e-09,0.0,0.0,0.0
1800,2.7398162468931073e-09,0.0,0.0,0.0
1801,2.7398162468931073e-09,0.0,0.0,0.0
1802,4.341267980022069e-10,0.0,0.0,0.0
1803,4.341267980022069e-10,0.0,0.0,0.0
1804,4.341267980022069e-10,0.0,0.0,0.0
1805,4.341267980022069e-10,0.0,0.0,0.0
1806,2.2439774800225062e-09,0.0,0.0,0.0
1807,3.080862390599951e-09,0.0,0.0,0.0
1808,6.1405837557617e-09,0.0,0.0,0.0
1809,9.505878179843258e-09,0.0,0.0,0.0
1810,9.505878179843258e-09,0.0,0.0,0.0
1811,9.974646061497846e-09,0.0,0.0,0.0
1812,1.3555269858959003e-08,0.0,0.0,0.0
1813,1.1939398580906868e-08,0.0,0.0,0.0
1814,2.2177294635637524e-08,0.0,0.0,0.0
1815,2.182154314388031e-08,0.0,0.0,0.0
1816,1.8402467359481178e-08,0.0,0.0,0.0
1817,1.8916510072638663e-08,0.0,0.0,0.0
1818,1.880581192357868e-08,0.0,0.0,0.0
1819,1.5976675316053957e-08,0.0,0.0,0.0
1820,1.6372283655791923e-08,0.0,0.0,0.0
1821,7.35437076317323e-09,0.0,0.0,0.0
1822,4.775169791328336e-09,0.0,0.0,0.0
1823,3.248737790689e-08,0.0,0.0,0.0
1824,3.197333519373251e-08,0.0,0.0,0.0
1825,3.161526546113791e-08,0.0,0.0,0.0
1826,3.0863778271201473e-08,0.0,0.0,0.0
1827,3.111075537663512e-08,0.0,0.0,0.0
1828,2.9274545922307127e-08,0.0,0.0,0.0
1829,3.069581117858584e-08,0.0,0.0,0.0
1830,2.6985621673755335e-09,0.0,0.0,0.0
1831,3.2559301604046756e-09,0.0,0.0,0.0
1832,3.341079619317051e-09,0.0,0.0,0.0
1833,3.753470946753014e-09,0.0,0.0,0.0
1834,2.9999662912568883e-09,0.0,0.0,0.0
1835,3.533358272633791e-09,0.0,0.0,0.0
1836,1.98732411479544e-09,0.0,0.0,0.0
1837,2.5889922745341617e-09,0.0,0.0,0.0
1838,2.565904520603267e-09,0.0,0.0,0.0
1839,3.0870065551421735e-09,0.0,0.0,0.0
1840,2.9769590919365943e-09,0.0,0.0,0.0
1841,3.1738093423224913e-09,0.0,0.0,0.0
1842,6.129500589630814e-09,0.0,0.0,0.0
1843,6.129500589630814e-09,0.0,0.0,0.0
1844,7.970276438840074e-09,0.0,0.0,0.0
1845,7.435996199741826e-09,0.0,0.0,0.0
1846,7.025406209163318e-09,0.0,0.0,0.0
1847,6.904878748135803e-09,0.0,0.0,0.0
1848,6.953094338386328e-09,0.0,0.0,0.0
1849,3.4583106378605066e-09,0.0,0.0,0.0
1850,4.265299082182951e-09,0.0,0.0,0.0
1851,1.7275505311989799e-09,0.0,0.0,0.0
1852,1.8792352436085888e-09,0.0,0.0,0.0
1853,1.7318330817036757e-09,0.0,0.0,0.0
1854,1.853027850210306e-09,0.0,0.0,0.0
1855,1.8924140587905924e-09,0.0,0.0,0.0
1856,2.721130836531265e-09,0.0,0.0,0.0
1857,2.7324242154616994e-09,0.0,0.0,0.0
1858,3.826890954921376e-09,0.0,0.0,0.0
1859,3.675206242511767e-09,0.0,0.0,0.0
1860,3.6879421104276032e-09,0.0,0.0,0.0
1861,3.6108776603681137e-09,0.0,0.0,0.0
1862,3.3548019600410886e-09,0.0,0.0,0.0
1863,2.4066027979964743e-09,0.0,0.0,0.0
1864,1.7767014605572585e-09,0.0,0.0,0.0
1865,8.149143740762302e-10,0.0,0.0,0.0
1866,9.918728536918918e-10,0.0,0.0,0.0
1867,1.1469399239873367e-09,0.0,0.0,0.0
1868,1.279486786362075e-09,0.0,0.0,0.0
1869,1.2868078983327029e-09,0.0,0.0,0.0
1870,1.4447508982813012e-09,0.0,0.0,0.0
1871,1.4998267786455903e-09,0.0,0.0,0.0
1872,2.0223744900960128e-09,0.0,0.0,0.0
1873,2.430547318965637e-09,0.0,0.0,0.0
1874,2.8900771934356075e-09,0.0,0.0,0.0
1875,2.5716986397559894e-09,0.0,0.0,0.0
1876,2.951256786573201e-09,0.0,0.0,0.0
1877,3.711436499401596e-09,0.0,0.0,0.0
1878,4.012260500031926e-09,0.0,0.0,0.0
1879,3.810912704452615e-09,0.0,0.0,0.0
1880,3.4888748636139967e-09,0.0,0.0,0.0
1881,3.3498978432458924e-09,0.0,0.0,0.0
1882,3.4070115459020454e-09,0.0,0.0,0.0
1883,3.6796388000074185e-09,0.0,0.0,0.0
1884,2.849105760839775e-09,0.0,0.0,0.0
1885,2.624081444199281e-09,0.0,0.0,0.0
1886,2.2529677250788485e-09,0.0,0.0,0.0
1887,2.321481887676161e-09,0.0,0.0,0.0
1888,2.054895166723826e-09,0.0,0.0,0.0
1889,2.4810843141891733e-09,0.0,0.0,0.0
1890,2.013689556371442e-09,0.0,0.0,0.0
1891,2.4195403379247337e-09,0.0,0.0,0.0
1892,2.1676990361437933e-09,0.0,0.0,0.0
1893,2.407796604954525e-09,0.0,0.0,0.0
1894,2.3412902489765894e-09,0.0,0.0,0.0
1895,2.28297391308934e-09,0.0,0.0,0.0
1896,1.8564581618006416e-09,0.0,0.0,0.0
1897,8.686383866164858e-09,0.0,0.0,0.0
1898,8.31392567489177e-09,0.0,0.0,0.0
1899,8.301152646225266e-09,0.0,0.0,0.0
1900,8.285489492911223e-09,0.0,0.0,0.0
1901,8.191755091717973e-09,0.0,0.0,0.0
1902,8.152225918132773e-09,0.0,0.0,0.0
1903,8.405984971585464e-09,0.0,0.0,0.0
1904,1.4151946281515393e-09,0.0,0.0,0.0
1905,1.4426863989161883e-09,0.0,0.0,0.0
1906,1.450104623680813e-09,0.0,0.0,0.0
1907,1.3187064456283387e-09,0.0,0.0,0.0
1908,1.325757472057733e-09,0.0,0.0,0.0
1909,1.3327276901112635e-09,0.0,0.0,0.0
1910,1.119805407131683e-09,1.3773889766850139e-11,0.0,0.0
1911,1.2846362386552202e-09,1.3773889766850139e-11,0.0,0.0
1912,1.1992416266386791e-09,1.3773889766850139e-11,0.0,0.0
1913,1.2372671141593271e-09,1.3773889766850139e-11,0.0,0.0
1914,1.2076299167012345e-09,1.3773889766850139e-11,0.0,0.0
1915,1.6189447243115345e-09,1.3773889766850139e-11,0.0,0.0
1916,2.207436598590716e-09,1.3773889766850139e-11,0.0,0.0
1917,2.3769438639575924e-09,0.0,0.0,0.0
1918,2.285132955875164e-09,0.0,0.0,0.0
1919,2.3112524751210474e-09,0.0,0.0,0.0
1920,2.4431835919459998e-09,0.0,0.0,0.0
1921,2.4656883519063352e-09,0.0,0.0,0.0
1922,3.107671707271363e-09,0.0,0.0,0.0
1923,2.487347375687169e-09,0.0,0.0,0.0
1924,2.497581094321585e-09,0.0,0.0,0.0
1925,2.7649861765257e-09,0.0,0.0,0.0
1926,2.85538702206521e-09,0.0,0.0,0.0
1927,3.305521824513237e-09,0.0,0.0,0.0
1928,4.231707555797064e-09,0.0,0.0,0.0
1929,3.657422238083947e-09,0.0,0.0,0.0
1930,3.8912850719441394e-09,0.0,0.0,0.0
1931,5.069086801106388e-09,0.0,0.0,0.0
1932,5.720853949294938e-09,0.0,0.0,0.0
1933,6.27979607996971e-09,0.0,0.0,0.0
1934,6.114405838784722e-09,0.0,0.0,0.0
1935,5.5973311382676425e-09,0.0,0.0,0.0
1936,5.882084819219813e-09,0.0,0.0,0.0
1937,6.084404155107645e-09,0.0,0.0,0.0
1938,5.045919808972193e-09,0.0,0.0,0.0
1939,4.533394612086081e-09,0.0,0.0,0.0
1940,4.266828731605951e-09,0.0,0.0,0.0
1941,4.081010450209175e-09,2.7578570379763587e-11,0.0,0.0
1942,3.851942415827076e-09,2.7578570379763587e-11,0.0,0.0
1943,1.2370674104137232e-08,2.7578570379763587e-11,0.0,0.0
1944,2.510503922208735e-08,1.4140650158748055e-10,0.0,0.0
1945,2.6055948541627216e-08,1.4140650158748055e-10,0.0,0.0
1946,2.7237341239581625e-08,1.4140650158748055e-10,0.0,0.0
1947,2.9004423022068896e-08,1.4140650158748055e-10,0.0,0.0
1948,3.0571580156291134e-08,1.1382793120771697e-10,0.0,0.0
1949,3.141329888275582e-08,1.1382793120771697e-10,0.0,0.0
1950,2.78405341954827e-08,1.1382793120771697e-10,0.0,0.0
1951,2.1125756636105767e-08,0.0,0.0,0.0
1952,2.2462741127477718e-08,1.5683949179073106e-11,0.0,0.0
1953,2.5616796557008977e-08,6.27516600190273e-11,0.0,0.0
1954,3.178861313862009e-08,6.27516600190273e-11,0.0,0.0
1955,4.366005284290557e-08,6.27516600190273e-11,0.0,0.0
1956,5.896792844493705e-08,6.27516600190273e-11,0.0,0.0
1957,6.530100955209101e-08,7.549538573657446e-11,0.0,0.0
1958,8.032350454608864e-08,1.4690623122743622e-10,0.0,0.0
1959,1.1068134903829169e-07,2.215737940347573e-10,0.0,0.0
1960,1.3913884038580753e-07,2.0626966702146683e-10,0.0,0.0
1961,1.6139396003771772e-07,2.8505865029559985e-10,0.0,0.0
1962,2.0359125280882446e-07,4.686902681437313e-10,0.0,1.0201756106553717e-11
1963,2.452781008141106e-07,7.063828321876972e-10,0.0,1.0201756106553717e-11
1964,3.057857652168293e-07,1.0173982846671338e-09,0.0,1.9195066171460796e-11
1965,3.6713654034364094e-07,1.0517684183903547e-09,0.0,2.8010147772634345e-11
1966,4.160645720016224e-07,1.2164159758830196e-09,0.0,2.8010147772634345e-11
1967,4.681507894994346e-07,1.3703906422333846e-09,0.0,2.8010147772634345e-11
1968,5.386638690652035e-07,1.7167156347268936e-09,0.0,2.8010147772634345e-11
1969,6.142084113694832e-07,1.838298124834381e-09,0.0,1.780839166608063e-11
1970,7.314309706479045e-07,1.8899993395723615e-09,0.0,1.780839166608063e-11
1971,7.794944768387982e-07,2.201754088572626e-09,0.0,8.81508160117355e-12
1972,8.44105914308914e-07,2.5394408163594206e-09,0.0,1.7390890315129225e-11
1973,9.30302097198624e-07,2.746671176215695e-09,2.4762291423690338e-11,3.389908393674241e-11
1974,1.0121666004384418e-06,2.95201307842774e-09,2.4762291423690338e-11,3.389908393674241e-11
1975,1.0938748167583462e-06,3.2162066343488505e-09,2.4762291423690338e-11,1.1499408766483096e-10
1976,1.1479085628707253e-06,3.5297977239525024e-09,2.4762291423690338e-11,1.4713981223911177e-10
1977,1.1844944164555012e-06,4.010939390143773e-09,3.278870230882802e-11,1.6319263400938715e-10
1978,1.2849829512820828e-06,4.011899891663364e-09,3.278870230882802e-11,1.8767241927175604e-10
1979,1.373569879043706e-06,4.1942651574089496e-09,3.278870230882802e-11,1.784092298498915e-10
1980,1.4755412718971326e-06,4.3354714421691855e-09,1.5863238302303374e-11,1.775746910626097e-10
1981,1.5860830606990412e-06,4.608183739358245e-09,1.5863238302303374e-11,1.775746910626097e-10
1982,1.733719679058205e-06,4.408034889483556e-09,3.068622835992027e-11,1.631831396199855e-10
1983,1.8821534208005427e-06,4.337015127983282e-09,4.549123974343214e-11,1.4584242642921653e-10
1984,2.0640781518263144e-06,4.16922832765668e-09,6.686720225143209e-11,1.3714019800722558e-10
1985,2.2456483748101164e-06,4.104245832081688e-09,1.319738762717293e-10,1.4159671252971558e-10
1986,2.4426262500907925e-06,3.8998347091328304e-09,1.3888243134894752e-10,1.6801178504000092e-10
1987,2.6448040638829947e-06,3.644147301378504e-09,1.644829401649593e-10,2.259002707116764e-10
1988,2.886315314754029e-06,3.5002105975528205e-09,1.9220857940974564e-10,2.8135154920124906e-10
1989,3.113906164539263e-06,3.762729239298324e-09,1.8403760113083756e-10,3.0112424855209344e-10
1990,3.2935438736915657e-06,3.973894483319132e-09,1.95862438866807e-10,3.3292147511021497e-10
1991,3.4836269995659156e-06,4.198873693184169e-09,1.6646006547366936e-10,3.6498649142695834e-10
1992,3.646840143898901e-06,4.085470691908963e-09,1.204404289594547e-10,3.933113081254293e-10
1993,3.7452864814570475e-06,4.4756601282257085e-09,1.1353187388223646e-10,3.7809261277388373e-10
1994,3.7992543379264783e-06,4.414049538579791e-09,8.0094537649059e-11,3.240398624030202e-10
1995,3.84780452934917e-06,4.1560661737502105e-09,7.153029309742947e-11,3.132985022207586e-10
1996,3.80070858747266e-06,3.5556378000630875e-09,6.487828131872066e-11,2.4572846931850533e-10
1997,3.8148573691744654e-06,3.1763537355899985e-09,4.975348109694165e-11,2.221363291722765e-10
1998,3.756259047804633e-06,2.7472932024557348e-09,4.975348109694165e-11,2.058318694058465e-10
1999,3.7034776921375723e-06,2.45190160238654e-09,6.320590876082325e-11,1.8111021809248077e-10
2000,3.886699752391516e-06,2.1335710975733946e-09,7.359076740844271e-11,1.8255585733571523e-10
2001,4.096773019617623e-06,2.1719601038329627e-09,7.359076740844271e-11,2.0868303712046858e-10
2002,4.292663106753025e-06,2.355677700524187e-09,1.3495767896078347e-10,1.9081588888335078e-10
2003,4.436895291551732e-06,2.6170797433928375e-09,1.452739535810567e-10,2.0285859301884456e-10
2004,4.4645628999465515e-06,3.0196277383305007e-09,1.5395508875685034e-10,2.000346792969359e-10
2005,4.459113175211574e-06,3.2768147719051755e-09,1.9370383670074583e-10,1.9679790337028587e-10
2006,4.474192759776738e-06,3.5927486382750627e-09,1.6116437153078167e-10,2.2601730606134193e-10
2007,4.361046616655326e-06,3.636183988829446e-09,1.6688099612511513e-10,2.2671623308870688e-10
2008,4.310110041062996e-06,3.793145511973453e-09,2.0920963275264778e-10,1.8637074274725178e-10
2009,4.217826472086017e-06,3.915924568736224e-09,1.7846547553260602e-10,1.9686608543742094e-10
2010,4.147772058006792e-06,4.1214519099140395e-09,2.0908816344977765e-10,1.98668431408303e-10
2011,4.119566840797363e-06,4.165583972997362e-09,2.1675636087602002e-10,1.8776704149847667e-10
2012,4.078614698041097e-06,4.198571236711603e-09,1.823474704565342e-10,2.2663110227757625e-10
2013,4.151407438257593e-06,4.55469960160469e-09,1.823474704565342e-10,1.8627632521790131e-10
2014,4.161428250881727e-06,4.750584243445084e-09,1.6624598721458129e-10,1.7000343097547547e-10
2015,4.1978903482231544e-06,4.9696525624857e-09,1.2391735058704866e-10,1.7557369397632908e-10
2016,4.304263159480927e-06,5.208628195418896e-09,9.916714473399781e-11,1.3823558121596668e-10
2017,4.338799612924049e-06,5.355524838416652e-09,6.793287922931175e-11,1.2306514777145802e-10
2018,4.468440693017328e-06,5.2697444630211974e-09,4.252332097554046e-11,1.3467946549661214e-10
2019,4.747298703478009e-06,5.3817077461104645e-09,4.380940055170868e-11,6.555707105643238e-11
