ngram,Jammer,Jamer,Jamr,Jamr
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,4.392013660695479e-08,0.0,0.0
1651,0.0,4.392013660695479e-08,0.0,0.0
1652,0.0,4.392013660695479e-08,0.0,0.0
1653,0.0,1.1929591486088092e-07,0.0,0.0
1654,0.0,1.1929591486088092e-07,0.0,0.0
1655,0.0,1.1929591486088092e-07,0.0,0.0
1656,0.0,1.1929591486088092e-07,0.0,0.0
1657,0.0,7.537577825392613e-08,0.0,0.0
1658,0.0,7.537577825392613e-08,0.0,0.0
1659,0.0,7.537577825392613e-08,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,4.4091616960681024e-08,0.0,0.0
1666,0.0,4.4091616960681024e-08,0.0,0.0
1667,0.0,4.4091616960681024e-08,0.0,0.0
1668,0.0,4.4091616960681024e-08,0.0,0.0
1669,0.0,7.40457092466126e-08,0.0,0.0
1670,3.864916818331819e-08,7.40457092466126e-08,0.0,0.0
1671,3.864916818331819e-08,7.40457092466126e-08,0.0,0.0
1672,3.864916818331819e-08,2.995409228593157e-08,0.0,0.0
1673,3.864916818331819e-08,5.469696264169345e-08,0.0,0.0
1674,3.864916818331819e-08,5.469696264169345e-08,0.0,0.0
1675,3.864916818331819e-08,5.469696264169345e-08,0.0,0.0
1676,3.864916818331819e-08,2.4742870355761885e-08,0.0,0.0
1677,0.0,2.4742870355761885e-08,0.0,0.0
1678,0.0,6.45800132100963e-08,0.0,0.0
1679,0.0,6.45800132100963e-08,0.0,0.0
1680,0.0,5.793907169910588e-08,0.0,0.0
1681,0.0,8.031491915971856e-08,0.0,0.0
1682,0.0,8.031491915971856e-08,0.0,0.0
1683,0.0,8.031491915971856e-08,0.0,0.0
1684,0.0,1.9720123743484562e-07,0.0,0.0
1685,0.0,1.573640945805112e-07,0.0,0.0
1686,0.0,1.8499330118564622e-07,0.0,0.0
1687,0.0,1.6689137234087476e-07,0.0,0.0
1688,0.0,1.9110710322170883e-07,0.0,0.0
1689,0.0,1.9110710322170883e-07,0.0,0.0
1690,0.0,1.9110710322170883e-07,0.0,0.0
1691,0.0,7.422078494658178e-08,0.0,0.0
1692,0.0,9.788882948669198e-08,0.0,0.0
1693,0.0,7.025962288155694e-08,0.0,0.0
1694,0.0,7.025962288155694e-08,0.0,0.0
1695,0.0,2.3668044540110193e-08,0.0,0.0
1696,0.0,3.9413990293724055e-08,0.0,0.0
1697,0.0,3.9413990293724055e-08,0.0,0.0
1698,0.0,6.015653143874391e-08,0.0,0.0
1699,0.0,3.648848689863371e-08,0.0,0.0
1700,0.0,4.948633959754391e-08,0.0,0.0
1701,0.0,5.915309892705929e-08,0.0,0.0
1702,0.0,5.915309892705929e-08,0.0,0.0
1703,0.0,4.3407153173445426e-08,0.0,0.0
1704,0.0,4.3407153173445426e-08,0.0,0.0
1705,0.0,3.182241670174335e-08,0.0,0.0
1706,0.0,4.289779959825475e-08,0.0,0.0
1707,0.0,4.205239991149158e-08,0.0,0.0
1708,0.0,4.2031507924938135e-08,0.0,0.0
1709,0.0,4.2031507924938135e-08,0.0,0.0
1710,0.0,4.2031507924938135e-08,0.0,0.0
1711,0.0,6.141616535972259e-08,0.0,0.0
1712,0.0,6.312178056435056e-08,0.0,0.0
1713,0.0,7.368242803197842e-08,0.0,0.0
1714,0.0,6.15299750198314e-08,0.0,0.0
1715,0.0,5.188410767686946e-08,0.0,0.0
1716,0.0,5.188410767686946e-08,0.0,0.0
1717,0.0,5.188410767686946e-08,0.0,0.0
1718,0.0,4.024120668434859e-08,0.0,0.0
1719,0.0,4.254752892864287e-08,0.0,0.0
1720,0.0,5.7156011479264635e-08,0.0,0.0
1721,0.0,5.7156011479264635e-08,0.0,0.0
1722,0.0,7.261118487430654e-08,0.0,0.0
1723,0.0,7.878636105423148e-08,0.0,0.0
1724,0.0,9.639911979775206e-08,0.0,0.0
1725,0.0,1.0336326943567136e-07,0.0,0.0
1726,0.0,9.658102533600349e-08,0.0,0.0
1727,0.0,6.717922827549825e-08,0.0,0.0
1728,0.0,6.717922827549825e-08,1.2959119999322866e-08,1.2959119999322866e-08
1729,0.0,5.8096031604496345e-08,1.2959119999322866e-08,1.2959119999322866e-08
1730,0.0,5.1920855424571396e-08,1.2959119999322866e-08,1.2959119999322866e-08
1731,0.0,3.430809668105082e-08,1.2959119999322866e-08,1.2959119999322866e-08
1732,0.0,2.5860714458758594e-08,1.921764385721352e-08,1.921764385721352e-08
1733,0.0,1.9473216436186443e-08,1.921764385721352e-08,1.921764385721352e-08
1734,0.0,1.2630500581930652e-08,1.921764385721352e-08,1.921764385721352e-08
1735,0.0,1.2630500581930652e-08,1.2725449900179747e-08,1.2725449900179747e-08
1736,0.0,6.258523857890655e-09,1.2725449900179747e-08,1.2725449900179747e-08
1737,0.0,6.258523857890655e-09,1.2725449900179747e-08,1.2725449900179747e-08
1738,0.0,6.258523857890655e-09,1.2725449900179747e-08,1.2725449900179747e-08
1739,0.0,9.69274895266738e-09,6.466926042289092e-09,6.466926042289092e-09
1740,0.0,9.69274895266738e-09,6.466926042289092e-09,6.466926042289092e-09
1741,0.0,1.563409972910839e-08,6.466926042289092e-09,6.466926042289092e-09
1742,0.0,1.563409972910839e-08,0.0,0.0
1743,0.0,2.5265493316542883e-08,0.0,0.0
1744,0.0,2.5265493316542883e-08,4.464060359461135e-09,4.464060359461135e-09
1745,0.0,2.5265493316542883e-08,4.464060359461135e-09,4.464060359461135e-09
1746,0.0,1.5572744363875505e-08,4.464060359461135e-09,4.464060359461135e-09
1747,4.159151753161236e-09,1.5572744363875505e-08,4.464060359461135e-09,4.464060359461135e-09
1748,4.159151753161236e-09,9.631393587434495e-09,4.464060359461135e-09,4.464060359461135e-09
1749,4.159151753161236e-09,9.631393587434495e-09,4.464060359461135e-09,4.464060359461135e-09
1750,4.159151753161236e-09,6.597462893458734e-09,4.464060359461135e-09,4.464060359461135e-09
1751,4.159151753161236e-09,1.0166601528892118e-08,0.0,0.0
1752,8.05774190228346e-09,1.796378182713657e-08,0.0,0.0
1753,8.05774190228346e-09,1.796378182713657e-08,0.0,0.0
1754,3.898590149122226e-09,1.796378182713657e-08,4.184068710547503e-09,4.184068710547503e-09
1755,3.898590149122226e-09,1.796378182713657e-08,4.184068710547503e-09,4.184068710547503e-09
1756,6.934060690712483e-09,1.796378182713657e-08,7.2195392521377604e-09,7.2195392521377604e-09
1757,6.934060690712483e-09,1.1366318933677836e-08,7.2195392521377604e-09,7.2195392521377604e-09
1758,1.0041645483381347e-08,1.401234988358218e-08,7.2195392521377604e-09,7.2195392521377604e-09
1759,6.1430553342591205e-09,6.215169585337727e-09,7.2195392521377604e-09,7.2195392521377604e-09
1760,6.1430553342591205e-09,1.1537903584927075e-08,7.2195392521377604e-09,7.2195392521377604e-09
1761,6.1430553342591205e-09,1.1537903584927075e-08,3.035470541590257e-09,3.035470541590257e-09
1762,6.1430553342591205e-09,1.1537903584927075e-08,5.7180525711178885e-09,5.7180525711178885e-09
1763,3.1075847926688637e-09,2.0053926773146358e-08,2.6825820295276313e-09,2.6825820295276313e-09
1764,3.1075847926688637e-09,4.8160723663061485e-08,2.6825820295276313e-09,2.6825820295276313e-09
1765,0.0,4.194555407772376e-08,2.6825820295276313e-09,2.6825820295276313e-09
1766,0.0,4.534660621605521e-08,2.6825820295276313e-09,2.6825820295276313e-09
1767,0.0,4.002387221646586e-08,2.6825820295276313e-09,2.6825820295276313e-09
1768,0.0,4.5388297311075935e-08,2.6825820295276313e-09,2.6825820295276313e-09
1769,0.0,4.5388297311075935e-08,0.0,0.0
1770,2.8829215839972935e-09,3.687227412285665e-08,0.0,0.0
1771,2.8829215839972935e-09,1.1398121050173619e-08,0.0,0.0
1772,2.8829215839972935e-09,1.1398121050173619e-08,0.0,0.0
1773,2.8829215839972935e-09,7.99706891184217e-09,0.0,0.0
1774,2.8829215839972935e-09,1.3341995191191408e-08,0.0,0.0
1775,2.8829215839972935e-09,7.977570096581336e-09,0.0,0.0
1776,8.307660591201836e-09,7.977570096581336e-09,0.0,0.0
1777,5.424739007204542e-09,7.977570096581336e-09,0.0,0.0
1778,5.424739007204542e-09,5.344926279349238e-09,0.0,0.0
1779,5.424739007204542e-09,5.344926279349238e-09,0.0,0.0
1780,5.424739007204542e-09,1.4741487522737121e-08,0.0,0.0
1781,5.424739007204542e-09,1.3221594993443172e-08,0.0,0.0
1782,7.582872488650797e-09,1.3221594993443172e-08,0.0,0.0
1783,2.1581334814462546e-09,1.7570793074485535e-08,2.174599040521181e-09,2.174599040521181e-09
1784,5.487077712830666e-09,2.0899737305869947e-08,2.174599040521181e-09,2.174599040521181e-09
1785,5.487077712830666e-09,2.0899737305869947e-08,2.174599040521181e-09,2.174599040521181e-09
1786,5.487077712830666e-09,2.7600228896013894e-08,2.174599040521181e-09,2.174599040521181e-09
1787,6.776219331681789e-09,1.9492809271477133e-08,2.174599040521181e-09,2.174599040521181e-09
1788,8.082771404563767e-09,1.5667775521421845e-08,2.174599040521181e-09,2.174599040521181e-09
1789,7.0880227401711895e-09,1.9157929972582873e-08,2.174599040521181e-09,2.174599040521181e-09
1790,7.0880227401711895e-09,1.59135802947828e-08,1.1048484032422883e-09,1.1048484032422883e-09
1791,4.8450447463567664e-09,1.3670602300968376e-08,2.1908146408122775e-09,2.1908146408122775e-09
1792,4.8450447463567664e-09,1.6935388329792593e-08,2.1908146408122775e-09,2.1908146408122775e-09
1793,7.803111046200684e-09,1.22069409818388e-08,2.1908146408122775e-09,2.1908146408122775e-09
1794,7.511954994551421e-09,1.2913770497391397e-08,2.1908146408122775e-09,2.1908146408122775e-09
1795,6.205402921669442e-09,1.382704262198331e-08,2.1908146408122775e-09,2.1908146408122775e-09
1796,5.990179717331654e-09,1.3181372945528632e-08,3.1389762535281663e-09,3.1389762535281663e-09
1797,7.124027019094521e-09,1.6044989971573742e-08,2.601051501167311e-09,2.601051501167311e-09
1798,6.038060781524532e-09,1.6116337090262992e-08,1.5150852635973218e-09,1.5150852635973218e-09
1799,6.038060781524532e-09,1.405309024704593e-08,1.5150852635973218e-09,1.5150852635973218e-09
1800,3.4916583909908437e-09,1.4139365487965603e-08,2.3384130822177796e-09,2.3384130822177796e-09
1801,2.493672823788984e-09,1.2607734824397556e-08,2.802753553053451e-09,2.802753553053451e-09
1802,2.9277996217911907e-09,1.51674770838233e-08,3.2368803510556584e-09,3.2368803510556584e-09
1803,2.3306379683317248e-09,1.513099198316833e-08,2.2887187383397692e-09,2.2887187383397692e-09
1804,2.7221784826281237e-09,1.299299185702247e-08,2.026872637981926e-09,2.026872637981926e-09
1805,2.7221784826281237e-09,1.2874388507658604e-08,2.286550139705769e-09,2.286550139705769e-09
1806,4.273479030964771e-09,1.1931399424014444e-08,2.286550139705769e-09,2.286550139705769e-09
1807,3.861815121654542e-09,1.0500743639698027e-08,1.6724435487296724e-09,1.6724435487296724e-09
1808,3.861815121654542e-09,1.121321914686137e-08,1.6788294564053429e-09,1.6788294564053429e-09
1809,3.427688323652335e-09,8.644828821045638e-09,1.4256274732155865e-09,1.4256274732155865e-09
1810,3.076688364395912e-09,6.926517359673312e-09,1.8615027773196046e-09,1.8615027773196046e-09
1811,1.5513005483366475e-09,5.330435997359067e-09,1.5564252267960148e-09,1.5564252267960148e-09
1812,1.5513005483366475e-09,4.291725990463695e-09,1.296747725072172e-09,1.296747725072172e-09
1813,1.9397940396816337e-10,4.227155292468865e-09,1.6847065330084986e-09,1.6847065330084986e-09
1814,6.118956769845291e-10,3.808449730183636e-09,1.6844434418723203e-09,1.6844434418723203e-09
1815,1.5775992575787053e-09,3.404196591283437e-09,1.2137170633609783e-09,1.2137170633609783e-09
1816,1.5775992575787053e-09,2.8799179707661438e-09,1.2229649673908431e-09,1.2229649673908431e-09
1817,1.5775992575787053e-09,2.132924900192076e-09,9.584372343393203e-10,9.584372343393203e-10
1818,1.7566341238760076e-09,2.0775758256620846e-09,9.584372343393203e-10,9.584372343393203e-10
1819,2.057229006194713e-09,2.37817070798079e-09,9.584372343393203e-10,9.584372343393203e-10
1820,1.86324960222655e-09,2.3315882399391594e-09,5.704784264029935e-10,5.704784264029935e-10
1821,1.445333329210184e-09,2.3797386125171525e-09,3.6152028989481066e-10,3.6152028989481066e-10
1822,7.291675517352911e-10,1.9814824860274273e-09,4.862891914544523e-10,4.862891914544523e-10
1823,2.1337952040210796e-09,1.8820625851440856e-09,2.9611647261213696e-10,2.9611647261213696e-10
1824,2.1337952040210796e-09,1.807607476399044e-09,2.5888891823961606e-10,2.5888891823961606e-10
1825,1.9547603377237775e-09,1.7551894144445563e-09,5.121225269252453e-10,5.121225269252453e-10
1826,1.6541654554050718e-09,1.8100892768784555e-09,5.121225269252453e-10,5.121225269252453e-10
1827,1.6541654554050718e-09,2.08097476552181e-09,5.121225269252453e-10,5.121225269252453e-10
1828,1.6541654554050718e-09,2.1548541919079257e-09,5.121225269252453e-10,5.121225269252453e-10
1829,1.685724766125369e-09,2.272467444378431e-09,5.279021822853938e-10,5.279021822853938e-10
1830,2.810971138395806e-10,2.6586737176894003e-09,6.232067243213838e-10,6.232067243213838e-10
1831,3.7399177405766133e-10,2.576223004765613e-09,8.606653485137323e-10,8.606653485137323e-10
1832,3.7399177405766133e-10,2.7902040360722982e-09,6.074317398281031e-10,6.074317398281031e-10
1833,4.564700363727882e-10,2.847100618755657e-09,6.074317398281031e-10,6.074317398281031e-10
1834,8.717710045910313e-10,3.1763599052579495e-09,6.074317398281031e-10,6.074317398281031e-10
1835,8.717710045910313e-10,3.2642889661157628e-09,6.91215140680157e-10,6.91215140680157e-10
1836,8.158574292340046e-10,2.997552539518722e-09,5.506665837603667e-10,5.506665837603667e-10
1837,1.1256230709426924e-09,2.795069176109166e-09,4.5536204172437675e-10,4.5536204172437675e-10
1838,1.0327284107246116e-09,3.0672343553916903e-09,8.37834008520539e-11,8.37834008520539e-11
1839,1.1842912840874321e-09,3.2571065685818976e-09,8.37834008520539e-11,8.37834008520539e-11
1840,1.4041568860026894e-09,3.1470591053763185e-09,8.37834008520539e-11,8.37834008520539e-11
1841,1.0588335287918328e-09,3.309226337400162e-09,3.6369384488159946e-10,3.6369384488159946e-10
1842,1.302095288733897e-09,3.255201965122824e-09,2.7991044402954554e-10,2.7991044402954554e-10
1843,1.1424862801843817e-09,3.1611674865063476e-09,2.7991044402954554e-10,2.7991044402954554e-10
1844,8.995034954979125e-10,3.497913292349608e-09,3.4669330105176396e-10,3.4669330105176396e-10
1845,1.16645855672916e-09,3.5738689150934177e-09,6.136483622830115e-10,6.136483622830115e-10
1846,1.0801161830022365e-09,3.3695013763284417e-09,8.093098651557845e-10,8.093098651557845e-10
1847,1.0201941791354585e-09,3.491395775664533e-09,1.112337182680128e-09,1.112337182680128e-09
1848,1.2236549511752364e-09,3.073875915709274e-09,1.0511774387441823e-09,1.0511774387441823e-09
1849,1.6790071832861742e-09,2.9776809906678636e-09,1.3198751377555391e-09,1.3198751377555391e-09
1850,1.993191925001422e-09,3.558580573072488e-09,1.4622848725538112e-09,1.4622848725538112e-09
1851,2.204980646482367e-09,3.1750436882812696e-09,1.6276449870440096e-09,1.6276449870440096e-09
1852,2.140271868463931e-09,3.0456261322443977e-09,1.5123746382223707e-09,1.5123746382223707e-09
1853,2.461126096570914e-09,3.1055983499125463e-09,1.6062691970170867e-09,1.6062691970170867e-09
1854,2.319707957467086e-09,3.388386143094684e-09,1.454747465347493e-09,1.454747465347493e-09
1855,2.571287064220432e-09,3.998733788534992e-09,1.7085125060743523e-09,1.7085125060743523e-09
1856,2.1708659076707146e-09,4.525216963051954e-09,1.8374052438271553e-09,1.8374052438271553e-09
1857,2.0317777698381737e-09,4.823987051086728e-09,1.935666642844629e-09,1.935666642844629e-09
1858,1.926016734987712e-09,5.0397683486786656e-09,1.9339377242490384e-09,1.9339377242490384e-09
1859,2.6377112478342165e-09,5.183640310641684e-09,2.208758731470084e-09,2.208758731470084e-09
1860,2.617607773393514e-09,5.163536836200982e-09,1.9801978786862915e-09,1.9801978786862915e-09
1861,2.8555241187484218e-09,4.908404222752389e-09,1.8286922928315415e-09,1.8286922928315415e-09
1862,2.999125884147905e-09,4.3630502385586365e-09,1.6347679242047418e-09,1.6347679242047418e-09
1863,3.751166409239813e-09,3.949772413897839e-09,1.380391134730985e-09,1.380391134730985e-09
1864,4.216922065504645e-09,3.786665869753847e-09,1.4222907296357334e-09,1.4222907296357334e-09
1865,4.353697370871958e-09,3.860652020293287e-09,1.2361032277117901e-09,1.2361032277117901e-09
1866,3.572475434524388e-09,3.9758818142538695e-09,1.1192748394783791e-09,1.1192748394783791e-09
1867,3.5522038405971e-09,4.042035119309974e-09,1.3175543751258495e-09,1.3175543751258495e-09
1868,3.5269656481088217e-09,3.948635260034702e-09,1.5416128611762353e-09,1.5416128611762353e-09
1869,3.5313064298111587e-09,4.1831702546346605e-09,1.460950923729395e-09,1.460950923729395e-09
1870,2.776728283812194e-09,4.434814134971329e-09,1.4022101971608185e-09,1.4022101971608185e-09
1871,3.531039690799328e-09,4.479775312609442e-09,1.363095834618276e-09,1.363095834618276e-09
1872,3.4262124010935632e-09,4.140715897144836e-09,1.400772704179027e-09,1.400772704179027e-09
1873,3.8786248498671026e-09,4.53035786662781e-09,1.5201916550974408e-09,1.5201916550974408e-09
1874,4.208517344141325e-09,4.376418307115517e-09,1.4993611907598847e-09,1.4993611907598847e-09
1875,5.579666792091384e-09,4.499305087232333e-09,1.5159928867802819e-09,1.5159928867802819e-09
1876,5.251694603001868e-09,3.975911251024351e-09,1.5480553505753392e-09,1.5480553505753392e-09
1877,5.130797754913731e-09,3.9015910819577874e-09,1.6033891198879197e-09,1.6033891198879197e-09
1878,4.105483889357434e-09,4.170049226561088e-09,1.5050741922603299e-09,1.5050741922603299e-09
1879,4.214949659139425e-09,4.9885534433461285e-09,1.4929983995136199e-09,1.4929983995136199e-09
1880,4.813738994714965e-09,5.217897796378728e-09,1.1625621655829222e-09,1.1625621655829222e-09
1881,4.422237211341797e-09,6.170770973566521e-09,1.239773831215477e-09,1.239773831215477e-09
1882,3.0290920882691807e-09,6.823725901788131e-09,1.387998581149828e-09,1.387998581149828e-09
1883,2.941085264218657e-09,7.583326094058002e-09,1.3828650843475794e-09,1.3828650843475794e-09
1884,3.1629686964811707e-09,8.91577560986028e-09,1.3956129347419172e-09,1.3956129347419172e-09
1885,3.191916810228536e-09,8.53827262860461e-09,1.3665646075062504e-09,1.3665646075062504e-09
1886,4.450243586338689e-09,8.151272863037612e-09,1.3243255956149218e-09,1.3243255956149218e-09
1887,5.421772602305046e-09,7.8911490675182e-09,2.109952540066803e-09,2.109952540066803e-09
1888,8.378023306855807e-09,7.254153404951629e-09,2.4153619521127823e-09,2.4153619521127823e-09
1889,8.871463928551902e-09,7.009628560134778e-09,2.235814178638432e-09,2.235814178638432e-09
1890,8.943326872718721e-09,6.917644996511691e-09,2.036251467044511e-09,2.036251467044511e-09
1891,9.826937676292249e-09,5.768515252770255e-09,1.986117133851677e-09,1.986117133851677e-09
1892,9.767053705494228e-09,8.760112444962585e-09,1.9823819312282863e-09,1.9823819312282863e-09
1893,8.37899598910801e-09,9.228434587933115e-09,2.0931633608929037e-09,2.0931633608929037e-09
1894,6.753748877612915e-09,8.714088498403986e-09,1.4297940966111001e-09,1.4297940966111001e-09
1895,4.021516786245627e-09,8.522278946035807e-09,9.780983998920944e-10,9.780983998920944e-10
1896,3.7209006193655067e-09,8.078218284777807e-09,9.043942142802511e-10,9.043942142802511e-10
1897,4.228010624147365e-09,8.201152772764025e-09,9.905590554153726e-10,9.905590554153726e-10
1898,3.759475572121371e-09,8.126018461293175e-09,9.602915209048847e-10,9.602915209048847e-10
1899,3.901404294864059e-09,5.042921191744654e-09,9.572170516542705e-10,9.572170516542705e-10
1900,4.530088114153484e-09,4.4792827859550604e-09,9.81482450868043e-10,9.81482450868043e-10
1901,4.462576118159843e-09,4.433862578677252e-09,8.80521528705864e-10,8.80521528705864e-10
1902,5.142529100967051e-09,4.771996099859978e-09,9.522079315514377e-10,9.522079315514377e-10
1903,5.598427975174656e-09,5.2028992860085415e-09,8.962406848413349e-10,8.962406848413349e-10
1904,5.190524993941332e-09,4.587928989100273e-09,2.9408888419751075e-09,2.9408888419751075e-09
1905,5.095409966975646e-09,4.5608849712814555e-09,2.914476755171742e-09,2.914476755171742e-09
1906,6.410791104321285e-09,4.442810976255731e-09,2.960343176943476e-09,2.960343176943476e-09
1907,6.432673790460594e-09,4.206862953231345e-09,2.8856087757362606e-09,2.8856087757362606e-09
1908,6.669930385783118e-09,4.210803832600212e-09,2.8891720523941242e-09,2.8891720523941242e-09
1909,5.9366417179010764e-09,3.8838476244608594e-09,2.7859260850629906e-09,2.7859260850629906e-09
1910,5.822665587779901e-09,3.5994719268675877e-09,2.7888736954727123e-09,2.7888736954727123e-09
1911,6.373069817909384e-09,3.644794815167123e-09,8.703898474975752e-10,8.703898474975752e-10
1912,7.097878094798813e-09,3.4512639413009083e-09,9.399621240088356e-10,9.399621240088356e-10
1913,6.451402840517468e-09,3.520615830611616e-09,8.99195614792855e-10,8.99195614792855e-10
1914,6.230235502105838e-09,3.4610719687070255e-09,1.0013089405244306e-09,1.0013089405244306e-09
1915,7.012589493220795e-09,3.3929085890045077e-09,1.0531148017126464e-09,1.0531148017126464e-09
1916,7.26525373195841e-09,3.1902043863750252e-09,1.080875198868268e-09,1.080875198868268e-09
1917,7.584010562413011e-09,3.030864860674244e-09,1.0680605368383412e-09,1.0680605368383412e-09
1918,7.540270883867249e-09,2.9730444138311084e-09,9.454776089030353e-10,9.454776089030353e-10
1919,7.1216738538128405e-09,2.909762240678658e-09,1.0148394505701423e-09,1.0148394505701423e-09
1920,7.344853423875617e-09,2.7303889942637785e-09,1.0628676748249332e-09,1.0628676748249332e-09
1921,8.951777922102825e-09,2.714689806282422e-09,9.57188130344479e-10,9.57188130344479e-10
