ngram,GNU,GN,GN,GN
1631,0.0,2.3800962318481262e-07,2.3800962318481262e-07,2.3800962318481262e-07
1632,0.0,3.296357574202245e-07,3.296357574202245e-07,3.296357574202245e-07
1633,0.0,3.296357574202245e-07,3.296357574202245e-07,3.296357574202245e-07
1634,0.0,3.296357574202245e-07,3.296357574202245e-07,3.296357574202245e-07
1635,0.0,2.641241313280521e-07,2.641241313280521e-07,2.641241313280521e-07
1636,0.0,2.641241313280521e-07,2.641241313280521e-07,2.641241313280521e-07
1637,0.0,9.162613423541188e-08,9.162613423541188e-08,9.162613423541188e-08
1638,0.0,9.162613423541188e-08,9.162613423541188e-08,9.162613423541188e-08
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,4.584923577307823e-08,4.584923577307823e-08,4.584923577307823e-08
1649,0.0,4.584923577307823e-08,4.584923577307823e-08,4.584923577307823e-08
1650,0.0,8.976937238003302e-08,8.976937238003302e-08,8.976937238003302e-08
1651,0.0,8.976937238003302e-08,8.976937238003302e-08,8.976937238003302e-08
1652,0.0,8.976937238003302e-08,8.976937238003302e-08,8.976937238003302e-08
1653,0.0,8.976937238003302e-08,8.976937238003302e-08,8.976937238003302e-08
1654,0.0,1.312525585360293e-07,1.312525585360293e-07,1.312525585360293e-07
1655,0.0,8.540332276295106e-08,8.540332276295106e-08,8.540332276295106e-08
1656,0.0,8.540332276295106e-08,8.540332276295106e-08,8.540332276295106e-08
1657,0.0,4.1483186155996266e-08,4.1483186155996266e-08,4.1483186155996266e-08
1658,0.0,4.1483186155996266e-08,4.1483186155996266e-08,4.1483186155996266e-08
1659,0.0,7.365037138892408e-08,7.365037138892408e-08,7.365037138892408e-08
1660,0.0,1.5382517152115076e-07,1.5382517152115076e-07,1.5382517152115076e-07
1661,0.0,1.1234198536515447e-07,1.1234198536515447e-07,1.1234198536515447e-07
1662,0.0,1.1234198536515447e-07,1.1234198536515447e-07,1.1234198536515447e-07
1663,0.0,1.1234198536515447e-07,1.1234198536515447e-07,1.1234198536515447e-07
1664,0.0,1.1234198536515447e-07,1.1234198536515447e-07,1.1234198536515447e-07
1665,0.0,6.4144137265235e-07,6.4144137265235e-07,6.4144137265235e-07
1666,0.0,6.492225850251998e-07,6.492225850251998e-07,6.492225850251998e-07
1667,0.0,5.690477848929731e-07,5.690477848929731e-07,5.690477848929731e-07
1668,0.0,6.565542167079132e-07,6.565542167079132e-07,6.565542167079132e-07
1669,0.0,6.565542167079132e-07,6.565542167079132e-07,6.565542167079132e-07
1670,0.0,6.565542167079132e-07,6.565542167079132e-07,6.565542167079132e-07
1671,0.0,6.565542167079132e-07,6.565542167079132e-07,6.565542167079132e-07
1672,0.0,1.7665603227864528e-07,1.7665603227864528e-07,1.7665603227864528e-07
1673,0.0,1.3670763467286763e-07,1.3670763467286763e-07,1.3670763467286763e-07
1674,0.0,1.3670763467286763e-07,1.3670763467286763e-07,1.3670763467286763e-07
1675,0.0,2.2079370052909197e-07,2.2079370052909197e-07,2.2079370052909197e-07
1676,0.0,3.0668672122504047e-07,3.0668672122504047e-07,3.0668672122504047e-07
1677,0.0,3.0668672122504047e-07,3.0668672122504047e-07,3.0668672122504047e-07
1678,0.0,3.0668672122504047e-07,3.0668672122504047e-07,3.0668672122504047e-07
1679,0.0,2.5748551836711287e-07,2.5748551836711287e-07,2.5748551836711287e-07
1680,0.0,2.5748551836711287e-07,2.5748551836711287e-07,2.5748551836711287e-07
1681,0.0,2.5748551836711287e-07,2.5748551836711287e-07,2.5748551836711287e-07
1682,0.0,1.060540536660223e-07,1.060540536660223e-07,1.060540536660223e-07
1683,0.0,6.429548956735484e-08,6.429548956735484e-08,6.429548956735484e-08
1684,0.0,6.429548956735484e-08,6.429548956735484e-08,6.429548956735484e-08
1685,0.0,8.450132124185724e-08,8.450132124185724e-08,8.450132124185724e-08
1686,0.0,8.450132124185724e-08,8.450132124185724e-08,8.450132124185724e-08
1687,0.0,8.450132124185724e-08,8.450132124185724e-08,8.450132124185724e-08
1688,0.0,8.450132124185724e-08,8.450132124185724e-08,8.450132124185724e-08
1689,0.0,6.434028827178346e-08,6.434028827178346e-08,6.434028827178346e-08
1690,0.0,6.174641344257128e-08,6.174641344257128e-08,6.174641344257128e-08
1691,0.0,6.174641344257128e-08,6.174641344257128e-08,6.174641344257128e-08
1692,0.0,4.1540581768068867e-08,4.1540581768068867e-08,4.1540581768068867e-08
1693,0.0,4.1540581768068867e-08,4.1540581768068867e-08,4.1540581768068867e-08
1694,0.0,4.1540581768068867e-08,4.1540581768068867e-08,4.1540581768068867e-08
1695,0.0,7.255418868875754e-08,7.255418868875754e-08,7.255418868875754e-08
1696,0.0,8.830013444237141e-08,8.830013444237141e-08,8.830013444237141e-08
1697,0.0,5.4106627495847144e-08,5.4106627495847144e-08,5.4106627495847144e-08
1698,0.0,5.4106627495847144e-08,5.4106627495847144e-08,5.4106627495847144e-08
1699,0.0,6.717616786642924e-08,6.717616786642924e-08,6.717616786642924e-08
1700,0.0,6.717616786642924e-08,6.717616786642924e-08,6.717616786642924e-08
1701,0.0,1.0584320518449073e-07,1.0584320518449073e-07,1.0584320518449073e-07
1702,0.0,8.681475804905858e-08,8.681475804905858e-08,8.681475804905858e-08
1703,0.0,8.211002214661026e-08,8.211002214661026e-08,8.211002214661026e-08
1704,0.0,9.208648066305614e-08,9.208648066305614e-08,9.208648066305614e-08
1705,0.0,1.1955989569807051e-07,1.1955989569807051e-07,1.1955989569807051e-07
1706,0.0,1.1756573822399982e-07,1.1756573822399982e-07,1.1756573822399982e-07
1707,0.0,1.1756573822399982e-07,1.1756573822399982e-07,1.1756573822399982e-07
1708,0.0,7.889870090593831e-08,7.889870090593831e-08,7.889870090593831e-08
1709,0.0,1.3906364212549045e-07,1.3906364212549045e-07,1.3906364212549045e-07
1710,0.0,1.2802243227432492e-07,1.2802243227432492e-07,1.2802243227432492e-07
1711,0.0,1.1069889893633444e-07,1.1069889893633444e-07,1.1069889893633444e-07
1712,0.0,8.322548390132007e-08,8.322548390132007e-08,8.322548390132007e-08
1713,0.0,9.378613136894793e-08,9.378613136894793e-08,9.378613136894793e-08
1714,0.0,1.225009620091961e-07,1.225009620091961e-07,1.225009620091961e-07
1715,0.0,1.451456686904099e-07,1.451456686904099e-07,1.451456686904099e-07
1716,0.0,7.29955676856012e-08,7.29955676856012e-08,7.29955676856012e-08
1717,7.641405476631137e-09,7.29955676856012e-08,7.29955676856012e-08,7.29955676856012e-08
1718,7.641405476631137e-09,8.847908057012838e-08,8.847908057012838e-08,8.847908057012838e-08
1719,7.641405476631137e-09,1.1481856481460844e-07,1.1481856481460844e-07,1.1481856481460844e-07
1720,7.641405476631137e-09,1.0224366267915944e-07,1.0224366267915944e-07,1.0224366267915944e-07
1721,7.641405476631137e-09,7.352883203891127e-08,7.352883203891127e-08,7.352883203891127e-08
1722,7.641405476631137e-09,5.0884125357697485e-08,5.0884125357697485e-08,5.0884125357697485e-08
1723,7.641405476631137e-09,6.323447771754737e-08,6.323447771754737e-08,6.323447771754737e-08
1724,0.0,6.910539746789774e-08,6.910539746789774e-08,6.910539746789774e-08
1725,0.0,1.197984609291325e-07,1.197984609291325e-07,1.197984609291325e-07
1726,0.0,9.984647470722458e-08,9.984647470722458e-08,9.984647470722458e-08
1727,0.0,2.0711151346323016e-07,2.0711151346323016e-07,2.0711151346323016e-07
1728,0.0,2.135910734628916e-07,2.135910734628916e-07,2.135910734628916e-07
1729,0.0,2.2633502691097158e-07,2.2633502691097158e-07,2.2633502691097158e-07
1730,0.0,2.2216791251139512e-07,2.2216791251139512e-07,2.2216791251139512e-07
1731,0.0,2.7899764682664294e-07,2.7899764682664294e-07,2.7899764682664294e-07
1732,0.0,3.192159775876137e-07,3.192159775876137e-07,3.192159775876137e-07
1733,0.0,3.5497709508344346e-07,3.5497709508344346e-07,3.5497709508344346e-07
1734,0.0,2.3865092809874764e-07,2.3865092809874764e-07,2.3865092809874764e-07
1735,0.0,2.903737019721575e-07,2.903737019721575e-07,2.903737019721575e-07
1736,5.512325072589062e-09,2.9967904881443375e-07,2.9967904881443375e-07,2.9967904881443375e-07
1737,5.512325072589062e-09,3.3302558019191307e-07,3.3302558019191307e-07,3.3302558019191307e-07
1738,5.512325072589062e-09,2.813085586694797e-07,2.813085586694797e-07,2.813085586694797e-07
1739,5.512325072589062e-09,2.686102261252797e-07,2.686102261252797e-07,2.686102261252797e-07
1740,1.2999603679223322e-08,2.564107250334148e-07,2.564107250334148e-07,2.564107250334148e-07
1741,1.2999603679223322e-08,3.1582423381288596e-07,3.1582423381288596e-07,3.1582423381288596e-07
1742,1.9376975960280366e-08,3.341503652823771e-07,3.341503652823771e-07,3.341503652823771e-07
1743,1.3864650887691304e-08,4.7583474887297985e-07,4.7583474887297985e-07,4.7583474887297985e-07
1744,1.3864650887691304e-08,4.387690398946883e-07,4.387690398946883e-07,4.387690398946883e-07
1745,1.3864650887691304e-08,4.909011686038411e-07,4.909011686038411e-07,4.909011686038411e-07
1746,1.3864650887691304e-08,4.121385254661293e-07,4.121385254661293e-07,4.121385254661293e-07
1747,6.377372281057043e-09,3.9882601805223725e-07,3.9882601805223725e-07,3.9882601805223725e-07
1748,6.377372281057043e-09,3.6853036381298156e-07,3.6853036381298156e-07,3.6853036381298156e-07
1749,0.0,2.9695717884692385e-07,2.9695717884692385e-07,2.9695717884692385e-07
1750,0.0,1.464184207528823e-07,1.464184207528823e-07,1.464184207528823e-07
1751,0.0,1.4552349902885453e-07,1.4552349902885453e-07,1.4552349902885453e-07
1752,0.0,8.630632792565913e-08,8.630632792565913e-08,8.630632792565913e-08
1753,0.0,8.646045378059495e-08,8.646045378059495e-08,8.646045378059495e-08
1754,0.0,1.3258487666486678e-07,1.3258487666486678e-07,1.3258487666486678e-07
1755,0.0,1.188802531970623e-07,1.188802531970623e-07,1.188802531970623e-07
1756,0.0,1.4124420820240046e-07,1.4124420820240046e-07,1.4124420820240046e-07
1757,0.0,1.4327489873876077e-07,1.4327489873876077e-07,1.4327489873876077e-07
1758,3.1075847926688637e-09,2.5157881365446754e-07,2.5157881365446754e-07,2.5157881365446754e-07
1759,3.1075847926688637e-09,2.615954031170986e-07,2.615954031170986e-07,2.615954031170986e-07
1760,3.1075847926688637e-09,2.9175058610267766e-07,2.9175058610267766e-07,2.9175058610267766e-07
1761,3.1075847926688637e-09,2.6229636469159754e-07,2.6229636469159754e-07,2.6229636469159754e-07
1762,3.1075847926688637e-09,2.57613461737297e-07,2.57613461737297e-07,2.57613461737297e-07
1763,3.1075847926688637e-09,2.3881024954367345e-07,2.3881024954367345e-07,2.3881024954367345e-07
1764,3.1075847926688637e-09,2.2639531290938715e-07,2.2639531290938715e-07,2.2639531290938715e-07
1765,0.0,1.3810152665882924e-07,1.3810152665882924e-07,1.3810152665882924e-07
1766,0.0,1.5139476415372754e-07,1.5139476415372754e-07,1.5139476415372754e-07
1767,0.0,1.59152563128373e-07,1.59152563128373e-07,1.59152563128373e-07
1768,0.0,1.419390299263666e-07,1.419390299263666e-07,1.419390299263666e-07
1769,0.0,1.5557877881227406e-07,1.5557877881227406e-07,1.5557877881227406e-07
1770,0.0,1.6147736354404125e-07,1.6147736354404125e-07,1.6147736354404125e-07
1771,0.0,1.6656461505298076e-07,1.6656461505298076e-07,1.6656461505298076e-07
1772,0.0,1.6407400238449554e-07,1.6407400238449554e-07,1.6407400238449554e-07
1773,0.0,1.5762711212476332e-07,1.5762711212476332e-07,1.5762711212476332e-07
1774,0.0,1.099709991641313e-07,1.099709991641313e-07,1.099709991641313e-07
1775,0.0,1.0254379136296978e-07,1.0254379136296978e-07,1.0254379136296978e-07
1776,0.0,8.902319237336087e-08,8.902319237336087e-08,8.902319237336087e-08
1777,0.0,8.919883650751867e-08,8.919883650751867e-08,8.919883650751867e-08
1778,0.0,1.869843683063469e-07,1.869843683063469e-07,1.869843683063469e-07
1779,0.0,1.7870414177017275e-07,1.7870414177017275e-07,1.7870414177017275e-07
1780,0.0,1.696883167312535e-07,1.696883167312535e-07,1.696883167312535e-07
1781,0.0,1.9494366045234658e-07,1.9494366045234658e-07,1.9494366045234658e-07
1782,0.0,1.949101268954629e-07,1.949101268954629e-07,1.949101268954629e-07
1783,0.0,1.9058444625638264e-07,1.9058444625638264e-07,1.9058444625638264e-07
1784,0.0,1.8098761042243234e-07,1.8098761042243234e-07,1.8098761042243234e-07
1785,0.0,8.015851449272304e-08,8.015851449272304e-08,8.015851449272304e-08
1786,0.0,8.477136402364391e-08,8.477136402364391e-08,8.477136402364391e-08
1787,0.0,8.076051167498527e-08,8.076051167498527e-08,8.076051167498527e-08
1788,0.0,5.669300203895286e-08,5.669300203895286e-08,5.669300203895286e-08
1789,2.326769634107352e-09,6.783801101814138e-08,6.783801101814138e-08,6.783801101814138e-08
1790,2.326769634107352e-09,7.788693981832953e-08,7.788693981832953e-08,7.788693981832953e-08
1791,2.326769634107352e-09,1.0547251097900049e-07,1.0547251097900049e-07,1.0547251097900049e-07
1792,2.326769634107352e-09,1.082359781483839e-07,1.082359781483839e-07,1.082359781483839e-07
1793,2.326769634107352e-09,1.0067492135184303e-07,1.0067492135184303e-07,1.0067492135184303e-07
1794,2.326769634107352e-09,1.0691186957956234e-07,1.0691186957956234e-07,1.0691186957956234e-07
1795,3.240041758699265e-09,1.1864455221452122e-07,1.1864455221452122e-07,1.1864455221452122e-07
1796,9.132721245919129e-10,1.1024494840837309e-07,1.1024494840837309e-07,1.1024494840837309e-07
1797,2.047119426354779e-09,1.1067993150553385e-07,1.1067993150553385e-07,1.1067993150553385e-07
1798,2.047119426354779e-09,1.0529780780643705e-07,1.0529780780643705e-07,1.0529780780643705e-07
1799,2.647889019158356e-09,1.4213692318370314e-07,1.4213692318370314e-07,1.4213692318370314e-07
1800,2.647889019158356e-09,1.7138477557767017e-07,1.7138477557767017e-07,1.7138477557767017e-07
1801,2.647889019158356e-09,1.824873631254117e-07,1.824873631254117e-07,1.824873631254117e-07
1802,1.734616894566443e-09,1.8896714745356542e-07,1.8896714745356542e-07,1.8896714745356542e-07
1803,2.436616813079289e-09,2.0707320556669272e-07,2.0707320556669272e-07,2.0707320556669272e-07
1804,2.523079713410782e-09,2.0806507247276125e-07,2.0806507247276125e-07,2.0806507247276125e-07
1805,2.523079713410782e-09,1.9618918096447097e-07,1.9618918096447097e-07,1.9618918096447097e-07
1806,2.9565105284591807e-09,1.7526029085144857e-07,1.7526029085144857e-07,1.7526029085144857e-07
1807,3.793395439036626e-09,1.7925179106116828e-07,1.7925179106116828e-07,1.7925179106116828e-07
1808,4.264121817547968e-09,1.7747836165783936e-07,1.7747836165783936e-07,1.7747836165783936e-07
1809,4.625971447172869e-09,1.6594064585920672e-07,1.6594064585920672e-07,1.6594064585920672e-07
1810,6.321285621930477e-09,1.8527468219937354e-07,1.8527468219937354e-07,1.8527468219937354e-07
1811,5.335359360663412e-09,1.98213785194769e-07,1.98213785194769e-07,1.98213785194769e-07
1812,5.8127758796798295e-09,2.0915072086933962e-07,2.0915072086933962e-07,2.0915072086933962e-07
1813,4.778575471827853e-09,2.0715437593870384e-07,2.0715437593870384e-07,2.0715437593870384e-07
1814,3.941690561250409e-09,1.7972666301245356e-07,1.7972666301245356e-07,1.7972666301245356e-07
1815,3.470964182739067e-09,1.678210088990844e-07,1.678210088990844e-07,1.678210088990844e-07
1816,4.059978131465414e-09,1.831394048476146e-07,1.831394048476146e-07,1.831394048476146e-07
1817,2.0053591802999496e-09,1.4528761584285478e-07,1.4528761584285478e-07,1.4528761584285478e-07
1818,1.770975239472656e-09,1.3296856289051512e-07,1.3296856289051512e-07,1.3296856289051512e-07
1819,1.7444510597946256e-09,1.3917490195223892e-07,1.3917490195223892e-07,1.3917490195223892e-07
1820,3.6606112426998803e-09,1.4034231554660437e-07,1.4034231554660437e-07,1.4034231554660437e-07
1821,4.303382539205813e-09,1.45110581075057e-07,1.45110581075057e-07,1.45110581075057e-07
1822,4.677689251814903e-09,1.5330399654495913e-07,1.5330399654495913e-07,1.5330399654495913e-07
1823,3.726825673463655e-09,1.4626889261697735e-07,1.4626889261697735e-07,1.4626889261697735e-07
1824,3.3841305313586645e-09,1.5770069085517336e-07,1.5770069085517336e-07,1.5770069085517336e-07
1825,3.6373641400442936e-09,1.4908379191475823e-07,1.4908379191475823e-07,1.4908379191475823e-07
1826,4.015959517314879e-09,1.2989134847072948e-07,1.2989134847072948e-07,1.2989134847072948e-07
1827,2.831793609127585e-09,1.3375315432995194e-07,1.3375315432995194e-07,1.3375315432995194e-07
1828,3.733632593570592e-09,1.2456661733852214e-07,1.2456661733852214e-07,1.2456661733852214e-07
1829,3.99179437124023e-09,1.3182267366573797e-07,1.3182267366573797e-07,1.3182267366573797e-07
1830,5.326057991464747e-09,1.1805153781503058e-07,1.1805153781503058e-07,1.1805153781503058e-07
1831,7.183951132385045e-09,1.0884453719281087e-07,1.0884453719281087e-07,1.0884453719281087e-07
1832,8.633706765388233e-09,1.09315193595551e-07,1.09315193595551e-07,1.09315193595551e-07
1833,7.969175573409513e-09,1.0684804203313953e-07,1.0684804203313953e-07,1.0684804203313953e-07
1834,7.901662847840742e-09,8.892536789468458e-08,8.892536789468458e-08,8.892536789468458e-08
1835,7.697586980524664e-09,9.023928931079744e-08,9.023928931079744e-08,9.023928931079744e-08
1836,7.215240849234306e-09,7.818156788630404e-08,7.818156788630404e-08,7.818156788630404e-08
1837,6.500508512427164e-09,7.898045493805381e-08,7.898045493805381e-08,7.898045493805381e-08
1838,5.100569871225551e-09,7.891744096306346e-08,7.891744096306346e-08,7.891744096306346e-08
1839,3.3975806295367353e-09,8.155424576930922e-08,8.155424576930922e-08,8.155424576930922e-08
1840,3.7617258831699834e-09,8.238983286089154e-08,8.238983286089154e-08,8.238983286089154e-08
1841,3.657065222079885e-09,8.284866278732547e-08,8.284866278732547e-08,8.284866278732547e-08
1842,2.68142343249979e-09,8.414707305551669e-08,8.414707305551669e-08,8.414707305551669e-08
1843,2.728024663310537e-09,7.95896478881072e-08,7.95896478881072e-08,7.95896478881072e-08
1844,2.3756248079820352e-09,8.529584200849577e-08,8.529584200849577e-08,8.529584200849577e-08
1845,2.651796718719116e-09,8.444774631958093e-08,8.444774631958093e-08,8.444774631958093e-08
1846,3.0431197244646616e-09,7.87726947797702e-08,7.87726947797702e-08,7.87726947797702e-08
1847,3.3018889844527166e-09,7.173847090971971e-08,7.173847090971971e-08,7.173847090971971e-08
1848,3.1795694965808252e-09,6.701639522686622e-08,6.701639522686622e-08,6.701639522686622e-08
1849,3.2983327180602373e-09,5.73958978122846e-08,5.73958978122846e-08,5.73958978122846e-08
1850,3.6237781347076795e-09,5.262531033167761e-08,5.262531033167761e-08,5.262531033167761e-08
1851,3.728075467382805e-09,4.378627847602599e-08,4.378627847602599e-08,4.378627847602599e-08
1852,3.499564764959067e-09,3.711868044677301e-08,3.711868044677301e-08,3.711868044677301e-08
1853,3.687353882548499e-09,3.49438116537775e-08,3.49438116537775e-08,3.49438116537775e-08
1854,3.4045014426656704e-09,3.538798257604217e-08,3.538798257604217e-08,3.538798257604217e-08
1855,3.597021030239083e-09,3.6578153839172955e-08,3.6578153839172955e-08,3.6578153839172955e-08
1856,3.709750855713472e-09,3.904206938695357e-08,3.904206938695357e-08,3.904206938695357e-08
1857,3.4282529830826594e-09,3.9359137409584425e-08,3.9359137409584425e-08,3.9359137409584425e-08
1858,3.6904628876653435e-09,3.7199217166923e-08,3.7199217166923e-08,3.7199217166923e-08
1859,3.672282287782634e-09,3.5851939829610405e-08,3.5851939829610405e-08,3.5851939829610405e-08
1860,3.276155791098745e-09,3.412939391418084e-08,3.412939391418084e-08,3.412939391418084e-08
1861,2.7711371927300175e-09,3.303327541662579e-08,3.303327541662579e-08,3.303327541662579e-08
1862,2.698298949356724e-09,3.270560761896897e-08,3.270560761896897e-08,3.270560761896897e-08
1863,2.4838163272176773e-09,3.10564841145476e-08,3.10564841145476e-08,3.10564841145476e-08
1864,2.6199061650292575e-09,3.027245958670781e-08,3.027245958670781e-08,3.027245958670781e-08
1865,2.4285330254717306e-09,3.1513544535804224e-08,3.1513544535804224e-08,3.1513544535804224e-08
1866,2.3392545043878142e-09,3.379595092667387e-08,3.379595092667387e-08,3.379595092667387e-08
1867,2.7180308162907554e-09,3.466589935742702e-08,3.466589935742702e-08,3.466589935742702e-08
1868,3.569453050593958e-09,3.5282624821775244e-08,3.5282624821775244e-08,3.5282624821775244e-08
1869,3.249785615214559e-09,3.479541378835295e-08,3.479541378835295e-08,3.479541378835295e-08
1870,3.2480107175254194e-09,3.885827380502503e-08,3.885827380502503e-08,3.885827380502503e-08
1871,3.3581624782539977e-09,3.8978774747582586e-08,3.8978774747582586e-08,3.8978774747582586e-08
1872,3.32541407109334e-09,3.877087095816023e-08,3.877087095816023e-08,3.877087095816023e-08
1873,3.5123887925132227e-09,3.581221262395827e-08,3.581221262395827e-08,3.581221262395827e-08
1874,3.308293290109938e-09,3.78425377383402e-08,3.78425377383402e-08,3.78425377383402e-08
1875,2.577216146842127e-09,3.656117719685881e-08,3.656117719685881e-08,3.656117719685881e-08
1876,2.8763486433927963e-09,3.621904883946822e-08,3.621904883946822e-08,3.621904883946822e-08
1877,3.5098189672082877e-09,3.0031913971535166e-08,3.0031913971535166e-08,3.0031913971535166e-08
1878,3.6034719890538317e-09,2.923728763854732e-08,2.923728763854732e-08,2.923728763854732e-08
1879,3.5430930173901184e-09,2.83998635402278e-08,2.83998635402278e-08,2.83998635402278e-08
1880,3.3197152249364592e-09,2.9119213960728174e-08,2.9119213960728174e-08,2.9119213960728174e-08
1881,3.340835949153639e-09,2.67216143815371e-08,2.67216143815371e-08,2.67216143815371e-08
1882,3.6742249560311232e-09,2.638145371999404e-08,2.638145371999404e-08,2.638145371999404e-08
1883,4.004888135408383e-09,2.7626858007628082e-08,2.7626858007628082e-08,2.7626858007628082e-08
