ngram,xSP,xP,xS,xP
1633,0.0,6.55116260921724e-08,0.0,6.55116260921724e-08
1634,0.0,6.55116260921724e-08,0.0,6.55116260921724e-08
1635,0.0,0.0,0.0,0.0
1636,0.0,0.0,0.0,0.0
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,5.567139688927065e-08,0.0
1653,0.0,0.0,5.567139688927065e-08,0.0
1654,0.0,0.0,9.715458304526692e-08,0.0
1655,0.0,0.0,1.552576277065652e-07,0.0
1656,0.0,0.0,1.552576277065652e-07,0.0
1657,0.0,0.0,1.8306206024070499e-07,0.0
1658,0.0,0.0,2.366776945856535e-07,0.0
1659,0.0,0.0,1.8100629769638284e-07,0.0
1660,0.0,0.0,1.8100629769638284e-07,0.0
1661,0.0,0.0,1.395231115403866e-07,0.0
1662,0.0,0.0,8.142006687908829e-08,0.0
1663,0.0,0.0,8.142006687908829e-08,0.0
1664,0.0,0.0,5.361563434494851e-08,0.0
1665,0.0,0.0,4.4091616960681024e-08,0.0
1666,0.0,0.0,4.4091616960681024e-08,0.0
1667,0.0,0.0,4.4091616960681024e-08,0.0
1668,0.0,0.0,4.4091616960681024e-08,0.0
1669,0.0,0.0,7.40457092466126e-08,0.0
1670,0.0,0.0,7.40457092466126e-08,0.0
1671,0.0,0.0,1.1315590191835717e-07,0.0
1672,0.0,0.0,9.366488638663992e-08,0.0
1673,0.0,0.0,9.366488638663992e-08,0.0
1674,0.0,0.0,9.366488638663992e-08,0.0
1675,0.0,0.0,9.366488638663992e-08,0.0
1676,0.0,0.0,6.371079410070837e-08,0.0
1677,0.0,0.0,6.371079410070837e-08,0.0
1678,0.0,0.0,2.4600601428963794e-08,0.0
1679,0.0,0.0,2.3071769256992932e-08,0.0
1680,0.0,0.0,2.3071769256992932e-08,0.0
1681,0.0,0.0,4.54476167176056e-08,0.0
1682,0.0,0.0,4.54476167176056e-08,0.0
1683,0.0,0.0,4.54476167176056e-08,0.0
1684,0.0,0.0,7.466919628638737e-08,0.0
1685,0.0,0.0,7.466919628638737e-08,0.0
1686,0.0,0.0,5.1597427029394435e-08,0.0
1687,0.0,4.1200089689092627e-08,5.1597427029394435e-08,4.1200089689092627e-08
1688,0.0,4.1200089689092627e-08,2.9221579568781764e-08,4.1200089689092627e-08
1689,0.0,4.1200089689092627e-08,2.9221579568781764e-08,4.1200089689092627e-08
1690,0.0,4.1200089689092627e-08,4.99918704528162e-08,4.1200089689092627e-08
1691,0.0,4.1200089689092627e-08,2.0770290884034433e-08,4.1200089689092627e-08
1692,0.0,4.1200089689092627e-08,2.0770290884034433e-08,4.1200089689092627e-08
1693,0.0,4.1200089689092627e-08,5.2121484778971146e-08,4.1200089689092627e-08
1694,0.0,0.0,7.650703537365189e-08,0.0
1695,0.0,0.0,7.650703537365189e-08,0.0
1696,0.0,0.0,7.650703537365189e-08,0.0
1697,0.0,0.0,8.512504377579586e-08,0.0
1698,0.0,0.0,8.512504377579586e-08,0.0
1699,0.0,0.0,1.1126412451696005e-07,0.0
1700,0.0,0.0,9.291078332093353e-08,0.0
1701,0.0,0.0,7.819199205576816e-08,0.0
1702,0.0,0.0,7.819199205576816e-08,0.0
1703,0.0,0.0,7.819199205576816e-08,0.0
1704,0.0,0.0,5.746545943858499e-08,0.0
1705,0.0,0.0,5.746545943858499e-08,0.0
1706,0.0,0.0,3.1326378697420816e-08,0.0
1707,0.0,0.0,3.048097901065765e-08,0.0
1708,0.0,0.0,3.04600870241042e-08,0.0
1709,0.0,0.0,3.04600870241042e-08,0.0
1710,0.0,0.0,3.04600870241042e-08,0.0
1711,0.0,0.0,2.1798320355108965e-08,0.0
1712,0.0,0.0,2.1798320355108965e-08,0.0
1713,0.0,0.0,2.1798320355108965e-08,0.0
1714,0.0,0.0,9.645867342961928e-09,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,7.641405476631137e-09,0.0
1718,0.0,0.0,1.5383161918894724e-08,0.0
1719,0.0,0.0,4.172264616337478e-08,0.0
1720,0.0,0.0,4.172264616337478e-08,0.0
1721,0.0,0.0,4.172264616337478e-08,0.0
1722,0.0,7.727586697520955e-09,4.945023286089574e-08,7.727586697520955e-09
1723,0.0,1.39027628774459e-08,5.562540904082068e-08,1.39027628774459e-08
1724,0.0,1.39027628774459e-08,4.798400356418954e-08,1.39027628774459e-08
1725,0.0,1.39027628774459e-08,5.494815320210884e-08,1.39027628774459e-08
1726,6.3874980225721495e-09,3.94527549677345e-08,2.860866895762878e-08,3.94527549677345e-08
1727,6.3874980225721495e-09,3.94527549677345e-08,2.860866895762878e-08,3.94527549677345e-08
1728,6.3874980225721495e-09,3.94527549677345e-08,3.5088228957290216e-08,3.94527549677345e-08
1729,6.3874980225721495e-09,3.1725168270213544e-08,2.736064225976926e-08,3.1725168270213544e-08
1730,6.3874980225721495e-09,2.5549992090288598e-08,2.9368704040117725e-08,2.5549992090288598e-08
1731,6.3874980225721495e-09,2.5549992090288598e-08,2.9368704040117725e-08,2.5549992090288598e-08
1732,6.3874980225721495e-09,2.5549992090288598e-08,2.09213218178255e-08,2.5549992090288598e-08
1733,0.0,0.0,2.7946091409246166e-08,0.0
1734,0.0,0.0,5.891648109062382e-08,0.0
1735,0.0,0.0,5.8903847133251475e-08,0.0
1736,0.0,0.0,5.8903847133251475e-08,0.0
1737,0.0,0.0,5.764223739593685e-08,0.0
1738,0.0,0.0,6.313405366751925e-08,0.0
1739,0.0,0.0,6.656827876229596e-08,0.0
1740,0.0,0.0,6.703078777750956e-08,0.0
1741,0.0,5.9413507764410105e-09,3.6060398096131914e-08,5.9413507764410105e-09
1742,0.0,5.9413507764410105e-09,2.959347205384282e-08,5.9413507764410105e-09
1743,0.0,5.9413507764410105e-09,2.959347205384282e-08,5.9413507764410105e-09
1744,0.0,5.9413507764410105e-09,3.159996454980631e-08,5.9413507764410105e-09
1745,0.0,5.9413507764410105e-09,3.241972430194957e-08,5.9413507764410105e-09
1746,0.0,5.9413507764410105e-09,2.272697534928219e-08,5.9413507764410105e-09
1747,0.0,5.9413507764410105e-09,1.9398848495809162e-08,5.9413507764410105e-09
1748,0.0,0.0,1.9398848495809162e-08,0.0
1749,0.0,4.955280376504691e-09,2.4354128872313855e-08,4.955280376504691e-09
1750,0.0,4.955280376504691e-09,2.4354128872313855e-08,4.955280376504691e-09
1751,0.0,8.524419011938074e-09,1.8995146788824968e-08,8.524419011938074e-09
1752,0.0,8.524419011938074e-09,2.048075106334376e-08,8.524419011938074e-09
1753,0.0,8.524419011938074e-09,2.048075106334376e-08,8.524419011938074e-09
1754,0.0,8.524419011938074e-09,1.6321599310182526e-08,8.524419011938074e-09
1755,0.0,1.6231034548143597e-08,3.173483038259357e-08,1.6231034548143597e-08
1756,0.0,1.4311224713229161e-08,3.588596112332912e-08,1.4311224713229161e-08
1757,0.0,1.4311224713229161e-08,4.197620765264024e-08,1.4311224713229161e-08
1758,0.0,1.0742086077795778e-08,3.840706901720685e-08,1.0742086077795778e-08
1759,0.0,1.0742086077795778e-08,3.0609888718962404e-08,1.0742086077795778e-08
1760,0.0,1.0742086077795778e-08,3.5932622718551754e-08,1.0742086077795778e-08
1761,0.0,1.9068788199254934e-08,3.870819017695989e-08,1.9068788199254934e-08
1762,0.0,1.1362172663049413e-08,3.1342705193131744e-08,1.1362172663049413e-08
1763,0.0,8.326702121459156e-09,2.5074968641141434e-08,8.326702121459156e-09
1764,0.0,8.326702121459156e-09,2.179540180082183e-08,8.326702121459156e-09
1765,0.0,8.326702121459156e-09,2.4742810213394606e-08,8.326702121459156e-09
1766,0.0,8.326702121459156e-09,3.8347018766720405e-08,8.326702121459156e-09
1767,0.0,1.1271204414242675e-08,3.5968787059914575e-08,1.1271204414242675e-08
1768,0.0,2.9445022927835194e-09,4.392206979072658e-08,2.9445022927835194e-09
1769,0.0,2.9445022927835194e-09,4.1966842953148186e-08,2.9445022927835194e-09
1770,0.0,2.9445022927835194e-09,4.777693313989013e-08,2.9445022927835194e-09
1771,0.0,2.9445022927835194e-09,5.5496828719827004e-08,2.9445022927835194e-09
1772,0.0,2.9445022927835194e-09,6.572982970608012e-08,2.9445022927835194e-09
1773,0.0,2.9445022927835194e-09,5.731600286448416e-08,2.9445022927835194e-09
1774,0.0,0.0,5.7043963711375257e-08,0.0
1775,0.0,0.0,5.2092491843934245e-08,0.0
1776,0.0,2.712369503602271e-09,5.9561819603410575e-08,2.712369503602271e-09
1777,0.0,2.712369503602271e-09,5.674915547006419e-08,2.712369503602271e-09
1778,0.0,2.712369503602271e-09,4.899972389742808e-08,2.712369503602271e-09
1779,0.0,1.0397426665674305e-08,3.838100021929287e-08,1.0397426665674305e-08
1780,0.0,1.0397426665674305e-08,3.788889912925697e-08,1.0397426665674305e-08
1781,0.0,1.0397426665674305e-08,3.712895286461e-08,1.0397426665674305e-08
1782,0.0,1.0397426665674305e-08,3.7825974987169634e-08,1.0397426665674305e-08
1783,0.0,7.685057162072034e-09,2.8613326057731163e-08,7.685057162072034e-09
1784,0.0,7.685057162072034e-09,2.610616967047008e-08,7.685057162072034e-09
1785,0.0,9.303179560049557e-09,4.112437324010898e-08,9.303179560049557e-09
1786,0.0,2.9582207160063133e-09,3.990278583744709e-08,2.9582207160063133e-09
1787,0.0,4.247362334857436e-09,4.293935467509462e-08,4.247362334857436e-09
1788,0.0,5.553914407739415e-09,4.494649401871291e-08,5.553914407739415e-09
1789,0.0,5.553914407739415e-09,4.07988632084815e-08,5.553914407739415e-09
1790,0.0,5.553914407739415e-09,4.086905874040829e-08,5.553914407739415e-09
1791,0.0,5.553914407739415e-09,4.1883979459303844e-08,5.553914407739415e-09
1792,0.0,3.935792009761891e-09,2.6261156297177228e-08,3.935792009761891e-09
1793,0.0,2.5956936917331016e-09,2.985116839429988e-08,2.5956936917331016e-09
1794,0.0,1.3065520728819786e-09,2.4112290069362123e-08,1.3065520728819786e-09
1795,0.0,9.132721245919129e-10,2.11059059753081e-08,9.132721245919129e-10
1796,0.0,3.757756899298264e-09,2.0675459566632526e-08,3.757756899298264e-09
1797,0.0,4.3246805501796965e-09,1.795683690630767e-08,4.3246805501796965e-09
1798,0.0,4.3246805501796965e-09,1.6506255283234494e-08,4.3246805501796965e-09
1799,0.0,5.526219735786851e-09,1.6732809550644234e-08,5.526219735786851e-09
1800,0.0,5.526219735786851e-09,1.2214363044803025e-08,5.526219735786851e-09
1801,0.0,5.990560206622522e-09,1.2540094359739636e-08,5.990560206622522e-09
1802,0.0,5.511414880032817e-09,1.2929202660875002e-08,5.511414880032817e-09
1803,0.0,3.0179300645828887e-09,1.3489879118517528e-08,3.0179300645828887e-09
1804,0.0,2.7560839642250455e-09,1.3619573469014767e-08,2.7560839642250455e-09
1805,0.0,2.7560839642250455e-09,1.176500014870336e-08,2.7560839642250455e-09
1806,0.0,2.071644982543879e-09,1.09132223258257e-08,2.071644982543879e-09
1807,0.0,2.2808662101882403e-09,1.0920000871804194e-08,2.2808662101882403e-09
1808,0.0,2.0518889286082397e-09,8.833661611719533e-09,2.0518889286082397e-09
1809,0.0,1.7986869454184833e-09,8.254980445242057e-09,1.7986869454184833e-09
1810,0.0,1.4476869861620604e-09,6.233856066271772e-09,1.4476869861620604e-09
1811,0.0,1.1426094356384704e-09,5.340926526439407e-09,1.1426094356384704e-09
1812,0.0,1.1426094356384704e-09,4.540924779052245e-09,1.1426094356384704e-09
1813,0.0,8.194886356806461e-10,3.57156241089943e-09,8.194886356806461e-10
1814,0.0,6.10267408036285e-10,3.3620780921188906e-09,6.10267408036285e-10
1815,0.0,3.7490421878061397e-10,3.7061370004666726e-09,3.7490421878061397e-10
1816,0.0,1.9397940396816337e-10,3.3627831789015008e-09,1.9397940396816337e-10
1817,0.0,3.653269750206586e-10,3.4409505879549685e-09,3.653269750206586e-10
1818,0.0,5.443618413179609e-10,3.398589171992634e-09,5.443618413179609e-10
1819,0.0,9.95254180656348e-10,3.761070677121836e-09,9.95254180656348e-10
1820,0.0,9.486717126147175e-10,3.621323288857273e-09,9.486717126147175e-10
1821,0.0,1.5914430091206506e-09,3.926582170521442e-09,1.5914430091206506e-09
1822,0.0,1.840980812239934e-09,4.220542391765645e-09,1.840980812239934e-09
1823,0.0,2.1219063490412235e-09,4.9638991012861715e-09,2.1219063490412235e-09
1824,0.0,2.2187988113486767e-09,4.852216438168609e-09,2.2187988113486767e-09
1825,0.0,2.4196143501496537e-09,4.210275699507398e-09,2.4196143501496537e-09
1826,0.0,2.798209727420239e-09,3.9645806796225915e-09,2.798209727420239e-09
1827,0.0,3.1736658222060653e-09,4.358954736843097e-09,3.1736658222060653e-09
1828,0.0,2.8618824611724237e-09,4.1757256541430365e-09,2.8618824611724237e-09
1829,0.0,2.7528932149729305e-09,3.5834404491349605e-09,2.7528932149729305e-09
1830,0.0,2.5672722202076314e-09,2.745651943898102e-09,2.5672722202076314e-09
1831,0.0,2.6706108277200056e-09,2.9006598868873213e-09,2.6706108277200056e-09
1832,0.0,2.71650773304393e-09,3.0731735886238962e-09,2.71650773304393e-09
1833,0.0,2.2169330656954654e-09,3.1300701713072546e-09,2.2169330656954654e-09
1834,0.0,1.943260615914052e-09,2.7088062903857235e-09,1.943260615914052e-09
1835,0.0,1.947406283849976e-09,2.5453851566175398e-09,1.947406283849976e-09
1836,0.0,2.2572248038952937e-09,3.390205687609742e-09,2.2572248038952937e-09
1837,0.0,2.239361672286476e-09,3.336616268992795e-09,2.239361672286476e-09
1838,0.0,2.020434526033605e-09,3.0845512652025573e-09,2.020434526033605e-09
1839,0.0,2.0493758198395338e-09,2.9619297015059942e-09,2.0493758198395338e-09
1840,0.0,2.3241504990397945e-09,2.700710306185223e-09,2.3241504990397945e-09
1841,0.0,2.4248579731457808e-09,2.425364559981753e-09,2.4248579731457808e-09
1842,0.0,2.4546169937903326e-09,2.8659521739931345e-09,2.4546169937903326e-09
1843,0.0,2.594420686222573e-09,2.1334817087595835e-09,2.594420686222573e-09
1844,0.0,2.717327838931892e-09,2.4354203415859796e-09,2.717327838931892e-09
1845,0.0,2.965108920298982e-09,2.5305499283336174e-09,2.965108920298982e-09
1846,0.0,3.0974048088288394e-09,2.35786518087977e-09,3.0974048088288394e-09
1847,0.0,2.7957443978924144e-09,2.7521424583731857e-09,2.7957443978924144e-09
1848,0.0,2.992733108949811e-09,2.8856256194055773e-09,2.992733108949811e-09
1849,0.0,3.0040172254481537e-09,2.922345643252555e-09,3.0040172254481537e-09
1850,0.0,3.0309552962697647e-09,2.861187834276738e-09,3.0309552962697647e-09
1851,0.0,3.898464408434523e-09,2.6519251318722426e-09,3.898464408434523e-09
1852,0.0,4.003647540480009e-09,2.6054235356477916e-09,4.003647540480009e-09
1853,0.0,3.802737775464899e-09,2.6197605672097423e-09,3.802737775464899e-09
1854,0.0,4.307740228018783e-09,3.0338467293944404e-09,4.307740228018783e-09
1855,0.0,4.285880951724965e-09,2.9704153422674804e-09,4.285880951724965e-09
1856,0.0,4.60548745172064e-09,2.524336121087093e-09,4.60548745172064e-09
1857,0.0,4.7103920446695776e-09,2.7215232448593187e-09,4.7103920446695776e-09
1858,0.0,4.333776543979135e-09,2.6845406691273458e-09,4.333776543979135e-09
1859,0.0,4.25466655557776e-09,2.818044797514574e-09,4.25466655557776e-09
1860,0.0,4.295558290020754e-09,3.1612284377503995e-09,4.295558290020754e-09
1861,0.0,4.617262159913236e-09,2.653586509257114e-09,4.617262159913236e-09
1862,0.0,4.537990840246055e-09,2.7778891409369066e-09,4.537990840246055e-09
1863,0.0,4.415062188860881e-09,3.056472725709065e-09,4.415062188860881e-09
1864,0.0,4.399475545773563e-09,2.9037572029417494e-09,4.399475545773563e-09
1865,0.0,4.283178542000396e-09,3.3675909679889824e-09,4.283178542000396e-09
1866,0.0,4.1663501537669845e-09,3.4110312986866477e-09,4.1663501537669845e-09
1867,0.0,4.214720731151747e-09,3.22555683750027e-09,4.214720731151747e-09
1868,0.0,3.801974259230536e-09,3.0873452683266578e-09,3.801974259230536e-09
1869,0.0,3.672915178347986e-09,3.0697227299774407e-09,3.672915178347986e-09
1870,0.0,3.564661645226254e-09,3.2258908560273927e-09,3.564661645226254e-09
1871,0.0,3.4668758023112136e-09,3.579498982933923e-09,3.4668758023112136e-09
1872,0.0,3.3833511547953776e-09,3.2371647584739094e-09,3.3833511547953776e-09
1873,0.0,3.853848859084305e-09,3.252411831918981e-09,3.853848859084305e-09
1874,0.0,4.411770377592867e-09,3.744738931642035e-09,4.411770377592867e-09
1875,0.0,4.898234135757613e-09,4.4740478306286894e-09,4.898234135757613e-09
1876,0.0,5.194858797098943e-09,5.038996394749315e-09,5.194858797098943e-09
1877,0.0,5.464242867704781e-09,5.209337913417553e-09,5.464242867704781e-09
1878,0.0,5.726450583562073e-09,5.095819956478311e-09,5.726450583562073e-09
1879,0.0,5.93330635416984e-09,5.594061975549331e-09,5.93330635416984e-09
1880,0.0,6.106845124825051e-09,5.968766623811104e-09,6.106845124825051e-09
1881,0.0,5.6417673072977385e-09,5.7736985985863095e-09,5.6417673072977385e-09
1882,0.0,5.280965442722163e-09,5.7354047860209386e-09,5.280965442722163e-09
1883,0.0,5.085247841865989e-09,5.656834810098741e-09,5.085247841865989e-09
1884,0.0,4.961480876935249e-09,5.707251750562494e-09,4.961480876935249e-09
1885,0.0,5.164493467800315e-09,6.019145499485441e-09,5.164493467800315e-09
1886,0.0,5.29387562358303e-09,6.932234976529474e-09,5.29387562358303e-09
1887,0.0,5.141546934238152e-09,7.172034458388257e-09,5.141546934238152e-09
1888,0.0,5.383451462392941e-09,7.54439050914308e-09,5.383451462392941e-09
1889,0.0,5.535296411705661e-09,7.350991307727586e-09,5.535296411705661e-09
1890,0.0,5.800685899868898e-09,7.838005799953862e-09,5.800685899868898e-09
1891,0.0,5.93301427035239e-09,7.82866711140124e-09,5.93301427035239e-09
1892,0.0,5.713073125690471e-09,8.001029743504823e-09,5.713073125690471e-09
1893,0.0,5.646449910809029e-09,6.825907965841387e-09,5.646449910809029e-09
1894,0.0,5.419450919776279e-09,6.880328814621148e-09,5.419450919776279e-09
1895,0.0,5.56206997919568e-09,7.1784990015747294e-09,5.56206997919568e-09
1896,0.0,4.916423649145177e-09,7.491265893325557e-09,4.916423649145177e-09
1897,0.0,4.865049696434198e-09,8.133168297571761e-09,4.865049696434198e-09
1898,0.0,4.573457358856916e-09,8.893598556016156e-09,4.573457358856916e-09
1899,0.0,4.2295266336874906e-09,9.887090321062227e-09,4.2295266336874906e-09
1900,0.0,4.263597982604292e-09,1.0940000270766502e-08,4.263597982604292e-09
1901,0.0,4.237585837785218e-09,1.1198707865795704e-08,4.237585837785218e-09
1902,0.0,3.6981204765140774e-09,1.1650264372268078e-08,3.6981204765140774e-09
1903,1.5939144845259332e-11,3.954960295767965e-09,1.1849148709838379e-08,3.954960295767965e-09
1904,3.179288479307882e-11,4.116037605988205e-09,1.1454978933654405e-08,4.116037605988205e-09
1905,3.179288479307882e-11,4.2139704424317054e-09,1.3874753536567499e-08,4.2139704424317054e-09
1906,4.730787091432122e-11,4.247005604339295e-09,1.3735042563618144e-08,4.247005604339295e-09
1907,4.730787091432122e-11,4.24300842080275e-09,1.4072779893784367e-08,4.24300842080275e-09
1908,4.730787091432122e-11,6.41207645709788e-09,1.4040092517169406e-08,6.41207645709788e-09
1909,4.730787091432122e-11,7.335595369235242e-09,1.355855427931374e-08,7.335595369235242e-09
1910,3.136872606906189e-11,7.432376238268392e-09,1.3847150346992163e-08,7.432376238268392e-09
1911,1.5514986121242405e-11,7.3805196240276214e-09,1.3958733470685405e-08,7.3805196240276214e-09
1912,1.5514986121242405e-11,7.177571172332721e-09,1.1302902106332828e-08,7.177571172332721e-09
1913,0.0,7.406634226571538e-09,1.0820699511019224e-08,7.406634226571538e-09
1914,1.461648956630717e-11,7.273266877660944e-09,1.0275207351639892e-08,7.273266877660944e-09
1915,1.461648956630717e-11,5.209312473449959e-09,9.965788955972649e-09,5.209312473449959e-09
1916,4.4720214634593904e-11,4.399369789100303e-09,9.944699032514239e-09,4.399369789100303e-09
1917,4.4720214634593904e-11,4.437085334073134e-09,9.771624652289899e-09,4.437085334073134e-09
1918,5.910045369761363e-11,4.0701411764741485e-09,9.689674840274165e-09,4.0701411764741485e-09
1919,7.33062003956318e-11,4.43448991812748e-09,9.527823101913263e-09,4.43448991812748e-09
1920,7.33062003956318e-11,4.265645360744332e-09,9.81846312190068e-09,4.265645360744332e-09
1921,1.4302453566721647e-10,4.395028341264151e-09,9.648826753456369e-09,4.395028341264151e-09
1922,1.4302453566721647e-10,4.3694744330683275e-09,9.72474228128866e-09,4.3694744330683275e-09
1923,1.3747425519390026e-10,5.021224547263614e-09,1.0003301552176578e-08,5.021224547263614e-09
1924,1.3747425519390026e-10,5.233480284059868e-09,1.0152230294530845e-08,5.233480284059868e-09
1925,1.2309401613088055e-10,6.055863176003738e-09,9.965094654213707e-09,6.055863176003738e-09
1926,1.3181123256370394e-10,6.124956605394313e-09,1.033929069344757e-08,6.124956605394313e-09
1927,1.3181123256370394e-10,6.294818444274597e-09,9.98574442182384e-09,6.294818444274597e-09
1928,4.7476407725812104e-11,6.967500544772877e-09,1.0169924965656004e-08,6.967500544772877e-09
1929,4.7476407725812104e-11,7.1992839626286045e-09,1.0201364197826024e-08,7.1992839626286045e-09
1930,2.292296313084157e-11,6.701403495615718e-09,9.956064163572722e-09,6.701403495615718e-09
1931,2.292296313084157e-11,7.086847299474032e-09,9.627849248009364e-09,7.086847299474032e-09
1932,2.292296313084157e-11,6.9545242580610585e-09,1.311804734679559e-08,6.9545242580610585e-09
1933,0.0,7.379835726644452e-09,1.3436069907462361e-08,7.379835726644452e-09
