ngram,Usability,Usabilty
1689,0.0,0.0
1690,0.0,0.0
1691,0.0,0.0
1692,0.0,0.0
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,7.347074821544603e-09,0.0
1698,7.347074821544603e-09,0.0
1699,7.347074821544603e-09,0.0
1700,7.347074821544603e-09,0.0
1701,7.347074821544603e-09,0.0
1702,7.347074821544603e-09,0.0
1703,7.347074821544603e-09,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,1.132235334060689e-08,0.0
1716,1.132235334060689e-08,0.0
1717,1.132235334060689e-08,0.0
1718,1.132235334060689e-08,0.0
1719,1.132235334060689e-08,0.0
1720,1.132235334060689e-08,0.0
1721,1.132235334060689e-08,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,2.9474084125727782e-09,0.0
1766,2.9474084125727782e-09,0.0
1767,2.9474084125727782e-09,0.0
1768,2.9474084125727782e-09,0.0
1769,5.993668038075027e-09,0.0
1770,5.993668038075027e-09,0.0
1771,5.993668038075027e-09,0.0
1772,3.046259625502249e-09,0.0
1773,3.046259625502249e-09,0.0
1774,3.046259625502249e-09,0.0
1775,3.046259625502249e-09,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,1.3400983180287896e-09,0.0
1787,1.3400983180287896e-09,0.0
1788,1.3400983180287896e-09,0.0
1789,1.3400983180287896e-09,0.0
1790,2.444946721271078e-09,0.0
1791,4.6168791964110565e-09,0.0
1792,5.705141248313339e-09,0.0
1793,4.365042930284549e-09,0.0
1794,4.365042930284549e-09,0.0
1795,5.278315054876462e-09,0.0
1796,5.278315054876462e-09,0.0
1797,4.173466651634174e-09,0.0
1798,2.0015341764941954e-09,0.0
1799,1.51404171739549e-09,0.0
1800,1.51404171739549e-09,0.0
1801,1.51404171739549e-09,0.0
1802,6.00769592803577e-10,0.0
1803,6.00769592803577e-10,0.0
1804,6.00769592803577e-10,0.0
1805,6.00769592803577e-10,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,1.9397940396816337e-10,0.0
1814,4.0293754047634623e-10,0.0
1815,4.0293754047634623e-10,0.0
1816,4.0293754047634623e-10,0.0
1817,5.742851115288414e-10,0.0
1818,5.742851115288414e-10,0.0
1819,5.742851115288414e-10,0.0
1820,3.8030570756067815e-10,0.0
1821,1.7134757105249524e-10,0.0
1822,1.7134757105249524e-10,0.0
1823,3.118103394531399e-10,0.0
1824,1.4046276840064464e-10,0.0
1825,2.6707957274345924e-10,0.0
1826,2.6707957274345924e-10,0.0
1827,3.71650178885931e-10,0.0
1828,3.71650178885931e-10,0.0
1829,5.121987358057214e-10,0.0
1830,4.670405094410666e-10,0.0
1831,6.528298298772281e-10,0.0
1832,6.113624844467885e-10,0.0
1833,6.113624844467885e-10,0.0
1834,5.067918783043166e-10,0.0
1835,5.067918783043166e-10,0.0
1836,3.6624332138452635e-10,0.0
1837,2.709387793485364e-10,0.0
1838,1.614752062221011e-10,0.0
1839,7.632574730972611e-11,0.0
1840,7.632574730972611e-11,0.0
1841,7.632574730972611e-11,0.0
1842,1.3714118729524216e-10,0.0
1843,1.3714118729524216e-10,0.0
1844,1.3714118729524216e-10,0.0
1845,1.2755420529332794e-10,0.0
1846,1.2755420529332794e-10,0.0
1847,1.8815967038422953e-10,0.0
1848,3.5222268752426496e-10,0.0
1849,2.914072475387489e-10,0.0
1850,3.388771564947847e-10,0.0
1851,4.3173434668578436e-10,0.0
1852,4.155571521811753e-10,0.0
1853,5.603351830149198e-10,0.0
1854,6.51235303778768e-10,0.0
1855,6.971792825589367e-10,0.0
1856,8.462757003105789e-10,0.0
1857,8.469400181176923e-10,0.0
1858,8.116863411558991e-10,0.0
1859,9.43912935908691e-10,0.0
1860,9.21125322842339e-10,0.0
1861,9.955664586375995e-10,0.0
1862,9.527142765173936e-10,0.0
1863,8.513557398741917e-10,0.0
1864,8.032215131110426e-10,0.0
1865,9.667507627764138e-10,0.0
1866,9.609210768360806e-10,0.0
1867,8.821431164905493e-10,0.0
1868,7.458197908467262e-10,0.0
1869,8.161802860546479e-10,0.0
1870,9.796247146809378e-10,0.0
1871,1.2230810808588899e-09,0.0
1872,1.2067068772785611e-09,0.0
1873,1.1857834079721995e-09,0.0
1874,1.2617930906471437e-09,0.0
1875,1.3326298160214784e-09,0.0
1876,1.4784343590637912e-09,0.0
1877,1.8264788094666885e-09,0.0
1878,1.8007346090444442e-09,0.0
1879,1.8403727430893468e-09,0.0
1880,1.8816578295499653e-09,0.0
1881,1.888698070955692e-09,0.0
1882,1.955104998531608e-09,0.0
1883,2.085747194005957e-09,0.0
1884,1.6485640630392595e-09,0.0
1885,1.5179217327521144e-09,0.0
1886,1.4942339667177252e-09,0.0
1887,1.6561554588052324e-09,0.0
1888,1.8809300228461723e-09,0.0
1889,1.994284602537176e-09,0.0
1890,1.657392389997625e-09,0.0
1891,1.7145841175419158e-09,0.0
1892,1.9196448557729742e-09,0.0
1893,1.9987376991587827e-09,0.0
1894,1.882505611711898e-09,0.0
1895,1.827865573186419e-09,0.0
1896,1.7008286208002638e-09,0.0
1897,2.0624846751106573e-09,0.0
1898,2.244012674092387e-09,0.0
1899,2.0793794464069038e-09,0.0
1900,2.0867779409223478e-09,0.0
1901,2.0665453634042106e-09,0.0
1902,1.890676488385574e-09,0.0
1903,1.980335562201674e-09,0.0
1904,1.536732114575707e-09,0.0
1905,1.4351654230106347e-09,0.0
1906,1.5403928688151325e-09,0.0
1907,1.4382950465550793e-09,0.0
1908,1.6409762041266367e-09,0.0
1909,2.2370606557662954e-09,0.0
1910,2.3749813782281137e-09,0.0
1911,2.9368217381785045e-09,0.0
1912,3.2109470320713332e-09,0.0
1913,3.8360974079816e-09,0.0
1914,4.800314082739224e-09,0.0
1915,5.474627830435809e-09,0.0
1916,5.676178987152574e-09,0.0
1917,5.8219753462651624e-09,0.0
1918,6.18600954587529e-09,0.0
1919,6.519238165176538e-09,0.0
1920,6.914252345272384e-09,0.0
1921,6.588281475927715e-09,0.0
1922,6.068140720064516e-09,0.0
1923,6.1321148793678864e-09,0.0
1924,6.400307585506328e-09,0.0
1925,6.322522759307146e-09,0.0
1926,6.212429935560846e-09,0.0
1927,6.551227116347036e-09,0.0
1928,6.87116268644721e-09,0.0
1929,7.479964076700135e-09,0.0
1930,7.396330214959335e-09,0.0
1931,7.51219803823184e-09,0.0
1932,8.22401308957816e-09,0.0
1933,1.0641456097256911e-08,0.0
1934,1.107187827134989e-08,0.0
1935,1.146415775009148e-08,0.0
1936,1.1846032726176808e-08,0.0
1937,1.2428728332228696e-08,0.0
1938,1.326354378708824e-08,0.0
1939,1.3276416283807585e-08,0.0
1940,1.206280345452829e-08,0.0
1941,1.1971194702198318e-08,0.0
1942,1.3230240649063165e-08,0.0
1943,1.356927916061425e-08,0.0
1944,1.4307724275194493e-08,0.0
1945,1.4548154300289947e-08,0.0
1946,1.5842365134030193e-08,0.0
1947,1.6613978256633085e-08,0.0
1948,1.653027835248265e-08,0.0
1949,1.5552334658203952e-08,0.0
1950,1.558878588119634e-08,0.0
1951,1.646382255923332e-08,0.0
1952,1.750769370748425e-08,0.0
1953,1.6695008677101797e-08,0.0
1954,1.6459852021049367e-08,0.0
1955,1.764235069146025e-08,0.0
1956,1.821645818316548e-08,0.0
1957,1.892135591065523e-08,0.0
1958,1.7992803691413428e-08,0.0
1959,1.7613611141038225e-08,0.0
1960,1.7698224346369377e-08,0.0
1961,1.7959094275202655e-08,0.0
1962,1.7796489107776584e-08,0.0
1963,1.7841872487370632e-08,0.0
1964,1.793413722290487e-08,0.0
1965,1.9725979833700487e-08,0.0
1966,1.879163478792277e-08,0.0
1967,1.9228689117158282e-08,8.844678957485387e-12
1968,1.9464585752716956e-08,8.844678957485387e-12
1969,2.0457953172784268e-08,8.844678957485387e-12
1970,2.148329171701237e-08,8.844678957485387e-12
1971,2.2687679163928872e-08,8.844678957485387e-12
1972,2.2260058050806364e-08,8.844678957485387e-12
1973,2.4528365116793793e-08,8.844678957485387e-12
1974,2.6387283976906214e-08,0.0
1975,2.7772903215301474e-08,0.0
1976,2.925706914831088e-08,0.0
1977,3.110511112173039e-08,0.0
1978,3.2730995310917676e-08,0.0
1979,3.624736142983563e-08,0.0
1980,4.075283298123265e-08,0.0
1981,4.794982138329422e-08,0.0
1982,5.3679970436957906e-08,0.0
1983,5.797380607321299e-08,0.0
1984,6.265577770899914e-08,0.0
1985,6.897536611713154e-08,0.0
1986,7.473020145555762e-08,0.0
1987,8.16148976972337e-08,0.0
1988,8.842248787134719e-08,0.0
1989,9.957968976388137e-08,0.0
1990,1.1954070393877763e-07,6.657462279870328e-12
1991,1.3975440030630386e-07,1.9795999165303104e-11
1992,1.66487386163031e-07,3.252069149687184e-11
1993,1.869168073653782e-07,3.252069149687184e-11
1994,2.089531676574552e-07,3.252069149687184e-11
1995,2.2412347025887618e-07,3.252069149687184e-11
1996,2.584787860574319e-07,1.0814516643309346e-10
1997,2.739104689096296e-07,1.3025032738874946e-10
1998,2.971009109842271e-07,1.4600072738092861e-10
1999,3.2432413783161404e-07,1.4954576763434194e-10
2000,3.6608741790392483e-07,1.5993062628196141e-10
2001,4.016348965153936e-07,1.9542573710078821e-10
2002,4.4495801684466383e-07,2.0079429091657275e-10
2003,4.5877506035399816e-07,1.4064422741512572e-10
2004,4.901641464779718e-07,1.2702124173908606e-10
2005,5.071236565916999e-07,1.0310089835446107e-10
2006,5.135222035538131e-07,9.712431008255886e-11
2007,5.192983556818425e-07,9.747377359624134e-11
2008,5.308154170182076e-07,7.256082193429769e-11
2009,5.289324300455129e-07,1.2112509854238825e-10
2010,5.196574883419609e-07,1.17932375670593e-10
2011,5.051718606604741e-07,1.1207753227477596e-10
2012,5.033497935918214e-07,1.2312851135501798e-10
2013,4.97214098719009e-07,1.2353741244261077e-10
2014,4.851522906587238e-07,1.2319459044166488e-10
2015,4.6917350817108983e-07,1.560578016019625e-10
2016,4.778608959960755e-07,1.2090042855739114e-10
2017,4.873131634515934e-07,1.2672186332681376e-10
2018,4.980678909305425e-07,1.3906752416303901e-10
2019,5.026169560551352e-07,1.458001532006481e-10
