ngram,Peppermint,Peppermin
1693,6.270238778987342e-08,0.0
1694,6.270238778987342e-08,0.0
1695,6.270238778987342e-08,0.0
1696,6.270238778987342e-08,0.0
1697,6.270238778987342e-08,0.0
1698,6.270238778987342e-08,0.0
1699,6.270238778987342e-08,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,1.545517339504191e-08,0.0
1723,1.545517339504191e-08,0.0
1724,1.545517339504191e-08,0.0
1725,2.280812643513335e-08,0.0
1726,2.280812643513335e-08,0.0
1727,2.280812643513335e-08,0.0
1728,2.280812643513335e-08,0.0
1729,7.352953040091441e-09,0.0
1730,7.352953040091441e-09,0.0
1731,7.352953040091441e-09,0.0
1732,0.0,0.0
1733,1.4049539182841336e-08,0.0
1734,1.4049539182841336e-08,0.0
1735,1.4049539182841336e-08,0.0
1736,1.4049539182841336e-08,0.0
1737,1.4049539182841336e-08,0.0
1738,1.4049539182841336e-08,0.0
1739,1.4049539182841336e-08,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,6.377372281057043e-09,0.0
1743,6.377372281057043e-09,0.0
1744,6.377372281057043e-09,0.0
1745,6.377372281057043e-09,0.0
1746,6.377372281057043e-09,0.0
1747,6.377372281057043e-09,0.0
1748,1.3656835916110919e-08,0.0
1749,1.2234744011558568e-08,0.0
1750,1.5533475458287934e-08,0.0
1751,1.5533475458287934e-08,0.0
1752,1.5533475458287934e-08,0.0
1753,1.5533475458287934e-08,0.0
1754,1.5533475458287934e-08,0.0
1755,8.254011823234059e-09,0.0
1756,3.298731446729367e-09,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,2.7755674584081393e-09,0.0
1762,2.7755674584081393e-09,0.0
1763,5.614242023658075e-09,0.0
1764,5.614242023658075e-09,0.0
1765,5.614242023658075e-09,0.0
1766,1.581739818488716e-08,0.0
1767,1.876190047767068e-08,0.0
1768,1.8668545566567574e-08,0.0
1769,2.1714805192069823e-08,0.0
1770,3.617366013080365e-08,0.0
1771,4.93368794707294e-08,0.0
1772,5.988120678677791e-08,0.0
1773,6.00588140490085e-08,0.0
1774,6.245923803557421e-08,0.0
1775,5.977702548826918e-08,0.0
1776,6.486787437357375e-08,0.0
1777,4.757034486958998e-08,0.0
1778,4.8312843757360365e-08,0.0
1779,3.7768516441311865e-08,0.0
1780,2.7387753017852186e-08,0.0
1781,2.5867860488558237e-08,0.0
1782,3.0184127451450745e-08,0.0
1783,2.4221617981165115e-08,0.0
1784,3.254397868650878e-08,0.0
1785,5.261882992816222e-08,0.0
1786,5.5299026564219796e-08,0.0
1787,8.108185944877278e-08,0.0
1788,9.554855471906518e-08,0.0
1789,1.0170275110965576e-07,0.0
1790,1.0836693929507288e-07,0.0
1791,1.0438844354000918e-07,0.0
1792,9.870268665882317e-08,0.0
1793,9.898055632260951e-08,0.0
1794,7.419570900525838e-08,0.0
1795,8.147559896595372e-08,0.0
1796,7.100513561247063e-08,0.0
1797,7.917405765921006e-08,0.0
1798,8.698198288621078e-08,0.0
1799,7.25048705518816e-08,0.0
1800,7.160512373514751e-08,0.0
1801,7.153581910961699e-08,0.0
1802,5.551498974806382e-08,0.0
1803,5.937598939504645e-08,0.0
1804,5.396122742291303e-08,3.0507755052358986e-10
1805,4.934008484320478e-08,3.0507755052358986e-10
1806,4.664003868829322e-08,3.0507755052358986e-10
1807,5.525200138681693e-08,3.0507755052358986e-10
1808,6.185494250132706e-08,3.0507755052358986e-10
1809,5.737004750626186e-08,3.0507755052358986e-10
1810,6.767499525852014e-08,3.0507755052358986e-10
1811,6.334795037738721e-08,0.0
1812,6.536563290637787e-08,0.0
1813,5.696369039956803e-08,0.0
1814,5.3397984954374674e-08,0.0
1815,5.6682242391811344e-08,0.0
1816,5.8462565582268715e-08,0.0
1817,4.977974045670765e-08,0.0
1818,5.719469748604362e-08,0.0
1819,6.207492221830892e-08,0.0
1820,6.643426329690425e-08,0.0
1821,7.835571683553358e-08,0.0
1822,8.076534082793582e-08,0.0
1823,8.83867881741805e-08,0.0
1824,9.564506748509822e-08,0.0
1825,9.362588875611827e-08,0.0
1826,9.44836072237974e-08,0.0
1827,9.974788639510734e-08,0.0
1828,9.087215297703161e-08,0.0
1829,8.748504853883787e-08,0.0
1830,8.864732795440691e-08,0.0
1831,8.658881256451423e-08,0.0
1832,8.201633048900345e-08,0.0
1833,7.539027484832722e-08,0.0
1834,7.78356574114371e-08,0.0
1835,7.849341900266284e-08,0.0
1836,8.13403597175823e-08,0.0
1837,7.608756393194329e-08,0.0
1838,7.280827521835168e-08,0.0
1839,8.048161553071103e-08,0.0
1840,8.006026825618002e-08,0.0
1841,7.03139418435837e-08,0.0
1842,6.850656879870648e-08,0.0
1843,6.093604249762003e-08,0.0
1844,6.605251659915926e-08,0.0
1845,6.939386005504794e-08,0.0
1846,6.804505200567032e-08,0.0
1847,7.55029973780503e-08,0.0
1848,8.965998432586275e-08,0.0
1849,9.957561530882231e-08,0.0
1850,1.0590104945354792e-07,0.0
1851,1.0791100736793981e-07,0.0
1852,1.1248622249533063e-07,0.0
1853,1.1057166103358083e-07,0.0
1854,1.0633876712518031e-07,0.0
1855,1.1192421770342012e-07,0.0
1856,1.0925941040795806e-07,0.0
1857,1.1495494841743234e-07,0.0
1858,1.1663333765454809e-07,0.0
1859,1.1392556485491565e-07,0.0
1860,1.1783410615505221e-07,0.0
1861,1.2834350319021075e-07,0.0
1862,1.232312273811788e-07,0.0
1863,1.2535880346474316e-07,0.0
1864,1.2993386836309844e-07,0.0
1865,1.249928475642394e-07,0.0
1866,1.2414820308289824e-07,4.4239619903915386e-11
1867,1.1798184524585459e-07,4.4239619903915386e-11
1868,1.180558817687987e-07,4.4239619903915386e-11
1869,1.1311328153494418e-07,4.4239619903915386e-11
1870,1.159791358824285e-07,4.4239619903915386e-11
1871,1.2599876697549917e-07,4.4239619903915386e-11
1872,1.3186510727791756e-07,8.519133018073229e-11
1873,1.3562285212336584e-07,4.0951710276816906e-11
1874,1.4572874513467988e-07,4.0951710276816906e-11
1875,1.4048958770932325e-07,4.0951710276816906e-11
1876,1.4105810005763226e-07,4.0951710276816906e-11
1877,1.405744539186214e-07,4.0951710276816906e-11
1878,1.3569513868105787e-07,7.723706991440743e-11
1879,1.4645166146465272e-07,7.119917354105252e-11
1880,1.5473613603132564e-07,7.119917354105252e-11
1881,1.5547470866295043e-07,1.0276476891668551e-10
1882,1.5953827922235826e-07,1.0276476891668551e-10
1883,1.7594885142508637e-07,1.348873968869719e-10
1884,1.845390512146748e-07,1.6539830417970436e-10
1885,1.8650799964754177e-07,1.5813622237078765e-10
1886,1.861296072190401e-07,1.2322240846732565e-10
1887,1.819674001321151e-07,1.2322240846732565e-10
1888,1.8756039058384237e-07,9.165681309169266e-11
1889,1.9262397797449792e-07,1.1782770790804064e-10
1890,1.8257205372914802e-07,1.1100077008346127e-10
1891,1.8847871834688184e-07,8.04898627907288e-11
1892,1.8734359181442934e-07,5.1466584962055e-11
1893,1.8626180674021141e-07,5.1466584962055e-11
1894,2.0081212020223965e-07,5.1466584962055e-11
1895,2.0152885481041138e-07,7.263779260619735e-11
1896,1.9997407361773056e-07,4.646689778984938e-11
1897,2.0657620934473796e-07,2.1171207644142344e-11
1898,1.9644521996399688e-07,2.1171207644142344e-11
1899,2.0194596978788987e-07,3.938511421759066e-11
1900,1.9699186282196024e-07,3.938511421759066e-11
1901,1.957819201996764e-07,3.938511421759066e-11
1902,2.021686620017655e-07,1.8213906573448314e-11
1903,2.105589698788078e-07,1.8213906573448314e-11
1904,2.2092343548203125e-07,3.4067646521267796e-11
1905,2.2401820842787856e-07,4.931450882571044e-11
1906,2.204195490256617e-07,3.1100602252262124e-11
1907,2.3288845747109527e-07,4.5750776183390536e-11
1908,2.3419774614857098e-07,4.5750776183390536e-11
1909,2.33545007079426e-07,4.5750776183390536e-11
1910,2.2814284404505868e-07,4.5750776183390536e-11
1911,2.177026427066916e-07,2.989703623557105e-11
1912,2.2015392175944726e-07,1.465017393112841e-11
1913,2.2681206652513148e-07,1.465017393112841e-11
1914,2.3562862695923415e-07,7.308244485772418e-11
1915,2.307381602609634e-07,7.308244485772418e-11
1916,2.2706510906443456e-07,1.0318616992601091e-10
1917,2.3461072576732738e-07,1.1715190424897515e-10
1918,2.402966795703573e-07,1.3153214331199488e-10
1919,2.410039538095329e-07,2.4517811689614023e-10
1920,2.3807630660550266e-07,2.683797717791972e-10
1921,2.273683747944233e-07,1.9529732692147306e-10
1922,2.368450172493145e-07,2.4359991900630666e-10
1923,2.471159936996108e-07,2.62603083127961e-10
1924,2.4228898252788766e-07,2.974804093534646e-10
1925,2.3708796805164768e-07,2.8310017029044484e-10
1926,2.336047190608172e-07,1.694541967062995e-10
1927,2.275049817106784e-07,1.6899092046353458e-10
1928,2.266465283387983e-07,1.6899092046353458e-10
1929,2.1221430707945338e-07,1.7125992290978331e-10
1930,2.0578593762365927e-07,1.493804266791291e-10
1931,2.1069344719697775e-07,1.0053736613066126e-10
1932,2.1673728513503322e-07,1.0053736613066126e-10
1933,2.237761143370725e-07,1.0053736613066126e-10
1934,2.2001473658812237e-07,1.227347370561357e-10
1935,2.1082402668071154e-07,1.227347370561357e-10
1936,2.10387895549502e-07,1.1403800721192831e-10
1937,2.0960785564381824e-07,8.681061425264147e-11
1938,1.975398922533194e-07,8.681061425264147e-11
1939,1.928786933344132e-07,8.681061425264147e-11
1940,1.8863660094276774e-07,8.681061425264147e-11
1941,1.8842887478902931e-07,4.187486468687496e-11
1942,1.9192086954587596e-07,4.187486468687496e-11
1943,1.8663438895925667e-07,2.1453325227405173e-11
1944,1.7726034075492082e-07,4.042464775620504e-11
1945,1.8222482773515886e-07,4.042464775620504e-11
1946,1.7873744744585046e-07,7.352085606981973e-11
1947,1.7738242620777912e-07,1.397487601830148e-10
1948,1.788089909788531e-07,1.397487601830148e-10
1949,1.6991318675861423e-07,1.5675492253437133e-10
1950,1.693226465704356e-07,1.3530159730696616e-10
1951,1.68866445652124e-07,1.163302747781663e-10
1952,1.586195302089826e-07,1.320142239572394e-10
1953,1.495062532187928e-07,9.891801564362471e-11
1954,1.3760095539185257e-07,4.720606742804532e-11
1955,1.3404378153479358e-07,6.170031945680015e-11
1956,1.326649652355627e-07,4.469415710544362e-11
1957,1.3736350825053834e-07,9.566905997563221e-11
1958,1.3212274601365997e-07,1.4327629162456746e-10
1959,1.305947543122394e-07,1.7276809843869145e-10
1960,1.3059711737436634e-07,1.833559593838225e-10
1961,1.2663636945425033e-07,1.6884000348620683e-10
1962,1.2140237767458269e-07,1.54345751457452e-10
1963,1.160226921521306e-07,1.54345751457452e-10
1964,1.0751227920634068e-07,1.1236415865217048e-10
1965,1.0454740768344501e-07,7.357200860440877e-11
1966,1.0453107027582778e-07,2.839625261121169e-11
1967,1.0256930949026355e-07,2.665307062356602e-11
1968,1.0434735843643597e-07,3.550961211581541e-11
1969,1.0288010291300712e-07,3.550961211581541e-11
1970,1.0530591915929627e-07,5.3048629972923016e-11
1971,1.074044787076543e-07,5.300622044465289e-11
1972,1.0808615615230468e-07,4.419113884347934e-11
1973,1.0491195772439304e-07,5.244523565428594e-11
1974,1.0250166683688024e-07,4.360055669680055e-11
1975,1.01807255451344e-07,3.474401520455115e-11
1976,1.0268370484059883e-07,5.081687749169157e-11
1977,1.0353525173708736e-07,3.327785963458396e-11
1978,1.0115358557121518e-07,2.4326959097947006e-11
1979,1.0187025623054069e-07,4.058236088447639e-11
1980,1.084345301803426e-07,4.016509149083549e-11
1981,1.1187630174650362e-07,4.77948900694842e-11
1982,1.224224825640314e-07,6.261788012710109e-11
1983,1.2535412301823661e-07,5.394752353171661e-11
1984,1.2460920828516464e-07,5.394752353171661e-11
1985,1.3020648533971064e-07,6.118159847793133e-11
1986,1.3210067046592095e-07,4.492619669140195e-11
1987,1.2868046590191235e-07,3.708936927423626e-11
1988,1.2954592827035022e-07,2.945957069558755e-11
1989,1.2363424925102402e-07,1.4636580637970654e-11
1990,1.256413091661151e-07,1.3891537226085049e-11
1991,1.2823394257566179e-07,2.0460805668801438e-11
1992,1.2988820178147113e-07,1.3226730722586716e-11
1993,1.3543020977684656e-07,2.610944942392303e-11
1994,1.403393221315647e-07,3.9115709183595064e-11
1995,1.5077769026967352e-07,7.1051365683829e-11
1996,1.622208490711533e-07,7.735340493142395e-11
1997,1.7285111450096986e-07,8.795351500683652e-11
1998,1.815287090169347e-07,8.138424656412013e-11
1999,1.8744777565059068e-07,8.680749075911415e-11
2000,1.888771724419972e-07,9.469448935301677e-11
2001,1.9360667684915305e-07,8.675895963951495e-11
2002,1.9151581146356227e-07,6.019185695506555e-11
2003,1.8976200928071713e-07,5.3889817707470606e-11
2004,1.8471279921478917e-07,3.6632245352187705e-11
2005,1.838417834473408e-07,3.6632245352187705e-11
2006,1.8437311512440958e-07,3.635557331373361e-11
2007,1.8774455514046296e-07,1.5585856018494683e-11
2008,1.956343079915054e-07,1.0515125972324464e-11
2009,2.0590091764915996e-07,5.146572156539924e-12
2010,2.1255961663817808e-07,2.1522156576755538e-11
2011,2.2110027129786302e-07,3.54493473266247e-11
2012,2.398553919290082e-07,4.078920485103435e-11
2013,2.4889850180898065e-07,4.099365539483075e-11
2014,2.5231295199189064e-07,4.099365539483075e-11
2015,2.481216837070731e-07,4.099365539483075e-11
2016,2.6088345756696593e-07,4.099365539483075e-11
2017,2.6290173830526936e-07,2.8721082803717657e-11
2018,2.673868522151679e-07,1.4967232314644363e-11
2019,2.5635441502913636e-07,9.36428972558856e-12
