ngram,Mainframe,Mainfram
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,2.6825820295276313e-09,0.0
1763,2.6825820295276313e-09,0.0
1764,2.6825820295276313e-09,0.0
1765,2.6825820295276313e-09,0.0
1766,2.6825820295276313e-09,0.0
1767,2.6825820295276313e-09,0.0
1768,2.6825820295276313e-09,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,0.0,0.0
1845,0.0,0.0
1846,0.0,0.0
1847,0.0,0.0
1848,0.0,0.0
1849,0.0,0.0
1850,0.0,0.0
1851,0.0,0.0
1852,0.0,0.0
1853,0.0,0.0
1854,0.0,0.0
1855,0.0,0.0
1856,0.0,0.0
1857,0.0,0.0
1858,0.0,0.0
1859,0.0,0.0
1860,0.0,0.0
1861,0.0,0.0
1862,0.0,0.0
1863,4.7737881108440257e-11,0.0
1864,4.7737881108440257e-11,0.0
1865,4.7737881108440257e-11,0.0
1866,9.197750101235564e-11,0.0
1867,9.197750101235564e-11,0.0
1868,9.197750101235564e-11,0.0
1869,9.197750101235564e-11,0.0
1870,4.4239619903915386e-11,0.0
1871,4.4239619903915386e-11,0.0
1872,1.261430404575492e-10,0.0
1873,8.190342055363381e-11,0.0
1874,1.216441352409297e-10,0.0
1875,1.216441352409297e-10,0.0
1876,1.5997611965293653e-10,0.0
1877,1.5997611965293653e-10,0.0
1878,1.9626147929052706e-10,0.0
1879,1.1435805873689325e-10,0.0
1880,1.4724474219272666e-10,0.0
1881,1.0750402750543081e-10,0.0
1882,1.0750402750543081e-10,0.0
1883,1.0129467106371034e-10,0.0
1884,1.0129467106371034e-10,0.0
1885,6.500931142611982e-11,0.0
1886,6.500931142611982e-11,0.0
1887,3.212262797028639e-11,0.0
1888,8.612831281507027e-11,0.0
1889,8.612831281507027e-11,0.0
1890,7.930137499049091e-11,0.0
1891,7.930137499049091e-11,0.0
1892,7.930137499049091e-11,0.0
1893,7.930137499049091e-11,0.0
1894,7.930137499049091e-11,0.0
1895,2.529569014570703e-11,0.0
1896,2.529569014570703e-11,0.0
1897,9.288378003243939e-11,0.0
1898,1.1092194821379512e-10,0.0
1899,1.1092194821379512e-10,0.0
1900,1.1092194821379512e-10,0.0
1901,1.1092194821379512e-10,0.0
1902,1.2814023849941743e-10,0.0
1903,1.2814023849941743e-10,0.0
1904,3.525645846697805e-11,0.0
1905,1.721829028562232e-11,0.0
1906,1.721829028562232e-11,0.0
1907,1.721829028562232e-11,0.0
1908,1.721829028562232e-11,0.0
1909,0.0,0.0
1910,1.3773889766850139e-11,0.0
1911,1.3773889766850139e-11,0.0
1912,1.3773889766850139e-11,0.0
1913,1.3773889766850139e-11,0.0
1914,5.762335747450109e-11,0.0
1915,1.0543952516650634e-10,0.0
1916,1.204913877006497e-10,0.0
1917,1.206832322567638e-10,0.0
1918,1.4944371038280328e-10,0.0
1919,2.0626669717487596e-10,0.0
1920,2.2946835205793293e-10,0.0
1921,2.1373049262957926e-10,0.0
1922,2.1421691702240763e-10,0.0
1923,1.9916505448826427e-10,0.0
1924,1.851993201653e-10,0.0
1925,1.5643884203926055e-10,0.0
1926,1.4546178150887101e-10,0.0
1927,1.2226012662581402e-10,0.0
1928,9.414851834651675e-11,0.0
1929,4.584592626168314e-11,0.0
1930,4.584592626168314e-11,0.0
1931,4.918070990138951e-10,0.0
1932,4.918070990138951e-10,0.0
1933,5.849641247581059e-10,0.0
1934,5.849641247581059e-10,0.0
1935,6.071864578587644e-10,0.0
1936,6.071864578587644e-10,0.0
1937,7.867257936381275e-10,0.0
1938,4.4952587485713735e-10,0.0
1939,4.744199001903229e-10,0.0
1940,3.6121021055165615e-10,0.0
1941,4.1636735131118334e-10,0.0
1942,3.9414501821052484e-10,0.0
1943,4.1559834343793e-10,0.0
1944,7.482847298139512e-10,0.0
1945,1.2589143636284765e-09,0.0
1946,1.2505684424520984e-09,0.0
1947,1.224775180084871e-09,0.0
1948,1.2209180392876361e-09,0.0
1949,1.2889426886930622e-09,0.0
1950,1.5720489156466145e-09,0.0
1951,1.5728452310411915e-09,0.0
1952,9.848222416135905e-10,0.0
1953,9.83963374073011e-10,0.0
1954,1.0565431575261718e-09,0.0
1955,1.3820937083289638e-09,0.0
1956,1.4891531331463958e-09,0.0
1957,1.2737996599969976e-09,0.0
1958,9.869119717882085e-10,0.0
1959,1.0684834614305139e-09,0.0
1960,1.0951456685948102e-09,0.0
1961,1.5290664726449625e-09,0.0
1962,1.9683564104041753e-09,0.0
1963,2.3875037304309033e-09,0.0
1964,3.872126972234316e-09,0.0
1965,4.4834253492315975e-09,0.0
1966,5.5487575367774156e-09,0.0
1967,8.85853939409336e-09,0.0
1968,1.0096777509310023e-08,8.856541492249396e-12
1969,1.1740303776771758e-08,8.856541492249396e-12
1970,1.3382297048281089e-08,8.856541492249396e-12
1971,1.3822420287721928e-08,8.856541492249396e-12
1972,1.5489275639879452e-08,8.856541492249396e-12
1973,1.790979034918142e-08,1.711063830305599e-11
1974,1.868844114381675e-08,1.711063830305599e-11
1975,2.3780011229998114e-08,8.254096810806593e-12
1976,2.8135238012388138e-08,8.254096810806593e-12
1977,3.506517501758058e-08,1.628050769594428e-11
1978,4.547063348070424e-08,3.260036486794706e-11
1979,6.439096494099366e-08,3.260036486794706e-11
1980,9.083857450369643e-08,2.4346268057140463e-11
1981,1.320059048737221e-07,7.775485909895202e-11
1982,1.825049216514734e-07,3.09423335465813e-09
1983,2.5286114890832323e-07,3.1386483897999362e-09
1984,2.9994907789289626e-07,3.1600243523079362e-09
1985,3.431597020510578e-07,3.1726407949207923e-09
1986,4.244031158253035e-07,3.193366460152447e-09
1987,4.4843158418318906e-07,3.2201163303285138e-09
1988,4.529356496212651e-07,3.1944333785314883e-09
1989,4.388450512189073e-07,1.979109178128015e-10
1990,4.0701124654723184e-07,1.6015334495086567e-10
1991,3.8902971206360757e-07,1.438895084431608e-10
1992,3.7259809053986306e-07,1.3404024616438448e-10
1993,3.0804358175373636e-07,1.1975594028339794e-10
1994,2.8522926243113034e-07,1.1251546024247463e-10
1995,2.681675173984591e-07,9.117695239686213e-11
1996,2.558973132441419e-07,9.012703629042638e-11
1997,2.3447899317423954e-07,1.1223219724608237e-10
1998,2.1414068994220413e-07,1.1064923530994847e-10
1999,1.917217937424149e-07,1.2410166297383007e-10
2000,1.7148061155174738e-07,1.1766030362316193e-10
2001,1.5411893729476235e-07,9.815091348801858e-11
2002,1.3617960498939802e-07,9.176378208884474e-11
2003,1.1718227658060901e-07,8.317393797506258e-11
2004,1.0661139425240305e-07,5.945786075791025e-11
2005,1.0710068616098007e-07,4.790228580861136e-11
2006,1.009900125430769e-07,1.536282063864723e-11
2007,9.43779738804551e-08,2.07299817192982e-11
2008,9.020939830049559e-08,3.1312140876181365e-11
2009,8.592519711620688e-08,3.546082004424189e-11
2010,8.204982293591456e-08,2.923844152902255e-11
2011,7.59670604517331e-08,2.4191895510648566e-11
2012,6.822323074727268e-08,3.4871610559467876e-11
2013,6.811195467954739e-08,4.0222633259804195e-11
2014,6.279558917299255e-08,3.485547217915322e-11
2015,5.9185660562986545e-08,2.427331302227006e-11
2016,5.482085084297848e-08,2.012463385420953e-11
2017,5.450553549242917e-08,1.87025273740149e-11
2018,5.523515085315012e-08,2.2443032848817878e-11
2019,5.03544370644704e-08,9.36428972558856e-12
