ngram,Microsoft Excel,Microsoft Exel
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,6.3087876510183244e-09,0.0
1751,6.3087876510183244e-09,0.0
1752,6.3087876510183244e-09,0.0
1753,6.3087876510183244e-09,0.0
1754,6.3087876510183244e-09,0.0
1755,6.3087876510183244e-09,0.0
1756,6.3087876510183244e-09,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,3.2445913892128633e-09,0.0
1767,3.2445913892128633e-09,0.0
1768,3.2445913892128633e-09,0.0
1769,3.2445913892128633e-09,0.0
1770,3.2445913892128633e-09,0.0
1771,3.2445913892128633e-09,0.0
1772,3.2445913892128633e-09,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,1.6281544366693523e-10,0.0
1833,1.6281544366693523e-10,0.0
1834,1.6281544366693523e-10,0.0
1835,1.6281544366693523e-10,0.0
1836,1.6281544366693523e-10,0.0
1837,1.6281544366693523e-10,0.0
1838,1.6281544366693523e-10,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,0.0,0.0
1845,0.0,0.0
1846,0.0,0.0
1847,0.0,0.0
1848,0.0,0.0
1849,5.134026933742827e-11,0.0
1850,5.134026933742827e-11,0.0
1851,5.134026933742827e-11,0.0
1852,5.134026933742827e-11,0.0
1853,5.134026933742827e-11,0.0
1854,5.134026933742827e-11,0.0
1855,5.134026933742827e-11,0.0
1856,0.0,0.0
1857,0.0,0.0
1858,0.0,0.0
1859,0.0,0.0
1860,0.0,0.0
1861,0.0,0.0
1862,0.0,0.0
1863,0.0,0.0
1864,0.0,0.0
1865,0.0,0.0
1866,8.432281856889695e-11,0.0
1867,8.432281856889695e-11,0.0
1868,8.432281856889695e-11,0.0
1869,8.432281856889695e-11,0.0
1870,8.432281856889695e-11,0.0
1871,8.432281856889695e-11,0.0
1872,8.432281856889695e-11,0.0
1873,0.0,0.0
1874,0.0,0.0
1875,0.0,0.0
1876,0.0,0.0
1877,0.0,0.0
1878,0.0,0.0
1879,0.0,0.0
1880,6.258736782806449e-11,0.0
1881,6.258736782806449e-11,0.0
1882,6.258736782806449e-11,0.0
1883,6.258736782806449e-11,0.0
1884,6.258736782806449e-11,0.0
1885,6.258736782806449e-11,0.0
1886,6.258736782806449e-11,0.0
1887,0.0,0.0
1888,2.5673893566668937e-11,0.0
1889,5.055992331153598e-11,0.0
1890,5.055992331153598e-11,0.0
1891,5.055992331153598e-11,0.0
1892,5.055992331153598e-11,0.0
1893,5.055992331153598e-11,0.0
1894,5.055992331153598e-11,0.0
1895,2.4886029744867042e-11,0.0
1896,0.0,0.0
1897,1.0235627583605427e-09,0.0
1898,1.0235627583605427e-09,0.0
1899,1.0581532039477537e-09,0.0
1900,1.0581532039477537e-09,0.0
1901,1.0581532039477537e-09,0.0
1902,1.0581532039477537e-09,0.0
1903,1.0884110933957152e-09,0.0
1904,6.484833503517251e-11,0.0
1905,6.484833503517251e-11,0.0
1906,3.025788944796151e-11,0.0
1907,3.025788944796151e-11,0.0
1908,3.025788944796151e-11,0.0
1909,3.025788944796151e-11,0.0
1910,0.0,0.0
1911,0.0,0.0
1912,0.0,0.0
1913,0.0,0.0
1914,0.0,0.0
1915,0.0,0.0
1916,0.0,0.0
1917,1.3272155200258088e-11,0.0
1918,1.3272155200258088e-11,0.0
1919,1.3272155200258088e-11,0.0
1920,1.3272155200258088e-11,0.0
1921,1.3272155200258088e-11,0.0
1922,1.3272155200258088e-11,0.0
1923,1.3272155200258088e-11,0.0
1924,0.0,0.0
1925,0.0,0.0
1926,2.176148745330104e-11,0.0
1927,4.335178644636934e-11,0.0
1928,4.335178644636934e-11,0.0
1929,4.335178644636934e-11,0.0
1930,6.921305592147827e-11,0.0
1931,1.6889891073036877e-10,0.0
1932,1.6889891073036877e-10,0.0
1933,3.011910978559637e-10,0.0
1934,2.796007988628954e-10,0.0
1935,3.218296660913365e-10,0.0
1936,3.4172362756950443e-10,0.0
1937,3.158623580943955e-10,0.0
1938,3.6081163255565127e-10,0.0
1939,4.791182034447061e-10,0.0
1940,3.495844506730604e-10,0.0
1941,4.020296655106646e-10,0.0
1942,3.8349838384275717e-10,0.0
1943,4.6561583755266867e-10,0.0
1944,4.6561583755266867e-10,0.0
1945,4.1019063344384573e-10,0.0
1946,2.918840625547909e-10,0.0
1947,3.3033327858803373e-10,0.0
1948,3.4289668921732337e-10,0.0
1949,3.191991036567897e-10,0.0
1950,2.815198748721112e-10,0.0
1951,2.815198748721112e-10,0.0
1952,1.9230994971078782e-10,0.0
1953,2.6688770637939285e-10,0.0
1954,4.247644815245723e-10,0.0
1955,4.700260141416684e-10,0.0
1956,7.263238542355919e-10,0.0
1957,6.61991667832191e-10,0.0
1958,7.186027645949317e-10,0.0
1959,8.045869526185356e-10,0.0
1960,8.710179561737569e-10,0.0
1961,1.2283126262145417e-09,2.1412613745600393e-11
1962,1.1277483926866845e-09,2.1412613745600393e-11
1963,8.71450552592761e-10,2.1412613745600393e-11
1964,8.800118322541525e-10,2.997389340699184e-11
1965,9.408402380585633e-10,2.997389340699184e-11
1966,9.050826269008105e-10,2.997389340699184e-11
1967,8.735062901174143e-10,2.997389340699184e-11
1968,4.21838674110767e-10,8.561279661391451e-12
1969,4.2067913834970787e-10,8.561279661391451e-12
1970,7.545144786735847e-10,8.561279661391451e-12
1971,1.0782903409453252e-09,0.0
1972,1.0105243060982388e-09,0.0
1973,1.0624442902832217e-09,0.0
1974,1.0460594047713633e-09,0.0
1975,1.1509180265569162e-09,0.0
1976,1.3716970852823656e-09,0.0
1977,3.099604394580473e-09,0.0
1978,3.1941645003577943e-09,0.0
1979,3.33002156008685e-09,0.0
1980,3.4589676361258218e-09,3.7273006110132605e-11
1981,4.207795746756306e-09,3.7273006110132605e-11
1982,2.2704876502719984e-08,3.7273006110132605e-11
1983,4.151065597606569e-08,7.951066392587945e-11
1984,4.6608585039084205e-08,1.0747813155338143e-10
1985,7.968579369370993e-08,1.0747813155338143e-10
1986,1.123911463261708e-07,1.7975135070878523e-10
1987,1.3720221073551135e-07,1.4884068134736672e-10
1988,1.648409566306392e-07,1.4884068134736672e-10
1989,2.087207059884934e-07,1.6150030370571626e-10
1990,2.431113743333364e-07,1.6360990191612223e-10
1991,3.1731042123997864e-07,1.5440309001595638e-10
1992,3.535014302867369e-07,1.7257178672180906e-10
1993,3.8276290581507055e-07,1.6161094734282574e-10
1994,4.579520102814578e-07,2.1716945206426023e-10
1995,4.927032973357979e-07,2.597580553431733e-10
1996,5.220196247332101e-07,2.6510518780220593e-10
1997,5.29840994951363e-07,2.4814197125649125e-10
1998,5.358591863569018e-07,2.5138368569305973e-10
1999,5.39892186322634e-07,2.487030046191155e-10
2000,5.544427291884599e-07,2.0222486284733014e-10
2001,5.28839779333014e-07,1.547949556233798e-10
2002,5.301919380989213e-07,1.2243587096552996e-10
2003,5.044674488934626e-07,1.0442911614814778e-10
2004,5.17066281093191e-07,1.1551153287849201e-10
2005,4.888093038906456e-07,1.0770930675141344e-10
2006,4.796362418346689e-07,1.0202240738729377e-10
2007,4.856984381668943e-07,8.718816938265864e-11
2008,4.857123323225616e-07,8.276022228637103e-11
2009,4.7671250870605165e-07,8.831831793676415e-11
2010,4.716678501738768e-07,9.611327557247838e-11
2011,4.4598652948479867e-07,6.646576196169183e-11
2012,4.4301711454863835e-07,5.226561792486579e-11
2013,4.3240327483675044e-07,4.246450165707698e-11
2014,3.8576994094390624e-07,4.246450165707698e-11
2015,3.496756611249501e-07,3.7567411978863976e-11
2016,3.311368621845239e-07,3.962729103190732e-11
2017,3.1497844095914235e-07,3.7137722295558597e-11
2018,3.1054361215865356e-07,3.2218747114676204e-11
2019,2.899161088976143e-07,4.0273433893345256e-11
