ngram,Qik,Qk,Qik,Qik
1644,0.0,5.972208733900125e-08,0.0,0.0
1645,0.0,5.972208733900125e-08,0.0,0.0
1646,0.0,5.972208733900125e-08,0.0,0.0
1647,0.0,5.972208733900125e-08,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,3.9948397605777634e-08,0.0,0.0
1667,0.0,3.9948397605777634e-08,0.0,0.0
1668,0.0,3.9948397605777634e-08,0.0,0.0
1669,0.0,3.9948397605777634e-08,0.0,0.0
1670,0.0,3.9948397605777634e-08,0.0,0.0
1671,0.0,3.9948397605777634e-08,0.0,0.0
1672,0.0,3.9948397605777634e-08,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,1.8101928844771464e-08,0.0,0.0
1681,0.0,4.047777630538414e-08,0.0,0.0
1682,0.0,4.047777630538414e-08,0.0,0.0
1683,0.0,4.047777630538414e-08,0.0,0.0
1684,0.0,4.047777630538414e-08,0.0,0.0
1685,0.0,4.047777630538414e-08,0.0,0.0
1686,0.0,4.047777630538414e-08,0.0,0.0
1687,0.0,2.237584746061267e-08,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,7.347074821544603e-09,0.0,0.0
1698,0.0,2.8089615966564452e-08,0.0,0.0
1699,0.0,2.8089615966564452e-08,0.0,0.0
1700,1.29978526989102e-08,2.8089615966564452e-08,1.29978526989102e-08,1.29978526989102e-08
1701,2.2664612028425576e-08,2.8089615966564452e-08,2.2664612028425576e-08,2.2664612028425576e-08
1702,3.46497718136821e-08,2.8089615966564452e-08,3.46497718136821e-08,3.46497718136821e-08
1703,4.569098166484764e-08,2.8089615966564452e-08,4.569098166484764e-08,4.569098166484764e-08
1704,4.569098166484764e-08,2.940430781401509e-08,4.569098166484764e-08,4.569098166484764e-08
1705,4.569098166484764e-08,8.66176666899524e-09,4.569098166484764e-08,4.569098166484764e-08
1706,4.569098166484764e-08,8.66176666899524e-09,4.569098166484764e-08,4.569098166484764e-08
1707,3.269312896593744e-08,8.66176666899524e-09,3.269312896593744e-08,3.269312896593744e-08
1708,2.3026369636422065e-08,1.8307634011957167e-08,2.3026369636422065e-08,2.3026369636422065e-08
1709,2.306622600859295e-08,1.8307634011957167e-08,2.306622600859295e-08,2.306622600859295e-08
1710,1.2025016157427411e-08,3.552265732358657e-08,1.2025016157427411e-08,1.2025016157427411e-08
1711,1.2025016157427411e-08,2.686089065459133e-08,1.2025016157427411e-08,1.2025016157427411e-08
1712,1.2025016157427411e-08,2.686089065459133e-08,1.2025016157427411e-08,1.2025016157427411e-08
1713,1.2025016157427411e-08,3.767890583666096e-08,1.2025016157427411e-08,1.2025016157427411e-08
1714,1.2025016157427411e-08,3.767890583666096e-08,1.2025016157427411e-08,1.2025016157427411e-08
1715,1.2025016157427411e-08,2.803303849369903e-08,1.2025016157427411e-08,1.2025016157427411e-08
1716,0.0,2.803303849369903e-08,0.0,0.0
1717,0.0,1.0818015182069627e-08,0.0,0.0
1718,0.0,1.0818015182069627e-08,0.0,0.0
1719,0.0,2.3987757304309654e-08,0.0,0.0
1720,0.0,1.3169742122240028e-08,0.0,0.0
1721,0.0,1.3169742122240028e-08,0.0,0.0
1722,0.0,1.3169742122240028e-08,0.0,0.0
1723,0.0,1.3169742122240028e-08,0.0,0.0
1724,0.0,1.3169742122240028e-08,0.0,0.0
1725,0.0,1.3169742122240028e-08,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,6.479559999661433e-09,0.0,0.0
1729,0.0,6.479559999661433e-09,0.0,0.0
1730,0.0,6.479559999661433e-09,0.0,0.0
1731,0.0,6.479559999661433e-09,0.0,0.0
1732,0.0,6.479559999661433e-09,0.0,0.0
1733,0.0,6.479559999661433e-09,0.0,0.0
1734,0.0,6.479559999661433e-09,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,6.921628222958784e-09,0.0,0.0
1738,0.0,6.921628222958784e-09,0.0,0.0
1739,0.0,6.921628222958784e-09,0.0,0.0
1740,0.0,6.921628222958784e-09,0.0,0.0
1741,0.0,6.921628222958784e-09,0.0,0.0
1742,6.377372281057043e-09,6.921628222958784e-09,6.377372281057043e-09,6.377372281057043e-09
1743,6.377372281057043e-09,6.921628222958784e-09,6.377372281057043e-09,6.377372281057043e-09
1744,6.377372281057043e-09,4.464060359461135e-09,6.377372281057043e-09,6.377372281057043e-09
1745,6.377372281057043e-09,4.464060359461135e-09,6.377372281057043e-09,6.377372281057043e-09
1746,6.377372281057043e-09,4.464060359461135e-09,6.377372281057043e-09,6.377372281057043e-09
1747,6.377372281057043e-09,4.464060359461135e-09,6.377372281057043e-09,6.377372281057043e-09
1748,6.377372281057043e-09,4.464060359461135e-09,6.377372281057043e-09,6.377372281057043e-09
1749,0.0,4.464060359461135e-09,0.0,0.0
1750,0.0,4.464060359461135e-09,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,3.035470541590257e-09,0.0,0.0
1757,0.0,3.035470541590257e-09,0.0,0.0
1758,0.0,3.035470541590257e-09,0.0,0.0
1759,0.0,3.035470541590257e-09,0.0,0.0
1760,0.0,3.035470541590257e-09,0.0,0.0
1761,0.0,3.035470541590257e-09,0.0,0.0
1762,2.6825820295276313e-09,3.035470541590257e-09,2.6825820295276313e-09,2.6825820295276313e-09
1763,2.6825820295276313e-09,0.0,2.6825820295276313e-09,2.6825820295276313e-09
1764,2.6825820295276313e-09,5.621359377983026e-09,2.6825820295276313e-09,2.6825820295276313e-09
1765,2.6825820295276313e-09,5.621359377983026e-09,2.6825820295276313e-09,2.6825820295276313e-09
1766,2.6825820295276313e-09,5.621359377983026e-09,2.6825820295276313e-09,2.6825820295276313e-09
1767,2.6825820295276313e-09,5.621359377983026e-09,2.6825820295276313e-09,2.6825820295276313e-09
1768,2.6825820295276313e-09,5.621359377983026e-09,2.6825820295276313e-09,2.6825820295276313e-09
1769,0.0,5.621359377983026e-09,0.0,0.0
1770,0.0,5.621359377983026e-09,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09
1776,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09
1777,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09
1778,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09
1779,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09
1780,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09
1781,2.8886891608895635e-09,4.801206035917208e-09,2.8886891608895635e-09,2.8886891608895635e-09
1782,0.0,4.070650356473899e-09,0.0,0.0
1783,0.0,4.070650356473899e-09,0.0,0.0
1784,0.0,4.070650356473899e-09,0.0,0.0
1785,0.0,4.070650356473899e-09,0.0,0.0
1786,0.0,4.070650356473899e-09,0.0,0.0
1787,0.0,4.070650356473899e-09,0.0,0.0
1788,0.0,2.1581334814462546e-09,0.0,0.0
1789,1.163384817053676e-09,1.163384817053676e-09,1.163384817053676e-09,1.163384817053676e-09
1790,1.163384817053676e-09,1.163384817053676e-09,1.163384817053676e-09,1.163384817053676e-09
1791,2.2493510546236652e-09,1.163384817053676e-09,2.2493510546236652e-09,2.2493510546236652e-09
1792,2.2493510546236652e-09,2.2516468689559588e-09,2.2493510546236652e-09,2.2493510546236652e-09
1793,3.235373175718743e-09,2.2516468689559588e-09,3.235373175718743e-09,3.235373175718743e-09
1794,4.233358742920603e-09,3.2496324361578186e-09,4.233358742920603e-09,4.233358742920603e-09
1795,4.233358742920603e-09,4.1629045607497315e-09,4.233358742920603e-09,4.233358742920603e-09
1796,3.0699739258669265e-09,2.9995197436960552e-09,3.0699739258669265e-09,3.0699739258669265e-09
1797,3.0699739258669265e-09,3.5664433945774884e-09,3.0699739258669265e-09,3.0699739258669265e-09
1798,1.984007688296937e-09,4.7237567508367255e-09,1.984007688296937e-09,1.984007688296937e-09
1799,1.984007688296937e-09,3.635494698934443e-09,1.984007688296937e-09,1.984007688296937e-09
1800,1.4096494765120887e-09,3.635494698934443e-09,1.4096494765120887e-09,1.4096494765120887e-09
1801,4.116639093102289e-10,2.6375091317325835e-09,4.116639093102289e-10,4.116639093102289e-10
1802,4.116639093102289e-10,2.1583638051428775e-09,4.116639093102289e-10,4.116639093102289e-10
1803,4.116639093102289e-10,2.5093637643993004e-09,4.116639093102289e-10,4.116639093102289e-10
1804,1.0218190103574086e-09,2.552595214565047e-09,1.0218190103574086e-09,1.0218190103574086e-09
1805,1.0218190103574086e-09,1.6549593600296524e-09,1.0218190103574086e-09,1.0218190103574086e-09
1806,1.2803691123204025e-09,1.6549593600296524e-09,1.2803691123204025e-09,1.2803691123204025e-09
1807,1.0779264306545348e-09,1.8641805876740136e-09,1.0779264306545348e-09,1.0779264306545348e-09
1808,1.0779264306545348e-09,2.0995437769296845e-09,1.0779264306545348e-09,1.0779264306545348e-09
1809,1.0779264306545348e-09,2.2081914392251586e-09,1.0779264306545348e-09,1.0779264306545348e-09
1810,1.0779264306545348e-09,2.7289420881767714e-09,1.0779264306545348e-09,1.0779264306545348e-09
1811,4.677713296073551e-10,3.7594745729206485e-09,4.677713296073551e-10,4.677713296073551e-10
1812,1.1838961398526392e-09,3.738505330705014e-09,1.1838961398526392e-09,1.1838961398526392e-09
1813,1.1193254418578086e-09,4.126464138641341e-09,1.1193254418578086e-09,1.1193254418578086e-09
1814,9.101042142134474e-10,1.081286120958274e-08,9.101042142134474e-10,9.101042142134474e-10
1815,9.101042142134474e-10,1.0963779439876475e-08,9.101042142134474e-10,9.101042142134474e-10
1816,9.101042142134474e-10,1.0421004979578794e-08,9.101042142134474e-10,9.101042142134474e-10
1817,1.0814517852659427e-09,9.720601942423253e-09,1.0814517852659427e-09,1.0814517852659427e-09
1818,1.260486651563245e-09,8.079914356632197e-09,1.260486651563245e-09,1.260486651563245e-09
1819,5.443618413179609e-10,8.592693287060423e-09,5.443618413179609e-10,5.443618413179609e-10
1820,6.45176309202863e-10,9.383909966536358e-09,6.45176309202863e-10,6.45176309202863e-10
1821,6.45176309202863e-10,2.745400177036775e-09,6.45176309202863e-10,6.45176309202863e-10
1822,6.45176309202863e-10,2.8581943637259346e-09,6.45176309202863e-10,6.45176309202863e-10
1823,6.45176309202863e-10,3.5605081898688287e-09,6.45176309202863e-10,6.45176309202863e-10
1824,4.738287381503678e-10,3.6574006521762824e-09,4.738287381503678e-10,4.738287381503678e-10
1825,2.9479387185306546e-10,3.9106342608619116e-09,2.9479387185306546e-10,2.9479387185306546e-10
1826,4.132921148171574e-10,3.3961435568536605e-09,4.132921148171574e-10,4.132921148171574e-10
1827,1.1849824296409191e-10,2.530679887868814e-09,1.1849824296409191e-10,1.1849824296409191e-10
1828,1.1849824296409191e-10,2.4942299971440563e-09,1.1849824296409191e-10,1.1849824296409191e-10
1829,1.1849824296409191e-10,2.4168000616648602e-09,1.1849824296409191e-10,1.1849824296409191e-10
1830,1.1849824296409191e-10,1.7144862355219663e-09,1.1849824296409191e-10,1.1849824296409191e-10
1831,1.1849824296409191e-10,1.8178248430343403e-09,1.1849824296409191e-10,1.1849824296409191e-10
1832,1.1849824296409191e-10,1.6497406932610863e-09,1.1849824296409191e-10,1.1849824296409191e-10
1833,8.247826231512688e-11,1.577700731963156e-09,8.247826231512688e-11,8.247826231512688e-11
1834,8.247826231512688e-11,1.5131694944666867e-09,8.247826231512688e-11,8.247826231512688e-11
1835,8.247826231512688e-11,1.4600776778093761e-09,8.247826231512688e-11,8.247826231512688e-11
1836,1.5753944180931156e-10,1.1885543660383746e-09,1.5753944180931156e-10,1.5753944180931156e-10
1837,2.349808522364835e-10,1.4983200077470622e-09,2.349808522364835e-10,2.349808522364835e-10
1838,2.349808522364835e-10,1.2030671141844656e-09,2.349808522364835e-10,2.349808522364835e-10
1839,2.349808522364835e-10,1.269480528634911e-09,2.349808522364835e-10,2.349808522364835e-10
1840,1.525025899213566e-10,2.540657374959311e-09,1.525025899213566e-10,1.525025899213566e-10
1841,3.6243542294351576e-10,2.431432016043138e-09,3.6243542294351576e-10,3.6243542294351576e-10
1842,4.840663029145479e-10,2.567942422196775e-09,4.840663029145479e-10,4.840663029145479e-10
1843,4.090051234203632e-10,2.5489691230744835e-09,4.090051234203632e-10,4.090051234203632e-10
1844,3.315637129931913e-10,2.4395520445022865e-09,3.315637129931913e-10,3.315637129931913e-10
1845,3.315637129931913e-10,2.5634425851858313e-09,3.315637129931913e-10,3.315637129931913e-10
1846,3.315637129931913e-10,2.5423207110948046e-09,3.315637129931913e-10,3.315637129931913e-10
1847,3.315637129931913e-10,1.2880037433430199e-09,3.315637129931913e-10,3.315637129931913e-10
1848,2.8569389711106755e-10,1.3121115384682825e-09,2.8569389711106755e-10,2.8569389711106755e-10
1849,1.6406301714003543e-10,1.2229924771313604e-09,1.6406301714003543e-10,1.6406301714003543e-10
1850,2.5900283505210705e-10,1.3291929541152975e-09,2.5900283505210705e-10,2.5900283505210705e-10
1851,2.5900283505210705e-10,1.5002731517428052e-09,2.5900283505210705e-10,2.5900283505210705e-10
1852,2.5900283505210705e-10,1.6034262885687512e-09,2.5900283505210705e-10,2.5900283505210705e-10
1853,2.5900283505210705e-10,1.6660226531683975e-09,2.5900283505210705e-10,2.5900283505210705e-10
1854,2.5900283505210705e-10,1.736715549149892e-09,2.5900283505210705e-10,2.5900283505210705e-10
1855,9.493981791207164e-11,1.8351612769101117e-09,9.493981791207164e-11,9.493981791207164e-11
1856,9.493981791207164e-11,1.9183959658925734e-09,9.493981791207164e-11,9.493981791207164e-11
1857,0.0,1.7773148825688573e-09,0.0,0.0
1858,5.7603513229206473e-11,1.8091107183743865e-09,5.7603513229206473e-11,5.7603513229206473e-11
1859,5.7603513229206473e-11,1.505741293555169e-09,5.7603513229206473e-11,5.7603513229206473e-11
1860,1.1859872211290272e-10,1.4956895563348179e-09,1.1859872211290272e-10,1.1859872211290272e-10
1861,1.1859872211290272e-10,1.4126402904577974e-09,1.1859872211290272e-10,1.1859872211290272e-10
1862,1.7431699337956885e-10,1.3730046306242067e-09,1.7431699337956885e-10,1.7431699337956885e-10
1863,1.7431699337956885e-10,1.2657633195546835e-09,1.7431699337956885e-10,1.7431699337956885e-10
1864,1.7431699337956885e-10,1.2636851089352164e-09,1.7431699337956885e-10,1.7431699337956885e-10
1865,1.6094003114324503e-10,1.125819818322985e-09,1.6094003114324503e-10,1.6094003114324503e-10
1866,2.051796510471604e-10,1.523976405388388e-09,2.051796510471604e-10,2.051796510471604e-10
1867,1.8739689958532527e-10,1.6434779886204914e-09,1.8739689958532527e-10,1.8739689958532527e-10
1868,1.8739689958532527e-10,1.6980764413635337e-09,1.8739689958532527e-10,1.8739689958532527e-10
1869,1.3167862831865917e-10,1.752304555426219e-09,1.3167862831865917e-10,1.3167862831865917e-10
1870,2.1615154904048543e-10,1.6880624120751975e-09,2.1615154904048543e-10,2.1615154904048543e-10
1871,2.1615154904048543e-10,2.161937065877798e-09,2.1615154904048543e-10,2.1615154904048543e-10
1872,2.128767083244197e-10,2.1422880215814034e-09,2.128767083244197e-10,2.128767083244197e-10
1873,2.0764584099782927e-10,2.446289004698343e-09,2.0764584099782927e-10,2.0764584099782927e-10
1874,2.836555236727735e-10,2.7796532298118848e-09,2.836555236727735e-10,2.836555236727735e-10
1875,3.2377055401790397e-10,2.8363999641075768e-09,3.2377055401790397e-10,3.2377055401790397e-10
1876,4.770984916659313e-10,2.6742947142491656e-09,4.770984916659313e-10,4.770984916659313e-10
1877,4.6252891596130855e-10,2.8621503738485946e-09,4.6252891596130855e-10,4.6252891596130855e-10
1878,4.988142755988991e-10,2.4029415600170167e-09,4.988142755988991e-10,4.988142755988991e-10
1879,5.276901931290062e-10,2.5412832631894436e-09,5.276901931290062e-10,5.276901931290062e-10
1880,4.886814405516812e-10,2.266652564055148e-09,4.886814405516812e-10,4.886814405516812e-10
1881,4.325904912061418e-10,2.7671626101621882e-09,4.325904912061418e-10,4.325904912061418e-10
1882,4.2488503984979987e-10,2.6484052887251355e-09,4.2488503984979987e-10,4.2488503984979987e-10
1883,2.715571022017725e-10,2.7903903632164884e-09,2.715571022017725e-10,2.715571022017725e-10
1884,2.9318647509768425e-10,2.7199125808761794e-09,2.9318647509768425e-10,2.9318647509768425e-10
1885,2.5690111546009374e-10,2.8142194447815835e-09,2.5690111546009374e-10,2.5690111546009374e-10
1886,2.422507194843604e-10,2.7060536509994547e-09,2.422507194843604e-10,2.422507194843604e-10
1887,3.5278659358896544e-10,2.9141080818259215e-09,3.5278659358896544e-10,3.5278659358896544e-10
1888,4.2466960900203587e-10,1.9937693401012827e-09,4.2466960900203587e-10,4.2466960900203587e-10
1889,3.9226003001324727e-10,2.2504557582538253e-09,3.9226003001324727e-10,3.9226003001324727e-10
1890,4.428514103046613e-10,2.4235014788638e-09,4.428514103046613e-10,4.428514103046613e-10
1891,4.53738899627457e-10,2.640305164978786e-09,4.53738899627457e-10,4.53738899627457e-10
1892,4.53738899627457e-10,2.8191591125040614e-09,4.53738899627457e-10,4.53738899627457e-10
1893,3.9856166779626637e-10,2.8430747121634324e-09,3.9856166779626637e-10,3.9856166779626637e-10
1894,3.1011756654716495e-10,2.3621358202774445e-09,3.1011756654716495e-10,3.1011756654716495e-10
1895,1.9627456802697096e-10,2.400167572628017e-09,1.9627456802697096e-10,1.9627456802697096e-10
1896,2.1565499386255738e-10,2.4078026080890223e-09,2.1565499386255738e-10,2.1565499386255738e-10
1897,2.579473936035827e-10,2.553655271369288e-09,2.579473936035827e-10,2.579473936035827e-10
1898,2.0964169289428014e-10,2.200993339965659e-09,2.0964169289428014e-10,2.0964169289428014e-10
1899,2.642834126146251e-10,2.201468483699541e-09,2.642834126146251e-10,2.642834126146251e-10
1900,2.823540171511699e-10,2.5160672434410003e-09,2.823540171511699e-10,2.823540171511699e-10
1901,2.9453561811720874e-10,2.9097988145971546e-09,2.9453561811720874e-10,2.9453561811720874e-10
1902,3.59455861901178e-10,2.8968003868661593e-09,3.59455861901178e-10,3.59455861901178e-10
1903,3.560145809108509e-10,2.8848488042854115e-09,3.560145809108509e-10,3.560145809108509e-10
1904,3.106920217131405e-10,2.752874119136907e-09,3.106920217131405e-10,3.106920217131405e-10
1905,3.175649644043028e-10,3.0868041139037975e-09,3.175649644043028e-10,3.175649644043028e-10
1906,3.715281475326547e-10,3.092186728892443e-09,3.715281475326547e-10,3.715281475326547e-10
1907,3.8275789085836665e-10,3.0784433097912664e-09,3.8275789085836665e-10,3.8275789085836665e-10
1908,4.171067836360771e-10,3.312363240835582e-09,4.171067836360771e-10,4.171067836360771e-10
1909,3.7235836041522267e-10,3.7190145883516023e-09,3.7235836041522267e-10,3.7235836041522267e-10
1910,4.252886653954846e-10,3.786682967188426e-09,4.252886653954846e-10,4.252886653954846e-10
1911,4.19661242264827e-10,4.502946587032446e-09,4.19661242264827e-10,4.19661242264827e-10
1912,3.875020086553858e-10,4.449968488933515e-09,3.875020086553858e-10,3.875020086553858e-10
1913,3.3608878180491075e-10,4.619712675893847e-09,3.3608878180491075e-10,3.3608878180491075e-10
1914,4.091038599155336e-10,4.632948120380271e-09,4.091038599155336e-10,4.091038599155336e-10
1915,4.0423648357228766e-10,4.567896727536436e-09,4.0423648357228766e-10,4.0423648357228766e-10
1916,4.2310090550160394e-10,4.567419395077163e-09,4.2310090550160394e-10,4.2310090550160394e-10
1917,3.821629243220112e-10,4.392579411316433e-09,3.821629243220112e-10,3.821629243220112e-10
1918,3.9775008287001867e-10,3.6350577468726085e-09,3.9775008287001867e-10,3.9775008287001867e-10
1919,4.3995059777796845e-10,4.3539250934746374e-09,4.3995059777796845e-10,4.3995059777796845e-10
1920,3.827589217797467e-10,5.14200225256088e-09,3.827589217797467e-10,3.827589217797467e-10
1921,3.6477832064475887e-10,5.455792769940412e-09,3.6477832064475887e-10,3.6477832064475887e-10
1922,3.4932602247358547e-10,5.463089155658249e-09,3.4932602247358547e-10,3.4932602247358547e-10
1923,3.136720169319826e-10,6.068084701382759e-09,3.136720169319826e-10,3.136720169319826e-10
1924,3.345836088345219e-10,6.420219847821532e-09,3.345836088345219e-10,3.345836088345219e-10
1925,3.2307300287407314e-10,6.684723251128486e-09,3.2307300287407314e-10,3.2307300287407314e-10
1926,2.749672354886355e-10,8.029431976451309e-09,2.749672354886355e-10,2.749672354886355e-10
1927,3.4318236744442944e-10,7.547794389495266e-09,3.4318236744442944e-10,3.4318236744442944e-10
1928,3.04466515491494e-10,8.604536638756599e-09,3.04466515491494e-10,3.04466515491494e-10
