ngram,Geoport,Geopr,Geport
1851,0.0,4.642859509549981e-11,0.0
1852,0.0,4.642859509549981e-11,0.0
1853,0.0,4.642859509549981e-11,0.0
1854,0.0,9.6930455725389e-11,0.0
1855,0.0,9.6930455725389e-11,0.0
1856,0.0,9.6930455725389e-11,0.0
1857,4.8134226763149204e-11,9.6930455725389e-11,9.626845352629841e-11
1858,4.8134226763149204e-11,1.0810537385909567e-10,9.626845352629841e-11
1859,4.8134226763149204e-11,1.0810537385909567e-10,9.626845352629841e-11
1860,4.8134226763149204e-11,1.0810537385909567e-10,1.5726366240999467e-10
1861,4.8134226763149204e-11,5.7603513229206473e-11,2.1375034282249723e-10
1862,4.8134226763149204e-11,5.7603513229206473e-11,2.6946861408916334e-10
1863,4.8134226763149204e-11,5.7603513229206473e-11,2.6946861408916334e-10
1864,0.0,1.0469863468262223e-10,2.673904034696964e-10
1865,0.0,4.709512145341575e-11,2.673904034696964e-10
1866,0.0,4.709512145341575e-11,3.116300233736118e-10
1867,0.0,4.709512145341575e-11,2.5063481448991555e-10
1868,0.0,4.709512145341575e-11,1.94148134077413e-10
1869,0.0,4.709512145341575e-11,1.3842986281074688e-10
1870,0.0,4.709512145341575e-11,1.3842986281074688e-10
1871,0.0,0.0,4.4239619903915386e-11
1872,0.0,0.0,4.4239619903915386e-11
1873,0.0,0.0,0.0
1874,0.0,0.0,0.0
1875,0.0,0.0,4.011503034513047e-11
1876,0.0,7.66639688240137e-11,4.011503034513047e-11
1877,0.0,1.1161564133261542e-10,4.011503034513047e-11
1878,0.0,1.1161564133261542e-10,4.011503034513047e-11
1879,0.0,1.8144326913953941e-10,4.011503034513047e-11
1880,0.0,2.8010331752449854e-10,4.011503034513047e-11
1881,0.0,3.1166891290013155e-10,4.011503034513047e-11
1882,0.0,3.1166891290013155e-10,3.240957898878857e-11
1883,0.0,2.9925020001669063e-10,3.240957898878857e-11
1884,0.0,2.642985275080889e-10,3.240957898878857e-11
1885,0.0,2.642985275080889e-10,3.240957898878857e-11
1886,0.0,1.9447089970116493e-10,3.240957898878857e-11
1887,0.0,9.581085131620576e-11,3.240957898878857e-11
1888,0.0,6.424525594057279e-11,3.240957898878857e-11
1889,0.0,6.424525594057279e-11,0.0
1890,0.0,5.059138029141406e-11,0.0
1891,0.0,1.2740653770088832e-10,0.0
1892,0.0,1.7234970197042643e-10,0.0
1893,0.0,1.7234970197042643e-10,0.0
1894,0.0,2.165332476814338e-10,0.0
1895,0.0,2.588756629697185e-10,0.0
1896,0.0,2.588756629697185e-10,0.0
1897,0.0,2.0828428267830442e-10,0.0
1898,0.0,1.3146912526883015e-10,1.8038167784847507e-10
1899,0.0,8.652596099929205e-11,1.8038167784847507e-10
1900,1.8070604536544822e-11,8.652596099929205e-11,1.9845228238501988e-10
1901,1.8070604536544822e-11,4.234241528828469e-11,2.1558896929579115e-10
1902,1.8070604536544822e-11,1.721829028562232e-11,2.1558896929579115e-10
1903,1.8070604536544822e-11,1.721829028562232e-11,2.1558896929579115e-10
1904,1.8070604536544822e-11,4.892577018126129e-11,2.3144270924361062e-10
1905,1.8070604536544822e-11,6.417263248570393e-11,5.106103139513556e-11
1906,1.8070604536544822e-11,9.520260472818874e-11,6.657601751637797e-11
1907,0.0,1.0985277865931714e-10,6.315558691096155e-11
1908,0.0,1.373016868850512e-10,4.6018900000190295e-11
1909,0.0,1.200833965994289e-10,4.6018900000190295e-11
1910,0.0,1.200833965994289e-10,5.979278976704044e-11
1911,0.0,8.837591670378992e-11,4.393904981922095e-11
1912,0.0,1.0195727000767668e-10,4.393904981922095e-11
1913,0.0,9.952313576430275e-11,4.2721982697533993e-11
1914,0.0,1.1410594096578869e-10,2.807180876640558e-11
1915,0.0,1.663506495251456e-10,4.401053133040733e-11
1916,0.0,2.115062351450346e-10,4.401053133040733e-11
1917,0.0,2.115062351450346e-10,3.023664156355719e-11
1918,0.0,2.115062351450346e-10,4.461688062657692e-11
1919,0.0,1.9688376623472337e-10,5.882262732459509e-11
1920,0.0,1.9148958311866948e-10,4.452470832503965e-11
1921,0.0,1.6225660398605513e-10,4.452470832503965e-11
1922,0.0,8.256298720096415e-11,2.8585985761037894e-11
1923,0.0,3.740740158107516e-11,2.8585985761037894e-11
1924,0.0,3.740740158107516e-11,5.300751603527181e-11
1925,0.0,6.041257672689021e-11,3.862727697225208e-11
1926,2.292296313084157e-11,6.912979315971362e-11,2.4421530274233915e-11
1927,2.292296313084157e-11,6.86665169169487e-11,2.4421530274233915e-11
1928,2.292296313084157e-11,6.86665169169487e-11,2.4421530274233915e-11
1929,2.292296313084157e-11,6.86665169169487e-11,4.970732753977509e-11
1930,2.292296313084157e-11,1.2312130283552237e-10,4.970732753977509e-11
1931,2.292296313084157e-11,1.49354312647557e-10,2.5285797265541176e-11
1932,2.292296313084157e-11,1.2634913750174193e-10,2.5285797265541176e-11
1933,0.0,1.0342617437090037e-10,2.5285797265541176e-11
1934,0.0,8.06877957306083e-11,2.5285797265541176e-11
1935,0.0,1.0291012883126679e-10,2.5285797265541176e-11
1936,0.0,1.0291012883126679e-10,0.0
1937,0.0,1.1578259779503647e-10,0.0
1938,0.0,8.954958798300185e-11,0.0
1939,0.0,1.144436133161873e-10,0.0
1940,0.0,1.402368756834146e-10,0.0
1941,0.0,1.6781544606317818e-10,0.0
1942,0.0,1.7050115882647328e-10,0.0
1943,0.0,1.7050115882647328e-10,2.1453325227405173e-11
1944,1.8971322528799864e-11,1.221452264729298e-10,2.1453325227405173e-11
1945,1.8971322528799864e-11,1.221452264729298e-10,2.1453325227405173e-11
1946,1.8971322528799864e-11,9.725120113974433e-11,2.1453325227405173e-11
1947,1.8971322528799864e-11,7.145793877251703e-11,2.1453325227405173e-11
1948,1.8971322528799864e-11,6.097936838018419e-11,5.565332520226665e-11
1949,1.8971322528799864e-11,5.307748486758714e-11,8.966564990497972e-11
1950,1.8971322528799864e-11,5.307748486758714e-11,6.821232467757454e-11
1951,0.0,5.065526073996399e-11,8.476142307875127e-11
1952,0.0,5.065526073996399e-11,8.476142307875127e-11
1953,0.0,5.065526073996399e-11,8.476142307875127e-11
1954,0.0,5.065526073996399e-11,1.1379333487398263e-10
1955,0.0,6.25437648100429e-11,7.959333489912116e-11
1956,1.346800548069587e-11,4.553760245868637e-11,4.55810101964081e-11
1957,1.346800548069587e-11,7.102505389378067e-11,4.55810101964081e-11
1958,1.346800548069587e-11,6.637776340483776e-11,2.903191179523138e-11
1959,1.346800548069587e-11,7.767170240313703e-11,4.032585079353065e-11
1960,1.346800548069587e-11,8.825956334826809e-11,4.032585079353065e-11
1961,1.346800548069587e-11,9.951513224581987e-11,7.882735436615107e-11
1962,2.3669761587249585e-11,1.0113189650797137e-10,7.882735436615107e-11
1963,1.0201756106553717e-11,1.0113189650797137e-10,7.882735436615107e-11
1964,1.0201756106553717e-11,8.463775513778415e-11,7.882735436615107e-11
1965,1.0201756106553717e-11,8.155102882672388e-11,7.882735436615107e-11
1966,1.0201756106553717e-11,7.905016125813497e-11,1.5546412569987312e-10
1967,1.0201756106553717e-11,1.3037505301540164e-10,1.6430880465735853e-10
1968,1.0201756106553717e-11,1.2797602561009924e-10,9.677538928950672e-11
1969,0.0,1.2430141340827713e-10,1.0575227499254325e-10
1970,0.0,1.4184043126538474e-10,1.0575227499254325e-10
1971,0.0,1.3284712120047766e-10,1.0575227499254325e-10
1972,8.695445157564612e-12,1.93595600859821e-10,1.1444772015010786e-10
1973,8.695445157564612e-12,2.0956482085380098e-10,3.477110662889313e-11
1974,8.695445157564612e-12,1.639470741705245e-10,3.407393068096834e-11
1975,8.695445157564612e-12,1.7130953302738457e-10,6.651193137918732e-11
1976,8.695445157564612e-12,1.9259746476223734e-10,6.557147681972099e-11
1977,8.695445157564612e-12,1.830848577902674e-10,6.557147681972099e-11
1978,1.6855373743566002e-11,2.075646430526363e-10,7.373140540572237e-11
1979,8.15992858600139e-12,1.7863958625844286e-10,7.316366114142246e-11
1980,3.1670411828769016e-11,2.0873508774618291e-10,7.274639174778156e-11
1981,3.1670411828769016e-11,2.305890736290347e-10,7.222868731686966e-11
1982,6.131639194400279e-11,3.107195096457056e-10,4.7202181647459134e-11
1983,6.871889763575873e-11,2.9211094456003753e-10,4.6568256195644864e-11
1984,6.871889763575873e-11,3.134869070680375e-10,4.6568256195644864e-11
1985,6.055896904975735e-11,2.890071218056686e-10,4.564240255585819e-11
1986,6.055896904975735e-11,2.5527717241656337e-10,3.75147016625935e-11
1987,4.3735953351006376e-11,2.0710684704914962e-10,2.967787424542781e-11
1988,4.3735953351006376e-11,1.6895785514717661e-10,3.591089528917227e-11
1989,3.404600807626374e-11,8.591244233881388e-11,3.5151412039072636e-11
1990,3.9958426944248466e-11,5.6302419571790146e-11,4.7721293186927685e-11
1991,1.7791305878930456e-10,2.6900046178652507e-11,4.7721293186927685e-11
1992,3.942328304085141e-10,4.598708368473505e-11,5.3211910572281695e-11
1993,7.034180792405856e-10,5.196124730885313e-11,5.3211910572281695e-11
1994,7.942775584072034e-10,4.527377976483647e-11,5.971504045211771e-11
1995,8.581488714076713e-10,4.527377976483647e-11,4.585222082972454e-11
1996,9.264213880160505e-10,3.196975620741885e-11,3.920020905101573e-11
1997,9.246115123540122e-10,3.196975620741885e-11,1.9227822211404747e-11
1998,8.15545817386568e-10,3.196975620741885e-11,1.9227822211404747e-11
1999,6.154957783523405e-10,2.3729207091324358e-11,6.503129879836018e-12
2000,3.1150295884407875e-10,1.6038917713797776e-11,3.2465276994519954e-11
2001,2.3423893231812517e-10,2.1109647759967995e-11,2.5962147114683934e-11
2002,1.811047269492264e-10,2.6478201575752536e-11,2.5962147114683934e-11
2003,9.287617550035598e-11,2.6478201575752536e-11,2.5962147114683934e-11
2004,1.2174349474964556e-10,3.152474759412652e-11,2.5962147114683934e-11
2005,9.782315136502057e-11,4.146193458010039e-11,2.5962147114683934e-11
2006,8.669999093657843e-11,3.061544619011234e-11,6.198815072355757e-11
2007,8.15075616127687e-11,2.5423016866302615e-11,3.602600360887363e-11
2008,6.122464142808783e-11,2.0352286820132395e-11,3.602600360887363e-11
2009,7.123092889336848e-11,1.4983733004347854e-11,3.602600360887363e-11
2010,7.123092889336848e-11,1.4983733004347854e-11,3.602600360887363e-11
2011,3.085856074637659e-11,9.937186985973868e-12,3.602600360887363e-11
2012,2.5889967253389656e-11,0.0,3.602600360887363e-11
2013,2.0743395096849734e-11,0.0,0.0
2014,7.789664548317278e-11,0.0,0.0
2015,7.789664548317278e-11,0.0,0.0
2016,5.715325038632305e-11,0.0,0.0
2017,6.667879211737689e-11,0.0,0.0
2018,8.001455054085227e-11,0.0,0.0
2019,1.0001818817606534e-10,0.0,0.0
