ngram,Job Control Language
1500,0.0
1501,0.0
1502,0.0
1503,0.0
1504,0.0
1505,0.0
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,0.0
1519,0.0
1520,0.0
1521,0.0
1522,0.0
1523,0.0
1524,0.0
1525,0.0
1526,0.0
1527,0.0
1528,0.0
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,0.0
1543,0.0
1544,0.0
1545,0.0
1546,0.0
1547,0.0
1548,0.0
1549,0.0
1550,0.0
1551,0.0
1552,0.0
1553,0.0
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,0.0
1567,0.0
1568,0.0
1569,0.0
1570,0.0
1571,0.0
1572,0.0
1573,0.0
1574,0.0
1575,0.0
1576,0.0
1577,0.0
1578,0.0
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1590,0.0
1591,0.0
1592,0.0
1593,0.0
1594,0.0
1595,0.0
1596,0.0
1597,0.0
1598,0.0
1599,0.0
1600,0.0
1601,0.0
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,0.0
1615,0.0
1616,0.0
1617,0.0
1618,0.0
1619,0.0
1620,0.0
1621,0.0
1622,0.0
1623,0.0
1624,0.0
1625,0.0
1626,0.0
1627,0.0
1628,0.0
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,0.0
1639,0.0
1640,0.0
1641,0.0
1642,0.0
1643,0.0
1644,0.0
1645,0.0
1646,0.0
1647,0.0
1648,0.0
1649,0.0
1650,0.0
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,0.0
1663,0.0
1664,0.0
1665,0.0
1666,0.0
1667,0.0
1668,0.0
1669,0.0
1670,0.0
1671,0.0
1672,0.0
1673,0.0
1674,0.0
1675,0.0
1676,0.0
1677,0.0
1678,0.0
1679,0.0
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,0.0
1685,0.0
1686,0.0
1687,0.0
1688,0.0
1689,0.0
1690,0.0
1691,0.0
1692,0.0
1693,0.0
1694,0.0
1695,0.0
1696,0.0
1697,0.0
1698,0.0
1699,0.0
1700,0.0
1701,0.0
1702,0.0
1703,0.0
1704,0.0
1705,0.0
1706,0.0
1707,0.0
1708,0.0
1709,0.0
1710,0.0
1711,0.0
1712,0.0
1713,0.0
1714,0.0
1715,0.0
1716,0.0
1717,0.0
1718,0.0
1719,0.0
1720,0.0
1721,0.0
1722,0.0
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,0.0
1728,0.0
1729,0.0
1730,0.0
1731,0.0
1732,0.0
1733,0.0
1734,0.0
1735,0.0
1736,0.0
1737,0.0
1738,0.0
1739,0.0
1740,0.0
1741,0.0
1742,0.0
1743,0.0
1744,0.0
1745,0.0
1746,0.0
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1751,0.0
1752,0.0
1753,0.0
1754,0.0
1755,0.0
1756,0.0
1757,0.0
1758,0.0
1759,0.0
1760,0.0
1761,0.0
1762,0.0
1763,0.0
1764,0.0
1765,0.0
1766,0.0
1767,0.0
1768,0.0
1769,0.0
1770,0.0
1771,0.0
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,0.0
1779,0.0
1780,0.0
1781,0.0
1782,0.0
1783,0.0
1784,0.0
1785,0.0
1786,0.0
1787,0.0
1788,0.0
1789,0.0
1790,0.0
1791,0.0
1792,0.0
1793,0.0
1794,0.0
1795,0.0
1796,0.0
1797,0.0
1798,0.0
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1810,0.0
1811,0.0
1812,0.0
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,0.0
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,0.0
1831,0.0
1832,0.0
1833,0.0
1834,0.0
1835,0.0
1836,0.0
1837,0.0
1838,0.0
1839,0.0
1840,0.0
1841,0.0
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,0.0
1850,0.0
1851,0.0
1852,0.0
1853,0.0
1854,0.0
1855,0.0
1856,0.0
1857,0.0
1858,0.0
1859,0.0
1860,0.0
1861,0.0
1862,0.0
1863,0.0
1864,0.0
1865,0.0
1866,0.0
1867,0.0
1868,0.0
1869,0.0
1870,0.0
1871,0.0
1872,0.0
1873,0.0
1874,0.0
1875,0.0
1876,0.0
1877,0.0
1878,0.0
1879,0.0
1880,0.0
1881,0.0
1882,0.0
1883,0.0
1884,0.0
1885,0.0
1886,0.0
1887,0.0
1888,0.0
1889,0.0
1890,0.0
1891,0.0
1892,0.0
1893,0.0
1894,0.0
1895,0.0
1896,0.0
1897,0.0
1898,0.0
1899,0.0
1900,0.0
1901,0.0
1902,0.0
1903,0.0
1904,0.0
1905,0.0
1906,0.0
1907,0.0
1908,0.0
1909,0.0
1910,0.0
1911,0.0
1912,0.0
1913,1.4297918999555443e-11
1914,1.4297918999555443e-11
1915,1.4297918999555443e-11
1916,1.4297918999555443e-11
1917,1.4297918999555443e-11
1918,1.4297918999555443e-11
1919,1.4297918999555443e-11
1920,0.0
1921,0.0
1922,0.0
1923,0.0
1924,0.0
1925,0.0
1926,0.0
1927,2.501221610781304e-10
1928,2.501221610781304e-10
1929,2.501221610781304e-10
1930,2.773495540374173e-10
1931,2.773495540374173e-10
1932,3.7192253840182387e-10
1933,3.7192253840182387e-10
1934,1.2180037732369342e-10
1935,1.2180037732369342e-10
1936,1.2180037732369342e-10
1937,9.457298436440657e-11
1938,9.457298436440657e-11
1939,2.4894025333185457e-11
1940,2.4894025333185457e-11
1941,2.4894025333185457e-11
1942,4.980207119713904e-11
1943,4.980207119713904e-11
1944,1.4465868582367947e-10
1945,1.6342810636528681e-10
1946,1.550821851889087e-10
1947,3.7032286760916936e-10
1948,3.7032286760916936e-10
1949,3.4541482174521576e-10
1950,3.4541482174521576e-10
1951,2.505582071186753e-10
1952,2.474727357561411e-10
1953,2.623031048317895e-10
1954,4.706242241152887e-11
1955,4.706242241152887e-11
1956,4.706242241152887e-11
1957,5.980614812907601e-11
1958,2.0262783911079955e-10
1959,2.6600145994600966e-10
1960,3.4050159418232337e-10
1961,3.6301273197742693e-10
1962,4.4462678082985667e-10
1963,8.110694665489479e-10
1964,1.2479912520069192e-09
1965,1.73985545217002e-09
1966,3.2347576383357738e-09
1967,5.570010518294945e-09
1968,8.42587526734511e-09
1969,1.2940426698447384e-08
1970,1.6914891075105387e-08
1971,2.0161947476639497e-08
1972,2.3779334311159672e-08
1973,2.543272640106612e-08
1974,2.6600938848478758e-08
1975,2.794761247823122e-08
1976,2.747413623589117e-08
1977,2.71464346874544e-08
1978,2.6607605261931766e-08
1979,2.7012705215513832e-08
1980,2.958460574932685e-08
1981,3.061417912826008e-08
1982,3.022087266150006e-08
1983,2.9562556085644635e-08
1984,2.9408411959609892e-08
1985,2.9209256220091058e-08
1986,2.6935534945339767e-08
1987,2.3456833681783403e-08
1988,2.053690601704667e-08
1989,1.8687462498080876e-08
1990,1.6867483029362314e-08
1991,1.4401106592945974e-08
1992,1.2161314939212226e-08
1993,1.091798416754029e-08
1994,9.689958867044522e-09
1995,9.235621220174802e-09
1996,8.072586789507698e-09
1997,7.584451035467867e-09
1998,7.0988786912299216e-09
1999,7.692358686536442e-09
2000,7.398604015155083e-09
2001,7.056546267948858e-09
2002,6.291169775605811e-09
2003,6.023825343299498e-09
2004,5.3772690427373556e-09
2005,4.942172829710703e-09
2006,4.077499512636759e-09
2007,3.7195452115160575e-09
2008,3.566969164481293e-09
2009,3.706590272806969e-09
2010,3.4412423387055112e-09
2011,3.219369818349297e-09
2012,3.0036665852963195e-09
2013,2.759253682681008e-09
2014,2.44749752211147e-09
2015,2.0125256382032474e-09
2016,1.5739005654324956e-09
2017,1.5018824702413742e-09
2018,1.3992988989741661e-09
2019,1.3005755916672967e-09
