ngram,Quarantine,Quarntine,Quarntine,Quarantie
1628,0.0,0.0,0.0,0.0
1629,0.0,0.0,0.0,0.0
1630,0.0,0.0,0.0,0.0
1631,0.0,0.0,0.0,0.0
1632,0.0,0.0,0.0,0.0
1633,0.0,0.0,0.0,0.0
1634,0.0,0.0,0.0,0.0
1635,0.0,0.0,0.0,0.0
1636,0.0,0.0,0.0,0.0
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,8.017480013222666e-08,0.0,0.0,0.0
1661,8.017480013222666e-08,0.0,0.0,0.0
1662,8.017480013222666e-08,0.0,0.0,0.0
1663,8.017480013222666e-08,0.0,0.0,0.0
1664,8.017480013222666e-08,0.0,0.0,0.0
1665,8.017480013222666e-08,0.0,0.0,0.0
1666,8.017480013222666e-08,0.0,0.0,3.9948397605777634e-08
1667,0.0,0.0,0.0,3.9948397605777634e-08
1668,0.0,0.0,0.0,3.9948397605777634e-08
1669,0.0,0.0,0.0,3.9948397605777634e-08
1670,0.0,0.0,0.0,3.9948397605777634e-08
1671,0.0,0.0,0.0,3.9948397605777634e-08
1672,0.0,0.0,0.0,3.9948397605777634e-08
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,4.2946510347974254e-08,0.0,0.0,0.0
1677,4.2946510347974254e-08,0.0,0.0,0.0
1678,8.278365320230868e-08,0.0,0.0,0.0
1679,8.278365320230868e-08,0.0,0.0,0.0
1680,8.278365320230868e-08,0.0,0.0,0.0
1681,8.278365320230868e-08,0.0,0.0,0.0
1682,8.278365320230868e-08,0.0,0.0,0.0
1683,8.397159945161548e-08,0.0,0.0,0.0
1684,1.42414758589179e-07,0.0,0.0,0.0
1685,1.22783447409347e-07,0.0,0.0,0.0
1686,1.22783447409347e-07,0.0,0.0,0.0
1687,1.22783447409347e-07,0.0,0.0,0.0
1688,1.22783447409347e-07,0.0,0.0,0.0
1689,1.22783447409347e-07,0.0,0.0,0.0
1690,7.864899081206594e-08,0.0,0.0,2.0770290884034433e-08
1691,2.0205831674502406e-08,0.0,0.0,4.523634394055469e-08
1692,4.7336089080220386e-08,0.0,0.0,4.523634394055469e-08
1693,4.7336089080220386e-08,0.0,0.0,4.523634394055469e-08
1694,7.172163967490113e-08,0.0,0.0,4.523634394055469e-08
1695,1.4925565697662284e-07,0.0,0.0,4.523634394055469e-08
1696,1.4925565697662284e-07,0.0,0.0,4.523634394055469e-08
1697,1.4925565697662284e-07,0.0,0.0,2.446605305652026e-08
1698,1.5962692754913276e-07,0.0,0.0,0.0
1699,1.2536037883949446e-07,0.0,0.0,0.0
1700,1.2536037883949446e-07,0.0,0.0,0.0
1701,1.1064158757432909e-07,0.0,0.0,0.0
1702,3.3107570272607386e-08,0.0,0.0,0.0
1703,3.3107570272607386e-08,0.0,0.0,0.0
1704,3.3107570272607386e-08,0.0,0.0,0.0
1705,2.2736299700097462e-08,0.0,0.0,0.0
1706,2.0742142226026772e-08,0.0,0.0,0.0
1707,2.0742142226026772e-08,0.0,0.0,0.0
1708,1.1075382896511395e-08,0.0,0.0,9.645867342961928e-09
1709,1.1075382896511395e-08,0.0,0.0,9.645867342961928e-09
1710,4.55054295197702e-08,0.0,0.0,9.645867342961928e-09
1711,5.519775823716243e-08,0.0,0.0,9.645867342961928e-09
1712,9.865143774894542e-08,0.0,0.0,9.645867342961928e-09
1713,2.0657421982507783e-07,0.0,0.0,9.645867342961928e-09
1714,2.0657421982507783e-07,0.0,0.0,9.645867342961928e-09
1715,2.4054128086195957e-07,0.0,0.0,0.0
1716,3.0252598800676165e-07,0.0,0.0,0.0
1717,5.431865486928343e-07,0.0,0.0,0.0
1718,6.109117813528948e-07,0.0,0.0,0.0
1719,6.33306813467373e-07,0.0,0.0,0.0
1720,5.324309049521097e-07,0.0,0.0,0.0
1721,5.324309049521097e-07,0.0,0.0,0.0
1722,5.216466040077908e-07,0.0,0.0,0.0
1723,4.720122492228386e-07,0.0,0.0,0.0
1724,2.1453440065702774e-07,0.0,0.0,0.0
1725,2.0329341562533694e-07,0.0,0.0,0.0
1726,1.4383220202164792e-07,0.0,0.0,0.0
1727,1.3255266141852318e-07,0.0,0.0,0.0
1728,1.9734826344525963e-07,0.0,0.0,0.0
1729,2.1239736369693674e-07,0.0,0.0,0.0
1730,2.327799631781805e-07,0.0,0.0,0.0
1731,2.1516720443465992e-07,0.0,0.0,0.0
1732,1.92800293571541e-07,0.0,0.0,0.0
1733,2.3558618167385248e-07,0.0,0.0,0.0
1734,2.3390519743315963e-07,0.0,0.0,0.0
1735,1.691095954064232e-07,0.0,0.0,0.0
1736,1.4741470977241988e-07,0.0,0.0,0.0
1737,1.2160338615428502e-07,0.0,0.0,0.0
1738,1.545542837837794e-07,0.0,0.0,0.0
1739,2.0121027789952806e-07,0.0,0.0,0.0
1740,2.4937151010817615e-07,0.0,0.0,0.0
1741,2.739165328843488e-07,0.0,0.0,0.0
1742,2.9942602200857695e-07,0.0,0.0,1.2754744562114086e-08
1743,3.021518344732093e-07,0.0,0.0,1.2754744562114086e-08
1744,3.2647862927400896e-07,0.0,0.0,1.2754744562114086e-08
1745,3.1246245920816105e-07,0.0,0.0,1.2754744562114086e-08
1746,2.2199679960976937e-07,0.0,0.0,1.2754744562114086e-08
1747,1.2466218127623767e-07,0.0,0.0,1.2754744562114086e-08
1748,1.3135274709189355e-07,0.0,0.0,1.2754744562114086e-08
1749,1.6035134210921698e-07,0.0,0.0,0.0
1750,1.4438728638107738e-07,0.0,0.0,0.0
1751,1.3098455628072054e-07,0.0,0.0,0.0
1752,1.3933996026846023e-07,0.0,0.0,0.0
1753,1.3933996026846023e-07,0.0,0.0,0.0
1754,1.6026030356743247e-07,0.0,0.0,0.0
1755,1.508361377387603e-07,0.0,0.0,0.0
1756,1.0543446471444895e-07,0.0,0.0,0.0
1757,1.2954184163455856e-07,0.0,0.0,0.0
1758,1.3966441209894193e-07,0.0,0.0,0.0
1759,1.5759861225563198e-07,0.0,0.0,0.0
1760,1.6025997925542663e-07,0.0,0.0,0.0
1761,1.4211520341486254e-07,0.0,0.0,0.0
1762,1.3660270527436425e-07,0.0,0.0,0.0
1763,1.5304436575190395e-07,0.0,0.0,0.0
1764,1.7341981209792072e-07,0.0,0.0,0.0
1765,3.222960534645024e-07,0.0,0.0,0.0
1766,2.940769827018487e-07,0.0,0.0,0.0
1767,3.2086063862988924e-07,0.0,0.0,0.0
1768,3.502716217391415e-07,0.0,0.0,0.0
1769,3.4099600400492947e-07,0.0,0.0,0.0
1770,3.1833085399414684e-07,0.0,0.0,0.0
1771,2.731819430985232e-07,0.0,0.0,0.0
1772,1.0160960200218077e-07,0.0,0.0,5.272163658024251e-09
1773,8.719953191262317e-08,0.0,0.0,5.272163658024251e-09
1774,8.447913987400365e-08,0.0,0.0,5.272163658024251e-09
1775,7.251341343257017e-08,0.0,0.0,5.272163658024251e-09
1776,7.931496196330759e-08,0.0,0.0,5.272163658024251e-09
1777,7.64320403793103e-08,0.0,0.0,5.272163658024251e-09
1778,9.326740268988942e-08,0.0,0.0,5.272163658024251e-09
1779,9.055692475255586e-08,0.0,0.0,0.0
1780,1.4199195977734495e-07,0.0,0.0,0.0
1781,1.1717984576315693e-07,0.0,0.0,0.0
1782,1.2285662341428504e-07,0.0,0.0,0.0
1783,1.1909222991895213e-07,0.0,0.0,0.0
1784,1.9066453381201753e-07,0.0,0.0,0.0
1785,1.7605089475125624e-07,0.0,0.0,0.0
1786,2.3513373267495093e-07,0.0,0.0,0.0
1787,1.914166397451059e-07,0.0,0.0,2.5782832377022456e-09
1788,2.9925449699216446e-07,0.0,0.0,2.5782832377022456e-09
1789,2.803372041171315e-07,0.0,0.0,2.5782832377022456e-09
1790,2.761634943583756e-07,0.0,0.0,2.5782832377022456e-09
1791,2.3499824562480042e-07,0.0,0.0,2.5782832377022456e-09
1792,2.58438691145914e-07,0.0,0.0,2.5782832377022456e-09
1793,2.2341676445388918e-07,0.0,0.0,2.5782832377022456e-09
1794,2.8994851979697547e-07,0.0,0.0,0.0
1795,2.5691300058789626e-07,0.0,0.0,1.8265442491838257e-09
1796,2.9734077295578185e-07,0.0,0.0,1.8265442491838257e-09
1797,3.7076391582299297e-07,0.0,0.0,1.8265442491838257e-09
1798,4.005371546814526e-07,0.0,0.0,1.8265442491838257e-09
1799,3.85459273388733e-07,0.0,0.0,1.8265442491838257e-09
1800,5.663152852061362e-07,0.0,0.0,1.8265442491838257e-09
1801,5.382261463182658e-07,0.0,0.0,1.8265442491838257e-09
1802,5.357469774480705e-07,0.0,0.0,0.0
1803,6.132948848452153e-07,0.0,0.0,0.0
1804,5.480431448339524e-07,0.0,0.0,0.0
1805,5.257757667972587e-07,0.0,0.0,0.0
1806,6.301991330052001e-07,0.0,0.0,2.5855010196299387e-10
1807,4.4887317837297556e-07,0.0,0.0,2.5855010196299387e-10
1808,4.297731907497239e-07,0.0,0.0,2.5855010196299387e-10
1809,3.9027507016596375e-07,0.0,0.0,2.5855010196299387e-10
1810,2.9822766732325234e-07,0.0,0.0,2.5855010196299387e-10
1811,3.1369660291602486e-07,0.0,0.0,2.5855010196299387e-10
1812,3.4954453553837084e-07,0.0,0.0,2.5855010196299387e-10
1813,2.7729541735815086e-07,0.0,0.0,0.0
1814,3.060987532015653e-07,0.0,0.0,0.0
1815,3.4191769365017013e-07,0.0,0.0,0.0
1816,4.513310431418306e-07,0.0,0.0,0.0
1817,4.814783624494469e-07,0.0,0.0,0.0
1818,5.561798437676251e-07,0.0,0.0,0.0
1819,5.566659280832807e-07,0.0,0.0,0.0
1820,5.880685510614317e-07,0.0,0.0,0.0
1821,5.904477567193161e-07,0.0,0.0,0.0
1822,8.561097136602516e-07,0.0,0.0,0.0
1823,9.697079730943057e-07,0.0,0.0,0.0
1824,1.0494898836960992e-06,0.0,0.0,0.0
1825,9.86441331666096e-07,0.0,0.0,0.0
1826,9.588827083462093e-07,0.0,0.0,0.0
1827,9.310279511152788e-07,0.0,0.0,0.0
1828,9.951653225925838e-07,0.0,0.0,0.0
1829,7.442818912295479e-07,0.0,0.0,0.0
1830,5.484806706590462e-07,0.0,0.0,0.0
1831,4.638878051212357e-07,0.0,0.0,0.0
1832,4.934142176742691e-07,0.0,0.0,0.0
1833,5.169973909297758e-07,0.0,0.0,0.0
1834,5.311840912522062e-07,0.0,0.0,0.0
1835,4.773247285681594e-07,0.0,0.0,8.378339926602101e-10
1836,4.6462656249397174e-07,0.0,0.0,8.378339926602101e-10
1837,4.5742968625615633e-07,0.0,0.0,8.378339926602101e-10
1838,4.6345101623046503e-07,0.0,0.0,9.141597399699362e-10
1839,4.630611597024524e-07,7.578143668141024e-11,7.578143668141024e-11,9.141597399699362e-10
1840,4.803182288729399e-07,7.578143668141024e-11,7.578143668141024e-11,1.0653316720851284e-09
1841,4.958473149534777e-07,7.578143668141024e-11,7.578143668141024e-11,1.0653316720851284e-09
1842,4.998138852637826e-07,7.578143668141024e-11,7.578143668141024e-11,2.2749767942491824e-10
1843,5.791457746389434e-07,7.578143668141024e-11,7.578143668141024e-11,2.2749767942491824e-10
1844,6.329836220889515e-07,7.578143668141024e-11,7.578143668141024e-11,2.2749767942491824e-10
1845,6.683583170083043e-07,7.578143668141024e-11,7.578143668141024e-11,1.5117193211519212e-10
1846,7.563877976021363e-07,0.0,0.0,1.5117193211519212e-10
1847,7.703733980893698e-07,0.0,0.0,0.0
1848,7.817344810843809e-07,0.0,0.0,1.0937535004679993e-10
1849,8.383772426766103e-07,0.0,0.0,1.0937535004679993e-10
1850,7.854807141224487e-07,0.0,0.0,1.0937535004679993e-10
1851,7.846525623530656e-07,0.0,0.0,1.0937535004679993e-10
1852,8.841736140701479e-07,5.0561570803202876e-11,5.0561570803202876e-11,1.0937535004679993e-10
1853,8.765917576576092e-07,5.0561570803202876e-11,5.0561570803202876e-11,1.0937535004679993e-10
1854,9.27037701460774e-07,5.0561570803202876e-11,5.0561570803202876e-11,1.0937535004679993e-10
1855,1.0613617616529934e-06,1.0306331978325391e-10,1.0306331978325391e-10,0.0
1856,1.2772537567278569e-06,1.0306331978325391e-10,1.0306331978325391e-10,0.0
1857,1.3625633284521297e-06,1.0306331978325391e-10,1.0306331978325391e-10,0.0
1858,1.4651705799094219e-06,1.0306331978325391e-10,1.0306331978325391e-10,0.0
1859,1.4040745424738686e-06,5.250174898005103e-11,5.250174898005103e-11,6.09293885186649e-11
1860,1.3494616512486703e-06,5.250174898005103e-11,5.250174898005103e-11,6.09293885186649e-11
1861,1.2921167435056953e-06,5.250174898005103e-11,5.250174898005103e-11,6.09293885186649e-11
1862,1.208855426934211e-06,0.0,0.0,6.09293885186649e-11
1863,1.047242814625601e-06,0.0,0.0,6.09293885186649e-11
1864,1.0327286434273577e-06,0.0,0.0,6.09293885186649e-11
1865,9.779938555506566e-07,0.0,0.0,1.0515593951154756e-10
1866,9.772476476298055e-07,0.0,0.0,4.422655099288266e-11
1867,9.870338349823475e-07,0.0,0.0,4.422655099288266e-11
1868,1.0039101506923283e-06,0.0,0.0,8.903824899597623e-11
1869,9.899021863800174e-07,0.0,0.0,8.903824899597623e-11
1870,9.350810858320204e-07,4.223646036091314e-11,4.223646036091314e-11,8.903824899597623e-11
1871,8.886556364424385e-07,4.223646036091314e-11,4.223646036091314e-11,1.29614311347329e-10
1872,8.617745785548842e-07,4.223646036091314e-11,4.223646036091314e-11,8.538776035444634e-11
1873,8.229518958354934e-07,4.223646036091314e-11,4.223646036091314e-11,8.538776035444634e-11
1874,8.254713748101494e-07,4.223646036091314e-11,4.223646036091314e-11,8.538776035444634e-11
1875,8.669785935515912e-07,4.223646036091314e-11,4.223646036091314e-11,4.057606235135276e-11
1876,9.57633574216743e-07,8.056844477291999e-11,8.056844477291999e-11,7.890804676335961e-11
1877,1.0301908933537822e-06,3.833198441200685e-11,3.833198441200685e-11,7.890804676335961e-11
1878,1.0796865857238508e-06,3.833198441200685e-11,3.833198441200685e-11,3.833198441200685e-11
1879,1.1710660032804299e-06,3.833198441200685e-11,3.833198441200685e-11,3.833198441200685e-11
1880,1.263837849104935e-06,3.833198441200685e-11,3.833198441200685e-11,3.833198441200685e-11
1881,1.3405596876379735e-06,3.833198441200685e-11,3.833198441200685e-11,6.989757978763983e-11
1882,1.3774486952960224e-06,3.833198441200685e-11,3.833198441200685e-11,6.989757978763983e-11
1883,1.319822201496988e-06,0.0,0.0,3.156559537563299e-11
1884,1.2994153491620506e-06,0.0,0.0,3.156559537563299e-11
1885,1.3395691179799281e-06,0.0,0.0,1.476587066903282e-10
1886,1.3110128682975691e-06,0.0,0.0,1.476587066903282e-10
1887,1.2822316648453125e-06,0.0,0.0,2.3056061425132312e-10
1888,1.285501493189908e-06,0.0,0.0,6.040376532290281e-10
1889,1.300872083577685e-06,0.0,0.0,6.302085480453761e-10
1890,1.455729553916691e-06,2.529569014570703e-11,2.529569014570703e-11,6.555042381910831e-10
1891,1.5421652018890849e-06,5.090074195468475e-11,5.090074195468475e-11,6.811092900000609e-10
1892,1.5699272028411672e-06,5.090074195468475e-11,5.090074195468475e-11,5.650161786853656e-10
1893,1.639848181054861e-06,5.090074195468475e-11,5.090074195468475e-11,5.650161786853656e-10
1894,1.714007518265654e-06,5.090074195468475e-11,5.090074195468475e-11,6.146649082573927e-10
1895,1.7421867174302212e-06,9.324315724296944e-11,9.324315724296944e-11,2.3079348154819712e-10
1896,1.8019750963763466e-06,9.324315724296944e-11,9.324315724296944e-11,2.240030125674356e-10
1897,1.7318229278576576e-06,6.79474670972624e-11,6.79474670972624e-11,1.9870732242172855e-10
1898,1.7698598964800892e-06,4.234241528828469e-11,4.234241528828469e-11,1.9114043879410658e-10
1899,1.8596980778186532e-06,7.877022843518132e-11,7.877022843518132e-11,3.9149341110203805e-10
1900,1.9320019646329456e-06,7.877022843518132e-11,7.877022843518132e-11,4.457052247116725e-10
1901,2.0607947297841226e-06,7.877022843518132e-11,7.877022843518132e-11,3.645646463284231e-10
1902,2.101980109208463e-06,3.642781314689663e-11,3.642781314689663e-11,7.394141152535941e-10
1903,2.1329711411713755e-06,3.642781314689663e-11,3.642781314689663e-11,8.634859870777183e-10
1904,2.1337569445937073e-06,3.642781314689663e-11,3.642781314689663e-11,1.1329995731295434e-09
1905,2.126370450891305e-06,3.642781314689663e-11,3.642781314689663e-11,1.1911957174616715e-09
1906,2.052878958888219e-06,0.0,0.0,1.1925375647298913e-09
1907,1.9573931240302045e-06,0.0,0.0,1.1676260989825137e-09
1908,1.8726046359266287e-06,2.744890822573406e-11,2.744890822573406e-11,1.116216040232741e-09
1909,1.8914651036538999e-06,6.879193643299125e-11,6.879193643299125e-11,7.753193999514098e-10
1910,1.9001746847737065e-06,6.879193643299125e-11,6.879193643299125e-11,6.318671022916991e-10
1911,2.0199255946603704e-06,1.1072573413706266e-10,1.1072573413706266e-10,3.903093800542276e-10
1912,2.0335889660470585e-06,1.2513984194122736e-10,1.2513984194122736e-10,3.140750675407438e-10
1913,2.085415612132887e-06,1.5373567994033825e-10,1.5373567994033825e-10,1.1238024796459253e-10
1914,2.195441408860331e-06,1.5373567994033825e-10,1.5373567994033825e-10,1.1231287923495005e-10
1915,2.222997116924879e-06,1.262867717146042e-10,1.262867717146042e-10,1.1231287923495005e-10
1916,2.312069682375295e-06,8.494374350734698e-11,8.494374350734698e-11,5.7188842946967864e-11
1917,2.3421927315731798e-06,8.494374350734698e-11,8.494374350734698e-11,5.7188842946967864e-11
1918,2.2947411123043693e-06,4.300994580327558e-11,4.300994580327558e-11,2.923297913261434e-11
1919,2.3132506612455472e-06,5.7007331395147225e-11,5.7007331395147225e-11,2.923297913261434e-11
1920,2.443014019653284e-06,2.841149339603634e-11,2.841149339603634e-11,5.2434634015671324e-11
1921,2.522420085629814e-06,2.841149339603634e-11,2.841149339603634e-11,2.3201654883056986e-11
1922,2.6315232649462165e-06,2.841149339603634e-11,2.841149339603634e-11,1.198068390527242e-10
1923,2.614651391143395e-06,2.841149339603634e-11,2.841149339603634e-11,1.198068390527242e-10
1924,2.6926025904166247e-06,5.2833023670270254e-11,5.2833023670270254e-11,1.198068390527242e-10
1925,2.7786378658285164e-06,9.884337396190038e-11,9.884337396190038e-11,1.198068390527242e-10
1926,2.92215028301663e-06,7.043188056586404e-11,7.043188056586404e-11,1.6565276531440735e-10
1927,3.001624236276257e-06,9.31702592061561e-11,9.31702592061561e-11,1.8792786771193448e-10
1928,3.0162451756560974e-06,9.31702592061561e-11,9.31702592061561e-11,2.7916581348184724e-10
1929,3.0397422311320303e-06,9.31702592061561e-11,9.31702592061561e-11,2.3313222384326235e-10
1930,3.173375944243162e-06,9.31702592061561e-11,9.31702592061561e-11,2.8758700976183604e-10
1931,3.209243784242842e-06,6.874872893192219e-11,6.874872893192219e-11,4.44985072599126e-10
1932,3.3424698488358573e-06,2.273837864029206e-11,2.273837864029206e-11,4.44985072599126e-10
1933,3.3550568982069047e-06,2.273837864029206e-11,2.273837864029206e-11,3.991391463374429e-10
1934,3.3465253506749704e-06,0.0,0.0,3.536623890568588e-10
1935,3.3626715776335914e-06,4.444466620131696e-11,4.444466620131696e-11,2.6242444328694603e-10
1936,3.4593909796447927e-06,6.538209854475444e-11,6.538209854475444e-11,2.1185284875586367e-10
1937,3.415475053511078e-06,6.538209854475444e-11,6.538209854475444e-11,1.5739806283729e-10
1938,3.502782874420518e-06,8.713434933899883e-11,8.713434933899883e-11,2.175225079424438e-11
1939,3.394381760049977e-06,8.713434933899883e-11,8.713434933899883e-11,2.175225079424438e-11
1940,3.315229508059149e-06,1.1292761170622612e-10,1.1292761170622612e-10,2.175225079424438e-11
1941,3.231868829191496e-06,1.1292761170622612e-10,1.1292761170622612e-10,2.175225079424438e-11
1942,3.1611985897533098e-06,9.339099136886273e-11,9.339099136886273e-11,2.175225079424438e-11
1943,2.968555561113005e-06,1.153602094802356e-10,1.153602094802356e-10,2.175225079424438e-11
1944,2.8936421066256505e-06,1.3433153200903547e-10,1.3433153200903547e-10,2.175225079424438e-11
1945,2.7350979183081236e-06,1.3134870175639842e-10,1.3134870175639842e-10,0.0
1946,2.7380385095706776e-06,1.4789680591320575e-10,1.4789680591320575e-10,0.0
1947,2.645043715736912e-06,1.55217495602576e-10,1.55217495602576e-10,0.0
1948,2.52146446655388e-06,1.7231749559000675e-10,1.7231749559000675e-10,0.0
1949,2.451262389513431e-06,1.644156120774097e-10,1.644156120774097e-10,0.0
1950,2.4134593396801004e-06,1.2150896162259935e-10,1.2150896162259935e-10,0.0
1951,2.2939972593251568e-06,1.0253763909379948e-10,1.0253763909379948e-10,0.0
1952,2.1565870643566347e-06,8.376821855219215e-11,8.376821855219215e-11,0.0
1953,1.9366542898881434e-06,6.722011439538481e-11,6.722011439538481e-11,1.5689236616227883e-11
1954,1.8008078086495516e-06,6.313807413401865e-11,6.313807413401865e-11,1.5689236616227883e-11
1955,1.7241051507101344e-06,4.603807414658791e-11,4.603807414658791e-11,1.5689236616227883e-11
1956,1.575474064858489e-06,4.249991727592725e-11,4.249991727592725e-11,1.5689236616227883e-11
1957,1.4271547732797835e-06,4.249991727592725e-11,4.249991727592725e-11,6.666413948641647e-11
1958,1.3159206966000575e-06,6.630353310039488e-11,6.630353310039488e-11,7.856594739865029e-11
1959,1.2197965263892132e-06,6.630353310039488e-11,6.630353310039488e-11,8.917295790666913e-10
1960,1.1569254151514282e-06,6.630353310039488e-11,6.630353310039488e-11,9.501553660925692e-10
1961,1.1392880878702272e-06,4.852719020271528e-11,4.852719020271528e-11,9.501553660925692e-10
1962,1.053912082430283e-06,7.913245852237643e-11,7.913245852237643e-11,9.501553660925692e-10
