ngram,Schema,Schma,Scema,Scma
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,4.9116830983361326e-08,0.0,0.0,0.0
1646,4.9116830983361326e-08,0.0,0.0,0.0
1647,4.9116830983361326e-08,0.0,0.0,0.0
1648,4.9116830983361326e-08,0.0,0.0,0.0
1649,4.9116830983361326e-08,0.0,0.0,0.0
1650,4.9116830983361326e-08,0.0,0.0,0.0
1651,4.9116830983361326e-08,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,3.9302981187055204e-08,0.0,0.0,0.0
1665,3.9302981187055204e-08,0.0,0.0,0.0
1666,1.1919977639861048e-07,0.0,0.0,0.0
1667,1.1919977639861048e-07,0.0,0.0,0.0
1668,1.1919977639861048e-07,0.0,0.0,0.0
1669,1.1919977639861048e-07,0.0,0.0,0.0
1670,1.1919977639861048e-07,0.0,0.0,0.0
1671,7.989679521155527e-08,0.0,0.0,0.0
1672,7.989679521155527e-08,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,2.0770290884034433e-08,0.0,0.0,0.0
1691,2.0770290884034433e-08,0.0,0.0,0.0
1692,2.0770290884034433e-08,0.0,0.0,0.0
1693,2.0770290884034433e-08,0.0,0.0,0.0
1694,6.954139207339591e-08,0.0,0.0,0.0
1695,6.954139207339591e-08,0.0,6.202721384137736e-08,0.0
1696,6.954139207339591e-08,0.0,6.202721384137736e-08,0.0
1697,4.8771101189361484e-08,0.0,6.202721384137736e-08,7.347074821544603e-09
1698,5.914237176187141e-08,0.0,6.202721384137736e-08,7.347074821544603e-09
1699,8.528145250303559e-08,0.0,6.202721384137736e-08,7.347074821544603e-09
1700,9.827930520194578e-08,0.0,6.202721384137736e-08,7.347074821544603e-09
1701,4.95082040125843e-08,9.666759329515377e-09,6.202721384137736e-08,7.347074821544603e-09
1702,7.347852358309734e-08,9.666759329515377e-09,0.0,7.347074821544603e-09
1703,7.347852358309734e-08,9.666759329515377e-09,0.0,7.347074821544603e-09
1704,9.080205692108783e-08,9.666759329515377e-09,0.0,0.0
1705,8.04307863485779e-08,9.666759329515377e-09,0.0,0.0
1706,5.429170560741373e-08,9.666759329515377e-09,0.0,0.0
1707,1.0205611796923872e-07,9.666759329515377e-09,0.0,0.0
1708,1.1170198531220064e-07,0.0,0.0,0.0
1709,8.773166574168759e-08,0.0,0.0,0.0
1710,1.221617123649464e-07,0.0,0.0,0.0
1711,1.0483817902695591e-07,0.0,0.0,0.0
1712,1.1570159890490167e-07,0.0,0.0,0.0
1713,1.1570159890490167e-07,0.0,0.0,0.0
1714,6.451094439593622e-08,0.0,0.0,0.0
1715,6.618743039358118e-08,0.0,0.0,0.0
1716,8.389734672066749e-08,0.0,0.0,0.0
1717,6.475011105067097e-08,0.0,0.0,0.0
1718,1.0345889173939732e-07,0.0,0.0,0.0
1719,9.918034292257159e-08,0.0,0.0,0.0
1720,9.918034292257159e-08,0.0,0.0,0.0
1721,8.960873237080185e-08,0.0,0.0,0.0
1722,7.828637903019495e-08,0.0,0.0,0.0
1723,6.057646270310865e-08,0.0,0.0,0.0
1724,4.529365174984637e-08,0.0,0.0,0.0
1725,2.864373119645539e-08,0.0,0.0,0.0
1726,2.2058860135335375e-08,0.0,0.0,0.0
1727,6.311515627593118e-08,0.0,0.0,0.0
1728,6.959471627559261e-08,0.0,0.0,0.0
1729,6.959471627559261e-08,0.0,0.0,0.0
1730,1.0232766811668625e-07,0.0,0.0,0.0
1731,1.0232766811668625e-07,0.0,0.0,0.0
1732,1.1156142676327363e-07,0.0,0.0,0.0
1733,1.5371004228167555e-07,0.0,0.0,0.0
1734,1.4362413582245737e-07,0.0,0.0,0.0
1735,1.5654535445719375e-07,0.0,0.0,0.0
1736,1.7308232916743043e-07,0.0,0.0,0.0
1737,1.4034937732633678e-07,0.0,0.0,0.0
1738,1.5133300986950156e-07,0.0,0.0,0.0
1739,1.297331400402462e-07,0.0,0.0,0.0
1740,1.025590817351128e-07,0.0,0.0,0.0
1741,9.53540951594992e-08,0.0,0.0,0.0
1742,7.59533165251014e-08,0.0,1.9132116335640603e-08,0.0
1743,5.941634181486474e-08,0.0,1.9132116335640603e-08,0.0
1744,6.388040217432587e-08,0.0,3.2524297921554535e-08,0.0
1745,5.9208345654886737e-08,0.0,3.2524297921554535e-08,0.0
1746,5.449357384382633e-08,0.0,3.2524297921554535e-08,0.0
1747,5.1996471890041514e-08,0.0,3.2524297921554535e-08,0.0
1748,3.1870800601804406e-08,0.0,3.2524297921554535e-08,0.0
1749,3.68260809783091e-08,0.0,1.3392181585913931e-08,0.0
1750,4.012481242503847e-08,0.0,1.3392181585913931e-08,0.0
1751,3.566075206557733e-08,0.0,0.0,0.0
1752,3.7146356340096124e-08,0.0,0.0,0.0
1753,3.2168379198489154e-08,0.0,0.0,0.0
1754,1.9690923939005448e-08,0.0,0.0,0.0
1755,1.990449988958127e-08,0.0,0.0,0.0
1756,1.7984690054666837e-08,0.0,0.0,0.0
1757,1.7731081872593028e-08,0.0,0.0,0.0
1758,2.0838666665261892e-08,0.0,0.0,0.0
1759,1.6520281269955765e-08,0.0,0.0,0.0
1760,3.781121726831316e-08,0.0,0.0,0.0
1761,4.3362352185129435e-08,0.0,0.0,0.0
1762,3.9509044417026673e-08,0.0,0.0,0.0
1763,3.6473573875436416e-08,0.0,0.0,0.0
1764,3.9049809988763884e-08,0.0,0.0,0.0
1765,3.5942225196095023e-08,0.0,0.0,0.0
1766,3.92655345698196e-08,0.0,0.0,0.0
1767,1.7974598571462204e-08,0.0,0.0,0.0
1768,1.510567620195096e-08,0.0,0.0,0.0
1769,2.119819545295546e-08,0.0,0.0,0.0
1770,2.4081117036952752e-08,0.0,0.0,0.0
1771,2.6357688856900755e-08,0.0,0.0,0.0
1772,3.426593409017187e-08,0.0,0.0,0.0
1773,2.746382981350897e-08,0.0,0.0,0.0
1774,3.0136292953183586e-08,0.0,0.0,0.0
1775,3.323145872765768e-08,0.0,0.0,0.0
1776,2.7138939476653182e-08,0.0,0.0,0.0
1777,3.884626994680015e-08,0.0,0.0,0.0
1778,3.094833874886912e-08,0.0,0.0,0.0
1779,2.8163464956979363e-08,0.0,0.0,0.0
1780,2.8163464956979363e-08,0.0,0.0,0.0
1781,2.740351869233239e-08,0.0,0.0,0.0
1782,2.1626140370553263e-08,0.0,0.0,0.0
1783,2.5975338451595624e-08,0.0,0.0,0.0
1784,1.8042974860220185e-08,0.0,0.0,0.0
1785,1.8042974860220185e-08,0.0,0.0,1.6181223979775235e-09
1786,1.425970173686762e-08,0.0,0.0,1.6181223979775235e-09
1787,1.5548843355718744e-08,0.0,0.0,1.6181223979775235e-09
1788,1.4942878553573077e-08,0.0,0.0,1.6181223979775235e-09
1789,1.8433033004734104e-08,0.0,0.0,2.7815072150311995e-09
1790,1.4083834923691744e-08,0.0,0.0,3.886355618273488e-09
1791,9.597878936062898e-09,0.0,0.0,3.886355618273488e-09
1792,1.0686140987965181e-08,0.0,0.0,2.2682332202959644e-09
1793,1.7234219638697012e-08,0.0,0.0,2.2682332202959644e-09
1794,1.594507801984589e-08,0.0,0.0,2.2682332202959644e-09
1795,2.6511063693541407e-08,1.8265442491838257e-09,0.0,2.2682332202959644e-09
1796,3.439884834120578e-08,2.7747058618997146e-09,0.0,1.1048484032422883e-09
1797,3.609961929385008e-08,2.7747058618997146e-09,0.0,0.0
1798,4.260753680033044e-08,2.7747058618997146e-09,0.0,0.0
1799,4.572466202493583e-08,2.7747058618997146e-09,0.0,0.0
1800,4.030646863891921e-08,2.7747058618997146e-09,0.0,0.0
1801,4.21638305222619e-08,2.7747058618997146e-09,0.0,0.0
1802,3.02912927756844e-08,9.481616127158888e-10,0.0,4.341267980022069e-10
1803,1.9615353595371843e-08,0.0,0.0,4.341267980022069e-10
1804,1.821966019325113e-08,0.0,0.0,4.341267980022069e-10
1805,1.0838197767830998e-08,0.0,0.0,4.341267980022069e-10
1806,7.667010899175303e-09,0.0,2.5855010196299387e-10,4.341267980022069e-10
1807,5.40624854407566e-09,0.0,2.5855010196299387e-10,6.433480256465682e-10
1808,6.137881837707328e-09,0.0,2.5855010196299387e-10,6.433480256465682e-10
1809,8.489904414408857e-09,0.0,2.5855010196299387e-10,2.092212276443612e-10
1810,8.659655104104047e-09,0.0,2.5855010196299387e-10,2.092212276443612e-10
1811,8.58896149440775e-09,2.343839408272938e-10,2.5855010196299387e-10,1.38114093178083e-09
1812,1.1587322799679254e-08,4.730922003355025e-10,2.5855010196299387e-10,1.38114093178083e-09
1813,1.2492916494950229e-08,8.610510082718292e-10,0.0,1.38114093178083e-09
1814,1.5418067267347624e-08,8.610510082718292e-10,0.0,1.1719197041364688e-09
1815,1.4760479251561622e-08,8.610510082718292e-10,0.0,1.1719197041364688e-09
1816,1.2978974847247367e-08,8.610510082718292e-10,0.0,1.1719197041364688e-09
1817,1.2278571810091826e-08,1.0323985793243245e-09,0.0,1.1719197041364688e-09
1818,1.2044187869264533e-08,7.980146384970307e-10,0.0,0.0
1819,9.551008365146378e-09,5.59306378988822e-10,0.0,0.0
1820,9.969565236847951e-09,1.7134757105249524e-10,1.4739693592653273e-10,0.0
1821,8.763506999441364e-09,1.7134757105249524e-10,1.4739693592653273e-10,0.0
1822,7.830251050730145e-09,1.7134757105249524e-10,1.4739693592653273e-10,1.2476890155964171e-10
1823,8.383435025548027e-09,1.7134757105249524e-10,4.28322472727822e-10,1.2476890155964171e-10
1824,8.882687537895403e-09,2.682400333599487e-10,4.28322472727822e-10,1.2476890155964171e-10
1825,9.515771535818982e-09,3.9485683770276326e-10,4.28322472727822e-10,1.2476890155964171e-10
1826,8.067696923218039e-09,3.9485683770276326e-10,4.28322472727822e-10,2.4326714452373363e-10
1827,6.1276283729634025e-09,4.994274438452351e-10,2.809255368012893e-10,2.4326714452373363e-10
1828,5.192278416745109e-09,6.097567530259442e-10,2.809255368012893e-10,2.4326714452373363e-10
1829,4.475224318107556e-09,6.097567530259442e-10,2.809255368012893e-10,1.8877252142398707e-10
1830,3.82804486522202e-09,6.097567530259442e-10,0.0,2.8407706345997697e-10
1831,3.436128778336719e-09,3.415167196659955e-10,0.0,2.8407706345997697e-10
1832,4.335735072556548e-09,2.1489991532318087e-10,0.0,2.8407706345997697e-10
1833,4.31015337706445e-09,2.1489991532318087e-10,0.0,1.6557882049588509e-10
1834,5.13777388886995e-09,1.933895028243577e-10,1.6612038728729724e-10,1.6557882049588509e-10
1835,7.244795874328247e-09,8.306019364364862e-11,6.688208082599495e-10,1.6557882049588509e-10
1836,7.864432914418882e-09,1.581213731378333e-10,6.688208082599495e-10,9.530454203598993e-11
1837,7.775117280165285e-09,1.581213731378333e-10,7.462622186871215e-10,7.744141042717193e-11
1838,9.022948198124579e-09,1.581213731378333e-10,8.225879659968476e-10,3.064186602865147e-10
1839,1.0369952610897063e-08,1.581213731378333e-10,9.741508393596681e-10,4.579815336493352e-10
1840,1.1400586918952627e-08,1.581213731378333e-10,1.049736805417264e-09,4.579815336493352e-10
1841,1.1274325758695421e-08,2.8499401251634385e-10,9.535940291373534e-10,5.279591446567216e-10
1842,1.1884081813866893e-08,2.8499401251634385e-10,6.333399201910847e-10,5.279591446567216e-10
1843,1.1507943899400987e-08,2.7550736295519785e-10,6.333399201910847e-10,5.279591446567216e-10
1844,1.1788565425417476e-08,2.7550736295519785e-10,5.558985097639127e-10,5.840834482739865e-10
1845,1.3799205080187806e-08,2.7550736295519785e-10,4.795727624541866e-10,3.5510619841464374e-10
1846,1.5811047962951567e-08,2.7550736295519785e-10,5.888918876349538e-10,2.6876382468772013e-10
1847,1.6814113656948848e-08,2.7550736295519785e-10,5.133059215773577e-10,2.6876382468772013e-10
1848,1.6405411632344372e-08,1.7494987997983864e-10,4.980159855933713e-10,2.534738887037337e-10
1849,1.511394894951731e-08,1.7494987997983864e-10,3.693092101971932e-10,2.534738887037337e-10
1850,1.686790846682535e-08,1.0937535004679993e-10,3.693092101971932e-10,2.534738887037337e-10
1851,2.1075082123900302e-08,1.5580394514229974e-10,3.693092101971932e-10,2.5919396391087853e-10
1852,1.9762636606555717e-08,2.063655159455026e-10,3.693092101971932e-10,4.1087867632048717e-10
1853,1.7139287957133676e-08,3.5114354677924705e-10,1.0842721165360558e-10,3.9391751765245024e-10
1854,1.618972701931755e-08,3.5114354677924705e-10,2.09430932913384e-10,4.4441937828233943e-10
1855,1.9101407947427366e-08,2.4176819673244713e-10,1.54743257889984e-10,5.472369501990926e-10
1856,1.9764454707780843e-08,2.9146700132796713e-10,1.5070252585529838e-10,7.460321685811725e-10
1857,2.1240368701975447e-08,8.690777224857576e-10,1.5070252585529838e-10,7.460321685811725e-10
1858,1.7287022670485286e-08,1.1106667054315368e-09,1.5070252585529838e-10,6.643498925587973e-10
1859,1.5915325057846985e-08,1.060105134628334e-09,1.5070252585529838e-10,5.126651801491886e-10
1860,1.602594920261221e-08,9.153271037945895e-10,2.726929436226909e-10,5.254010480650249e-10
1861,1.81705580106138e-08,9.718137842070922e-10,1.7168922236291247e-10,5.878725482601408e-10
1862,1.6163767213583924e-08,1.0275320554737582e-09,1.7168922236291247e-10,5.975221151199861e-10
1863,1.8381346222895445e-08,1.0255711319866784e-09,1.219904177673925e-10,5.419405440283092e-10
1864,1.5662969143903638e-08,4.950555322823038e-10,1.219904177673925e-10,5.419405440283092e-10
1865,1.7792945022116717e-08,2.512645052339073e-10,2.5467007074604046e-10,5.285635817919854e-10
1866,2.2248688161649203e-08,2.512645052339073e-10,2.9890969064995584e-10,5.728032016959008e-10
1867,6.312554460105194e-08,2.512645052339073e-10,1.7691927288256337e-10,5.982329076559267e-10
1868,7.735712787797816e-08,2.3958952282449834e-10,1.7691927288256337e-10,5.748829428371088e-10
1869,8.500439495153143e-08,3.4221479618322196e-10,3.3526281750795306e-10,4.868999013498052e-10
1870,8.713910691428493e-08,4.211862961575211e-10,3.3526281750795306e-10,4.703956351421417e-10
1871,9.21894238408478e-08,4.146672370554581e-10,3.3526281750795306e-10,5.921238182311178e-10
1872,9.618148614062452e-08,3.7044068606257545e-10,2.025831645293051e-10,6.298006877918689e-10
1873,9.48516242057654e-08,3.7044068606257545e-10,3.1437855493468957e-10,5.855610678879535e-10
1874,6.482961316984464e-08,6.088849662561862e-10,3.1437855493468957e-10,5.78617582418823e-10
1875,5.843203762115731e-08,6.041882985982231e-10,3.946086156249505e-10,6.494543077931577e-10
1876,5.23121634898871e-08,7.908326017856484e-10,2.3626507099956077e-10,6.852784847514012e-10
1877,4.697564699134611e-08,7.689782342636318e-10,2.3626507099956077e-10,5.935207761772635e-10
1878,4.658603864576045e-08,7.646875315498696e-10,2.3626507099956077e-10,5.806486759661413e-10
1879,4.491907138312204e-08,8.345151593567936e-10,3.4100650874486453e-10,5.685728832194314e-10
1880,4.508390080307631e-08,9.331752077417527e-10,1.849714984355647e-10,6.672329316043906e-10
1881,3.541715466935459e-08,1.1366492707371683e-09,2.1653709381119768e-10,6.193170976054319e-10
1882,2.8334960029090846e-08,1.4530396053036299e-09,1.3630703312093673e-10,4.5885697622490996e-10
1883,2.9785273168516013e-08,1.332910159230443e-09,1.3630703312093673e-10,4.723515388351172e-10
1884,3.1349481740708795e-08,1.441631492753765e-09,1.6681794041366922e-10,5.594434954974454e-10
1885,2.913547371617499e-08,1.6085090798994323e-09,2.829110517283644e-10,5.666805239342868e-10
1886,3.322164207223263e-08,1.5662700680081037e-09,1.7816961398306067e-10,5.244415120429582e-10
1887,3.319538142777999e-08,1.6057798602713597e-09,2.334375510353632e-10,4.25781463657999e-10
1888,4.0456608475990056e-08,1.703918341739679e-09,2.2887479808212215e-10,4.2121871070475795e-10
1889,4.452082055398218e-08,1.5044383536563392e-09,2.2887479808212215e-10,4.473896055211059e-10
1890,4.4252847481678666e-08,1.304875642062418e-09,2.541704882278292e-10,3.4419478378566737e-10
1891,4.7325667194643625e-08,1.1937195022142839e-09,2.7486968455305213e-10,2.2215115461473748e-10
1892,4.8719207461951035e-08,1.1928007926614065e-09,1.5877657323835693e-10,1.0605804330004226e-10
1893,4.688972587985063e-08,1.3035822223260242e-09,1.5877657323835693e-10,1.4765445017455344e-10
1894,4.661623290555131e-08,1.2095959273888163e-09,1.6978395475256543e-10,1.918379958855608e-10
1895,4.171603177180064e-08,7.96566348596325e-10,1.6395231997431584e-10,2.2834877639559588e-10
1896,3.97175059824966e-08,7.558235267815913e-10,1.8333274580990226e-10,2.2155830741483433e-10
1897,4.720675939040575e-08,8.60565119165102e-10,1.7661381087766666e-10,2.3341612769607016e-10
1898,4.705656232926815e-08,8.483357508534287e-10,1.2540370725971124e-10,2.3341612769607016e-10
1899,5.831774961352819e-08,6.82519326769945e-10,1.4361761383315955e-10,2.880578474164151e-10
1900,5.8545048681984165e-08,6.525729084090009e-10,1.6168821836970437e-10,2.730846382359431e-10
1901,6.049328048009426e-08,8.311662865903965e-10,2.839164617693005e-10,2.2890109252493573e-10
1902,6.210695348483699e-08,7.557939115824094e-10,2.799635444107805e-10,2.34260630734998e-10
1903,6.45610792763104e-08,6.713896462594095e-10,3.084005511284309e-10,2.786367842804489e-10
1904,6.592072107228627e-08,1.1437944599393797e-09,3.849462375844175e-10,2.73190753749145e-10
1905,6.743287325353517e-08,1.5415032147573067e-09,4.0019309988886016e-10,3.1893133967120235e-10
1906,6.021646927121895e-08,1.7067702211865615e-09,3.8197919331541183e-10,3.4186455055706944e-10
1907,6.007639795159645e-08,1.6715974596578524e-09,3.785587627099954e-10,3.316032587408202e-10
1908,6.376779536156261e-08,1.5448917185206007e-09,3.135752837946093e-10,4.139499834180224e-10
1909,6.44396652863374e-08,1.5897039121589733e-09,3.1013800258098255e-10,4.002008585635153e-10
1910,6.861193162827866e-08,1.7506600851519799e-09,2.760944597945958e-10,3.502181689493281e-10
1911,6.390810014522685e-08,1.2181076464961344e-09,1.8097201812513778e-10,3.324886209608659e-10
1912,6.642080003465318e-08,8.16692697596417e-10,1.6572515582069514e-10,3.444044662554673e-10
1913,6.441987616361595e-08,6.721895540184875e-10,2.086189118280909e-10,2.8112745464881073e-10
1914,6.405132881224875e-08,7.012541143008072e-10,2.524346961621912e-10,2.6640991198803986e-10
1915,6.191548201124014e-08,7.486314385867538e-10,1.2891461311147013e-10,2.3187935500284292e-10
1916,6.077637643946738e-08,6.672162366256578e-10,1.1513360403947459e-10,2.219109043347497e-10
1917,5.826209051714873e-08,6.140391231193984e-10,2.2705132218803215e-10,2.360684832138281e-10
1918,5.686654144402123e-08,6.879518641264174e-10,2.2705132218803215e-10,2.36470790369671e-10
1919,5.5306817919082666e-08,7.435246803165287e-10,2.2705132218803215e-10,2.6404883735858016e-10
1920,5.2934149254367317e-08,7.559379689674778e-10,1.8415756618063638e-10,3.6575919277430964e-10
1921,4.9573903331585304e-08,6.536225429945982e-10,1.2569160791540768e-10,3.365262136416953e-10
1922,5.0896467992548166e-08,6.550818042778366e-10,1.2569160791540768e-10,3.3701263803452367e-10
1923,5.0304201693052164e-08,7.382437201235754e-10,1.993519397177782e-10,2.9185705241463467e-10
1924,4.638532707141556e-08,6.230079012205434e-10,1.2250339235083833e-10,3.860332331573346e-10
1925,4.60737708302921e-08,5.482210261150858e-10,1.2250339235083833e-10,3.716529940943149e-10
1926,4.2090685476685915e-08,5.207783827192764e-10,1.454263554816799e-10,2.86418515888747e-10
1927,4.5751715812717264e-08,6.558188297978162e-10,1.454263554816799e-10,2.158869987540462e-10
1928,5.095209080049504e-08,8.839136902575159e-10,1.454263554816799e-10,2.158869987540462e-10
1929,4.918479794875046e-08,1.0424354891196736e-09,1.454263554816799e-10,2.1815600120029492e-10
1930,4.842044124383652e-08,9.98676496658365e-10,9.899341663859623e-11,2.726107871188686e-10
1931,4.956355427663896e-08,1.000487976196166e-09,7.638336590216304e-11,1.5050313773024016e-10
1932,4.9160065986240756e-08,9.551156988323634e-10,7.638336590216304e-11,1.5050313773024016e-10
1933,5.3245119297733775e-08,8.636680398632635e-10,9.979472010661944e-11,1.7367029639788915e-10
1934,5.6989473965326654e-08,8.387656263986187e-10,9.979472010661944e-11,1.7312928868307154e-10
1935,5.633062625877626e-08,7.217824334247527e-10,2.997957199950869e-10,1.7312928868307154e-10
1936,5.922632187857094e-08,4.39290298581696e-10,3.835454493688368e-10,1.8536998919976051e-10
1937,6.28670575914774e-08,4.0727792963554267e-10,4.2364531129189334e-10,1.7580003722602759e-10
1938,6.000530459816997e-08,4.2454942141199684e-10,3.974123014798587e-10,2.1930453881451635e-10
1939,5.994345997351047e-08,4.009061753208952e-10,3.974123014798587e-10,3.1888064014725815e-10
1940,5.930420852808181e-08,5.324985868915277e-10,3.7687124651178804e-10,3.215067438468365e-10
1941,5.3473742005800366e-08,4.906484444923618e-10,4.044498168915516e-10,3.3172813504059716e-10
1942,5.201425119188181e-08,4.791689604623426e-10,2.0444881700308415e-10,4.811764141894009e-10
1943,4.794357063734164e-08,5.869514834484185e-10,2.9232568944857565e-10,5.256307432961143e-10
1944,4.4997389433579626e-08,7.92164928891432e-10,2.62941079623832e-10,4.807459093512736e-10
1945,4.876180170754196e-08,8.61276946587505e-10,2.62941079623832e-10,4.747802488459994e-10
