ngram,Upgrade,Upgade,Upgade
1842,0.0,0.0,0.0
1843,0.0,0.0,0.0
1844,0.0,0.0,0.0
1845,0.0,0.0,0.0
1846,0.0,0.0,0.0
1847,0.0,0.0,0.0
1848,0.0,0.0,0.0
1849,0.0,0.0,0.0
1850,4.746990895603582e-11,0.0,0.0
1851,4.746990895603582e-11,0.0,0.0
1852,4.746990895603582e-11,0.0,0.0
1853,4.746990895603582e-11,0.0,0.0
1854,4.746990895603582e-11,0.0,0.0
1855,9.997165793608685e-11,0.0,0.0
1856,9.997165793608685e-11,0.0,0.0
1857,5.250174898005103e-11,0.0,0.0
1858,5.250174898005103e-11,0.0,0.0
1859,5.250174898005103e-11,0.0,0.0
1860,5.250174898005103e-11,0.0,0.0
1861,5.250174898005103e-11,0.0,0.0
1862,0.0,0.0,0.0
1863,0.0,0.0,0.0
1864,0.0,0.0,0.0
1865,0.0,0.0,0.0
1866,4.4239619903915386e-11,0.0,0.0
1867,4.4239619903915386e-11,0.0,0.0
1868,4.4239619903915386e-11,0.0,0.0
1869,4.4239619903915386e-11,0.0,0.0
1870,4.4239619903915386e-11,0.0,0.0
1871,4.094241691708435e-10,0.0,0.0
1872,4.094241691708435e-10,0.0,0.0
1873,4.041933018442531e-10,0.0,0.0
1874,4.4393401653154893e-10,0.0,0.0
1875,4.4393401653154893e-10,0.0,0.0
1876,4.4393401653154893e-10,0.0,0.0
1877,4.4393401653154893e-10,0.0,0.0
1878,1.3124517504538501e-09,0.0,0.0
1879,1.3124517504538501e-09,0.0,0.0
1880,1.3063296813323584e-09,0.0,0.0
1881,1.2981545620206957e-09,0.0,0.0
1882,1.3953832950219791e-09,0.0,0.0
1883,1.7166095786899253e-09,0.0,0.0
1884,1.7776313932753902e-09,0.0,0.0
1885,5.43929110086161e-10,0.0,0.0
1886,6.542835737485423e-10,0.0,0.0
1887,7.042987978537038e-10,0.0,0.0
1888,9.967673036166097e-10,0.0,0.0
1889,1.0827348382948442e-09,0.0,0.0
1890,7.868042447726051e-10,0.0,0.0
1891,7.257824301871401e-10,0.0,0.0
1892,7.482540123219092e-10,0.0,0.0
1893,6.609612222620496e-10,0.0,0.0
1894,6.001510875565583e-10,0.0,0.0
1895,3.3963060935044657e-10,0.0,0.0
1896,1.7581476750651503e-10,0.0,0.0
1897,7.878449373047554e-09,0.0,0.0
1898,8.094907399153989e-09,0.0,0.0
1899,8.090649723592667e-09,0.0,0.0
1900,8.176011677209414e-09,0.0,0.0
1901,8.171056591264682e-09,0.0,0.0
1902,8.22807100033161e-09,0.0,0.0
1903,8.3362037332581e-09,0.0,0.0
1904,8.460795298497509e-10,0.0,0.0
1905,9.040650192756619e-10,0.0,0.0
1906,9.78941029429668e-10,0.0,0.0
1907,1.0609696593499862e-09,0.0,0.0
1908,1.290873138540657e-09,0.0,0.0
1909,1.225469142829283e-09,0.0,0.0
1910,1.759102677015686e-09,0.0,0.0
1911,1.7169876354028446e-09,0.0,0.0
1912,1.9470378999551586e-09,0.0,0.0
1913,2.4830564311033906e-09,0.0,0.0
1914,2.9941956572862185e-09,0.0,0.0
1915,3.6875401502164553e-09,0.0,0.0
1916,4.4602685671841465e-09,0.0,0.0
1917,5.01414081683598e-09,0.0,0.0
1918,7.133668259281681e-09,0.0,0.0
1919,8.731625010329123e-09,0.0,0.0
1920,9.378607541370748e-09,0.0,0.0
1921,1.1150837586626494e-08,0.0,0.0
1922,1.3108608547846806e-08,0.0,0.0
1923,1.4073157496495372e-08,0.0,0.0
1924,1.4225744265112489e-08,0.0,0.0
1925,1.3244825934423586e-08,0.0,0.0
1926,1.2632368040499387e-08,0.0,0.0
1927,1.2311288940683847e-08,0.0,0.0
1928,1.1206036543143227e-08,0.0,0.0
1929,9.900886142690167e-09,0.0,0.0
1930,1.006885704971491e-08,0.0,0.0
1931,1.0799892091739594e-08,0.0,0.0
1932,1.1096975973044567e-08,0.0,0.0
1933,1.1946866289897734e-08,0.0,0.0
1934,1.2160183843994737e-08,0.0,0.0
1935,1.2658290669622017e-08,0.0,0.0
1936,1.2007469875539658e-08,0.0,0.0
1937,1.173027878006597e-08,0.0,0.0
1938,1.1806863106248296e-08,0.0,0.0
1939,1.18931667688774e-08,0.0,0.0
1940,1.1926263849509106e-08,0.0,0.0
1941,1.511534840150018e-08,0.0,0.0
1942,1.646181039102349e-08,0.0,0.0
1943,1.955285102082728e-08,0.0,0.0
1944,1.9899601331831362e-08,0.0,0.0
1945,2.003301486601978e-08,0.0,0.0
1946,2.210484290848009e-08,0.0,0.0
1947,2.2082953370678686e-08,0.0,0.0
1948,2.1658539342947084e-08,0.0,0.0
1949,2.106435051782033e-08,0.0,0.0
1950,2.1176519331740044e-08,0.0,0.0
1951,2.540214717937163e-08,0.0,0.0
1952,2.787711318928489e-08,0.0,0.0
1953,2.890419307074613e-08,0.0,0.0
1954,3.13433680279981e-08,0.0,0.0
1955,3.299065503321279e-08,0.0,0.0
1956,3.543567598082323e-08,0.0,0.0
1957,3.5648636550636836e-08,0.0,0.0
1958,3.5974777188942294e-08,0.0,0.0
1959,3.837411759783598e-08,0.0,0.0
1960,4.27689614517541e-08,0.0,0.0
1961,4.5418627081517116e-08,0.0,0.0
1962,4.731622738063379e-08,0.0,0.0
1963,5.177976752130624e-08,0.0,0.0
1964,5.7862645722447526e-08,0.0,0.0
1965,6.2335058004237e-08,0.0,0.0
1966,6.762948093605051e-08,0.0,0.0
1967,7.70095565729077e-08,0.0,0.0
1968,8.891231217944551e-08,0.0,0.0
1969,1.0462172030299501e-07,0.0,0.0
1970,1.2556825319214632e-07,1.7539017857107606e-11,1.7539017857107606e-11
1971,1.4565854249732573e-07,2.648991839374456e-11,2.648991839374456e-11
1972,1.6096901893953535e-07,2.648991839374456e-11,2.648991839374456e-11
1973,1.9271710170544664e-07,3.474401520455115e-11,3.474401520455115e-11
1974,2.2411051807986431e-07,3.474401520455115e-11,3.474401520455115e-11
1975,2.5526568947498163e-07,3.474401520455115e-11,3.474401520455115e-11
1976,2.8768245994927254e-07,4.2780446348121364e-11,4.2780446348121364e-11
1977,3.2146786363032985e-07,2.5241428491013754e-11,2.5241428491013754e-11
1978,3.6334754887385703e-07,3.2610385126379575e-11,3.2610385126379575e-11
1979,4.17447198840039e-07,4.0738086019644266e-11,4.0738086019644266e-11
1980,4.579065050945376e-07,3.248398920883768e-11,3.248398920883768e-11
1981,5.334699112933907e-07,7.063298111081068e-11,7.063298111081068e-11
1982,5.770091036083613e-07,7.804447613961913e-11,7.804447613961913e-11
1983,6.635627625785543e-07,1.6624062245832302e-10,1.6624062245832302e-10
1984,7.030716428094561e-07,1.6624062245832302e-10,1.6624062245832302e-10
1985,7.344260097852384e-07,1.5715484023253497e-10,1.5715484023253497e-10
1986,7.846439952377946e-07,1.6975280457092497e-10,1.6975280457092497e-10
1987,8.075271499105188e-07,1.8312773965895827e-10,1.8312773965895827e-10
1988,8.144103276208625e-07,1.6577297719057504e-10,1.6577297719057504e-10
1989,8.631653583636632e-07,1.583614821617666e-10,1.583614821617666e-10
1990,8.855335035410203e-07,8.210129153910347e-11,8.210129153910347e-11
1991,9.61132489659836e-07,1.2808617014248291e-10,1.2808617014248291e-10
1992,1.0339029391356495e-06,2.0356259237765328e-10,2.0356259237765328e-10
1993,1.092416320196727e-06,2.3436780195134384e-10,2.3436780195134384e-10
1994,1.1446758289171806e-06,2.9252729603714197e-10,2.9252729603714197e-10
1995,1.2067260805841734e-06,2.7812019800272607e-10,2.7812019800272607e-10
1996,1.2378702811994508e-06,3.726507877079209e-10,3.726507877079209e-10
1997,1.2227489735648435e-06,3.756884986637145e-10,3.756884986637145e-10
1998,1.178431667930064e-06,3.470369829799187e-10,3.470369829799187e-10
1999,1.1381383891213254e-06,3.1855892973101495e-10,3.1855892973101495e-10
2000,1.0979551266895475e-06,3.085674895161475e-10,3.085674895161475e-10
2001,1.0607024673195805e-06,2.674574416106079e-10,2.674574416106079e-10
2002,9.818808247733353e-07,2.664388640272186e-10,2.664388640272186e-10
2003,9.378625480037175e-07,2.1317337280311677e-10,2.1317337280311677e-10
2004,9.054116877190868e-07,2.0530291256719886e-10,2.0530291256719886e-10
2005,8.709458906456089e-07,2.2771829759151074e-10,2.2771829759151074e-10
2006,8.417415529038408e-07,2.1465843091134877e-10,2.1465843091134877e-10
2007,7.889731412953032e-07,1.8922047956282384e-10,1.8922047956282384e-10
2008,7.42790989858934e-07,1.799604166082983e-10,1.799604166082983e-10
2009,6.961068054676746e-07,1.9948393730524165e-10,1.9948393730524165e-10
2010,6.222710819007002e-07,1.5821883882414867e-10,1.5821883882414867e-10
2011,5.52312363717127e-07,1.43079201264662e-10,1.43079201264662e-10
2012,5.012286326940998e-07,1.0333045332076653e-10,1.0333045332076653e-10
2013,4.362118082618898e-07,1.370721968469673e-10,1.370721968469673e-10
2014,3.747118577328885e-07,1.2097071360501436e-10,1.2097071360501436e-10
2015,3.3018099746381526e-07,9.980639529124805e-11,9.980639529124805e-11
2016,2.9928794325379773e-07,7.491432077852015e-11,7.491432077852015e-11
2017,2.8373993880374354e-07,8.740004090827351e-11,8.740004090827351e-11
2018,2.7469494909837524e-07,1.0488004908992821e-10,1.0488004908992821e-10
2019,2.5674284742649434e-07,1.3110006136241026e-10,1.3110006136241026e-10
