ngram,Android,Andoid,Anroid
1832,1.0442397581554376e-09,0.0,0.0
1833,1.2091962827856913e-09,0.0,0.0
1834,1.3538062575741655e-09,0.0,0.0
1835,1.8565066785468177e-09,0.0,0.0
1836,1.7862324000869227e-09,0.0,0.0
1837,1.6909278580509328e-09,0.0,0.0
1838,1.598033197832852e-09,0.0,0.0
1839,9.926189632152622e-10,0.0,0.0
1840,9.032484046426045e-10,0.0,0.0
1841,7.24045434719045e-10,0.0,0.0
1842,4.646067736884569e-10,0.0,0.0
1843,5.301813036214956e-10,0.0,0.0
1844,5.96964160643714e-10,0.0,0.0
1845,6.637029259515259e-10,0.0,0.0
1846,7.183624885419095e-10,0.0,0.0
1847,9.45803840008657e-10,0.0,0.0
1848,9.852015790480705e-10,0.0,0.0
1849,9.03158428996623e-10,0.0,0.0
1850,8.850538080196202e-10,0.0,0.0
1851,1.0968425295005651e-09,0.0,4.642859509549981e-11
1852,1.1817884766023618e-09,0.0,4.642859509549981e-11
1853,1.147866159266288e-09,0.0,4.642859509549981e-11
1854,1.0973481409263082e-09,5.555204550335344e-10,4.642859509549981e-11
1855,1.0404745398595594e-09,5.555204550335344e-10,4.664425869359081e-10
1856,1.7738344364787955e-09,5.555204550335344e-10,4.664425869359081e-10
1857,1.8707672078122073e-09,5.555204550335344e-10,4.664425869359081e-10
1858,1.880213207350323e-09,5.555204550335344e-10,4.2001399184040823e-10
1859,1.7894578834593793e-09,5.555204550335344e-10,4.2001399184040823e-10
1860,1.7539344104073556e-09,5.555204550335344e-10,4.2001399184040823e-10
1861,1.614398472047997e-09,0.0,4.2001399184040823e-10
1862,1.7290515368679443e-09,0.0,0.0
1863,8.822109114665316e-10,0.0,0.0
1864,1.302949688618073e-09,0.0,3.76760971627326e-10
1865,1.0591586615696765e-09,0.0,3.76760971627326e-10
1866,1.263666992474504e-09,0.0,3.76760971627326e-10
1867,1.332309155856391e-09,0.0,3.76760971627326e-10
1868,1.488205990980112e-09,0.0,3.76760971627326e-10
1869,1.4398088316840735e-09,0.0,4.1634685778367345e-10
1870,1.4765438712974595e-09,0.0,4.1634685778367345e-10
1871,1.5606194114781147e-09,0.0,3.958588615634742e-11
1872,1.6801997015924997e-09,0.0,3.958588615634742e-11
1873,1.5317882438660645e-09,0.0,1.1760339131099736e-10
1874,1.441891586287777e-09,0.0,1.1760339131099736e-10
1875,1.2933664813744424e-09,0.0,1.1760339131099736e-10
1876,1.2896047761414208e-09,0.0,7.801750515464993e-11
1877,1.3798902219276853e-09,1.3980669003440686e-10,7.801750515464993e-11
1878,8.032439435812222e-10,1.3980669003440686e-10,7.801750515464993e-11
1879,8.140061759563468e-10,1.3980669003440686e-10,7.801750515464993e-11
1880,7.627532811709565e-10,1.3980669003440686e-10,0.0
1881,1.1017997268515855e-09,1.3980669003440686e-10,0.0
1882,9.81454635816194e-10,1.3980669003440686e-10,0.0
1883,9.307039424858285e-10,1.3980669003440686e-10,0.0
1884,7.559455759777376e-10,0.0,0.0
1885,8.575145276396817e-10,0.0,0.0
1886,7.932999178196707e-10,0.0,0.0
1887,1.7223494416399428e-09,0.0,0.0
1888,6.98715657157908e-09,0.0,0.0
1889,8.112505020926467e-09,0.0,0.0
1890,8.098851145277308e-09,0.0,0.0
1891,8.278086501992528e-09,0.0,0.0
1892,8.171361579442253e-09,0.0,0.0
1893,8.499178900349996e-09,0.0,0.0
1894,7.681090192462087e-09,0.0,0.0
1895,2.249207978596449e-09,0.0,0.0
1896,1.8021744572850805e-09,5.8141277506759284e-11,0.0
1897,2.2345787204740883e-09,5.8141277506759284e-11,0.0
1898,2.109457870285476e-09,5.8141277506759284e-11,0.0
1899,2.1513265613393173e-09,4.406333155491739e-10,0.0
1900,2.0203550419952064e-09,4.406333155491739e-10,0.0
1901,2.0149877322239718e-09,4.749066893707164e-10,0.0
1902,1.88936710721066e-09,4.749066893707164e-10,1.721829028562232e-11
1903,1.466078496698791e-09,4.1676541186395713e-10,1.721829028562232e-11
1904,1.125766511757474e-09,4.1676541186395713e-10,1.721829028562232e-11
1905,1.0868988675353082e-09,4.625059977860145e-10,1.721829028562232e-11
1906,1.1327652893070424e-09,8.001395974359987e-11,1.721829028562232e-11
1907,9.427664155300545e-10,8.001395974359987e-11,1.721829028562232e-11
1908,8.262973589087278e-10,4.5740585922057366e-11,1.721829028562232e-11
1909,7.815489356878733e-10,4.5740585922057366e-11,0.0
1910,5.265226181637241e-10,4.5740585922057366e-11,0.0
1911,4.117948234389728e-10,4.5740585922057366e-11,0.0
1912,3.9654796113453017e-10,0.0,0.0
1913,2.985897759203279e-10,0.0,0.0
1914,1.960048740376078e-10,2.923297913261434e-11,0.0
1915,2.3673939297015016e-10,2.923297913261434e-11,0.0
1916,2.1044822729703634e-10,2.3995905064553927e-10,0.0
1917,2.8027690188566924e-10,2.3995905064553927e-10,0.0
1918,2.810815161973552e-10,2.3995905064553927e-10,0.0
1919,4.0893323747078926e-10,2.3995905064553927e-10,0.0
1920,5.837581103031373e-10,2.3995905064553927e-10,0.0
1921,7.096996621333166e-10,2.1072607151292492e-10,0.0
1922,6.623699188341397e-10,2.1072607151292492e-10,0.0
1923,7.209783881023668e-10,0.0,0.0
1924,6.755712437879678e-10,0.0,0.0
1925,6.928211159535585e-10,0.0,0.0
1926,6.33738282090108e-10,0.0,0.0
1927,4.244601118998302e-10,0.0,0.0
1928,3.523305318133195e-10,4.5618972884956375e-11,0.0
1929,3.798853315251094e-10,7.090477015049755e-11,0.0
1930,3.6067978564131257e-10,7.090477015049755e-11,0.0
1931,5.985883495223427e-10,7.090477015049755e-11,0.0
1932,1.4746645967836765e-09,7.090477015049755e-11,0.0
1933,1.8460717319891883e-09,7.090477015049755e-11,0.0
1934,1.9806084827767023e-09,7.090477015049755e-11,0.0
1935,3.4677433186874093e-09,6.973046346685813e-11,0.0
1936,6.302189036506383e-09,1.700692562968596e-10,0.0
1937,6.786352289646556e-09,2.37396511179203e-10,0.0
1938,6.872058208199203e-09,2.37396511179203e-10,0.0
1939,6.796368468009462e-09,2.37396511179203e-10,0.0
1940,6.794677915549536e-09,2.37396511179203e-10,0.0
1941,7.106238486542793e-09,2.37396511179203e-10,0.0
1942,6.3726407325706955e-09,1.9295184497788601e-10,0.0
1943,3.82704414190828e-09,6.732725488234337e-11,0.0
1944,4.066250320582705e-09,0.0,0.0
1945,4.93822658955066e-09,0.0,0.0
1946,4.604820968978629e-09,0.0,0.0
1947,4.894842467858698e-09,0.0,0.0
1948,5.657206798253307e-09,0.0,0.0
1949,5.4474630837932276e-09,0.0,0.0
1950,6.18255491247055e-09,0.0,0.0
1951,5.553672585304323e-09,0.0,0.0
1952,5.478588646238133e-09,0.0,3.136789835814621e-11
1953,5.4990314682764765e-09,0.0,3.136789835814621e-11
1954,6.0914764819587825e-09,0.0,3.136789835814621e-11
1955,5.556000564383672e-09,0.0,6.035640241565586e-11
1956,5.617178991787089e-09,0.0,6.035640241565586e-11
1957,5.065360845054759e-09,0.0,6.035640241565586e-11
1958,5.523411188741128e-09,0.0,6.035640241565586e-11
1959,6.016104059369809e-09,0.0,2.898850405750965e-11
1960,6.721449745989665e-09,0.0,2.898850405750965e-11
1961,6.469776777809752e-09,0.0,2.898850405750965e-11
1962,6.824833523718812e-09,0.0,6.12105366393223e-11
1963,8.033166005410358e-09,0.0,6.12105366393223e-11
1964,8.348543570743265e-09,0.0,9.718377689895062e-11
1965,9.046183421393802e-09,0.0,9.718377689895062e-11
1966,8.736315988094084e-09,0.0,1.1476991975837133e-10
1967,8.930374217896997e-09,0.0,1.1476991975837133e-10
1968,1.0146082894481521e-08,0.0,1.1476991975837133e-10
1969,1.1528037952806308e-08,0.0,5.3559383119049035e-11
1970,1.0558334143492435e-08,1.7539017857107606e-11,5.3559383119049035e-11
1971,1.1368794794464065e-08,1.7539017857107606e-11,2.653704339605767e-11
1972,1.1698906351601376e-08,1.7539017857107606e-11,2.653704339605767e-11
1973,1.142767696344598e-08,1.7539017857107606e-11,8.950900536636957e-12
1974,1.1135489356003551e-08,1.7539017857107606e-11,8.950900536636957e-12
1975,1.195644028229026e-08,1.7539017857107606e-11,1.70604007111917e-11
1976,1.139619281482445e-08,2.557544900067781e-11,4.1169694637537595e-11
1977,1.2739585386611907e-08,8.036431143570206e-12,4.919610552267528e-11
1978,1.3154708687425552e-08,8.036431143570206e-12,4.0245204986038323e-11
1979,1.4771045466131584e-08,4.8674935609893666e-11,4.8372905879303014e-11
1980,1.8173675643749576e-08,4.8674935609893666e-11,4.8372905879303014e-11
1981,2.053510288797205e-08,4.8674935609893666e-11,4.8372905879303014e-11
1982,2.0816217448173446e-08,6.349792566751056e-11,4.026340570474827e-11
1983,2.235628406209246e-08,7.026650590745222e-11,1.6154111778402378e-11
1984,2.3460083780386346e-08,1.290712526937275e-10,8.127700893264693e-12
1985,2.6022652223543574e-08,1.5077347802800693e-10,8.127700893264693e-12
1986,2.7579926152400602e-08,1.3086063879333817e-10,0.0
1987,2.6103382059058537e-08,1.576105089694048e-10,0.0
1988,2.655220805130349e-08,1.7147332859179798e-10,0.0
1989,2.736922637731303e-08,2.2317045731253974e-10,0.0
1990,2.7831314395955686e-08,2.616251441679905e-10,0.0
1991,2.8387377274238394e-08,2.028203973817152e-10,0.0
1992,2.8851193180555257e-08,1.9384286437900451e-10,0.0
1993,3.094797586454336e-08,1.924412771993543e-10,0.0
1994,3.134699281101153e-08,2.1771644606197579e-10,0.0
1995,3.156049897614009e-08,2.2301502113273942e-10,0.0
1996,3.158509568176474e-08,1.564949023543808e-10,6.30203924759495e-12
1997,3.2933744620322614e-08,1.2049277647070104e-10,6.30203924759495e-12
1998,3.456513627700783e-08,1.2049277647070104e-10,6.30203924759495e-12
1999,3.656510649818756e-08,1.1861457252912037e-10,6.30203924759495e-12
2000,3.608300477456591e-08,9.929049447711589e-11,6.30203924759495e-12
2001,3.9465731000681055e-08,4.726545543842775e-11,6.30203924759495e-12
2002,4.288171900108344e-08,2.8104060745270942e-11,6.30203924759495e-12
2003,4.5812545376325686e-08,2.8104060745270942e-11,5.1581373101366215e-12
2004,4.9047264281755683e-08,1.0846488389988045e-11,5.1581373101366215e-12
2005,7.573185456521969e-08,1.0846488389988045e-11,1.0126730803123556e-11
2006,1.7059073645750038e-07,0.0,2.0419875116203403e-11
2007,4.035377253939844e-07,2.1468644322603884e-11,2.0419875116203403e-11
2008,1.0327928912090556e-06,4.7924041719176507e-11,2.5710954694644984e-11
2009,1.580044409215426e-06,8.526215447953892e-11,4.645434979149472e-11
2010,2.0075461399926553e-06,1.1801332331997016e-10,6.176569375008053e-11
2011,2.5076673669640774e-06,1.5979489755211874e-10,6.640809083191535e-11
2012,3.0984479622020444e-06,2.345529068589361e-10,6.677935486333806e-11
2013,3.468177136970293e-06,2.559569976602814e-10,6.718825595093086e-11
2014,3.6053639048207387e-06,2.448798534980336e-10,7.238400603110889e-11
2015,3.2892978002304777e-06,2.4557781304533425e-10,8.338493982597482e-11
2016,3.10509965726981e-06,2.207566718711743e-10,6.264154472912509e-11
2017,3.115511503892776e-06,2.193397535358669e-10,4.920074070380309e-11
2018,3.026602871614159e-06,2.0471350031803227e-10,5.2541532929994974e-11
2019,2.6929828322863614e-06,1.250653591106099e-10,5.633216549477682e-11
