ngram,Xalan,Xaln,Xaan,Xaln
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,3.0507755052358986e-10,0.0,0.0,0.0
1805,3.0507755052358986e-10,0.0,0.0,0.0
1806,3.0507755052358986e-10,0.0,0.0,0.0
1807,3.0507755052358986e-10,0.0,0.0,0.0
1808,3.0507755052358986e-10,0.0,0.0,0.0
1809,3.0507755052358986e-10,0.0,0.0,0.0
1810,3.0507755052358986e-10,0.0,0.0,0.0
1811,0.0,0.0,0.0,0.0
1812,0.0,0.0,0.0,0.0
1813,0.0,0.0,0.0,0.0
1814,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,0.0
1816,0.0,0.0,0.0,0.0
1817,0.0,0.0,0.0,0.0
1818,0.0,0.0,0.0,0.0
1819,0.0,0.0,0.0,0.0
1820,0.0,0.0,0.0,0.0
1821,0.0,0.0,0.0,0.0
1822,0.0,0.0,0.0,0.0
1823,0.0,0.0,0.0,0.0
1824,0.0,0.0,0.0,0.0
1825,0.0,0.0,0.0,0.0
1826,0.0,0.0,0.0,0.0
1827,0.0,0.0,0.0,0.0
1828,0.0,0.0,0.0,0.0
1829,0.0,0.0,0.0,0.0
1830,0.0,0.0,0.0,0.0
1831,0.0,0.0,0.0,0.0
1832,0.0,0.0,0.0,0.0
1833,0.0,0.0,0.0,0.0
1834,0.0,0.0,0.0,0.0
1835,0.0,0.0,0.0,0.0
1836,0.0,0.0,0.0,0.0
1837,0.0,0.0,0.0,0.0
1838,0.0,7.632574730972611e-11,0.0,7.632574730972611e-11
1839,0.0,7.632574730972611e-11,0.0,7.632574730972611e-11
1840,0.0,7.632574730972611e-11,0.0,7.632574730972611e-11
1841,0.0,7.632574730972611e-11,0.0,7.632574730972611e-11
1842,0.0,7.632574730972611e-11,0.0,7.632574730972611e-11
1843,0.0,7.632574730972611e-11,0.0,7.632574730972611e-11
1844,0.0,7.632574730972611e-11,0.0,7.632574730972611e-11
1845,0.0,0.0,0.0,0.0
1846,0.0,0.0,0.0,0.0
1847,0.0,0.0,0.0,0.0
1848,0.0,0.0,0.0,0.0
1849,0.0,0.0,0.0,0.0
1850,4.746990895603582e-11,0.0,0.0,0.0
1851,4.746990895603582e-11,0.0,0.0,0.0
1852,4.746990895603582e-11,0.0,0.0,0.0
1853,4.746990895603582e-11,0.0,0.0,0.0
1854,4.746990895603582e-11,0.0,0.0,0.0
1855,4.746990895603582e-11,0.0,5.250174898005103e-11,0.0
1856,4.746990895603582e-11,0.0,5.250174898005103e-11,0.0
1857,0.0,0.0,5.250174898005103e-11,0.0
1858,0.0,0.0,5.250174898005103e-11,0.0
1859,0.0,0.0,5.250174898005103e-11,0.0
1860,0.0,0.0,1.1349695786374729e-10,0.0
1861,0.0,5.648668041250257e-11,1.1349695786374729e-10,5.648668041250257e-11
1862,0.0,5.648668041250257e-11,6.099520888369625e-11,5.648668041250257e-11
1863,0.0,5.648668041250257e-11,6.099520888369625e-11,5.648668041250257e-11
1864,0.0,5.648668041250257e-11,6.099520888369625e-11,5.648668041250257e-11
1865,0.0,5.648668041250257e-11,6.099520888369625e-11,5.648668041250257e-11
1866,0.0,5.648668041250257e-11,6.099520888369625e-11,5.648668041250257e-11
1867,0.0,5.648668041250257e-11,0.0,5.648668041250257e-11
1868,0.0,0.0,0.0,0.0
1869,0.0,0.0,0.0,0.0
1870,0.0,0.0,0.0,0.0
1871,0.0,0.0,0.0,0.0
1872,0.0,4.0951710276816906e-11,0.0,4.0951710276816906e-11
1873,0.0,4.0951710276816906e-11,7.801750515464993e-11,4.0951710276816906e-11
1874,0.0,4.0951710276816906e-11,1.177582198419458e-10,4.0951710276816906e-11
1875,0.0,4.0951710276816906e-11,1.177582198419458e-10,4.0951710276816906e-11
1876,0.0,4.0951710276816906e-11,1.177582198419458e-10,4.0951710276816906e-11
1877,0.0,4.0951710276816906e-11,1.177582198419458e-10,4.0951710276816906e-11
1878,0.0,7.723706991440743e-11,1.5404357947953632e-10,7.723706991440743e-11
1879,0.0,3.6285359637590526e-11,1.5404357947953632e-10,3.6285359637590526e-11
1880,0.0,3.6285359637590526e-11,1.4179944123655323e-10,3.6285359637590526e-11
1881,0.0,6.785095501322352e-11,1.0205872654925737e-10,6.785095501322352e-11
1882,0.0,6.785095501322352e-11,1.3446830553804594e-10,6.785095501322352e-11
1883,3.212262797028639e-11,6.785095501322352e-11,1.3446830553804594e-10,6.785095501322352e-11
1884,3.212262797028639e-11,6.785095501322352e-11,1.3446830553804594e-10,6.785095501322352e-11
1885,3.212262797028639e-11,3.156559537563299e-11,9.818294590045542e-11,3.156559537563299e-11
1886,3.212262797028639e-11,3.156559537563299e-11,9.818294590045542e-11,3.156559537563299e-11
1887,3.212262797028639e-11,5.919956390178425e-11,3.240957898878857e-11,5.919956390178425e-11
1888,5.912547039267833e-11,2.7633968526151266e-11,3.240957898878857e-11,2.7633968526151266e-11
1889,5.912547039267833e-11,7.99757581588472e-11,3.6639253535903597e-10,7.99757581588472e-11
1890,2.700284242239194e-11,1.0527144830455422e-10,3.6639253535903597e-10,1.0527144830455422e-10
1891,2.700284242239194e-11,1.0527144830455422e-10,3.6639253535903597e-10,1.0527144830455422e-10
1892,2.700284242239194e-11,1.0527144830455422e-10,3.6639253535903597e-10,1.0527144830455422e-10
1893,2.700284242239194e-11,1.0527144830455422e-10,4.1251588256407956e-10,1.0527144830455422e-10
1894,2.700284242239194e-11,7.763747977840296e-11,4.3460765541958324e-10,7.763747977840296e-11
1895,0.0,9.88086874225453e-11,4.3460765541958324e-10,9.88086874225453e-11
1896,0.0,6.584732362543581e-11,6.821512006054725e-11,6.584732362543581e-11
1897,5.5730265640414296e-11,5.91283886932002e-11,1.0536863048749012e-10,5.91283886932002e-11
1898,5.5730265640414296e-11,5.91283886932002e-11,1.2340679866884585e-10,5.91283886932002e-11
1899,5.5730265640414296e-11,5.91283886932002e-11,1.5983461181574247e-10,5.91283886932002e-11
1900,5.5730265640414296e-11,5.91283886932002e-11,1.4985247368378855e-10,5.91283886932002e-11
1901,5.5730265640414296e-11,5.91283886932002e-11,1.2776070082828487e-10,5.91283886932002e-11
1902,5.5730265640414296e-11,5.517547133468018e-11,1.621972813995295e-10,5.517547133468018e-11
1903,7.166941048567362e-11,8.361247805233063e-11,1.7813642624478883e-10,8.361247805233063e-11
1904,1.5939144845259332e-11,1.1259694367358821e-10,1.7269039571348495e-10,1.1259694367358821e-10
1905,1.5939144845259332e-11,1.2784380597803084e-10,1.5465222753212922e-10,1.2784380597803084e-10
1906,1.5939144845259332e-11,1.2784380597803084e-10,1.1822441438523257e-10,1.2784380597803084e-10
1907,3.058931877638774e-11,1.4249397990915925e-10,9.673337924327135e-11,1.4249397990915925e-10
1908,4.431377288925477e-11,1.8366734224776034e-10,9.673337924327135e-11,1.8366734224776034e-10
1909,4.431377288925477e-11,1.6644905196213803e-10,6.22967986720267e-11,1.6644905196213803e-10
1910,2.837462804399544e-11,1.1863161940890114e-10,4.6357653826767375e-11,1.1863161940890114e-10
1911,2.837462804399544e-11,7.107039857417214e-11,1.465017393112841e-11,7.107039857417214e-11
1912,2.837462804399544e-11,5.58235362697295e-11,1.465017393112841e-11,5.58235362697295e-11
1913,2.837462804399544e-11,5.58235362697295e-11,2.8948092930683853e-11,5.58235362697295e-11
1914,2.83409436791742e-11,5.578985190490826e-11,1.4297918999555443e-11,5.578985190490826e-11
1915,1.461648956630717e-11,1.461648956630717e-11,1.4297918999555443e-11,1.461648956630717e-11
1916,1.461648956630717e-11,2.966835210045054e-11,1.4297918999555443e-11,2.966835210045054e-11
1917,4.254795821223567e-11,2.966835210045054e-11,1.4297918999555443e-11,2.966835210045054e-11
1918,4.254795821223567e-11,2.966835210045054e-11,1.4297918999555443e-11,2.966835210045054e-11
1919,4.254795821223567e-11,4.387409879846871e-11,1.4297918999555443e-11,4.387409879846871e-11
1920,4.254795821223567e-11,4.387409879846871e-11,0.0,4.387409879846871e-11
1921,2.79314686459285e-11,2.925760923216154e-11,0.0,2.925760923216154e-11
1922,2.79314686459285e-11,2.925760923216154e-11,0.0,2.925760923216154e-11
1923,5.2484913240899036e-11,1.420574669801817e-11,2.4553444594970538e-11,1.420574669801817e-11
1924,2.4553444594970538e-11,1.420574669801817e-11,2.4553444594970538e-11,1.420574669801817e-11
1925,2.4553444594970538e-11,3.7210921843833233e-11,2.4553444594970538e-11,3.7210921843833233e-11
1926,2.4553444594970538e-11,2.3005175145815062e-11,4.7476407725812104e-11,2.3005175145815062e-11
1927,2.4553444594970538e-11,2.3005175145815062e-11,1.3842992228698036e-10,2.3005175145815062e-11
1928,2.4553444594970538e-11,4.581466158829325e-11,2.980963293668688e-10,4.581466158829325e-11
1929,2.4553444594970538e-11,4.581466158829325e-11,2.980963293668688e-10,4.581466158829325e-11
1930,0.0,4.581466158829325e-11,3.0077027773118507e-10,4.581466158829325e-11
1931,0.0,7.204767140032788e-11,3.0077027773118507e-10,7.204767140032788e-11
1932,0.0,4.904249625451282e-11,3.244135238222867e-10,4.904249625451282e-11
1933,0.0,4.904249625451282e-11,3.0149056069144516e-10,4.904249625451282e-11
1934,0.0,4.904249625451282e-11,2.3300492091316016e-10,4.904249625451282e-11
1935,0.0,4.845534291269311e-11,9.556084693393022e-11,4.845534291269311e-11
1936,2.093743234343748e-11,4.845534291269311e-11,9.556084693393022e-11,4.845534291269311e-11
1937,2.093743234343748e-11,4.845534291269311e-11,6.833345397464337e-11,4.845534291269311e-11
1938,4.268968313768186e-11,2.222233310065848e-11,1.335902063573765e-10,2.222233310065848e-11
1939,4.268968313768186e-11,2.222233310065848e-11,1.0994696026627488e-10,2.222233310065848e-11
1940,4.268968313768186e-11,2.222233310065848e-11,1.0994696026627488e-10,2.222233310065848e-11
1941,4.268968313768186e-11,2.222233310065848e-11,8.747908548339162e-11,2.222233310065848e-11
1942,4.268968313768186e-11,0.0,6.525675238273315e-11,0.0
1943,4.3205576021649557e-11,4.2906650454810347e-11,8.671007761013832e-11,4.2906650454810347e-11
1944,6.217689855044942e-11,4.2906650454810347e-11,1.0568140013893818e-10,4.2906650454810347e-11
1945,4.042464775620504e-11,4.2906650454810347e-11,4.042464775620504e-11,4.2906650454810347e-11
1946,5.6972751913012385e-11,4.2906650454810347e-11,4.042464775620504e-11,4.2906650454810347e-11
1947,7.352972794131115e-11,4.2906650454810347e-11,7.353859981280258e-11,4.2906650454810347e-11
1948,7.352972794131115e-11,7.710665042967183e-11,7.353859981280258e-11,7.710665042967183e-11
1949,9.053589029266768e-11,7.710665042967183e-11,7.353859981280258e-11,7.710665042967183e-11
1950,6.90825650652625e-11,3.419999997486148e-11,1.5360513059915958e-10,3.419999997486148e-11
1951,5.0111242536462644e-11,3.419999997486148e-11,2.008302016750666e-10,3.419999997486148e-11
1952,5.0111242536462644e-11,3.419999997486148e-11,2.1651415085413968e-10,3.419999997486148e-11
1953,4.925237499588318e-11,3.419999997486148e-11,2.1651415085413968e-10,3.419999997486148e-11
1954,3.2695398967584415e-11,3.419999997486148e-11,2.559799822507028e-10,3.419999997486148e-11
1955,3.2695398967584415e-11,1.4494252028754824e-11,2.559799822507028e-10,1.4494252028754824e-11
1956,1.5689236616227883e-11,2.7962257509450694e-11,2.829159932120946e-10,2.7962257509450694e-11
1957,1.5689236616227883e-11,2.7962257509450694e-11,1.813961371983324e-10,2.7962257509450694e-11
1958,1.5689236616227883e-11,2.7962257509450694e-11,1.2710155150585933e-10,2.7962257509450694e-11
1959,3.827711461282643e-11,2.7962257509450694e-11,1.3400548032338477e-10,2.7962257509450694e-11
1960,2.2587877996598545e-11,2.7962257509450694e-11,1.3400548032338477e-10,2.7962257509450694e-11
1961,4.5099015791702104e-11,5.0473395304554256e-11,7.268126576777588e-11,5.0473395304554256e-11
1962,4.5099015791702104e-11,3.597914327579943e-11,8.288302187432959e-11,3.597914327579943e-11
1963,4.5099015791702104e-11,2.2511137795103562e-11,7.575472392242131e-11,2.2511137795103562e-11
1964,7.207894598642334e-11,2.2511137795103562e-11,7.575472392242131e-11,2.2511137795103562e-11
1965,9.852419078994399e-11,3.132621939627711e-11,7.266799761136105e-11,3.132621939627711e-11
1966,1.0231552708247652e-10,3.132621939627711e-11,5.0080119614762506e-11,3.132621939627711e-11
1967,1.0231552708247652e-10,3.132621939627711e-11,7.661415648721866e-11,3.132621939627711e-11
1968,7.980438928737295e-11,1.7671623093422947e-11,6.535858758966689e-11,1.7671623093422947e-11
1969,9.775816069344602e-11,1.7671623093422947e-11,7.311060288918623e-11,1.7671623093422947e-11
1970,1.1529717855055362e-10,2.6441132021976747e-11,8.838092559391799e-11,2.6441132021976747e-11
1971,9.726814889246934e-11,3.53920325586137e-11,1.5998812988701364e-10,3.53920325586137e-11
1972,8.821379440407791e-11,4.396784127256938e-11,1.685639386009693e-10,4.396784127256938e-11
1973,6.183458011494686e-11,5.222193808337597e-11,3.253917750324829e-10,5.222193808337597e-11
1974,6.183458011494686e-11,5.222193808337597e-11,3.070052411695874e-10,5.222193808337597e-11
1975,8.616307964734053e-11,5.147489676568132e-11,3.394432418678063e-10,5.147489676568132e-11
1976,9.231860216761336e-11,5.951132790925153e-11,3.857809196102949e-10,5.951132790925153e-11
1977,7.477958431050574e-11,5.074181898069772e-11,3.6675570566635507e-10,5.074181898069772e-11
1978,6.58286837738688e-11,4.179091844406077e-11,3.27788215717265e-10,4.179091844406077e-11
1979,4.843779345873957e-11,2.440002812893154e-11,1.862788176190281e-09,2.440002812893154e-11
1980,4.843779345873957e-11,1.614593131812495e-11,1.7137971671759328e-09,1.614593131812495e-11
1981,5.6067592037388285e-11,1.614593131812495e-11,1.8811350364316456e-09,1.614593131812495e-11
1982,3.9150587533803054e-11,1.5447926172378653e-11,1.8635200257910434e-09,1.5447926172378653e-11
1983,1.504129360745716e-11,7.411495028808446e-12,1.8214360942133849e-09,7.411495028808446e-12
1984,1.504129360745716e-11,1.4762088377092855e-11,1.8274350534792332e-09,1.4762088377092855e-11
1985,3.263140987578136e-09,2.1996163323307575e-11,2.033519807899596e-09,2.1996163323307575e-11
1986,3.263140987578136e-09,2.1996163323307575e-11,5.294888446345197e-10,2.1996163323307575e-11
1987,3.2898908577542028e-09,2.1996163323307575e-11,5.818392256091392e-10,2.1996163323307575e-11
1988,3.3099866984203405e-09,2.1996163323307575e-11,4.2021667296625916e-10,2.1996163323307575e-11
1989,3.302575203391532e-09,2.123668007320794e-11,6.980821912591243e-10,2.123668007320794e-11
1990,3.309232665671402e-09,2.123668007320794e-11,7.091619831050317e-10,2.123668007320794e-11
1991,3.309232665671402e-09,1.388608672492353e-11,7.856492282140185e-10,1.388608672492353e-11
1992,6.113297170072331e-11,1.3014357944493175e-11,5.660117969557327e-10,1.3014357944493175e-11
1993,8.045704975272777e-11,1.3014357944493175e-11,5.563000655366729e-10,1.3014357944493175e-11
1994,5.370717957666114e-11,1.9517487824329193e-11,5.091191169045598e-10,1.9517487824329193e-11
1995,2.59815403318748e-11,2.5904619223503035e-11,5.655147392036319e-10,2.5904619223503035e-11
1996,3.85856188270647e-11,2.5554646692389175e-11,3.1694050657758513e-10,2.5554646692389175e-11
1997,6.532007771977075e-10,3.130717114124033e-11,2.8940572160962574e-10,3.130717114124033e-11
1998,8.424324965791311e-09,3.130717114124033e-11,2.428667822407249e-10,3.130717114124033e-11
1999,1.7334715613334265e-08,2.494482497545596e-11,2.4004947731962444e-10,2.494482497545596e-11
2000,2.4870376236615525e-08,2.494482497545596e-11,2.014013212156155e-10,2.494482497545596e-11
2001,3.53110089759293e-08,1.8441695095619945e-11,2.5938528309359706e-10,1.8441695095619945e-11
2002,3.745306186020425e-08,1.2054563696446102e-11,2.642865926105742e-10,1.2054563696446102e-11
2003,4.022069375965641e-08,1.0910661758987773e-11,3.852327108105109e-10,1.0910661758987773e-11
2004,4.1436363927362304e-08,5.1581373101366215e-12,4.1480600799464236e-10,5.1581373101366215e-12
2005,3.657186705855306e-08,5.1581373101366215e-12,3.7771170219302874e-10,5.1581373101366215e-12
2006,2.8690790822492673e-08,1.0304709466676547e-11,3.6144196960804665e-10,1.0304709466676547e-11
2007,2.3475888280951755e-08,1.5671870547327517e-11,4.097464173513643e-10,1.5671870547327517e-11
2008,1.5141105258464904e-08,1.5671870547327517e-11,3.5462943494467073e-10,1.5671870547327517e-11
