ngram,Wallpaper,Walpaper,Walpaper,Walpaper
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,3.825033750055289e-09,0.0,0.0,0.0
1782,3.825033750055289e-09,0.0,0.0,0.0
1783,5.99963279057647e-09,0.0,0.0,0.0
1784,5.99963279057647e-09,0.0,0.0,0.0
1785,5.99963279057647e-09,0.0,0.0,0.0
1786,5.99963279057647e-09,0.0,0.0,0.0
1787,5.99963279057647e-09,0.0,0.0,0.0
1788,2.174599040521181e-09,0.0,0.0,0.0
1789,2.174599040521181e-09,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,4.116639093102289e-10,0.0,0.0,0.0
1801,4.116639093102289e-10,0.0,0.0,0.0
1802,4.116639093102289e-10,0.0,0.0,0.0
1803,4.116639093102289e-10,0.0,0.0,0.0
1804,4.116639093102289e-10,0.0,0.0,0.0
1805,4.116639093102289e-10,0.0,0.0,0.0
1806,4.116639093102289e-10,0.0,0.0,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0
1811,0.0,0.0,0.0,0.0
1812,0.0,0.0,0.0,0.0
1813,0.0,0.0,0.0,0.0
1814,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,0.0
1816,0.0,0.0,0.0,0.0
1817,0.0,0.0,0.0,0.0
1818,0.0,0.0,0.0,0.0
1819,0.0,0.0,0.0,0.0
1820,0.0,0.0,0.0,0.0
1821,0.0,0.0,0.0,0.0
1822,0.0,0.0,0.0,0.0
1823,0.0,0.0,0.0,0.0
1824,0.0,0.0,0.0,0.0
1825,0.0,0.0,0.0,0.0
1826,0.0,0.0,0.0,0.0
1827,0.0,0.0,0.0,0.0
1828,0.0,0.0,0.0,0.0
1829,1.7568570090783657e-09,0.0,0.0,0.0
1830,1.7568570090783657e-09,0.0,0.0,0.0
1831,1.7568570090783657e-09,0.0,0.0,0.0
1832,2.3529032056046617e-09,0.0,0.0,0.0
1833,2.3529032056046617e-09,0.0,0.0,0.0
1834,2.3529032056046617e-09,0.0,0.0,0.0
1835,2.3529032056046617e-09,0.0,0.0,0.0
1836,5.960461965262961e-10,0.0,0.0,0.0
1837,7.509290173806399e-10,0.0,0.0,0.0
1838,7.509290173806399e-10,0.0,0.0,0.0
1839,1.5488282085434387e-10,0.0,0.0,0.0
1840,1.5488282085434387e-10,0.0,0.0,0.0
1841,1.5488282085434387e-10,0.0,0.0,0.0
1842,1.5488282085434387e-10,0.0,0.0,0.0
1843,1.5488282085434387e-10,0.0,0.0,0.0
1844,0.0,0.0,0.0,0.0
1845,0.0,0.0,0.0,0.0
1846,0.0,0.0,0.0,0.0
1847,0.0,0.0,0.0,0.0
1848,0.0,0.0,0.0,0.0
1849,5.3739536630205616e-11,0.0,0.0,0.0
1850,5.3739536630205616e-11,0.0,0.0,0.0
1851,5.3739536630205616e-11,0.0,0.0,0.0
1852,5.3739536630205616e-11,0.0,0.0,0.0
1853,1.0199887759806562e-10,0.0,0.0,0.0
1854,2.03002598857844e-10,0.0,0.0,0.0
1855,2.03002598857844e-10,0.0,0.0,0.0
1856,3.9775708124015606e-10,0.0,0.0,0.0
1857,4.4589130800330526e-10,0.0,0.0,0.0
1858,5.034948212325117e-10,0.0,0.0,0.0
1859,5.034948212325117e-10,0.0,0.0,0.0
1860,4.5523548026465173e-10,0.0,0.0,0.0
1861,5.801784806548836e-10,0.0,0.0,0.0
1862,8.030515657215481e-10,0.0,0.0,0.0
1863,6.977711939994333e-10,0.0,0.0,0.0
1864,6.967320886896999e-10,0.0,0.0,0.0
1865,6.391285754604934e-10,0.0,0.0,0.0
1866,8.16087055076155e-10,0.0,0.0,0.0
1867,9.025119699198772e-10,0.0,0.0,0.0
1868,1.0350588322946157e-09,0.0,0.0,0.0
1869,8.517716333842986e-10,0.0,0.0,0.0
1870,8.775038275375482e-10,0.0,0.0,0.0
1871,9.521368891731085e-10,0.0,0.0,0.0
1872,1.074992020003559e-09,0.0,0.0,0.0
1873,1.0930772993094401e-09,0.0,0.0,0.0
1874,1.324578101964085e-09,0.0,0.0,0.0
1875,1.126544639319858e-09,0.0,0.0,0.0
1876,1.4319466009763256e-09,0.0,0.0,0.0
1877,1.8921308408970106e-09,0.0,0.0,0.0
1878,2.713822032175882e-09,0.0,0.0,0.0
1879,2.8004497768360383e-09,0.0,0.0,0.0
1880,3.263139694961329e-09,0.0,0.0,0.0
1881,3.639657083657052e-09,0.0,0.0,0.0
1882,4.581122624104848e-09,0.0,0.0,0.0
1883,5.1034457612278825e-09,0.0,0.0,0.0
1884,5.2675992774047535e-09,0.0,0.0,0.0
1885,5.688274010548103e-09,0.0,0.0,0.0
1886,6.3616268443565465e-09,0.0,0.0,0.0
1887,6.311840447129466e-09,0.0,0.0,0.0
1888,6.481488298451918e-09,0.0,0.0,0.0
1889,7.83962678901113e-09,0.0,0.0,0.0
1890,9.9066159719996e-09,0.0,0.0,0.0
1891,1.0547215228180157e-08,0.0,0.0,0.0
1892,1.1048262431907169e-08,0.0,0.0,0.0
1893,1.1110955330398805e-08,0.0,0.0,0.0
1894,1.1342495387367535e-08,0.0,0.0,0.0
1895,1.1494622396769825e-08,0.0,0.0,0.0
1896,1.0488090142400454e-08,0.0,0.0,0.0
1897,9.430042270862162e-09,0.0,0.0,0.0
1898,1.0575617588009273e-08,0.0,0.0,0.0
1899,1.0040091424912134e-08,0.0,0.0,0.0
1900,1.1913577172403426e-08,0.0,0.0,0.0
1901,1.403873677625305e-08,1.7136686910771257e-11,1.7136686910771257e-11,1.7136686910771257e-11
1902,1.646617686645868e-08,1.7136686910771257e-11,1.7136686910771257e-11,1.7136686910771257e-11
1903,1.8296108881900508e-08,1.7136686910771257e-11,1.7136686910771257e-11,1.7136686910771257e-11
1904,1.9511335912016292e-08,1.7136686910771257e-11,1.7136686910771257e-11,1.7136686910771257e-11
1905,1.973730042895535e-08,1.7136686910771257e-11,1.7136686910771257e-11,1.7136686910771257e-11
1906,2.1991647106541938e-08,1.7136686910771257e-11,1.7136686910771257e-11,1.7136686910771257e-11
1907,2.1575261196663372e-08,1.7136686910771257e-11,1.7136686910771257e-11,1.7136686910771257e-11
1908,2.1835860865491796e-08,0.0,0.0,0.0
1909,2.194770308351833e-08,1.3781009071995547e-11,1.3781009071995547e-11,1.3781009071995547e-11
1910,2.5193063127712127e-08,1.3781009071995547e-11,1.3781009071995547e-11,1.3781009071995547e-11
1911,2.6141206025239886e-08,1.3781009071995547e-11,1.3781009071995547e-11,1.3781009071995547e-11
1912,2.7977126139587327e-08,1.3781009071995547e-11,1.3781009071995547e-11,1.3781009071995547e-11
1913,3.288612836018144e-08,1.3781009071995547e-11,1.3781009071995547e-11,1.3781009071995547e-11
1914,3.6900138817535274e-08,1.3781009071995547e-11,1.3781009071995547e-11,1.3781009071995547e-11
1915,4.036915589113375e-08,1.3781009071995547e-11,1.3781009071995547e-11,1.3781009071995547e-11
1916,4.202159991401848e-08,0.0,0.0,0.0
1917,4.4947578357680736e-08,0.0,0.0,0.0
1918,5.310239917629847e-08,0.0,0.0,0.0
1919,6.376064527151876e-08,0.0,0.0,0.0
1920,7.287773787619959e-08,0.0,0.0,0.0
1921,8.341239927338912e-08,0.0,0.0,0.0
1922,9.396216122630513e-08,0.0,0.0,0.0
1923,1.0991928535629216e-07,0.0,0.0,0.0
1924,1.1968422748103486e-07,0.0,0.0,0.0
1925,1.2663009028658833e-07,0.0,0.0,0.0
1926,1.3010440877029135e-07,0.0,0.0,0.0
1927,1.3182197327361272e-07,0.0,0.0,0.0
1928,1.3736082645924137e-07,0.0,0.0,0.0
1929,1.4100286957078163e-07,0.0,0.0,0.0
1930,1.4578550633359555e-07,0.0,0.0,0.0
1931,1.544514520089381e-07,0.0,0.0,0.0
1932,1.5649549465836442e-07,0.0,0.0,0.0
1933,1.6216293983818885e-07,0.0,0.0,0.0
1934,1.7118977625939026e-07,0.0,0.0,0.0
1935,1.716108479448459e-07,0.0,0.0,0.0
1936,1.740281407234891e-07,0.0,0.0,0.0
1937,1.7552751176351323e-07,0.0,0.0,0.0
1938,1.763765453688393e-07,0.0,0.0,0.0
1939,1.8212753210329019e-07,0.0,0.0,0.0
1940,1.807711486532883e-07,0.0,0.0,0.0
1941,1.8391141866556738e-07,0.0,0.0,0.0
1942,2.035182262716262e-07,0.0,0.0,0.0
1943,2.2455888678710574e-07,0.0,0.0,0.0
1944,2.3636347837704568e-07,0.0,0.0,0.0
1945,2.5402676076932297e-07,0.0,0.0,0.0
1946,2.684616841211859e-07,0.0,0.0,0.0
1947,2.858750767537848e-07,0.0,0.0,0.0
1948,3.0448334850266943e-07,0.0,0.0,0.0
1949,3.0276310017792897e-07,1.7006162351356532e-11,1.7006162351356532e-11,1.7006162351356532e-11
1950,2.978595391920992e-07,1.7006162351356532e-11,1.7006162351356532e-11,1.7006162351356532e-11
1951,3.009570142304645e-07,3.355526075253325e-11,3.355526075253325e-11,3.355526075253325e-11
1952,2.9358067519881713e-07,3.355526075253325e-11,3.355526075253325e-11,3.355526075253325e-11
1953,2.876680907450334e-07,4.924449736876113e-11,4.924449736876113e-11,4.924449736876113e-11
1954,2.828789799228356e-07,4.924449736876113e-11,4.924449736876113e-11,4.924449736876113e-11
1955,2.6698241738033956e-07,4.924449736876113e-11,4.924449736876113e-11,4.924449736876113e-11
1956,2.5965262701837286e-07,4.570634049810047e-11,4.570634049810047e-11,4.570634049810047e-11
1957,2.552701537134843e-07,4.570634049810047e-11,4.570634049810047e-11,4.570634049810047e-11
1958,2.372126013077442e-07,7.6764473745859e-11,7.6764473745859e-11,7.6764473745859e-11
1959,2.2125315776325545e-07,7.6764473745859e-11,7.6764473745859e-11,7.6764473745859e-11
1960,2.1476387043354146e-07,6.107523712963113e-11,6.107523712963113e-11,6.107523712963113e-11
1961,2.0322032615435352e-07,7.233080602718291e-11,7.233080602718291e-11,7.233080602718291e-11
1962,1.9399799100483506e-07,7.233080602718291e-11,7.233080602718291e-11,7.233080602718291e-11
1963,1.8346732945571732e-07,5.886280054648704e-11,5.886280054648704e-11,5.886280054648704e-11
1964,1.727452395730974e-07,5.886280054648704e-11,5.886280054648704e-11,5.886280054648704e-11
1965,1.7081751073939294e-07,1.1255568897551781e-11,1.1255568897551781e-11,1.1255568897551781e-11
1966,1.6720556012777316e-07,1.1255568897551781e-11,1.1255568897551781e-11,1.1255568897551781e-11
1967,1.6573528073747313e-07,2.0100247855037168e-11,2.0100247855037168e-11,2.0100247855037168e-11
1968,1.636755026116329e-07,8.844678957485387e-12,8.844678957485387e-12,8.844678957485387e-12
1969,1.616722288742624e-07,3.5775335075324424e-11,3.5775335075324424e-11,3.5775335075324424e-11
1970,1.6230733633295002e-07,4.454484400387823e-11,4.454484400387823e-11,4.454484400387823e-11
1971,1.620314589802417e-07,4.454484400387823e-11,4.454484400387823e-11,4.454484400387823e-11
1972,1.635278985239503e-07,9.67175149492659e-11,9.67175149492659e-11,9.67175149492659e-11
1973,1.6929389192098044e-07,1.0497161176007249e-10,1.0497161176007249e-10,1.0497161176007249e-10
1974,1.6680047159362793e-07,1.0427443581214772e-10,1.0427443581214772e-10,1.0427443581214772e-10
1975,1.6754711396060884e-07,1.44821937676192e-10,1.44821937676192e-10,1.44821937676192e-10
1976,1.6788801003388342e-07,1.1789128155835294e-10,1.1789128155835294e-10,1.1789128155835294e-10
1977,1.6743965959774088e-07,1.0912177262979915e-10,1.0912177262979915e-10,1.0912177262979915e-10
1978,1.6693735257636684e-07,1.1728170121580054e-10,1.1728170121580054e-10,1.1728170121580054e-10
1979,1.6863054343372953e-07,7.323673116367755e-11,7.323673116367755e-11,7.323673116367755e-11
1980,1.6251262634016583e-07,7.281946177003666e-11,7.281946177003666e-11,7.281946177003666e-11
1981,1.5906212118872126e-07,9.51911530750709e-11,9.51911530750709e-11,9.51911530750709e-11
1982,1.695909231459934e-07,1.287586034816522e-10,1.287586034816522e-10,1.287586034816522e-10
1983,1.7443573239818632e-07,1.3616110917340814e-10,1.3616110917340814e-10,1.3616110917340814e-10
1984,1.752451745622758e-07,2.4642000642386263e-10,2.4642000642386263e-10,2.4642000642386263e-10
1985,1.7410585988792654e-07,2.382600778378612e-10,2.382600778378612e-10,2.382600778378612e-10
1986,1.720690891358702e-07,2.5776659725346944e-10,2.5776659725346944e-10,2.5776659725346944e-10
1987,2.2045397583627035e-07,2.833671060694812e-10,2.833671060694812e-10,2.833671060694812e-10
1988,2.2458066796713994e-07,2.8057355099967273e-10,2.8057355099967273e-10,2.8057355099967273e-10
1989,2.226832671275198e-07,2.1976262228646474e-10,2.1976262228646474e-10,2.1976262228646474e-10
1990,2.293485782242247e-07,2.4564742601151934e-10,2.4564742601151934e-10,2.4564742601151934e-10
1991,2.380774495642462e-07,1.813734073644443e-10,1.813734073644443e-10,1.813734073644443e-10
1992,2.552646541127095e-07,2.0682279202758177e-10,2.0682279202758177e-10,2.0682279202758177e-10
1993,3.0572694648916307e-07,2.0495400912138147e-10,2.0495400912138147e-10,2.0495400912138147e-10
1994,2.846500442339155e-07,1.9102606302334735e-10,1.9102606302334735e-10,1.9102606302334735e-10
1995,3.080351141144482e-07,2.1439747497195175e-10,2.1439747497195175e-10,2.1439747497195175e-10
1996,3.309062321932288e-07,2.4520772713896935e-10,2.4520772713896935e-10,2.4520772713896935e-10
1997,3.5644138003070633e-07,2.57940613312968e-10,2.57940613312968e-10,2.57940613312968e-10
1998,3.625074863781005e-07,2.581780345067841e-10,2.581780345067841e-10,2.581780345067841e-10
1999,3.5402045739374444e-07,2.435751382336347e-10,2.435751382336347e-10,2.435751382336347e-10
2000,3.115387191395972e-07,2.593491354214399e-10,2.593491354214399e-10,2.593491354214399e-10
2001,3.0443561424168107e-07,2.7026412655458843e-10,2.7026412655458843e-10,2.7026412655458843e-10
2002,2.960257278670854e-07,2.62115505887474e-10,2.62115505887474e-10,2.62115505887474e-10
2003,2.7998528245072e-07,2.386337794035853e-10,2.386337794035853e-10,2.386337794035853e-10
2004,3.126614578669822e-07,2.0775322137226278e-10,2.0775322137226278e-10,2.0775322137226278e-10
2005,2.9486066515411427e-07,1.664995150680542e-10,1.664995150680542e-10,1.664995150680542e-10
2006,2.8555326382827063e-07,1.6079959883460607e-10,1.6079959883460607e-10,1.6079959883460607e-10
2007,2.811333164994981e-07,1.246273253247792e-10,1.246273253247792e-10,1.246273253247792e-10
2008,2.708939876226525e-07,9.420294405648733e-11,9.420294405648733e-11,9.420294405648733e-11
2009,2.5375264353247727e-07,5.1254513530210997e-11,5.1254513530210997e-11,5.1254513530210997e-11
2010,2.361940525068868e-07,3.062196428966451e-11,3.062196428966451e-11,3.062196428966451e-11
2011,1.6684568038272118e-07,1.548232673017783e-11,1.548232673017783e-11,1.548232673017783e-11
2012,1.6989926418123753e-07,1.0513733237190896e-11,1.0513733237190896e-11,1.0513733237190896e-11
2013,1.6567690254630308e-07,5.367161080650971e-12,5.367161080650971e-12,5.367161080650971e-12
2014,1.5577672383772422e-07,0.0,0.0,0.0
2015,1.426952889817455e-07,0.0,0.0,0.0
2016,1.3229836172610832e-07,0.0,0.0,0.0
2017,1.301326927697725e-07,0.0,0.0,0.0
2018,1.229865176810563e-07,0.0,0.0,0.0
2019,1.1176587122463388e-07,0.0,0.0,0.0
