ngram,Xbox,Xbo,Xbx,Xbo
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,6.584871061120014e-09,0.0,6.584871061120014e-09
1720,0.0,6.584871061120014e-09,0.0,6.584871061120014e-09
1721,0.0,6.584871061120014e-09,0.0,6.584871061120014e-09
1722,0.0,6.584871061120014e-09,0.0,6.584871061120014e-09
1723,0.0,6.584871061120014e-09,0.0,6.584871061120014e-09
1724,0.0,6.584871061120014e-09,0.0,6.584871061120014e-09
1725,0.0,6.584871061120014e-09,0.0,6.584871061120014e-09
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,3.569138635433384e-09,0.0,3.569138635433384e-09
1752,0.0,7.46772878455561e-09,0.0,7.46772878455561e-09
1753,0.0,7.46772878455561e-09,0.0,7.46772878455561e-09
1754,0.0,7.46772878455561e-09,0.0,7.46772878455561e-09
1755,0.0,7.46772878455561e-09,0.0,7.46772878455561e-09
1756,0.0,7.46772878455561e-09,0.0,7.46772878455561e-09
1757,0.0,7.46772878455561e-09,0.0,7.46772878455561e-09
1758,0.0,3.898590149122226e-09,0.0,3.898590149122226e-09
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0
1811,0.0,0.0,0.0,0.0
1812,0.0,0.0,0.0,0.0
1813,0.0,0.0,0.0,0.0
1814,0.0,0.0,0.0,0.0
1815,0.0,1.9314070977470366e-10,0.0,1.9314070977470366e-10
1816,0.0,1.9314070977470366e-10,0.0,1.9314070977470366e-10
1817,0.0,1.9314070977470366e-10,0.0,1.9314070977470366e-10
1818,0.0,3.7217557607200595e-10,0.0,3.7217557607200595e-10
1819,0.0,3.7217557607200595e-10,0.0,3.7217557607200595e-10
1820,0.0,3.7217557607200595e-10,1.4739693592653273e-10,3.7217557607200595e-10
1821,0.0,3.7217557607200595e-10,1.4739693592653273e-10,3.7217557607200595e-10
1822,0.0,1.790348662973023e-10,1.4739693592653273e-10,1.790348662973023e-10
1823,1.4046276840064464e-10,1.790348662973023e-10,1.4739693592653273e-10,1.790348662973023e-10
1824,1.4046276840064464e-10,3.1315488297727663e-10,1.4739693592653273e-10,3.1315488297727663e-10
1825,1.4046276840064464e-10,1.3412001667997434e-10,1.4739693592653273e-10,1.3412001667997434e-10
1826,1.4046276840064464e-10,1.3412001667997434e-10,1.4739693592653273e-10,1.3412001667997434e-10
1827,1.4046276840064464e-10,1.3412001667997434e-10,0.0,1.3412001667997434e-10
1828,1.4046276840064464e-10,1.3412001667997434e-10,0.0,1.3412001667997434e-10
1829,1.4046276840064464e-10,1.3412001667997434e-10,0.0,1.3412001667997434e-10
1830,0.0,2.2942455871596427e-10,0.0,2.2942455871596427e-10
1831,0.0,9.530454203598993e-11,0.0,9.530454203598993e-11
1832,0.0,1.8045400094836494e-10,0.0,1.8045400094836494e-10
1833,0.0,1.8045400094836494e-10,0.0,1.8045400094836494e-10
1834,0.0,2.6351419459201356e-10,0.0,2.6351419459201356e-10
1835,0.0,4.3108099629612136e-10,0.0,4.3108099629612136e-10
1836,0.0,4.3108099629612136e-10,0.0,4.3108099629612136e-10
1837,0.0,3.3577645426013143e-10,0.0,3.3577645426013143e-10
1838,0.0,3.3577645426013143e-10,0.0,3.3577645426013143e-10
1839,0.0,2.5062699534775644e-10,0.0,2.5062699534775644e-10
1840,0.0,2.5062699534775644e-10,0.0,2.5062699534775644e-10
1841,0.0,1.675668017041078e-10,0.0,1.675668017041078e-10
1842,6.081543998551605e-11,0.0,0.0,0.0
1843,6.081543998551605e-11,0.0,6.557452993303871e-11,0.0
1844,6.081543998551605e-11,0.0,6.557452993303871e-11,0.0
1845,6.081543998551605e-11,0.0,6.557452993303871e-11,0.0
1846,6.081543998551605e-11,0.0,6.557452993303871e-11,0.0
1847,6.081543998551605e-11,0.0,6.557452993303871e-11,0.0
1848,6.081543998551605e-11,0.0,6.557452993303871e-11,0.0
1849,0.0,0.0,6.557452993303871e-11,0.0
1850,0.0,0.0,4.746990895603582e-11,0.0
1851,0.0,4.642859509549981e-11,4.746990895603582e-11,4.642859509549981e-11
1852,0.0,9.699016589870268e-11,4.746990895603582e-11,9.699016589870268e-11
1853,0.0,1.9350884783442268e-10,4.746990895603582e-11,1.9350884783442268e-10
1854,0.0,1.9350884783442268e-10,4.746990895603582e-11,1.9350884783442268e-10
1855,5.250174898005103e-11,1.9350884783442268e-10,4.746990895603582e-11,1.9350884783442268e-10
1856,5.250174898005103e-11,1.9350884783442268e-10,4.746990895603582e-11,1.9350884783442268e-10
1857,5.250174898005103e-11,2.416430745975719e-10,0.0,2.416430745975719e-10
1858,5.250174898005103e-11,1.9521447950207208e-10,5.7603513229206473e-11,1.9521447950207208e-10
1859,5.250174898005103e-11,1.446529086988692e-10,1.1853290174787138e-10,1.446529086988692e-10
1860,5.250174898005103e-11,1.701246445305417e-10,1.1853290174787138e-10,1.701246445305417e-10
1861,5.250174898005103e-11,2.2661132494304426e-10,1.1853290174787138e-10,2.2661132494304426e-10
1862,0.0,2.823295962097104e-10,1.1853290174787138e-10,2.823295962097104e-10
1863,0.0,3.3006747731815066e-10,1.6627078285631162e-10,3.3006747731815066e-10
1864,0.0,2.819332505550014e-10,1.6627078285631162e-10,2.819332505550014e-10
1865,0.0,3.7038635254076675e-10,1.0866726962710516e-10,3.7038635254076675e-10
1866,0.0,3.7038635254076675e-10,4.7737881108440257e-11,3.7038635254076675e-10
1867,0.0,5.07670679304541e-10,4.7737881108440257e-11,5.07670679304541e-10
1868,0.0,4.95995696895132e-10,4.7737881108440257e-11,4.95995696895132e-10
1869,0.0,6.382068603752852e-10,4.7737881108440257e-11,6.382068603752852e-10
1870,0.0,6.327054396277581e-10,8.447292072182627e-11,6.327054396277581e-10
1871,4.057606235135276e-11,6.327054396277581e-10,8.447292072182627e-11,6.327054396277581e-10
1872,4.057606235135276e-11,5.442523376419928e-10,8.447292072182627e-11,5.442523376419928e-10
1873,4.057606235135276e-11,6.222698427966427e-10,1.2348167329915124e-10,6.222698427966427e-10
1874,4.057606235135276e-11,4.0273581295277184e-10,1.2348167329915124e-10,4.0273581295277184e-10
1875,4.057606235135276e-11,4.381541756399392e-10,1.2348167329915124e-10,4.381541756399392e-10
1876,4.057606235135276e-11,3.1688870971713357e-10,1.2348167329915124e-10,3.1688870971713357e-10
1877,7.552773485995447e-11,3.7950726291694336e-10,3.900875257732496e-11,3.7950726291694336e-10
1878,3.4951672508601714e-11,4.1579262255453386e-10,4.381476966955741e-10,4.1579262255453386e-10
1879,3.4951672508601714e-11,4.856202503614579e-10,4.730615105990361e-10,4.856202503614579e-10
1880,3.4951672508601714e-11,4.076027452068079e-10,4.3405275802171113e-10,4.076027452068079e-10
1881,6.65172678842347e-11,3.9942762589514503e-10,4.3405275802171113e-10,3.9942762589514503e-10
1882,6.65172678842347e-11,4.4883588116003837e-10,4.3405275802171113e-10,4.4883588116003837e-10
1883,6.65172678842347e-11,4.042945403063111e-10,4.661753859919975e-10,4.042945403063111e-10
1884,3.156559537563299e-11,3.604613413310531e-10,4.9668629328473e-10,3.604613413310531e-10
1885,3.156559537563299e-11,3.822225373508102e-10,9.754734916648085e-11,3.822225373508102e-10
1886,3.156559537563299e-11,3.3998352545948155e-10,6.263353526301886e-11,3.3998352545948155e-10
1887,3.156559537563299e-11,4.2288543302047646e-10,6.263353526301886e-11,4.2288543302047646e-10
1888,0.0,4.453255224896273e-10,1.1663922010780274e-10,4.453255224896273e-10
1889,0.0,4.2037078579986494e-10,2.4749369022446036e-10,4.2037078579986494e-10
1890,0.0,4.1354384797528555e-10,2.1537106225417395e-10,4.1354384797528555e-10
1891,0.0,3.525220333898206e-10,1.8486015496144148e-10,3.525220333898206e-10
1892,0.0,3.8436180627154926e-10,1.8486015496144148e-10,3.8436180627154926e-10
1893,0.0,4.028965375609975e-10,2.54045177751548e-10,4.028965375609975e-10
1894,0.0,3.4208640285550626e-10,2.54045177751548e-10,3.4208640285550626e-10
1895,0.0,3.092519256548647e-10,2.0003949290676408e-10,3.092519256548647e-10
1896,0.0,2.0456834638947286e-10,8.856544862569292e-11,2.0456834638947286e-10
1897,1.4861404170777145e-10,1.9784941145723726e-10,8.856544862569292e-11,1.9784941145723726e-10
1898,1.4861404170777145e-10,1.9784941145723726e-10,1.0660361680704864e-10,1.9784941145723726e-10
1899,1.4861404170777145e-10,1.2617698949160935e-10,1.0660361680704864e-10,1.2617698949160935e-10
1900,1.4861404170777145e-10,9.812424682311059e-11,3.741859401694216e-11,9.812424682311059e-11
1901,1.4861404170777145e-10,1.1030584778914942e-10,5.4555280927713416e-11,1.1030584778914942e-10
1902,1.4861404170777145e-10,1.235712207162517e-10,5.4555280927713416e-11,1.235712207162517e-10
1903,1.4861404170777145e-10,1.713886532694886e-10,3.5174855092126986e-11,1.713886532694886e-10
1904,0.0,1.8451937795165614e-10,3.5174855092126986e-11,1.8451937795165614e-10
1905,0.0,2.150131025605414e-10,3.2383549215213896e-11,2.150131025605414e-10
1906,0.0,1.967991959870931e-10,3.2383549215213896e-11,1.967991959870931e-10
1907,0.0,2.080289393128051e-10,4.703372314634231e-11,2.080289393128051e-10
1908,2.744890822573406e-11,3.2472456469788216e-10,2.989703623557105e-11,3.2472456469788216e-10
1909,2.744890822573406e-11,3.0406899319863305e-10,2.989703623557105e-11,3.0406899319863305e-10
1910,4.12227979925842e-11,2.8379934017909644e-10,2.989703623557105e-11,2.8379934017909644e-10
1911,4.12227979925842e-11,3.0800358791216453e-10,2.989703623557105e-11,3.0800358791216453e-10
1912,2.8626262768957234e-10,3.3516629451993806e-10,1.465017393112841e-11,3.3516629451993806e-10
1913,3.4345430368779416e-10,3.923579705181598e-10,1.465017393112841e-11,3.923579705181598e-10
1914,3.4345430368779416e-10,3.9229060178851734e-10,0.0,3.9229060178851734e-10
1915,3.160053954620601e-10,2.89137770273903e-10,0.0,2.89137770273903e-10
1916,3.160053954620601e-10,3.355642113384809e-10,0.0,3.355642113384809e-10
1917,3.0223150569520993e-10,3.778451063934136e-10,1.396573432296425e-11,3.778451063934136e-10
1918,3.0223150569520993e-10,3.3631361782772625e-10,2.8345973385983977e-11,3.3631361782772625e-10
1919,7.139742269623994e-11,3.0706868000710385e-10,2.8345973385983977e-11,3.0706868000710385e-10
1920,1.420574669801817e-11,2.73078658891939e-10,2.8345973385983977e-11,2.73078658891939e-10
1921,1.420574669801817e-11,2.438456797593247e-10,2.8345973385983977e-11,2.438456797593247e-10
1922,1.420574669801817e-11,2.2018080810973625e-10,2.8345973385983977e-11,2.2018080810973625e-10
1923,3.8759191292988706e-11,1.8452680256813332e-10,2.8345973385983977e-11,1.8452680256813332e-10
1924,3.8759191292988706e-11,2.1238424907643605e-10,3.880176933725364e-11,2.1238424907643605e-10
1925,6.176436643880377e-11,1.9800401001341632e-10,2.4421530274233915e-11,1.9800401001341632e-10
1926,4.75586197407856e-11,1.9251547974822155e-10,2.4421530274233915e-11,1.9251547974822155e-10
1927,4.75586197407856e-11,1.6931382486516456e-10,4.7159908914525974e-11,1.6931382486516456e-10
1928,4.75586197407856e-11,3.5178971640499006e-10,6.996939535700416e-11,3.5178971640499006e-10
1929,9.813021427186795e-11,3.5292421762811443e-10,6.996939535700416e-11,3.5292421762811443e-10
1930,7.357676967689741e-11,3.8282555895171756e-10,1.2442418127557786e-10,3.8282555895171756e-10
1931,7.357676967689741e-11,3.1137244766681656e-10,1.0000265100134393e-10,3.1137244766681656e-10
1932,5.057159453108235e-11,3.1137244766681656e-10,1.0000265100134393e-10,3.1137244766681656e-10
1933,1.200730705340293e-10,3.1161664320362396e-10,1.0000265100134393e-10,3.1161664320362396e-10
1934,1.200730705340293e-10,3.340845179865072e-10,1.2220002192681838e-10,3.340845179865072e-10
1935,1.200730705340293e-10,2.1827562376611605e-10,9.93905354843402e-11,2.1827562376611605e-10
1936,6.950147600294696e-11,2.1392725884401235e-10,9.93905354843402e-11,2.1392725884401235e-10
1937,1.8171355689996663e-10,2.492421408151202e-10,4.4935749565766514e-11,2.492421408151202e-10
1938,2.03465807694211e-10,2.4476138179732997e-10,4.4935749565766514e-11,2.4476138179732997e-10
1939,2.2835983302739648e-10,2.696554071305154e-10,4.4935749565766514e-11,2.696554071305154e-10
1940,1.846516193916768e-10,2.464882484628664e-10,4.4935749565766514e-11,2.464882484628664e-10
1941,1.846516193916768e-10,3.0675608085419167e-10,0.0,3.0675608085419167e-10
1942,1.846516193916768e-10,2.6499712939871094e-10,0.0,2.6499712939871094e-10
1943,2.0610494461908198e-10,2.4405969705527346e-10,0.0,2.4405969705527346e-10
1944,9.389286372206231e-11,2.3017531928079141e-10,1.8971322528799864e-11,2.3017531928079141e-10
1945,9.091003346942524e-11,2.459619095697617e-10,5.6510163612014506e-11,2.459619095697617e-10
1946,9.911221644985448e-11,3.3690461333422764e-10,7.305826776882185e-11,3.3690461333422764e-10
1947,8.987593011092595e-11,3.8657553943658284e-10,7.305826776882185e-11,3.8657553943658284e-10
1948,8.987593011092595e-11,4.0643983218695874e-10,7.305826776882185e-11,4.0643983218695874e-10
1949,1.23888254813639e-10,4.665625941147056e-10,1.0707059247153491e-10,4.665625941147056e-10
1950,1.193549049276805e-10,5.511624688393977e-10,1.0707059247153491e-10,5.511624688393977e-10
1951,1.5245310173003394e-10,4.91826277125375e-10,1.8739385836725424e-10,4.91826277125375e-10
1952,1.3368368118842662e-10,5.013392825881091e-10,1.812229156421858e-10,5.013392825881091e-10
1953,1.0058747287481192e-10,4.325702643304119e-10,1.9605328471783423e-10,4.325702643304119e-10
1954,8.403049684651315e-11,4.5547912168121737e-10,1.9605328471783423e-10,4.5547912168121737e-10
1955,9.852474887526798e-11,3.818676258141426e-10,1.9605328471783423e-10,3.818676258141426e-10
1956,9.144843513394666e-11,3.776448528891585e-10,1.6204096001512117e-10,3.776448528891585e-10
1957,8.727218551004715e-11,3.4401988103465493e-10,1.6204096001512117e-10,3.4401988103465493e-10
1958,5.4173988707693714e-11,4.107834409929266e-10,7.464817950283579e-11,4.107834409929266e-10
1959,6.546792770599299e-11,4.766709824474294e-10,4.328028114468958e-11,4.766709824474294e-10
1960,6.546792770599299e-11,5.037182952495809e-10,1.1901807912233814e-11,5.037182952495809e-10
1961,6.546792770599299e-11,5.662053425321239e-10,1.1901807912233814e-11,5.662053425321239e-10
1962,6.117543178379187e-11,6.494361516816229e-10,1.1901807912233814e-11,6.494361516816229e-10
1963,6.395099132789589e-11,6.478589688528404e-10,1.1901807912233814e-11,6.478589688528404e-10
1964,6.020057567525581e-11,7.227904068913509e-10,4.787504817186214e-11,7.227904068913509e-10
1965,7.783073887760291e-11,7.09998401341291e-10,3.597324025962832e-11,7.09998401341291e-10
1966,7.5329871309014e-11,6.322312990596807e-10,7.993859542563899e-11,6.322312990596807e-10
1967,9.301922922398477e-11,6.554077439499143e-10,1.1531731125558053e-10,6.554077439499143e-10
1968,9.301922922398477e-11,6.709021116435565e-10,1.3303039424007934e-10,6.709021116435565e-10
1969,9.179435882046759e-11,6.125441106722259e-10,1.868917064757574e-10,6.125441106722259e-10
1970,7.085229724352565e-11,6.210083479198301e-10,1.956612154043112e-10,6.210083479198301e-10
1971,7.080988771525552e-11,5.93561913905408e-10,1.6863887568131985e-10,5.93561913905408e-10
1972,7.057061482803765e-11,6.360820441792774e-10,1.6863887568131985e-10,6.360820441792774e-10
1973,8.653983482201762e-11,6.917048204054968e-10,1.2467352051530918e-10,6.917048204054968e-10
1974,1.1773549595568104e-10,1.3358361480467602e-09,1.0558981070448884e-10,1.3358361480467602e-09
1975,1.3395449630479054e-10,1.4934359701282825e-09,8.787672771999005e-11,1.4934359701282825e-09
1976,1.330140417453242e-10,1.9137241077541287e-09,6.61611400585928e-11,1.9137241077541287e-09
1977,1.4029735458704577e-10,1.8822138926820132e-09,6.541804201517668e-11,1.8822138926820132e-09
1978,1.6398616839441438e-10,1.897992985000485e-09,6.46270700645411e-11,1.897992985000485e-09
1979,1.5472297897254983e-10,1.8662292108498744e-09,6.46270700645411e-11,1.8662292108498744e-09
1980,1.7698165403439477e-10,1.9870284941246398e-09,7.24638974817068e-11,1.9870284941246398e-09
1981,1.2809663498576056e-10,1.3142738881326871e-09,8.668808577718044e-11,1.3142738881326871e-09
1982,1.3411211873180585e-10,1.1395197721927479e-09,1.1633406589241422e-10,1.1395197721927479e-09
1983,5.152376840654251e-09,7.616028997934978e-10,9.159084700988934e-11,7.616028997934978e-10
1984,5.298037074528774e-09,7.715733647233642e-10,8.356443612475165e-11,7.715733647233642e-10
1985,5.967102657227536e-09,7.730795646500508e-10,9.71067328730297e-11,7.730795646500508e-10
1986,6.456390906033655e-09,7.60888102524504e-10,1.0401528795024793e-10,7.60888102524504e-10
