ngram,Kernel,Kernl,Kernal,Kernel
1636,2.1504429728988077e-07,0.0,0.0,2.1504429728988077e-07
1637,2.1504429728988077e-07,0.0,0.0,2.1504429728988077e-07
1638,2.1504429728988077e-07,0.0,0.0,2.1504429728988077e-07
1639,1.2341816305446889e-07,0.0,0.0,1.2341816305446889e-07
1640,1.2341816305446889e-07,0.0,0.0,1.2341816305446889e-07
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,4.392013660695479e-08,0.0,0.0,4.392013660695479e-08
1651,1.299202990269675e-07,0.0,0.0,1.299202990269675e-07
1652,1.299202990269675e-07,0.0,0.0,1.299202990269675e-07
1653,1.299202990269675e-07,0.0,0.0,1.299202990269675e-07
1654,1.7140348518296378e-07,0.0,0.0,1.7140348518296378e-07
1655,1.7140348518296378e-07,0.0,0.0,1.7140348518296378e-07
1656,1.7140348518296378e-07,0.0,0.0,1.7140348518296378e-07
1657,1.8309221364428856e-07,0.0,0.0,1.8309221364428856e-07
1658,4.1878584917347847e-07,0.0,0.0,4.1878584917347847e-07
1659,4.1878584917347847e-07,0.0,0.0,4.1878584917347847e-07
1660,6.593102495701584e-07,0.0,0.0,6.593102495701584e-07
1661,1.0209395091871038e-06,0.0,0.0,1.0209395091871038e-06
1662,1.183338948099585e-06,0.0,0.0,1.183338948099585e-06
1663,1.4461188624993935e-06,0.0,0.0,1.4461188624993935e-06
1664,1.5084189369320354e-06,0.0,0.0,1.5084189369320354e-06
1665,1.3630916068255568e-06,0.0,0.0,1.3630916068255568e-06
1666,1.5228851972486673e-06,0.0,0.0,1.5228851972486673e-06
1667,1.54197932390941e-06,0.0,0.0,1.54197932390941e-06
1668,1.4451393813682704e-06,0.0,0.0,1.4451393813682704e-06
1669,1.4025563115995152e-06,0.0,0.0,1.4025563115995152e-06
1670,1.2557238976894171e-06,0.0,0.0,1.2557238976894171e-06
1671,1.2160353435319848e-06,0.0,0.0,1.2160353435319848e-06
1672,1.3348761090778031e-06,0.0,0.0,1.3348761090778031e-06
1673,1.2987968684033798e-06,0.0,0.0,1.2987968684033798e-06
1674,1.364483580346132e-06,0.0,0.0,1.364483580346132e-06
1675,1.1954850752512617e-06,0.0,0.0,1.1954850752512617e-06
1676,1.4621872911188153e-06,0.0,0.0,1.4621872911188153e-06
1677,1.4469983885386943e-06,0.0,0.0,1.4469983885386943e-06
1678,3.4203908155307417e-06,0.0,1.991857142716721e-08,3.4203908155307417e-06
1679,3.2174706591701707e-06,0.0,1.991857142716721e-08,3.2174706591701707e-06
1680,3.2023678824901125e-06,0.0,1.991857142716721e-08,3.2023678824901125e-06
1681,3.0784452665752075e-06,0.0,4.229441888777988e-08,3.0784452665752075e-06
1682,3.6064853523904664e-06,0.0,4.229441888777988e-08,3.6064853523904664e-06
1683,3.308235680573749e-06,0.0,4.229441888777988e-08,3.308235680573749e-06
1684,3.295141823400627e-06,0.0,4.229441888777988e-08,3.295141823400627e-06
1685,1.3647640051723492e-06,0.0,2.237584746061267e-08,1.3647640051723492e-06
1686,1.3829937545649175e-06,0.0,2.237584746061267e-08,1.3829937545649175e-06
1687,1.3979824465033225e-06,0.0,2.237584746061267e-08,1.3979824465033225e-06
1688,1.3363745584423929e-06,0.0,0.0,1.3363745584423929e-06
1689,7.657739859366432e-07,0.0,0.0,7.657739859366432e-07
1690,6.982753636261155e-07,0.0,0.0,6.982753636261155e-07
1691,7.818729902250457e-07,0.0,0.0,7.818729902250457e-07
1692,6.606379961177871e-07,0.0,2.3668044540110193e-08,6.606379961177871e-07
1693,7.695795289919261e-07,0.0,2.3668044540110193e-08,7.695795289919261e-07
1694,9.142203205263806e-07,0.0,2.3668044540110193e-08,9.142203205263806e-07
1695,1.0380612443278942e-06,0.0,2.3668044540110193e-08,1.0380612443278942e-06
1696,1.6204234023169711e-06,0.0,2.3668044540110193e-08,1.6204234023169711e-06
1697,1.7686358302983405e-06,0.0,3.10151193616548e-08,1.7686358302983405e-06
1698,1.6907148960854101e-06,0.0,3.10151193616548e-08,1.6907148960854101e-06
1699,1.7299235171971565e-06,0.0,7.347074821544603e-09,1.7299235171971565e-06
1700,1.9523921415449356e-06,0.0,7.347074821544603e-09,1.9523921415449356e-06
1701,2.4284915533761316e-06,0.0,7.347074821544603e-09,2.4284915533761316e-06
1702,2.488475213827509e-06,0.0,7.347074821544603e-09,2.488475213827509e-06
1703,2.319295199575728e-06,0.0,7.347074821544603e-09,2.319295199575728e-06
1704,2.3581948726457213e-06,0.0,8.66176666899524e-09,2.3581948726457213e-06
1705,2.5304297740344088e-06,0.0,8.66176666899524e-09,2.5304297740344088e-06
1706,2.734879574615791e-06,0.0,8.66176666899524e-09,2.734879574615791e-06
1707,2.365867309046215e-06,0.0,8.66176666899524e-09,2.365867309046215e-06
1708,1.8916111343969533e-06,0.0,8.66176666899524e-09,1.8916111343969533e-06
1709,1.7724370877658657e-06,0.0,8.66176666899524e-09,1.7724370877658657e-06
1710,1.3506165471101537e-06,0.0,8.66176666899524e-09,1.3506165471101537e-06
1711,1.239657446408923e-06,0.0,0.0,1.239657446408923e-06
1712,1.0718518897842192e-06,0.0,0.0,1.0718518897842192e-06
1713,1.12027986785636e-06,0.0,0.0,1.12027986785636e-06
1714,1.2579405880127785e-06,0.0,0.0,1.2579405880127785e-06
1715,1.1010798256653028e-06,0.0,0.0,1.1010798256653028e-06
1716,1.0383338836358495e-06,0.0,0.0,1.0383338836358495e-06
1717,1.1203696885786485e-06,0.0,0.0,1.1203696885786485e-06
1718,1.1550562573704935e-06,0.0,0.0,1.1550562573704935e-06
1719,1.3799441538659657e-06,0.0,0.0,1.3799441538659657e-06
1720,1.3506304737477746e-06,0.0,0.0,1.3506304737477746e-06
1721,1.4378970100941452e-06,0.0,0.0,1.4378970100941452e-06
1722,1.74196316038433e-06,0.0,0.0,1.74196316038433e-06
1723,1.9090426316584593e-06,0.0,0.0,1.9090426316584593e-06
1724,1.8759628639080411e-06,0.0,0.0,1.8759628639080411e-06
1725,1.8325884444233713e-06,0.0,0.0,1.8325884444233713e-06
1726,1.6823922156358355e-06,0.0,0.0,1.6823922156358355e-06
1727,1.4880466535162538e-06,0.0,0.0,1.4880466535162538e-06
1728,1.4040301640047152e-06,0.0,0.0,1.4040301640047152e-06
1729,1.1205519935434235e-06,0.0,0.0,1.1205519935434235e-06
1730,1.0982065207697036e-06,0.0,0.0,1.0982065207697036e-06
1731,1.1443105937100232e-06,0.0,0.0,1.1443105937100232e-06
1732,1.2313138150992536e-06,0.0,0.0,1.2313138150992536e-06
1733,1.1642229164213598e-06,0.0,0.0,1.1642229164213598e-06
1734,1.4261465821618913e-06,0.0,0.0,1.4261465821618913e-06
1735,1.2963911331098643e-06,0.0,0.0,1.2963911331098643e-06
1736,1.3940972800290702e-06,0.0,0.0,1.3940972800290702e-06
1737,1.1976651178104345e-06,0.0,0.0,1.1976651178104345e-06
1738,1.2856288955325518e-06,0.0,0.0,1.2856288955325518e-06
1739,1.1911631483079482e-06,0.0,0.0,1.1911631483079482e-06
1740,1.2579990149268788e-06,0.0,0.0,1.2579990149268788e-06
1741,1.5277246104363127e-06,0.0,0.0,1.5277246104363127e-06
1742,1.883693252174063e-06,0.0,0.0,1.883693252174063e-06
1743,1.767752313038987e-06,0.0,0.0,1.767752313038987e-06
1744,1.7313398724841785e-06,0.0,0.0,1.7313398724841785e-06
1745,1.5127334782911411e-06,0.0,0.0,1.5127334782911411e-06
1746,1.5862778590352328e-06,0.0,0.0,1.5862778590352328e-06
1747,2.345720438207926e-06,0.0,0.0,2.345720438207926e-06
1748,2.335280543417996e-06,0.0,0.0,2.335280543417996e-06
1749,2.0042580339512436e-06,0.0,0.0,2.0042580339512436e-06
1750,1.981045796485757e-06,0.0,0.0,1.981045796485757e-06
1751,2.052396922636035e-06,0.0,0.0,2.052396922636035e-06
1752,2.0642817568321855e-06,0.0,0.0,2.0642817568321855e-06
1753,1.935111222499992e-06,0.0,0.0,1.935111222499992e-06
1754,1.036933779476255e-06,0.0,0.0,1.036933779476255e-06
1755,4.781237176335448e-07,0.0,0.0,4.781237176335448e-07
1756,4.085686648685234e-07,0.0,0.0,4.085686648685234e-07
1757,3.4665541599159564e-07,0.0,0.0,3.4665541599159564e-07
1758,2.4038107174614455e-07,0.0,0.0,2.4038107174614455e-07
1759,2.232279610682651e-07,0.0,0.0,2.232279610682651e-07
1760,2.3534033947011528e-07,0.0,2.661366999794674e-09,2.3534033947011528e-07
1761,2.2407232945300037e-07,0.0,2.661366999794674e-09,2.2407232945300037e-07
1762,2.2275426861792118e-07,0.0,2.661366999794674e-09,2.2275426861792118e-07
1763,2.457439925202769e-07,0.0,2.661366999794674e-09,2.457439925202769e-07
1764,2.490209161416195e-07,0.0,2.661366999794674e-09,2.490209161416195e-07
1765,2.5690208360629185e-07,0.0,2.661366999794674e-09,2.5690208360629185e-07
1766,2.490893251660964e-07,0.0,2.661366999794674e-09,2.490893251660964e-07
1767,2.8249824067318385e-07,0.0,0.0,2.8249824067318385e-07
1768,2.7638697628974895e-07,0.0,0.0,2.7638697628974895e-07
1769,2.651561337480806e-07,0.0,0.0,2.651561337480806e-07
1770,2.0558821591164035e-07,0.0,0.0,2.0558821591164035e-07
1771,1.771253472782064e-07,0.0,0.0,1.771253472782064e-07
1772,1.7432340726486473e-07,0.0,0.0,1.7432340726486473e-07
1773,1.3950702485284898e-07,0.0,0.0,1.3950702485284898e-07
1774,7.418389610539375e-08,0.0,0.0,7.418389610539375e-08
1775,6.386799914334265e-08,0.0,0.0,6.386799914334265e-08
1776,6.186465739688174e-08,0.0,0.0,6.186465739688174e-08
1777,7.649003665375988e-08,0.0,0.0,7.649003665375988e-08
1778,1.0459847438986409e-07,0.0,0.0,1.0459847438986409e-07
1779,1.0392890966873633e-07,0.0,0.0,1.0392890966873633e-07
1780,1.1542856017042271e-07,0.0,0.0,1.1542856017042271e-07
1781,1.3494635250513705e-07,0.0,0.0,1.3494635250513705e-07
1782,1.63699109886498e-07,0.0,0.0,1.63699109886498e-07
1783,1.5394869024021318e-07,0.0,0.0,1.5394869024021318e-07
1784,1.4809169458983108e-07,0.0,0.0,1.4809169458983108e-07
1785,1.3089919345280317e-07,0.0,1.6181223979775235e-09,1.3089919345280317e-07
1786,1.1588461238229034e-07,0.0,1.6181223979775235e-09,1.1588461238229034e-07
1787,1.0952462048408051e-07,0.0,1.6181223979775235e-09,1.0952462048408051e-07
1788,9.250121430730879e-08,0.0,1.6181223979775235e-09,9.250121430730879e-08
1789,6.37880026894371e-08,0.0,1.6181223979775235e-09,6.37880026894371e-08
1790,6.27884472034371e-08,0.0,1.6181223979775235e-09,6.27884472034371e-08
1791,5.113714201294377e-08,0.0,1.6181223979775235e-09,5.113714201294377e-08
1792,4.257375201583662e-08,0.0,0.0,4.257375201583662e-08
1793,6.707189216724276e-08,0.0,9.860221210950775e-10,6.707189216724276e-08
1794,6.033502827510315e-08,0.0,9.860221210950775e-10,6.033502827510315e-08
1795,5.888862058307203e-08,0.0,9.860221210950775e-10,5.888862058307203e-08
1796,5.876066604721635e-08,0.0,9.860221210950775e-10,5.876066604721635e-08
1797,6.117335501646234e-08,0.0,2.6867930737393765e-09,6.117335501646234e-08
1798,6.927454863715963e-08,0.0,2.6867930737393765e-09,6.927454863715963e-08
1799,7.247056681742542e-08,0.0,3.88833225934653e-09,7.247056681742542e-08
1800,4.363681187819728e-08,0.0,2.902310138251453e-09,4.363681187819728e-08
1801,4.681789051679581e-08,0.0,2.902310138251453e-09,4.681789051679581e-08
1802,4.563450747444417e-08,0.0,2.902310138251453e-09,4.563450747444417e-08
1803,4.345553758103701e-08,0.0,2.902310138251453e-09,4.345553758103701e-08
1804,4.039984753083965e-08,0.0,1.506616736130744e-09,4.039984753083965e-08
1805,3.619381645186033e-08,2.5967750172384285e-10,1.506616736130744e-09,3.619381645186033e-08
1806,2.8224015125033475e-08,2.5967750172384285e-10,5.636276524865837e-10,2.8224015125033475e-08
1807,3.100489795063563e-08,2.5967750172384285e-10,5.636276524865837e-10,3.100489795063563e-08
1808,2.988555510999699e-08,2.5967750172384285e-10,1.0343540309979256e-09,2.988555510999699e-08
1809,2.738990570857628e-08,2.5967750172384285e-10,1.2152788458103763e-09,2.738990570857628e-08
1810,2.5405469601074467e-08,2.5967750172384285e-10,1.2152788458103763e-09,2.5405469601074467e-08
1811,2.4039987905106434e-08,2.5967750172384285e-10,1.1445852361140802e-09,2.4039987905106434e-08
1812,2.324803270527452e-08,2.3870825950820876e-10,1.1445852361140802e-09,2.324803270527452e-08
1813,2.3701631514581678e-08,2.3870825950820876e-10,1.0800145381192498e-09,2.3701631514581678e-08
1814,2.014118738458137e-08,2.3870825950820876e-10,1.0800145381192498e-09,2.014118738458137e-08
1815,1.8819732439112613e-08,2.3870825950820876e-10,1.188710257211361e-09,1.8819732439112613e-08
1816,2.1050350922686382e-08,2.3870825950820876e-10,1.0077854423989103e-09,2.1050350922686382e-08
1817,2.2951738795232553e-08,4.10055830560704e-10,1.1791330134514055e-09,2.2951738795232553e-08
1818,2.5523165295534715e-08,4.10055830560704e-10,2.1979931842862145e-09,2.5523165295534715e-08
1819,2.4524122161600255e-08,1.7134757105249524e-10,2.1979931842862145e-09,2.4524122161600255e-08
1820,2.329002933367162e-08,1.7134757105249524e-10,2.151410716244584e-09,2.329002933367162e-08
1821,2.537823145282963e-08,1.7134757105249524e-10,2.4085192253307598e-09,2.537823145282963e-08
1822,3.0751792350664734e-08,1.7134757105249524e-10,1.9538660292869483e-09,3.0751792350664734e-08
1823,3.3813679348578974e-08,1.7134757105249524e-10,1.9538660292869483e-09,3.3813679348578974e-08
1824,3.226440816104871e-08,0.0,1.7825184582344532e-09,3.226440816104871e-08
1825,3.2508062908220836e-08,0.0,5.292743465723504e-10,3.2508062908220836e-08
1826,3.502533006484652e-08,0.0,8.847690913249551e-10,3.502533006484652e-08
1827,3.7876591514012555e-08,0.0,7.373721553984223e-10,3.7876591514012555e-08
1828,5.4156532464893255e-08,0.0,4.802636463122464e-10,5.4156532464893255e-08
1829,5.343966437619331e-08,0.0,1.4902270719017807e-08,5.343966437619331e-08
1830,5.0007904864709674e-08,0.0,1.4997575261053797e-08,5.0007904864709674e-08
1831,5.17531163321142e-08,0.0,1.4997575261053797e-08,5.17531163321142e-08
1832,5.223423293898577e-08,0.0,1.5082724719966175e-08,5.223423293898577e-08
1833,5.1406801609183665e-08,0.0,1.5057143024474077e-08,5.1406801609183665e-08
1834,5.089417344704218e-08,0.0,1.5721624573623265e-08,5.089417344704218e-08
1835,3.3203302710457394e-08,0.0,1.580540797447532e-08,3.3203302710457394e-08
1836,3.071152475188553e-08,0.0,1.3336931797043e-09,3.071152475188553e-08
1837,3.0163859727443717e-08,0.0,1.393271458522654e-09,3.0163859727443717e-08
1838,3.150214184748685e-08,0.0,1.6222487083819966e-09,3.150214184748685e-08
1839,2.9994885305687346e-08,0.0,1.612880686151032e-09,2.9994885305687346e-08
1840,2.960225385452629e-08,0.0,1.4341395690057164e-09,2.960225385452629e-08
1841,3.0308429290114095e-08,0.0,9.795908528786867e-10,3.0308429290114095e-08
1842,3.242239442004445e-08,6.081543998551605e-11,1.139069211968697e-09,3.242239442004445e-08
1843,3.350287767846437e-08,6.081543998551605e-11,1.1295825624075511e-09,3.350287767846437e-08
1844,3.5018901810092625e-08,6.081543998551605e-11,9.746997415532072e-10,3.5018901810092625e-08
1845,3.486291890096384e-08,6.081543998551605e-11,8.792000223094882e-10,3.486291890096384e-08
1846,4.005871850105385e-08,6.081543998551605e-11,2.3687106086102615e-09,4.005871850105385e-08
1847,4.441484944907513e-08,6.081543998551605e-11,2.217538676495069e-09,4.441484944907513e-08
1848,4.64705688533026e-08,6.081543998551605e-11,2.0076058434729103e-09,4.64705688533026e-08
1849,4.575169449643519e-08,0.0,1.871823156791257e-09,4.575169449643519e-08
1850,4.4755502415227966e-08,0.0,1.8062486268582185e-09,4.4755502415227966e-08
1851,4.278752691837846e-08,0.0,1.8062486268582185e-09,4.278752691837846e-08
1852,4.3746355109825734e-08,0.0,1.976140521061812e-09,4.3746355109825734e-08
1853,3.831308603707839e-08,0.0,7.48663892784813e-10,3.831308603707839e-08
1854,3.6363300434264345e-08,0.0,8.496676140445913e-10,3.6363300434264345e-08
1855,3.6286951094715343e-08,0.0,9.021693630246424e-10,3.6286951094715343e-08
1856,3.92906816922992e-08,0.0,1.0928831252675154e-09,3.92906816922992e-08
1857,4.396737044284496e-08,0.0,1.237285805556963e-09,4.396737044284496e-08
1858,4.557668477543432e-08,0.0,1.4100963492096647e-09,4.557668477543432e-08
1859,4.529631070226969e-08,0.0,1.5332326440211018e-09,4.529631070226969e-08
1860,4.6633576492435425e-08,0.0,1.1954172493159172e-09,4.6633576492435425e-08
1861,9.815984418943507e-08,1.6946003330734324e-10,1.6592803480414936e-09,9.815984418943507e-08
1862,1.2210718582293468e-07,1.6946003330734324e-10,1.9968064820677765e-09,1.2210718582293468e-07
1863,1.6427819308059304e-07,1.6946003330734324e-10,2.080516695432014e-09,1.6427819308059304e-07
1864,1.7746616874449372e-07,1.6946003330734324e-10,2.407065229676724e-09,1.7746616874449372e-07
1865,1.8979556770659656e-07,1.6946003330734324e-10,2.720746739015567e-09,1.8979556770659656e-07
1866,1.9324832629357453e-07,1.6946003330734324e-10,2.5154391268346542e-09,1.9324832629357453e-07
1867,1.938010351563792e-07,1.6946003330734324e-10,2.5154391268346542e-09,1.938010351563792e-07
1868,1.4188926909598975e-07,0.0,2.3538776007723884e-09,1.4188926909598975e-07
1869,1.183755097754004e-07,0.0,2.6368097546683853e-09,1.183755097754004e-07
1870,7.973354852554491e-08,0.0,3.733182873943974e-09,7.973354852554491e-08
1871,6.867464413013685e-08,0.0,3.3433837841125224e-09,6.867464413013685e-08
1872,6.123504953896892e-08,0.0,2.9387951516746114e-09,6.123504953896892e-08
1873,9.20485666102065e-08,3.900875257732496e-11,2.9516495676189844e-09,9.20485666102065e-08
1874,9.041661692370845e-08,3.900875257732496e-11,3.4285381280062056e-09,9.041661692370845e-08
1875,9.333832754318142e-08,3.900875257732496e-11,3.145577925118508e-09,9.333832754318142e-08
1876,9.486335729645492e-08,1.1567272140133866e-10,2.587613837487116e-09,9.486335729645492e-08
1877,9.360859566852144e-08,1.1567272140133866e-10,1.2491443593784117e-09,9.360859566852144e-08
1878,8.999986432302518e-08,1.519580810389292e-10,1.5308458231214468e-09,8.999986432302518e-08
1879,8.928264553073209e-08,1.519580810389292e-10,1.8329943674011417e-09,8.928264553073209e-08
1880,6.439750624817212e-08,1.1294932846160423e-10,2.2895621668414125e-09,6.439750624817212e-08
1881,7.438156452670747e-08,1.1294932846160423e-10,1.970501579367274e-09,7.438156452670747e-08
1882,8.807615259343038e-08,2.1017806146288772e-10,2.2390714203370165e-09,8.807615259343038e-08
1883,9.277828993958792e-08,1.33514092638874e-10,2.670160172333981e-09,9.277828993958792e-08
1884,1.0996231531683926e-07,1.33514092638874e-10,2.713418918125805e-09,1.0996231531683926e-07
1885,1.304660222396186e-07,9.722873300128348e-11,2.698844671554314e-09,1.304660222396186e-07
1886,1.3448959939361365e-07,9.722873300128348e-11,2.7286219315771275e-09,1.3448959939361365e-07
1887,1.404884640367397e-07,9.722873300128348e-11,2.673582910617256e-09,1.404884640367397e-07
1888,1.4591733231230008e-07,1.2423157542367543e-10,2.596763462988808e-09,1.4591733231230008e-07
1889,1.380896139023337e-07,5.3173737238739907e-11,2.417215689514458e-09,1.380896139023337e-07
1890,1.365842428364366e-07,5.3173737238739907e-11,2.3517491049800706e-09,1.365842428364366e-07
1891,1.2036504313885287e-07,7.877878904771762e-11,2.322313983972789e-09,1.2036504313885287e-07
1892,1.0694628928474361e-07,7.877878904771762e-11,2.221222039633375e-09,1.0694628928474361e-07
1893,1.1130023632891347e-07,7.877878904771762e-11,2.7067980634676303e-09,1.1130023632891347e-07
1894,1.013057422077119e-07,1.008705619032213e-10,2.5793275214093724e-09,1.013057422077119e-07
1895,9.166127260381732e-08,7.386771948082936e-11,2.710031072566161e-09,9.166127260381732e-08
1896,9.024155746471609e-08,4.7696824664481394e-11,2.9076528645128566e-09,9.024155746471609e-08
1897,1.055106173859193e-07,6.627357987795283e-11,2.7985698679090986e-09,1.055106173859193e-07
1898,1.0429922119621032e-07,4.066852806897511e-11,2.771206732342181e-09,1.0429922119621032e-07
1899,1.0150452770371235e-07,4.066852806897511e-11,2.7972279334090697e-09,1.0150452770371235e-07
1900,1.0053962284928275e-07,4.066852806897511e-11,2.006246311937941e-09,1.0053962284928275e-07
1901,1.0279717344019446e-07,5.285012903501394e-11,1.6695024251944801e-09,1.0279717344019446e-07
1902,1.0678668311519296e-07,5.285012903501394e-11,1.578318380752413e-09,1.0678668311519296e-07
1903,1.1232561953582782e-07,5.285012903501394e-11,1.4263557477990828e-09,1.1232561953582782e-07
1904,9.927205622618982e-08,5.012711376936199e-11,1.1657968082953322e-09,9.927205622618982e-08
1905,1.0224840808957327e-07,5.012711376936199e-11,1.4664417854629415e-09,1.0224840808957327e-07
1906,1.0599384836496029e-07,5.012711376936199e-11,1.47250293704358e-09,1.0599384836496029e-07
1907,1.0635038043866579e-07,6.47772877004904e-11,1.6424326184808331e-09,1.0635038043866579e-07
1908,1.0675598969913023e-07,1.1285063855615007e-10,2.033768391791162e-09,1.0675598969913023e-07
1909,1.0600501708170538e-07,1.266316476281456e-10,2.3817946662571134e-09,1.0600501708170538e-07
1910,1.0314307782469509e-07,1.8172720669554617e-10,2.402246148035049e-09,1.0314307782469509e-07
1911,1.0626870456625121e-07,2.078072644517981e-10,3.185857609468355e-09,1.0626870456625121e-07
1912,1.1468249486564933e-07,2.222213722559628e-10,2.9319147427336087e-09,1.1468249486564933e-07
1913,1.2930205173233844e-07,2.222213722559628e-10,3.1387742246583426e-09,1.2930205173233844e-07
1914,1.4075123593621746e-07,2.2218768789114155e-10,3.196600190895944e-09,1.4075123593621746e-07
