ngram,G.729,G.29,G.72,G.29
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,4.341267980022069e-10,0.0,4.341267980022069e-10
1803,0.0,4.341267980022069e-10,0.0,4.341267980022069e-10
1804,0.0,4.341267980022069e-10,3.0507755052358986e-10,4.341267980022069e-10
1805,0.0,4.341267980022069e-10,3.0507755052358986e-10,4.341267980022069e-10
1806,0.0,4.341267980022069e-10,3.0507755052358986e-10,4.341267980022069e-10
1807,0.0,4.341267980022069e-10,3.0507755052358986e-10,4.341267980022069e-10
1808,0.0,4.341267980022069e-10,3.0507755052358986e-10,4.341267980022069e-10
1809,0.0,0.0,3.0507755052358986e-10,0.0
1810,0.0,0.0,3.0507755052358986e-10,0.0
1811,0.0,0.0,0.0,0.0
1812,0.0,0.0,0.0,0.0
1813,0.0,0.0,0.0,0.0
1814,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,0.0
1816,0.0,0.0,0.0,0.0
1817,0.0,0.0,0.0,0.0
1818,0.0,0.0,7.161394651892092e-10,0.0
1819,0.0,0.0,8.664369063485619e-10,0.0
1820,0.0,0.0,1.1612307782016273e-09,0.0
1821,0.0,0.0,1.1612307782016273e-09,0.0
1822,0.0,0.0,1.1612307782016273e-09,0.0
1823,0.0,0.0,1.1612307782016273e-09,0.0
1824,0.0,0.0,1.9659508782814736e-09,0.0
1825,0.0,0.0,6.69433396018247e-09,0.0
1826,0.0,0.0,6.544036519023117e-09,0.0
1827,0.0,0.0,6.249242647170052e-09,0.0
1828,0.0,0.0,6.249242647170052e-09,0.0
1829,0.0,2.1082283537968546e-10,6.249242647170052e-09,2.1082283537968546e-10
1830,0.0,2.1082283537968546e-10,6.249242647170052e-09,2.1082283537968546e-10
1831,0.0,2.1082283537968546e-10,5.444522547090205e-09,2.1082283537968546e-10
1832,0.0,2.1082283537968546e-10,0.0,2.1082283537968546e-10
1833,0.0,2.1082283537968546e-10,0.0,2.1082283537968546e-10
1834,0.0,3.7694322266698267e-10,0.0,3.7694322266698267e-10
1835,8.37834008520539e-11,3.7694322266698267e-10,0.0,3.7694322266698267e-10
1836,8.37834008520539e-11,1.6612038728729724e-10,7.506117949418467e-11,1.6612038728729724e-10
1837,8.37834008520539e-11,2.4356179771446914e-10,7.506117949418467e-11,2.4356179771446914e-10
1838,8.37834008520539e-11,2.4356179771446914e-10,7.506117949418467e-11,2.4356179771446914e-10
1839,8.37834008520539e-11,2.4356179771446914e-10,7.506117949418467e-11,2.4356179771446914e-10
1840,2.34955332967246e-10,2.4356179771446914e-10,7.506117949418467e-11,2.4356179771446914e-10
1841,2.34955332967246e-10,7.744141042717193e-11,7.506117949418467e-11,7.744141042717193e-11
1842,1.5117193211519212e-10,7.744141042717193e-11,1.9669205946521677e-10,7.744141042717193e-11
1843,1.5117193211519212e-10,1.4301594036021063e-10,1.8720540990407082e-10,1.4301594036021063e-10
1844,2.1795478913741054e-10,1.3235738695525712e-10,2.5398826692628925e-10,1.3235738695525712e-10
1845,2.1795478913741054e-10,1.3235738695525712e-10,3.2072703223410114e-10,1.3235738695525712e-10
1846,2.1795478913741054e-10,1.3235738695525712e-10,3.2072703223410114e-10,1.3235738695525712e-10
1847,6.678285702221842e-11,1.929628520461587e-10,3.2072703223410114e-10,1.929628520461587e-10
1848,6.678285702221842e-11,1.929628520461587e-10,3.754147072575011e-10,1.929628520461587e-10
1849,1.7426193028262967e-10,1.929628520461587e-10,3.0752336391667457e-10,1.929628520461587e-10
1850,2.2173183923866547e-10,1.2738832211312e-10,2.8941874293967173e-10,1.2738832211312e-10
1851,1.5494898221644704e-10,6.060546509090159e-11,2.690644810129531e-10,6.060546509090159e-11
1852,2.560721238228528e-10,6.060546509090159e-11,2.023257157051412e-10,6.060546509090159e-11
1853,3.043314647907128e-10,6.060546509090159e-11,2.023257157051412e-10,6.060546509090159e-11
1854,3.54833325420602e-10,0.0,2.023257157051412e-10,0.0
1855,4.0733507440065305e-10,5.250174898005103e-11,1.4763804068174124e-10,5.250174898005103e-11
1856,2.998560011402418e-10,5.250174898005103e-11,9.389850405153562e-11,5.250174898005103e-11
1857,2.52386092184206e-10,5.250174898005103e-11,9.456282185864901e-11,5.250174898005103e-11
1858,3.0998960541341244e-10,5.250174898005103e-11,1.0573773999235568e-10,5.250174898005103e-11
1859,2.088664638070067e-10,5.250174898005103e-11,1.0573773999235568e-10,5.250174898005103e-11
1860,1.606071228391467e-10,5.250174898005103e-11,1.0573773999235568e-10,5.250174898005103e-11
1861,1.101052622092575e-10,1.089884293925536e-10,1.0573773999235568e-10,1.089884293925536e-10
1862,5.7603513229206473e-11,1.679232229458348e-10,2.171742825256879e-10,1.679232229458348e-10
1863,1.5307927544608698e-10,1.679232229458348e-10,2.6491216363412814e-10,1.679232229458348e-10
1864,1.5307927544608698e-10,1.679232229458348e-10,2.1677793687097894e-10,1.679232229458348e-10
1865,9.547576221688051e-11,1.679232229458348e-10,1.5917442364177248e-10,1.679232229458348e-10
1866,9.547576221688051e-11,1.679232229458348e-10,3.3613290325743405e-10,1.679232229458348e-10
1867,9.547576221688051e-11,1.679232229458348e-10,3.3613290325743405e-10,1.679232229458348e-10
1868,9.547576221688051e-11,1.562482405364258e-10,3.809446012605276e-10,1.562482405364258e-10
1869,9.547576221688051e-11,4.4811698003093574e-11,3.486798310398902e-10,4.4811698003093574e-11
1870,0.0,4.4811698003093574e-11,3.0094194993145e-10,4.4811698003093574e-11
1871,0.0,1.6653988109206963e-10,3.8209407463415547e-10,1.6653988109206963e-10
1872,4.0951710276816906e-11,2.074915913688865e-10,4.639974951877893e-10,2.074915913688865e-10
1873,4.0951710276816906e-11,2.4650034394621146e-10,3.260477681494527e-10,2.4650034394621146e-10
1874,4.0951710276816906e-11,2.8624105863350735e-10,4.850106268986362e-10,2.8624105863350735e-10
1875,4.0951710276816906e-11,2.414293606304138e-10,4.401989288955426e-10,2.414293606304138e-10
1876,4.0951710276816906e-11,2.7976134504242063e-10,3.993591409948546e-10,2.7976134504242063e-10
1877,4.0951710276816906e-11,2.7976134504242063e-10,3.993591409948546e-10,2.7976134504242063e-10
1878,1.1352242955199797e-10,1.9431852159103513e-10,3.9077773556733016e-10,1.9431852159103513e-10
1879,1.0748453317864306e-10,1.5336681131421821e-10,3.4378812891715834e-10,1.5336681131421821e-10
1880,1.0748453317864306e-10,1.801314256485601e-10,3.0477937633983336e-10,1.801314256485601e-10
1881,1.3905012855427604e-10,1.4039071096126421e-10,1.773821129662829e-10,1.4039071096126421e-10
1882,2.3627886155555954e-10,2.0520986893884137e-10,1.773821129662829e-10,2.0520986893884137e-10
1883,2.684014895258459e-10,1.9900051249712091e-10,1.7117275652456243e-10,1.9900051249712091e-10
1884,2.9891239681857837e-10,2.6002232708258587e-10,2.6270547443767763e-10,2.6002232708258587e-10
1885,2.2634167754339733e-10,2.527602452736691e-10,2.772045906310591e-10,2.527602452736691e-10
1886,1.9142786363993532e-10,3.355260950029962e-10,3.526452403899784e-10,3.355260950029962e-10
1887,1.9142786363993532e-10,3.802886021959344e-10,4.079131774422809e-10,3.802886021959344e-10
1888,1.8686511068669428e-10,4.6129712748056914e-10,4.3035326691143183e-10,4.6129712748056914e-10
1889,8.963637768541081e-11,3.96477969502992e-10,4.565241617277798e-10,3.96477969502992e-10
1890,8.280943986083145e-11,3.8965103167841267e-10,4.4969722390320044e-10,3.8965103167841267e-10
1891,5.2298532568098974e-11,3.7983932071090313e-10,4.093746096080407e-10,3.7983932071090313e-10
1892,5.2298532568098974e-11,3.732876250169984e-10,5.020774312176307e-10,3.732876250169984e-10
1893,5.2298532568098974e-11,3.597067980777778e-10,4.378463147602929e-10,3.597067980777778e-10
1894,5.2298532568098974e-11,2.4917092397317274e-10,4.70945469130005e-10,2.4917092397317274e-10
1895,2.529569014570703e-11,2.105048139768227e-10,4.592821995735059e-10,2.105048139768227e-10
1896,2.529569014570703e-11,2.68646091483582e-10,4.912525822639172e-10,2.68646091483582e-10
1897,1.5047171128149524e-09,2.805039117648178e-10,5.588406721506495e-10,2.805039117648178e-10
1898,1.5227552809963081e-09,2.473319763282181e-10,5.256687367140498e-10,2.473319763282181e-10
1899,1.5227552809963081e-09,2.430743007668974e-10,4.733934256500356e-10,2.430743007668974e-10
1900,1.5227552809963081e-09,2.1003048704988052e-10,5.35693705664261e-10,2.1003048704988052e-10
1901,1.5398919679070794e-09,2.7857723469296557e-10,5.330100507786436e-10,2.7857723469296557e-10
1902,1.5571102581927017e-09,3.3954456111841477e-10,5.595407966328483e-10,3.3954456111841477e-10
1903,1.573049403037961e-09,3.4515986299269285e-10,5.173386639713482e-10,3.4515986299269285e-10
1904,6.833229022300863e-11,5.77519938617575e-10,5.03723586651818e-10,5.77519938617575e-10
1905,8.078784665053819e-11,5.74728632740662e-10,6.838946294194872e-10,5.74728632740662e-10
1906,9.630283277178059e-11,5.875446984096985e-10,7.11547144617773e-10,5.875446984096985e-10
1907,9.630283277178059e-11,6.100041850611224e-10,7.642754346059988e-10,6.100041850611224e-10
1908,7.916614586100934e-11,5.414574374180375e-10,7.609387227468036e-10,5.414574374180375e-10
1909,6.194785557538701e-11,4.794907239115607e-10,7.609706099381037e-10,4.794907239115607e-10
1910,5.978260049697783e-11,4.708297035979239e-10,8.276748017114041e-10,4.708297035979239e-10
1911,5.978260049697783e-11,2.712057750994415e-10,8.462516243312734e-10,2.712057750994415e-10
1912,5.811709149642194e-11,3.280294528070929e-10,7.345270582246956e-10,3.280294528070929e-10
1913,4.260210537517953e-11,3.1129739956416355e-10,6.508667890362371e-10,3.1129739956416355e-10
1914,5.7218594941486704e-11,3.1116266210487863e-10,5.627973166864666e-10,3.1116266210487863e-10
1915,1.0503476263349195e-10,4.2273371608780863e-10,5.601442087943553e-10,4.2273371608780863e-10
1916,1.3513848770177868e-10,3.964425504146948e-10,4.912391604605659e-10,3.964425504146948e-10
1917,1.6326180189509187e-10,3.553127256702585e-10,4.6445876113386323e-10,3.553127256702585e-10
1918,1.6326180189509187e-10,2.9980330717993553e-10,4.385144350812656e-10,2.9980330717993553e-10
1919,1.4863933298478064e-10,2.4193851386585964e-10,4.3726426844438645e-10,2.4193851386585964e-10
1920,1.7184098786783763e-10,2.972455595154752e-10,4.353796410695919e-10,2.972455595154752e-10
1921,2.4155932313942227e-10,3.231144260881383e-10,3.9040880449116497e-10,3.231144260881383e-10
1922,2.1789445148983384e-10,2.839972562673765e-10,3.590177797909076e-10,2.839972562673765e-10
1923,2.1234417101651763e-10,2.689453937332331e-10,4.0812466898084866e-10,2.689453937332331e-10
1924,1.9486849733058824e-10,5.724595430626042e-10,4.255263244942345e-10,5.724595430626042e-10
1925,2.4087884762221835e-10,6.961103509093926e-10,8.367337893983822e-10,6.961103509093926e-10
1926,2.495960640550418e-10,6.819046042113744e-10,8.890370860127814e-10,6.819046042113744e-10
1927,2.263944091719848e-10,7.032531541233717e-10,8.649088786441947e-10,7.032531541233717e-10
1928,1.4205958433409294e-10,7.557752519054312e-10,8.596067568073756e-10,7.557752519054312e-10
1929,1.1790828829167614e-10,9.108935510632981e-10,8.871615565191654e-10,9.108935510632981e-10
1930,9.33548436967056e-11,1.2376222586445757e-09,8.925094532477981e-10,1.2376222586445757e-09
1931,6.89333134224717e-11,1.2087054849071625e-09,9.241768996906938e-10,1.2087054849071625e-09
1932,2.292296313084157e-11,1.4962528676371839e-09,4.647114815974669e-10,1.4962528676371839e-09
1933,0.0,1.936428890252679e-09,4.198423414480956e-10,1.936428890252679e-09
1934,0.0,2.1150898651559456e-09,4.1930133373327804e-10,2.1150898651559456e-09
1935,0.0,2.2449009318137314e-09,5.076035147766333e-10,2.2449009318137314e-09
1936,0.0,2.142953338589239e-09,5.992455817275097e-10,2.142953338589239e-09
1937,2.2442416972420378e-11,1.8386670479803818e-09,6.345604636986175e-10,1.8386670479803818e-09
1938,2.2442416972420378e-11,1.680617442830926e-09,7.253986815986784e-10,1.680617442830926e-09
1939,2.2442416972420378e-11,1.279933038524282e-09,8.76013614822416e-10,1.279933038524282e-09
1940,7.402894170687496e-11,9.429300653776958e-10,8.607247652709609e-10,9.429300653776958e-10
1941,7.402894170687496e-11,8.663655646065241e-10,8.985247228794029e-10,8.663655646065241e-10
1942,7.402894170687496e-11,6.49513667056694e-10,8.12321101257523e-10,6.49513667056694e-10
1943,9.548226693428014e-11,6.740623476053642e-10,8.379015755042931e-10,6.740623476053642e-10
1944,1.2995381556571824e-10,7.275052207481433e-10,8.42988522241152e-10,7.275052207481433e-10
1945,1.6749265664893287e-10,7.283776577913872e-10,7.973736294258111e-10,7.283776577913872e-10
1946,2.171369691193549e-10,8.855127861132469e-10,6.562116584245864e-10,8.855127861132469e-10
1947,1.821074204131991e-10,9.147955448707279e-10,7.278446595426757e-10,9.147955448707279e-10
1948,1.821074204131991e-10,8.07245560079701e-10,7.990089562204261e-10,8.07245560079701e-10
1949,1.821074204131991e-10,7.744356307031503e-10,9.101502091673247e-10,7.744356307031503e-10
1950,1.6065409518579392e-10,6.750222880658185e-10,8.524300789046282e-10,6.750222880658185e-10
1951,1.3683832638428887e-10,6.487842921628787e-10,8.403189572752418e-10,6.487842921628787e-10
1952,1.1498343448014734e-10,8.310773379007128e-10,7.528993896586757e-10,8.310773379007128e-10
1953,8.10283586259532e-11,9.785221561602648e-10,8.139386030249694e-10,9.785221561602648e-10
1954,6.447138259765443e-11,1.0928376021584236e-09,7.665375041059669e-10,1.0928376021584236e-09
1955,9.345988665516408e-11,1.2102571207111318e-09,6.706145083690274e-10,1.2102571207111318e-09
1956,1.0692789213585994e-10,1.3413990236037827e-09,6.961812792916078e-10,1.3413990236037827e-09
1957,1.1967161785340708e-10,1.5455136139129267e-09,6.50027555591594e-10,1.5455136139129267e-09
1958,9.847522896328747e-11,1.6386880106823908e-09,7.577109891901809e-10,1.6386880106823908e-09
1959,8.279127978421436e-11,1.4040665931501296e-09,7.853267044602827e-10,1.4040665931501296e-09
1960,7.768990411311754e-11,1.159295508796581e-09,8.182456180870292e-10,1.159295508796581e-09
1961,7.768990411311754e-11,1.2952135951062515e-09,7.954229140429345e-10,1.2952135951062515e-09
1962,4.8701400055607886e-11,1.4085485238497191e-09,9.210775237760466e-10,1.4085485238497191e-09
1963,4.5137251079653746e-11,1.3495351661571168e-09,8.585000171074902e-10,1.3495351661571168e-09
1964,3.23935253621066e-11,1.2835201631692224e-09,9.581534534040615e-10,1.2835201631692224e-09
1965,2.0491717449872785e-11,1.3081850206272554e-09,8.558753467851383e-10,1.3081850206272554e-09
1966,2.0491717449872785e-11,1.4049888712770147e-09,9.150060550514435e-10,1.4049888712770147e-09
1967,9.90385650474173e-12,1.5237136076682945e-09,1.0090686857517588e-09,1.5237136076682945e-09
1968,2.761693948924052e-11,1.2473027610759857e-09,1.1694063257421711e-09,1.2473027610759857e-09
1969,2.761693948924052e-11,1.0477478250083193e-09,1.2371275036139805e-09,1.0477478250083193e-09
1970,2.6482591913052592e-11,1.1603118228136517e-09,1.3397876459058417e-09,1.1603118228136517e-09
1971,3.543349244968955e-11,1.141519410742729e-09,1.2851916356534536e-09,1.141519410742729e-09
1972,4.412893760725416e-11,1.365327890428298e-09,1.3361679381976695e-09,1.365327890428298e-09
1973,4.412893760725416e-11,1.8332860071293818e-09,1.5251036782666055e-09,1.8332860071293818e-09
1974,4.412893760725416e-11,1.8579884694272915e-09,1.4180517553847543e-09,1.8579884694272915e-09
1975,3.4525354797310115e-11,2.076089990397735e-09,1.2924581325814343e-09,2.076089990397735e-09
1976,5.059821708445053e-11,2.087973373564113e-09,1.1536153698976648e-09,2.087973373564113e-09
1977,4.1828708155896723e-11,2.07890852945068e-09,1.0963920644384879e-09,2.07890852945068e-09
1978,3.2877807619259765e-11,2.178119073992235e-09,1.0192480589691196e-09,2.178119073992235e-09
1979,2.4182362461695154e-11,2.014399670878321e-09,9.126317400211446e-10,2.014399670878321e-09
1980,3.201918987886085e-11,1.5194798514655312e-09,6.917661919482652e-10,1.5194798514655312e-09
1981,5.490858660607754e-11,1.3981669472989162e-09,7.455567195359589e-10,1.3981669472989162e-09
1982,4.67990864315228e-11,1.1775478608073391e-09,8.469570759014492e-10,1.1775478608073391e-09
1983,6.033624691140612e-11,1.1970150743627934e-09,9.121071834325026e-10,1.1970150743627934e-09
1984,6.033624691140612e-11,1.6659346283428737e-09,9.660978049298917e-10,1.6659346283428737e-09
