ngram,UPDATE,UPATE,UDATE,UPATE
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,2.6801966360575793e-09,0.0,0.0,0.0
1787,2.6801966360575793e-09,0.0,0.0,0.0
1788,2.6801966360575793e-09,0.0,0.0,0.0
1789,2.6801966360575793e-09,0.0,0.0,0.0
1790,2.6801966360575793e-09,0.0,0.0,0.0
1791,2.6801966360575793e-09,0.0,0.0,0.0
1792,2.6801966360575793e-09,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,1.1573133562592375e-09,0.0,0.0,0.0
1799,1.1573133562592375e-09,0.0,0.0,0.0
1800,1.1573133562592375e-09,0.0,0.0,0.0
1801,1.1573133562592375e-09,0.0,0.0,0.0
1802,1.1573133562592375e-09,0.0,0.0,0.0
1803,1.1573133562592375e-09,0.0,0.0,0.0
1804,1.1573133562592375e-09,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0
1811,0.0,0.0,0.0,0.0
1812,0.0,0.0,0.0,0.0
1813,0.0,0.0,1.9397940396816337e-10,0.0
1814,0.0,0.0,1.9397940396816337e-10,0.0
1815,0.0,0.0,1.9397940396816337e-10,0.0
1816,0.0,0.0,1.9397940396816337e-10,0.0
1817,0.0,0.0,1.9397940396816337e-10,0.0
1818,0.0,0.0,1.9397940396816337e-10,0.0
1819,0.0,0.0,1.9397940396816337e-10,0.0
1820,0.0,0.0,0.0,0.0
1821,0.0,0.0,0.0,0.0
1822,0.0,0.0,0.0,0.0
1823,0.0,0.0,0.0,0.0
1824,0.0,0.0,0.0,0.0
1825,0.0,0.0,0.0,0.0
1826,0.0,0.0,0.0,0.0
1827,0.0,0.0,0.0,0.0
1828,0.0,0.0,0.0,0.0
1829,0.0,0.0,0.0,0.0
1830,0.0,0.0,0.0,0.0
1831,0.0,0.0,0.0,0.0
1832,8.5149458912375e-11,0.0,0.0,0.0
1833,8.5149458912375e-11,0.0,0.0,0.0
1834,8.5149458912375e-11,0.0,0.0,0.0
1835,8.5149458912375e-11,0.0,0.0,0.0
1836,8.5149458912375e-11,0.0,0.0,0.0
1837,8.5149458912375e-11,0.0,0.0,0.0
1838,1.614752062221011e-10,0.0,0.0,0.0
1839,7.632574730972611e-11,0.0,0.0,0.0
1840,7.632574730972611e-11,0.0,0.0,0.0
1841,7.632574730972611e-11,0.0,0.0,0.0
1842,7.632574730972611e-11,0.0,6.081543998551605e-11,0.0
1843,7.632574730972611e-11,0.0,6.081543998551605e-11,0.0
1844,1.4310860433194454e-10,0.0,6.081543998551605e-11,0.0
1845,6.678285702221842e-11,0.0,6.081543998551605e-11,0.0
1846,6.678285702221842e-11,0.0,6.081543998551605e-11,0.0
1847,6.678285702221842e-11,0.0,6.081543998551605e-11,0.0
1848,6.678285702221842e-11,0.0,6.081543998551605e-11,0.0
1849,6.678285702221842e-11,0.0,0.0,0.0
1850,6.678285702221842e-11,0.0,0.0,0.0
1851,0.0,0.0,0.0,0.0
1852,0.0,0.0,0.0,0.0
1853,0.0,9.651868193572e-11,0.0,9.651868193572e-11
1854,0.0,9.651868193572e-11,0.0,9.651868193572e-11
1855,5.250174898005103e-11,9.651868193572e-11,0.0,9.651868193572e-11
1856,1.0220055357557101e-10,9.651868193572e-11,0.0,9.651868193572e-11
1857,1.0220055357557101e-10,9.651868193572e-11,0.0,9.651868193572e-11
1858,1.0220055357557101e-10,9.651868193572e-11,0.0,9.651868193572e-11
1859,1.0220055357557101e-10,9.651868193572e-11,0.0,9.651868193572e-11
1860,1.0220055357557101e-10,0.0,0.0,0.0
1861,1.0220055357557101e-10,0.0,0.0,0.0
1862,4.969880459551998e-11,0.0,0.0,0.0
1863,0.0,0.0,0.0,0.0
1864,1.4128536436024726e-10,0.0,0.0,0.0
1865,1.4128536436024726e-10,0.0,0.0,0.0
1866,8.491192828228935e-10,0.0,0.0,0.0
1867,8.491192828228935e-10,0.0,0.0,0.0
1868,8.93930980825987e-10,0.0,0.0,0.0
1869,8.93930980825987e-10,0.0,0.0,0.0
1870,8.93930980825987e-10,0.0,0.0,0.0
1871,9.149498658711508e-10,0.0,0.0,0.0
1872,9.149498658711508e-10,0.0,0.0,0.0
1873,2.071159474085046e-10,0.0,0.0,0.0
1874,3.2633808750531e-10,0.0,0.0,0.0
1875,2.815263895022164e-10,0.0,0.0,0.0
1876,2.815263895022164e-10,0.0,0.0,0.0
1877,2.815263895022164e-10,0.0,0.0,0.0
1878,1.1922214009680536e-10,0.0,0.0,0.0
1879,1.1922214009680536e-10,0.0,0.0,0.0
1880,1.1922214009680536e-10,0.0,0.0,0.0
1881,0.0,0.0,0.0,0.0
1882,0.0,0.0,0.0,0.0
1883,0.0,0.0,0.0,0.0
1884,0.0,0.0,0.0,0.0
1885,0.0,0.0,0.0,0.0
1886,0.0,0.0,0.0,0.0
1887,8.290190756099491e-11,0.0,5.526793705230253e-11,0.0
1888,2.719218025351974e-10,0.0,5.526793705230253e-11,0.0
1889,3.7660538180058923e-10,0.0,5.526793705230253e-11,0.0
1890,4.019010719462963e-10,0.0,5.526793705230253e-11,0.0
1891,4.019010719462963e-10,0.0,5.526793705230253e-11,0.0
1892,4.2437265408106535e-10,0.0,7.77395191870716e-11,0.0
1893,4.704960012861089e-10,2.3061673602521792e-11,7.77395191870716e-11,2.3061673602521792e-11
1894,3.8759409372511403e-10,2.3061673602521792e-11,2.247158213476906e-11,2.3061673602521792e-11
1895,2.1974540639505388e-10,2.3061673602521792e-11,4.3642789778911404e-11,2.3061673602521792e-11
1896,1.732031046364213e-10,2.3061673602521792e-11,4.3642789778911404e-11,2.3061673602521792e-11
1897,5.05217082256783e-09,6.021518402946465e-11,6.221954499238284e-11,6.021518402946465e-11
1898,5.05217082256783e-09,6.021518402946465e-11,6.221954499238284e-11,6.021518402946465e-11
1899,5.029699240433061e-09,6.021518402946465e-11,5.796186943106209e-11,6.021518402946465e-11
1900,5.001646497764562e-09,5.522411496348769e-11,7.603247396760691e-11,5.522411496348769e-11
1901,5.035919871586105e-09,5.522411496348769e-11,7.603247396760691e-11,5.522411496348769e-11
1902,5.014748663941962e-09,5.522411496348769e-11,7.207955660908688e-11,5.522411496348769e-11
1903,4.956607386435203e-09,5.522411496348769e-11,7.207955660908688e-11,5.522411496348769e-11
1904,8.40514582537263e-11,1.8070604536544822e-11,1.8033272097817132e-10,1.8070604536544822e-11
1905,8.40514582537263e-11,1.8070604536544822e-11,1.8033272097817132e-10,1.8070604536544822e-11
1906,8.40514582537263e-11,1.8070604536544822e-11,1.62118814404723e-10,1.8070604536544822e-11
1907,6.598085371718148e-11,0.0,1.73348557730435e-10,0.0
1908,4.5431934008506e-11,0.0,2.0079746595616906e-10,0.0
1909,7.29939521524971e-11,0.0,1.9736018474254228e-10,0.0
1910,7.29939521524971e-11,0.0,1.9736018474254228e-10,0.0
1911,5.5264404164034886e-11,0.0,7.053026515998643e-11,0.0
1912,6.967851196819958e-11,0.0,7.053026515998643e-11,0.0
1913,8.397643096775503e-11,0.0,7.053026515998643e-11,0.0
1914,8.397643096775503e-11,0.0,4.1229917297729606e-11,0.0
1915,7.025197685488799e-11,0.0,2.97197316359973e-11,0.0
1916,4.791939662534312e-10,0.0,1.593872256400175e-11,0.0
1917,5.210911702135945e-10,0.0,1.593872256400175e-11,0.0
1918,5.502539554954769e-10,0.0,3.0318961627021477e-11,0.0
1919,5.642513410873486e-10,0.0,3.0318961627021477e-11,0.0
1920,8.051716178712556e-10,0.0,5.352061651007846e-11,0.0
1921,8.051716178712556e-10,0.0,5.352061651007846e-11,0.0
1922,1.4814078911985972e-09,0.0,3.758189394607671e-11,0.0
1923,1.0449038836560627e-09,0.0,3.758189394607671e-11,0.0
1924,2.2240832528838286e-09,0.0,3.758189394607671e-11,0.0
1925,2.36498393686129e-09,0.0,2.3201654883056986e-11,0.0
1926,2.3365724434652536e-09,0.0,2.3201654883056986e-11,0.0
1927,3.2637498893959916e-09,0.0,0.0,0.0
1928,3.2637498893959916e-09,0.0,0.0,0.0
1929,2.58751361606865e-09,0.0,2.5285797265541176e-11,0.0
1930,3.1320614514638935e-09,0.0,2.5285797265541176e-11,0.0
1931,2.2257810039505443e-09,0.0,5.1518807077575805e-11,0.0
1932,3.3421180743532985e-09,0.0,5.1518807077575805e-11,0.0
1933,4.013965667784955e-09,0.0,9.785312441287378e-11,0.0
1934,2.8540379008536375e-09,0.0,9.785312441287378e-11,0.0
1935,3.0762612358253047e-09,0.0,9.785312441287378e-11,0.0
1936,3.892821071446331e-09,0.0,7.25673271473326e-11,0.0
1937,3.774679162492158e-09,0.0,7.25673271473326e-11,0.0
1938,4.743265833677996e-09,0.0,6.808656812954236e-11,0.0
1939,3.7914037207384e-09,0.0,9.298059346272782e-11,0.0
1940,3.1969359124258847e-09,0.0,4.664627612742984e-11,0.0
1941,3.3399394519914185e-09,0.0,4.664627612742984e-11,0.0
1942,3.1924402565941534e-09,0.0,4.664627612742984e-11,0.0
1943,3.148200152950206e-09,0.0,4.664627612742984e-11,0.0
1944,5.529550032142996e-09,0.0,4.664627612742984e-11,0.0
1945,4.452630859257718e-09,0.0,2.4894025333185457e-11,0.0
1946,6.884195935530357e-09,1.6548104156807344e-11,0.0,1.6548104156807344e-11
1947,4.9093333802969445e-08,1.6548104156807344e-11,1.6556976028298768e-11,1.6548104156807344e-11
1948,4.998806237991157e-08,1.6548104156807344e-11,1.6556976028298768e-11,1.6548104156807344e-11
1949,5.030447996252312e-08,1.6548104156807344e-11,3.35631383796553e-11,1.6548104156807344e-11
1950,4.99720796013189e-08,1.6548104156807344e-11,3.35631383796553e-11,1.6548104156807344e-11
1951,5.034175062526966e-08,1.6548104156807344e-11,3.35631383796553e-11,1.6548104156807344e-11
1952,5.0386230188159686e-08,1.6548104156807344e-11,3.35631383796553e-11,1.6548104156807344e-11
1953,4.975557427971162e-08,0.0,4.925237499588318e-11,0.0
1954,9.399678765501359e-09,0.0,3.2695398967584415e-11,0.0
1955,9.04969713452378e-09,0.0,3.2695398967584415e-11,0.0
1956,1.124441252807275e-08,0.0,2.915724209692375e-11,0.0
1957,1.3659087686309794e-08,0.0,2.915724209692375e-11,0.0
1958,1.4123614135362419e-08,0.0,2.915724209692375e-11,0.0
1959,1.9530934393584076e-08,0.0,2.915724209692375e-11,0.0
1960,2.363893493649373e-08,0.0,1.346800548069587e-11,0.0
1961,3.3132715301523574e-08,0.0,2.472357437824765e-11,0.0
1962,4.027784937323174e-08,0.0,3.492533048480137e-11,0.0
1963,4.683325143568189e-08,9.90385650474173e-12,4.126503801358896e-11,9.90385650474173e-12
1964,5.2989953758242336e-08,9.90385650474173e-12,4.126503801358896e-11,9.90385650474173e-12
1965,6.447468083235566e-08,9.90385650474173e-12,5.889520121593605e-11,9.90385650474173e-12
1966,7.417791282802812e-08,9.90385650474173e-12,5.889520121593605e-11,9.90385650474173e-12
1967,8.56629134610947e-08,9.90385650474173e-12,2.0041006453570224e-10,9.90385650474173e-12
1968,1.0774280769153068e-07,9.90385650474173e-12,5.07989993324211e-10,9.90385650474173e-12
1969,1.322132214503264e-07,9.90385650474173e-12,6.773259552434701e-10,9.90385650474173e-12
1970,1.6600747747881022e-07,0.0,6.750572600910942e-10,0.0
1971,2.108089966717281e-07,1.7901801073273914e-11,9.346333825924598e-10,1.7901801073273914e-11
1972,2.5967209791945477e-07,1.7901801073273914e-11,9.517850000203713e-10,1.7901801073273914e-11
1973,3.249696354552205e-07,2.6155897884080506e-11,1.0673423573542046e-09,2.6155897884080506e-11
1974,3.989436509397949e-07,5.0598407408397605e-11,1.0561875421874083e-09,5.0598407408397605e-11
1975,4.712683282345357e-07,5.870790758295235e-11,7.697900451995667e-10,5.870790758295235e-11
1976,5.485835937893821e-07,5.870790758295235e-11,7.107987968054833e-10,5.870790758295235e-11
1977,6.273926820605473e-07,7.476072935322772e-11,8.457615837834506e-10,7.476072935322772e-11
1978,6.970069453668007e-07,1.0581849880469158e-10,6.922645353782794e-10,1.0581849880469158e-10
1979,7.567695336417403e-07,1.1394619969795627e-10,9.25696872330509e-10,1.1394619969795627e-10
1980,8.35934754052557e-07,1.5271306937268492e-10,8.493236510912336e-10,1.5271306937268492e-10
1981,9.218018785109702e-07,1.4353015700566526e-10,8.791893720986163e-10,1.4353015700566526e-10
1982,1.0103171267214099e-06,1.5024364688872741e-10,8.986318356107859e-10,1.5024364688872741e-10
1983,1.1106259632599956e-06,1.5764615258048335e-10,8.817204426898278e-10,1.5764615258048335e-10
1984,1.2326049889972118e-06,1.709957042033456e-10,7.659716036049044e-10,1.709957042033456e-10
1985,1.3066753824984647e-06,1.2927020862482256e-10,6.888288292935688e-10,1.2927020862482256e-10
1986,1.3639133352886087e-06,1.2114250773155788e-10,7.522253554175557e-10,1.2114250773155788e-10
1987,1.403435801096618e-06,1.0087141142208925e-10,9.13665244652227e-10,1.0087141142208925e-10
1988,1.4210199391787422e-06,8.561181426479183e-11,9.405875344465591e-10,8.561181426479183e-11
1989,1.3919116911763143e-06,8.409284776459255e-11,8.953590820148793e-10,8.409284776459255e-11
1990,1.3484316728603777e-06,9.66627289124476e-11,8.782710129598811e-10,9.66627289124476e-11
1991,1.2863680305079988e-06,8.696816035182385e-11,8.415180472097297e-10,8.696816035182385e-11
1992,1.2566710795778948e-06,8.60964315713935e-11,9.843650968748602e-10,8.60964315713935e-11
1993,1.2278578651603311e-06,8.60964315713935e-11,9.812637681572145e-10,8.60964315713935e-11
1994,1.1777514795799756e-06,6.584969127516288e-11,8.131553917315301e-10,6.584969127516288e-11
1995,1.124237574653567e-06,6.584969127516288e-11,6.451687274700024e-10,6.584969127516288e-11
1996,1.1128343788056685e-06,6.514974621293516e-11,6.448187549388886e-10,6.514974621293516e-11
1997,1.0946415938763363e-06,5.092988382217532e-11,6.79074757735178e-10,5.092988382217532e-11
1998,1.0484765035861138e-06,3.699986646431088e-11,7.599637833715406e-10,3.699986646431088e-11
1999,1.0416053360781267e-06,3.063752029852651e-11,6.424128778540325e-10,3.063752029852651e-11
2000,1.021295166278183e-06,4.1022378946145974e-11,3.346732801604421e-10,4.1022378946145974e-11
2001,1.0023421737059834e-06,4.466070915865039e-11,3.1736982189104323e-10,4.466070915865039e-11
2002,9.728106208837874e-07,6.076637060600402e-11,2.982084271978864e-10,6.076637060600402e-11
2003,9.65241984626378e-07,7.39529791571325e-11,3.0738079938506605e-10,7.39529791571325e-11
2004,9.205957423676279e-07,6.820045470828135e-11,2.2190361056598614e-10,6.820045470828135e-11
2005,9.040241317442061e-07,8.229704120557964e-11,1.410145849296234e-10,8.229704120557964e-11
2006,8.641267186249024e-07,8.229704120557964e-11,9.707528531022191e-11,8.229704120557964e-11
2007,8.200128637067142e-07,7.191218255796019e-11,9.777421233758687e-11,7.191218255796019e-11
2008,7.66393262503178e-07,7.764396169657978e-11,8.256202170344094e-11,7.764396169657978e-11
2009,7.29565394002358e-07,6.153830024922615e-11,1.1575145504792518e-10,6.153830024922615e-11
2010,6.324157238525783e-07,3.984150930796166e-11,1.3302821245358183e-10,3.984150930796166e-11
2011,5.790713463024336e-07,3.984150930796166e-11,1.0234478790243401e-10,3.984150930796166e-11
2012,5.111970965897074e-07,1.9967135336013923e-11,1.0768464542684367e-10,1.9967135336013923e-11
2013,4.346375054150745e-07,1.9967135336013923e-11,1.0274252381410015e-10,1.9967135336013923e-11
2014,3.7359577374575436e-07,1.9967135336013923e-11,8.127387949149626e-11,1.9967135336013923e-11
2015,3.388256613691608e-07,4.093896105053904e-12,9.756589286480377e-11,4.093896105053904e-12
2016,3.016579788501466e-07,4.093896105053904e-12,7.689343110652201e-11,4.093896105053904e-12
2017,2.946340913467793e-07,0.0,5.149930597710591e-11,0.0
2018,2.8315988629401547e-07,0.0,5.5299811257958355e-11,0.0
2019,2.646140444539924e-07,0.0,5.978001340473105e-11,0.0
